省份编码,省份,年份,原保险保费收入(亿元),财产险保费收入(亿元),人身险保费收入(亿元),原保险赔付支出(亿元),财产险支出(亿元),人身险支出(亿元)
500000,重庆市,2014,407.26,138.87,268.39,151.43,77.36,74.07
500000,重庆市,2013,359.23,112.52,246.71,124.6,62.98,61.62
500000,重庆市,2012,331.026703,95.204297,235.822405,91.782515,52.230136,39.55238
500000,重庆市,2011,311.81,81.63,230.19,73.98,39.31,34.66
500000,重庆市,2010,321.08,65.96,255.12,62.1,32.05,30.05
500000,重庆市,2009,244.704541,47.058398,197.646143,56.631647,28.877365,27.754282
500000,重庆市,2008,200.552323,37.755219,162.797104,45.64029,22.594855,23.045435
500000,重庆市,2007,124.68275,33.097008,91.58574200000001,35.252554,18.436846,16.815708
500000,重庆市,2006,,,,,,
500000,重庆市,2005,,,,,,
500000,重庆市,2004,,,,,,
500000,重庆市,2003,,,,,,
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,2148.658756,513.332917,1635.325839,634.755065,303.607239,331.147826
510000,四川省,2018,1956.5208225872,492.0835562927,1464.4372662945,633.0837443835,282.9695278803,350.1142165032
510000,四川省,2017,1937.637736,496.353787,1441.283949,583.291734,241.091396,342.200338
510000,四川省,2016,1703.5233640000001,457.213519,1246.309845,554.359288,216.88962999999998,337.46965800000004
510000,四川省,2015,1267.3,421.44,845.87,454.08,218.86,235.22
510000,四川省,2014,1060.63,371.76,688.87,373.94,195.9,178.04
510000,四川省,2013,914.68,315.12,599.55,314.62,167.12,147.5
510000,四川省,2012,819.528343,271.508295,548.020048,232.902196,141.313907,91.588289
510000,四川省,2011,778.7,225.09,553.61,191.15,109.42,81.73
510000,四川省,2010,765.77,191.56,574.21,150.94,85.9,65.04
510000,四川省,2009,579.028292,148.71788899999999,430.310403,130.553445,73.108445,57.445
510000,四川省,2008,494.28029,109.757302,384.522988,123.475139,62.872383,60.60275600000001
510000,四川省,2007,335.796883,93.932152,241.86472999999998,91.83188,46.630229,45.201651
510000,四川省,2006,,,,,,
510000,四川省,2005,,,,,,
510000,四川省,2004,,,,,,
510000,四川省,2003,,,,,,
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,489.258504,223.407815,265.850689,186.567774,120.443538,66.124235
520000,贵州省,2018,444.738758979,208.026900507,236.711858472,181.2836549778,108.3848684319,72.8987865459
520000,贵州省,2017,389.309086,179.259391,210.049694,153.797646,91.36905,62.428596
520000,贵州省,2016,320.69494,153.147403,167.547537,131.52481699999998,79.46614699999999,52.05867
520000,贵州省,2015,257.8,133.95,123.85,106.97,66.64,40.33
520000,贵州省,2014,213.06,112.43,100.63,89.67,55.93,33.74
520000,贵州省,2013,181.62,89.03,92.58,72.44,44.69,27.75
520000,贵州省,2012,150.215549,70.392883,79.822666,55.33544,38.187314,17.148126
520000,贵州省,2011,131.81,59.03,72.78,39.52,25.3,14.22
520000,贵州省,2010,122.63,46.92,75.71,31.81,19.49,12.32
520000,贵州省,2009,95.228664,36.052934,59.17573,31.002557,19.888792,11.113765
520000,贵州省,2008,79.954693,28.580786,51.373907,35.26156,24.900928,10.360632
520000,贵州省,2007,59.026208,23.048113,35.978095,21.001726,11.419215,9.582511
520000,贵州省,2006,,,,,,
520000,贵州省,2005,,,,,,
520000,贵州省,2004,,,,,,
520000,贵州省,2003,,,,,,
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,742.10204,297.028378,445.073662,260.648276,143.921597,116.726679
530000,云南省,2018,667.9395683097,275.8129701493,392.1265981604,248.580225033,135.5977043465,112.9825206865
530000,云南省,2017,612.662004,255.141986,357.520018,218.109889,115.055438,103.05445
530000,云南省,2016,529.231574,224.42717000000002,304.804404,206.191357,110.761049,95.430308
530000,云南省,2015,434.6,201.19,233.41,173.23,99.27,73.96
530000,云南省,2014,375.99,177.26,198.73,150.88,90.98,59.9
530000,云南省,2013,320.77,151.76,169.02,122.06,78.78,43.28
530000,云南省,2012,271.298403,123.538937,147.759466,100.110798,64.222824,35.887975
530000,云南省,2011,241.1,109.17,131.93,79.89,47.38,32.52
530000,云南省,2010,235.68,94.22,141.46,66.31,37.96,28.35
530000,云南省,2009,180.082456,68.166527,111.915929,65.115555,34.141786,30.973769
530000,云南省,2008,165.391643,55.204269,110.187374,63.401901,31.741846,31.660055
530000,云南省,2007,111.857276,48.143329,63.713947,47.754699,23.160668,24.59403
530000,云南省,2006,,,,,,
530000,云南省,2005,,,,,,
530000,云南省,2004,,,,,,
530000,云南省,2003,,,,,,
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,36.654065,24.755888,11.898178,22.579888,16.245909,6.333979
540000,西藏自治区,2018,33.4524138787,22.1558384692,11.2965754095,17.9981213356,12.5969697271,5.4011516085
540000,西藏自治区,2017,28.013702,16.854073,11.159629,12.385001,8.716531,3.66847
540000,西藏自治区,2016,22.248841,13.90342,8.345421,9.843867,6.974708000000001,2.869159
540000,西藏自治区,2015,17.36,11.14,6.22,8.05,5.82,2.23
540000,西藏自治区,2014,12.76,9.01,3.75,6.06,4.1,1.96
540000,西藏自治区,2013,11.43,7.96,3.47,5.6,4.02,1.57
540000,西藏自治区,2012,9.537234,6.515473,3.021761,4.049423,3.355837,0.693585
540000,西藏自治区,2011,7.6,5.73,1.87,3.34,2.96,0.38
540000,西藏自治区,2010,5.06,4.11,0.95,2.22,1.93,0.3
540000,西藏自治区,2009,4.014173,3.425011,0.589162,2.169437,1.982516,0.186921
540000,西藏自治区,2008,3.2508,2.863832,0.386967,1.430582,1.357089,0.073493
540000,西藏自治区,2007,2.677987,2.503687,0.174301,1.079459,1.035497,0.043963
540000,西藏自治区,2006,,,,,,
540000,西藏自治区,2005,,,,,,
540000,西藏自治区,2004,,,,,,
540000,西藏自治区,2003,,,,,,
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,1033.492525,217.246693,816.245833,300.029262,130.192261,169.837002
610000,陕西省,2018,970.5418968172,229.6784226883,740.8634741289,280.9405919095,118.3070683878,162.6335235217
610000,陕西省,2017,869.012161,214.209791,654.80237,260.056688,107.65534,152.401348
610000,陕西省,2016,713.9680860000001,191.383146,522.5849400000001,238.45154,93.427162,145.024379
610000,陕西省,2015,572.45,176.75,395.7,193.96,92.3,101.66
610000,陕西省,2014,476.75,160.0,316.75,179.74,85.15,94.6
610000,陕西省,2013,417.45,137.07,280.38,147.71,78.36,69.35
610000,陕西省,2012,365.327314,115.780979,249.546335,104.404096,63.113638,41.290458
610000,陕西省,2011,343.72,101.51,242.21,86.52,48.31,38.2
610000,陕西省,2010,333.81,85.42,248.38,69.61,38.24,31.37
610000,陕西省,2009,259.594764,60.528830000000006,199.065934,61.062349,31.26784,29.794509
610000,陕西省,2008,217.775215,46.267738,171.507477,58.911044,27.194599,31.716445
610000,陕西省,2007,150.502542,39.967507,110.53503500000001,47.286377,20.13593,27.150446999999996
610000,陕西省,2006,,,,,,
610000,陕西省,2005,,,,,,
610000,陕西省,2004,,,,,,
610000,陕西省,2003,,,,,,
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,444.319233,137.983115,306.336118,151.589674,74.114828,77.474845
620000,甘肃省,2018,398.9810232696,125.7926362685,273.1883870011,139.0028573255,62.3742143526,76.6286429729
620000,甘肃省,2017,366.377607,112.313963,254.063644,119.180291,54.909068,64.271223
620000,甘肃省,2016,307.656066,100.614984,207.04108200000002,109.378205,51.432002000000004,57.946203000000004
620000,甘肃省,2015,256.89,90.3,166.59,92.75,45.68,47.07
620000,甘肃省,2014,208.44,80.0,128.44,84.42,38.92,45.5
620000,甘肃省,2013,180.15,68.34,111.81,67.14,32.66,34.48
620000,甘肃省,2012,158.767491,55.939089,102.828402,48.182491,26.934454,21.248037
620000,甘肃省,2011,140.93,46.49,94.43,38.2,19.4,18.8
620000,甘肃省,2010,146.34,38.82,107.51,31.18,16.32,14.86
620000,甘肃省,2009,114.384226,27.053753000000004,87.330473,31.846027,14.42878,17.417247
620000,甘肃省,2008,97.450384,22.615096,74.835289,31.254129,14.00863,17.245498
620000,甘肃省,2007,70.356041,18.781233,51.574808,28.724997,11.371292,17.353704
620000,甘肃省,2006,,,,,,
620000,甘肃省,2005,,,,,,
620000,甘肃省,2004,,,,,,
620000,甘肃省,2003,,,,,,
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,98.441831,41.764076,56.677756,34.810891,20.8187,13.992191
630000,青海省,2018,87.6536753767,37.0253459478,50.6283294289,34.6890537172,18.5616342065,16.1274195107
630000,青海省,2017,80.197962,33.336234,46.861728,29.251478,16.501437,12.750041
630000,青海省,2016,68.752954,29.641804999999998,39.111149,27.379289,14.892625,12.486664
630000,青海省,2015,56.3,26.12,30.18,20.32,12.09,8.23
630000,青海省,2014,46.09,22.99,23.09,18.08,10.53,7.55
630000,青海省,2013,39.02,19.51,19.5,15.28,9.05,6.23
630000,青海省,2012,32.400753,16.150774,16.249978,10.85769,7.871259,2.98643
630000,青海省,2011,27.89,13.72,14.17,8.16,5.52,2.64
630000,青海省,2010,25.7,10.38,15.32,6.66,4.39,2.27
630000,青海省,2009,18.208185,7.962438,10.245747,6.054001,3.96514,2.088861
630000,青海省,2008,14.106395,6.277262,7.829133000000001,5.997538,3.306584,2.690955
630000,青海省,2007,10.744519,5.270443,5.474076,4.624774,2.592666,2.032108
630000,青海省,2006,,,,,,
630000,青海省,2005,,,,,,
630000,青海省,2004,,,,,,
630000,青海省,2003,,,,,,
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,197.669603,68.160647,129.508956,63.570048,37.124953,26.445095
640000,宁夏回族自治区,2018,182.9204494109,63.8981310066,119.0223184043,60.4771017301,32.2766556137,28.2004461164
640000,宁夏回族自治区,2017,165.286347,56.037362,109.248985,49.549666,26.9552,22.594466
640000,宁夏回族自治区,2016,133.893354,46.088709,87.804645,42.837104,24.81628,18.020823999999998
640000,宁夏回族自治区,2015,103.31,41.01,62.31,34.21,20.87,13.35
640000,宁夏回族自治区,2014,83.92,36.37,47.55,29.31,19.4,9.91
640000,宁夏回族自治区,2013,72.7,31.4,41.31,24.04,15.79,8.25
640000,宁夏回族自治区,2012,62.688277,26.473541,36.214736,19.98625,13.163776,6.822474
640000,宁夏回族自治区,2011,55.34,21.88,33.46,14.75,9.01,5.74
640000,宁夏回族自治区,2010,52.75,17.5,35.24,11.68,7.65,4.03
640000,宁夏回族自治区,2009,39.277513,11.841447,27.436066,9.650054,5.828396,3.821658
640000,宁夏回族自治区,2008,31.790564,9.475123,22.315441,8.523121,4.820849,3.702272
640000,宁夏回族自治区,2007,23.977834,7.628982,16.348852,6.899536,3.632267,3.267269
640000,宁夏回族自治区,2006,,,,,,
640000,宁夏回族自治区,2005,,,,,,
640000,宁夏回族自治区,2004,,,,,,
640000,宁夏回族自治区,2003,,,,,,
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,654.002537,225.023726,428.978811,237.579088,130.381046,107.198043
650000,新疆维吾尔自治区,2018,577.0865401728,191.105324901,385.9812152718,206.5503354591,104.3479476106,102.2023878485
650000,新疆维吾尔自治区,2017,523.483036,169.90473,353.578306,173.439689,89.095024,84.344665
650000,新疆维吾尔自治区,2016,439.28733600000004,153.161026,286.12631,154.969528,83.615513,71.354014
650000,新疆维吾尔自治区,2015,367.43,142.96,224.47,136.85,76.91,59.95
650000,新疆维吾尔自治区,2014,317.41,131.63,185.78,121.17,76.6,44.57
650000,新疆维吾尔自治区,2013,273.49,113.23,160.26,106.59,62.35,44.24
650000,新疆维吾尔自治区,2012,235.560368,93.681009,141.879358,80.116707,50.343418,29.773289
650000,新疆维吾尔自治区,2011,203.62,78.51,125.11,57.48,34.24,23.24
650000,新疆维吾尔自治区,2010,190.92,63.0,127.92,50.13,29.21,20.91
650000,新疆维吾尔自治区,2009,156.694166,51.824223,104.869943,48.115058000000005,26.600615,21.514443
650000,新疆维吾尔自治区,2008,152.514509,44.25263,108.261879,44.394075,23.607121,20.786953
650000,新疆维吾尔自治区,2007,105.617772,34.672271,70.945501,37.41913,18.777073,18.642057
650000,新疆维吾尔自治区,2006,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
