省份编码,省份,年份,住宿业企业资产总计(亿元),住宿业企业流动资产合计(亿元),住宿业企业固定资产合计(亿元),住宿业企业负债合计(亿元),住宿业企业所有者权益合计(亿元)
610000,陕西省,2014,303.8247,95.5709,150.813,232.675,71.1498
610000,陕西省,2013,283.9101,82.4159,149.2959,214.6991,69.211
610000,陕西省,2012,257.7,66.7,138.3,197.8,59.9
610000,陕西省,2011,184.2,50.8,102.7,137.2,47.0
610000,陕西省,2010,170.2,47.0,91.9,124.8,45.4
610000,陕西省,2009,142.7,41.7,77.9,119.0,23.7
610000,陕西省,2008,137.0,35.7,119.5,117.6,19.4
610000,陕西省,2007,,,,,
610000,陕西省,2006,,,,,
610000,陕西省,2005,,,,,
610000,陕西省,2004,,,,,
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,179.4411,74.2609,,118.2468,54.3302
620000,甘肃省,2018,156.1,68.4,59.6,102.6,53.5
620000,甘肃省,2017,157.3682,78.2457,55.1343,105.6287,51.7395
620000,甘肃省,2016,124.7661,46.3414,52.9654,78.0597,46.7064
620000,甘肃省,2015,111.823,30.1708,51.0223,62.269,49.5541
620000,甘肃省,2014,105.6263,25.7377,51.4259,59.5611,46.0652
620000,甘肃省,2013,95.7088,24.0248,44.3741,52.0344,43.6745
620000,甘肃省,2012,74.5,23.6,36.7,42.1,32.5
620000,甘肃省,2011,58.9,16.8,32.1,35.1,23.8
620000,甘肃省,2010,57.0,13.4,33.6,31.5,25.5
620000,甘肃省,2009,48.3,11.4,28.9,26.0,22.3
620000,甘肃省,2008,45.7,9.5,40.8,24.1,21.5
620000,甘肃省,2007,,,,,
620000,甘肃省,2006,,,,,
620000,甘肃省,2005,,,,,
620000,甘肃省,2004,,,,,
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,47.0443,20.9466,,25.8523,21.3258
630000,青海省,2018,49.6,22.0,17.9,26.5,23.0
630000,青海省,2017,47.1626,20.8642,20.9494,23.1051,24.0575
630000,青海省,2016,41.5709,16.4427,21.197,18.043,23.5279
630000,青海省,2015,32.9365,14.3393,15.4436,13.1128,19.8237
630000,青海省,2014,33.096,12.2786,14.4637,15.8731,17.2229
630000,青海省,2013,32.0514,11.5614,13.6183,14.0049,18.0465
630000,青海省,2012,22.9,6.0,12.3,10.1,12.8
630000,青海省,2011,21.7,6.0,12.1,7.9,13.8
630000,青海省,2010,21.1,6.3,11.7,8.5,12.5
630000,青海省,2009,22.6,6.6,12.2,10.2,12.4
630000,青海省,2008,22.0,5.4,15.6,12.0,10.0
630000,青海省,2007,,,,,
630000,青海省,2006,,,,,
630000,青海省,2005,,,,,
630000,青海省,2004,,,,,
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,33.3498,12.2879,,27.8992,5.5167
640000,宁夏回族自治区,2018,34.4,14.1,16.3,34.0,1.0
640000,宁夏回族自治区,2017,44.0353,20.1379,20.0212,38.1281,5.9072
640000,宁夏回族自治区,2016,44.1004,19.0851,20.9743,38.2031,5.8974
640000,宁夏回族自治区,2015,38.526,14.7874,20.3611,33.7354,4.7906
640000,宁夏回族自治区,2014,42.826,17.0423,22.1038,37.4053,5.4206
640000,宁夏回族自治区,2013,40.8061,13.5033,22.4203,32.895,7.9112
640000,宁夏回族自治区,2012,25.9,10.2,17.8,18.6,7.3
640000,宁夏回族自治区,2011,19.0,5.6,17.4,12.1,6.8
640000,宁夏回族自治区,2010,14.9,4.4,14.5,10.3,4.5
640000,宁夏回族自治区,2009,17.5,4.6,16.9,12.3,5.1
640000,宁夏回族自治区,2008,16.1,3.9,12.9,10.8,5.3
640000,宁夏回族自治区,2007,,,,,
640000,宁夏回族自治区,2006,,,,,
640000,宁夏回族自治区,2005,,,,,
640000,宁夏回族自治区,2004,,,,,
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,196.4028,76.6594,,130.1797,66.8749
650000,新疆维吾尔自治区,2018,125.6,43.0,59.9,83.5,42.1
650000,新疆维吾尔自治区,2017,121.7227,46.2309,55.2023,82.2903,39.4324
650000,新疆维吾尔自治区,2016,123.0036,38.0426,54.9144,82.591,40.4126
650000,新疆维吾尔自治区,2015,118.5463,34.1867,53.7645,84.6307,33.9156
650000,新疆维吾尔自治区,2014,114.5341,31.146,50.7773,80.4688,34.0653
650000,新疆维吾尔自治区,2013,114.1549,35.4731,45.3043,82.4401,31.7148
650000,新疆维吾尔自治区,2012,103.0,36.5,46.0,70.2,32.8
650000,新疆维吾尔自治区,2011,87.7,25.2,49.0,56.7,31.0
650000,新疆维吾尔自治区,2010,83.9,20.0,56.8,49.9,34.0
650000,新疆维吾尔自治区,2009,77.8,18.1,54.0,50.7,27.0
650000,新疆维吾尔自治区,2008,80.0,16.5,72.8,50.8,29.2
650000,新疆维吾尔自治区,2007,,,,,
650000,新疆维吾尔自治区,2006,,,,,
650000,新疆维吾尔自治区,2005,,,,,
650000,新疆维吾尔自治区,2004,,,,,
650000,新疆维吾尔自治区,2003,,,,,
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
