省份编码,省份,年份,餐饮业企业主营业务收入(亿元),餐饮业企业主营业务成本(亿元),餐饮业企业主营业务税金及附加(亿元),餐饮业企业主营业务利润(亿元)
520000,贵州省,2006,6.2929,3.5422,0.29903,1.4522
520000,贵州省,2005,5.09555,5.01699,0.27818,1.64906
520000,贵州省,2004,4.87293,2.6824,,1.55978
520000,贵州省,2003,5.07433,2.78096,0.95523,3.07383
520000,贵州省,2002,3.74178,1.94977,0.2072,0.6963
520000,贵州省,2001,2.7179,1.4792,0.1483,0.4285
520000,贵州省,2000,1.6947,0.924,0.1058,0.2201
530000,云南省,2019,,,,
530000,云南省,2018,63.3,41.0,0.7,21.7
530000,云南省,2017,60.5551,38.4875,1.0791,20.9885
530000,云南省,2016,54.6305,32.427,1.6482,20.5553
530000,云南省,2015,46.0536,26.6339,2.1776,17.2421
530000,云南省,2014,46.1816,26.8781,2.2337,17.0698
530000,云南省,2013,48.9758,27.9562,2.1855,18.8341
530000,云南省,2012,47.3,25.6,2.6,19.1
530000,云南省,2011,32.1776,17.4549,1.6861,13.0366
530000,云南省,2010,23.07298,12.04859,1.1,9.9
530000,云南省,2009,16.87055,8.55667,0.88367,7.4027
530000,云南省,2008,15.9171,8.4684,0.8812,6.5676
530000,云南省,2007,11.69592,5.95792,0.66307,5.07491
530000,云南省,2006,10.1275,4.9732,0.55519,4.5194
530000,云南省,2005,8.96662,8.72253,0.44436,3.86659
530000,云南省,2004,6.19056,3.16534,,2.65384
530000,云南省,2003,6.17083,2.86987,0.29561,0.68388
530000,云南省,2002,6.12487,2.98979,0.3096,0.8989
530000,云南省,2001,3.3398,1.6544,0.1571,0.3465
530000,云南省,2000,4.6495,2.6749,0.169,0.2569
540000,西藏自治区,2019,,,,
540000,西藏自治区,2018,1.0,0.5,,0.5
540000,西藏自治区,2017,0.963,0.4527,,0.4989
540000,西藏自治区,2016,0.8487,0.3976,,0.4263
540000,西藏自治区,2015,0.4973,0.2279,0.0257,0.2437
540000,西藏自治区,2014,0.6121,0.3633,0.0339,0.2149
540000,西藏自治区,2013,0.9922,0.5593,0.0555,0.3774
540000,西藏自治区,2012,1.2,0.7,0.1,0.4
540000,西藏自治区,2011,0.737,0.4843,,0.2096
540000,西藏自治区,2010,0.49729,0.17703,,0.3
540000,西藏自治区,2009,0.44015,0.33593,,
540000,西藏自治区,2008,0.3506,0.1682,,0.176
540000,西藏自治区,2007,0.34776,0.17754,,0.13934
540000,西藏自治区,2006,,,,
540000,西藏自治区,2005,0.0,0.0,,
540000,西藏自治区,2004,0.18586,0.05506,,0.09783
540000,西藏自治区,2003,0.0,0.0,0.30256,0.99843
540000,西藏自治区,2002,0.0,0.0,,
540000,西藏自治区,2001,,,,
540000,西藏自治区,2000,,,,
610000,陕西省,2019,,,,
610000,陕西省,2018,191.2,117.3,3.4,70.5
610000,陕西省,2017,171.6661,107.2807,3.1399,61.2455
610000,陕西省,2016,155.5769,94.425,5.0718,56.0801
610000,陕西省,2015,138.4276,80.9028,7.0433,50.4815
610000,陕西省,2014,126.2434,69.4342,6.3291,50.4801
610000,陕西省,2013,121.7051,64.8158,6.4745,50.4148
610000,陕西省,2012,129.1,64.9,6.5,57.7
610000,陕西省,2011,113.2442,57.2107,5.8713,50.1622
610000,陕西省,2010,86.46863,42.1029,4.8,39.2
610000,陕西省,2009,75.498,39.92241,3.7219,31.44847
610000,陕西省,2008,63.4172,33.9036,3.2618,26.2519
610000,陕西省,2007,45.89792,22.74754,2.40966,19.50224
610000,陕西省,2006,33.5712,17.8606,1.69396,13.5111
610000,陕西省,2005,24.81589,24.28557,1.27897,10.70235
610000,陕西省,2004,24.11024,11.4344,,10.62507
610000,陕西省,2003,10.62196,5.03836,0.43031,1.71264
610000,陕西省,2002,11.21327,4.89254,0.5078,2.7357
610000,陕西省,2001,7.5238,3.7532,0.3995,0.8447
610000,陕西省,2000,6.9298,3.4124,0.3703,0.609
620000,甘肃省,2019,,,,
620000,甘肃省,2018,29.8,16.5,0.4,12.9
620000,甘肃省,2017,32.1386,18.0502,0.5836,13.5048
620000,甘肃省,2016,34.1872,19.6585,1.1393,13.3894
620000,甘肃省,2015,31.9725,17.5745,1.525,12.873
620000,甘肃省,2014,28.6975,15.851,1.4419,11.4046
620000,甘肃省,2013,29.4695,17.2496,1.5484,10.6715
620000,甘肃省,2012,32.8,17.3,1.6,13.9
620000,甘肃省,2011,23.3678,12.5625,1.2428,9.5625
620000,甘肃省,2010,17.98431,9.02322,1.1,7.8
620000,甘肃省,2009,12.79778,6.66385,0.93839,5.19554
620000,甘肃省,2008,10.8361,5.7596,0.7393,4.3372
620000,甘肃省,2007,7.70307,3.98428,0.53424,3.00691
620000,甘肃省,2006,6.592,3.3633,0.42363,2.475
620000,甘肃省,2005,6.46401,6.33989,0.41031,1.74705
620000,甘肃省,2004,6.82556,3.42721,,1.96686
620000,甘肃省,2003,6.68055,3.3143,0.41585,0.80763
620000,甘肃省,2002,4.48571,2.22839,0.3042,0.4975
620000,甘肃省,2001,3.4571,1.6643,0.2099,0.3932
620000,甘肃省,2000,1.7729,0.8243,0.1116,0.2341
630000,青海省,2019,,,,
630000,青海省,2018,3.8,2.1,,1.7
630000,青海省,2017,4.4108,2.366,,1.9966
630000,青海省,2016,5.1849,2.6105,0.1168,2.4576
630000,青海省,2015,5.1852,2.7164,0.1895,2.2793
630000,青海省,2014,3.7643,1.9507,0.1865,1.6271
630000,青海省,2013,3.7286,1.9907,0.1945,1.5434
630000,青海省,2012,4.8,2.2,0.2,2.4
630000,青海省,2011,3.4457,1.6253,0.1971,1.6233
630000,青海省,2010,3.39246,1.81008,0.2,1.3
630000,青海省,2009,2.64171,1.46915,0.14581,0.91457
630000,青海省,2008,2.6911,1.5329,0.1425,1.0157
630000,青海省,2007,2.0422,1.174,0.20437,0.36323
630000,青海省,2006,1.3562,0.7016,0.08372,0.1417
630000,青海省,2005,1.55087,1.52915,0.07926,0.26545
630000,青海省,2004,1.92922,1.12887,,0.62038
630000,青海省,2003,0.94366,0.56559,,0.1093
630000,青海省,2002,0.6099,0.39495,0.0301,0.055
630000,青海省,2001,0.2872,0.1705,0.0137,0.0238
630000,青海省,2000,0.2009,0.1204,0.0114,0.0216
640000,宁夏回族自治区,2019,,,,
640000,宁夏回族自治区,2018,6.6,3.4,0.1,3.2
640000,宁夏回族自治区,2017,6.812,3.4598,0.0635,3.2887
640000,宁夏回族自治区,2016,7.1072,3.5425,0.1795,3.3852
640000,宁夏回族自治区,2015,7.6915,3.779,0.3666,3.5459
640000,宁夏回族自治区,2014,7.5941,3.6386,0.4105,3.6
640000,宁夏回族自治区,2013,8.541,4.5558,0.4701,3.5151
640000,宁夏回族自治区,2012,11.2,5.4,0.6,5.2
640000,宁夏回族自治区,2011,12.4234,5.5612,0.8136,6.0486
640000,宁夏回族自治区,2010,10.24842,4.7565,0.6,4.9
640000,宁夏回族自治区,2009,8.03273,3.62221,0.47228,3.91029
640000,宁夏回族自治区,2008,7.2895,3.6365,0.4248,3.2188
640000,宁夏回族自治区,2007,5.51009,2.80366,0.33458,2.33282
640000,宁夏回族自治区,2006,4.7123,2.3555,0.28167,1.9903
640000,宁夏回族自治区,2005,5.069,4.6847,0.2688,1.4446
640000,宁夏回族自治区,2004,3.3553,1.88881,,1.25199
640000,宁夏回族自治区,2003,2.30645,1.29648,0.1107,0.30301
640000,宁夏回族自治区,2002,0.56875,0.29842,0.0539,0.046
640000,宁夏回族自治区,2001,0.9956,0.6124,0.0535,0.1213
640000,宁夏回族自治区,2000,0.7967,0.4338,0.0428,0.1333
650000,新疆维吾尔自治区,2019,,,,
650000,新疆维吾尔自治区,2018,17.1,8.7,0.1,8.3
650000,新疆维吾尔自治区,2017,16.0961,7.3379,0.1141,8.6441
650000,新疆维吾尔自治区,2016,14.4268,6.8969,0.293,7.2369
650000,新疆维吾尔自治区,2015,14.4181,6.6849,0.762,6.9712
650000,新疆维吾尔自治区,2014,12.2987,5.8991,0.6437,5.7559
650000,新疆维吾尔自治区,2013,12.0727,5.9184,0.6319,5.5224
650000,新疆维吾尔自治区,2012,14.1,6.4,0.8,6.9
650000,新疆维吾尔自治区,2011,11.0811,5.5534,0.5863,4.9414
650000,新疆维吾尔自治区,2010,7.88997,3.97451,0.5,3.2
650000,新疆维吾尔自治区,2009,7.0212,3.62538,0.39661,2.98592
650000,新疆维吾尔自治区,2008,8.6766,4.6712,0.5326,3.3689
650000,新疆维吾尔自治区,2007,7.29716,3.70883,0.42636,2.91124
650000,新疆维吾尔自治区,2006,6.7289,3.499,0.39471,2.0408
650000,新疆维吾尔自治区,2005,5.76543,5.75503,0.30717,2.23356
650000,新疆维吾尔自治区,2004,4.84339,2.87372,,1.51033
650000,新疆维吾尔自治区,2003,2.49259,1.21323,0.15709,0.24539
650000,新疆维吾尔自治区,2002,1.80798,0.79232,0.1171,0.2088
650000,新疆维吾尔自治区,2001,1.3831,0.6319,0.0909,0.0988
650000,新疆维吾尔自治区,2000,2.6304,0.8291,0.1435,0.7043
