省份编码,省份,年份,住宿业企业主营业务收入(亿元),住宿业企业主营业务成本(亿元),住宿业企业主营业务税金及附加(亿元),住宿业企业主营业务利润(亿元)
640000,宁夏回族自治区,2007,,,,
640000,宁夏回族自治区,2006,,,,
640000,宁夏回族自治区,2005,,,,
640000,宁夏回族自治区,2004,,,,
640000,宁夏回族自治区,2003,,,,
640000,宁夏回族自治区,2002,,,,
640000,宁夏回族自治区,2001,,,,
640000,宁夏回族自治区,2000,,,,
650000,新疆维吾尔自治区,2019,,,,
650000,新疆维吾尔自治区,2018,35.8,17.5,0.6,17.7
650000,新疆维吾尔自治区,2017,33.519,16.239,0.5975,16.6825
650000,新疆维吾尔自治区,2016,33.1685,15.0251,0.8548,17.2886
650000,新疆维吾尔自治区,2015,32.1787,14.8163,1.8414,15.521
650000,新疆维吾尔自治区,2014,30.4394,14.9909,1.69,13.7585
650000,新疆维吾尔自治区,2013,33.8554,16.4036,1.8668,15.585
650000,新疆维吾尔自治区,2012,37.4,16.1,2.1,19.2
650000,新疆维吾尔自治区,2011,36.5427,15.9914,2.075,18.4763
650000,新疆维吾尔自治区,2010,30.46286,13.66432,1.7,14.0
650000,新疆维吾尔自治区,2009,23.50325,10.96072,1.26717,10.56357
650000,新疆维吾尔自治区,2008,22.9472,10.0804,1.3614,10.6833
650000,新疆维吾尔自治区,2007,,,,
650000,新疆维吾尔自治区,2006,,,,
650000,新疆维吾尔自治区,2005,,,,
650000,新疆维吾尔自治区,2004,,,,
650000,新疆维吾尔自治区,2003,,,,
650000,新疆维吾尔自治区,2002,,,,
650000,新疆维吾尔自治区,2001,,,,
650000,新疆维吾尔自治区,2000,,,,
