省份编码,省份,年份,餐饮业企业资产总计(亿元),餐饮业企业流动资产合计(亿元),餐饮业企业固定资产合计(亿元),餐饮业企业负债合计(亿元),餐饮业企业所有者权益合计(亿元)
460000,海南省,2001,13.576,1.9388,10.7178,9.1396,
460000,海南省,2000,22.7679,2.5419,18.2347,18.4668,
500000,重庆市,2019,120.1014,49.5183,,60.1244,59.9771
500000,重庆市,2018,117.9,45.6,42.5,56.6,61.3
500000,重庆市,2017,135.0887,57.8318,48.2484,68.8793,66.2093
500000,重庆市,2016,145.8686,53.7735,57.4184,74.2401,71.6285
500000,重庆市,2015,140.4525,55.9973,49.5208,83.2896,57.1629
500000,重庆市,2014,124.6129,48.7933,46.3454,66.8915,57.7214
500000,重庆市,2013,108.7594,46.4274,43.1172,57.7174,51.042
500000,重庆市,2012,91.2,44.3,31.0,48.2,43.0
500000,重庆市,2011,85.2,36.2,29.1,44.6,40.6
500000,重庆市,2010,66.1,19.2,21.6,36.4,29.7
500000,重庆市,2009,53.6,20.9,20.8,30.4,23.1
500000,重庆市,2008,51.7,21.5,27.0,27.9,23.9
500000,重庆市,2007,47.6,21.7,27.5,26.2,21.4
500000,重庆市,2006,42.1437,19.9151,20.7433,24.5597,17.584
500000,重庆市,2005,22.9,7.2,13.1,15.1,7.7
500000,重庆市,2004,24.07461,6.82048,13.16354,15.55463,8.51998
500000,重庆市,2003,15.5,4.6,8.5,10.1,5.4
500000,重庆市,2002,15.6674,4.3623,8.6039,8.7048,6.9626
500000,重庆市,2001,10.2463,2.3909,6.3751,5.2672,
500000,重庆市,2000,25.7186,5.8473,16.4723,17.0247,
510000,四川省,2019,355.1438,158.4316,,226.8684,126.3516
510000,四川省,2018,254.3,110.6,78.1,174.3,80.0
510000,四川省,2017,239.72,102.6882,86.0668,170.6351,69.0849
510000,四川省,2016,316.9246,127.8496,92.296,212.7448,104.1798
510000,四川省,2015,320.9122,147.0671,92.9384,225.8324,94.9797
510000,四川省,2014,338.9883,148.2264,86.3611,220.6361,118.3522
510000,四川省,2013,337.0729,156.6729,80.9935,221.49,115.5829
510000,四川省,2012,260.0,114.0,66.8,169.9,90.1
510000,四川省,2011,178.3,73.1,47.1,107.4,70.9
510000,四川省,2010,137.0,48.2,41.4,86.5,50.5
510000,四川省,2009,94.5,33.5,38.2,58.5,36.0
510000,四川省,2008,88.6,30.3,46.5,54.5,34.1
510000,四川省,2007,56.0,20.1,27.6,37.7,18.3
510000,四川省,2006,37.9131,14.4976,24.5169,24.6978,13.2153
510000,四川省,2005,36.7,14.2,17.1,22.3,14.3
510000,四川省,2004,40.03964,11.9479,18.14652,26.32963,13.71001
510000,四川省,2003,45.4,12.5,25.1,25.8,19.7
510000,四川省,2002,42.2513,9.6949,24.6961,23.6576,18.5937
510000,四川省,2001,38.3844,8.6442,23.6796,21.7292,
510000,四川省,2000,29.5091,6.8801,19.1342,18.0242,
520000,贵州省,2019,50.4373,30.3694,,31.0686,18.5892
520000,贵州省,2018,40.1,22.5,9.9,23.9,16.3
520000,贵州省,2017,41.1066,21.1471,13.8754,24.2678,16.8388
520000,贵州省,2016,40.4941,19.0607,13.3935,24.8781,15.616
520000,贵州省,2015,35.4893,15.7738,12.149,23.6943,11.795
520000,贵州省,2014,35.9388,16.4911,12.8746,23.8902,12.0529
520000,贵州省,2013,31.5038,13.4322,9.7052,21.4936,10.0101
520000,贵州省,2012,22.7,11.4,7.1,16.2,6.5
520000,贵州省,2011,18.0,9.0,5.6,11.9,6.1
520000,贵州省,2010,13.9,6.2,4.3,8.3,5.6
520000,贵州省,2009,10.3,4.5,4.0,5.8,4.5
520000,贵州省,2008,8.3,3.5,4.0,4.8,3.5
520000,贵州省,2007,5.5,2.2,3.2,3.0,2.6
520000,贵州省,2006,4.8852,1.6956,2.9887,3.1501,1.7351
520000,贵州省,2005,4.4,1.7,1.7,2.8,1.7
520000,贵州省,2004,4.7949,1.69816,1.78608,3.00392,1.79098
520000,贵州省,2003,4.6,1.6,2.3,2.9,1.7
520000,贵州省,2002,5.3271,1.3917,2.878,2.8929,2.4342
520000,贵州省,2001,2.8453,0.8495,1.6149,1.5254,
520000,贵州省,2000,2.1774,0.6424,1.1055,1.4445,
530000,云南省,2019,79.1542,45.5639,,45.4273,33.6195
530000,云南省,2018,82.3,46.7,23.9,44.4,37.8
530000,云南省,2017,85.0729,48.6483,27.5709,47.1629,37.91
530000,云南省,2016,92.7422,48.7646,31.7093,53.6638,39.0784
530000,云南省,2015,84.7127,48.6437,25.1844,51.6402,33.0725
530000,云南省,2014,84.1451,49.9888,23.4879,52.4966,31.6486
530000,云南省,2013,77.6779,44.831,20.8403,47.3425,30.3354
530000,云南省,2012,66.9,38.4,18.9,39.3,27.6
530000,云南省,2011,35.6,16.2,12.2,25.7,9.9
530000,云南省,2010,25.1,9.9,8.5,15.8,9.2
530000,云南省,2009,20.1,8.9,6.6,12.5,7.6
530000,云南省,2008,19.1,7.1,11.7,11.1,8.0
530000,云南省,2007,12.7,5.6,7.6,9.3,3.4
530000,云南省,2006,11.209,4.9112,6.7241,7.8412,3.3678
530000,云南省,2005,9.8,3.8,4.2,7.2,2.6
530000,云南省,2004,8.49024,3.47455,3.76536,6.33209,2.15815
530000,云南省,2003,13.0,3.6,8.0,8.9,4.2
530000,云南省,2002,16.3573,3.6843,9.9458,9.2943,7.0631
530000,云南省,2001,9.9489,1.9378,6.6939,5.3108,
530000,云南省,2000,9.2964,1.8191,6.432,6.1206,
540000,西藏自治区,2019,3.3849,1.961,,1.7141,1.6667
540000,西藏自治区,2018,2.2,1.0,1.0,1.4,0.8
540000,西藏自治区,2017,3.6002,1.0767,2.0305,1.9394,1.6608
540000,西藏自治区,2016,2.0382,0.9001,0.978,1.5459,0.4922
540000,西藏自治区,2015,1.0728,0.8567,0.1845,0.6399,0.4329
540000,西藏自治区,2014,1.0889,0.8399,0.2219,0.9642,0.1247
540000,西藏自治区,2013,1.1946,0.8955,0.2498,0.7659,0.4287
540000,西藏自治区,2012,0.9,0.4,0.2,0.7,0.2
540000,西藏自治区,2011,0.4,0.3,0.1,0.2,0.1
540000,西藏自治区,2010,0.3,0.2,0.1,0.2,0.1
540000,西藏自治区,2009,0.2,0.1,0.1,0.1,0.1
540000,西藏自治区,2008,0.9,0.2,0.2,0.3,0.7
540000,西藏自治区,2007,0.4,0.1,0.2,0.3,0.2
540000,西藏自治区,2006,0.0,0.0,0.0,0.0,0.0
540000,西藏自治区,2005,,,,,
540000,西藏自治区,2004,0.19273,0.02176,0.02809,0.02664,0.16609
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,168.6619,72.3599,,92.3791,73.7689
610000,陕西省,2018,158.8,70.3,50.9,91.9,66.9
610000,陕西省,2017,165.5811,70.9825,58.7412,100.611,64.9701
610000,陕西省,2016,162.7394,66.9539,59.1138,105.257,57.4824
610000,陕西省,2015,153.1101,56.99,60.4587,97.5386,55.595
610000,陕西省,2014,156.2612,63.0038,54.3413,102.2919,53.9693
610000,陕西省,2013,141.7266,55.2323,46.074,85.3499,56.3767
610000,陕西省,2012,125.8,51.8,44.3,75.5,50.2
610000,陕西省,2011,109.4,41.6,37.3,61.1,48.3
610000,陕西省,2010,93.4,37.5,31.5,53.6,39.8
610000,陕西省,2009,73.7,26.8,31.7,36.3,37.4
610000,陕西省,2008,61.4,20.7,35.9,33.0,28.4
610000,陕西省,2007,56.8,19.6,34.4,31.8,25.1
610000,陕西省,2006,48.1562,16.2546,31.2054,31.4852,16.671
610000,陕西省,2005,32.1,12.3,14.4,19.6,12.5
610000,陕西省,2004,32.61476,10.31084,13.02479,18.8112,13.80356
610000,陕西省,2003,16.0,6.5,6.5,10.8,5.2
610000,陕西省,2002,13.4706,5.3519,5.6781,8.8489,4.6217
610000,陕西省,2001,11.0088,5.2672,3.7047,6.5248,
610000,陕西省,2000,8.7699,3.8075,3.3868,5.2124,
620000,甘肃省,2019,55.8042,21.2819,,35.9025,19.4954
620000,甘肃省,2018,49.3,18.0,19.7,28.7,20.6
620000,甘肃省,2017,48.6885,18.7562,20.6679,23.2492,25.4393
620000,甘肃省,2016,46.3828,14.7467,20.4393,21.4685,24.9143
620000,甘肃省,2015,42.556,16.8816,16.6903,20.8533,21.7027
620000,甘肃省,2014,39.3811,13.657,15.3086,18.4189,20.9621
620000,甘肃省,2013,38.7517,13.4707,16.1663,17.9454,20.8063
620000,甘肃省,2012,30.7,12.3,11.8,14.1,16.5
620000,甘肃省,2011,27.1,10.9,10.2,14.3,12.8
620000,甘肃省,2010,19.2,7.7,7.6,10.6,8.6
620000,甘肃省,2009,11.6,4.0,5.6,7.2,4.4
620000,甘肃省,2008,9.2,3.6,5.8,5.8,3.4
620000,甘肃省,2007,5.9,3.1,3.6,3.9,1.9
620000,甘肃省,2006,5.0109,2.2639,3.1967,3.153,1.8579
620000,甘肃省,2005,5.5,2.295,1.8,3.0,2.6
620000,甘肃省,2004,5.5018,2.10187,2.15935,3.33374,2.16806
620000,甘肃省,2003,9.2,2.6,5.6,6.4,2.8
620000,甘肃省,2002,7.9102,2.333,4.6401,5.3087,2.6015
620000,甘肃省,2001,6.9938,1.7094,4.8694,4.4288,
620000,甘肃省,2000,6.0756,1.3178,4.5054,4.3261,
630000,青海省,2019,16.6497,7.4773,,10.8548,5.5969
630000,青海省,2018,10.9,4.5,4.5,5.3,5.5
630000,青海省,2017,13.5121,4.0929,5.7476,7.1918,6.3203
630000,青海省,2016,16.1487,5.6056,7.3847,10.3083,5.8404
630000,青海省,2015,15.2551,4.3095,6.6115,10.4945,4.7605
630000,青海省,2014,10.3242,3.6264,4.467,6.4851,3.8392
630000,青海省,2013,7.3686,2.4646,3.2185,3.795,3.5736
630000,青海省,2012,9.0,3.4,4.8,5.8,3.3
630000,青海省,2011,7.5,2.1,4.1,4.4,3.0
630000,青海省,2010,5.1,2.5,2.1,3.9,1.1
630000,青海省,2009,4.4,1.1,2.7,2.5,1.9
630000,青海省,2008,2.3,1.1,1.2,1.6,0.7
630000,青海省,2007,1.7,0.8,0.7,1.0,0.7
630000,青海省,2006,0.8174,0.4719,0.2912,0.573,0.2444
630000,青海省,2005,1.5,0.6,0.8,0.9,0.7
630000,青海省,2004,2.91273,1.40856,1.05701,1.16784,1.74489
630000,青海省,2003,1.3,0.4,0.8,0.8,0.5
630000,青海省,2002,0.4122,0.1368,0.1953,0.2157,0.1965
630000,青海省,2001,0.3141,0.1024,0.1243,0.2708,
630000,青海省,2000,0.1591,0.0586,0.0188,0.1711,
640000,宁夏回族自治区,2019,16.4773,6.1568,,15.1644,1.0605
640000,宁夏回族自治区,2018,17.4,8.0,6.7,16.4,1.0
640000,宁夏回族自治区,2017,15.1403,7.554,4.4828,13.8249,1.3154
640000,宁夏回族自治区,2016,19.3562,9.4614,6.3166,16.7722,2.584
640000,宁夏回族自治区,2015,23.2117,12.4512,6.9492,20.1935,3.0181
640000,宁夏回族自治区,2014,19.5497,9.2632,6.0399,16.5314,3.0183
640000,宁夏回族自治区,2013,23.7267,11.4917,7.3492,18.4646,5.2622
640000,宁夏回族自治区,2012,23.6,10.2,10.5,16.8,6.8
640000,宁夏回族自治区,2011,27.0,11.8,11.0,20.6,6.4
640000,宁夏回族自治区,2010,25.9,10.5,12.6,18.5,7.4
640000,宁夏回族自治区,2009,12.1,5.0,5.7,8.8,3.3
640000,宁夏回族自治区,2008,10.1,3.5,6.8,7.0,3.1
640000,宁夏回族自治区,2007,8.3,2.4,5.8,5.4,2.9
640000,宁夏回族自治区,2006,7.4152,2.4866,5.0671,4.5866,2.8286
640000,宁夏回族自治区,2005,5.0,1.6,2.6,3.4,1.6
640000,宁夏回族自治区,2004,5.28982,1.27935,2.4538,2.86097,2.42885
640000,宁夏回族自治区,2003,3.0,0.8,1.9,1.9,1.1
640000,宁夏回族自治区,2002,1.2122,0.2122,0.965,0.9253,0.2869
640000,宁夏回族自治区,2001,1.0783,0.445,0.5898,0.9437,
640000,宁夏回族自治区,2000,0.7645,0.2618,0.4395,0.7167,
650000,新疆维吾尔自治区,2019,48.1985,15.3119,,28.5543,19.6715
650000,新疆维吾尔自治区,2018,44.1,12.7,14.8,26.7,17.4
650000,新疆维吾尔自治区,2017,42.9061,11.3833,15.0511,23.086,19.8201
650000,新疆维吾尔自治区,2016,38.1117,9.876,12.5616,19.3069,18.8049
650000,新疆维吾尔自治区,2015,35.9557,10.2931,11.2696,17.6948,18.2609
650000,新疆维吾尔自治区,2014,36.7757,9.7745,13.681,19.9116,16.8641
650000,新疆维吾尔自治区,2013,24.0024,7.5988,11.0746,15.9229,8.0795
650000,新疆维吾尔自治区,2012,21.6,7.4,7.5,13.2,8.4
650000,新疆维吾尔自治区,2011,11.3,3.5,6.3,5.2,6.0
650000,新疆维吾尔自治区,2010,6.4,3.0,2.7,4.3,2.1
650000,新疆维吾尔自治区,2009,8.0,1.8,4.9,3.9,4.1
650000,新疆维吾尔自治区,2008,10.9,4.9,6.2,6.5,4.4
650000,新疆维吾尔自治区,2007,7.2,2.2,4.82,3.54375,3.6
650000,新疆维吾尔自治区,2006,4.8386,2.2456,2.9281,2.7679,2.0707
650000,新疆维吾尔自治区,2005,4.4275,1.9,1.9,2.7,1.7
650000,新疆维吾尔自治区,2004,4.42707,0.98789,1.87371,2.63567,1.7914
650000,新疆维吾尔自治区,2003,4.1,1.3,2.1,2.7,1.4
650000,新疆维吾尔自治区,2002,4.616,0.887,3.1083,2.5946,2.0214
650000,新疆维吾尔自治区,2001,4.607,1.0064,3.3717,3.2801,
650000,新疆维吾尔自治区,2000,13.5964,1.3861,10.9038,11.6734,
