省份编码,省份,年份,企业法人单位数(个),国有控股企业法人单位数(个),集体控股企业法人单位数(个),私人控股企业法人单位数(个),港、澳、台商控股企业法人单位数(个),外商控股企业法人单位数(个),其他企业法人单位数(个)
640000,宁夏回族自治区,2007,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,185993,7572,1586,166582,148,147,9958
650000,新疆维吾尔自治区,2018,,,,,,,
650000,新疆维吾尔自治区,2017,176740,9222,2067,149769,149,225,15308
650000,新疆维吾尔自治区,2016,151379,8465,2357,124328,144,211,15874
650000,新疆维吾尔自治区,2015,129592,7912,2287,106493,141,209,12550
650000,新疆维吾尔自治区,2014,110769,7047,2204,91711,136,207,9464
650000,新疆维吾尔自治区,2013,,,,,,,
650000,新疆维吾尔自治区,2012,64883,5044,1676,51579,123,164,6297
650000,新疆维吾尔自治区,2011,57561,4653,1632,46037,120,164,4955
650000,新疆维吾尔自治区,2010,52915,4349,1579,42629,109,161,4088
650000,新疆维吾尔自治区,2009,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
