省份编码,省份,年份,电话普及率(包括移动电话)(部/百人),移动电话普及率(部/百人),每千人拥有公用电话数(部),开通互联网宽带业务的行政村比重(%),互联网普及率(%)
620000,甘肃省,2013,90.6431697248062,76.5336576071382,18.1730940523124,48.23,34.7
620000,甘肃省,2012,83.5,68.8,18.8,45.15,31.0
620000,甘肃省,2011,78.56,63.07,19.58,46,27.4
620000,甘肃省,2010,68.38,52.75,19.81,46,24.8
620000,甘肃省,2009,,,,,
620000,甘肃省,2008,,,,,
620000,甘肃省,2007,,,,,
620000,甘肃省,2006,,,,,
620000,甘肃省,2005,,,,,
620000,甘肃省,2004,,,,,
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,131.356322595506,110.733440821296,,,
630000,青海省,2018,133.659400228768,113.787046400212,,,
630000,青海省,2017,119.919081520104,102.088906714797,4.68080483973395,,
630000,青海省,2016,108.150810501129,90.9509823745493,5.36329322953527,94.4,54.5
630000,青海省,2015,105.579253267169,87.877912410992,7.3075811906259,92,54.5
630000,青海省,2014,110.407836549998,93.2413527133112,7.89688389153611,90,50.0
630000,青海省,2013,111.492514581422,93.8777583551117,8.10692466120909,84.8,47.8
630000,青海省,2012,112.6,94.6,9.8,80.9,41.9
630000,青海省,2011,100.83,82.32,10.07,78.1,36.9
630000,青海省,2010,89.94,71.42,11.11,43.51,33.6
630000,青海省,2009,,,,,
630000,青海省,2008,,,,,
630000,青海省,2007,,,,,
630000,青海省,2006,,,,,
630000,青海省,2005,,,,,
630000,青海省,2004,,,,,
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,127.00025911957,119.239628019463,,,
640000,宁夏回族自治区,2018,136.171469677813,128.036345933063,,,
640000,宁夏回族自治区,2017,125.285073116355,116.162498716614,4.44843720207102,,
640000,宁夏回族自治区,2016,116.603170840124,106.15307452956,5.68691658023411,100,50.7
640000,宁夏回族自治区,2015,107.952027310295,95.3210157513326,7.03719230999581,76,49.3
640000,宁夏回族自治区,2014,119.569731233183,104.040088278864,9.13958339631768,100,45.1
640000,宁夏回族自治区,2013,111.876152188202,95.8735382686987,9.8706797719317,72.5,43.7
640000,宁夏回族自治区,2012,108.9,92.5,10.9,100,40.3
640000,宁夏回族自治区,2011,99.35,82.22,12.56,100,32.8
640000,宁夏回族自治区,2010,87.87,69.97,13.8,100,28.0
640000,宁夏回族自治区,2009,,,,,
640000,宁夏回族自治区,2008,,,,,
640000,宁夏回族自治区,2007,,,,,
640000,宁夏回族自治区,2006,,,,,
640000,宁夏回族自治区,2005,,,,,
640000,宁夏回族自治区,2004,,,,,
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,125.311704885028,108.788769905121,,,
650000,新疆维吾尔自治区,2018,126.449733790153,108.727159034245,,,
650000,新疆维吾尔自治区,2017,111.112927307162,92.1316169462545,9.77502075944811,,
650000,新疆维吾尔自治区,2016,108.545340439018,88.9066002802242,10.7916333066453,95,54.9
650000,新疆维吾尔自治区,2015,107.195738495506,85.9572917240532,13.3913625711416,98,54.9
650000,新疆维吾尔自治区,2014,112.713135259542,90.3814189439062,17.0574773653778,97,50.3
650000,新疆维吾尔自治区,2013,117.151729011173,94.2430552488628,19.2150775073974,85.1,49.0
650000,新疆维吾尔自治区,2012,114.4,91.0,19.8,71.8,43.6
650000,新疆维吾尔自治区,2011,100.19,76.47,21.81,71.8,40.4
650000,新疆维吾尔自治区,2010,87.44,62.99,24.52,64.2,37.9
650000,新疆维吾尔自治区,2009,,,,,
650000,新疆维吾尔自治区,2008,,,,,
650000,新疆维吾尔自治区,2007,,,,,
650000,新疆维吾尔自治区,2006,,,,,
650000,新疆维吾尔自治区,2005,,,,,
650000,新疆维吾尔自治区,2004,,,,,
650000,新疆维吾尔自治区,2003,,,,,
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
