省份编码,省份,年份,企业数(个),期末使用计算机数(台),每百人使用计算机数(台),企业拥有网站数(个),每百家企业拥有网站数(个),有电子商务交易活动的企业数(个),有电子商务交易活动的企业数比重(%),电子商务销售额(亿元),电子商务采购额(亿元)
500000,重庆市,2008,,,,,,,,,
500000,重庆市,2007,,,,,,,,,
500000,重庆市,2006,,,,,,,,,
500000,重庆市,2005,,,,,,,,,
500000,重庆市,2004,,,,,,,,,
500000,重庆市,2003,,,,,,,,,
500000,重庆市,2002,,,,,,,,,
500000,重庆市,2001,,,,,,,,,
500000,重庆市,2000,,,,,,,,,
510000,四川省,2019,42111,2121513,26.1817375385442,24328,57.8,4968,11.8,5367.96382,3688.84579
510000,四川省,2018,39274,1898955,24.2763923173305,21220,54.0,4501,11.4605082242705,4219.1911,2463.9445
510000,四川省,2017,38076,1756141,23.2891043856918,22234,58.0,4459,11.7,3687.8066,2023.916
510000,四川省,2016,36883,1682507,22.6425502416922,21654,58.7,5120,13.9,2381.2121,1228.8118
510000,四川省,2015,35000,1689673,22.1964439669753,20473,58.0,3574,10.2,1848.3595,961.9595
510000,四川省,2014,34642,1600213,20.4583518286309,20206,58.3280411061717,2198,6.3448992552393,1562.92551,1120.63497
510000,四川省,2013,31129,1386034,17.897967558728,17143,55.0708342702946,1171,3.76176555623374,925.8662,720.95352
510000,四川省,2012,,,,,,,,,
510000,四川省,2011,,,,,,,,,
510000,四川省,2010,,,,,,,,,
510000,四川省,2009,,,,,,,,,
510000,四川省,2008,,,,,,,,,
510000,四川省,2007,,,,,,,,,
510000,四川省,2006,,,,,,,,,
510000,四川省,2005,,,,,,,,,
510000,四川省,2004,,,,,,,,,
510000,四川省,2003,,,,,,,,,
510000,四川省,2002,,,,,,,,,
510000,四川省,2001,,,,,,,,,
510000,四川省,2000,,,,,,,,,
520000,贵州省,2019,15782,561177,28.4876605098241,6562,41.6,1487,9.4,1415.35118,612.191895
520000,贵州省,2018,16293,508564,25.5129156363706,7093,44.0,1576,9.67286564782422,1612.0892,616.3014
520000,贵州省,2017,15953,500947,24.5232033139689,7193,45.0,1657,10.4,1434.3385,516.1829
520000,贵州省,2016,14216,478722,24.6248699242153,6331,44.5,1767,12.4,1518.6771,845.0098
520000,贵州省,2015,12330,407736,23.0,5145,42.0,1092,8.9,1018.8351,485.3719
520000,贵州省,2014,11408,397198,22.1072574729252,5462,47.8786816269285,559,4.90007012622721,860.46926,436.79758
520000,贵州省,2013,9683,335967,19.5762034866545,4146,42.8173086853248,295,3.04657647423319,667.5071,322.39376
520000,贵州省,2012,,,,,,,,,
520000,贵州省,2011,,,,,,,,,
520000,贵州省,2010,,,,,,,,,
520000,贵州省,2009,,,,,,,,,
520000,贵州省,2008,,,,,,,,,
520000,贵州省,2007,,,,,,,,,
520000,贵州省,2006,,,,,,,,,
520000,贵州省,2005,,,,,,,,,
520000,贵州省,2004,,,,,,,,,
520000,贵州省,2003,,,,,,,,,
520000,贵州省,2002,,,,,,,,,
520000,贵州省,2001,,,,,,,,,
520000,贵州省,2000,,,,,,,,,
530000,云南省,2019,16940,826983,33.7744246794427,6728,39.7,1783,10.5,1959.57642,936.195118
530000,云南省,2018,16541,728873,29.5566780128937,7189,43.0,1713,10.3560848799952,1443.0817,867.3074
530000,云南省,2017,15551,693067,28.6749759513441,7423,48.0,1742,11.2,1329.4129,821.1664
530000,云南省,2016,15145,655808,27.0548189622347,7194,47.5,1996,13.2,1249.7247,617.0467
530000,云南省,2015,14067,612666,25.3681631138778,7115,51.0,1313,9.3,2828.3759,431.3631
530000,云南省,2014,14194,585696,23.5157701678115,7081,49.8872763139355,785,5.53050584754121,2461.06566,402.18976
530000,云南省,2013,13314,531742,21.3105792637229,6373,47.866907015172,407,3.05693255220069,1182.25381,503.39991
530000,云南省,2012,,,,,,,,,
530000,云南省,2011,,,,,,,,,
530000,云南省,2010,,,,,,,,,
530000,云南省,2009,,,,,,,,,
530000,云南省,2008,,,,,,,,,
530000,云南省,2007,,,,,,,,,
530000,云南省,2006,,,,,,,,,
530000,云南省,2005,,,,,,,,,
530000,云南省,2004,,,,,,,,,
530000,云南省,2003,,,,,,,,,
530000,云南省,2002,,,,,,,,,
530000,云南省,2001,,,,,,,,,
530000,云南省,2000,,,,,,,,,
540000,西藏自治区,2019,955,36240,32.902979789726,615,64.4,96,10.1,156.62662,38.04402
540000,西藏自治区,2018,796,34874,34.4349543322636,467,59.0,89,11.1809045226131,119.3224,48.3481
540000,西藏自治区,2017,720,32154,36.9917857389384,455,63.0,89,12.4,77.6293,2.7815
540000,西藏自治区,2016,623,24848,29.8826245911103,424,68.1,109,17.5,73.132,40.268
540000,西藏自治区,2015,603,25237,29.0,394,65.0,76,12.6,31.4032,7.3203
540000,西藏自治区,2014,597,22113,25.8353584447145,335,56.1139028475712,49,8.20770519262982,40.19065,27.75211
540000,西藏自治区,2013,487,17159,22.4535461920963,207,42.5051334702259,18,3.69609856262834,33.75537,19.87575
540000,西藏自治区,2012,,,,,,,,,
540000,西藏自治区,2011,,,,,,,,,
540000,西藏自治区,2010,,,,,,,,,
540000,西藏自治区,2009,,,,,,,,,
540000,西藏自治区,2008,,,,,,,,,
540000,西藏自治区,2007,,,,,,,,,
540000,西藏自治区,2006,,,,,,,,,
540000,西藏自治区,2005,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,
610000,陕西省,2019,24750,1250333,34.0422397966504,11945,48.3,2713,11.0,1994.32186,1021.159107
610000,陕西省,2018,22692,1145226,31.6147941289248,11904,52.0,2483,10.9421822668782,1820.3042,814.6923
610000,陕西省,2017,21068,1061206,29.5346838537591,11571,55.0,2311,11.0,1213.6716,814.436
610000,陕西省,2016,18859,925114,26.2818567874972,10644,56.4,2300,12.2,1047.5418,698.3828
610000,陕西省,2015,16799,832728,23.5927284595744,9951,59.0,1413,8.4,925.4233,491.6013
610000,陕西省,2014,15364,766352,21.7184619055743,9305,60.5636552980994,821,5.3436605050768,824.53502,472.83525
610000,陕西省,2013,13102,639118,19.6547310566757,7277,55.5411387574416,354,2.7018775759426,552.09494,293.65762
610000,陕西省,2012,,,,,,,,,
610000,陕西省,2011,,,,,,,,,
610000,陕西省,2010,,,,,,,,,
610000,陕西省,2009,,,,,,,,,
610000,陕西省,2008,,,,,,,,,
610000,陕西省,2007,,,,,,,,,
610000,陕西省,2006,,,,,,,,,
610000,陕西省,2005,,,,,,,,,
610000,陕西省,2004,,,,,,,,,
610000,陕西省,2003,,,,,,,,,
610000,陕西省,2002,,,,,,,,,
610000,陕西省,2001,,,,,,,,,
610000,陕西省,2000,,,,,,,,,
620000,甘肃省,2019,8501,353817,25.8470001241882,3671,43.2,674,7.9,553.53294,788.443151
620000,甘肃省,2018,8183,322096,23.2775921666063,3986,49.0,614,7.5033606256874,506.3671,784.8162
620000,甘肃省,2017,8481,314175,22.2622893435078,4448,52.0,578,6.8,412.5813,777.7833
620000,甘肃省,2016,8448,302904,20.3937991281076,4643,55.0,886,10.5,324.9759,376.3001
620000,甘肃省,2015,7837,284060,19.0193065445403,4248,54.0,627,8.0,321.1065,553.8148
620000,甘肃省,2014,7560,265970,16.8997420910135,4038,53.4126984126984,380,5.02645502645503,340.19274,390.41658
620000,甘肃省,2013,6840,246424,15.8736723037193,3297,48.2017543859649,203,2.96783625730994,225.10222,127.50555
620000,甘肃省,2012,,,,,,,,,
620000,甘肃省,2011,,,,,,,,,
620000,甘肃省,2010,,,,,,,,,
620000,甘肃省,2009,,,,,,,,,
620000,甘肃省,2008,,,,,,,,,
620000,甘肃省,2007,,,,,,,,,
620000,甘肃省,2006,,,,,,,,,
620000,甘肃省,2005,,,,,,,,,
620000,甘肃省,2004,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,
630000,青海省,2019,2278,140076,39.9500325130908,1010,44.3,211,9.3,210.81283,219.033181
630000,青海省,2018,2070,131203,35.8876239763235,1062,51.0,186,8.98550724637681,168.0439,169.09
630000,青海省,2017,2105,120666,30.1939009651259,1183,56.0,192,9.1,133.027,153.6263
630000,青海省,2016,2150,113909,27.3981070582434,1246,58.0,233,10.8,441.7264,449.4399
630000,青海省,2015,2006,111085,26.3457474688303,1151,57.0,164,8.2,643.7421,91.0392
630000,青海省,2014,1960,101269,23.5047952391121,1083,55.2551020408163,79,4.03061224489796,60.36546,49.38764
630000,青海省,2013,1755,93675,22.8522428985451,886,50.4843304843305,41,2.33618233618234,35.25924,23.79755
630000,青海省,2012,,,,,,,,,
630000,青海省,2011,,,,,,,,,
630000,青海省,2010,,,,,,,,,
630000,青海省,2009,,,,,,,,,
630000,青海省,2008,,,,,,,,,
630000,青海省,2007,,,,,,,,,
630000,青海省,2006,,,,,,,,,
630000,青海省,2005,,,,,,,,,
630000,青海省,2004,,,,,,,,,
630000,青海省,2003,,,,,,,,,
630000,青海省,2002,,,,,,,,,
630000,青海省,2001,,,,,,,,,
630000,青海省,2000,,,,,,,,,
640000,宁夏回族自治区,2019,3447,155234,29.4222783245863,1532,44.4,296,8.6,243.53811,171.780775
640000,宁夏回族自治区,2018,3347,167865,31.3368055555556,1667,50.0,286,8.54496564087242,267.1099,217.642
640000,宁夏回族自治区,2017,3545,169733,30.0929562132444,1842,52.0,299,8.4,249.4873,185.2478
640000,宁夏回族自治区,2016,3314,160547,28.4571521754929,1764,53.2,371,11.2,169.2252,117.6852
640000,宁夏回族自治区,2015,3342,157689,25.6669477152056,1841,55.0,331,9.9,111.7228,79.2807
640000,宁夏回族自治区,2014,3254,142499,21.5177602043975,1838,56.4843269821758,222,6.82237246465888,127.76116,84.03701
640000,宁夏回族自治区,2013,2935,128788,19.5240419745376,1628,55.4684838160136,109,3.71379897785349,86.29481,32.05575
640000,宁夏回族自治区,2012,,,,,,,,,
640000,宁夏回族自治区,2011,,,,,,,,,
640000,宁夏回族自治区,2010,,,,,,,,,
640000,宁夏回族自治区,2009,,,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,
650000,新疆维吾尔自治区,2019,11844,517695,28.9710504947287,3061,25.8,681,5.7,718.78679,764.864683
650000,新疆维吾尔自治区,2018,10251,482087,27.7854657519482,3167,31.0,521,5.08243098234319,850.8758,580.9126
650000,新疆维吾尔自治区,2017,10388,466963,25.9059765995573,3271,31.0,536,5.2,596.974,300.11
650000,新疆维吾尔自治区,2016,10103,460179,24.8521870058499,3428,33.9,628,6.2,326.1895,272.616
650000,新疆维吾尔自治区,2015,9448,434579,22.5572171789866,3540,37.0,571,6.0,711.2282,562.2129
650000,新疆维吾尔自治区,2014,8761,430724,21.7125493256227,3499,39.9383632005479,373,4.2575048510444,375.37911,386.41085
650000,新疆维吾尔自治区,2013,7294,367045,19.9447592468217,2965,40.649849191116,176,2.41294214422813,50.63945,187.55695
650000,新疆维吾尔自治区,2012,,,,,,,,,
650000,新疆维吾尔自治区,2011,,,,,,,,,
650000,新疆维吾尔自治区,2010,,,,,,,,,
650000,新疆维吾尔自治区,2009,,,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,
