省份编码,省份,年份,平均每一营业网点服务人口(万人),平均每人每年发函件数(件),平均每百人每年订报刊数(份),已通邮的行政村比重(%)
620000,甘肃省,2016,1.78,0.41,7.42,99.9
620000,甘肃省,2015,0.647298306772908,0.61,7.33,100
620000,甘肃省,2014,0.956713441654358,1.02830035742132,8.11686055936822,100
620000,甘肃省,2013,1.26630701324179,1.23522988327692,6.66547736307655,100
620000,甘肃省,2012,1.50760233918129,1.38084755624515,8.76305275407292,100
620000,甘肃省,2011,1.69266386557859,1.43684716286846,7.84455910053467,100
620000,甘肃省,2010,1.9949496099844,1.48672052289295,8.2135450150368,100
620000,甘肃省,2009,,,,
620000,甘肃省,2008,,,,
620000,甘肃省,2007,,,,
620000,甘肃省,2006,,,,
620000,甘肃省,2005,,,,
620000,甘肃省,2004,,,,
620000,甘肃省,2003,,,,
620000,甘肃省,2002,,,,
620000,甘肃省,2001,,,,
620000,甘肃省,2000,,,,
630000,青海省,2019,0.506297229219144,0.509838439011549,8.46303181863052,100
630000,青海省,2018,0.549180327868853,0.450646766169154,8.53399668325041,100
630000,青海省,2017,0.616494845360825,0.808444816053512,8.02842809364549,100
630000,青海省,2016,1.3,0.57,2.93,100
630000,青海省,2015,0.670957810718358,0.62,8.5,98.4895708463198
630000,青海省,2014,0.824039548022599,0.693805491755511,8.19649652051695,92.5
630000,青海省,2013,0.772727272727273,0.712490178092386,7.38872042652449,73.5568862275449
630000,青海省,2012,2.19540229885057,0.929992844677138,8.43267015706806,73.7
630000,青海省,2011,2.9533800469066,0.784549310522299,8.52904940422761,74
630000,青海省,2010,2.4897,0.837978844520842,8.41433075954348,73.7563085796684
630000,青海省,2009,,,,
630000,青海省,2008,,,,
630000,青海省,2007,,,,
630000,青海省,2006,,,,
630000,青海省,2005,,,,
630000,青海省,2004,,,,
630000,青海省,2003,,,,
630000,青海省,2002,,,,
630000,青海省,2001,,,,
630000,青海省,2000,,,,
640000,宁夏回族自治区,2019,0.441591784338896,0.391601646848818,6.98471194541214,100
640000,宁夏回族自治区,2018,0.456233421750663,0.432281976744186,6.95058139534884,100
640000,宁夏回族自治区,2017,0.517058377558757,0.536202346041056,6.54692082111437,100
640000,宁夏回族自治区,2016,0.52,0.72,6.58,91.8
640000,宁夏回族自治区,2015,0.665219123505976,0.55,5.52,100
640000,宁夏回族自治区,2014,0.818737623762376,1.2304169060072,9.49300117906703,98.9
640000,宁夏回族自治区,2013,1.03317535545024,1.40069933811278,9.17741312443023,100
640000,宁夏回族自治区,2012,1.32310838445808,1.77113848531685,9.1013601236476,98.8
640000,宁夏回族自治区,2011,1.40662366768407,1.48306370070779,7.88701227617484,87
640000,宁夏回族自治区,2010,1.36392857142857,2.74685186507653,44.0921389860903,83.9506172839506
640000,宁夏回族自治区,2009,,,,
640000,宁夏回族自治区,2008,,,,
640000,宁夏回族自治区,2007,,,,
640000,宁夏回族自治区,2006,,,,
640000,宁夏回族自治区,2005,,,,
640000,宁夏回族自治区,2004,,,,
640000,宁夏回族自治区,2003,,,,
640000,宁夏回族自治区,2002,,,,
640000,宁夏回族自治区,2001,,,,
640000,宁夏回族自治区,2000,,,,
650000,新疆维吾尔自治区,2019,0.668548387096774,0.334362441642029,12.8771965979978,100
650000,新疆维吾尔自治区,2018,0.673618634886241,0.508319260152794,12.6176115802171,100
650000,新疆维吾尔自治区,2017,0.649057605521635,0.600568507157464,13.1161554192229,100
650000,新疆维吾尔自治区,2016,0.61,0.67,14.38,100
650000,新疆维吾尔自治区,2015,0.661544715447154,0.87,14.92,99.9674408508791
650000,新疆维吾尔自治区,2014,0.836111313204802,0.830043463695415,15.5594808720584,100
650000,新疆维吾尔自治区,2013,0.858551384148654,0.901308307203109,15.7145933654361,99.8559077809798
650000,新疆维吾尔自治区,2012,1.18461538461538,1.1323946708464,13.8903985669503,99.9
650000,新疆维吾尔自治区,2011,1.41943902505963,1.46428326262751,13.4183075188685,100
650000,新疆维吾尔自治区,2010,1.4910002734108,1.34056513323456,14.0623849614186,99.5987069445993
650000,新疆维吾尔自治区,2009,,,,
650000,新疆维吾尔自治区,2008,,,,
650000,新疆维吾尔自治区,2007,,,,
650000,新疆维吾尔自治区,2006,,,,
650000,新疆维吾尔自治区,2005,,,,
650000,新疆维吾尔自治区,2004,,,,
650000,新疆维吾尔自治区,2003,,,,
650000,新疆维吾尔自治区,2002,,,,
650000,新疆维吾尔自治区,2001,,,,
650000,新疆维吾尔自治区,2000,,,,
