省份编码,省份,年份,软件业务收入(万元),软件产品收入(万元),信息技术服务收入(万元),信息安全收入(万元),嵌入式系统软件收入(万元),软件业务出口(万美元)
620000,甘肃省,2006,,,,,,
620000,甘肃省,2005,,,,,,
620000,甘肃省,2004,,,,,,
620000,甘肃省,2003,,,,,,
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,21542.88,324.36,20791.46,65.49,361.57,
630000,青海省,2018,14105.71,3455.66,9684.18,,965.87,
630000,青海省,2017,8743.96,3720.37,3647.89,,1375.7,
630000,青海省,2016,11541.0,3983.08,6690.82,,867.1,82
630000,青海省,2015,12142.11,2962.13,8507.22,,672.76,147
630000,青海省,2014,12387.13,1491.34,9597.39,,1298.4,31.42
630000,青海省,2013,8952.18,674.0,,,1417.5,
630000,青海省,2012,2680.72,200.0,,,1871.72,
630000,青海省,2011,,,,,,
630000,青海省,2010,,,,,,
630000,青海省,2009,,,,,,
630000,青海省,2008,,,,,,
630000,青海省,2007,,,,,,
630000,青海省,2006,,,,,,
630000,青海省,2005,,,,,,
630000,青海省,2004,,,,,,
630000,青海省,2003,,,,,,
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,239325.47,39313.24,172375.27,3884.29,23752.67,258.04
640000,宁夏回族自治区,2018,185752.26,63157.89,118836.36,950.36,2807.65,
640000,宁夏回族自治区,2017,155507.55,46185.82,105453.62,,3868.11,
640000,宁夏回族自治区,2016,132036.97,61854.83,61418.52,,8763.62,
640000,宁夏回族自治区,2015,114051.13,45573.36,53001.7,,15476.07,
640000,宁夏回族自治区,2014,94387.99,33571.48,48834.52,,11981.99,
640000,宁夏回族自治区,2013,79315.16,33392.71,,,6027.08,
640000,宁夏回族自治区,2012,64244.6,22659.82,,,4851.25,
640000,宁夏回族自治区,2011,,,,,,
640000,宁夏回族自治区,2010,,,,,,
640000,宁夏回族自治区,2009,,,,,,
640000,宁夏回族自治区,2008,,,,,,
640000,宁夏回族自治区,2007,,,,,,
640000,宁夏回族自治区,2006,,,,,,
640000,宁夏回族自治区,2005,,,,,,
640000,宁夏回族自治区,2004,,,,,,
640000,宁夏回族自治区,2003,,,,,,
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,762993.94,174646.57,573765.82,10490.65,4090.9,
650000,新疆维吾尔自治区,2018,764310.35,85013.2,643552.56,33887.58,1857.01,
650000,新疆维吾尔自治区,2017,545279.81,127611.18,409766.09,,7902.54,278.69
650000,新疆维吾尔自治区,2016,733526.81,104994.03,627322.78,,1210,
650000,新疆维吾尔自治区,2015,454613.04,60015.1,394269.28,,328.66,
650000,新疆维吾尔自治区,2014,497827.16,89367.69,407233.67,,1225.8,
650000,新疆维吾尔自治区,2013,496519.94,46433.05,,,1346,
650000,新疆维吾尔自治区,2012,352603.75,50269.03,,,1272.03,
650000,新疆维吾尔自治区,2011,,,,,,
650000,新疆维吾尔自治区,2010,,,,,,
650000,新疆维吾尔自治区,2009,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
