省份编码,省份,年份,农村居民家庭经营耕地面积(亩/人),农村居民家庭经营山地面积(亩/人),农村居民家庭园地面积(亩/人),农村居民家庭养殖水面面积(亩/人)
610000,陕西省,2000,1.66,0.355630081300813,0.239024390243902,
620000,甘肃省,2019,,,,
620000,甘肃省,2018,,,,
620000,甘肃省,2017,,,,
620000,甘肃省,2016,,,,
620000,甘肃省,2015,,,,
620000,甘肃省,2014,,,,
620000,甘肃省,2013,,,,
620000,甘肃省,2012,2.71543508914862,0.596145771315765,0.108575188794535,
620000,甘肃省,2011,2.7318,0.6447,0.1035,
620000,甘肃省,2010,2.6758,0.7766,0.1176,
620000,甘肃省,2009,2.622,0.743,0.118,
620000,甘肃省,2008,2.58,0.71,0.12,
620000,甘肃省,2007,2.5729,0.6566,0.111,
620000,甘肃省,2006,2.55192248565046,0.623542116795451,0.108207343520093,0.0
620000,甘肃省,2005,2.64590653617479,0.67991275271706,0.09,
620000,甘肃省,2004,2.40230316677634,0.450502879723756,0.05,
620000,甘肃省,2003,2.347,0.4441,0.058,
620000,甘肃省,2002,2.41,0.74,0.05,0.05
620000,甘肃省,2001,2.43579813039877,0.707610933617323,0.048490119512484,0.030624778132765
620000,甘肃省,2000,2.43,0.685792317631857,0.064274638787736,0.021942910842241
630000,青海省,2019,,,,
630000,青海省,2018,,,,
630000,青海省,2017,,,,
630000,青海省,2016,,,,
630000,青海省,2015,,,,
630000,青海省,2014,,,,
630000,青海省,2013,,,,
630000,青海省,2012,1.83111382921795,0.087669138445073,,
630000,青海省,2011,2.3967,0.1189,,
630000,青海省,2010,2.0897,0.2361,0.0116,
630000,青海省,2009,2.159,0.209,0.013,
630000,青海省,2008,2.29,0.21,0.01,
630000,青海省,2007,2.0877,0.2114,0.0154,
630000,青海省,2006,2.04064811928807,0.110736497151676,0.01,0.0
630000,青海省,2005,1.95104395732621,0.07,0.02,
630000,青海省,2004,2.03445505667251,0.029338163062464,0.01,
630000,青海省,2003,1.9054,,0.0065,
630000,青海省,2002,2.03,0.27,,0.01
630000,青海省,2001,2.11431702668361,0.224529860228717,0.009672808132147,0.00851334180432
630000,青海省,2000,2.21,0.166902821316614,0.010789968652038,
640000,宁夏回族自治区,2019,,,,
640000,宁夏回族自治区,2018,,,,
640000,宁夏回族自治区,2017,,,,
640000,宁夏回族自治区,2016,,,,
640000,宁夏回族自治区,2015,,,,
640000,宁夏回族自治区,2014,,,,
640000,宁夏回族自治区,2013,,,,
640000,宁夏回族自治区,2012,3.69101288056206,0.320550351288056,0.07309718969555,
640000,宁夏回族自治区,2011,3.4722,0.3309,0.0675,
640000,宁夏回族自治区,2010,4.75,0.1407,0.0586,
640000,宁夏回族自治区,2009,4.354,,0.075,0.007
640000,宁夏回族自治区,2008,4.53,0.14,0.06,0.04
640000,宁夏回族自治区,2007,4.4861,0.137,0.0636,0.04
640000,宁夏回族自治区,2006,4.27088419737482,0.0,0.05,0.04
640000,宁夏回族自治区,2005,4.13158455784181,,0.046415441141409,0.03
640000,宁夏回族自治区,2004,3.99916636813676,0.04,0.04,0.02
640000,宁夏回族自治区,2003,3.645,0.303,0.0387,0.0072
640000,宁夏回族自治区,2002,4.12,0.03,0.03,0.05
640000,宁夏回族自治区,2001,4.02204529370134,0.031139419674452,0.038064401981599,0.056970983722576
640000,宁夏回族自治区,2000,3.88,0.589298245614035,0.070140350877193,0.058
650000,新疆维吾尔自治区,2019,,,,
650000,新疆维吾尔自治区,2018,,,,
650000,新疆维吾尔自治区,2017,,,,
650000,新疆维吾尔自治区,2016,,,,
650000,新疆维吾尔自治区,2015,,,,
650000,新疆维吾尔自治区,2014,,,,
650000,新疆维吾尔自治区,2013,,,,
650000,新疆维吾尔自治区,2012,5.75745885897194,0.08938429674261,0.32137073997364,
650000,新疆维吾尔自治区,2011,5.7288,0.0779,0.2999,
650000,新疆维吾尔自治区,2010,4.7601,0.0944,0.2726,
650000,新疆维吾尔自治区,2009,4.596,0.033,0.238,
650000,新疆维吾尔自治区,2008,4.56,0.07,0.22,
650000,新疆维吾尔自治区,2007,4.3302,0.0334,0.2215,
650000,新疆维吾尔自治区,2006,4.17867833956793,0.0,0.214379532446465,0.0
650000,新疆维吾尔自治区,2005,4.10674640971019,0.01,0.203267259247076,
650000,新疆维吾尔自治区,2004,3.76397121909049,0.02,0.124614996335868,
650000,新疆维吾尔自治区,2003,3.7371,,0.0959,
650000,新疆维吾尔自治区,2002,3.54,0.01,0.1,
650000,新疆维吾尔自治区,2001,3.49116255787761,0.008421974721562,0.10883493930672,
650000,新疆维吾尔自治区,2000,4.2,0.005913239154894,0.081872734091762,
