省份编码,省份,年份,农村居民人均粮食出售量(公斤),农村居民人均棉花出售量(公斤),农村居民人均油料出售量(公斤),农村居民人均麻类出售量(公斤),农村居民人均烟叶出售量(公斤),农村居民人均蔬菜出售量(公斤),农村居民人均水果出售量(公斤)
450000,广西壮族自治区,2019,,,,,,,
450000,广西壮族自治区,2018,,,,,,,
450000,广西壮族自治区,2017,,,,,,,
450000,广西壮族自治区,2016,,,,,,,
450000,广西壮族自治区,2015,,,,,,,
450000,广西壮族自治区,2014,,,,,,,
450000,广西壮族自治区,2013,,,,,,,
450000,广西壮族自治区,2012,136.610333494442,0.017593040115998,3.21183276945384,0.8,3.30306911551474,149.152320927985,57.172909618173
450000,广西壮族自治区,2011,150.069897346504,0.05,2.53,0.94,2.51,185.52,42.87
450000,广西壮族自治区,2010,148.117995867832,,2.61,1.24,1.27,168.66,59.22
450000,广西壮族自治区,2009,167.38,0.01,4.42,0.6,1.36,147.11,54.64
450000,广西壮族自治区,2008,141.56,0.07,4.18,0.32,0.88,118.2,40.6
450000,广西壮族自治区,2007,151.773339469809,0.1,4.22,0.79,1.06,158.67,49.58
450000,广西壮族自治区,2006,136.206832790318,0.122943921098333,3.31331900075417,0.875830207736066,1.50886469181345,135.056344268198,43.87
450000,广西壮族自治区,2005,126.75,0.0,3.83568368294941,2.57935278030994,0.756999999735718,131.427572445687,48.9137557216634
450000,广西壮族自治区,2004,97.4452465724391,0.0,3.2202000189667,0.446041109639056,0.542750488416271,73.0065396475302,48.6577288206958
450000,广西壮族自治区,2003,87.09,,2.18,0.62,0.47,92.7,43.29
450000,广西壮族自治区,2002,80.03,0.0,1.91,0.72,0.43,96.31,58.73
450000,广西壮族自治区,2001,84.3403141361257,,3.14181260155263,0.674670518144069,0.69443942949991,81.2813684780646,55.2818198230728
450000,广西壮族自治区,2000,72.2405495196193,,3.84116009697405,0.857053066355392,0.953847535242884,90.5375774445542,35.0688695339858
460000,海南省,2019,,,,,,,
460000,海南省,2018,,,,,,,
460000,海南省,2017,,,,,,,
460000,海南省,2016,,,,,,,
460000,海南省,2015,,,,,,,
460000,海南省,2014,,,,,,,
460000,海南省,2013,,,,,,,
460000,海南省,2012,52.5915276979105,,9.14401955146632,,,277.75327774583,107.66543032394
460000,海南省,2011,34.1876923076922,,5.77,,0.01,309.82,117.31
460000,海南省,2010,54.2544373569798,,7.64,0.14,,377.28,111.78
460000,海南省,2009,81.89,,11.44,0.14,,345.0,118.31
460000,海南省,2008,53.27,,11.48,0.07,,296.46,121.55
460000,海南省,2007,77.917954671089,,10.75,0.21,,380.57,212.09
460000,海南省,2006,77.6688720405398,0.0,11.1680915492448,0.333701047986762,0,406.749809778532,137.16
460000,海南省,2005,59.51,,7.60505354204731,0.144877780829442,0.01,405.026421353896,112.76617698177
460000,海南省,2004,84.903818862418,,8.81614141788144,,,254.606541025942,96.0293961884612
460000,海南省,2003,85.38,,9.69,0.02,0.01,224.4,77.13
460000,海南省,2002,74.99,0.02,7.8,,,178.77,117.84
460000,海南省,2001,80.56149877817,0.006787944610372,11.2489818083084,,,259.946782514255,115.164268259571
460000,海南省,2000,74.6650666666667,,11.0352,0.346666666666667,,255.8208,60.3762666666667
500000,重庆市,2019,,,,,,,
500000,重庆市,2018,,,,,,,
500000,重庆市,2017,,,,,,,
500000,重庆市,2016,,,,,,,
500000,重庆市,2015,,,,,,,
500000,重庆市,2014,,,,,,,
500000,重庆市,2013,,,,,,,
500000,重庆市,2012,111.579288329184,,7.64035729975106,,9.55019768633768,171.233947869381,25.2027925025626
500000,重庆市,2011,102.090010914647,,7.38,0.1,7.15,180.03,25.46
500000,重庆市,2010,88.2755694909847,0.02,6.43,0.28,7.32,145.94,48.53
500000,重庆市,2009,106.65,,4.88,0.26,9.86,148.06,45.18
500000,重庆市,2008,78.99,,4.81,0.23,7.39,113.92,45.01
500000,重庆市,2007,79.5848673636046,,3.88,0.39,4.3,131.61,40.66
500000,重庆市,2006,66.6199796483065,0.0,3.06749698024801,0.352921195652174,6.5945123773842,118.03399002642,42.34
500000,重庆市,2005,69.09,,6.05053207456923,0.513714029205789,7.0382433800871,104.830058478784,25.3543090531044
500000,重庆市,2004,67.7765980075974,0.024598606425103,4.65318085157088,0.106793395879232,2.61504089669797,107.318979067284,19.0746440629784
500000,重庆市,2003,71.67,0.03,5.27,0.06,4.08,69.98,25.67
500000,重庆市,2002,60.56,0.03,3.7,0.14,2.7,57.9,20.78
500000,重庆市,2001,72.5840922890103,0.016848816029144,3.17425622343655,0.17304189435337,1.76927747419551,64.7053734061931,20.5083485124469
500000,重庆市,2000,58.3283783783784,0.039189189189189,4.43423423423423,0.326276276276276,1.93993993993994,65.9582582582583,17.4037537537538
510000,四川省,2019,,,,,,,
510000,四川省,2018,,,,,,,
510000,四川省,2017,,,,,,,
510000,四川省,2016,,,,,,,
510000,四川省,2015,,,,,,,
510000,四川省,2014,,,,,,,
510000,四川省,2013,,,,,,,
510000,四川省,2012,97.636477341194,0.026886074309222,21.7138952414888,0.3,7.08990768034725,131.447105697904,50.2796864371093
510000,四川省,2011,99.9984299197887,0.17,18.84,0.29,7.06,143.34,32.51
510000,四川省,2010,85.4977092716431,0.01,18.17,0.22,3.48,128.48,42.9
510000,四川省,2009,114.64,0.03,21.78,0.23,5.01,111.75,45.58
510000,四川省,2008,91.08,0.05,14.45,0.29,4.34,113.69,40.1
510000,四川省,2007,98.9640183828101,0.07,15.55,0.33,3.66,142.25,43.02
510000,四川省,2006,93.4403922326872,0.116664515341482,18.4934064517175,0.27176128953503,4.0403225816296,140.378156128507,39.24
510000,四川省,2005,80.56,0.230373620602318,18.1755339721791,0.936619989709053,3.53728783842194,142.0267845538,32.6811769859879
510000,四川省,2004,76.0435851271511,0.124547335747543,16.7827987572225,0.301930289594115,1.59774314333476,141.272820679098,28.2964304148442
510000,四川省,2003,76.84,0.06,18.05,0.61,1.83,123.26,29.37
510000,四川省,2002,65.0,0.04,15.43,0.15,1.8,108.09,23.47
510000,四川省,2001,69.9166560550108,0.081497516872533,14.6307780466064,0.235069400229212,1.76633133834203,97.9221953393608,23.619062778556
510000,四川省,2000,76.5003787400581,0.271872238353743,14.046395657114,0.150991036485292,1.88732483272314,113.267201110971,20.2278752682742
520000,贵州省,2019,,,,,,,
520000,贵州省,2018,,,,,,,
520000,贵州省,2017,,,,,,,
520000,贵州省,2016,,,,,,,
520000,贵州省,2015,,,,,,,
520000,贵州省,2014,,,,,,,
520000,贵州省,2013,,,,,,,
520000,贵州省,2012,49.3803609809151,,8.25944532200844,,14.2705202372012,63.8052722894062,5.1182121863428
520000,贵州省,2011,81.7481756844092,,7.26,0.03,10.71,56.89,2.89
520000,贵州省,2010,56.5977690853979,,5.8,0.04,14.31,74.07,7.0
520000,贵州省,2009,76.77,0.01,6.77,0.11,16.62,70.68,6.25
520000,贵州省,2008,70.79,,6.53,,15.8,77.45,6.95
520000,贵州省,2007,68.9274823551001,,11.57,,12.17,82.95,5.91
520000,贵州省,2006,66.7174099887612,0.0,10.3670044372004,0,14.3644333493448,88.4998719960986,6.59
520000,贵州省,2005,64.87,0.0,11.6783071455107,0,17.0397688946383,95.4579157369849,5.73833755825718
520000,贵州省,2004,67.0706282332993,,16.1987687459976,0,10.9273885361243,51.3026875964074,5.34753830562394
520000,贵州省,2003,62.97,,17.82,,11.41,50.36,4.72
520000,贵州省,2002,62.55,0.0,11.82,,12.91,50.95,5.16
520000,贵州省,2001,74.9230692376861,,11.6316315316215,,10.871016085523,57.1393745628934,4.90378659206714
520000,贵州省,2000,77.1170202269364,,15.0742969906265,,14.1853971386285,52.5840157868772,3.14948199309324
530000,云南省,2019,,,,,,,
530000,云南省,2018,,,,,,,
530000,云南省,2017,,,,,,,
530000,云南省,2016,,,,,,,
530000,云南省,2015,,,,,,,
530000,云南省,2014,,,,,,,
530000,云南省,2013,,,,,,,
530000,云南省,2012,104.842262034739,,5.91421836228288,0.2,36.3341935483871,276.267456079405,41.7246332506204
530000,云南省,2011,112.584436182158,,7.44,,35.2,260.69,46.34
530000,云南省,2010,85.8892356685278,,4.92,0.14,34.24,166.18,30.61
530000,云南省,2009,101.94,,11.24,1.17,31.83,167.4,27.8
530000,云南省,2008,108.35,,8.64,1.96,28.51,180.71,29.01
530000,云南省,2007,117.665220326056,,13.54,2.4,28.1,171.16,27.16
530000,云南省,2006,122.604359285596,0.0,13.3453679769413,3.59755000945814,30.0266303084252,143.401644274611,26.38
530000,云南省,2005,100.27,,10.6912658729201,3.82637552904963,25.4618690822069,146.267281454542,21.458543674356
530000,云南省,2004,92.9087102492699,,7.25267207950069,2.85850250154815,22.1904749369196,124.164847471966,33.4801671207598
530000,云南省,2003,92.31,,4.81,1.53,22.04,131.39,29.14
530000,云南省,2002,100.8,0.0,5.53,0.64,21.09,118.16,28.27
530000,云南省,2001,92.7115705544224,,6.08158724272205,0.005284628221769,19.8322825885407,106.79834971259,25.5928054885963
530000,云南省,2000,93.2319926873857,,5.96535648994516,,21.1140767824497,95.9511882998172,21.4439670932358
540000,西藏自治区,2019,,,,,,,
540000,西藏自治区,2018,,,,,,,
540000,西藏自治区,2017,,,,,,,
540000,西藏自治区,2016,,,,,,,
540000,西藏自治区,2015,,,,,,,
540000,西藏自治区,2014,,,,,,,
540000,西藏自治区,2013,,,,,,,
540000,西藏自治区,2012,74.1470896518978,,4.45312045582693,,,1.26613645131614,2.42603199097843
540000,西藏自治区,2011,41.0187310892027,,3.25,,,1.94,2.3
540000,西藏自治区,2010,42.1779649431975,,5.44,,,12.31,1.46
540000,西藏自治区,2009,83.63,,7.65,,,9.43,1.1
540000,西藏自治区,2008,69.41,,7.69,,,13.14,0.7
540000,西藏自治区,2007,52.0477445652174,,9.2,,,9.9,0.46
540000,西藏自治区,2006,55.595407905477,0.0,8.34472194370571,0,0,12.048428256314,0.39
540000,西藏自治区,2005,69.24,,2.32334332334332,,,5.11871461871462,1.40526140526141
540000,西藏自治区,2004,37.5087150818812,,4.18614519739444,,,2.49386503067485,0.540047716428085
540000,西藏自治区,2003,31.78,,6.33,0.02,,1.66,1.35
540000,西藏自治区,2002,53.21,0.0,5.55,,0,1.8,1.66
540000,西藏自治区,2001,29.5860869565217,,5.75130434782609,,,12.4939130434783,1.86504347826087
540000,西藏自治区,2000,47.3385560675883,,3.20768049155146,,,6.47004608294931,0.861443932411674
610000,陕西省,2019,,,,,,,
610000,陕西省,2018,,,,,,,
610000,陕西省,2017,,,,,,,
610000,陕西省,2016,,,,,,,
610000,陕西省,2015,,,,,,,
610000,陕西省,2014,,,,,,,
610000,陕西省,2013,,,,,,,
610000,陕西省,2012,276.017856045519,0.463641536273115,2.36926315789474,,2.7347652916074,92.0882418207682,282.865930014225
610000,陕西省,2011,257.2033832928,1.23,2.35,,2.37,76.72,240.83
610000,陕西省,2010,210.754616406733,2.07,4.15,0.07,2.43,104.1,265.89
610000,陕西省,2009,279.88,5.83,3.28,,1.66,109.85,240.62
610000,陕西省,2008,247.11,6.77,5.76,,1.66,135.12,204.53
610000,陕西省,2007,221.20792017772,13.18,5.7,0.05,2.08,118.53,242.34
610000,陕西省,2006,215.939587480605,10.5957441380752,8.77433420363045,0,2.2042506540164,122.429376446846,217.11
610000,陕西省,2005,185.89,11.216831751951,8.00270813985787,0,2.50913030179086,118.968719496135,220.224276420761
610000,陕西省,2004,162.269570376189,10.2067429837328,4.31061862985222,,0.930122883051161,94.434991242536,181.338565233988
610000,陕西省,2003,142.53,8.85,9.41,0.02,0.95,105.11,136.16
610000,陕西省,2002,150.35,3.46,15.1,,1.26,100.45,163.86
610000,陕西省,2001,131.936098310292,2.6378904249872,12.3824884792627,,1.00931899641577,107.537122375832,208.722068612391
610000,陕西省,2000,144.559451219512,1.2635162601626,7.43404471544715,0.053861788617886,1.14552845528455,99.4520325203252,172.626524390244
620000,甘肃省,2019,,,,,,,
620000,甘肃省,2018,,,,,,,
620000,甘肃省,2017,,,,,,,
620000,甘肃省,2016,,,,,,,
620000,甘肃省,2015,,,,,,,
620000,甘肃省,2014,,,,,,,
620000,甘肃省,2013,,,,,,,
620000,甘肃省,2012,285.661945915458,18.5251402249867,23.9302478613731,0.1,0.049196252310971,192.282673518629,67.2859273650237
620000,甘肃省,2011,252.242765604976,21.68,12.2,0.02,0.04,273.15,54.85
620000,甘肃省,2010,205.85207019326,15.22,18.35,,0.02,248.14,72.09
620000,甘肃省,2009,219.79,22.9,20.41,,0.14,189.85,74.23
620000,甘肃省,2008,197.34,23.75,12.85,,0.12,166.85,55.32
620000,甘肃省,2007,200.620424123716,33.34,10.32,,0.19,118.13,60.42
620000,甘肃省,2006,179.834612422977,36.3398356427384,5.74325653947112,0,0.288516918646508,150.097841338714,52.49
620000,甘肃省,2005,192.01,36.6327094398007,6.91366081128372,0,0.09,130.788380335975,55.2410481333148
620000,甘肃省,2004,122.835165610293,39.1688106278645,11.3933629380701,,0.508539367397416,108.107208336195,38.3073043695048
620000,甘肃省,2003,120.37,36.04,14.78,,0.67,97.19,27.49
620000,甘肃省,2002,126.63,8.81,4.67,,0.67,127.38,27.32
620000,甘肃省,2001,106.379126730564,14.5327180215359,2.20636611051947,,1.06839427286712,95.2180807005088,16.2144124955627
620000,甘肃省,2000,96.9561846587572,8.29249383296135,3.44249970633149,,1.01327381651592,81.564665805239,20.8652648889933
630000,青海省,2019,,,,,,,
630000,青海省,2018,,,,,,,
630000,青海省,2017,,,,,,,
630000,青海省,2016,,,,,,,
630000,青海省,2015,,,,,,,
630000,青海省,2014,,,,,,,
630000,青海省,2013,,,,,,,
630000,青海省,2012,84.3924684657136,,47.3374512651938,,,61.2821649720969,0.123079275284764
630000,青海省,2011,71.7351604760187,,41.56,,,70.59,0.6
630000,青海省,2010,77.8887085103621,,49.83,,,23.79,3.59
630000,青海省,2009,99.85,,75.4,,,38.76,9.2
630000,青海省,2008,70.18,,42.05,,,31.43,10.84
630000,青海省,2007,73.04,,29.97,,,40.38,10.89
630000,青海省,2006,67.7228608076779,0.0,66.9920131502292,0,0,28.2627987551026,6.3
630000,青海省,2005,68.52,,69.7197317300339,,0.01,34.0682611348325,9.95281189398836
630000,青海省,2004,24.5034969142679,,40.0098781717581,0.016463615409944,,59.1517945340797,6.37800460981232
630000,青海省,2003,32.69,,52.67,0.6,,69.43,8.47
630000,青海省,2002,50.98,0.0,54.48,,,68.04,5.1
630000,青海省,2001,38.9488564167726,,53.4294790343075,,,63.7191867852605,9.18106734434562
630000,青海省,2000,44.4344827586207,,38.207210031348,,,34.4974921630094,9.35799373040752
640000,宁夏回族自治区,2019,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,
640000,宁夏回族自治区,2015,,,,,,,
640000,宁夏回族自治区,2014,,,,,,,
640000,宁夏回族自治区,2013,,,,,,,
640000,宁夏回族自治区,2012,496.021206088993,,10.988144028103,0.3,,299.204976580796,40.8968823185012
640000,宁夏回族自治区,2011,438.488187271397,,10.94,,0.09,279.51,70.23
640000,宁夏回族自治区,2010,395.619499820711,,17.26,,,151.67,49.88
640000,宁夏回族自治区,2009,428.68,,22.16,,,185.22,83.4
640000,宁夏回族自治区,2008,410.9,,26.65,,,251.48,61.52
640000,宁夏回族自治区,2007,434.005738077214,,19.06,,,248.88,83.83
640000,宁夏回族自治区,2006,466.15952278586,0.0,14.5020347670013,0,0,243.800481022176,56.89
640000,宁夏回族自治区,2005,477.98,,18.9995220633114,,,244.369852380192,118.837278837316
640000,宁夏回族自治区,2004,418.241678149426,,19.3629938383472,,,242.937731044281,31.3100761145343
640000,宁夏回族自治区,2003,325.11,,18.64,,,243.08,40.18
640000,宁夏回族自治区,2002,407.01,0.0,10.62,,0.08,183.09,19.22
640000,宁夏回族自治区,2001,323.515923566879,,5.11889596602972,,,203.792993630573,13.9890304317056
640000,宁夏回族自治区,2000,381.946666666667,,4.98561403508772,,,164.196140350877,18.220350877193
650000,新疆维吾尔自治区,2019,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,,
650000,新疆维吾尔自治区,2016,,,,,,,
650000,新疆维吾尔自治区,2015,,,,,,,
650000,新疆维吾尔自治区,2014,,,,,,,
650000,新疆维吾尔自治区,2013,,,,,,,
650000,新疆维吾尔自治区,2012,1009.94183995481,372.767633967238,66.2114132931651,,,297.65726981736,154.685901713425
650000,新疆维吾尔自治区,2011,806.431013772861,307.03,35.68,,,228.09,137.24
650000,新疆维吾尔自治区,2010,634.73672733847,159.6,33.52,,,259.65,143.18
650000,新疆维吾尔自治区,2009,573.91,196.3,68.21,,0.34,263.09,205.78
650000,新疆维吾尔自治区,2008,427.77,268.61,25.97,2.3,0.3,233.81,125.13
650000,新疆维吾尔自治区,2007,426.250104986877,266.05,28.13,1.09,0.36,221.27,137.74
650000,新疆维吾尔自治区,2006,447.589642982833,257.231536451875,18.1075934314715,0.982350526747845,0,256.031049252665,156.11
650000,新疆维吾尔自治区,2005,497.28,197.5,21.5394121734557,8.23513328776487,,243.569610483061,163.007231702303
650000,新疆维吾尔自治区,2004,308.468313450706,182.217053763706,30.717684935753,1.75760540267609,0.228351426407473,150.587806406963,106.581709139698
650000,新疆维吾尔自治区,2003,321.8,177.87,34.37,2.68,0.96,152.95,94.99
650000,新疆维吾尔自治区,2002,348.48,67.95,30.48,3.28,0.59,145.79,86.45
650000,新疆维吾尔自治区,2001,267.509072706795,74.2066074333625,27.9942435239645,0.529595795269678,0.62094856713803,154.97484670254,78.1879614566387
650000,新疆维吾尔自治区,2000,316.300537567196,89.0913864233029,36.5153144143018,1.69121140142518,,208.37,85.98
