省份编码,省份,年份,水产品养殖面积(千公顷),内陆养殖面积(千公顷),海水养殖面积(千公顷),浅海养殖面积(千公顷),滩涂养殖面积(千公顷),陆基养殖面积(千公顷),池塘养殖面积(千公顷),湖泊养殖面积(千公顷),河沟养殖面积(千公顷),水库养殖面积(千公顷),其他养殖面积(千公顷)
440000,广东省,2002,585.72,377.55,208.17,1.8,103.5,102.9,254.3,,3.5,113.5,6.2
440000,广东省,2001,578.75,375.96,202.79,1.5,99.7,101.6,255.7,,3.7,110.4,6.1
440000,广东省,2000,564.51,369.6,194.9,1.2,101.1,92.7,245.1,,4.7,113.8,6.1
450000,广西壮族自治区,2019,183.2,133.4,49.8,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,,,,
450000,广西壮族自治区,2016,238.6,183.9,54.7,,,,,,,,
450000,广西壮族自治区,2015,239.2,184.1,55.0,,,,,,,,
450000,广西壮族自治区,2014,236.2,181.9,54.2,,,,,,,,
450000,广西壮族自治区,2013,231.7,177.7,54.0,,,,,,,,
450000,广西壮族自治区,2012,229.096,175.847,53.249,,,,,,,,
450000,广西壮族自治区,2011,225.719,173.507,52.212,,,,,,,,
450000,广西壮族自治区,2010,221.669,170.382,51.287,,,,,,,,
450000,广西壮族自治区,2009,217.827,167.157,50.67,,,,,,,,
450000,广西壮族自治区,2008,209.394,162.014,47.38,12.4,20.8,,74.6,,5.2,80.6,1.6
450000,广西壮族自治区,2007,202.5,155.27,47.25,12.7,21.0,13.5,73.7,,3.7,76.6,1.2
450000,广西壮族自治区,2006,144.97,98.71,46.26,17.2,29.5,17.6,80.3,,10.7,120.3,3.6
450000,广西壮族自治区,2005,264.97,203.0,61.97,17.4,13.1,31.5,79.8,,10.5,109.1,3.6
450000,广西壮族自治区,2004,257.99,196.09,61.9,18.0,9.9,34.1,77.8,,10.5,104.3,3.5
450000,广西壮族自治区,2003,254.382,192.113,62.269,16.0,30.2,16.1,77.4,,8.5,102.5,3.7
450000,广西壮族自治区,2002,261.43,199.73,61.7,18.1,35.9,7.8,75.3,,8.2,112.8,3.5
450000,广西壮族自治区,2001,243.96,182.65,61.31,14.4,42.8,4.1,73.7,,7.9,96.6,4.5
450000,广西壮族自治区,2000,239.64,178.2,61.4,16.5,41.5,3.4,74.7,,6.4,93.2,4.0
460000,海南省,2019,51.7,31.2,20.5,,,,,,,,
460000,海南省,2018,,,,,,,,,,,
460000,海南省,2017,,,,,,,,,,,
460000,海南省,2016,55.5,37.7,17.8,,,,,,,,
460000,海南省,2015,54.7,37.6,17.1,,,,,,,,
460000,海南省,2014,53.9,37.2,16.7,,,,,,,,
460000,海南省,2013,57.9,41.1,16.8,,,,,,,,
460000,海南省,2012,56.341,40.496,15.845,,,,,,,,
460000,海南省,2011,54.994,40.348,14.646,,,,,,,,
460000,海南省,2010,54.207,39.678,14.529,,,,,,,,
460000,海南省,2009,53.464,38.217,15.247,,,,,,,,
460000,海南省,2008,42.086,29.103,12.983,2.6,8.0,,15.8,0.2,,12.9,0.2
460000,海南省,2007,27.4530073135718,18.33,9.12,1.3,5.5,2.4,11.8,0.2,0.2,5.9,0.3
460000,海南省,2006,26.523,17.742,8.781,2.2,11.3,5.6,21.2,,0.1,29.3,0.3
460000,海南省,2005,64.374,46.279,18.095,2.0,5.2,10.9,18.0,,,27.8,0.5
460000,海南省,2004,63.517,45.8,17.717,1.4,4.4,11.9,16.9,0.1,,28.4,0.4
460000,海南省,2003,62.179,45.414,16.765,1.6,11.2,4.0,16.7,,0.1,28.2,0.4
460000,海南省,2002,61.864,45.431,16.433,1.0,12.4,3.1,15.8,,0.5,28.6,0.5
460000,海南省,2001,60.63,44.78,15.85,0.9,11.8,3.2,15.9,0.1,0.2,28.1,0.5
460000,海南省,2000,59.584,45.1,14.5,0.9,10.4,3.2,14.8,,1.1,28.6,0.5
500000,重庆市,2019,82.8,82.8,,,,,,,,,
500000,重庆市,2018,,,,,,,,,,,
500000,重庆市,2017,,,,,,,,,,,
500000,重庆市,2016,99.6,99.6,,,,,,,,,
500000,重庆市,2015,96.7,96.7,,,,,,,,,
500000,重庆市,2014,93.6,93.6,,,,,,,,,
500000,重庆市,2013,88.0,88.0,,,,,,,,,
500000,重庆市,2012,84.342,84.342,,,,,,,,,
500000,重庆市,2011,81.245,81.245,,,,,,,,,
500000,重庆市,2010,76.39,76.39,,,,,,,,,
500000,重庆市,2009,52.859,52.859,,,,,,,,,
500000,重庆市,2008,49.386,49.386,,,,,26.9,5.2,0.5,16.2,0.5
500000,重庆市,2007,37.136972935315,37.14,,,,,14.4,5.2,0.5,16.6,0.5
500000,重庆市,2006,34.86,34.86,,,,,34.0,,12.6,23.5,1.3
500000,重庆市,2005,69.68,69.68,,,,,32.8,,12.1,23.5,1.2
500000,重庆市,2004,68.88,68.88,,,,,32.4,,12.1,23.1,1.2
500000,重庆市,2003,68.56,68.56,,,,,31.7,,12.1,23.2,1.5
500000,重庆市,2002,69.21,69.21,,,,,30.7,,14.6,21.6,2.3
500000,重庆市,2001,68.39,68.39,,,,,30.1,,14.5,21.6,2.2
500000,重庆市,2000,56.5,56.5,,,,,29.6,,2.2,23.9,0.8
510000,四川省,2019,193.1,193.1,,,,,,,,,
510000,四川省,2018,,,,,,,,,,,
510000,四川省,2017,,,,,,,,,,,
510000,四川省,2016,214.9,214.9,,,,,,,,,
510000,四川省,2015,211.5,211.5,,,,,,,,,
510000,四川省,2014,199.4,199.4,,,,,,,,,
510000,四川省,2013,196.8,196.8,,,,,,,,,
510000,四川省,2012,192.803,192.803,,,,,,,,,
510000,四川省,2011,188.423,188.423,,,,,,,,,
510000,四川省,2010,183.226,183.226,,,,,,,,,
510000,四川省,2009,179.028,179.028,,,,,,,,,
510000,四川省,2008,169.403,169.403,,,,,93.6,4.1,12.2,59.5,
510000,四川省,2007,160.0,159.984,,,,,85.9,4.1,11.5,58.4,
510000,四川省,2006,98.67,98.67,,,,,95.7,5.6,26.6,76.0,1.8
510000,四川省,2005,200.94,200.94,,,,,92.5,12.1,24.6,69.5,2.4
510000,四川省,2004,195.06,195.06,,,,,90.8,12.1,22.5,67.4,2.3
510000,四川省,2003,183.936,183.936,,,,,89.8,12.0,17.3,62.8,2.1
510000,四川省,2002,172.41,172.41,,,,,89.1,5.8,16.6,58.8,2.2
510000,四川省,2001,168.16,168.16,,,,,86.8,5.6,15.5,58.7,1.5
510000,四川省,2000,157.94,157.9,,,,,85.5,3.0,12.9,55.8,0.8
520000,贵州省,2019,61.5,61.5,,,,,,,,,
520000,贵州省,2018,,,,,,,,,,,
520000,贵州省,2017,,,,,,,,,,,
520000,贵州省,2016,60.8,60.8,,,,,,,,,
520000,贵州省,2015,59.9,59.9,,,,,,,,,
520000,贵州省,2014,58.9,58.9,,,,,,,,,
520000,贵州省,2013,56.2,56.2,,,,,,,,,
520000,贵州省,2012,49.325,49.325,,,,,,,,,
520000,贵州省,2011,32.572,32.572,,,,,,,,,
520000,贵州省,2010,29.855,29.855,,,,,,,,,
520000,贵州省,2009,25.517,25.517,,,,,,,,,
520000,贵州省,2008,24.856,24.856,,,,,2.7,0.1,0.7,21.1,0.3
520000,贵州省,2007,8.51751050888142,8.52,,,,,0.9,0.1,0.4,7.0,0.2
520000,贵州省,2006,0.008,0.008,,,,,5.8,0.4,2.1,36.5,1.1
520000,贵州省,2005,43.245,43.245,,,,,5.3,0.3,1.9,34.9,0.9
520000,贵州省,2004,34.79,34.794,,,,,5.4,0.3,1.5,26.5,1.1
520000,贵州省,2003,34.872,34.872,,,,,5.5,0.4,1.9,26.1,1.0
520000,贵州省,2002,31.46,31.46,,,,,5.0,0.4,1.6,21.6,2.9
520000,贵州省,2001,30.57,30.57,,,,,4.5,0.3,2.5,20.2,3.0
520000,贵州省,2000,26.43,26.4,,,,,4.5,0.3,2.3,18.8,0.5
530000,云南省,2019,93.9,93.9,,,,,,,,,
530000,云南省,2018,,,,,,,,,,,
530000,云南省,2017,,,,,,,,,,,
530000,云南省,2016,149.0,149.0,,,,,,,,,
530000,云南省,2015,142.2,142.2,,,,,,,,,
530000,云南省,2014,138.5,138.5,,,,,,,,,
530000,云南省,2013,134.9,134.9,,,,,,,,,
530000,云南省,2012,124.016,124.016,,,,,,,,,
530000,云南省,2011,117.017,117.017,,,,,,,,,
530000,云南省,2010,107.791,107.791,,,,,,,,,
530000,云南省,2009,75.286,75.286,,,,,,,,,
530000,云南省,2008,37.072,37.072,,,,,14.5,0.3,0.2,22.1,
530000,云南省,2007,36.3356630396025,36.339,,,,,14.0,0.3,0.2,21.8,
530000,云南省,2006,34.437,34.437,,,,,32.4,14.0,1.2,47.9,0.1
530000,云南省,2005,85.96,85.96,,,,,29.7,12.0,1.1,43.2,0.1
530000,云南省,2004,86.24,86.24,,,,,29.6,12.0,1.3,43.3,
530000,云南省,2003,86.241,86.241,,,,,29.3,12.9,1.2,42.6,0.3
530000,云南省,2002,83.8,83.8,,,,,29.4,12.8,0.4,41.2,
530000,云南省,2001,83.31,83.31,,,,,29.1,12.7,0.4,41.0,0.1
530000,云南省,2000,81.6,81.6,,,,,28.7,12.5,0.4,40.0,
540000,西藏自治区,2019,,,,,,,,,,,
540000,西藏自治区,2018,,,,,,,,,,,
540000,西藏自治区,2017,,,,,,,,,,,
540000,西藏自治区,2016,0.0,0.0,,,,,,,,,
540000,西藏自治区,2015,0.0,0.0,,,,,,,,,
540000,西藏自治区,2014,,,,,,,,,,,
540000,西藏自治区,2013,,,,,,,,,,,
540000,西藏自治区,2012,0.03,0.03,,,,,,,,,
540000,西藏自治区,2011,0.028,0.028,,,,,,,,,
540000,西藏自治区,2010,0.04,0.04,,,,,,,,,
540000,西藏自治区,2009,0.054,0.054,,,,,,,,,
540000,西藏自治区,2008,0.051,0.051,,,,,0.1,,,,
540000,西藏自治区,2007,,0.038,,,,,,,,,
540000,西藏自治区,2006,0.038,0.038,,,,,,,,,
540000,西藏自治区,2005,,,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,
610000,陕西省,2019,51.2,51.2,,,,,,,,,
610000,陕西省,2018,,,,,,,,,,,
610000,陕西省,2017,,,,,,,,,,,
610000,陕西省,2016,50.5,50.5,,,,,,,,,
610000,陕西省,2015,50.6,50.6,,,,,,,,,
610000,陕西省,2014,50.5,50.5,,,,,,,,,
610000,陕西省,2013,47.9,47.9,,,,,,,,,
610000,陕西省,2012,48.151,48.151,,,,,,,,,
610000,陕西省,2011,45.531,45.531,,,,,,,,,
610000,陕西省,2010,39.838,39.838,,,,,,,,,
610000,陕西省,2009,115.663,115.663,,,,,,,,,
610000,陕西省,2008,113.293,113.293,,,,,40.2,2.8,3.2,66.1,0.9
610000,陕西省,2007,6.78220856885954,6.782,,,,,2.3,,,3.6,0.8
610000,陕西省,2006,6.66,6.66,,,,,9.1,7.5,,25.4,1.0
610000,陕西省,2005,26.74,26.74,,,,,7.7,5.6,0.1,13.1,0.2
610000,陕西省,2004,26.13,26.13,,,,,7.7,5.7,0.1,12.3,0.4
610000,陕西省,2003,28.605,28.605,,,,,9.2,7.5,,11.6,0.3
610000,陕西省,2002,26.3,26.3,,,,,8.1,6.1,0.1,11.7,0.4
610000,陕西省,2001,28.77,28.77,,,,,9.3,7.5,,11.5,0.5
610000,陕西省,2000,28.64,28.6,,,,,9.5,7.5,,11.6,
620000,甘肃省,2019,6.1,6.1,,,,,,,,,
620000,甘肃省,2018,,,,,,,,,,,
620000,甘肃省,2017,,,,,,,,,,,
620000,甘肃省,2016,15.5,15.5,,,,,,,,,
620000,甘肃省,2015,15.5,15.5,,,,,,,,,
620000,甘肃省,2014,14.4,14.4,,,,,,,,,
620000,甘肃省,2013,13.9,13.9,,,,,,,,,
620000,甘肃省,2012,13.306,13.306,,,,,,,,,
620000,甘肃省,2011,12.71,12.71,,,,,,,,,
620000,甘肃省,2010,12.585,12.585,,,,,,,,,
620000,甘肃省,2009,12.564,12.564,,,,,,,,,
620000,甘肃省,2008,12.424,12.424,,,,,0.8,,6.3,5.3,0.1
620000,甘肃省,2007,12.2045104958678,12.205,,,,,0.8,,,11.3,0.1
620000,甘肃省,2006,12.08,12.08,,,,,3.2,0.1,0.1,16.5,0.3
620000,甘肃省,2005,18.92,18.92,,,,,2.9,0.1,0.1,15.5,0.3
620000,甘肃省,2004,19.37,19.37,,,,,3.2,,0.2,15.7,0.3
620000,甘肃省,2003,20.081,20.081,,,,,3.1,0.1,0.3,16.4,0.2
620000,甘肃省,2002,21.5,21.5,,,,,3.1,,,17.0,1.4
620000,甘肃省,2001,19.45,19.45,,,,,3.0,,1.0,15.5,
620000,甘肃省,2000,19.42,19.4,,,,,3.2,,0.8,15.5,
630000,青海省,2019,17.4,17.4,,,,,,,,,
630000,青海省,2018,,,,,,,,,,,
630000,青海省,2017,,,,,,,,,,,
630000,青海省,2016,42.4,42.4,,,,,,,,,
630000,青海省,2015,42.4,42.4,,,,,,,,,
630000,青海省,2014,42.4,42.4,,,,,,,,,
630000,青海省,2013,42.4,42.4,,,,,,,,,
630000,青海省,2012,42.431,42.431,,,,,,,,,
630000,青海省,2011,42.431,42.431,,,,,,,,,
630000,青海省,2010,37.982,37.982,,,,,,,,,
630000,青海省,2009,33.5,33.5,,,,,,,,,
630000,青海省,2008,4.266,4.266,,,,,0.1,3.4,,0.8,
630000,青海省,2007,4.26456896551724,4.265,,,,,0.1,,,0.8,3.4
630000,青海省,2006,38.2,38.2,,,,,0.1,4.2,,42.1,
630000,青海省,2005,42.75,42.75,,,,,0.3,4.2,,38.2,
630000,青海省,2004,42.76,42.76,,,,,0.3,4.2,,38.2,
630000,青海省,2003,43.4,43.4,,,,,1.0,4.2,,38.2,
630000,青海省,2002,43.34,43.34,,,,,0.9,4.2,,38.2,
630000,青海省,2001,43.67,43.67,,,,,0.5,4.2,,38.9,
630000,青海省,2000,5.95,6.0,,,,,0.5,4.5,,0.9,
640000,宁夏回族自治区,2019,23.5,23.5,,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,,,,
640000,宁夏回族自治区,2016,47.5,47.5,,,,,,,,,
640000,宁夏回族自治区,2015,46.8,46.8,,,,,,,,,
640000,宁夏回族自治区,2014,46.7,46.7,,,,,,,,,
640000,宁夏回族自治区,2013,45.9,45.9,,,,,,,,,
640000,宁夏回族自治区,2012,45.426,45.426,,,,,,,,,
640000,宁夏回族自治区,2011,43.211,43.211,,,,,,,,,
640000,宁夏回族自治区,2010,40.426,40.426,,,,,,,,,
640000,宁夏回族自治区,2009,33.297,33.297,,,,,,,,,
640000,宁夏回族自治区,2008,28.18,28.18,,,,,11.1,15.9,0.1,1.0,
640000,宁夏回族自治区,2007,17.1,17.05,,,,,9.6,7.1,0.3,0.1,
640000,宁夏回族自治区,2006,13.974,13.974,,,,,8.4,9.4,0.3,1.2,0.1
640000,宁夏回族自治区,2005,17.13,17.13,,,,,8.7,6.7,0.3,1.0,0.5
640000,宁夏回族自治区,2004,14.29,14.29,,,,,7.1,6.0,0.3,0.8,0.1
640000,宁夏回族自治区,2003,13.367,13.367,,,,,6.6,5.0,0.2,1.4,0.1
640000,宁夏回族自治区,2002,13.33,13.33,,,,,6.9,5.2,0.1,1.0,0.1
640000,宁夏回族自治区,2001,11.76,11.76,,,,,6.3,4.2,0.1,1.1,0.1
640000,宁夏回族自治区,2000,11.54,11.5,,,,,6.2,4.2,0.1,1.0,0.1
650000,新疆维吾尔自治区,2019,114.3,114.3,,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,,,,,,
650000,新疆维吾尔自治区,2016,75.1,75.1,,,,,,,,,
650000,新疆维吾尔自治区,2015,72.7,72.7,,,,,,,,,
650000,新疆维吾尔自治区,2014,72.4,72.4,,,,,,,,,
650000,新疆维吾尔自治区,2013,70.7,70.7,,,,,,,,,
650000,新疆维吾尔自治区,2012,71.108,71.108,,,,,,,,,
650000,新疆维吾尔自治区,2011,74.0,74.0,,,,,,,,,
650000,新疆维吾尔自治区,2010,73.289,73.289,,,,,,,,,
650000,新疆维吾尔自治区,2009,73.433,73.433,,,,,,,,,
650000,新疆维吾尔自治区,2008,73.917,73.917,,,,,10.0,5.1,8.5,50.3,
650000,新疆维吾尔自治区,2007,109.694877441218,109.695,,,,,9.1,34.6,9.1,47.6,9.3
650000,新疆维吾尔自治区,2006,109.44,109.44,,,,,10.9,6.8,9.6,46.7,0.2
650000,新疆维吾尔自治区,2005,76.04,76.04,,,,,10.6,5.8,6.5,48.1,5.1
650000,新疆维吾尔自治区,2004,75.0,75.0,,,,,10.7,5.9,8.3,46.9,3.2
650000,新疆维吾尔自治区,2003,64.4,64.4,,,,,10.5,4.9,8.4,40.5,
650000,新疆维吾尔自治区,2002,62.63,62.63,,,,,11.9,4.9,8.7,36.3,0.9
650000,新疆维吾尔自治区,2001,63.34,63.34,,,,,11.6,4.9,7.7,38.9,0.4
650000,新疆维吾尔自治区,2000,69.81,69.8,,,,,11.9,5.2,8.9,43.1,0.8
