省份编码,省份,年份,劳均粮食产量(公斤/人),劳均棉花产量(公斤/人),劳均油料产量(公斤/人),劳均糖料产量(公斤/人),劳均水果产量(公斤/人),劳均园林水果产量(公斤/人),劳均瓜果类产量(公斤/人),劳均蔬菜产量(公斤/人)
370000,山东省,2007,2094.38134181433,50.5294563077389,165.88298248271,0.005250138825786,1282.83684183957,673.382351456409,609.454490383159,4211.38461305467
370000,山东省,2006,2017.35937403734,50.4269607541125,161.770488571253,0.007935432197646,1238.81530404781,620.450150945721,618.365153102089,3956.08974431643
370000,山东省,2005,1853.92032749258,40.0516942771619,172.197347404787,,1205.30301345228,568.605056731463,636.697956720815,4073.2974290413
370000,山东省,2004,1582.40976975031,49.3936126747571,166.357537223775,,1115.26213006835,519.992800478768,595.269329589582,3997.38441393647
370000,山东省,2003,1482.26416396831,37.8303236091666,156.099000545784,,1089.84293058183,457.313360068859,632.529570512973,3766.24407565046
370000,山东省,2002,1370.47234344532,30.0527221608303,141.668154641128,0.076750347020617,,,,
370000,山东省,2001,1519.57360779269,31.8960566889256,154.088014866548,0.035450999611999,,,,
370000,山东省,2000,,,,,,,,
410000,河南省,2019,,,,,,,,
410000,河南省,2018,,,,,,,,
410000,河南省,2017,,,,,,,,
410000,河南省,2016,,,,,,,,
410000,河南省,2015,,,,,,,,
410000,河南省,2014,,,,,,,,
410000,河南省,2013,,,,,,,,
410000,河南省,2012,2141.3204670301,9.7548452758679,216.278342039355,10.2080900489322,962.708759377724,330.555343522321,632.153415855402,2662.76135627849
410000,河南省,2011,2070.51519124948,14.2834728619619,198.87536563225,9.97048792059383,901.845924531262,311.401898485918,590.444026045344,2506.56109560793
410000,河南省,2010,1994.28902590662,16.4032270488165,198.334317562437,9.57910451045912,878.101440397898,291.963335326244,586.138105071653,2429.73484501143
410000,河南省,2009,1927.58586770873,18.5086873708966,190.641068059269,10.1133337506371,796.964079085032,270.377558593925,526.586520491107,2278.61599406236
410000,河南省,2008,1867.18913125183,22.6493965673242,175.856916159746,7.21735408343657,741.096897228525,248.502415122705,492.59448210582,2225.22334665015
410000,河南省,2007,1763.28882434413,25.212795998225,162.700593004962,5.57982707383651,702.123421678971,223.044327457071,479.079094221899,2096.18997673699
410000,河南省,2006,1657.9132986874,26.268211410457,149.200100532661,4.89691348515927,650.414145918293,191.918244245721,458.495901672572,1867.96170029917
410000,河南省,2005,1440.28038631702,21.2804413255483,141.324668180711,7.91968755157049,579.05655662342,174.673382945785,404.383173677634,1848.36381067637
410000,河南省,2004,1299.52930194533,20.3379386292711,124.689409446297,6.81734292015826,499.85732632523,154.68248472443,345.1748416008,1597.72618978619
410000,河南省,2003,1063.25837291357,11.220977598258,92.3153133428952,6.31156904535307,392.753369346505,128.200130767432,264.553238579073,1343.54778894315
410000,河南省,2002,1226.46258543037,22.2803572781141,122.55475409454,8.13040767693482,,,,
410000,河南省,2001,1171.94864894849,23.5449065685084,103.142222386578,7.45349760056437,,,,
410000,河南省,2000,,,,,,,,
420000,湖北省,2019,,,,,,,,
420000,湖北省,2018,,,,,,,,
420000,湖北省,2017,,,,,,,,
420000,湖北省,2016,,,,,,,,
420000,湖北省,2015,,,,,,,,
420000,湖北省,2014,,,,,,,,
420000,湖北省,2013,,,,,,,,
420000,湖北省,2012,2757.14463150526,61.5719883021126,360.943170398473,35.096134954778,1000.05295665233,611.674627101611,388.378329550715,3959.19108431286
420000,湖北省,2011,2675.0701378117,58.8877627018037,341.272504297866,36.3857607642642,957.775525403607,584.374135526971,373.401389876636,3761.51464074321
420000,湖北省,2010,2482.27368466185,50.5715832292711,334.218139527405,34.6910556469636,834.489541071993,468.556008725152,365.933532346841,3356.64113791422
420000,湖北省,2009,2354.43463897343,48.9964261862156,320.215754350009,35.1029064639636,740.060566202224,408.726835212007,331.333730990217,3038.06799932704
420000,湖北省,2008,2179.89361025335,50.2488463025403,279.66233245083,25.9082033639518,671.6339683767,369.636150981438,301.997817395262,2829.21206011461
420000,湖北省,2007,2048.70915124585,52.2432832742749,238.812456643606,13.9677897144571,613.769897069576,312.37621163545,301.393685434126,2489.21761628888
420000,湖北省,2006,1919.09818567465,50.4664950927733,232.633628787844,14.8109106368195,571.631704295595,276.486818828025,295.144885467569,2421.78068102341
420000,湖北省,2005,1972.72014822264,33.9716084784076,266.274818911977,38.8653176231829,513.495870875972,236.278307036498,277.217563839474,2642.73976326054
420000,湖北省,2004,1895.055991193,35.6818572292255,283.685312350547,41.753458279568,489.695635303778,221.972460093304,267.723175210475,2703.64587939109
420000,湖北省,2003,1713.91099532493,28.9961100603119,243.318225616502,67.776935155776,545.637825202527,213.876378430463,331.761446772064,2803.05485171835
420000,湖北省,2002,1799.80568780801,28.3636891180776,215.666574346394,80.813473484299,,,,
420000,湖北省,2001,1857.25514036954,32.4380658748942,242.695529452635,68.1053477213019,,,,
420000,湖北省,2000,,,,,,,,
430000,湖南省,2019,,,,,,,,
430000,湖南省,2018,,,,,,,,
430000,湖南省,2017,,,,,,,,
430000,湖南省,2016,,,,,,,,
430000,湖南省,2015,,,,,,,,
430000,湖南省,2014,,,,,,,,
430000,湖南省,2013,,,,,,,,
430000,湖南省,2012,1615.83317657808,13.4684115765996,111.689676188429,39.6800338591353,488.673033509795,297.605767070647,191.067266439148,1870.80224652675
430000,湖南省,2011,1577.85257236108,12.65707936,115.566649488963,38.7731898995104,466.390749806751,284.44929356695,181.941456239801,1791.52709782702
430000,湖南省,2010,1527.14001469492,12.1742581479038,104.721091500008,41.0788430700583,422.835475895505,247.194021205734,175.641454689771,1674.86149770191
430000,湖南省,2009,1550.07422755284,11.3210368360906,95.7187790368575,41.7392743856201,382.20605355064,213.504021104122,168.702032446519,1518.83382640365
430000,湖南省,2008,1488.58091273095,13.0867755108539,71.0046196423691,40.8817918162544,351.896706813243,188.44611788181,163.450588931432,1368.20842255532
430000,湖南省,2007,1412.44242049044,12.8117687795767,57.7681545149219,36.740720628386,330.850340492954,165.99928648626,164.851054006694,1391.45908313484
430000,湖南省,2006,1370.53216428623,11.739903610769,56.5751832294754,32.5917321461429,302.715194514154,147.19186004482,155.523334469333,1173.79991944728
430000,湖南省,2005,1363.9222056169,10.0571059043381,71.7880029227632,51.1227942430731,264.520710119431,123.869504225022,140.651205894409,1221.57530825222
430000,湖南省,2004,1328.78325733096,10.2175379256888,70.2682229537241,55.74970555371,251.337138485388,116.293600700631,135.043537784757,1160.32902485429
430000,湖南省,2003,1216.11442596589,8.11994214976837,62.5812056446293,70.8421390645886,255.090745705417,104.74755244233,150.343193263087,1143.03698780515
430000,湖南省,2002,1226.64757360351,7.50318149607554,58.4820524389018,88.4590770105952,,,,
430000,湖南省,2001,1307.63550078086,9.20085713248024,66.5337707775935,80.582753235433,,,,
430000,湖南省,2000,,,,,,,,
440000,广东省,2019,,,,,,,,
440000,广东省,2018,,,,,,,,
440000,广东省,2017,,,,,,,,
440000,广东省,2016,,,,,,,,
440000,广东省,2015,,,,,,,,
440000,广东省,2014,,,,,,,,
440000,广东省,2013,,,,,,,,
440000,广东省,2012,1004.87938593927,,69.5234503461679,1057.32838587979,1000.39109787965,920.507098036102,79.8839998435465,2146.52730882595
440000,广东省,2011,948.205490018865,,64.0284474884747,968.465017334648,915.691785385694,839.58975124298,76.1020341427132,1986.35265489699
440000,广东省,2010,880.591724675906,,58.9707292833119,869.661200713495,826.684720550639,755.001869223142,71.6828513274963,1818.4498377632
440000,广东省,2009,859.2851166196,,55.3308362096015,819.418732350173,758.828901265558,694.155815291287,64.6730859742705,1678.15042882544
440000,广东省,2008,810.042404687984,,53.1163952253074,780.986765248839,704.400481879598,640.699086972688,63.7013949069099,1583.96006073494
440000,广东省,2007,838.25014971316,,50.7127312104275,770.384381442902,689.779846944801,620.287363139204,69.4924838055969,1534.30848832185
440000,广东省,2006,810.351882987698,,50.5921069709881,727.184793910823,652.943498433132,582.753114462709,70.1903839704229,1552.68780861393
440000,广东省,2005,912.207490722425,,50.3602805342575,728.63633539865,618.917163922902,543.861236901045,75.0559270218575,1697.6047998169
440000,广东省,2004,906.014843521459,,50.5241458822082,723.749882022528,592.465723959308,513.527518603939,78.938205355369,1667.10309640676
440000,广东省,2003,923.306319652211,,52.8874946343793,732.035643858341,540.235925936684,463.839363806831,76.3965621298529,1668.06937707161
440000,广东省,2002,947.579942426691,,48.9315466060862,842.862398662364,,,,
440000,广东省,2001,1020.29501389396,,51.5846136119636,773.481435202658,,,,
440000,广东省,2000,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,
450000,广西壮族自治区,2016,,,,,,,,
450000,广西壮族自治区,2015,,,,,,,,
450000,广西壮族自治区,2014,,,,,,,,
450000,广西壮族自治区,2013,,,,,,,,
450000,广西壮族自治区,2012,954.787601714232,0.141845339711873,35.0348344119623,5034.48937928196,851.992811283327,662.898763193514,189.094048089814,1515.36494954074
450000,广西壮族自治区,2011,921.604960153136,0.146368344220191,32.3157586050214,4685.56844218579,788.221505383274,608.29227264085,179.929232742425,1447.82932071811
450000,广西壮族自治区,2010,910.046909634517,0.133383164080623,29.5161477395742,4587.61952935718,705.194211041806,542.408178256611,162.786032785195,1372.13007113769
450000,广西壮族自治区,2009,949.658124373282,0.134154137717303,27.3092262609807,4873.8355946559,655.997442828725,502.767326620218,153.230116208507,1338.99322739029
450000,广西壮族自治区,2008,917.71371043359,0.132916160828555,24.7049688930124,5405.85949708999,563.0979335485,434.318294725137,128.779638823363,1325.98576744278
450000,广西壮族自治区,2007,928.17411292196,0.137560961669464,22.4741159173908,5142.28587258245,572.540249555552,459.160283782212,113.37996577334,1319.91886956918
450000,广西壮族自治区,2006,949.350721033154,0.133001273487194,22.3442139458485,4240.34660131871,513.557152309733,407.55513734044,106.002014969293,1266.10562296134
450000,广西壮族自治区,2005,985.231138152948,0.058956210109334,41.855530788059,3414.61729801702,507.975516612071,378.628373835366,129.347142776705,1411.36556493629
450000,广西壮族自治区,2004,914.904404428962,0.057308277317109,38.1546865544707,3273.5501365651,459.468786287882,344.398802806535,115.069983481347,1273.57035147114
450000,广西壮族自治区,2003,945.828258603047,0.046093808000568,35.9574955697653,3138.66812135454,413.914067972228,298.406277537661,115.507790434566,1207.83949800357
450000,广西壮族自治区,2002,955.502429243464,0.053083468291304,35.9821726947893,2951.96961517699,,,,
450000,广西壮族自治区,2001,971.364853096651,0.06105575032697,36.7796626509121,2347.96533318766,,,,
450000,广西壮族自治区,2000,,,,,,,,
460000,海南省,2019,,,,,,,,
460000,海南省,2018,,,,,,,,
460000,海南省,2017,,,,,,,,
460000,海南省,2016,,,,,,,,
460000,海南省,2015,,,,,,,,
460000,海南省,2014,,,,,,,,
460000,海南省,2013,,,,,,,,
460000,海南省,2012,943.584595010051,,49.0107413976587,1967.22111387017,2027.69495092823,1582.73929289346,444.955658034764,2360.17978006385
460000,海南省,2011,908.361914883339,,47.993333655379,1873.18583643302,1950.10675812763,1488.6705956234,461.436162504227,2265.87701077243
460000,海南省,2010,874.044562091817,,45.9659137574017,1867.26728848245,1817.39011321137,1382.67514037856,434.714972832809,2143.68649591808
460000,海南省,2009,918.482064895037,,44.5726641451386,2345.97492979957,1715.55485816833,1311.83707380672,403.717784361614,2007.32420272851
460000,海南省,2008,915.259022772055,,43.3514778140823,2588.06662010825,1622.22167460654,1236.46430050133,385.757374105205,1891.64372833163
460000,海南省,2007,895.265759010093,,34.5153951665232,2046.92150889856,1547.52474148886,1176.77869761781,370.746043871048,1808.20986441641
460000,海南省,2006,830.190633613901,,31.4910844243366,1374.25486032004,1267.74431461712,963.258182877305,304.486131739819,1747.79946922154
460000,海南省,2005,796.562598106055,,44.4112283047326,1452.02584611348,1147.26781631995,846.155700394585,301.112115925369,1625.19907557088
460000,海南省,2004,1005.81995185313,,48.0849712970556,2211.03991957885,1008.63416311738,758.969339435465,249.664823681913,1661.55815983704
460000,海南省,2003,1109.11505624068,,52.123051904052,2179.58964629354,1048.81582870308,802.571622171026,246.24420653205,1617.50372679225
460000,海南省,2002,1043.14397920239,,55.5301731290447,2073.05769124398,,,,
460000,海南省,2001,1096.41826990395,,57.6963790641015,1796.73135624072,,,,
460000,海南省,2000,,,,,,,,
500000,重庆市,2019,,,,,,,,
500000,重庆市,2018,,,,,,,,
500000,重庆市,2017,,,,,,,,
500000,重庆市,2016,,,,,,,,
500000,重庆市,2015,,,,,,,,
500000,重庆市,2014,,,,,,,,
500000,重庆市,2013,,,,,,,,
500000,重庆市,2012,1912.07473339491,0.01528255940885,84.1618335712486,19.9552380552523,489.030817029138,420.648585103703,68.3822319254345,2534.7951969099
500000,重庆市,2011,1832.12627897095,0.015282578535179,75.6117766574708,19.192317350222,424.540244353799,359.16108073518,65.3791636186187,2289.07875234655
500000,重庆市,2010,1812.34735116052,0.0145790419218,69.6813930666466,18.3151957510715,373.836576778251,317.531689820693,56.3048869575577,2052.88351502268
500000,重庆市,2009,1715.5247522751,0.014331239137015,61.1548670660657,17.4489624974854,321.126712969643,272.605361195877,48.5213517737661,1776.24183769932
500000,重庆市,2008,1676.93057140988,0.014250710717843,51.8794215374772,16.2638417298618,281.055715916444,236.261515083214,44.7942008332303,1446.18408137447
500000,重庆市,2007,1510.1148547833,0.015822894618134,42.579270620077,15.6331586800375,244.135882577466,205.685832263437,38.4500503140289,1187.18040181824
500000,重庆市,2006,1065.40146947382,0.016605713156074,38.1445092418701,13.3865770485322,192.078811241804,159.25748739745,32.8213238443544,1054.17534842345
500000,重庆市,2005,1481.83242321036,0.021183350140482,54.1787646428322,14.5376131311402,196.138287954031,163.392507182678,32.745780771353,1129.53187333118
500000,重庆市,2004,1418.19803967733,0.024287183554107,51.7343031684861,14.5889146355064,170.040891686596,139.816483067124,30.2244086194719,1064.28061610141
500000,重庆市,2003,1305.11252108457,0.027132318072405,45.9499012551698,13.6213841083852,154.375686561699,127.061726023615,27.3139605380843,1008.66337317142
500000,重庆市,2002,1246.0428010637,0.033729724751632,40.3424775806693,13.8816811907859,,,,
500000,重庆市,2001,1133.36876840963,,33.1779726706974,11.1640422563285,,,,
500000,重庆市,2000,,,,,,,,
510000,四川省,2019,,,,,,,,
510000,四川省,2018,,,,,,,,
510000,四川省,2017,,,,,,,,
510000,四川省,2016,,,,,,,,
510000,四川省,2015,,,,,,,,
510000,四川省,2014,,,,,,,,
510000,四川省,2013,,,,,,,,
510000,四川省,2012,1595.99186982965,0.640996553692669,138.541482488683,29.6236793197368,395.570520995056,334.281881532388,61.2886394626683,1812.50990423688
510000,四川省,2011,1561.04678914785,0.692407434729573,132.054238645621,41.7139852690792,368.320775860552,309.189655186314,59.1311206742379,1694.80790697041
510000,四川省,2010,1506.35130459656,0.661356882312244,125.505204796871,43.7655136972736,337.890783337499,280.231026214387,57.6597571231116,1593.00700395634
510000,四川省,2009,1475.80048236307,0.686483289548465,120.926664667119,43.4896403273361,318.531803498085,262.54890644852,55.9828970495655,1490.92916968437
510000,四川省,2008,1433.23776513044,0.70872238150256,114.08399161282,53.1587430641733,289.888267933302,235.989946795612,53.8983211376895,1405.07080890639
510000,四川省,2007,1356.1840188645,0.749596236848576,91.5154809924867,45.7919474609696,265.227318833463,212.568530416824,52.6587884166391,1212.04102183439
510000,四川省,2006,1248.44310234859,0.686541113666953,88.64701283019,43.5829622900071,233.703685432677,185.022393568883,48.6812918637937,1167.62565304571
510000,四川省,2005,1370.89690175208,1.05505823963748,99.1916549602221,56.846818014066,225.056264898727,177.495948861118,47.5603160376089,1158.79757856172
510000,四川省,2004,1316.3382479361,1.38460862708351,94.6473010819935,61.2087036366945,206.999387156217,161.241542023723,45.7578451324935,1097.6245505638
510000,四川省,2003,1242.19838324267,1.03138949616147,88.3032589353806,69.4764349992374,189.103014896538,141.628105140068,47.4749097564696,1073.6083379938
510000,四川省,2002,1231.79771525197,0.927820051514973,79.2464263945418,67.4442674846143,,,,
510000,四川省,2001,1122.61709991542,1.14290975140543,69.4253803913144,59.7542632789319,,,,
510000,四川省,2000,,,,,,,,
520000,贵州省,2019,,,,,,,,
520000,贵州省,2018,,,,,,,,
520000,贵州省,2017,,,,,,,,
520000,贵州省,2016,,,,,,,,
520000,贵州省,2015,,,,,,,,
520000,贵州省,2014,,,,,,,,
520000,贵州省,2013,,,,,,,,
520000,贵州省,2012,938.967136150235,0.104378004944908,76.0069324391618,111.404732237799,128.492890335684,78.3337791143961,50.1591112212879,1196.54413123794
520000,贵州省,2011,745.158509125536,0.087440769288422,67.0041874696103,37.0687678737345,108.797051249128,67.5769287572721,41.2201224918563,1062.25051975847
520000,贵州省,2010,928.715472447363,0.083161072602497,50.3779925409695,43.6366854718399,103.091007728928,58.124830531135,44.9661771977933,1003.64009206999
520000,贵州省,2009,969.866174042027,0.078368328237109,65.3165148591622,53.3724012732363,99.4030018639459,53.3104703697777,46.0925314941681,896.130377004375
520000,贵州省,2008,962.722879595583,0.074573611657793,56.8579310761084,59.6843291536223,95.0103561297326,51.2817038133179,43.7286523164148,823.935568732074
520000,贵州省,2007,898.407132511675,0.045864568539477,56.8516626008108,54.6855002471749,92.1073973550752,49.2279430291875,42.8794543258878,715.993085222612
520000,贵州省,2006,825.391392964866,0.041826191974906,54.2659058010543,50.8196184242626,86.8233818273307,43.7143344244191,43.1090474029116,626.601124122644
520000,贵州省,2005,901.249515026673,0.044434293746432,66.4079907567281,53.0371015791815,75.0717392845977,40.2278211953068,34.8439180892909,657.024789994179
520000,贵州省,2004,880.70512795958,0.047728674360968,63.3656759583083,50.3980326286395,66.7800765344232,36.1440900332875,30.6359865011358,593.512117950348
520000,贵州省,2003,825.328766608826,0.043422621878088,54.0431524449795,56.61166405614,58.8581307831823,32.7216735123314,26.1364572708508,532.261046189973
520000,贵州省,2002,759.826610829476,0.047755491881566,53.2476673278966,54.3655131878628,,,,
520000,贵州省,2001,803.021456721646,,52.0540067143483,47.5277331776383,,,,
520000,贵州省,2000,,,,,,,,
530000,云南省,2019,,,,,,,,
530000,云南省,2018,,,,,,,,
530000,云南省,2017,,,,,,,,
530000,云南省,2016,,,,,,,,
530000,云南省,2015,,,,,,,,
530000,云南省,2014,,,,,,,,
530000,云南省,2013,,,,,,,,
530000,云南省,2012,1071.27638284518,0.043032347297869,38.4861935588979,1251.76261590859,355.922026685139,312.801961015792,43.1200656693464,901.964369093943
530000,云南省,2011,1015.61585228518,0.026998535652586,36.8638212127719,1152.26319670248,289.116322271489,246.008757441399,43.1075648300896,813.172348268488
530000,云南省,2010,925.8349651099,0.023717339863887,20.6969287707872,1058.85635071838,240.62511215771,206.598711831569,34.0264003261406,758.947304479272
530000,云南省,2009,950.81788203526,0.023979673774537,30.2421431521405,1062.06184374146,206.659758969005,183.207921408172,23.4518375608336,746.609982906418
530000,云南省,2008,913.888353955033,0.021550479033268,18.2811431803957,1142.74582952193,188.627431274373,160.187220162727,28.440211111646,702.063285349766
530000,云南省,2007,874.314094305206,0.018429483582407,13.2020763844933,892.564011629908,150.817526265306,121.131087857281,29.6864384080254,666.39103246109
530000,云南省,2006,865.734271964458,0.014314075160773,14.6695512596832,873.455557320892,119.895109308158,96.5507533450241,23.3443559631338,614.009381361708
530000,云南省,2005,895.383096868379,0.013002863585185,21.4092739969325,836.844205007876,100.295046795533,80.7531022172838,19.5419445782492,573.833037321174
530000,云南省,2004,892.15266183011,0.016194092702315,19.7479868201362,998.124676783049,85.7329452267321,68.2748858582426,17.4580593684895,523.138639755316
530000,云南省,2003,868.808452958565,0.018545479244124,17.5410702631509,1001.24485052875,74.543140387506,57.0108113056549,17.5323290818511,495.576253517882
530000,云南省,2002,841.676808015407,0.022301121259024,16.271146189019,1024.17634722403,,,,
530000,云南省,2001,883.734481282405,,16.447046092375,880.873685962993,,,,
530000,云南省,2000,,,,,,,,
540000,西藏自治区,2019,,,,,,,,
540000,西藏自治区,2018,,,,,,,,
540000,西藏自治区,2017,,,,,,,,
540000,西藏自治区,2016,,,,,,,,
540000,西藏自治区,2015,,,,,,,,
540000,西藏自治区,2014,,,,,,,,
540000,西藏自治区,2013,,,,,,,,
540000,西藏自治区,2012,1031.69339494428,,68.8337265561294,,14.7486817069856,10.5953574340853,4.15332427290024,713.133938570264
540000,西藏自治区,2011,1021.91452245966,,69.2486807675534,,14.7602267771478,10.7484409071086,4.01178587003925,654.933449629307
540000,西藏自治区,2010,998.084815321477,,64.182708618331,,23.7918796169631,10.3789110807114,13.4129685362517,636.068946648427
540000,西藏自治区,2009,1008.85941940157,,64.4727363904831,,13.7617763414498,9.74775728534017,4.01401905610966,614.141148938541
540000,西藏自治区,2008,1080.19323671498,,68.5490196078431,,12.1128161409491,9.63240693378801,2.48040920716113,547.210002841716
540000,西藏自治区,2007,1077.17908991794,,59.9778045561485,,12.4936248350261,8.12790497503873,4.36571985998738,517.18559706203
540000,西藏自治区,2006,1073.25858362865,,63.4376459652588,,10.3920757566955,8.00411317027828,2.38796258641724,522.057747051647
540000,西藏自治区,2005,1094.1893158388,,71.8350281162137,,10.4005388940956,10.1585637300843,0.241975164011246,502.840909090909
540000,西藏自治区,2004,1132.14222536706,,63.6747449731706,,10.4959018810071,9.94516186095878,0.550740020048352,353.627253965446
540000,西藏自治区,2003,1115.47344110854,,57.1362586605081,,12.3475750577367,9.93071593533487,2.41685912240185,297.84064665127
540000,西藏自治区,2002,1106.50754334609,,50.9479846881333,13.8816811907859,,,,
540000,西藏自治区,2001,1098.01072865445,,48.6645060348681,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,,,,,,,,
610000,陕西省,2018,,,,,,,,
610000,陕西省,2017,,,,,,,,
610000,陕西省,2016,,,,,,,,
610000,陕西省,2015,,,,,,,,
610000,陕西省,2014,,,,,,,,
610000,陕西省,2013,,,,,,,,
610000,陕西省,2012,1545.16693846597,8.33975653351458,74.869425265161,0.206874410603387,2102.02612413036,1784.23898288279,317.787141247568,1893.28966177709
610000,陕西省,2011,1428.40634771012,8.06409332334513,70.5014839727535,0.186038359172758,1897.61805822702,1593.37348426114,304.244573965881,1712.73023068936
610000,陕西省,2010,1352.10902718199,8.03674384428542,65.0867144812687,0.234114851732,1713.76215196236,1437.53959103258,276.222560929783,1606.44643427237
610000,陕西省,2009,1275.17725572477,9.67552295341602,61.2892071359433,0.187320540835652,1539.65706590662,1296.64405445505,243.013011451574,1417.40201061889
610000,陕西省,2008,1215.74892760221,11.0184496191894,54.1269806530684,0.323579620064782,1364.54149522892,1168.33854941784,196.202945811083,1167.73253523593
610000,陕西省,2007,1139.669788202,9.58032517461995,41.7781619683363,5.76895011664348,1200.54576403229,1003.41075840283,197.135005629459,990.475489175965
610000,陕西省,2006,1098.10197134254,9.31014692923109,43.5875276002171,5.48653654563747,1109.97928995642,929.522615051406,180.456674905013,894.254201293192
610000,陕西省,2005,1094.28359017265,8.1589701353953,47.5845499325909,0.309504949456268,950.695232050024,803.390180824332,147.305051225692,912.708902726267
610000,陕西省,2004,1068.85370578774,8.45422171520188,47.340969470866,0.690027286601816,881.953741244906,756.022836470522,125.930904774385,807.130487510342
610000,陕西省,2003,976.263804948863,5.31682704182187,41.6696490228793,0.810629621602004,736.873012112567,626.183306534132,110.689705578434,731.106563367929
610000,陕西省,2002,1015.31657966742,4.34033702533243,41.4757226659128,3.13469907010087,,,,
610000,陕西省,2001,982.465494346304,5.01257494668223,37.7622630880045,1.95082692849382,,,,
610000,陕西省,2000,,,,,,,,
620000,甘肃省,2019,,,,,,,,
620000,甘肃省,2018,,,,,,,,
620000,甘肃省,2017,,,,,,,,
620000,甘肃省,2016,,,,,,,,
620000,甘肃省,2015,,,,,,,,
620000,甘肃省,2014,,,,,,,,
620000,甘肃省,2013,,,,,,,,
620000,甘肃省,2012,1570.63394335697,11.4684443689581,94.8347557782401,34.8892474487991,799.67163460858,509.124028703664,290.547605904916,2067.03409621672
620000,甘肃省,2011,1408.93184469255,10.5479642281842,88.2066877742598,25.1106759984447,720.823196133978,457.575959562295,263.247236571682,1833.85435760707
620000,甘肃省,2010,1314.79296435529,10.37126471476,87.8820349587026,30.2047032351892,670.279065938589,410.854347885739,259.42471805285,1695.05611502895
620000,甘肃省,2009,1240.9703725513,13.0703129814375,80.1724102514944,27.964285469746,629.759460995433,380.095996494279,249.663464501154,1568.47069778907
620000,甘肃省,2008,1209.6993791526,16.7711850560941,72.8934756562466,27.3513233852522,560.427649493519,337.846639799586,222.581009693933,1473.54414007189
620000,甘肃省,2007,1104.26159206647,17.3444116858751,56.772626641651,37.2581077459126,480.351514339319,305.681318681319,174.670195658001,1214.86411149826
620000,甘肃省,2006,1068.58064772081,16.8620320289874,59.501355479443,25.1488382549359,440.062814901017,271.217022176966,168.845792724051,1111.44910670599
620000,甘肃省,2005,1097.86301801152,14.4978945020924,65.9927324246678,19.0790906347978,368.238990410474,226.220860827244,142.018129583229,1137.24265043487
620000,甘肃省,2004,1057.50807107798,14.4314811412373,63.6556077587338,20.8257434578335,322.383133415575,185.018110711567,137.365022704008,1066.38888159794
620000,甘肃省,2003,1053.17651453998,11.5520657518162,61.4241779355157,26.6141417106413,330.543506541158,193.956516808208,136.58698973295,977.457720968398
620000,甘肃省,2002,1090.86601113612,9.69630863362997,58.4342697059869,40.2143807884485,,,,
620000,甘肃省,2001,1080.44295263505,14.1978583928623,55.1042832142755,64.7166150271108,,,,
620000,甘肃省,2000,,,,,,,,
630000,青海省,2019,,,,,,,,
630000,青海省,2018,,,,,,,,
630000,青海省,2017,,,,,,,,
630000,青海省,2016,,,,,,,,
630000,青海省,2015,,,,,,,,
630000,青海省,2014,,,,,,,,
630000,青海省,2013,,,,,,,,
630000,青海省,2012,871.057712937138,,302.29221197168,0.030036472859901,31.5769148251448,12.0918257884574,19.4850890366874,1362.35829221197
630000,青海省,2011,864.575491426182,,278.422417398578,0.092011710581347,37.1166875784191,11.301547469678,25.8151401087411,1209.64700961941
630000,青海省,2010,846.262341325811,,285.253463867917,0.364224674354932,31.8576288061064,11.9364473575044,19.921181448602,1175.01866755165
630000,青海省,2009,853.332225361476,,304.151570550108,0.498587335881669,27.7538640518531,12.1115173674589,15.6423466843942,987.730596642845
630000,青海省,2008,846.816121116333,,292.995050534459,,27.1488582955538,11.0144324751487,16.1344258204051,915.691885372042
630000,青海省,2007,870.897272913677,,229.792872667624,5.62558950174287,27.0502358006972,11.3561615747386,15.6940742259586,805.965444330531
630000,青海省,2006,788.890647254313,,192.910270612439,2.64361449596455,18.7553410349739,10.5301471751859,8.22519385978794,715.644880519069
630000,青海省,2005,715.787857855553,,244.454678025942,,19.9716018113439,11.3377849412848,8.6338168700591,648.260035305856
630000,青海省,2004,663.566472904557,,216.68854303394,,20.9960622538909,11.0151884492781,9.98087380461279,588.310519407463
630000,青海省,2003,639.882049391817,,193.144120899373,,17.7161813490601,10.7652045705861,6.95097677847401,568.439366015481
630000,青海省,2002,656.669184018413,,168.302945301543,1024.17634722403,,,,
630000,青海省,2001,727.221478401804,,162.074554294976,0.063420477767599,,,,
630000,青海省,2000,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,,
640000,宁夏回族自治区,2015,,,,,,,,
640000,宁夏回族自治区,2014,,,,,,,,
640000,宁夏回族自治区,2013,,,,,,,,
640000,宁夏回族自治区,2012,3068.59287014492,,147.555129316641,0.072009646019401,2050.13016970955,658.504482395892,1391.62568731366,3855.02167040285
640000,宁夏回族自治区,2011,2882.74816369866,,147.849363056813,0.072279519357258,1905.64390611372,581.970596691526,1323.6733094222,3523.26758038687
640000,宁夏回族自治区,2010,2821.73408025518,,164.992688423965,0.295233327331047,1811.43771902573,513.815217972032,1297.6225010537,3224.73944471598
