省份编码,省份,年份,乡村从业人员(万人),乡村男性从业人员(万人),乡村女性从业人员(万人),农林牧渔业从业人员(万人)
630000,青海省,2011,203.01,107.63,95.38,118.11
630000,青海省,2010,198.34,106.7,91.64,120.99
630000,青海省,2009,195.51,104.42,91.09,120.07
630000,青海省,2008,193.74,103.64,90.1,120.61
630000,青海省,2007,189.35,100.96,88.39,119.82
630000,青海省,2006,185.34,98.76,86.58,124.03
630000,青海省,2005,186.04,98.24,87.8,128.73
630000,青海省,2004,184.55,97.52,87.03,131.85
630000,青海省,2003,180.55,94.6,85.95,134.8
630000,青海省,2002,177.32,91.66,85.66,136.5
630000,青海省,2001,174.01,89.75,84.26,141.57
630000,青海省,2000,171.97,88.68,83.29,142.25
640000,宁夏回族自治区,2019,,,,
640000,宁夏回族自治区,2018,,,,
640000,宁夏回族自治区,2017,,,,
640000,宁夏回族自治区,2016,,,,
640000,宁夏回族自治区,2015,,,,
640000,宁夏回族自治区,2014,,,,
640000,宁夏回族自治区,2013,,,,
640000,宁夏回族自治区,2012,214.2942,113.7595,100.5347,120.47
640000,宁夏回族自治区,2011,218.5736,114.4385,104.1351,123.9417
640000,宁夏回族自治区,2010,218.0276,114.7579,103.2697,125.0915
640000,宁夏回族自治区,2009,218.42,115.29,103.13,127.59
640000,宁夏回族自治区,2008,218.73,115.02,103.71,133.02
640000,宁夏回族自治区,2007,214.58,112.75,101.83,137.72
640000,宁夏回族自治区,2006,211.9891,110.8714,101.1177,136.536
640000,宁夏回族自治区,2005,211.9845,110.5616,101.4229,140.6424
640000,宁夏回族自治区,2004,209.93,109.93,100.0,143.98
640000,宁夏回族自治区,2003,208.48,108.98,99.5,145.82
640000,宁夏回族自治区,2002,203.24,106.12,97.12,150.52
640000,宁夏回族自治区,2001,200.37,104.43,95.94,151.73
640000,宁夏回族自治区,2000,197.91,103.05,94.86,153.13
650000,新疆维吾尔自治区,2019,,,,
650000,新疆维吾尔自治区,2018,,,,
650000,新疆维吾尔自治区,2017,,,,
650000,新疆维吾尔自治区,2016,,,,
650000,新疆维吾尔自治区,2015,,,,
650000,新疆维吾尔自治区,2014,,,,
650000,新疆维吾尔自治区,2013,,,,
650000,新疆维吾尔自治区,2012,527.11,286.83,240.28,419.68
650000,新疆维吾尔自治区,2011,502.42,275.59,226.83,402.4
650000,新疆维吾尔自治区,2010,465.28,256.0,209.28,376.03
650000,新疆维吾尔自治区,2009,449.82,247.57,202.25,366.18
650000,新疆维吾尔自治区,2008,435.44,240.09,195.35,358.39
650000,新疆维吾尔自治区,2007,425.25,235.33,189.92,354.34
650000,新疆维吾尔自治区,2006,414.585,229.815,184.77,349.195
650000,新疆维吾尔自治区,2005,403.92,224.3,179.62,344.05
650000,新疆维吾尔自治区,2004,395.06,217.63,177.43,339.41
650000,新疆维吾尔自治区,2003,382.27,210.64,171.63,330.86
650000,新疆维吾尔自治区,2002,373.41,206.0,167.41,325.99
650000,新疆维吾尔自治区,2001,365.37,201.3,164.07,321.03
650000,新疆维吾尔自治区,2000,354.08,195.06,159.0,314.45
