省份编码,省份,年份,农村居民家庭拥有生产性固定资产原值(元/户),农村居民家庭拥有农业生产性固定资产原值(元/户),农村居民家庭拥有农业房屋及建筑物原值(元/人),农村居民家庭拥有役畜原值(元/人),农村居民家庭拥大中型铁木农具原值(元/人),农村居民家庭拥有农业机械原值(元/人),农村居民家庭拥有林业生产性固定资产原值(元/户),农村居民家庭拥有林业机械原值(元/人),农村居民家庭拥有牧业生产性固定资产原值(元/户),农村居民家庭拥有牧业房屋及建筑物原值(元/人),农村居民家庭拥有产品畜原值(元/人),农村居民家庭拥有渔业生产性固定资产原值(元/户),农村居民家庭拥有渔业机械原值(元/人),农村居民家庭拥有采矿业生产性固定资产原值(元/户),农村居民家庭拥有制造业生产性固定资产原值(元/户),农村居民家庭拥有制造业房屋及建筑物原值(元/人),农村居民家庭拥有生产设备原值(元/人),农村居民家庭拥有电力煤气与水的生产及供应生产性固定资产原值(元/户),农村居民家庭拥有建筑业生产性固定资产原值(元/户),农村居民家庭拥有交通运输及邮电业生产性固定资产原值(元/户),农村居民家庭拥有批发和零售贸易业生产性固定资产原值(元/户),农村居民家庭拥有住宿和餐饮业生产性固定资产原值(元/户),农村居民家庭拥有社会服务业生产性固定资产原值(元/户),农村居民家庭拥有教育生产性固定资产原值(元/户),农村居民家庭拥有社会保障和福利业生产性固定资产原值(元/户),农村居民家庭拥有文化体育和娱乐业生产性固定资产原值(元/户),农村居民家庭拥有其他生产性固定资产原值(元/户)
410000,河南省,2011,12213.73,8360.34,1484.9,156.3,429.2,4440.1,4.4,,1662.7,800.6,793.2,21.7,20.4,63.1,224.2,67.5,142.4,,187.071428571429,1906.5119047619,764.0,257.1,446.52,45.2,169.7,,47.05
410000,河南省,2010,9896.66,7232.6,1192.9,199.5,390.3,3999.7,5.4,1.0,1221.6,618.3,547.1,14.8,5.1,107.1,416.9,132.7,276.8,54.8,136.05,1193.25,370.5,121.5,135.5,4.2,25.8,34.0,64.55
410000,河南省,2009,9178.61,6917.46,1147.0,240.1,478.4,3726.6,5.1,2.4,1165.1,594.3,531.4,13.5,4.4,119.1,323.6,98.4,187.6,,118.18,1068.68,193.2,171.6,153.12,1.9,21.8,41.9,48.26
410000,河南省,2008,8154.13,6366.88,909.3,262.6,423.2,3630.2,3.3,0.9,981.8,486.9,465.4,13.3,6.1,119.5,287.1,89.8,159.2,,46.71,881.02,151.0,148.3,82.12,,23.1,23.8,24.54
410000,河南省,2007,7756.52,6083.81,1012.5,234.9,347.7,3563.1,2.6,0.2,811.5,410.8,368.5,16.1,8.9,135.7,303.9,110.7,186.9,,67.07,700.83,116.7,148.5,142.69,0.1,22,5.7,29.5
410000,河南省,2006,7048.54880952381,5174.94261904762,734.7,221.7,399.5,3213.8,7.5,7.0,525.4,274.0,228.1,11.2,4.0,138.3,301.5,75.2,192.2,0,45.5952380952381,880.330952380952,144.8,140.7,147.447619047619,7.1,25.6,5.2,36.9761904761905
410000,河南省,2005,6547.32904761905,4910.71238095238,675.8,248.4,328.2,3039.9,7.8,7.6,534.4,261.5,259.1,15.1,4.0,138.1,301.2,73.6,182.0,0,60.1190476190476,692.95,169.6,84.5,70.6357142857143,21.9,20.4,43.1,34.1904761904762
410000,河南省,2004,5832.83333333333,4837.79880952381,689.4,283.9,371.2,2958.9,0.5,,412.9,161.9,224.2,21.5,16.5,14.8,252.3,103.7,142.0,,41.1785714285714,423.447619047619,95.1,24.8,76.0476190476191,32.4,9.7,2.4,22.8519047619048
410000,河南省,2003,5487.29738095238,4654.28738095238,636.23,317.01,351.51,2890.83,5.1,3.33,352.4,136.48,199.67,16.3,10.27,14.8,251.5,100.19,151.19,,38.0476190476191,295.17380952381,96.7,28.9,59.0238095238095,9.9,11.7,3.0,24.3321428571429
410000,河南省,2002,5406.91,4482.13,,,,,,,,,,,,,,,,,40.43,314.47,,,48.4,,,,17.81
410000,河南省,2001,4836.22214285714,4191.19476190476,,,,,,,,,,,,,,,,,9.30952380952381,300.740476190476,,,32.3333333333333,,,,18.5071428571429
410000,河南省,2000,4311.30166666667,3677.39333333333,,,,,,,,,,,,,,,,,30.047619047619,286.002380952381,,,23.952380952381,,,,17.4642857142857
420000,湖北省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2012,10813.133030303,7446.51242424243,,,,,23.0,,1999.4,,,289.1,,29.3,317.2,,,2.6,297.49696969697,1860.80909090909,503.2,114.7,174.160606060606,0.9,25.5,8.6,32.0948484848485
420000,湖北省,2011,11623.94,7940.34,2478.2,649.0,263.3,1995.0,62.6,1.8,2013.8,1647.3,230.8,306.1,116.4,59.5,377.2,137.9,237.5,,322.375757575758,2015.91515151515,591.1,36.1,212.47,0.9,31.6,39.6,32.99
420000,湖北省,2010,7078.46,5044.65,1133.4,631.6,279.4,1332.0,10.5,2.7,1456.3,984.9,372.8,116.3,57.0,29.9,273.9,92.9,177.3,0.3,134.13,1106.75,243.5,107.1,76.18,4.3,21.8,1.0,34.92
420000,湖北省,2009,6368.83,4639.99,1119.3,628.9,281.7,1052.2,8.0,1.2,1350.3,966.6,307.4,111.8,50.9,1.7,256.6,85.1,166.0,1.9,120.32,926.01,227.2,100.3,36.94,1.5,23.3,2.6,30.53
420000,湖北省,2008,5434.99,4179.69,986.9,638.0,298.7,945.6,8.6,1.2,1148.9,893.6,197.2,101.5,54.4,1.0,235.7,61.4,168.9,0.6,65.09,704.49,141.1,28.8,51.42,1.5,16,1.0,8.77
420000,湖北省,2007,4996.0,3794.72,893.6,548.0,285.7,916.9,9.1,2.1,988.4,764.0,175.6,108.1,62.3,0.3,239.2,69.0,159.3,0.3,39.61,701.17,116.7,42.8,41.98,1.5,11.9,,5.8
420000,湖北省,2006,4297.19484848485,3365.84939393939,663.9,527.1,262.2,855.1,10.0,1.2,917.0,705.2,145.9,74.3,43.7,0.1,172.5,41.2,124.7,0,25.1060606060606,580.19696969697,61.9,36.6,27.8484848484848,3,3.6,1.5,18.9909090909091
420000,湖北省,2005,4121.19606060606,3183.40818181818,535.7,555.8,260.0,778.6,11.3,2.5,955.2,754.1,139.4,61.9,32.6,0.1,232.1,58.9,169.8,0,26.9393939393939,544.409090909091,76.2,5.9,26.3939393939394,0,5.6,0.0,20.1060606060606
420000,湖北省,2004,3046.47181818182,2473.61454545455,537.0,523.6,242.7,529.2,1.6,0.7,535.2,413.6,101.8,80.7,40.8,0.9,112,30.4,58.8,1.2,25.5393939393939,301.106060606061,65.0,2.4,9.96969696969697,,2.3,,52.3633333333333
420000,湖北省,2003,2989.81727272727,2431.09909090909,665.22,492.32,223.28,498.97,10.3,,456.4,356.73,86.92,59.2,30.54,1.0,101.8,21.58,62.04,1.3,32.6969696969697,292.484848484849,67.9,1.7,13.8181818181818,4.8,1.7,,39.5515151515152
420000,湖北省,2002,2953.37,2279.72,,,,,,,,,,,,,,,,,4.82,340.26,,,8.53,,,,37.37
420000,湖北省,2001,2773.51818181818,2045.93636363636,,,,,,,,,,,,,,,,,17.9181818181818,367.772727272727,,,10.7575757575758,,,,42.4454545454545
420000,湖北省,2000,2482.02151515152,1858.17757575758,,,,,,,,,,,,,,,,,17.1,313.524242424242,,,9.17272727272727,,,,51.4939393939394
430000,湖南省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2012,8904.32297297297,5179.17513513514,,,,,5.9,,2358.8,,,38.6,,110.8,260.7,,,0.6,257.87027027027,1962.12405405405,545.2,107.2,276.058918918919,4.9,75.3,20.9,103.547297297297
430000,湖南省,2011,8652.44,4822.82,883.1,329.9,393.4,956.8,4.5,3.6,2164.5,1672.9,441.4,38.4,23.4,320.3,282.2,89.1,168.5,0.3,250.364864864865,1803.62297297297,580.3,222.6,346.84,0.9,114,29.4,101.55
430000,湖南省,2010,4888.63,3465.86,593.9,295.2,325.2,773.0,4.0,2.3,1401.0,1138.7,186.4,29.4,15.3,18.9,215.7,88.7,113.7,,74.99,794.03,187.2,12.3,46.93,4.3,8.8,4.1,55.55
430000,湖南省,2009,4751.6,3405.58,514.6,285.5,320.5,721.4,0.8,0.8,1495.7,1220.2,211.8,31.5,16.3,18.4,181.2,83.8,92.9,8.7,80.99,695.73,225.0,14.2,42.22,15.7,8.3,4.5,51.27
430000,湖南省,2008,4196.93,3245.85,517.8,273.2,313.2,662.2,,,1426.8,1201.7,176.6,32.2,16.1,18.4,182,93.5,83.4,,45.36,494.82,109.3,13.1,39.88,4.3,6.7,6.0,31.26
430000,湖南省,2007,4063.25,3144.94,509.4,275.8,296.6,618.2,0.9,,1382.3,1176.0,166.9,39.4,18.5,11.1,173.1,88.3,72.8,,30.89,479.92,121.9,13.3,34.12,7.6,5.6,0.5,40.4
430000,湖南省,2006,3888.32029732369,3046.05191894531,495.6,270.2,291.0,563.7,0.0,,1368.4,1189.0,148.6,33.4,16.0,11.1,199.7,107.3,84.4,0,28.8918918918919,431.642702702703,81.8,7.0,47.2162162162162,7.6,5.5,3.2,18.6883783783784
430000,湖南省,2005,3718.28513513514,2892.94756756757,482.0,269.6,298.3,476.5,0.0,,1306.7,1101.7,177.2,32.4,14.3,13.6,221,117.8,96.0,2.2,18.2,392.658918918919,108.4,15.2,24.7108108108108,11.4,5.4,0.5,12.2381081081081
430000,湖南省,2004,3312.43908110747,2315.19772975612,494.2,211.8,312.8,431.4,1.8,,832.6,657.4,144.2,11.2,7.7,16.9,195,51.9,122.8,0.3,36.1986486486487,482.58,129.3,44.3,35.8810810810811,14.5,2.5,0.9,38.8213513513514
430000,湖南省,2003,3165.65324324324,2191.08648648649,477.11,209.83,305.59,363.19,0.9,,805.1,669.14,119.79,10.1,6.83,19.1,164.4,42.42,120.36,0.2,36.5851351351351,492.686486486487,128.7,9.3,58.6289189189189,15,3.6,,46.3610810810811
430000,湖南省,2002,3192.01,2113.89,,,,,,,,,,,,,,,,,37.8,525.02,,,40.55,,,,47.51
430000,湖南省,2001,3106.38,2067.72297297297,,,,,,,,,,,,,,,,,13.9324324324324,518.14,,,40.0202702702703,,,,41.4256756756757
430000,湖南省,2000,3006.2827027027,1969.43108108108,,,,,,,,,,,,,,,,,16.8513513513514,601.130540540541,,,20.0851351351351,,,,47.9513513513513
440000,广东省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2012,8516.71567741949,4342.63406451616,,,,,52.1,,1882.4,,,310.0,,15.7,281.4,,,645.2,476.82774193549,1385.48709677421,906.9,72.0,299.325806451617,1.8,26.2,2.3,61.0422580645169
440000,广东省,2011,7628.46,3781.21,498.7,403.9,128.5,692.2,6.2,0.7,1773.0,998.5,695.6,259.0,157.1,9.5,298.8,130.2,163.6,645.2,256.135483870971,1520.59064516131,688.6,207.4,331.76,1.6,31,,64.12
440000,广东省,2010,5132.93,3085.21,630.8,536.3,198.0,548.7,10.7,7.8,714.6,453.9,230.5,325.4,185.8,,194.4,107.0,81.7,,59.27,915.24,690.9,63.9,66.88,,39.8,5.6,17.32
440000,广东省,2009,4931.72,2785.24,518.9,522.6,202.5,499.8,1.3,,657.1,422.5,201.3,309.5,163.5,,244,70.0,150.3,,81.67,984.54,652.4,50.7,75.23,,40.6,,17.33
440000,广东省,2008,4276.67,2611.43,510.9,499.0,186.7,435.0,1.3,,624.0,436.6,156.7,318.6,126.7,13.4,177.3,33.2,138.4,0.3,62.07,679.93,559.7,89.7,42.32,,24.6,0.6,15.46
440000,广东省,2007,4130.06,2439.99,501.7,463.8,182.1,392.6,1.5,,547.9,367.7,153.8,319.2,165.5,13.3,188,45.6,100.1,,60.55,679.68,570.3,39.8,81.2,19.5,20.3,,17.46
440000,广东省,2006,3958.21484375,2253.564453125,450.2,484.5,192.3,333.6,1.1,,437.6,310.6,86.4,300.0,156.4,13.3,230.2,49.5,138.0,0,59.79296875,573.546875,568.6,43.3,153.9140625,17.4,23.3,0.0,21.25390625
440000,广东省,2005,3842.2578125,2269.536328125,477.0,468.6,174.4,309.5,0.5,,479.2,327.6,107.0,342.7,118.8,0.1,196,55.3,137.3,0,50.30859375,488.64453125,287.7,382.4,96.875,3.3,43.2,15.6,8.548828125
440000,广东省,2004,3702.11796875,2477.0921875,699.6,383.8,266.1,332.3,30.3,25.6,505.6,339.2,126.8,195.0,119.3,3.9,150.5,49.5,86.1,4,92.20703125,692.734375,163.9,26.8,31.12109375,,8.1,,51.740234375
440000,广东省,2003,4030.464453125,2166.266796875,616.98,384.93,244.76,280.09,35.7,25.4,415.1,289.62,99.95,134.3,114.72,3.9,413,101.93,291.98,0.7,101.888671875,680.388671875,209.7,30.5,26.5234375,,14.6,1.6,381.525390625
440000,广东省,2002,4129.87,1937.59,,,,,,,,,,,,,,,,,29.49,870.38,,,82.21,,,,421.4
440000,广东省,2001,3861.162890625,1973.033984375,,,,,,,,,,,,,,,,,36.4609375,736.814453125,,,111.40625,,,,537.849609375
440000,广东省,2000,4504.289453125,2172.853515625,,,,,,,,,,,,,,,,,51.6875,826.666015625,,,130.6953125,,,,660.4296875
450000,广西壮族自治区,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2012,11851.5625541126,8992.57077922078,,,,,24.6,,2273.0,,,177.0,,36.4,217.1,,,,241.714285714286,1604.41558441558,337.5,89.2,78.7632034632035,53.2,4.6,,196.077922077922
450000,广西壮族自治区,2011,10908.64,8376.51,1966.2,1449.8,275.3,2112.7,23.1,3.7,1994.3,1487.4,382.1,171.7,33.4,72.2,180.9,37.6,138.1,,238.649350649351,1544.37662337662,229.6,90.4,167.31,9.5,5.5,,84.13
450000,广西壮族自治区,2010,7300.81,5496.5,968.2,1090.3,344.7,1655.2,5.0,3.0,1185.2,865.8,236.7,128.4,118.8,90.7,205.8,51.2,151.8,,79.65,1100.99,108.3,,110.06,28.9,16.1,277.8,58.2
450000,广西壮族自治区,2009,6671.44,5012.83,806.1,1058.3,300.5,1499.3,4.6,2.6,1135.7,784.6,276.4,129.7,117.4,39.3,228.4,63.8,162.5,,95.45,1001.45,55.2,,139.87,5.6,15.2,5.6,72.49
450000,广西壮族自治区,2008,5661.58,4274.13,541.2,1042.6,279.6,1256.9,8.3,1.1,930.8,665.6,205.2,125.8,113.4,38.0,177.4,50.0,123.0,,45.46,965.43,49.2,,27.34,4.3,9.7,5.6,64.99
450000,广西壮族自治区,2007,5186.47,4057.29,548.4,963.6,252.4,1109.5,0.4,0.4,957.3,713.6,184.0,125.7,113.2,7.4,167.2,45.4,120.5,0.1,30.66,769.65,62.1,1.7,33.07,4.3,3.2,5.6,44.15
450000,广西壮族自治区,2006,4849.20562770563,3957.87402597403,544.4,1023.8,242.1,1066.0,6.3,4.8,952.1,693.6,205.6,79.5,66.7,8.2,155.6,41.6,109.6,0,6.06060606060606,590.52380952381,59.1,1.2,24.7619047619048,0,3.2,5.6,37.117316017316
450000,广西壮族自治区,2005,4483.32857142857,3672.71168831169,440.7,1023.6,236.7,981.5,4.8,4.8,863.7,627.7,182.0,74.5,67.2,12.0,154.8,41.4,98.8,0,0.0,507.203463203463,77.9,0.0,16.4502164502165,0,3.2,5.6,33.45670995671
450000,广西壮族自治区,2004,3298.8025974026,2435.23246753247,342.9,668.9,200.3,597.9,2.2,0.3,508.7,340.3,145.4,77.8,70.6,6.5,181.2,29.0,140.2,,12.3376623376623,406.298701298701,111.4,1.9,31.7878787878788,,9.6,0.4,102.152380952381
450000,广西壮族自治区,2003,3139.39177489177,2305.270995671,331.42,644.38,189.18,553.23,0.6,,486.0,343.31,124.68,64.7,58.15,7.4,180.3,36.35,132.74,,6.49350649350649,376.391774891775,112.4,4.3,30.4718614718615,,10,,106.415151515152
450000,广西壮族自治区,2002,3057.75,2194.85,,,,,,,,,,,,,,,,,8.18,375.64,,,16.1,,,,72.94
450000,广西壮族自治区,2001,2913.64502164502,2113.44069264069,,,,,,,,,,,,,,,,,5.58441558441558,377.815151515152,,,19.5887445887446,,,,18.6004329004329
450000,广西壮族自治区,2000,3006.04675324675,2077.96883116883,,,,,,,,,,,,,,,,,13.1601731601732,463.528138528139,,,14.5021645021645,,,,10.9090909090909
460000,海南省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2012,11387.0641666664,8829.14916666647,,,,,459.5,,2199.5,,,3757.4,,,392.5,,,0.9,36.6666666666659,726.416666666651,1226.3,16.9,84.9999999999981,3.3,51.9,0.3,17.6333333333329
460000,海南省,2011,10091.46,7673.94,592.5,598.7,506.7,543.7,380.7,38.8,2582.6,1057.3,1416.4,2303.6,1350.5,,342.5,16.7,192.5,7.4,1.24999999999997,799.583333333316,1093.0,23.5,125.54,3.3,34.7,,10.23
460000,海南省,2010,11261.65,8752.03,1468.0,1476.1,499.6,743.9,661.2,16.4,1233.3,379.9,792.1,2492.6,2169.9,,233.4,53.2,161.4,6.5,8.96,1403.04,75.4,250.8,19.72,37.5,11.1,277.8,185.44
460000,海南省,2009,9017.22,7414.97,1378.3,1565.9,458.3,868.2,548.5,15.5,995.4,297.9,652.2,1343.9,1155.2,,216.7,83.1,133.7,,1.74,1125.28,72.6,169.4,8.19,,2.8,0.6,4.9
460000,海南省,2008,7566.11,6392.61,301.1,1300.3,438.9,756.2,530.9,15.4,723.6,203.9,503.9,2224.9,1567.0,,193.4,55.3,138.1,,11.46,556.9,115.2,229.9,27.78,9.7,2.8,0.6,25.7
460000,海南省,2007,7512.19,6484.61,426.1,1168.4,405.2,950.3,530.2,14.3,668.1,192.8,462.2,2185.3,1562.4,,137.2,55.3,81.9,,11.11,444.68,105.1,227.8,9.65,5.8,2.8,56.1,27.29
460000,海南省,2006,7469.41458333333,6589.54652777778,1012.9,1209.0,303.8,625.1,393.2,17.4,461.4,175.1,271.6,2285.4,1679.5,0.0,130.3,55.3,75.0,0,11.1111111111111,488.402777777778,151.1,2.2,8.05555555555556,13.9,2.8,27.8,44.2430555555556
460000,海南省,2005,7492.18333333333,5689.23611111111,631.3,1248.5,218.0,563.9,352.6,15.7,449.2,134.4,294.2,2077.1,1757.8,0.0,53.8,,9.0,4.9,17.5,496.222222222222,1104.5,16.7,23.75,1.9,2.8,27.8,53.1944444444444
460000,海南省,2004,5471.8375,4384.15694444444,481.4,965.6,233.8,481.9,569.3,5.6,416.0,164.9,242.6,1203.7,685.1,,31.9,25.0,6.9,,,444.527777777778,137.5,13.9,113.888888888889,23.5,,,322.472222222222
460000,海南省,2003,5334.56805555556,4289.3625,187.47,1045.5,201.27,313.98,584.2,20.83,238.7,31.57,205.88,1653.9,1048.61,13.9,7.6,7.29,0.28,,59.5416666666667,423.208333333333,198.9,29.2,58.4305555555556,34.3,,69.4,150.777777777778
460000,海南省,2002,4463.49,3223.08,,,,,,,,,,,,,,,,,17.5,375.79,,,85.21,,,,587.06
460000,海南省,2001,5234.18333333333,4075.82638888889,,,,,,,,,,,,,,,,,1.38888888888889,693.569444444444,,,1.38888888888889,,,,251.111111111111
460000,海南省,2000,4596.91944444444,3410.80833333333,,,,,,,,,,,,,,,,,1.38888888888889,646.097222222222,,,11.1111111111111,,,,305.986111111111
500000,重庆市,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2012,12295.7395555556,9653.80622222222,,,,,102.5,,2569.2,,,74.1,,10.1,244.9,,,,422.944444444444,1140.21111111111,550.9,90.7,8.88888888888889,32.8,66.3,2.8,71.3611111111111
500000,重庆市,2011,11386.8,7711.12,3218.4,461.4,233.1,375.1,63.3,2.4,3088.9,2174.4,735.7,67.0,25.1,6.0,292.8,130.3,145.8,166.7,677.777777777778,1562.82166666667,496.3,166.7,215.75,56.4,106.7,3.4,91.08
500000,重庆市,2010,5586.54,4512.66,1525.2,404.0,231.3,208.7,37.2,19.0,1882.4,1344.8,341.0,72.9,15.2,4.4,48.7,17.3,24.1,,19.17,667.59,152.8,14.6,42.22,,37.3,16.4,86.98
500000,重庆市,2009,4614.26,3863.22,1236.8,313.9,198.3,186.7,17.0,0.6,1753.8,1234.6,364.4,66.1,8.2,0.6,66.4,46.8,18.6,,18.14,391.78,75.8,23.7,29.83,,39.5,,105.25
500000,重庆市,2008,4331.44,3586.81,1182.6,285.6,204.7,174.9,12.7,0.3,1667.1,1156.3,375.8,32.9,5.1,0.6,59.8,44.4,10.6,,15.94,342.47,144.1,16.8,28.56,,29.5,10.0,96.98
500000,重庆市,2007,3862.17,3241.76,929.9,283.5,181.3,144.6,11.1,0.3,1622.4,1199.9,354.3,32.5,7.9,,63.1,44.6,18.6,,6.06,363.51,82.8,9.4,11.44,2.8,32.2,4.9,44.12
500000,重庆市,2006,3351.89222222222,2782.72111111111,712.0,259.0,190.8,140.8,14.5,0.3,1415.9,1184.3,161.5,19.9,3.8,2.8,46.4,26.2,20.2,0,5.55555555555556,274.805555555556,78.5,3.3,95.0555555555556,6.7,18.9,6.1,31.06
500000,重庆市,2005,3103.72277777778,2542.97388888889,548.8,234.7,211.2,107.2,12.3,0.3,1369.1,1093.4,188.5,19.3,3.2,3.3,54.8,18.0,36.8,0,4.47222222222222,289.922222222222,117.3,11.7,6.11111111111111,,52.1,1.7,19.3933333333333
500000,重庆市,2004,2610.77166666667,2197.63277777778,451.4,247.6,204.7,72.7,9.7,0.1,1165.4,953.4,166.0,23.6,5.6,,47.6,27.0,20.6,,2.11111111111111,123.394444444444,54.9,0.6,113.988888888889,,2.8,1.1,66.6666666666667
500000,重庆市,2003,2531.71,2036.17666666667,375.66,233.9,191.87,66.39,14.5,,1120.0,905.56,154.54,5.9,3.36,0.8,36.1,14.14,22.0,,3.11111111111111,315.338888888889,72.8,0.6,31.5722222222222,,1.7,,33.5055555555556
500000,重庆市,2002,2375.64,1881.59,,,,,,,,,,,,,,,,,2.67,256.39,,,27.39,,,,34.91
500000,重庆市,2001,2253.11888888889,1830.03111111111,,,,,,,,,,,,,,,,,1.02777777777778,198.116666666667,,,7.05555555555556,,,,39.4044444444444
500000,重庆市,2000,2012.79888888889,1572.17777777778,,,,,,,,,,,,,,,,,1.25,224.722222222222,,,15.1666666666667,,,,41.1211111111111
510000,四川省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2012,13759.1684,10218.2174,,,,,30.9,,4331.4,,,110.0,,14.2,290,,,3,105.16375,1411.94925,721.2,544.4,312.79,51,34.7,20.5,32.1855
510000,四川省,2011,13463.5,9832.9,3570.2,550.0,329.3,820.8,25.8,16.2,4294.7,3344.8,728.2,89.5,40.7,14.2,249.3,135.7,109.8,3,101.69125,1634.3255,740.5,531.1,714.62,2.3,48.8,21.0,101.02
510000,四川省,2010,7508.31,5852.37,1604.8,368.5,317.1,558.4,19.9,,2854.1,2219.1,453.0,42.8,15.0,3.0,48,15.3,32.0,,60.55,1089.12,231.7,39.2,58.02,6.6,28.5,16.4,74.88
510000,四川省,2009,7022.83,5617.55,1627.1,370.8,351.2,469.0,19.9,,2616.8,2049.8,375.5,42.4,14.4,,49.8,15.9,33.8,5.7,34.0,857.32,225.2,74.2,38.91,6.3,26.7,22.6,64.6
510000,四川省,2008,6183.73,5127.53,1346.8,371.1,317.3,400.2,19.5,,2395.1,1820.4,387.8,38.7,11.1,7.5,32.4,9.1,22.1,,14.38,601.51,194.0,61.7,36.96,2.8,24.2,13.7,67.16
510000,四川省,2007,5820.32,4799.53,1328.2,347.2,322.1,361.0,12.6,1.0,2272.7,1774.6,333.2,39.8,10.3,7.5,43.9,13.1,26.5,,23.45,474.3,264.3,49.8,35.01,3.3,25.1,15.7,78.52
510000,四川省,2006,5589.8555,4551.53925,1193.4,414.4,295.8,297.9,31.3,,2189.9,1732.1,298.6,57.6,11.7,7.5,49.3,15.6,29.3,0,25.675,575.9625,175.7,49.8,33.6375,5.8,20.9,4.7,89.2675
510000,四川省,2005,5119.03125,4177.98125,1059.9,323.2,281.5,268.5,6.5,0.3,2149.9,1754.4,272.6,28.7,8.8,7.5,65.7,26.8,33.8,0,17.675,456.375,180.2,69.5,27.2625,10.6,24.7,7.1,74.5725
510000,四川省,2004,4043.697,3262.6245,965.2,344.6,272.7,209.0,0.9,0.5,1381.7,1079.9,210.2,10.1,7.1,1.5,61.4,15.0,34.8,,26.3555,440.895,81.3,74.5,16.3425,0.5,12.9,4.4,61.17675
510000,四川省,2003,3840.18575,3092.476,846.51,362.43,267.17,193.69,1.3,,1359.2,1035.96,223.7,12.3,9.31,2.7,60.6,14.3,33.56,,15.475,437.8475,82.0,48.3,19.6625,0.8,9.8,1.0,69.49775
510000,四川省,2002,3592.28,2726.22,,,,,,,,,,,,,,,,,8.03,455.68,,,12.98,,,,139.53
510000,四川省,2001,3452.7315,2619.80225,,,,,,,,,,,,,,,,,8.475,448.0125,,,14.255,,,,122.18275
