省份编码,省份,年份,农林牧渔业增加值(亿元),农业增加值(亿元),林业增加值(亿元),牧业增加值(亿元),渔业增加值(亿元)
510000,四川省,2005,1516.3,758.7,51.9,626.8,55.5
510000,四川省,2004,1401.9,727.6,46.3,559.5,46.4
510000,四川省,2003,1118.4,590,43.8,426.7,38.1
510000,四川省,2002,1042.4,593.2,40.8,376.0,32.5
510000,四川省,2001,963.0,567,38.7,328.2,29.1
510000,四川省,2000,932.4,577.7,37.3,291.0,26.4
520000,贵州省,2019,,,,,
520000,贵州省,2018,,,,,
520000,贵州省,2017,2139.9666,,,,
520000,贵州省,2016,1944.3,1189,133.3,480.1,43.8
520000,贵州省,2015,1712.7,1096.5,92.9,415.9,35.3
520000,贵州省,2014,1316.1,851.9,68.1,331.2,29.3
520000,贵州省,2013,1031.7,646.1,47.7,280.7,24.0
520000,贵州省,2012,891.9,561.3,37,245.7,17.8
520000,贵州省,2011,726.21094377,430.8368486,31.98768233,223.21654684,12.785326
520000,贵州省,2010,625.03935,385.60636,28.07555,179.51155,8.98429
520000,贵州省,2009,550.3,330.5,25.1,167.8,7.2
520000,贵州省,2008,539.0,307,23,183.0,7.0
520000,贵州省,2007,446.0,260,18,146.0,6.0
520000,贵州省,2006,380.337295177459,225.326969262458,17.0072,118.948652065001,4.85142385
520000,贵州省,2005,368.9,218.3,15.9,122.2,6.2
520000,贵州省,2004,340.9,208.1,16.2,106.2,4.6
520000,贵州省,2003,303.9,181.5,17.6,87.6,4.0
520000,贵州省,2002,280.8,184.6,13.2,79.5,3.6
520000,贵州省,2001,274.2,187.4,11.9,71.4,3.5
520000,贵州省,2000,271.0,187.3,14,66.5,3.2
530000,云南省,2019,,,,,
530000,云南省,2018,,,,,
530000,云南省,2017,2388.55,,,,
530000,云南省,2016,2242.2,1305.6,217,616.2,56.2
530000,云南省,2015,2098.3,1231.3,215.8,559.7,48.9
530000,云南省,2014,2027.3,1208.4,206.1,527.9,46.9
530000,云南省,2013,1895.2,1098.4,199.4,520.7,42.2
530000,云南省,2012,1654.6,935,151.3,498.9,38.8
530000,云南省,2011,1411.14739712887,742.651436047201,171.965530667,435.61830961467,33.5585808
530000,云南省,2010,1108.37639476623,609.244568218273,128.95961069495,317.072238365041,28.836445487965
530000,云南省,2009,1067.5,569.9,138.3,311.2,25.4
530000,云南省,2008,974.0,515,125,314.0,13.0
530000,云南省,2007,837.0,442,116,238.0,19.0
530000,云南省,2006,724.361997592321,394.770041564918,105.5138,189.972935620902,14.2190204065
530000,云南省,2005,669.8,366.8,79.3,191.9,16.3
530000,云南省,2004,609.0,346,64.1,171.9,12.9
530000,云南省,2003,496.9,286.1,52.7,134.5,11.0
530000,云南省,2002,470.5,295.7,39.8,124.8,10.2
530000,云南省,2001,450.5,286.6,35.3,119.0,9.7
530000,云南省,2000,434.5,275.6,36.7,113.5,8.7
540000,西藏自治区,2019,,,,,
540000,西藏自治区,2018,,,,,
540000,西藏自治区,2017,125.9,,,,
540000,西藏自治区,2016,118.7,25.8,1.4,88.4,0.2
540000,西藏自治区,2015,100.8,44.3,1.3,52.3,0.1
540000,西藏自治区,2014,93.9,41.3,1.7,48.5,0.1
540000,西藏自治区,2013,86.8,37.9,1.7,45.0,0.1
540000,西藏自治区,2012,80.3,35,1.6,41.7,0.1
540000,西藏自治区,2011,74.3525,32.58978,1.54301,38.320083,0.065206
540000,西藏自治区,2010,68.718874,30.490729,1.624826,34.323521,0.081749
540000,西藏自治区,2009,63.9,28.4,2.4,31.1,
540000,西藏自治区,2008,61.0,29,2,27.0,0.0
540000,西藏自治区,2007,55.0,27,2,24.0,
540000,西藏自治区,2006,48.5537802343218,21.023413825822,2.209841,23.5283571658251,0.142442
540000,西藏自治区,2005,48.0,14.3,9.5,22.6,
540000,西藏自治区,2004,44.2,14.7,5.1,23.3,
540000,西藏自治区,2003,56.2,23.8,5.2,26.2,
540000,西藏自治区,2002,41.4,20.1,0.9,20.4,
540000,西藏自治区,2001,39.1,19.2,1.1,18.8,
540000,西藏自治区,2000,38.2,18.4,1.1,18.7,
610000,陕西省,2019,,,,,
610000,陕西省,2018,,,,,
610000,陕西省,2017,1830.62,,,,
610000,陕西省,2016,1776.3,1251.6,51.9,375.6,14.8
610000,陕西省,2015,1673.2,1178.6,47,358.8,13.3
610000,陕西省,2014,1635.8,1157.1,46.8,349.7,11.3
610000,陕西省,2013,1526.0,1060.7,43,347.2,10.1
610000,陕西省,2012,1370.2,944.1,37.2,322.9,8.3
610000,陕西省,2011,1220.9,841.6,26.9,297.4,6.0
610000,陕西省,2010,988.4525,684.8658,22.3675,233.6965,4.7194
610000,陕西省,2009,789.6,509.4,28.8,208.6,3.7
610000,陕西省,2008,754.0,481,26,207.0,3.0
610000,陕西省,2007,593.0,390,21,147.0,2.0
610000,陕西省,2006,484.761516255535,324.480665127861,18.2696,114.712855287674,1.89839584
610000,陕西省,2005,435.8,293.1,15.8,106.6,3.1
610000,陕西省,2004,387.4,256.3,16.5,96.2,2.8
610000,陕西省,2003,317.0,205.4,16.6,78.1,2.6
610000,陕西省,2002,301.4,214.8,17.3,67.1,2.2
610000,陕西省,2001,284.4,205.2,15.6,61.8,1.9
610000,陕西省,2000,274.7,199.7,17.6,55.6,1.8
620000,甘肃省,2019,,,,,
620000,甘肃省,2018,,,,,
620000,甘肃省,2017,896.004,,,,
620000,甘肃省,2016,1027.7,764.4,14.2,203.1,1.6
620000,甘肃省,2015,995.5,753.8,12.9,185.8,1.5
620000,甘肃省,2014,939.2,705.1,12,182.2,1.5
620000,甘肃省,2013,879.9,657.8,10.6,174.9,1.4
620000,甘肃省,2012,780.5,580.7,9.3,158.0,1.2
620000,甘肃省,2011,678.745526,498.041102,7.572724,143.470367,1.095863
620000,甘肃省,2010,599.280369,441.302966,7.808438,123.902108,0.796677
620000,甘肃省,2009,497.0,345,10,117.4,0.8
620000,甘肃省,2008,462.0,312,10,118.0,1.0
620000,甘肃省,2007,388.0,271,8,88.0,1.0
620000,甘肃省,2006,336.272203984141,229.994911154182,5.84045,82.886914601959,0.549878228
620000,甘肃省,2005,308.1,210.7,6.4,86.0,0.8
620000,甘肃省,2004,285.0,195.4,6.5,78.8,0.8
620000,甘肃省,2003,240.0,165.5,7.3,63.1,0.7
620000,甘肃省,2002,214.5,150,5.1,58.6,0.8
620000,甘肃省,2001,207.1,146.9,3.8,55.5,0.8
620000,甘肃省,2000,193.3,138.1,6.6,47.6,1.0
630000,青海省,2019,,,,,
630000,青海省,2018,,,,,
630000,青海省,2017,242.04,,,,
630000,青海省,2016,224.7,91.8,5,121.9,2.6
630000,青海省,2015,212.2,85.6,4.5,116.6,2.2
630000,青海省,2014,219.0,85.3,4.2,124.8,1.7
630000,青海省,2013,207.6,81.8,3.6,118.3,1.0
630000,青海省,2012,176.8,69.5,2.9,101.3,0.4
630000,青海省,2011,155.074796,61.32517,2.787054,88.350323,0.148321
630000,青海省,2010,134.916074,55.101177,2.531023,74.863222,0.082719
630000,青海省,2009,107.4,37.1,1.3,66.9,
630000,青海省,2008,106.0,36,1,66.0,0.0
630000,青海省,2007,83.0,31,1,50.0,
630000,青海省,2006,67.5126638715015,24.3275496377232,1.136073,40.3134628497887,0.0643606114
630000,青海省,2005,65.3,23.3,0.9,38.6,
630000,青海省,2004,60.5,21.8,1,35.0,
630000,青海省,2003,53.7,18.4,1.6,31.1,
630000,青海省,2002,44.9,17.1,1.7,26.0,0.1
630000,青海省,2001,42.8,16.7,1.3,24.7,0.1
630000,青海省,2000,38.5,13.3,1.1,24.1,0.1
640000,宁夏回族自治区,2019,,,,,
640000,宁夏回族自治区,2018,,,,,
640000,宁夏回族自治区,2017,266.27,,,,
640000,宁夏回族自治区,2016,256.3,175.9,3.6,55.7,6.5
640000,宁夏回族自治区,2015,251.7,175.7,4.1,51.9,6.1
640000,宁夏回族自治区,2014,229.6,154.1,3.6,53.6,5.7
640000,宁夏回族自治区,2013,222.3,151.5,3.5,50.7,5.1
640000,宁夏回族自治区,2012,199.4,135.9,3.4,44.8,5.1
640000,宁夏回族自治区,2011,184.136819595342,126.53815624,3.307869980688,41.440373665614,3.9422733212
640000,宁夏回族自治区,2010,159.290052444,110.530017376,3.084805035,34.931703537,3.099321696
640000,宁夏回族自治区,2009,127.3,84.2,3,30.5,2.8
640000,宁夏回族自治区,2008,119.0,76,3,32.0,2.0
640000,宁夏回族自治区,2007,98.0,65,2,24.0,2.0
640000,宁夏回族自治区,2006,79.7447779439589,52.7385446350069,1.85951,18.0561740530491,2.8401693768
640000,宁夏回族自治区,2005,72.1,46.2,2.1,19.8,1.7
640000,宁夏回族自治区,2004,67.3,44.3,2.1,17.3,1.5
640000,宁夏回族自治区,2003,57.5,34.9,2.7,16.9,1.0
640000,宁夏回族自治区,2002,52.8,34.2,1.9,15.6,1.1
640000,宁夏回族自治区,2001,49.6,31.5,1.6,15.4,1.1
640000,宁夏回族自治区,2000,46.0,30.3,1.6,13.1,1.0
650000,新疆维吾尔自治区,2019,,,,,
650000,新疆维吾尔自治区,2018,,,,,
650000,新疆维吾尔自治区,2017,1640.33,,,,
650000,新疆维吾尔自治区,2016,1691.8,1234.6,26.1,378.7,9.5
650000,新疆维吾尔自治区,2015,1598.7,1147.6,27.7,374.5,9.3
650000,新疆维吾尔自治区,2014,1574.6,1130.1,25.7,374.4,8.4
650000,新疆维吾尔自治区,2013,1468.3,1052.6,25.2,349.7,7.3
650000,新疆维吾尔自治区,2012,1320.6,979.9,22.5,281.5,6.5
650000,新疆维吾尔自治区,2011,1139.02240113833,844.803508736304,19.9924152573362,241.529999653648,6.06275708904
650000,新疆维吾尔自治区,2010,1078.61288297434,812.36228283039,18.693165972457,217.958504101426,5.446504570068
650000,新疆维吾尔自治区,2009,759.7,532.4,14.1,185.8,4.8
650000,新疆维吾尔自治区,2008,691.0,472,12,180.0,4.0
650000,新疆维吾尔自治区,2007,629.0,464,11,131.0,3.0
650000,新疆维吾尔自治区,2006,510.990539661833,348.543151162266,9.251815,81.8891488261071,4.36903967346
650000,新疆维吾尔自治区,2005,507.6,377.8,8.3,103.3,2.2
650000,新疆维吾尔自治区,2004,459.1,327.2,7.5,107.1,2.2
650000,新疆维吾尔自治区,2003,426.2,308.9,7.6,94.9,1.5
650000,新疆维吾尔自治区,2002,305.0,205.8,6.2,91.5,1.5
650000,新疆维吾尔自治区,2001,288.1,199.8,6.4,79.7,2.2
650000,新疆维吾尔自治区,2000,288.2,215.7,5.6,64.7,2.1
