省份编码,省份,年份,农村水电建设本年完成投资额(万元),农村发电设备容量(千瓦),农村新增发电设备容量(千瓦),农村在建电站规模(千瓦),农村当年新开工电站规模(千瓦),农村发电量(万千瓦时)
530000,云南省,2006,754864,5189969,1290103,4270000,510000,1829183.0
530000,云南省,2005,552364,4255881,957902,3750000,43500,1563216.0
530000,云南省,2004,332202,3313801,519095,4210000,1650000,1236603.0
530000,云南省,2003,247475,2815362,160005,2004700,1697100,1141713.0
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,8276,423619,48000,47310,42000,87382.68
540000,西藏自治区,2018,18970,375619,6330,53310,,86225.0
540000,西藏自治区,2017,40647,369289,4220,56440,3200,85774.0
540000,西藏自治区,2016,59284,365069,46960,56640,49690,85050.0
540000,西藏自治区,2015,83875,318109,4690,53910,4020,85976.0
540000,西藏自治区,2014,85505,313419,11700,54600,4000,85386.0
540000,西藏自治区,2013,47908,301719,3918,14400,52714,85956.0
540000,西藏自治区,2012,25168.71,163601,9380,2500,15470,37023.0
540000,西藏自治区,2011,17556,167207,500,6600,4000,33007.0
540000,西藏自治区,2010,,180158,10320,7960,600,37460.6
540000,西藏自治区,2009,,183996,2950,9945,609,37425.0
540000,西藏自治区,2008,,102560,,,,24997.0
540000,西藏自治区,2007,4000,165000,24600,1425,1425,36500.0
540000,西藏自治区,2006,,62720,,,,
540000,西藏自治区,2005,,422440,,,,
540000,西藏自治区,2004,28000,422440,12380,,,
540000,西藏自治区,2003,,158798,,,,18300.0
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,53136,1627881,54880,327480,53300,491819.39
610000,陕西省,2018,114373.26,1578291,88537,287010,13600,422839.0
610000,陕西省,2017,114534,1495619,48950,350040,12550,396179.0
610000,陕西省,2016,93141,1449174,63670,384760,79150,342794.0
610000,陕西省,2015,105766,1385629,77892,351575,86898,396987.0
610000,陕西省,2014,109824,1308112,155845,430340,38075,363783.0
610000,陕西省,2013,103499.67,1224527,49090,402955,77340,335248.0
610000,陕西省,2012,96813.19,1086697,75070,204270,21000,373664.0
610000,陕西省,2011,115629,1011627,97545,237665,22950,352885.0
610000,陕西省,2010,84695.78,925618,101270,586020,7700,295352.65
610000,陕西省,2009,71640,827345,105425,412430,115595,255989.0
610000,陕西省,2008,92689,727701,64400,619690,33980,220161.0
610000,陕西省,2007,56213,665346,52855,200000,8000,206804.0
610000,陕西省,2006,70977,619386,40465,270000,44000,184054.0
610000,陕西省,2005,73686,655588,98920,220000,28000,213501.0
610000,陕西省,2004,76027,560330,51820,230000,28000,171501.0
610000,陕西省,2003,60211,512362,41064,210000,29750,146286.0
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,330,2842278,970,301800,,1175644.6
620000,甘肃省,2018,11824,2791778,139011,439260,77600,1094117.0
620000,甘肃省,2017,26036,2626581,36450,556180,89750,975145.0
620000,甘肃省,2016,63285,2604506,116670,464870,55000,886317.0
620000,甘肃省,2015,115334,2487836,115675,488140,62150,859026.0
620000,甘肃省,2014,216878,2376698,130352,830220,12100,863394.0
620000,甘肃省,2013,291502.13,2270258,187110,409470,1500,796950.0
620000,甘肃省,2012,226030.54,2020105,225485,863580,132900,747596.0
620000,甘肃省,2011,323957,1810292,109240,930210,176000,695028.0
620000,甘肃省,2010,276258,1703667,155120,1048240,154170,632246.77
620000,甘肃省,2009,336487,1553481,278719,739190,227510,613312.0
620000,甘肃省,2008,340704,1276607,216140,1786710,301830,467325.0
620000,甘肃省,2007,379237,1316967,382000,1799000,499700,459553.0
620000,甘肃省,2006,265864,935467,295748,1160000,646000,310987.0
620000,甘肃省,2005,230471,922361,118755,1291800,600400,352473.0
620000,甘肃省,2004,165801,647525,84031,780485,,235761.0
620000,甘肃省,2003,166309,563494,78327,484450,150380,208008.0
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,,1097135,,75000,,536366.1
630000,青海省,2018,230,1097135,440,75000,,521638.0
630000,青海省,2017,11107,1096695,11780,139800,,480702.0
630000,青海省,2016,58094,1083425,55360,140260,,416327.0
630000,青海省,2015,85093,1032565,74700,184960,12000,395224.0
630000,青海省,2014,60695,954245,71260,239660,23400,364192.0
630000,青海省,2013,31334,882985,23760,232020,400,358711.0
630000,青海省,2012,67392.85,865535,44850,254680,22160,380411.0
630000,青海省,2011,15754,820685,37965,277520,50000,359893.0
630000,青海省,2010,56181,744650,151620,186410,74060,332818.85
630000,青海省,2009,71048,593830,101030,200520,9030,272987.0
630000,青海省,2008,55166,495190,79135,277180,108500,216302.0
630000,青海省,2007,30760,421315,46640,231855,36200,194183.0
630000,青海省,2006,22133,379861,42820,244890,52852,176288.0
630000,青海省,2005,25975,337993,34885,224700,84500,167563.0
630000,青海省,2004,21146,304325,31700,116660,31950,138361.0
630000,青海省,2003,16053,275125,26450,138000,86000,124839.0
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,,6240,,,,760.0
640000,宁夏回族自治区,2018,,6240,,,,690.0
640000,宁夏回族自治区,2017,,6240,,,,710.0
640000,宁夏回族自治区,2016,,6240,800,,,620.0
640000,宁夏回族自治区,2015,1051,5440,,,,460.0
640000,宁夏回族自治区,2014,,5440,,,,1800.0
640000,宁夏回族自治区,2013,,5440,,,,1800.0
640000,宁夏回族自治区,2012,,5440,,,,1900.0
640000,宁夏回族自治区,2011,,3200,,,,800.0
640000,宁夏回族自治区,2010,,3200,,,,800.0
640000,宁夏回族自治区,2009,,3200,,,,800.0
640000,宁夏回族自治区,2008,,3200,,,,800.0
640000,宁夏回族自治区,2007,,3200,,,,800.0
640000,宁夏回族自治区,2006,,3200,,,,800.0
640000,宁夏回族自治区,2005,,3200,,,,800.0
640000,宁夏回族自治区,2004,,61200,58000,,,9945.0
640000,宁夏回族自治区,2003,,3200,,,,800.0
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,9619.74,2137696,3715,33600,6000,803430.68
650000,新疆维吾尔自治区,2018,5128.96,2138216,20660,188500,64300,766399.0
650000,新疆维吾尔自治区,2017,44955,2049251,160155,89150,27600,689081.0
650000,新疆维吾尔自治区,2016,142754,1890986,24820,142790,12500,648041.0
650000,新疆维吾尔自治区,2015,82543,1866166,181360,138790,,629126.0
650000,新疆维吾尔自治区,2014,103556,1519771,159160,298670,37980,496591.0
650000,新疆维吾尔自治区,2013,172449.61,1421441,101810,346470,223900,548424.0
650000,新疆维吾尔自治区,2012,80233.49,922515,90900,189240,81590,311425.0
650000,新疆维吾尔自治区,2011,3491,843960,168525,145650,189400,245975.0
650000,新疆维吾尔自治区,2010,13352.35,750688,62230,71260,,221786.25
650000,新疆维吾尔自治区,2009,5472,690015,69935,81260,,227978.0
650000,新疆维吾尔自治区,2008,11006,620436,18350,1152150,,214959.0
650000,新疆维吾尔自治区,2007,23679,983166,63655,764600,49000,305768.0
650000,新疆维吾尔自治区,2006,10788,919511,171570,496100,491200,227713.0
650000,新疆维吾尔自治区,2005,54577,748944,162475,166750,6750,199281.0
650000,新疆维吾尔自治区,2004,22358,588839,6025,326400,6150,199418.0
650000,新疆维吾尔自治区,2003,16747,583259,2595,2630,,183973.0
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
