省份编码,省份,年份,城镇居民家庭人均现金消费支出(元),城镇居民家庭人均食品消费支出(元),城镇居民家庭人均衣着消费支出(元),城镇居民家庭人均居住消费支出(元),城镇居民家庭人均家庭设备及用品消费支出(元),城镇居民家庭人均医疗保健消费支出(元),城镇居民家庭人均交通通信消费支出(元),城镇居民家庭人均文教娱乐服务消费支出(元),城镇居民家庭人均其它消费支出(元)
440000,广东省,2012,22396.35,8258.44,1520.59,2099.75,1467.2,1048.28,4176.66,2954.13,871.3
440000,广东省,2011,20251.82,7471.88,1404.6,2005.15,1370.28,948.18,3630.62,2647.94,773.17
440000,广东省,2010,18489.53,6746.62,1230.72,1925.21,1208.03,929.5,3419.74,2375.96,653.76
440000,广东省,2009,16857.5,6225.22,1064.33,1814.0,1052.57,925.62,2979.88,2168.88,627.01
440000,广东省,2008,15527.97,5866.91,975.06,1748.16,947.54,836.39,2623.08,1936.38,594.45
440000,广东省,2007,14336.87,5056.68,814.57,1444.91,853.18,752.52,2966.08,1994.86,454.09
440000,广东省,2006,12432.22,4503.86,719.26,1254.69,633.03,707.86,2394.66,1813.86,405.0
440000,广东省,2005,11809.87,4265.19,673.9,1181.42,605.12,704.9,2333.05,1669.09,377.2
440000,广东省,2004,10694.79,3953.3,620.07,1205.12,592.66,649.7,1754.12,1577.7,342.11
440000,广东省,2003,9636.27,3583.72,559.9,1196.4,658.04,616.81,1272.78,1437.07,311.55
440000,广东省,2002,8988.48,3460.44,490.92,986.4,562.56,500.88,1272.6,1386.24,328.56
440000,广东省,2001,,,,,,,,,
440000,广东省,2000,,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,,
450000,广西壮族自治区,2016,,,,,,,,,
450000,广西壮族自治区,2015,,,,,,,,,
450000,广西壮族自治区,2014,,,,,,,,,
450000,广西壮族自治区,2013,,,,,,,,,
450000,广西壮族自治区,2012,14243.98,5552.56,1146.46,1377.26,1125.39,883.56,2088.64,1626.05,444.06
450000,广西壮族自治区,2011,12848.37,5074.49,1019.34,1237.91,884.85,779.08,2000.57,1502.65,349.48
450000,广西壮族自治区,2010,11490.08,4372.75,926.42,1166.85,853.59,625.45,1973.04,1243.71,328.27
450000,广西壮族自治区,2009,10352.38,4129.55,855.6,1021.11,754.79,538.17,1598.68,1111.13,343.33
450000,广西壮族自治区,2008,9627.4,4082.99,772.28,891.33,603.84,529.36,1376.03,1081.54,290.04
450000,广西壮族自治区,2007,8151.26,3398.09,656.69,803.04,491.03,542.07,932.87,1050.04,277.43
450000,广西壮族自治区,2006,6791.95,2857.4,477.67,826.86,360.62,401.06,785.01,850.9,232.43
450000,广西壮族自治区,2005,7032.8,2906.73,519.96,769.77,420.66,466.04,703.39,998.87,247.38
450000,广西壮族自治区,2004,6445.73,2727.09,423.17,660.26,397.33,461.67,584.12,960.77,231.31
450000,广西壮族自治区,2003,5763.5,2305.98,373.6,801.15,376.86,322.68,608.27,797.81,177.15
450000,广西壮族自治区,2002,5413.44,2201.4,408.96,552.0,362.76,241.68,606.96,869.16,170.52
450000,广西壮族自治区,2001,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,
460000,海南省,2019,,,,,,,,,
460000,海南省,2018,,,,,,,,,
460000,海南省,2017,,,,,,,,,
460000,海南省,2016,,,,,,,,,
460000,海南省,2015,,,,,,,,,
460000,海南省,2014,,,,,,,,,
460000,海南省,2013,,,,,,,,,
460000,海南省,2012,14456.55,6556.1,864.96,1521.04,777.2,993.24,2004.34,1319.54,420.13
460000,海南省,2011,12642.75,5673.65,780.1,1342.29,729.86,783.34,1830.8,1141.81,360.91
460000,海南省,2010,10926.71,4895.96,636.14,1103.76,616.33,579.89,1805.11,1004.62,284.9
460000,海南省,2009,10086.65,4507.81,581.66,1000.32,585.72,604.15,1548.76,961.95,296.28
460000,海南省,2008,9408.48,4226.9,491.84,1106.39,565.51,536.4,1303.5,930.87,247.08
460000,海南省,2007,8292.89,3546.67,452.85,819.02,519.99,503.78,1401.89,837.83,210.85
460000,海南省,2006,7126.78,3097.71,375.42,743.6,405.81,369.33,1154.87,791.24,188.8
460000,海南省,2005,5928.79,2819.96,309.45,585.4,304.05,351.06,728.29,652.03,178.55
460000,海南省,2004,5802.4,2722.84,300.17,564.86,302.41,350.17,701.92,686.75,173.29
460000,海南省,2003,5502.43,2463.03,279.6,604.72,318.99,413.95,601.92,630.05,190.18
460000,海南省,2002,5459.64,2435.88,266.52,564.72,304.44,301.44,649.8,744.12,192.72
460000,海南省,2001,,,,,,,,,
460000,海南省,2000,,,,,,,,,
500000,重庆市,2019,,,,,,,,,
500000,重庆市,2018,,,,,,,,,
500000,重庆市,2017,,,,,,,,,
500000,重庆市,2016,,,,,,,,,
500000,重庆市,2015,,,,,,,,,
500000,重庆市,2014,,,,,,,,,
500000,重庆市,2013,,,,,,,,,
500000,重庆市,2012,16573.14,6870.23,2228.76,1177.02,1196.03,1101.56,1903.24,1470.64,625.66
500000,重庆市,2011,14974.49,5847.9,2056.79,1205.66,1079.27,1050.62,1718.73,1474.88,540.63
500000,重庆市,2010,13335.02,5012.56,1697.55,1275.96,1072.38,1021.48,1384.28,1408.02,462.79
500000,重庆市,2009,12144.06,4576.23,1503.49,1120.6,1043.06,982.73,1189.03,1351.9,377.02
500000,重庆市,2008,11146.8,4418.34,1294.3,1096.82,842.09,878.25,1044.36,1267.03,305.6
500000,重庆市,2007,9890.31,3674.28,1171.15,968.45,706.77,749.51,1118.79,1237.35,264.01
500000,重庆市,2006,9398.69,3415.92,1038.98,954.56,615.74,705.72,976.02,1449.49,242.26
500000,重庆市,2005,8623.29,3135.65,849.53,882.41,583.5,629.32,929.92,1391.11,221.85
500000,重庆市,2004,7973.05,3015.32,779.68,903.22,474.15,537.95,865.45,1200.52,196.77
500000,重庆市,2003,7118.06,2702.34,735.01,741.6,475.36,459.69,790.26,1025.99,187.81
500000,重庆市,2002,6360.24,2418.96,618.6,594.48,454.2,429.6,615.0,1065.12,164.28
500000,重庆市,2001,,,,,,,,,
500000,重庆市,2000,,,,,,,,,
510000,四川省,2019,,,,,,,,,
510000,四川省,2018,,,,,,,,,
510000,四川省,2017,,,,,,,,,
510000,四川省,2016,,,,,,,,,
510000,四川省,2015,,,,,,,,,
510000,四川省,2014,,,,,,,,,
510000,四川省,2013,,,,,,,,,
510000,四川省,2012,15049.54,6073.86,1651.14,1284.09,1097.93,772.75,1946.72,1587.43,635.62
510000,四川省,2011,13696.3,5571.69,1483.54,1226.14,1020.16,735.26,1757.52,1369.47,532.52
510000,四川省,2010,12105.09,4779.6,1259.49,1126.65,876.34,661.03,1674.14,1224.73,503.11
510000,四川省,2009,10860.2,4391.73,1178.38,973.02,679.16,648.31,1416.49,1150.73,422.38
510000,四川省,2008,9679.14,4255.48,1042.45,819.28,590.51,564.93,1121.45,947.01,338.03
510000,四川省,2007,8691.99,3580.14,949.74,690.27,562.02,511.78,1074.91,1031.81,291.32
510000,四川省,2006,7524.81,2838.22,754.93,728.43,505.83,449.87,1009.35,976.33,261.85
510000,四川省,2005,6891.27,2709.69,640.91,705.43,422.73,442.83,827.66,909.03,232.99
510000,四川省,2004,6371.14,2560.35,557.94,600.67,384.08,433.36,769.24,874.37,191.15
510000,四川省,2003,5759.21,2240.65,536.46,580.47,399.6,425.13,586.79,823.72,166.39
510000,四川省,2002,5413.08,2156.16,506.64,521.76,386.4,361.44,501.24,830.28,149.16
510000,四川省,2001,,,,,,,,,
510000,四川省,2000,,,,,,,,,
520000,贵州省,2019,,,,,,,,,
520000,贵州省,2018,,,,,,,,,
520000,贵州省,2017,,,,,,,,,
520000,贵州省,2016,,,,,,,,,
520000,贵州省,2015,,,,,,,,,
520000,贵州省,2014,,,,,,,,,
520000,贵州省,2013,,,,,,,,,
520000,贵州省,2012,12585.7,4992.85,1399.0,1013.53,849.94,654.53,1891.03,1396.0,388.82
520000,贵州省,2011,11352.88,4565.85,1209.88,1102.99,857.55,578.33,1395.28,1331.43,311.57
520000,贵州省,2010,10058.29,4013.67,1102.41,890.75,673.33,546.84,1270.49,1254.56,306.24
520000,贵州省,2009,9048.29,3755.61,1012.14,747.57,589.35,535.43,983.13,1146.35,278.71
520000,贵州省,2008,8349.21,3597.94,851.5,836.54,525.7,471.39,871.15,934.73,260.27
520000,贵州省,2007,7758.69,3122.46,910.3,718.65,463.56,354.52,895.04,1035.96,258.21
520000,贵州省,2006,6848.39,2649.02,832.74,627.23,446.53,329.77,775.07,938.37,249.66
520000,贵州省,2005,6159.29,2458.3,702.9,583.46,335.68,403.43,625.44,811.73,238.35
520000,贵州省,2004,5494.45,2260.46,585.18,468.21,286.56,301.26,601.08,793.4,198.3
520000,贵州省,2003,4948.98,1968.22,524.9,422.05,286.62,291.82,561.22,714.3,179.85
520000,贵州省,2002,4598.28,1788.6,483.84,476.16,280.92,265.32,460.92,675.36,167.28
520000,贵州省,2001,,,,,,,,,
520000,贵州省,2000,,,,,,,,,
530000,云南省,2019,,,,,,,,,
530000,云南省,2018,,,,,,,,,
530000,云南省,2017,,,,,,,,,
530000,云南省,2016,,,,,,,,,
530000,云南省,2015,,,,,,,,,
530000,云南省,2014,,,,,,,,,
530000,云南省,2013,,,,,,,,,
530000,云南省,2012,13883.93,5468.17,1759.89,973.76,634.09,939.13,2264.23,1434.3,410.35
530000,云南省,2011,12248.03,4802.26,1587.18,827.84,570.46,822.41,1905.86,1350.65,381.38
530000,云南省,2010,11074.08,4593.49,1158.82,835.45,509.41,637.89,2039.67,1014.4,284.95
530000,云南省,2009,10201.81,4460.58,1102.14,943.67,393.22,708.78,1587.19,798.69,207.53
530000,云南省,2008,9076.61,4272.29,1026.5,739.2,331.94,606.86,1216.46,732.95,150.42
530000,云南省,2007,7921.83,3562.33,859.65,673.07,280.62,631.7,1034.71,705.51,174.23
530000,云南省,2006,7379.81,3102.46,745.08,585.35,335.14,600.08,1076.93,754.69,180.07
530000,云南省,2005,6996.9,2997.06,643.94,543.1,291.17,663.01,930.59,775.61,152.42
530000,云南省,2004,6837.01,2895.6,651.72,592.93,302.04,623.22,882.19,725.08,164.21
530000,云南省,2003,6023.56,2506.62,594.5,445.46,269.57,545.76,763.59,735.88,162.18
530000,云南省,2002,5827.92,2423.4,539.52,437.64,311.52,466.2,623.88,855.0,170.88
530000,云南省,2001,,,,,,,,,
530000,云南省,2000,,,,,,,,,
540000,西藏自治区,2019,,,,,,,,,
540000,西藏自治区,2018,,,,,,,,,
540000,西藏自治区,2017,,,,,,,,,
540000,西藏自治区,2016,,,,,,,,,
540000,西藏自治区,2015,,,,,,,,,
540000,西藏自治区,2014,,,,,,,,,
540000,西藏自治区,2013,,,,,,,,,
540000,西藏自治区,2012,11184.33,5517.69,1361.57,845.18,474.69,467.23,1387.45,550.48,580.05
540000,西藏自治区,2011,10398.91,5184.18,1261.29,781.12,428.03,424.1,1278.0,514.44,527.74
540000,西藏自治区,2010,9685.54,4847.58,1158.6,726.59,376.43,385.63,1230.94,477.95,481.82
540000,西藏自治区,2009,9034.31,4581.6,1086.42,689.76,356.86,352.31,1062.83,465.84,438.68
540000,西藏自治区,2008,8323.54,4262.77,1011.82,634.94,310.22,317.08,966.74,419.59,400.38
540000,西藏自治区,2007,7532.07,3836.51,880.1,628.35,271.29,272.81,866.33,441.02,335.66
540000,西藏自治区,2006,6192.57,3107.9,734.83,612.67,211.1,221.7,694.21,359.34,250.82
540000,西藏自治区,2005,8617.11,3830.45,1051.8,517.53,476.27,338.57,1309.95,678.26,414.27
540000,西藏自治区,2004,8338.21,3799.17,1079.74,483.2,469.74,320.65,1184.66,617.39,383.66
540000,西藏自治区,2003,8045.34,3542.89,1129.49,468.49,444.0,310.44,1183.87,596.91,369.26
540000,西藏自治区,2002,6952.44,2837.28,1129.92,546.24,360.12,249.48,1042.2,444.72,342.48
540000,西藏自治区,2001,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,
610000,陕西省,2019,,,,,,,,,
610000,陕西省,2018,,,,,,,,,
610000,陕西省,2017,,,,,,,,,
610000,陕西省,2016,,,,,,,,,
610000,陕西省,2015,,,,,,,,,
610000,陕西省,2014,,,,,,,,,
610000,陕西省,2013,,,,,,,,,
610000,陕西省,2012,15332.84,5550.71,1789.06,1322.22,986.82,1212.44,1788.38,2078.52,604.69
610000,陕西省,2011,13782.75,5040.47,1673.24,1193.81,914.26,1100.51,1502.44,1857.6,500.42
610000,陕西省,2010,11821.88,4381.4,1428.2,1126.92,723.73,935.38,1194.77,1595.8,435.67
610000,陕西省,2009,10705.67,3988.57,1209.96,1018.23,683.51,863.36,1071.48,1430.22,440.35
610000,陕西省,2008,9772.07,3586.13,1047.61,1007.68,618.16,862.7,967.52,1281.58,400.68
610000,陕西省,2007,8427.06,3063.69,910.29,831.27,513.08,678.38,866.76,1230.74,332.84
610000,陕西省,2006,7553.28,2588.91,768.47,746.59,478.58,612.3,824.46,1280.14,253.84
610000,陕西省,2005,6656.46,2401.52,673.07,653.4,371.81,605.31,630.16,1081.92,239.26
610000,陕西省,2004,6233.07,2236.48,609.33,646.92,409.0,513.27,583.19,1025.76,209.1
610000,陕西省,2003,5666.54,1960.29,559.07,609.05,383.48,491.17,528.62,950.85,184.01
610000,陕西省,2002,5378.04,1832.88,508.32,622.44,436.8,444.24,485.04,881.52,166.92
610000,陕西省,2001,,,,,,,,,
610000,陕西省,2000,,,,,,,,,
620000,甘肃省,2019,,,,,,,,,
620000,甘肃省,2018,,,,,,,,,
620000,甘肃省,2017,,,,,,,,,
620000,甘肃省,2016,,,,,,,,,
620000,甘肃省,2015,,,,,,,,,
620000,甘肃省,2014,,,,,,,,,
620000,甘肃省,2013,,,,,,,,,
620000,甘肃省,2012,12847.05,4602.33,1631.4,1287.93,833.15,1049.65,1575.67,1388.21,478.72
620000,甘肃省,2011,11188.57,4182.47,1470.26,1139.85,660.48,874.05,1289.8,1158.3,413.37
620000,甘肃省,2010,9895.35,3702.18,1255.69,910.34,597.72,828.57,1076.63,1136.7,387.53
620000,甘肃省,2009,8890.79,3359.3,1169.7,801.21,559.06,746.77,894.35,1025.47,334.95
620000,甘肃省,2008,8308.62,3183.79,1022.62,846.26,546.23,654.82,817.17,936.33,301.4
620000,甘肃省,2007,7875.78,2824.42,939.89,768.28,505.16,564.25,861.47,1058.66,353.65
620000,甘肃省,2006,6974.21,2408.37,854.0,716.35,403.8,562.74,703.07,1034.42,291.46
620000,甘肃省,2005,6529.2,2352.82,806.26,680.78,366.2,492.23,638.63,942.75,249.53
620000,甘肃省,2004,5937.3,2204.04,736.19,572.49,336.2,411.95,601.16,853.31,221.96
620000,甘肃省,2003,5298.91,1908.1,645.19,505.6,302.66,434.8,531.19,793.19,178.17
620000,甘肃省,2002,5064.24,1792.56,582.96,518.76,333.84,415.08,456.0,794.64,170.28
620000,甘肃省,2001,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,
630000,青海省,2019,,,,,,,,,
630000,青海省,2018,,,,,,,,,
630000,青海省,2017,,,,,,,,,
630000,青海省,2016,,,,,,,,,
630000,青海省,2015,,,,,,,,,
630000,青海省,2014,,,,,,,,,
630000,青海省,2013,,,,,,,,,
630000,青海省,2012,12346.29,4667.34,1512.24,1232.39,923.7,906.14,1549.76,1097.21,457.51
630000,青海省,2011,10955.46,4260.27,1394.28,1055.15,723.23,854.25,1293.45,967.9,406.93
630000,青海省,2010,9613.79,3784.81,1185.56,923.52,644.01,718.78,1116.56,908.07,332.49
630000,青海省,2009,8786.52,3548.85,1043.4,790.5,505.32,701.37,975.91,889.32,331.86
630000,青海省,2008,8192.56,3315.94,945.14,802.73,538.54,610.02,787.63,880.86,311.72
630000,青海省,2007,7512.39,2803.45,898.54,641.93,484.71,613.24,785.27,953.87,331.38
630000,青海省,2006,6530.11,2366.42,724.96,653.04,420.31,542.93,753.07,793.72,275.66
630000,青海省,2005,6245.26,2267.36,690.76,666.38,356.53,554.11,691.25,803.08,215.79
630000,青海省,2004,5758.95,2056.06,621.98,664.2,438.44,451.95,566.97,746.89,212.47
630000,青海省,2003,5400.24,1986.54,612.75,559.33,370.93,451.31,509.37,713.27,196.74
630000,青海省,2002,5042.52,1850.52,555.96,536.88,302.52,429.12,506.4,683.4,177.6
630000,青海省,2001,,,,,,,,,
630000,青海省,2000,,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,,,
640000,宁夏回族自治区,2015,,,,,,,,,
640000,宁夏回族自治区,2014,,,,,,,,,
640000,宁夏回族自治区,2013,,,,,,,,,
640000,宁夏回族自治区,2012,14067.15,4768.91,1875.7,1193.37,929.01,1063.09,2110.41,1515.91,610.74
640000,宁夏回族自治区,2011,12896.04,4483.44,1701.73,1247.14,885.36,978.12,1637.61,1441.18,521.47
640000,宁夏回族自治区,2010,11334.43,3768.09,1417.47,1181.71,716.22,890.05,1574.57,1286.2,500.12
640000,宁夏回族自治区,2009,10280.0,3432.23,1260.58,1128.12,636.88,921.86,1363.63,1075.88,460.82
640000,宁夏回族自治区,2008,9558.29,3352.83,1178.88,1069.15,596.81,816.87,1096.32,1043.72,403.71
640000,宁夏回族自治区,2007,7817.28,2760.74,994.47,910.68,480.84,645.98,859.04,863.36,302.17
640000,宁夏回族自治区,2006,7205.57,2444.98,874.39,890.97,480.7,578.75,774.57,846.72,314.49
640000,宁夏回族自治区,2005,6404.31,2228.63,776.51,711.21,417.38,535.92,705.69,769.97,259.0
640000,宁夏回族自治区,2004,5821.38,2156.34,636.81,660.19,364.07,440.77,646.97,651.14,265.08
640000,宁夏回族自治区,2003,5330.34,1919.42,585.24,560.53,363.09,450.7,585.42,644.72,221.23
640000,宁夏回族自治区,2002,5104.92,1774.32,578.16,482.76,342.96,453.0,556.68,711.0,205.92
640000,宁夏回族自治区,2001,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,,,,
650000,新疆维吾尔自治区,2016,,,,,,,,,
650000,新疆维吾尔自治区,2015,,,,,,,,,
650000,新疆维吾尔自治区,2014,,,,,,,,,
650000,新疆维吾尔自治区,2013,,,,,,,,,
650000,新疆维吾尔自治区,2012,13891.72,5238.89,2031.14,1166.59,950.17,1027.6,1660.27,1280.81,536.24
650000,新疆维吾尔自治区,2011,11839.4,4537.46,1715.94,888.16,791.43,912.99,1377.67,1122.18,493.56
650000,新疆维吾尔自治区,2010,10197.09,3694.81,1513.42,898.38,669.87,708.16,1255.87,1012.37,444.2
650000,新疆维吾尔自治区,2009,9327.55,3386.33,1357.05,856.78,552.5,684.01,1198.65,855.53,436.7
650000,新疆维吾尔自治区,2008,8669.36,3235.77,1245.02,781.9,535.31,643.48,1003.89,812.36,411.63
650000,新疆维吾尔自治区,2007,7874.27,2760.69,1183.69,736.99,475.23,598.78,890.3,896.79,331.8
650000,新疆维吾尔自治区,2006,6730.01,2386.97,953.03,698.66,364.11,472.35,765.72,819.72,269.45
650000,新疆维吾尔自治区,2005,6207.52,2257.44,825.98,571.72,309.97,499.16,757.09,741.35,244.8
650000,新疆维吾尔自治区,2004,5773.62,2083.13,766.73,566.99,292.14,375.18,615.19,840.59,233.66
650000,新疆维吾尔自治区,2003,5540.61,1987.42,783.54,499.93,271.14,357.64,601.13,806.53,233.28
650000,新疆维吾尔自治区,2002,5636.4,1912.8,780.96,515.64,361.32,341.04,643.2,880.92,200.64
650000,新疆维吾尔自治区,2001,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,
