省份编码,省份,年份,城镇居民人均可支配收入(元),城镇居民人均总收入(元),城镇居民人均工资性收入(元),城镇居民人均经营净收入(元),城镇居民人均财产性收入(元),城镇居民人均转移性收入(元)
520000,贵州省,2008,11758.76,12185.62,7811.16,770.86,110.9,3492.7
520000,贵州省,2007,10678.4,11066.43,7750.15,764.63,161.3,2390.34
520000,贵州省,2006,9116.61,9439.31,6507.12,886.32,120.92,1924.96
520000,贵州省,2005,8151.13,8385.08,5516.18,790.84,90.25,1987.8
520000,贵州省,2004,7322.05,7518.72,5135.14,576.33,54.21,1753.04
520000,贵州省,2003,6569.23,6746.36,4668.5,379.61,55.12,1643.14
520000,贵州省,2002,5944.08,6107.28,4007.4,335.04,53.04,1711.8
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,,,,,,
530000,云南省,2018,,,,,,
530000,云南省,2017,,,,,,
530000,云南省,2016,,,,,,
530000,云南省,2015,,,,,,
530000,云南省,2014,,,,,,
530000,云南省,2013,,,,,,
530000,云南省,2012,21074.5,23000.43,14408.29,2425.03,999.98,5167.14
530000,云南省,2011,18575.62,20255.13,12416.17,1785.61,1273.99,4779.36
530000,云南省,2010,16064.54,17478.91,10845.21,1122.89,1162.12,4348.7
530000,云南省,2009,14423.93,15680.27,9641.68,1092.29,1043.93,3902.38
530000,云南省,2008,13250.22,14118.03,8596.88,1165.96,849.45,3505.74
530000,云南省,2007,11496.11,12296.42,8019.69,686.18,476.78,3113.77
530000,云南省,2006,10069.89,10848.1,6881.39,536.72,467.25,2962.74
530000,云南省,2005,9265.9,9994.65,6170.93,595.45,428.07,2800.2
530000,云南省,2004,8870.88,9546.29,6138.33,518.17,334.41,2555.38
530000,云南省,2003,7643.57,8202.58,5854.39,286.92,86.43,1974.84
530000,云南省,2002,7240.56,7690.2,5446.68,279.0,70.8,1893.72
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,,,,,,
540000,西藏自治区,2018,,,,,,
540000,西藏自治区,2017,,,,,,
540000,西藏自治区,2016,,,,,,
540000,西藏自治区,2015,,,,,,
540000,西藏自治区,2014,,,,,,
540000,西藏自治区,2013,,,,,,
540000,西藏自治区,2012,18028.32,20224.17,17672.12,570.88,417.86,1563.31
540000,西藏自治区,2011,16195.56,18115.76,15854.97,486.92,358.07,1415.8
540000,西藏自治区,2010,14980.47,16538.98,14707.14,395.66,233.04,1203.14
540000,西藏自治区,2009,13544.41,14978.95,13326.4,378.07,218.3,1056.18
540000,西藏自治区,2008,12481.51,13647.53,12314.69,303.34,138.08,891.42
540000,西藏自治区,2007,11130.93,11951.67,10370.42,280.68,254.44,1046.13
540000,西藏自治区,2006,8941.08,9540.86,7512.25,389.88,217.95,1420.78
540000,西藏自治区,2005,9431.18,10659.31,10401.71,43.2,10.41,204.0
540000,西藏自治区,2004,9106.07,10395.86,10204.52,42.59,1.18,147.58
540000,西藏自治区,2003,8765.45,9696.79,9466.39,0.0,7.15,223.25
540000,西藏自治区,2002,8079.12,8626.92,8300.04,10.56,35.76,280.56
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,,,,,,
610000,陕西省,2018,,,,,,
610000,陕西省,2017,,,,,,
610000,陕西省,2016,,,,,,
610000,陕西省,2015,,,,,,
610000,陕西省,2014,,,,,,
610000,陕西省,2013,,,,,,
610000,陕西省,2012,20733.88,22606.01,15547.32,881.96,269.58,5907.14
610000,陕西省,2011,18245.23,20069.87,14051.28,771.75,214.18,5032.65
610000,陕西省,2010,15695.21,17064.71,12078.35,573.19,187.39,4225.78
610000,陕西省,2009,14128.76,15311.29,10775.37,544.3,152.3,3839.3
610000,陕西省,2008,12857.89,13847.12,9794.82,544.0,151.46,3356.85
610000,陕西省,2007,10763.34,11482.13,8292.38,280.05,121.02,2788.68
610000,陕西省,2006,9267.7,9938.19,6958.23,309.04,175.41,2495.52
610000,陕西省,2005,8272.02,8902.26,6347.81,179.34,135.15,2239.96
610000,陕西省,2004,7492.47,8043.23,5725.33,201.25,138.45,1978.2
610000,陕西省,2003,6806.35,7314.44,5170.32,139.83,138.06,1866.22
610000,陕西省,2002,6330.84,6747.0,4684.56,144.48,60.72,1857.24
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,,,,,,
620000,甘肃省,2018,,,,,,
620000,甘肃省,2017,,,,,,
620000,甘肃省,2016,,,,,,
620000,甘肃省,2015,,,,,,
620000,甘肃省,2014,,,,,,
620000,甘肃省,2013,,,,,,
620000,甘肃省,2012,17156.89,18498.46,12514.92,1125.68,259.63,4598.23
620000,甘肃省,2011,14988.68,16267.37,11195.26,914.3,161.66,3996.15
620000,甘肃省,2010,13188.55,14307.28,9882.5,687.96,72.23,3664.59
620000,甘肃省,2009,11929.78,12918.04,9182.24,690.41,59.49,2985.9
620000,甘肃省,2008,10969.41,11669.33,8354.63,638.76,65.33,2610.61
620000,甘肃省,2007,10012.34,10859.69,8140.72,494.06,71.36,2153.55
620000,甘肃省,2006,8920.59,9586.46,7008.4,403.57,32.14,2142.35
620000,甘肃省,2005,8086.82,8738.11,6486.84,373.84,39.58,1837.84
620000,甘肃省,2004,7376.74,7990.65,6087.37,330.43,53.37,1519.49
620000,甘肃省,2003,6657.24,7132.82,5269.23,269.66,41.4,1552.53
620000,甘肃省,2002,6151.44,6524.28,4866.0,208.92,52.8,1396.56
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,,,,,,
630000,青海省,2018,,,,,,
630000,青海省,2017,,,,,,
630000,青海省,2016,,,,,,
630000,青海省,2015,,,,,,
630000,青海省,2014,,,,,,
630000,青海省,2013,,,,,,
630000,青海省,2012,17566.28,19746.63,12614.39,1191.42,92.98,5847.84
630000,青海省,2011,15603.31,17794.98,11403.97,1054.6,78.64,5257.77
630000,青海省,2010,13854.99,15480.81,10061.58,943.96,73.9,4401.37
630000,青海省,2009,12691.85,14150.25,9341.26,835.48,45.7,3927.81
630000,青海省,2008,11640.43,12867.33,8595.48,763.07,50.17,3458.63
630000,青海省,2007,10276.06,11428.29,7849.44,542.89,66.62,2969.33
630000,青海省,2006,9000.35,9803.13,6316.64,564.08,62.93,2859.48
630000,青海省,2005,8057.85,8766.68,5613.79,513.41,62.08,2577.4
630000,青海省,2004,7319.67,7785.09,5022.57,299.21,67.25,2396.05
630000,青海省,2003,6745.32,7155.13,4493.36,276.19,50.87,2334.7
630000,青海省,2002,6170.52,6499.32,4073.88,246.72,24.48,2154.24
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,,,,,,
640000,宁夏回族自治区,2018,,,,,,
640000,宁夏回族自治区,2017,,,,,,
640000,宁夏回族自治区,2016,,,,,,
640000,宁夏回族自治区,2015,,,,,,
640000,宁夏回族自治区,2014,,,,,,
640000,宁夏回族自治区,2013,,,,,,
640000,宁夏回族自治区,2012,19831.41,21902.24,13965.62,2522.84,160.88,5252.9
640000,宁夏回族自治区,2011,17578.92,19654.59,12396.71,2367.47,198.48,4691.94
640000,宁夏回族自治区,2010,15344.49,17536.78,10821.22,2238.13,189.52,4287.91
640000,宁夏回族自治区,2009,14024.7,15550.75,9597.11,2036.14,281.15,3636.36
640000,宁夏回族自治区,2008,12931.53,14118.64,8793.54,1856.94,182.67,3285.49
640000,宁夏回族自治区,2007,10859.33,11793.08,7667.77,1182.9,147.42,2794.99
640000,宁夏回族自治区,2006,9177.26,10002.03,6450.79,978.99,89.19,2483.06
640000,宁夏回族自治区,2005,8093.64,8744.86,5771.58,956.65,64.44,1952.2
640000,宁夏回族自治区,2004,7217.87,7748.53,5166.44,495.12,60.03,2026.93
640000,宁夏回族自治区,2003,6530.48,6991.26,4670.76,441.47,82.48,1796.54
640000,宁夏回族自治区,2002,6067.44,6409.44,4366.8,404.88,41.04,1596.72
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,
650000,新疆维吾尔自治区,2016,,,,,,
650000,新疆维吾尔自治区,2015,,,,,,
650000,新疆维吾尔自治区,2014,,,,,,
650000,新疆维吾尔自治区,2013,,,,,,
650000,新疆维吾尔自治区,2012,17920.68,20194.55,14432.12,1633.22,145.5,3983.71
650000,新疆维吾尔自治区,2011,15513.62,17631.15,12653.43,1412.32,149.06,3416.35
650000,新疆维吾尔自治区,2010,13643.77,15421.59,11327.91,1131.78,151.94,2809.96
650000,新疆维吾尔自治区,2009,12257.52,13602.18,10232.91,974.62,115.77,2278.88
650000,新疆维吾尔自治区,2008,11432.1,12478.61,9422.22,938.15,141.75,1976.49
650000,新疆维吾尔自治区,2007,10313.44,11302.99,9012.19,606.33,67.97,1616.49
650000,新疆维吾尔自治区,2006,8871.27,9689.07,7490.69,594.81,58.39,1545.18
650000,新疆维吾尔自治区,2005,7990.15,8693.67,6553.47,522.14,54.51,1563.54
650000,新疆维吾尔自治区,2004,7503.42,8201.82,6394.5,371.74,62.95,1372.63
650000,新疆维吾尔自治区,2003,7173.54,7866.85,6219.72,291.63,76.01,1279.49
650000,新疆维吾尔自治区,2002,6899.64,7452.6,5665.44,242.4,53.4,1491.36
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
