省份编码,省份,年份,农村居民家庭平均每百户洗衣机拥有量(台),农村居民家庭平均每百户电冰箱拥有量(台),农村居民家庭平均每百户空调拥有量(台),农村居民家庭平均每百户抽油烟机拥有量(台),农村居民家庭平均每百户自行车拥有量(辆),农村居民家庭平均每百户摩托车拥有量(辆),农村居民家庭平均每百户固定电话拥有量(部),农村居民家庭平均每百户移动电话拥有量(部),农村居民家庭平均每百户黑白电视机拥有量(台),农村居民家庭平均每百户彩色电视机拥有量(台),农村居民家庭平均每百户照相机拥有量(台),农村居民家庭平均每百户计算机拥有量(台)
350000,福建省,2011,67.3341388400703,88.4402460456942,47.6746485061511,32.8097539543058,48.7214411247803,88.1942003514938,66.0259226713533,234.504613356766,0.384446397188049,136.61467486819,6.93651142355009,30.951230228471
350000,福建省,2010,63.85,72.53,33.02,20.38,55.66,92.58,78.41,195.88,2.25,128.85,5.99,23.57
350000,福建省,2009,59.78,62.69,26.98,18.68,55.38,89.45,81.59,182.64,2.42,122.53,5.71,17.86
350000,福建省,2008,57.47,57.03,23.52,16.48,55.38,87.53,84.67,165.99,3.41,119.01,5.33,13.9
350000,福建省,2007,56.3186813186813,50.7692307692308,19.8901098901099,15.0549450549451,60.2747252747253,84.6703296703297,87.6373626373626,146.3,4.61538461538462,115.0,5.21978021978022,10.9
350000,福建省,2006,49.8901098901099,45.9340659340659,14.5604395604396,12.032967032967,62.6373626373626,80.8241758241758,91.7032967032967,131.7,8.95604395604396,114.835164835165,5.10989010989011,7.5
350000,福建省,2005,46.2087912087912,38.1318681318681,10.989010989011,9.61538461538462,68.1318681318681,75.2197802197802,94.1758241758242,103.4,13.8461538461538,109.67032967033,5.49450549450549,4.9
350000,福建省,2004,48.0769230769231,33.4615384615385,9.45054945054945,10.0,86.4285714285714,71.9230769230769,91.5934065934066,78.3,25.8791208791209,100.10989010989,5.49450549450549,5.7
350000,福建省,2003,42.1428571428571,26.2637362637363,7.58241758241758,8.02197802197802,83.7912087912088,63.2967032967033,86.7032967032967,54.9,30.0,88.5714285714286,4.72527472527473,2.5
350000,福建省,2002,38.57,23.3,3.41,5.77,91.26,57.58,74.34,27.75,37.8,79.18,3.52,0.86
350000,福建省,2001,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,
360000,江西省,2019,,,,,,,,,,,,
360000,江西省,2018,,,,,,,,,,,,
360000,江西省,2017,,,,,,,,,,,,
360000,江西省,2016,,,,,,,,,,,,
360000,江西省,2015,,,,,,,,,,,,
360000,江西省,2014,,,,,,,,,,,,
360000,江西省,2013,,,,,,,,,,,,
360000,江西省,2012,27.8367346938776,73.6326530612245,21.2244897959184,8.69387755102041,62.6530612244898,69.265306122449,22.8979591836735,200.163265306122,3.06122448979592,120.489795918367,2.61224489795918,13.3061224489796
360000,江西省,2011,21.9591836734694,68.0816326530612,17.3469387755102,6.44897959183673,60.7755102040816,67.8775510204082,25.1428571428571,189.428571428571,2.20408163265306,116.979591836735,2.48979591836735,10.6122448979592
360000,江西省,2010,14.08,45.84,10.24,3.76,84.86,60.49,50.9,140.98,13.02,106.86,2.69,5.22
360000,江西省,2009,11.59,34.7,6.2,2.65,83.47,58.29,53.84,127.35,15.06,103.84,2.45,3.35
360000,江西省,2008,9.84,22.04,4.12,2.86,82.57,50.65,59.88,106.98,17.1,95.76,1.71,1.9
360000,江西省,2007,8.69387755102041,17.4285714285714,3.91836734693878,2.77551020408163,90.2857142857143,51.0204081632653,65.5510204081633,93.0,22.1224489795918,96.1224489795918,1.75510204081633,1.6
360000,江西省,2006,7.38775510204082,12.3265306122449,2.61224489795918,2.40816326530612,95.7142857142857,48.3265306122449,64.6530612244898,78.0,29.6734693877551,90.0408163265306,1.75510204081633,1.1
360000,江西省,2005,7.02040816326531,10.530612244898,2.0,1.79591836734694,96.8979591836735,43.3877551020408,61.9183673469388,64.8,35.3877551020408,82.3265306122449,1.83673469387755,2.0
360000,江西省,2004,6.6530612244898,6.44897959183673,0.897959183673469,0.693877551020408,115.387755102041,33.7959183673469,47.1428571428571,30.7,59.6734693877551,62.2040816326531,2.0,0.9
360000,江西省,2003,5.38775510204082,6.28571428571429,0.408163265306122,0.816326530612245,119.142857142857,27.8367346938776,42.4489795918367,18.7,65.9183673469388,52.0408163265306,1.59183673469388,0.5
360000,江西省,2002,4.53,4.78,0.08,0.61,121.55,22.98,35.67,9.63,70.73,41.55,1.88,0.86
360000,江西省,2001,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,
370000,山东省,2019,,,,,,,,,,,,
370000,山东省,2018,,,,,,,,,,,,
370000,山东省,2017,,,,,,,,,,,,
370000,山东省,2016,,,,,,,,,,,,
370000,山东省,2015,,,,,,,,,,,,
370000,山东省,2014,,,,,,,,,,,,
370000,山东省,2013,,,,,,,,,,,,
370000,山东省,2012,86.3333333333333,84.1190476190476,26.9285714285714,19.952380952381,155.214285714286,60.7619047619048,41.9047619047619,198.214285714286,1.38095238095238,113.52380952381,5.45238095238095,31.5
370000,山东省,2011,81.7619047619048,77.7619047619048,22.2857142857143,17.6904761904762,154.380952380952,59.7380952380952,44.4047619047619,186.428571428571,1.80952380952381,112.0,5.02380952380952,25.2142857142857
370000,山东省,2010,77.93,65.74,17.69,17.29,178.4,72.62,67.62,160.9,5.69,112.57,8.33,16.69
370000,山东省,2009,71.86,54.95,12.64,14.88,175.21,70.29,70.74,141.33,6.6,110.74,7.76,10.83
370000,山东省,2008,64.93,46.67,7.64,10.21,172.76,69.64,76.95,121.24,8.02,106.62,8.07,5.0
370000,山东省,2007,57.3571428571429,39.4285714285714,6.19047619047619,8.64285714285714,170.428571428571,72.0714285714286,86.2380952380952,86.2,8.92857142857143,103.547619047619,7.0,3.5
370000,山东省,2006,49.5714285714286,33.6190476190476,5.11904761904762,6.73809523809524,168.666666666667,68.9523809523809,85.9047619047619,60.7,15.1428571428571,98.3571428571429,6.85714285714286,2.4
370000,山东省,2005,40.9047619047619,28.5952380952381,4.02380952380952,6.0,169.261904761905,65.2142857142857,85.8571428571429,46.0,19.2142857142857,90.9761904761905,7.0,2.3
370000,山东省,2004,31.8809523809524,24.3809523809524,3.28571428571429,5.04761904761905,176.809523809524,55.3095238095238,79.9761904761905,32.7,34.7142857142857,80.3809523809524,6.02380952380952,1.8
370000,山东省,2003,24.6666666666667,20.9047619047619,1.78571428571429,4.35714285714286,177.0,51.3333333333333,74.5238095238095,21.4,42.6428571428571,71.0476190476191,5.07142857142857,1.8
370000,山东省,2002,19.74,20.02,1.29,3.64,182.62,47.36,67.05,14.62,49.24,64.33,5.38,1.02
370000,山东省,2001,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,
410000,河南省,2019,,,,,,,,,,,,
410000,河南省,2018,,,,,,,,,,,,
410000,河南省,2017,,,,,,,,,,,,
410000,河南省,2016,,,,,,,,,,,,
410000,河南省,2015,,,,,,,,,,,,
410000,河南省,2014,,,,,,,,,,,,
410000,河南省,2013,,,,,,,,,,,,
410000,河南省,2012,92.5714285714286,66.8571428571429,37.2380952380952,4.04761904761905,127.714285714286,51.3095238095238,26.3333333333333,194.095238095238,0.976190476190476,111.214285714286,2.66666666666667,20.2142857142857
410000,河南省,2011,91.1428571428572,63.3095238095238,33.2380952380952,4.07142857142857,126.166666666667,53.5238095238095,25.5,194.5,1.52380952380952,110.714285714286,2.33333333333333,16.1904761904762
410000,河南省,2010,84.64,46.12,22.86,3.02,132.19,54.88,34.26,151.67,4.31,106.26,2.83,7.5
410000,河南省,2009,79.45,34.43,15.05,2.29,132.33,51.95,35.52,126.24,6.5,103.76,2.31,4.05
410000,河南省,2008,73.4,27.07,11.36,1.5,136.12,48.76,43.9,114.14,9.1,100.05,2.17,2.69
410000,河南省,2007,69.9285714285714,22.1190476190476,8.90476190476191,1.35714285714286,136.452380952381,46.5,47.7142857142857,100.2,14.1428571428571,96.8333333333333,1.97619047619048,2.2
410000,河南省,2006,62.3571428571429,15.5,6.61904761904762,0.738095238095238,136.190476190476,43.3571428571429,53.3571428571429,73.8,20.9285714285714,88.7619047619048,1.71428571428571,1.0
410000,河南省,2005,55.6666666666667,13.4761904761905,5.19047619047619,0.476190476190476,133.380952380952,39.1428571428571,51.3333333333333,55.4,26.5238095238095,81.6904761904762,2.14285714285714,0.6
410000,河南省,2004,41.4285714285714,9.0,2.30952380952381,0.714285714285714,151.666666666667,26.2380952380952,43.6190476190476,23.5,47.0714285714286,63.1190476190476,1.38095238095238,0.3
410000,河南省,2003,36.8333333333333,7.54761904761905,1.64285714285714,0.523809523809524,152.142857142857,21.1428571428571,39.5714285714286,11.4,53.1428571428571,56.0,1.38095238095238,0.3
410000,河南省,2002,30.6,8.69,1.14,0.57,156.62,18.79,37.24,6.33,58.81,48.86,1.55,0.17
410000,河南省,2001,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,
420000,湖北省,2019,,,,,,,,,,,,
420000,湖北省,2018,,,,,,,,,,,,
420000,湖北省,2017,,,,,,,,,,,,
420000,湖北省,2016,,,,,,,,,,,,
420000,湖北省,2015,,,,,,,,,,,,
420000,湖北省,2014,,,,,,,,,,,,
420000,湖北省,2013,,,,,,,,,,,,
420000,湖北省,2012,62.4242424242424,80.1818181818182,33.1515151515152,15.8181818181818,46.5151515151515,74.7575757575758,40.0606060606061,215.060606060606,1.48484848484848,116.242424242424,3.63636363636364,19.7272727272727
420000,湖北省,2011,57.0909090909091,73.7272727272727,28.5757575757576,13.6969696969697,44.7575757575758,72.3333333333333,41.9393939393939,204.818181818182,1.60606060606061,114.363636363636,3.54545454545455,15.5757575757576
420000,湖北省,2010,47.97,51.48,18.36,10.03,63.24,64.12,55.7,152.27,4.3,109.18,2.64,7.39
420000,湖北省,2009,41.7,41.36,12.45,7.7,68.47,59.76,55.61,134.21,7.45,105.42,2.58,5.15
420000,湖北省,2008,37.12,30.52,9.91,6.1,72.45,55.52,59.33,117.88,10.76,102.24,2.06,3.0
420000,湖北省,2007,34.6818181818182,26.1818181818182,7.60606060606061,5.03030303030303,73.3333333333333,51.4545454545455,58.3636363636364,104.7,12.1818181818182,98.8181818181818,1.81818181818182,2.0
420000,湖北省,2006,30.1212121212121,19.1818181818182,5.39393939393939,3.72727272727273,80.5454545454545,45.0,57.2727272727273,90.2,20.9393939393939,92.1212121212121,1.75757575757576,2.3
420000,湖北省,2005,26.3939393939394,14.8181818181818,3.78787878787879,3.12121212121212,79.0909090909091,39.1515151515152,51.6666666666667,71.2,27.4242424242424,83.1818181818182,1.87878787878788,1.1
420000,湖北省,2004,21.5757575757576,11.0606060606061,1.48484848484848,2.0,102.484848484848,31.4242424242424,38.6363636363636,37.1,47.5454545454545,67.969696969697,2.18181818181818,1.2
420000,湖北省,2003,20.1212121212121,8.51515151515151,1.15151515151515,1.06060606060606,103.484848484848,25.0075757575758,31.3939393939394,20.3,55.0,56.2727272727273,1.78787878787879,1.2
420000,湖北省,2002,20.42,8.09,0.42,1.03,111.33,20.88,23.94,7.64,65.88,44.33,1.3,1.42
420000,湖北省,2001,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,
430000,湖南省,2019,,,,,,,,,,,,
430000,湖南省,2018,,,,,,,,,,,,
430000,湖南省,2017,,,,,,,,,,,,
430000,湖南省,2016,,,,,,,,,,,,
430000,湖南省,2015,,,,,,,,,,,,
430000,湖南省,2014,,,,,,,,,,,,
430000,湖南省,2013,,,,,,,,,,,,
430000,湖南省,2012,62.2702702702703,77.4594594594595,24.3243243243243,6.81081081081081,27.8918918918919,64.4864864864865,28.4054054054054,192.837837837838,1.7027027027027,111.243243243243,3.13513513513514,11.9459459459459
430000,湖南省,2011,58.3783783783784,74.5945945945946,22.5945945945946,5.7027027027027,25.8378378378378,63.5162162162162,28.7567567567568,183.351351351351,2.2972972972973,109.0,2.45945945945946,10.2972972972973
430000,湖南省,2010,42.46,40.86,10.54,2.76,47.46,45.76,54.59,122.86,14.05,96.08,1.81,4.39
430000,湖南省,2009,37.59,32.03,7.32,2.19,47.38,41.86,57.76,106.27,16.08,93.54,1.95,3.0
430000,湖南省,2008,34.19,25.89,6.14,2.24,49.27,38.14,61.84,88.51,19.03,89.59,1.59,1.78
430000,湖南省,2007,31.972972972973,21.3783783783784,5.05405405405405,1.56756756756757,50.6756756756757,34.8648648648649,61.3513513513513,75.6,22.5945945945946,85.3243243243243,2.16216216216216,1.2
430000,湖南省,2006,29.7567567567568,16.5405405405405,3.2972972972973,1.62162162162162,51.1081081081081,33.027027027027,60.2432432432432,64.7,28.3783783783784,80.9189189189189,2.24324324324324,0.9
430000,湖南省,2005,27.3000000006444,13.7297297297297,2.54054054054054,1.51351351351351,50.027027027027,29.8648648648649,56.1891891891892,55.0,33.5945945945946,73.6216216216216,1.89189189189189,0.9
430000,湖南省,2004,22.1891891891892,9.59459459459459,1.27027027027027,0.972972972972973,78.2702702702703,21.4594594594595,48.1351351351351,24.9,52.7297297297297,57.2972972972973,1.21621621621622,0.6
430000,湖南省,2003,20.7297297297297,9.02702702702703,0.513513513513513,0.756756756756757,80.2972972972973,17.4864864864865,41.3513513513514,15.4,57.8648648648649,49.5945945945946,1.35135135135135,0.4
430000,湖南省,2002,17.78,8.05,0.35,0.81,81.38,14.19,33.59,7.7,63.41,41.0,1.51,0.32
430000,湖南省,2001,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,
440000,广东省,2019,,,,,,,,,,,,
440000,广东省,2018,,,,,,,,,,,,
440000,广东省,2017,,,,,,,,,,,,
440000,广东省,2016,,,,,,,,,,,,
440000,广东省,2015,,,,,,,,,,,,
440000,广东省,2014,,,,,,,,,,,,
440000,广东省,2013,,,,,,,,,,,,
440000,广东省,2012,55.161290322583,66.3870967741967,55.2903225806466,29.0645161290329,86.7741935483898,108.161290322581,69.2903225806485,244.483870967743,0.612903225806459,118.32258064516,8.03225806451619,31.6774193548394
440000,广东省,2011,50.8388639106878,60.9356994699239,50.5806617942899,26.9678634067836,86.6773957914227,107.903094128539,68.5805914820645,241.967804813262,0.967574345412713,116.935480720778,7.06442552958777,29.5162909519885
440000,广东省,2010,45.78,49.1,36.17,26.56,99.22,107.11,82.38,203.83,1.37,119.26,9.49,19.53
440000,广东省,2009,40.55,41.33,30.98,22.62,99.88,101.56,82.15,184.38,1.8,116.6,8.05,16.21
440000,广东省,2008,37.07,34.88,27.77,21.56,106.6,97.81,85.16,162.81,2.3,114.18,7.97,14.26
440000,广东省,2007,34.765625,31.6796875,24.4921875,19.5703125,105.7421875,94.3359375,83.671875,149.7,4.0234375,111.71875,7.1875,12.5
440000,广东省,2006,31.875,27.5390625,20.2734375,17.109375,111.6015625,89.7265625,85.78125,132.6,5.703125,108.4375,6.953125,10.2
440000,广东省,2005,29.4921875,24.7265625,18.125,15.9375,109.6484375,86.875,82.3828125,116.4,8.28125,103.90625,6.5234375,9.3
440000,广东省,2004,29.0234375,20.3515625,9.296875,13.28125,139.21875,77.0703125,78.0078125,79.3,12.6953125,96.1328125,5.9765625,6.3
440000,广东省,2003,28.28125,18.94921875,7.0703125,11.4453125,145.46875,71.40625,70.1953125,55.8,16.953125,92.265625,4.3359375,5.0
440000,广东省,2002,28.24,18.32,4.73,8.44,152.97,64.49,59.22,38.79,21.84,84.57,4.18,6.99
440000,广东省,2001,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,,,,,
450000,广西壮族自治区,2016,,,,,,,,,,,,
450000,广西壮族自治区,2015,,,,,,,,,,,,
450000,广西壮族自治区,2014,,,,,,,,,,,,
450000,广西壮族自治区,2013,,,,,,,,,,,,
450000,广西壮族自治区,2012,35.974025974026,61.0822510822511,10.3463203463203,4.02597402597403,51.2121212121212,89.4372294372294,30.04329004329,215.454545454545,1.21212121212121,109.91341991342,2.16450216450216,11.7316017316017
450000,广西壮族自治区,2011,28.9177489177489,55.7142857142857,8.22510822510823,2.81385281385281,47.8787878787879,87.7489177489177,29.3073593073593,210.25974025974,1.38528138528139,109.393939393939,2.07792207792208,9.56709956709957
450000,广西壮族自治区,2010,15.17,30.71,4.33,1.34,84.98,76.04,58.83,140.35,14.16,99.22,2.42,4.5
450000,广西壮族自治区,2009,12.62,21.02,2.81,1.39,87.36,72.58,60.78,125.15,14.33,97.88,2.21,2.99
450000,广西壮族自治区,2008,9.98,16.0,1.6,1.3,87.53,66.86,62.12,101.34,15.93,95.28,2.6,1.39
450000,广西壮族自治区,2007,7.85714285714286,12.4458874458874,0.952380952380952,0.909090909090909,87.8354978354978,67.1645021645022,64.1125541125541,86.8,19.1341991341991,92.0995670995671,3.8961038961039,1.0
450000,广西壮族自治区,2006,6.40692640692641,8.61471861471862,0.952380952380952,1.03896103896104,88.5714285714286,62.2077922077922,62.3809523809524,72.3,25.974025974026,87.1861471861472,1.73160173160173,0.9
450000,广西壮族自治区,2005,6.7965367965368,6.66666666666667,0.606060606060606,1.08225108225108,86.0606060606061,57.1428571428571,56.5800865800866,62.6,29.2207792207792,80.9090909090909,1.6017316017316,0.5
450000,广西壮族自治区,2004,4.45887445887446,4.32900432900433,0.12987012987013,0.346320346320346,118.225108225108,36.1471861471861,39.6103896103896,15.9,53.7662337662338,53.8961038961039,1.21212121212121,0.3
450000,广西壮族自治区,2003,3.59307359307359,3.41991341991342,0.043290043290043,0.303030303030303,119.480519480519,32.3376623376623,31.0822510822511,9.8,57.1861471861472,47.6623376623377,1.21212121212121,0.1
450000,广西壮族自治区,2002,3.46,3.46,0.04,0.3,121.26,27.14,20.56,4.59,59.13,39.91,1.0,0.17
450000,广西壮族自治区,2001,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,
460000,海南省,2019,,,,,,,,,,,,
460000,海南省,2018,,,,,,,,,,,,
460000,海南省,2017,,,,,,,,,,,,
460000,海南省,2016,,,,,,,,,,,,
460000,海南省,2015,,,,,,,,,,,,
460000,海南省,2014,,,,,,,,,,,,
460000,海南省,2013,,,,,,,,,,,,
460000,海南省,2012,17.5833333333329,34.4166666666657,12.833333333333,2.16666666666662,36.1666666666657,106.833333333333,24.4999999999993,209.999999999995,0.916666666666646,98.6666666666663,1.83333333333329,8.41666666666649
460000,海南省,2011,14.8333333333333,30.5,10.8333333333333,2.5,36.4166666666667,101.583333333333,26.3333333333333,193.666666666667,0.583333333333333,97.5,1.5,8.41666666666667
460000,海南省,2010,8.47,15.0,3.06,1.53,37.78,100.56,45.14,125.14,0.28,102.08,0.83,1.94
460000,海南省,2009,6.39,11.25,1.25,0.56,39.31,96.81,45.14,110.97,0.56,99.03,1.53,1.81
460000,海南省,2008,6.67,8.61,0.83,0.83,39.03,85.97,50.14,94.44,1.53,90.0,0.28,1.53
460000,海南省,2007,6.38888888888889,8.47222222222222,0.416666666666667,0.277777777777778,40.9722222222222,84.3055555555556,52.3611111111111,80.8,1.80555555555556,89.8611111111111,0.555555555555556,1.5
460000,海南省,2006,5.83333333333333,7.91666666666667,0.833333333333333,0.555555555555556,43.6111111111111,85.2777777777778,51.5277777777778,58.2,2.36111111111111,85.1388888888889,0.555555555555556,1.1
460000,海南省,2005,3.88888888888889,7.36111111111111,0.416666666666667,0.972222222222222,48.0555555555556,77.2222222222222,43.75,49.3,3.47222222222222,77.3611111111111,1.52777777777778,1.5
460000,海南省,2004,8.19444444444444,10.1388888888889,0.694444444444444,0.694444444444444,51.5277777777778,76.1111111111111,36.25,32.8,8.88888888888889,76.5277777777778,1.66666666666667,2.9
460000,海南省,2003,4.86111111111111,5.55555555555556,0.972222222222222,0.972222222222222,48.5555555555556,65.0,32.3611111111111,20.4,10.2777777777778,64.5833333333333,1.80555555555556,0.8
460000,海南省,2002,6.11,5.83,,0.42,52.5,64.03,28.47,13.61,13.47,57.22,1.53,1.39
460000,海南省,2001,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,
500000,重庆市,2019,,,,,,,,,,,,
500000,重庆市,2018,,,,,,,,,,,,
500000,重庆市,2017,,,,,,,,,,,,
500000,重庆市,2016,,,,,,,,,,,,
500000,重庆市,2015,,,,,,,,,,,,
500000,重庆市,2014,,,,,,,,,,,,
500000,重庆市,2013,,,,,,,,,,,,
500000,重庆市,2012,63.1666666666667,78.2777777777778,28.9444444444444,5.16666666666667,12.5,38.4444444444444,42.4444444444444,187.166666666667,0.777777777777778,107.777777777778,4.27777777777778,14.5
500000,重庆市,2011,60.5,73.1666666666667,21.6666666666667,4.27777777777778,10.0,36.2777777777778,44.2222222222222,175.777777777778,1.44444444444444,106.5,2.22222222222222,11.9444444444444
500000,重庆市,2010,48.56,58.0,14.56,2.44,11.56,27.06,53.17,132.0,6.33,97.72,1.67,4.06
500000,重庆市,2009,42.11,43.61,10.11,1.5,11.97,22.33,56.94,107.78,8.0,95.28,1.56,1.83
500000,重庆市,2008,36.22,32.67,6.67,0.94,13.83,19.5,60.11,98.28,10.67,94.33,1.89,1.11
500000,重庆市,2007,32.7777777777778,28.5,5.16666666666667,0.611111111111111,13.3888888888889,17.6111111111111,62.1666666666667,82.1,13.4444444444444,89.2777777777778,1.0,1.4
500000,重庆市,2006,27.6666666666667,20.1111111111111,3.44444444444444,1.44444444444444,13.8888888888889,15.7777777777778,65.0555555555556,60.7,21.7777777777778,84.0,1.05555555555556,0.4
500000,重庆市,2005,21.5,13.5555555555556,2.16666666666667,1.33333333333333,14.0555555555556,12.5555555555556,59.8333333333333,49.3,24.9444444444444,79.2222222222222,1.27777777777778,0.2
500000,重庆市,2004,18.8333333333333,10.2222222222222,0.944444444444444,0.722222222222222,16.8888888888889,9.66666666666667,52.2222222222222,27.9,41.0555555555556,63.2222222222222,1.0,0.1
500000,重庆市,2003,15.8888888888889,8.88888888888889,0.388888888888889,0.333333333333333,16.9444444444444,7.77777777777778,43.7222222222222,20.1,49.0555555555556,53.3333333333333,1.5,
500000,重庆市,2002,11.28,8.39,0.22,0.39,17.5,6.33,31.17,8.33,56.61,47.89,1.33,
500000,重庆市,2001,,,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,,,
510000,四川省,2019,,,,,,,,,,,,
510000,四川省,2018,,,,,,,,,,,,
510000,四川省,2017,,,,,,,,,,,,
510000,四川省,2016,,,,,,,,,,,,
510000,四川省,2015,,,,,,,,,,,,
510000,四川省,2014,,,,,,,,,,,,
510000,四川省,2013,,,,,,,,,,,,
510000,四川省,2012,73.25,71.375,13.825,4.95,29.4,45.225,32.35,177.95,2.2,106.675,2.575,9.95
510000,四川省,2011,69.575,65.8,10.5,3.425,26.175,44.225,33.35,168.75,2.3,105.125,2.05,7.875
510000,四川省,2010,65.75,49.38,7.6,3.1,40.15,37.88,59.18,128.93,10.75,102.95,3.05,4.85
510000,四川省,2009,61.25,40.45,5.18,2.0,40.85,36.53,59.23,118.18,12.0,101.18,2.7,3.73
510000,四川省,2008,56.03,29.2,4.18,1.53,42.18,33.9,62.7,103.48,14.8,96.73,2.63,2.15
510000,四川省,2007,50.5,21.375,3.625,1.65,41.875,30.725,61.6,87.2,17.05,93.475,2.575,1.6
510000,四川省,2006,45.425,14.725,1.8,1.225,44.925,27.85,60.625,68.1,25.975,86.4,2.675,0.8
510000,四川省,2005,40.85,12.325,1.05,0.875,42.975,24.85,52.975,54.0,30.925,81.8,2.575,0.6
510000,四川省,2004,25.975,9.025,0.7,0.475,47.225,18.125,29.55,26.7,46.1,63.65,1.575,0.5
510000,四川省,2003,22.45,7.09,0.65,0.425,48.225,15.475,23.15,17.9,52.3,56.05,1.3,0.1
510000,四川省,2002,20.15,6.58,0.3,0.55,49.43,14.03,16.3,8.33,60.6,46.6,1.38,0.2
510000,四川省,2001,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,
520000,贵州省,2019,,,,,,,,,,,,
520000,贵州省,2018,,,,,,,,,,,,
520000,贵州省,2017,,,,,,,,,,,,
520000,贵州省,2016,,,,,,,,,,,,
520000,贵州省,2015,,,,,,,,,,,,
520000,贵州省,2014,,,,,,,,,,,,
520000,贵州省,2013,,,,,,,,,,,,
520000,贵州省,2012,69.8214285714286,45.1785714285714,0.758928571428571,1.02678571428571,5.40178571428571,39.0178571428571,15.4464285714286,173.258928571429,0.3125,95.9375,1.5625,4.86607142857143
520000,贵州省,2011,62.5,39.9107142857143,0.758928571428571,0.9375,5.26785714285714,35.9821428571429,17.9017857142857,156.964285714286,0.357142857142857,93.9285714285714,1.38392857142857,4.10714285714286
520000,贵州省,2010,55.18,27.23,1.47,1.56,7.05,30.76,37.5,102.05,2.1,91.07,1.03,1.65
520000,贵州省,2009,48.71,19.29,0.98,1.29,6.29,26.79,38.08,82.5,2.32,88.13,0.71,0.98
520000,贵州省,2008,41.79,14.91,0.98,1.38,7.68,22.99,43.48,65.13,4.11,83.48,0.63,1.07
520000,贵州省,2007,37.3660714285714,12.2321428571429,0.803571428571428,1.25,8.52678571428572,19.8214285714286,43.4821428571429,48.8,6.69642857142857,81.3392857142857,1.07142857142857,1.1
520000,贵州省,2006,33.7946428571429,10.4017857142857,0.669642857142857,1.20535714285714,8.48214285714286,15.8482142857143,38.8839285714286,36.1,10.4910714285714,74.0178571428572,0.491071428571429,0.7
520000,贵州省,2005,29.9107142857143,8.79464285714286,0.714285714285714,1.07142857142857,7.45535714285714,14.0178571428571,32.5892857142857,27.9,12.9910714285714,66.7857142857143,0.625,0.4
520000,贵州省,2004,19.6875,3.88392857142857,0.04,0.04,10.1339285714286,11.1607142857143,21.5178571428571,12.9,27.8125,47.1875,1.20535714285714,0.1
520000,贵州省,2003,17.4107142857143,3.48214285714286,,0.044642857142857,7.58928571428571,9.64285714285714,17.0982142857143,7.2,32.9464285714286,39.1964285714286,1.16071428571429,0.1
520000,贵州省,2002,15.0,3.84,,0.04,6.61,8.66,10.8,3.71,34.33,33.88,1.12,
520000,贵州省,2001,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,
530000,云南省,2019,,,,,,,,,,,,
530000,云南省,2018,,,,,,,,,,,,
530000,云南省,2017,,,,,,,,,,,,
530000,云南省,2016,,,,,,,,,,,,
530000,云南省,2015,,,,,,,,,,,,
530000,云南省,2014,,,,,,,,,,,,
530000,云南省,2013,,,,,,,,,,,,
530000,云南省,2012,58.0416666666667,34.875,0.5,5.20833333333333,23.5416666666667,64.7083333333333,11.9166666666667,205.125,0.458333333333333,101.833333333333,3.41666666666667,6.16666666666667
530000,云南省,2011,50.9583333333333,27.2916666666667,0.291666666666667,4.0,23.4166666666667,60.1666666666667,14.7083333333333,194.0,0.666666666666667,101.125,3.20833333333333,4.04166666666667
530000,云南省,2010,42.96,18.17,0.29,3.29,25.19,46.63,26.21,138.83,3.08,96.17,2.79,2.38
530000,云南省,2009,37.21,12.33,0.25,2.92,27.29,38.83,29.54,115.25,4.21,92.33,2.42,1.21
530000,云南省,2008,33.71,9.75,0.17,1.67,27.67,33.29,29.88,91.17,6.83,88.96,1.96,0.83
530000,云南省,2007,30.2916666666667,8.375,0.1,1.41666666666667,28.5,27.2916666666667,30.875,69.8,7.625,84.125,2.5,0.6
530000,云南省,2006,24.6666666666667,7.5,0.0,1.08333333333333,30.875,22.9583333333333,29.9166666666667,47.1,12.9166666666667,77.5416666666667,2.16666666666667,0.4
530000,云南省,2005,21.25,6.91666666666667,0.375,0.75,30.9583333333333,16.25,23.2916666666667,32.3,15.4583333333333,70.4583333333333,1.83333333333333,0.7
530000,云南省,2004,23.2916666666667,5.45833333333333,0.04,1.83333333333333,42.5833333333333,11.7083333333333,21.3333333333333,19.4,20.6666666666667,63.4166666666667,2.83333333333333,0.7
