省份编码,省份,年份,农村居民家庭人均纯收入(元),农村居民家庭人均工资性纯收入(元),农村居民家庭人均家庭经营纯收入(元),农村居民家庭人均财产性纯收入(元),农村居民家庭人均转移性纯收入(元)
530000,云南省,2003,1697.12,318.22,1242.65,67.21,69.04
530000,云南省,2002,1608.64,286.17,1193.26,60.43,68.79
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,,,,,
540000,西藏自治区,2018,,,,,
540000,西藏自治区,2017,,,,,
540000,西藏自治区,2016,,,,,
540000,西藏自治区,2015,,,,,
540000,西藏自治区,2014,,,,,
540000,西藏自治区,2013,,,,,
540000,西藏自治区,2012,5719.38050778056,1201.93168531323,3678.65627523878,127.712358487706,711.080188740838
540000,西藏自治区,2011,4904.28,1008.03,3142.62,113.6,640.03
540000,西藏自治区,2010,4138.71,1108.84,2308.78,169.12,551.97
540000,西藏自治区,2009,3531.72,914.08,1956.5,148.25,512.9
540000,西藏自治区,2008,3175.82,759.72,1845.04,185.46,385.6
540000,西藏自治区,2007,2788.2,635.11,1673.08,173.54,306.47
540000,西藏自治区,2006,2435.02,568.39,1410.51,156.0,300.06
540000,西藏自治区,2005,2077.9,565.178121886252,1187.12956912225,217.218060982913,108.369427377686
540000,西藏自治区,2004,1861.31,530.328919455561,1103.41092718029,115.037466426243,112.53113493175
540000,西藏自治区,2003,1690.76,,,,
540000,西藏自治区,2002,1462.27,205.61,1062.52,60.97,133.17
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,,,,,
610000,陕西省,2018,,,,,
610000,陕西省,2017,,,,,
610000,陕西省,2016,,,,,
610000,陕西省,2015,,,,,
610000,陕西省,2014,,,,,
610000,陕西省,2013,,,,,
610000,陕西省,2012,5762.51543521732,2727.85156415363,2294.42996459957,200.052696791292,540.181209672831
610000,陕西省,2011,5027.87,2395.45,2017.2,165.27,449.95
610000,陕西省,2010,4104.98,1734.48,1882.21,97.02,391.27
610000,陕西省,2009,3437.55,1428.46,1570.16,92.6,346.32
610000,陕西省,2008,3136.46,1243.57,1475.01,86.01,331.87
610000,陕西省,2007,2644.69,1036.18,1346.29,73.3,188.91
610000,陕西省,2006,2260.19,848.26,1219.33,52.56,140.04
610000,陕西省,2005,2052.63,756.706792664112,1118.91459245461,56.9211583140035,120.086563362274
610000,陕西省,2004,1866.52,690.376125439264,1028.34155781321,50.595970116854,97.2107333993351
610000,陕西省,2003,1675.66,615.92,919.69,49.19,90.85
610000,陕西省,2002,1596.25,550.51,915.31,39.57,90.85
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,,,,,
620000,甘肃省,2018,,,,,
620000,甘肃省,2017,,,,,
620000,甘肃省,2016,,,,,
620000,甘肃省,2015,,,,,
620000,甘肃省,2014,,,,,
620000,甘肃省,2013,,,,,
620000,甘肃省,2012,4506.66398937397,1787.71518190079,2114.75096175706,112.081727520497,492.11611819562
620000,甘肃省,2011,3909.37,1561.97,1866.77,82.46,398.18
620000,甘肃省,2010,3424.65,1199.45,1855.99,39.87,329.34
620000,甘肃省,2009,2980.1,994.94,1583.23,34.06,367.87
620000,甘肃省,2008,2723.79,867.98,1543.24,19.49,293.08
620000,甘肃省,2007,2328.92,716.43,1426.86,23.2,162.43
620000,甘肃省,2006,2134.05,637.37,1291.85,52.56,152.27
620000,甘肃省,2005,1979.88,586.713472016413,1263.41636546521,20.5728371284945,109.176732479892
620000,甘肃省,2004,1852.22,527.583959401255,1228.93321193798,25.8133820271727,69.8862704681022
620000,甘肃省,2003,1673.05,488.73,1108.52,16.98,58.81
620000,甘肃省,2002,1590.3,447.41,1056.87,17.27,68.76
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,,,,,
630000,青海省,2018,,,,,
630000,青海省,2017,,,,,
630000,青海省,2016,,,,,
630000,青海省,2015,,,,,
630000,青海省,2014,,,,,
630000,青海省,2013,,,,,
630000,青海省,2012,5364.38121473941,1989.69234767984,2221.92184125248,95.2591166247377,1057.50790918235
630000,青海省,2011,4608.46,1775.39,2088.8,93.69,650.59
630000,青海省,2010,3862.68,1269.81,1973.12,120.68,499.07
630000,青海省,2009,3346.15,1081.59,1666.24,117.0,481.32
630000,青海省,2008,3061.24,983.16,1602.74,148.55,326.8
630000,青海省,2007,2683.78,790.88,1477.32,127.93,287.64
630000,青海省,2006,2358.37,653.3,1374.36,100.66,230.05
630000,青海省,2005,2151.46,560.516839074873,1359.56043134124,61.9856199247145,169.401008606882
630000,青海省,2004,1957.65,460.901185380812,1333.61575651954,52.7853604101735,110.349017353642
630000,青海省,2003,1794.13,454.06,1200.32,51.49,88.27
630000,青海省,2002,1668.94,401.51,1161.88,39.04,66.52
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,,,,,
640000,宁夏回族自治区,2018,,,,,
640000,宁夏回族自治区,2017,,,,,
640000,宁夏回族自治区,2016,,,,,
640000,宁夏回族自治区,2015,,,,,
640000,宁夏回族自治区,2014,,,,,
640000,宁夏回族自治区,2013,,,,,
640000,宁夏回族自治区,2012,6180.32342848526,2510.52819086651,3071.51921234394,101.550445662131,496.725579612674
640000,宁夏回族自治区,2011,5409.95,2164.24,2730.43,116.43,398.85
640000,宁夏回族自治区,2010,4674.89,1788.28,2421.5,98.66,366.45
640000,宁夏回族自治区,2009,4048.33,1518.94,2111.6,63.08,354.71
640000,宁夏回族自治区,2008,3681.42,1260.04,2032.01,65.73,323.64
640000,宁夏回族自治区,2007,3180.84,1021.37,1862.11,58.09,239.27
640000,宁夏回族自治区,2006,2760.14,823.09,1662.07,53.35,221.63
640000,宁夏回族自治区,2005,2508.89,702.096963446631,1561.93824834385,48.6159484373041,196.235433290461
640000,宁夏回族自治区,2004,2320.05,618.371982956071,1506.06324328941,52.2177701294098,143.396596202733
640000,宁夏回族自治区,2003,2043.3,592.3,1255.35,68.76,126.88
640000,宁夏回族自治区,2002,1917.36,526.68,1265.29,57.33,68.05
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,,,,,
650000,新疆维吾尔自治区,2018,,,,,
650000,新疆维吾尔自治区,2017,,,,,
650000,新疆维吾尔自治区,2016,,,,,
650000,新疆维吾尔自治区,2015,,,,,
650000,新疆维吾尔自治区,2014,,,,,
650000,新疆维吾尔自治区,2013,,,,,
650000,新疆维吾尔自治区,2012,6393.6781021749,1008.01921897948,4238.97777026116,170.729607003175,975.951505931086
650000,新疆维吾尔自治区,2011,5442.15,804.73,3887.15,147.14,603.13
650000,新疆维吾尔自治区,2010,4642.67,556.26,3649.98,126.53,309.91
650000,新疆维吾尔自治区,2009,3883.1,461.49,3069.57,121.26,230.77
650000,新疆维吾尔自治区,2008,3502.9,422.82,2779.71,121.15,179.23
650000,新疆维吾尔自治区,2007,3182.97,330.75,2625.66,116.54,110.02
650000,新疆维吾尔自治区,2006,2737.28,254.07,2323.01,58.69,101.51
650000,新疆维吾尔自治区,2005,2482.15,195.512857159962,2140.76030729122,33.8679969197787,112.011457272841
650000,新疆维吾尔自治区,2004,2244.93,138.23176847832,1970.35952170369,81.0824757509457,55.2598448040449
650000,新疆维吾尔自治区,2003,2106.19,140.27,1875.03,58.91,31.99
650000,新疆维吾尔自治区,2002,1863.26,142.1,1664.01,31.73,25.42
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
