省份编码,省份,年份,农村居民人均住房面积(平方米/人),农村居民家庭住房价值(元/平方米),农村居民家庭住房钢筋混凝土结构(平方米/人),农村居民家庭住房砖木结构(平方米/人)
540000,西藏自治区,2018,,,,
540000,西藏自治区,2017,,,,
540000,西藏自治区,2016,,,,
540000,西藏自治区,2015,,,,
540000,西藏自治区,2014,,,,
540000,西藏自治区,2013,,,,
540000,西藏自治区,2012,28.7665964329169,316.762058620846,0.765290678695433,16.7359705611776
540000,西藏自治区,2011,28.4742872368772,314.523323518158,0.763478106403766,14.0738372265151
540000,西藏自治区,2010,25.32,280.54,0.36,10.06
540000,西藏自治区,2009,24.58,271.12,0.32,5.52
540000,西藏自治区,2008,23.9691582491582,265.46780093386,0.365656565656566,1.64848484848485
540000,西藏自治区,2007,22.928125,260.88166884937,0.423233695652174,2.23233695652174
540000,西藏自治区,2006,20.96,206.627385496183,0.91,2.83
540000,西藏自治区,2005,19.1362637352475,189.700589225996,0.34965034965035,1.87412587412587
540000,西藏自治区,2004,21.2977164306849,159.631110202554,,0.032719836400818
540000,西藏自治区,2003,21.415003417635,156.794716910069,,0.032809295967191
540000,西藏自治区,2002,20.53402417962,74.61,0.0,0.00552677029361
540000,西藏自治区,2001,,,,
540000,西藏自治区,2000,,,,
610000,陕西省,2019,,,,
610000,陕西省,2018,,,,
610000,陕西省,2017,,,,
610000,陕西省,2016,,,,
610000,陕西省,2015,,,,
610000,陕西省,2014,,,,
610000,陕西省,2013,,,,
610000,陕西省,2012,36.876586059744,616.50683067276,18.5753627311522,11.1508392603129
610000,陕西省,2011,35.7635880323511,613.645751625718,17.8342853910978,11.0410044680731
610000,陕西省,2010,31.42,292.71,13.69,12.78
610000,陕西省,2009,30.38,274.26,12.68,12.15
610000,陕西省,2008,29.0030736618972,255.271736270483,11.675781664017,11.6531001589825
610000,陕西省,2007,27.8426705981466,232.318441416976,10.6789174389217,11.2264111204718
610000,陕西省,2006,26.93,223.225027849981,9.66,11.31
610000,陕西省,2005,26.0096977200041,216.125491844894,9.45218198700093,10.2932012792737
610000,陕西省,2004,26.845100305872,188.697096381253,9.13527990757273,11.8017015019431
610000,陕西省,2003,26.1135331328425,182.783524109974,8.65861246500052,11.3252722181894
610000,陕西省,2002,25.1284875939463,177.763664969087,8.04869762174405,10.8835581179862
610000,陕西省,2001,,,,
610000,陕西省,2000,,,,
620000,甘肃省,2019,,,,
620000,甘肃省,2018,,,,
620000,甘肃省,2017,,,,
620000,甘肃省,2016,,,,
620000,甘肃省,2015,,,,
620000,甘肃省,2014,,,,
620000,甘肃省,2013,,,,
620000,甘肃省,2012,24.0833516121957,547.48477956522,4.35045279353242,9.67141917087081
620000,甘肃省,2011,23.6532991591911,537.261241641779,4.1221517206889,9.30078454661957
620000,甘肃省,2010,20.96,255.79,2.84,6.97
620000,甘肃省,2009,20.55,239.33,2.52,6.85
620000,甘肃省,2008,19.8734932497589,207.139057624014,1.67538572806172,7.06846673095468
620000,甘肃省,2007,19.4616724738676,189.723082241889,1.46629820978013,6.42893187552565
620000,甘肃省,2006,19.12,183.922071129707,1.08,6.56
620000,甘肃省,2005,18.7134934875919,182.429717734487,1.07278594478308,6.55772678379347
620000,甘肃省,2004,17.8828972634706,172.45830377611,0.895283245319251,6.17966874699952
620000,甘肃省,2003,17.6025463239689,165.687210389737,0.740645546921698,6.44315600717274
620000,甘肃省,2002,16.7603993344426,135.60770659897,0.490848585690516,4.51117185642976
620000,甘肃省,2001,,,,
620000,甘肃省,2000,,,,
630000,青海省,2019,,,,
630000,青海省,2018,,,,
630000,青海省,2017,,,,
630000,青海省,2016,,,,
630000,青海省,2015,,,,
630000,青海省,2014,,,,
630000,青海省,2013,,,,
630000,青海省,2012,29.6873327727238,506.79086367616,4.41923400351655,14.1845424661723
630000,青海省,2011,26.8117562206996,461.271315014324,2.47710061305445,11.4835917778579
630000,青海省,2010,21.44,269.06,2.34,9.17
630000,青海省,2009,20.28,211.04,1.74,7.52
630000,青海省,2008,19.7844525305987,182.115204553207,1.41118094608005,6.47032748924909
630000,青海省,2007,19.326233852269,172.37739789771,1.13680026498841,5.25650877774097
630000,青海省,2006,18.53,157.933081489477,0.94,4.91
630000,青海省,2005,17.9500323211137,157.843597283257,0.988364576599871,4.71477052359405
630000,青海省,2004,17.2879815602483,106.969769695092,0.492262100757326,1.61629897825099
630000,青海省,2003,16.8586970684039,104.36160305432,0.423127035830619,1.27156351791531
630000,青海省,2002,16.3385750962773,100.165386655143,0.423299101412067,1.6193838254172
630000,青海省,2001,,,,
630000,青海省,2000,,,,
640000,宁夏回族自治区,2019,,,,
640000,宁夏回族自治区,2018,,,,
640000,宁夏回族自治区,2017,,,,
640000,宁夏回族自治区,2016,,,,
640000,宁夏回族自治区,2015,,,,
640000,宁夏回族自治区,2014,,,,
640000,宁夏回族自治区,2013,,,,
640000,宁夏回族自治区,2012,25.855649882904,501.923646075933,2.96153395784543,17.1949941451991
640000,宁夏回族自治区,2011,24.3753730790089,480.905525611323,1.72552699238821,16.5851907628564
640000,宁夏回族自治区,2010,24.89,265.29,1.81,15.4
640000,宁夏回族自治区,2009,24.46,233.77,1.28,14.92
640000,宁夏回族自治区,2008,23.0627077039275,208.552277261931,0.871601208459215,13.4490181268882
640000,宁夏回族自治区,2007,23.0447956093868,187.540147837663,0.779333838001514,13.3774981074943
640000,宁夏回族自治区,2006,21.64,193.89741219963,0.9,11.9
640000,宁夏回族自治区,2005,21.0271691196105,185.760369532554,0.947426470588235,11.1481617661083
640000,宁夏回族自治区,2004,21.3763682471535,157.14432987821,0.558898151504168,10.7169264226169
640000,宁夏回族自治区,2003,20.1193210545323,146.836030615469,0.712170458649332,9.19898880462261
640000,宁夏回族自治区,2002,19.2253821542837,139.611582626061,0.593316743690011,8.46071809456097
640000,宁夏回族自治区,2001,,,,
640000,宁夏回族自治区,2000,,,,
650000,新疆维吾尔自治区,2019,,,,
650000,新疆维吾尔自治区,2018,,,,
650000,新疆维吾尔自治区,2017,,,,
650000,新疆维吾尔自治区,2016,,,,
650000,新疆维吾尔自治区,2015,,,,
650000,新疆维吾尔自治区,2014,,,,
650000,新疆维吾尔自治区,2013,,,,
650000,新疆维吾尔自治区,2012,27.1834306157033,486.44436009398,2.80519676143852,14.1954434193184
650000,新疆维吾尔自治区,2011,26.138180176112,452.356800211922,2.29923985850832,13.4743734477309
650000,新疆维吾尔自治区,2010,24.06,252.06,1.83,10.96
650000,新疆维吾尔自治区,2009,23.45,226.49,1.51,10.34
650000,新疆维吾尔自治区,2008,22.7833356420557,207.086516988513,1.34229117606317,9.2133952070924
650000,新疆维吾尔自治区,2007,22.4454897085233,187.309932306723,1.18124050283188,8.60208592347009
650000,新疆维吾尔自治区,2006,21.95,168.407744874715,1.14,7.63
650000,新疆维吾尔自治区,2005,21.1334244702666,160.96739137466,0.975803144224197,6.47505126452495
650000,新疆维吾尔自治区,2004,19.0995455691081,146.003029611549,0.636960363544559,4.88621560192806
650000,新疆维吾尔自治区,2003,18.6161827821257,138.877285604438,0.772002019691997,4.86627114365059
650000,新疆维吾尔自治区,2002,18.5596180424676,131.729331961331,0.792310591782887,4.24073376052268
650000,新疆维吾尔自治区,2001,,,,
650000,新疆维吾尔自治区,2000,,,,
