省份编码,省份,年份,居民人均可支配收入(元),居民人均可支配收入_同比增长(%),城镇居民人均可支配收入(元),城镇居民人均可支配收入_同比增长(%),农村居民人均可支配收入(元),农村居民人均可支配收入_同比增长(%),居民人均消费支出(元),居民人均消费支出_同比增长(%),城镇居民人均消费支出(元),城镇居民人均消费支出_同比增长(%),农村居民人均消费支出(元),农村居民人均消费支出_同比增长(%)
440000,广东省,2019,39014.2778384479,,48117.553211229,,18818.4228123893,,28994.7146357517,,34424.1216018552,,16949.4329679296,
440000,广东省,2018,35809.9008454646,,44340.9702485709,,17167.7370197666,,26053.981767235,,30924.3075807816,,15411.3052854791,
440000,广东省,2017,33003.2851609538,,40975.1401401831,,15779.7408027927,,24819.6276205331,,30197.9065522226,,13199.6187277627,
440000,广东省,2016,30295.804756,,37684.252344,,14512.152965,,23448.42459,,28613.330614,,12414.837731,
440000,广东省,2015,27858.8569817253,,34757.1584254654,,13360.4436942153,,20975.6984105716,,25673.082574136,,11103.0337366663,
440000,广东省,2014,25684.9567530139,9.7,32148.1060962513,8.8,12245.5550239569,10.6,19205.4983449494,10.2,23611.7403241078,9.2,10043.2071880376,12.4
440000,广东省,2013,23420.7488487419,,29537.2919187959,,11067.7884947746,,17420.9977020678,,21621.4554427641,,8937.76013714693,
440000,广东省,2012,,,,,,,,,,,,
440000,广东省,2011,,,,,,,,,,,,
440000,广东省,2010,,,,,,,,,,,,
440000,广东省,2009,,,,,,,,,,,,
440000,广东省,2008,,,,,,,,,,,,
440000,广东省,2007,,,,,,,,,,,,
440000,广东省,2006,,,,,,,,,,,,
440000,广东省,2005,,,,,,,,,,,,
440000,广东省,2004,,,,,,,,,,,,
440000,广东省,2003,,,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,
450000,广西壮族自治区,2019,23328.2113724722,,34744.8669406268,,13675.7334483804,,16418.3004605713,,21590.938591658,,12044.972819077,
450000,广西壮族自治区,2018,21485.027666743,,32436.0671108377,,12434.7679231309,,14934.7521183895,,20159.3886119378,,10616.9594947802,
450000,广西壮族自治区,2017,19904.7576338811,,30502.0682234023,,11325.4570942003,,13423.6607354921,,18348.5601425589,,9436.59328248172,
450000,广西壮族自治区,2016,18305.081627,,28324.434878,,10359.471865,,12295.181532,,17268.454887,,8351.245399,
450000,广西壮族自治区,2015,16873.4221800672,,26415.8716987881,,9466.5755927019,,11401.0049944301,,16321.163398026,,7581.97944868574,
450000,广西壮族自治区,2014,15557.0807506419,10.5,24668.9997766402,8.7,8683.18217179912,11.4,10274.3095081737,7.1,15045.3985606199,4.0,6675.06963745403,10.6
450000,广西壮族自治区,2013,14082.303471053,,22689.3752869852,,7793.08226794562,,9596.49730373936,,14470.0842306004,,6035.34818228514,
450000,广西壮族自治区,2012,,,,,,,,,,,,
450000,广西壮族自治区,2011,,,,,,,,,,,,
450000,广西壮族自治区,2010,,,,,,,,,,,,
450000,广西壮族自治区,2009,,,,,,,,,,,,
450000,广西壮族自治区,2008,,,,,,,,,,,,
450000,广西壮族自治区,2007,,,,,,,,,,,,
450000,广西壮族自治区,2006,,,,,,,,,,,,
450000,广西壮族自治区,2005,,,,,,,,,,,,
450000,广西壮族自治区,2004,,,,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,
460000,海南省,2019,26679.4776426876,,36016.6995020248,,15113.1476320844,,19554.8531362665,,25316.6641976495,,12417.5044474747,
460000,海南省,2018,24579.0389418643,,33348.6521094129,,13988.8770529691,,17528.44332978,,22971.2110416353,,10955.7712984195,
460000,海南省,2017,22553.2377766563,,30817.3741801636,,12901.7571300443,,15402.725063014,,20371.8614561,,9599.39348829675,
460000,海南省,2016,20653.443604,,28453.471222,,11842.864839,,14275.36891,,19015.471741,,8921.150772,
460000,海南省,2015,18978.9689637974,,26356.4244939588,,10857.5541159031,,13575.0214559201,,18448.3548238834,,8210.25011822673,
460000,海南省,2014,17476.4554864767,11.1,24486.5309834892,9.3,9912.56945113405,12.6,12470.5853573131,11.4,17513.7802416365,10.6,7028.96759224015,10.2
460000,海南省,2013,15733.2770509091,,22411.4275342008,,8801.72679882808,,11192.8822232605,,15833.4973871774,,6376.18075932391,
460000,海南省,2012,,,,,,,,,,,,
460000,海南省,2011,,,,,,,,,,,,
460000,海南省,2010,,,,,,,,,,,,
460000,海南省,2009,,,,,,,,,,,,
460000,海南省,2008,,,,,,,,,,,,
460000,海南省,2007,,,,,,,,,,,,
460000,海南省,2006,,,,,,,,,,,,
460000,海南省,2005,,,,,,,,,,,,
460000,海南省,2004,,,,,,,,,,,,
460000,海南省,2003,,,,,,,,,,,,
460000,海南省,2002,,,,,,,,,,,,
460000,海南省,2001,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,
500000,重庆市,2019,28920.4120051035,,37938.5910731291,,15133.2654238365,,20773.8733202201,,25785.4625877614,,13112.0698324543,
500000,重庆市,2018,26385.8356064932,,34889.3005247687,,13781.2248458107,,19248.4688655058,,24154.1541578506,,11976.8149904461,
500000,重庆市,2017,24152.9882140682,,32193.2278614704,,12637.9101810187,,17898.0533295647,,22759.1580393052,,10936.0717824633,
500000,重庆市,2016,22034.143137,,29609.963736,,11548.793718,,16384.828524,,21030.938567,,9954.358505,
500000,重庆市,2015,20110.1056637941,,27238.8424352384,,10504.7139052849,,15139.5421850177,,19742.2924826487,,8937.71131472415,
500000,重庆市,2014,18351.9043155328,10.8,25147.2264700688,9.1,9489.81531609137,11.7,13810.6189226189,9.6,18279.4873671287,6.7,7982.56412530426,14.5
500000,重庆市,2013,16568.6747206713,,23058.2171348958,,8492.54576247568,,12600.2010295182,,17123.8016038626,,6970.65440482926,
500000,重庆市,2012,,,,,,,,,,,,
500000,重庆市,2011,,,,,,,,,,,,
500000,重庆市,2010,,,,,,,,,,,,
500000,重庆市,2009,,,,,,,,,,,,
500000,重庆市,2008,,,,,,,,,,,,
500000,重庆市,2007,,,,,,,,,,,,
500000,重庆市,2006,,,,,,,,,,,,
500000,重庆市,2005,,,,,,,,,,,,
500000,重庆市,2004,,,,,,,,,,,,
500000,重庆市,2003,,,,,,,,,,,,
500000,重庆市,2002,,,,,,,,,,,,
500000,重庆市,2001,,,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,,,
510000,四川省,2019,24703.1494652281,,36153.7320721633,,14670.0910069312,,19338.3030140909,,25367.4127876847,,14055.5665030842,
510000,四川省,2018,22460.5507499281,,33215.9125678405,,13331.3770063913,,17663.5520622613,,23483.9408495888,,12723.1938117418,
510000,四川省,2017,20579.8182549475,,30726.8681244003,,12226.9220561176,,16179.941330558,,21990.582416032,,11396.7104940038,
510000,四川省,2016,18808.255983,,28335.297947,,11203.132562,,14838.520081,,20659.808683,,10191.577361,
510000,四川省,2015,17220.955174791,,26205.252940432,,10247.3547107899,,13632.0963395226,,19276.8486501604,,9250.6467972804,
510000,四川省,2014,15749.0110185004,10.7,24234.4116655221,9.0,9347.74072004996,11.5,12368.39739194,11.9,17759.928762996,10.3,8301.09979877113,12.7
510000,四川省,2013,14230.993758334,,22227.5088919848,,8380.69133371599,,11054.6578048333,,16098.1734013735,,7364.78902701143,
510000,四川省,2012,,,,,,,,,,,,
510000,四川省,2011,,,,,,,,,,,,
510000,四川省,2010,,,,,,,,,,,,
510000,四川省,2009,,,,,,,,,,,,
510000,四川省,2008,,,,,,,,,,,,
510000,四川省,2007,,,,,,,,,,,,
510000,四川省,2006,,,,,,,,,,,,
510000,四川省,2005,,,,,,,,,,,,
510000,四川省,2004,,,,,,,,,,,,
510000,四川省,2003,,,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,
520000,贵州省,2019,20397.3614649924,,34404.1654687681,,10756.2952356231,,14779.9566236527,,21402.3817947695,,10221.6548399933,
520000,贵州省,2018,18430.1824831276,,31591.9300952405,,9716.1049472091,,13798.0641274837,,20787.9326773266,,9170.23974547273,
520000,贵州省,2017,16703.6482764712,,29079.8437834037,,8869.09802489258,,12969.6150216139,,20347.7928982309,,8298.97893582639,
520000,贵州省,2016,15121.148305,,26742.611493,,8090.282179,,11931.604864,,19201.680081,,7533.288611,
520000,贵州省,2015,13696.6122128228,,24579.6354308824,,7386.86573434666,,10413.7531391513,,16914.1976193268,,6644.93303783484,
520000,贵州省,2014,12371.0635347119,11.6,22548.2078407234,9.6,6671.22422603493,13.1,9303.35098786144,12.3,15254.6423811702,10.8,5970.25443336581,12.8
520000,贵州省,2013,11083.0565557961,,20564.9257748231,,5897.76897051715,,8287.99761123847,,13768.2156232248,,5291.06675659727,
520000,贵州省,2012,,,,,,,,,,,,
520000,贵州省,2011,,,,,,,,,,,,
520000,贵州省,2010,,,,,,,,,,,,
520000,贵州省,2009,,,,,,,,,,,,
520000,贵州省,2008,,,,,,,,,,,,
520000,贵州省,2007,,,,,,,,,,,,
520000,贵州省,2006,,,,,,,,,,,,
520000,贵州省,2005,,,,,,,,,,,,
520000,贵州省,2004,,,,,,,,,,,,
520000,贵州省,2003,,,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,
530000,云南省,2019,22082.4287886183,,36237.680924704,,11902.3724479264,,15779.81811474,,23454.8507662181,,10260.1520531574,
530000,云南省,2018,20084.1918915471,,33487.940685522,,10767.9131653127,,14249.9292275861,,21626.4150947109,,9122.90100476862,
530000,云南省,2017,18348.3442072774,,30995.875399503,,9862.16774834127,,12658.1167308277,,19559.718842029,,8027.31468141106,
530000,云南省,2016,16719.903549,,28610.573071,,9019.814185,,11768.755322,,18622.399708,,7330.51287,
530000,云南省,2015,15222.5715793043,,26373.2329205527,,8242.07673336673,,11005.4081286325,,17674.9887741461,,6830.14247435689,
530000,云南省,2014,13772.2089947618,9.5,24299.0118180727,8.2,7456.12730077999,10.9,9869.53610339485,11.9,16268.3325696579,9.5,6030.25822363981,14.9
530000,云南省,2013,12577.871659326,,22460.0159243401,,6723.6397047584,,8823.8082598955,,14862.3321054053,,5246.55636933615,
530000,云南省,2012,,,,,,,,,,,,
530000,云南省,2011,,,,,,,,,,,,
530000,云南省,2010,,,,,,,,,,,,
530000,云南省,2009,,,,,,,,,,,,
530000,云南省,2008,,,,,,,,,,,,
530000,云南省,2007,,,,,,,,,,,,
530000,云南省,2006,,,,,,,,,,,,
530000,云南省,2005,,,,,,,,,,,,
530000,云南省,2004,,,,,,,,,,,,
530000,云南省,2003,,,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,,,
540000,西藏自治区,2019,19501.3019055097,,37409.9738809039,,12950.9898007206,,13029.2095901971,,25636.6862696477,,8417.87340526292,
540000,西藏自治区,2018,17286.062595072,,33797.382797912,,11449.8167560486,,11520.2268314167,,23029.4369587608,,7452.07365583929,
540000,西藏自治区,2017,15457.2993138007,,30671.1296662108,,10330.2050987403,,10320.1154860812,,21087.5065213463,,6691.48107847758,
540000,西藏自治区,2016,13639.238539,,27802.393074,,9093.846033,,9318.710489,,19440.475524,,6070.324346,
540000,西藏自治区,2015,12254.2954804589,,25456.63345658,,8243.67651248448,,8245.7639703678,,17022.0067716824,,5579.70846488352,
540000,西藏自治区,2014,10730.2157375162,10.2,22015.8067654008,7.9,7359.19504084542,12.3,7316.95368719947,16.0,15669.3627445856,14.6,4822.07825445164,17.6
540000,西藏自治区,2013,9740.43,,20394.458193325,,6553.38,,6306.79,,13678.634580243,,4101.57,
540000,西藏自治区,2012,,,,,,,,,,,,
540000,西藏自治区,2011,,,,,,,,,,,,
540000,西藏自治区,2010,,,,,,,,,,,,
540000,西藏自治区,2009,,,,,,,,,,,,
540000,西藏自治区,2008,,,,,,,,,,,,
540000,西藏自治区,2007,,,,,,,,,,,,
540000,西藏自治区,2006,,,,,,,,,,,,
540000,西藏自治区,2005,,,,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,,
610000,陕西省,2019,24666.2633538741,,36098.2086139788,,12325.6644195185,,17464.889216538,,23514.2811330596,,10934.6690536536,
610000,陕西省,2018,22528.2553399775,,33319.2522405026,,11212.8362063763,,16159.6920105729,,21966.4312332984,,10070.7561402029,
610000,陕西省,2017,20635.2086506393,,30810.2553835994,,10264.511872786,,14899.6663372276,,20388.222758612,,9305.57366245555,
610000,陕西省,2016,18873.739061,,28440.090127,,9396.445563,,13943.042136,,19368.904642,,8567.691484,
610000,陕西省,2015,17394.9764078961,,26420.2113146678,,8688.90501464788,,13087.2194515206,,18463.869545492,,7900.7062961116,
610000,陕西省,2014,15836.7475809992,10.2,24365.7602853673,9.0,7932.20734318864,11.8,12203.5885831135,8.8,17545.9634813874,7.0,7252.36869253372,11.8
610000,陕西省,2013,14371.548683535,,22345.9306240414,,7092.19937991362,,11217.3229107057,,16398.5853750678,,6487.64986604599,
610000,陕西省,2012,,,,,,,,,,,,
610000,陕西省,2011,,,,,,,,,,,,
610000,陕西省,2010,,,,,,,,,,,,
610000,陕西省,2009,,,,,,,,,,,,
610000,陕西省,2008,,,,,,,,,,,,
610000,陕西省,2007,,,,,,,,,,,,
610000,陕西省,2006,,,,,,,,,,,,
610000,陕西省,2005,,,,,,,,,,,,
610000,陕西省,2004,,,,,,,,,,,,
610000,陕西省,2003,,,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,
620000,甘肃省,2019,19139.0196418916,,32323.4496430735,,9628.93584243712,,15879.0728937373,,24453.8699443691,,9693.97133777227,
620000,甘肃省,2018,17488.3934406075,,29957.0028422371,,8804.13008683573,,14623.9510229035,,22605.9704430897,,9064.55329802505,
620000,甘肃省,2017,16010.9997035127,,27763.4044238411,,8076.06071121185,,13120.1063389139,,20659.4463897664,,8029.72655968063,
620000,甘肃省,2016,14670.314044,,25693.492311,,7456.852912,,12254.249128,,19539.221626,,7487.033659,
620000,甘肃省,2015,13466.587729762,,23767.0843280591,,6936.20970012844,,10950.7647609836,,17450.8606732819,,6829.79028843219,
620000,甘肃省,2014,12184.7138599024,11.2,21803.8560101005,9.7,6276.5916255375,12.3,9874.57386713584,10.4,15942.2511714476,10.6,6147.77800189148,8.7
620000,甘肃省,2013,10954.3975716753,,19873.4364336118,,5588.78226918949,,8943.3856762639,,14411.346654613,,5653.90846319396,
620000,甘肃省,2012,,,,,,,,,,,,
620000,甘肃省,2011,,,,,,,,,,,,
620000,甘肃省,2010,,,,,,,,,,,,
620000,甘肃省,2009,,,,,,,,,,,,
620000,甘肃省,2008,,,,,,,,,,,,
620000,甘肃省,2007,,,,,,,,,,,,
620000,甘肃省,2006,,,,,,,,,,,,
620000,甘肃省,2005,,,,,,,,,,,,
620000,甘肃省,2004,,,,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,
630000,青海省,2019,22617.6843138638,,33830.3308581552,,11499.3586173901,,17544.8144711952,,23799.174956671,,11343.0657024286,
630000,青海省,2018,20757.2558825296,,31514.5263193784,,10393.3411635228,,16557.191058557,,22997.5279260266,,10352.3547622145,
630000,青海省,2017,19001.0223228377,,29168.8559909571,,9462.30100347263,,15503.1327638942,,21472.9857018571,,9902.65134852955,
630000,青海省,2016,17301.764825,,26757.405242,,8664.364354,,14774.658937,,20853.166435,,9222.15258,
630000,青海省,2015,15812.7013901773,,24542.3489447427,,7933.41191960776,,13611.3413357103,,19200.6460057976,,8566.49282841965,
630000,青海省,2014,14373.9843691016,11,22306.5704867489,9.6,7282.72504010813,12.7,12604.8039197783,8.9,17492.8927006461,7.8,8235.14380462811,9.7
630000,青海省,2013,12947.8402910504,,20352.375744379,,6461.59157160935,,11576.4984605304,,16223.3558378559,,7505.92942847145,
630000,青海省,2012,,,,,,,,,,,,
630000,青海省,2011,,,,,,,,,,,,
630000,青海省,2010,,,,,,,,,,,,
630000,青海省,2009,,,,,,,,,,,,
630000,青海省,2008,,,,,,,,,,,,
630000,青海省,2007,,,,,,,,,,,,
630000,青海省,2006,,,,,,,,,,,,
630000,青海省,2005,,,,,,,,,,,,
630000,青海省,2004,,,,,,,,,,,,
630000,青海省,2003,,,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,
640000,宁夏回族自治区,2019,24411.8868929569,,34328.451111724,,12858.3915898402,,18296.7704639157,,24160.9633559826,,11464.572987007,
640000,宁夏回族自治区,2018,22400.4199253754,,31895.2167188829,,11707.6420549133,,16715.0918442118,,21976.6915022784,,10789.6236524673,
640000,宁夏回族自治区,2017,20561.6631609437,,29472.2782704112,,10737.8855340917,,15350.289061373,,20219.4905164865,,9982.09037612681,
640000,宁夏回族自治区,2016,18832.276292,,27153.008068,,9851.625247,,14965.406813,,20364.233129,,9138.398264,
640000,宁夏回族自治区,2015,17329.0939195435,,25186.0131896961,,9118.69161657525,,13815.6334098178,,18983.8819037344,,8414.86526167568,
640000,宁夏回族自治区,2014,15906.7845915968,9.2,23284.5623941496,8.4,8410.01606017215,10.7,12484.5166205692,10.6,17216.2333502832,8.9,7676.48552661825,13.9
640000,宁夏回族自治区,2013,14565.7817038975,,21475.7269456626,,7598.67028902971,,11292.0228678439,,15806.8735279494,,6739.82072008725,
640000,宁夏回族自治区,2012,,,,,,,,,,,,
640000,宁夏回族自治区,2011,,,,,,,,,,,,
640000,宁夏回族自治区,2010,,,,,,,,,,,,
640000,宁夏回族自治区,2009,,,,,,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,23103.3807177909,,34663.733371324,,13121.6599412902,,17396.5708108678,,25594.2133969122,,10318.3629246717,
650000,新疆维吾尔自治区,2018,21500.2406524235,,32763.5464744398,,11974.500344438,,16189.0903863006,,24191.3924293685,,9421.28594834212,
650000,新疆维吾尔自治区,2017,19975.0980140744,,30774.8029590559,,11045.2972732175,,15087.2987032524,,22796.9156654528,,8712.55572541073,
650000,新疆维吾尔自治区,2016,18354.652778,,28463.427385,,10183.180771,,14066.462492,,21228.500879,,8276.99755,
650000,新疆维吾尔自治区,2015,16859.1146235639,,26274.6557853125,,9425.07564755213,,12867.399125306,,19414.7408297594,,7697.94655916844,
650000,新疆维吾尔自治区,2014,15096.6209348966,10.4,23214.0266171806,10.1,8723.82882287244,11.2,11903.7074747547,4.5,17684.5181375256,4.9,7365.32341034685,3.7
650000,新疆维吾尔自治区,2013,13669.6180916143,,21091.4771236112,,7846.58946065296,,11391.8355749786,,16858.0769657366,,7103.14186833386,
650000,新疆维吾尔自治区,2012,,,,,,,,,,,,
650000,新疆维吾尔自治区,2011,,,,,,,,,,,,
650000,新疆维吾尔自治区,2010,,,,,,,,,,,,
650000,新疆维吾尔自治区,2009,,,,,,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,,,
