省份编码,省份,年份,城镇居民家庭平均每百户摩托车拥有量(辆),城镇居民家庭平均每百户助力车拥有量(辆),城镇居民家庭平均每百户家用汽车拥有量(辆),城镇居民家庭平均每百户洗衣机拥有量(台),城镇居民家庭平均每百户电冰箱拥有量(台),城镇居民家庭平均每百户彩色电视机拥有量(台),城镇居民家庭平均每百户计算机拥有量(台),城镇居民家庭平均每百户组合音响拥有量(套),城镇居民家庭平均每百户摄像机拥有量(架),城镇居民家庭平均每百户照相机拥有量(台),城镇居民家庭平均每百户钢琴拥有量(架),城镇居民家庭平均每百户其他中高档乐器拥有量(件),城镇居民家庭平均每百户微波炉拥有量(台),城镇居民家庭平均每百户空调拥有量(台),城镇居民家庭平均每百户淋浴热水器拥有量(台),城镇居民家庭平均每百户消毒碗柜拥有量(台),城镇居民家庭平均每百户洗碗机拥有量(台),城镇居民家庭平均每百户健身器材拥有量(套),城镇居民家庭平均每百户固定电话拥有量(部),城镇居民家庭平均每百户移动电话拥有量(部)
330000,浙江省,2015,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2014,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2013,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2012,21.8,52.36,36.51,95.43,100.86,186.41,106.34,28.4,10.25,53.91,4.17,4.8,73.0,203.78,106.3,25.57,1.31,6.17,79.8,209.98
330000,浙江省,2011,21.61,49.22,33.85,94.6,100.04,183.89,103.17,28.32,9.94,53.01,4.16,4.53,71.91,200.55,103.99,25.07,1.45,6.01,79.99,206.84
330000,浙江省,2010,25.75,45.69,26.37,94.2,100.38,185.56,89.84,33.36,9.43,50.07,3.12,6.11,71.25,186.45,101.13,24.13,1.17,6.07,89.03,197.85
330000,浙江省,2009,25.63,42.76,23.72,92.91,99.23,181.63,84.53,33.36,9.22,47.87,2.97,5.85,69.35,180.05,99.2,23.89,1.16,5.82,89.71,191.57
330000,浙江省,2008,25.85,39.82,19.65,91.23,97.87,176.18,79.45,33.4,8.55,45.8,2.7,4.59,66.35,170.73,96.68,23.67,1.0,5.4,90.07,188.95
330000,浙江省,2007,30.38,37.67,13.86,92.91,100.04,182.89,73.76,38.26,6.3,52.15,2.62,7.16,65.67,161.02,95.17,22.4,0.57,6.99,95.54,190.69
330000,浙江省,2006,31.84,34.75,11.03,93.06,99.27,181.02,64.83,36.47,6.24,52.51,2.48,8.99,60.06,152.42,91.41,21.55,0.63,7.13,95.81,182.63
330000,浙江省,2005,32.65,30.12,8.71,91.45,97.79,178.62,59.47,36.56,5.24,51.35,2.64,7.83,58.24,146.89,90.35,21.7,0.84,6.29,96.84,174.73
330000,浙江省,2004,29.41,23.18,3.52,94.94,98.93,163.14,44.72,30.41,3.07,51.47,2.28,8.19,51.65,115.7,80.7,16.6,0.85,4.45,99.37,144.58
330000,浙江省,2003,25.53,15.89,2.98,92.69,98.6,159.39,40.23,28.11,2.76,50.72,2,6.5,51.21,105.23,82.98,16.08,0.99,5.68,100.1,130.64
330000,浙江省,2002,18.66,8.77,1.26,91.69,97.84,149.77,27.27,25.55,2.55,48.91,1.11,6.99,39.75,81.64,78.63,13.38,0.5,5.1,99.05,89.0
330000,浙江省,2001,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2019,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2018,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2017,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2016,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2015,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2014,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2013,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2012,20.14,45.61,11.37,95.62,98.31,144.96,79.57,16.22,7.89,34.88,1.56,3.81,65.55,136.05,94.02,7.41,0.77,3.27,74.57,202.61
340000,安徽省,2011,18.33,41.14,9.2,94.93,96.15,140.13,74.04,16.83,5.85,32.21,1.45,3.66,61.03,127.94,89.54,6.3,0.21,2.52,77.0,190.09
340000,安徽省,2010,23.0,31.84,4.95,97.35,96.61,141.5,63.79,19.22,3.77,29.71,1.11,3.95,57.77,120.04,86.78,6.59,0.31,2.32,85.34,168.46
340000,安徽省,2009,25.9,25.59,2.76,96.76,96.69,140.09,56.1,22.11,3.45,28.03,0.94,4.42,53.23,110.31,85.58,6.01,0.36,1.75,87.81,158.19
340000,安徽省,2008,21.84,22.55,2.33,94.75,94.21,137.39,50.73,21.31,3.2,26.47,0.97,3.82,50.37,108.0,81.94,6.25,0.86,2.49,86.27,152.3
340000,安徽省,2007,21.42,17.1,0.7,99.59,95.97,140.93,40.79,25.04,4.06,31.95,2.21,5.77,51.02,100.29,80.77,6.52,0.2,2.2,90.93,151.44
340000,安徽省,2006,20.64,13.42,0.88,97.49,92.23,133.96,33.89,22.26,3.22,38.25,2.01,7.63,47.28,94.66,68.32,7.09,0.51,3.71,94.57,135.62
340000,安徽省,2005,21.87,8.42,0.76,97.28,91.75,132.42,25.97,22.0,2.39,35.84,1.96,7.89,40.54,81.82,64.14,5.76,0.41,3.86,95.94,111.33
340000,安徽省,2004,18.88,5.54,0.53,95.68,89.85,127.66,19.31,20.39,1.58,34.54,1.52,7.75,34.06,69.77,59.92,3.57,0.34,3.69,95.92,86.9
340000,安徽省,2003,17.65,3.57,0.18,93.2,88.54,124.17,16.98,18.59,0.88,33.62,1.29,7.09,28.18,61.75,61.69,2.32,0.52,3.1,95.58,69.84
340000,安徽省,2002,16.3,1.44,0.26,91.22,87.43,120.58,11.84,18.7,0.8,32.06,1.17,6.24,22.34,50.65,49.95,2.99,0.09,2.94,90.47,50.78
340000,安徽省,2001,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,,,,,,,,,
350000,福建省,2019,,,,,,,,,,,,,,,,,,,,
350000,福建省,2018,,,,,,,,,,,,,,,,,,,,
350000,福建省,2017,,,,,,,,,,,,,,,,,,,,
350000,福建省,2016,,,,,,,,,,,,,,,,,,,,
350000,福建省,2015,,,,,,,,,,,,,,,,,,,,
350000,福建省,2014,,,,,,,,,,,,,,,,,,,,
350000,福建省,2013,,,,,,,,,,,,,,,,,,,,
350000,福建省,2012,44.82,43.94,19.22,101.83,107.08,174.25,109.09,29.08,9.02,52.48,4.01,5.15,80.24,199.76,112.27,50.2,0.99,6.05,79.72,243.79
350000,福建省,2011,44.41,38.57,17.83,100.58,105.31,171.26,103.0,28.68,8.14,50.65,3.44,4.32,79.62,193.31,110.5,48.7,0.93,5.79,81.0,236.19
350000,福建省,2010,51.3,37.76,10.97,101.46,105.49,180.19,94.81,33.13,8.92,46.45,3.97,5.43,79.65,184.55,110.48,46.91,0.83,6.04,93.46,223.74
350000,福建省,2009,52.07,32.94,9.57,100.28,103.91,175.45,89.15,32.63,8.64,43.57,3.75,5.11,78.2,175.36,108.98,46.34,0.73,6.09,93.56,216.68
350000,福建省,2008,49.32,25.54,8.08,98.32,101.75,169.48,80.92,30.69,7.68,40.36,3.32,4.02,75.77,164.34,106.99,44.08,0.93,5.46,93.23,204.0
350000,福建省,2007,51.98,12.85,4.0,99.98,99.68,166.91,68.58,32.86,5.79,45.5,3.9,7.44,73.0,149.87,104.67,41.62,0.56,6.11,101.39,186.44
350000,福建省,2006,49.47,8.73,2.52,102.09,99.7,169.37,63.12,31.06,4.67,49.49,4.04,7.88,74.3,145.94,103.48,39.66,0.93,7.26,101.51,183.48
350000,福建省,2005,49.39,6.26,1.7,99.72,98.43,164.49,54.89,29.28,3.96,47.42,2.85,5.86,70.27,134.86,101.02,36.62,0.63,6.33,106.02,166.34
350000,福建省,2004,48.89,4.95,1.42,98.08,97.08,158.42,46.56,29.45,3.33,44.56,3.15,5.88,68.29,126.62,98.52,36.31,0.65,5.67,106.07,149.58
350000,福建省,2003,42.37,2.81,0.73,97.74,96.23,147.35,39.35,28.39,1.58,43.47,2.03,7.28,56.88,99.88,94.9,27.96,0.99,6.95,105.37,121.05
350000,福建省,2002,39.42,0.98,0.72,96.46,94.53,136.92,24.86,26.39,1.2,37.89,1.75,6.29,45.96,74.45,89.51,21.25,0.53,5.63,103.29,92.71
350000,福建省,2001,,,,,,,,,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,,,,,,,,,
360000,江西省,2019,,,,,,,,,,,,,,,,,,,,
360000,江西省,2018,,,,,,,,,,,,,,,,,,,,
360000,江西省,2017,,,,,,,,,,,,,,,,,,,,
360000,江西省,2016,,,,,,,,,,,,,,,,,,,,
360000,江西省,2015,,,,,,,,,,,,,,,,,,,,
360000,江西省,2014,,,,,,,,,,,,,,,,,,,,
360000,江西省,2013,,,,,,,,,,,,,,,,,,,,
360000,江西省,2012,19.8,45.03,10.76,95.1,95.19,156.68,78.17,20.76,5.66,35.8,1.46,4.18,55.79,128.61,95.42,13.93,0.88,2.35,60.34,206.71
360000,江西省,2011,19.38,39.07,8.88,93.73,94.59,155.52,73.87,21.5,5.96,35.98,1.37,3.76,55.04,124.57,95.5,14.07,0.92,2.14,60.66,200.46
360000,江西省,2010,20.77,31.97,5.31,93.84,96.57,148.0,59.91,27.82,4.45,33.82,1.28,5.42,55.86,107.67,92.28,14.39,0.94,3.17,72.57,181.18
360000,江西省,2009,20.34,28.35,4.31,92.45,95.25,146.05,54.91,28.02,4.27,31.69,1.15,5.6,53.45,101.99,91.07,13.85,0.88,2.99,72.73,175.17
360000,江西省,2008,20.07,24.94,3.1,91.85,94.01,143.01,50.66,28.13,4.11,31.45,1.03,5.81,53.06,96.46,90.56,13.38,0.57,3.27,73.29,166.17
360000,江西省,2007,19.19,19.79,1.09,95.54,92.85,144.05,44.98,24.69,3.0,35.77,1.71,6.69,47.3,89.06,92.1,9.73,0.38,1.76,80.96,155.26
360000,江西省,2006,22.85,9.01,1.16,95.68,90.95,143.96,37.33,25.52,3.02,37.93,1.49,6.12,41.47,78.5,85.26,10.67,0.54,2.45,84.97,147.22
360000,江西省,2005,24.38,5.24,0.73,95.29,90.66,139.31,32.03,24.64,2.35,37.35,1.5,7.17,38.93,72.41,81.77,9.91,0.48,1.77,87.8,136.26
360000,江西省,2004,18.98,2.59,0.36,96.24,87.28,135.35,19.98,24.14,1.54,34.71,1.44,7.88,28.66,53.92,72.69,7.56,0.27,2.19,95.68,95.22
360000,江西省,2003,18.13,1.81,0.21,93.92,84.97,130.37,16.05,22.85,1.85,32.11,1.52,7.41,23.04,46.01,69.22,6.87,0.31,2.13,94.65,78.06
360000,江西省,2002,17.54,1.32,0.16,92.51,83.65,123.83,10.97,22.83,1.63,32.6,1.41,7.35,17.6,34.86,65.25,6.46,0.31,2.08,94.24,54.05
360000,江西省,2001,,,,,,,,,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,,,,,,,,,
370000,山东省,2019,,,,,,,,,,,,,,,,,,,,
370000,山东省,2018,,,,,,,,,,,,,,,,,,,,
370000,山东省,2017,,,,,,,,,,,,,,,,,,,,
370000,山东省,2016,,,,,,,,,,,,,,,,,,,,
370000,山东省,2015,,,,,,,,,,,,,,,,,,,,
370000,山东省,2014,,,,,,,,,,,,,,,,,,,,
370000,山东省,2013,,,,,,,,,,,,,,,,,,,,
370000,山东省,2012,26.64,66.46,31.19,99.08,105.09,121.2,88.91,20.75,13.94,60.76,4.43,8.4,56.26,112.28,92.85,7.01,1.16,6.7,60.95,219.85
370000,山东省,2011,27.16,61.94,28.12,98.12,103.69,120.96,85.88,21.21,13.39,58.49,4.24,7.88,54.66,108.28,91.65,7.05,1.03,6.89,61.77,213.46
370000,山东省,2010,35.25,55.42,19.82,95.53,102.22,122.32,77.21,23.31,10.4,55.02,3.88,7.45,52.78,100.21,88.6,7.77,1.06,6.89,73.91,198.99
370000,山东省,2009,35.82,51.59,16.0,94.58,100.83,121.05,70.87,23.5,9.84,52.67,3.55,7.25,50.48,95.04,87.02,7.48,0.94,6.88,75.33,189.74
370000,山东省,2008,34.75,46.57,12.91,93.01,99.11,119.54,63.97,22.95,9.04,50.04,3.38,6.8,47.89,89.73,85.02,6.77,0.84,6.33,76.08,181.42
370000,山东省,2007,41.15,31.48,9.4,95.0,98.82,122.2,58.85,25.63,7.86,54.31,3.4,7.37,48.25,85.68,80.32,5.68,0.89,6.56,85.89,173.53
370000,山东省,2006,46.63,25.07,6.15,95.09,92.09,120.4,52.71,24.22,6.44,58.3,3.45,9.86,46.32,82.03,73.97,6.88,1.38,6.59,90.77,164.3
370000,山东省,2005,47.55,17.58,4.47,93.28,90.96,118.3,45.64,22.28,5.09,57.59,3.02,8.51,42.88,74.4,72.42,5.72,1.11,6.24,92.3,144.34
370000,山东省,2004,47.2,12.54,2.51,92.89,91.21,119.59,37.71,22.84,3.47,56.8,3.14,9.18,35.62,61.67,69.04,5.82,0.85,5.21,97.09,121.36
370000,山东省,2003,46.12,7.82,1.28,92.13,90.52,119.6,31.43,21.39,2.72,54.17,3.06,8.67,31.89,52.31,65.83,5.21,0.89,4.89,97.32,97.48
370000,山东省,2002,43.41,4.94,1.02,88.6,88.62,115.85,20.55,20.47,2.06,52.61,2.66,8.13,26.18,40.26,59.29,4.5,0.82,4.34,94.92,66.99
370000,山东省,2001,,,,,,,,,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,,,,,,,,,
410000,河南省,2019,,,,,,,,,,,,,,,,,,,,
410000,河南省,2018,,,,,,,,,,,,,,,,,,,,
410000,河南省,2017,,,,,,,,,,,,,,,,,,,,
410000,河南省,2016,,,,,,,,,,,,,,,,,,,,
410000,河南省,2015,,,,,,,,,,,,,,,,,,,,
410000,河南省,2014,,,,,,,,,,,,,,,,,,,,
410000,河南省,2013,,,,,,,,,,,,,,,,,,,,
410000,河南省,2012,18.66,63.59,15.6,99.73,93.37,126.31,74.41,15.68,6.36,37.09,1.75,4.42,43.15,137.67,79.67,8.06,0.65,2.77,51.98,200.2
410000,河南省,2011,17.97,60.28,14.06,98.42,92.07,124.85,71.41,15.28,6.13,35.24,1.61,4.01,42.08,132.4,76.17,7.83,0.57,2.39,51.86,194.65
410000,河南省,2010,19.97,48.96,6.75,97.43,90.7,126.51,56.98,16.97,5.59,33.61,1.87,4.74,38.88,120.28,66.83,7.68,0.24,3.26,66.71,175.12
410000,河南省,2009,18.87,45.24,5.03,96.01,88.17,124.62,51.7,17.33,5.54,31.55,1.92,4.26,37.03,112.81,64.4,7.32,0.24,2.97,67.4,167.87
410000,河南省,2008,17.94,38.91,4.15,94.75,87.02,120.31,46.64,16.28,5.41,28.13,1.72,3.74,34.63,102.96,59.05,6.85,0.27,2.74,68.38,156.15
410000,河南省,2007,24.88,27.59,1.99,97.95,90.7,126.9,40.28,18.18,4.2,38.0,1.6,6.02,33.59,105.66,59.56,6.57,0.54,3.36,84.74,150.68
410000,河南省,2006,27.7,21.92,1.61,99.14,87.18,127.19,35.0,18.02,3.38,39.08,1.8,6.67,32.04,100.62,53.57,8.8,0.56,3.28,89.73,137.97
410000,河南省,2005,28.14,15.6,1.58,98.23,86.33,124.62,31.82,17.96,3.11,38.92,2.08,6.52,30.36,93.55,50.61,8.95,0.59,3.11,90.93,125.51
410000,河南省,2004,26.85,9.06,0.76,97.05,84.62,125.21,22.09,18.98,2.07,37.87,1.96,7.89,23.87,81.8,45.63,5.99,0.35,3.04,94.85,87.53
410000,河南省,2003,25.65,4.82,0.54,95.94,83.69,124.19,19.19,18.39,1.64,37.03,1.95,7.39,20.37,73.07,41.54,5.8,0.32,3.38,95.05,66.27
410000,河南省,2002,23.11,2.29,0.26,93.63,81.87,119.47,14.37,16.64,1.49,34.09,1.41,5.9,15.42,59.38,36.38,4.37,0.25,3.42,94.18,41.63
410000,河南省,2001,,,,,,,,,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2019,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2018,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2017,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2016,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2015,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2014,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2013,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2012,21.9,20.05,12.48,98.55,100.36,132.52,81.91,27.15,8.51,40.5,2.99,3.66,65.56,144.04,96.27,16.19,0.73,4.53,59.32,204.35
420000,湖北省,2011,21.85,18.8,9.69,97.47,99.37,132.01,75.49,28.9,7.91,36.53,2.63,3.82,62.82,135.56,93.51,16.89,1.1,4.25,61.19,193.76
420000,湖北省,2010,19.56,11.56,5.53,97.75,98.88,131.57,58.53,29.69,5.45,33.43,1.68,5.32,52.81,114.3,83.31,11.16,0.84,3.53,71.91,165.99
420000,湖北省,2009,19.0,11.12,4.41,97.46,98.75,130.45,57.58,29.95,5.38,33.71,1.62,5.16,52.84,112.47,82.79,11.29,0.83,3.82,72.4,164.01
420000,湖北省,2008,17.63,9.47,3.54,96.01,97.35,126.31,51.89,28.04,4.98,29.42,1.49,4.56,50.77,106.0,80.06,10.44,0.8,3.23,70.62,154.78
420000,湖北省,2007,18.84,8.31,2.81,96.54,98.46,134.97,52.14,33.68,4.15,37.42,1.84,6.29,53.85,112.34,79.5,12.33,0.52,2.77,84.2,154.75
420000,湖北省,2006,17.83,6.05,1.72,96.21,96.0,135.79,47.31,32.7,2.89,38.95,1.93,5.68,49.51,107.33,78.14,14.02,1.05,3.23,90.87,139.04
420000,湖北省,2005,18.11,4.55,0.92,95.55,95.58,131.71,42.42,31.57,1.99,38.33,1.63,5.84,46.86,100.63,76.74,12.8,0.77,2.82,91.91,129.06
420000,湖北省,2004,15.8,2.75,0.31,97.8,96.2,131.69,32.4,31.05,1.45,41.7,1.53,7.27,40.16,85.79,71.04,10.65,0.56,3.25,95.53,95.89
420000,湖北省,2003,13.91,2.22,0.21,94.85,94.44,128.34,27.68,31.61,1.28,42.81,1.68,7.09,37.99,77.75,67.96,10.89,0.46,3.15,94.11,74.98
420000,湖北省,2002,13.07,1.67,0.17,94.5,93.99,126.08,21.21,29.88,1.18,43.44,2.01,7.11,32.07,70.52,62.98,11.61,0.56,2.77,92.52,52.54
420000,湖北省,2001,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2019,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2018,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2017,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2016,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2015,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2014,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2013,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2012,22.98,12.07,15.6,95.3,96.36,122.62,74.77,18.26,6.29,30.68,1.13,1.92,45.98,134.89,90.19,26.82,1.14,2.58,57.48,198.22
430000,湖南省,2011,20.99,11.32,12.82,94.11,94.91,121.58,66.36,18.0,6.15,27.73,1.36,1.7,44.78,128.97,89.95,23.96,0.83,2.28,56.22,189.66
430000,湖南省,2010,21.15,14.32,7.69,94.6,95.85,125.08,52.68,25.19,3.18,23.72,2.06,2.11,40.47,108.37,83.96,24.32,0.87,2.78,72.0,169.53
430000,湖南省,2009,20.0,12.63,5.51,94.5,93.22,124.39,47.77,25.39,3.33,24.19,1.87,2.14,39.76,102.81,81.11,23.64,0.57,2.99,74.05,163.57
430000,湖南省,2008,16.58,12.16,4.1,93.57,92.05,124.34,43.12,23.65,2.41,22.31,1.94,2.01,36.83,96.95,79.4,22.05,0.18,3.22,75.81,154.49
430000,湖南省,2007,17.06,7.95,2.47,92.85,93.01,125.64,44.2,28.6,4.64,29.81,2.45,5.15,41.0,100.87,80.47,22.93,0.3,4.18,82.04,156.32
430000,湖南省,2006,16.08,4.55,2.05,96.74,90.85,129.6,39.44,32.07,3.6,36.85,1.45,7.65,37.75,85.96,70.66,22.97,0.67,5.75,84.68,146.02
430000,湖南省,2005,15.41,4.08,1.1,96.55,90.3,129.23,34.94,32.79,2.83,38.28,2.21,8.89,36.92,78.49,68.56,23.5,0.78,4.8,84.96,136.36
430000,湖南省,2004,17.32,3.52,0.56,95.55,87.6,129.55,27.67,33.91,1.21,39.67,2.39,7.48,34.49,65.84,66.07,19.99,0.48,4.01,93.06,124.85
430000,湖南省,2003,14.75,2.01,0.27,95.25,87.06,124.82,26.67,34.52,1.31,38.7,1.47,6.65,30.81,55.38,64.02,17.85,0.44,2.64,92.36,102.66
430000,湖南省,2002,13.69,1.24,0.33,93.56,84.73,120.03,19.73,30.65,1.54,33.92,1.36,6.41,22.73,45.76,61.04,14.54,0.73,2.32,91.41,79.09
430000,湖南省,2001,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,,,,,,,,,
440000,广东省,2019,,,,,,,,,,,,,,,,,,,,
440000,广东省,2018,,,,,,,,,,,,,,,,,,,,
440000,广东省,2017,,,,,,,,,,,,,,,,,,,,
440000,广东省,2016,,,,,,,,,,,,,,,,,,,,
440000,广东省,2015,,,,,,,,,,,,,,,,,,,,
440000,广东省,2014,,,,,,,,,,,,,,,,,,,,
440000,广东省,2013,,,,,,,,,,,,,,,,,,,,
440000,广东省,2012,42.58,15.18,36.63,98.55,99.15,141.07,113.89,48.15,13.89,67.11,4.53,5.8,71.9,226.89,113.45,84.02,2.15,5.9,85.12,242.74
440000,广东省,2011,44.35,13.74,30.71,98.07,97.56,142.44,104.13,47.46,12.29,63.81,4.51,4.74,69.57,211.55,112.26,82.7,1.99,5.59,87.32,231.75
440000,广东省,2010,44.9,11.84,26.58,97.68,96.62,142.99,96.8,49.83,12.05,62.19,4.24,4.58,69.9,206.86,109.74,83.01,2.35,4.73,91.83,222.12
440000,广东省,2009,44.85,11.64,23.31,96.65,95.54,142.77,91.54,50.82,11.78,58.29,4.16,3.9,68.09,196.21,109.9,81.6,2.04,4.54,92.83,215.28
440000,广东省,2008,47.21,11.49,19.6,94.85,94.39,143.07,83.23,51.05,11.01,54.44,3.36,4.34,64.04,187.52,109.69,80.52,2.01,4.8,92.35,210.35
440000,广东省,2007,62.46,8.21,17.6,98.88,94.33,154.2,78.79,53.66,10.31,57.49,4.17,8.34,65.46,184.0,110.63,84.05,1.63,7.45,97.77,206.41
440000,广东省,2006,72.24,6.24,12.9,97.76,94.09,160.07,74.45,54.99,7.56,65.61,3.75,9.61,64.91,174.79,108.22,84.07,0.97,8.9,100.11,205.51
440000,广东省,2005,72.83,4.35,9.69,97.23,93.9,155.26,70.34,56.88,6.41,64.52,4.12,9.17,61.05,168.66,105.23,81.11,1.13,8.41,101.4,187.39
440000,广东省,2004,76.91,3.05,6.56,97.36,93.42,154.69,64.28,54.33,4.83,64.68,3.5,9.24,58.65,155.95,105.16,78.75,1.08,7.41,102.38,170.86
440000,广东省,2003,75.18,1.75,4.37,97.71,92.56,152.52,56.02,51.47,3.79,60.18,2.89,8.79,54.64,141.99,104.89,76.49,1.25,7.08,102.04,150.66
440000,广东省,2002,71.28,0.84,3.33,97.33,89.67,149.29,44.7,51.65,2.89,57.1,2.98,8.79,48.0,125.54,101.27,71.78,0.99,6.23,100.38,122.88
440000,广东省,2001,,,,,,,,,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2016,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2015,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2014,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2013,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2012,47.16,63.51,22.24,98.33,100.34,136.68,98.44,36.2,7.48,50.86,1.23,6.55,72.54,138.96,110.81,71.86,0.69,4.61,58.23,237.15
450000,广西壮族自治区,2011,48.15,58.62,17.24,97.04,98.36,136.03,91.72,34.68,7.29,47.77,1.08,5.21,70.18,133.6,109.09,69.52,1.03,4.13,57.68,231.85
450000,广西壮族自治区,2010,48.11,43.2,13.26,97.77,97.41,136.07,78.98,40.63,6.56,43.52,1.96,5.72,66.82,112.4,104.28,68.49,1.12,4.73,75.58,210.37
450000,广西壮族自治区,2009,49.68,37.53,10.68,95.88,96.29,135.46,71.85,40.09,5.52,40.53,1.61,5.03,64.84,106.34,102.81,66.13,1.12,4.69,76.28,204.18
450000,广西壮族自治区,2008,47.68,33.02,8.49,94.83,95.14,132.8,67.62,39.64,5.02,39.31,1.8,6.24,62.91,100.62,100.21,65.53,1.19,4.57,76.67,196.81
450000,广西壮族自治区,2007,49.28,16.19,3.76,93.01,89.28,139.66,53.64,37.24,4.18,35.53,1.35,2.69,52.05,86.6,96.31,55.4,0.93,2.71,85.22,163.26
450000,广西壮族自治区,2006,57.49,13.08,2.37,88.43,84.6,138.42,46.9,34.7,3.17,37.05,1.62,6.03,48.17,82.67,94.57,56.84,0.81,4.51,89.88,157.51
450000,广西壮族自治区,2005,48.26,10.38,1.88,91.64,87.2,140.39,46.67,36.73,3.36,38.34,1.77,5.13,51.11,82.2,97.05,54.13,0.48,3.82,87.79,154.37
450000,广西壮族自治区,2004,44.55,7.57,0.48,93.8,92.67,138.1,32.64,35.68,2.11,42.2,1.57,7.09,39.78,63.96,96.7,38.95,0.2,2.71,94.69,102.57
450000,广西壮族自治区,2003,46.87,4.08,0.82,90.68,85.47,126.84,23.36,33.04,1.37,39.36,1.16,6.36,33.02,46.82,94.0,39.72,0.34,3.46,95.04,75.76
450000,广西壮族自治区,2002,45.78,2.98,0.53,88.2,83.62,124.48,19.31,31.67,0.77,38.95,1.26,6.17,29.7,38.98,89.92,36.46,0.49,3.34,95.0,54.24
450000,广西壮族自治区,2001,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,,,,,,,,,
460000,海南省,2019,,,,,,,,,,,,,,,,,,,,
460000,海南省,2018,,,,,,,,,,,,,,,,,,,,
460000,海南省,2017,,,,,,,,,,,,,,,,,,,,
460000,海南省,2016,,,,,,,,,,,,,,,,,,,,
460000,海南省,2015,,,,,,,,,,,,,,,,,,,,
460000,海南省,2014,,,,,,,,,,,,,,,,,,,,
460000,海南省,2013,,,,,,,,,,,,,,,,,,,,
460000,海南省,2012,34.01,37.52,15.94,71.87,81.35,113.3,65.56,19.58,4.13,19.5,0.55,1.55,31.67,84.26,87.66,52.57,0.84,1.95,80.69,200.66
460000,海南省,2011,32.03,34.69,15.82,71.58,81.12,112.95,63.82,19.46,4.33,19.61,0.76,1.17,31.32,86.13,87.28,52.23,0.82,2.06,80.97,197.64
460000,海南省,2010,45.27,29.56,11.76,69.69,77.93,119.79,52.88,26.3,4.98,21.85,1.9,1.01,31.26,72.26,86.19,58.21,1.29,2.52,91.53,174.02
460000,海南省,2009,44.93,27.36,10.72,68.31,76.6,118.22,49.73,26.91,4.95,21.08,1.91,1.01,30.58,66.52,85.91,57.3,1.29,2.36,91.27,168.8
460000,海南省,2008,43.73,25.55,9.57,67.47,76.29,117.99,47.52,26.61,4.88,20.78,2.05,1.2,29.85,65.26,82.9,56.16,1.28,2.16,91.11,165.36
460000,海南省,2007,52.85,11.55,5.78,66.89,73.43,123.24,38.6,24.69,2.83,22.06,1.04,2.96,28.11,53.45,81.45,55.18,0.51,1.72,98.45,147.65
460000,海南省,2006,54.11,6.25,5.01,61.81,71.63,124.22,33.45,26.24,2.33,24.64,1.92,3.29,24.7,55.54,75.27,53.95,0.62,1.79,98.28,141.13
