省份编码,省份,年份,亿元以上商品交易市场数(个),亿元以上商品交易市场摊位数(个),亿元以上商品交易市场营业面积(万平方米),亿元以上商品交易市场成交额(亿元),亿元以上商品交易批发市场成交额(亿元),亿元以上商品交易零售市场成交额(亿元)
520000,贵州省,2011,33,20086,119.4274,370.549,345.6647,24.8843
520000,贵州省,2010,33,18692,131.1303,289.6228,263.0365,26.5863
520000,贵州省,2009,31,20858,82.1009,359.7591,277.4218,82.3373
520000,贵州省,2008,28,17209,82.6385,277.2427,247.4477,29.795
520000,贵州省,2007,,,,,,
520000,贵州省,2006,,,,,,
520000,贵州省,2005,,,,,,
520000,贵州省,2004,,,,,,
520000,贵州省,2003,,,,,,
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,29,43576,195.5654,465.7093,404.9754,60.7339
530000,云南省,2018,32,49513,203.4521,422.1086,337.3546,84.754
530000,云南省,2017,37,46976,239.6697,575.3461,470.1374,105.2087
530000,云南省,2016,47,48118,286.9423,578.1095,465.1353,112.9742
530000,云南省,2015,49,51210,351.9887,613.7433,517.6427,96.1006
530000,云南省,2014,48,59187,372.6094,725.8919,607.8811,118.0108
530000,云南省,2013,50,61991,379.2883,749.9277,581.7896,168.1381
530000,云南省,2012,56,64430,408.8303,690.158,519.7162,170.4418
530000,云南省,2011,55,55050,390.8702,733.6234,597.8121,135.8113
530000,云南省,2010,53,41193,269.2061,602.6431,509.587,93.0561
530000,云南省,2009,52,24053,161.7192,380.9225,330.1771,50.7454
530000,云南省,2008,51,27244,239.4253,370.8556,334.8773,35.9783
530000,云南省,2007,,,,,,
530000,云南省,2006,,,,,,
530000,云南省,2005,,,,,,
530000,云南省,2004,,,,,,
530000,云南省,2003,,,,,,
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,3,2868,3.5,26.899,21.5336,5.3654
540000,西藏自治区,2018,3,2836,3.5,26.9604,21.3282,5.6322
540000,西藏自治区,2017,3,2781,3.5,23.8757,18.2625,5.6132
540000,西藏自治区,2016,3,2617,3.54,15.0926,9.4754,5.6172
540000,西藏自治区,2015,,,,,,
540000,西藏自治区,2014,,,,,,
540000,西藏自治区,2013,,,,,,
540000,西藏自治区,2012,,,,,,
540000,西藏自治区,2011,,,,,,
540000,西藏自治区,2010,,,,,,
540000,西藏自治区,2009,1,800,1.8805,6.97,6.97,
540000,西藏自治区,2008,1,700,0.8,5.8,5.8,
540000,西藏自治区,2007,,,,,,
540000,西藏自治区,2006,,,,,,
540000,西藏自治区,2005,,,,,,
540000,西藏自治区,2004,,,,,,
540000,西藏自治区,2003,,,,,,
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,51,37112,407.5274,891.812,677.0814,214.7306
610000,陕西省,2018,55,36792,405.0183,1177.5859,798.5059,379.08
610000,陕西省,2017,51,33945,330.3294,878.0334,687.7502,190.2832
610000,陕西省,2016,51,35672,337.7062,651.8428,431.8547,219.9881
610000,陕西省,2015,54,37188,332.6893,691.1934,431.7531,259.4403
610000,陕西省,2014,52,34117,246.8845,447.5601,262.1667,185.3934
610000,陕西省,2013,47,28913,171.3866,386.3466,254.6726,131.674
610000,陕西省,2012,44,28967,163.6473,360.0629,263.1472,96.9157
610000,陕西省,2011,39,28389,101.2716,270.2636,173.9262,96.3374
610000,陕西省,2010,41,24812,98.3631,199.4411,157.6315,41.8096
610000,陕西省,2009,42,30420,139.4657,320.8653,256.1542,64.7111
610000,陕西省,2008,27,17728,80.8545,245.2948,167.957,77.3378
610000,陕西省,2007,,,,,,
610000,陕西省,2006,,,,,,
610000,陕西省,2005,,,,,,
610000,陕西省,2004,,,,,,
610000,陕西省,2003,,,,,,
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,27,26458,208.7682,355.6503,243.2409,112.4094
620000,甘肃省,2018,27,27268,224.6315,331.9777,238.2186,93.7591
620000,甘肃省,2017,27,23092,176.616,278.3609,243.6658,34.6951
620000,甘肃省,2016,41,30729,191.0105,362.7286,338.0542,24.6744
620000,甘肃省,2015,40,31465,181.7305,410.6396,384.8542,25.7854
620000,甘肃省,2014,40,30528,178.9505,462.915,436.0602,26.8548
620000,甘肃省,2013,44,32556,189.4297,491.9408,461.3983,30.5425
620000,甘肃省,2012,46,31029,191.9267,461.4217,426.7758,34.6459
620000,甘肃省,2011,43,30351,225.6249,418.9772,387.3218,31.6554
620000,甘肃省,2010,42,41033,209.3605,375.1695,342.3808,32.7887
620000,甘肃省,2009,37,28167,193.7917,276.3554,242.9471,33.4083
620000,甘肃省,2008,38,24294,162.742,236.2227,208.7914,27.4313
620000,甘肃省,2007,,,,,,
620000,甘肃省,2006,,,,,,
620000,甘肃省,2005,,,,,,
620000,甘肃省,2004,,,,,,
620000,甘肃省,2003,,,,,,
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,9,6810,60.6005,108.5518,97.1395,11.4123
630000,青海省,2018,9,6565,61.6513,58.5419,46.0009,12.541
630000,青海省,2017,9,7443,55.5368,63.6638,46.2978,17.366
630000,青海省,2016,9,7831,54.3368,65.7421,45.2057,20.5364
630000,青海省,2015,9,6445,53.8368,63.3375,39.9725,23.365
630000,青海省,2014,8,4721,27.8368,27.3118,16.0665,11.2453
630000,青海省,2013,8,5062,28.3968,24.4573,13.3443,11.113
630000,青海省,2012,12,7063,44.3475,58.9719,45.1911,13.7808
630000,青海省,2011,9,6000,51.9357,38.1839,34.3416,3.8423
630000,青海省,2010,9,5984,44.5015,30.8808,27.5595,3.3213
630000,青海省,2009,9,5900,46.1858,28.4333,25.3934,3.0399
630000,青海省,2008,9,4447,31.8346,28.8089,27.1281,1.6808
630000,青海省,2007,,,,,,
630000,青海省,2006,,,,,,
630000,青海省,2005,,,,,,
630000,青海省,2004,,,,,,
630000,青海省,2003,,,,,,
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,35,24003,294.022,274.1373,242.9087,31.2286
640000,宁夏回族自治区,2018,37,26023,458.8021,338.6663,307.2854,31.3809
640000,宁夏回族自治区,2017,37,25672,442.2975,347.1685,303.8023,43.3662
640000,宁夏回族自治区,2016,40,28125,451.0715,313.412,266.1549,47.2571
640000,宁夏回族自治区,2015,36,26673,424.7875,314.2532,251.1042,63.149
640000,宁夏回族自治区,2014,35,24024,398.1527,314.3649,271.3778,42.9871
640000,宁夏回族自治区,2013,33,22472,384.9797,283.65,236.7476,46.9024
640000,宁夏回族自治区,2012,31,22089,390.3122,231.2564,191.4029,39.8535
640000,宁夏回族自治区,2011,29,20868,302.8359,226.3031,192.951,33.3521
640000,宁夏回族自治区,2010,26,17492,300.1,203.5,184.9496,18.5305
640000,宁夏回族自治区,2009,27,15473,316.9321,155.3155,141.9684,13.3471
640000,宁夏回族自治区,2008,26,15438,333.2515,152.0328,133.7265,18.3063
640000,宁夏回族自治区,2007,,,,,,
640000,宁夏回族自治区,2006,,,,,,
640000,宁夏回族自治区,2005,,,,,,
640000,宁夏回族自治区,2004,,,,,,
640000,宁夏回族自治区,2003,,,,,,
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,88,85877,1362.4821,2109.4423,1928.0721,181.3702
650000,新疆维吾尔自治区,2018,97,93309,1379.9191,2146.0891,1943.1906,202.8985
650000,新疆维吾尔自治区,2017,100,93299,1431.2872,2205.0357,1980.8288,224.2069
650000,新疆维吾尔自治区,2016,98,87359,1365.6084,1739.2088,1521.2055,218.0033
650000,新疆维吾尔自治区,2015,98,86061,1343.5444,1793.6073,1573.1629,220.4444
650000,新疆维吾尔自治区,2014,89,76782,1265.7859,1539.8868,1369.7243,170.1625
650000,新疆维吾尔自治区,2013,89,65368,1178.4038,1392.519,1240.3159,152.2031
650000,新疆维吾尔自治区,2012,76,66674,618.6284,909.763,790.9383,118.8247
650000,新疆维吾尔自治区,2011,68,51665,524.3876,778.7385,661.9651,116.7734
650000,新疆维吾尔自治区,2010,67,49540,529.6,633.0,551.6234,81.4057
650000,新疆维吾尔自治区,2009,62,43604,444.2878,486.6018,424.1363,62.4655
650000,新疆维吾尔自治区,2008,52,37564,293.7288,429.9181,393.9615,35.9566
650000,新疆维吾尔自治区,2007,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
