省份编码,省份,年份,连锁零售企业总店数(个),连锁零售企业门店总数(个),连锁零售企业年末从业人数(万人),连锁零售企业年末零售营业面积(万平方米),连锁零售企业商品销售额(亿元),连锁零售企业商品购进总额(亿元),连锁零售企业统一配送商品购进额(亿元)
450000,广西壮族自治区,2000,,,,,,,
460000,海南省,2019,5,845,0.4207,46.8209,188.6532,170.4503,165.3208
460000,海南省,2018,5,782,0.5035,43.9853,220.1999,192.0707,188.6862
460000,海南省,2017,6,835,0.5481,39.5043,191.1558,174.1579,170.4968
460000,海南省,2016,6,791,0.5306,39.0779,130.9071,121.9941,119.908
460000,海南省,2015,6,766,0.5816,41.4497,151.1919,135.9939,133.5114
460000,海南省,2014,6,715,0.5253,40.8832,186.8401,167.0241,167.02409
460000,海南省,2013,6,613,0.5769,32.4757,178.0657,163.479,163.47898
460000,海南省,2012,6,506,0.5717,31.963,179.74144,169.53622,169.53622
460000,海南省,2011,4,234,0.143,3.6338,3.69149,3.80447,3.49845
460000,海南省,2010,,224,0.13,2.8,1.9,2.6,2.6
460000,海南省,2009,,112,0.0807,2.3521,1.6596,1.524,1.1792
460000,海南省,2008,,190,0.0818,5.3277,2.50256,2.76434,2.28903
460000,海南省,2007,,333,0.347,7.2409,59.986,74.3418,73.5171
460000,海南省,2006,,428,0.2914,64.0454,55.4677,50.9276,49.2036
460000,海南省,2005,,,,,,,
460000,海南省,2004,,,,,,,
460000,海南省,2003,,,,,,,
460000,海南省,2002,,,,,,,
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
500000,重庆市,2019,67,9099,8.3137,513.5089,984.3415,865.2638,756.1844
500000,重庆市,2018,79,9218,8.3243,467.8768,980.3728,746.3283,600.1575
500000,重庆市,2017,88,12324,8.8525,462.387,944.6998,678.9754,470.2831
500000,重庆市,2016,98,12714,9.3796,433.6533,956.1915,705.0386,484.4151
500000,重庆市,2015,94,12570,9.6313,424.385,904.8545,635.6307,501.0992
500000,重庆市,2014,93,12233,9.7565,427.8303,1163.2099,860.9218,535.78803
500000,重庆市,2013,89,12453,9.8721,407.2692,1067.7341,848.4407,556.70493
500000,重庆市,2012,91,11517,9.0936,388.2447,975.47022,889.18889,533.30307
500000,重庆市,2011,88,11316,8.6202,332.9573,862.52781,830.64885,504.80389
500000,重庆市,2010,,10672,7.72,287.3,614.8,541.6,244.3
500000,重庆市,2009,,9735,7.1455,296.0852,483.775,395.9744,275.4348
500000,重庆市,2008,,7442,6.2443,308.5149,351.34667,317.18894,303.65279
500000,重庆市,2007,,6125,5.2935,262.6296,406.1244,375.0201,158.1551
500000,重庆市,2006,,4705,4.5693,238.4548,274.8305,259.5056,231.2561
500000,重庆市,2005,,,,,,,
500000,重庆市,2004,,,,,,,
500000,重庆市,2003,,,,,,,
500000,重庆市,2002,,,,,,,
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,159,15260,10.3397,872.7592,991.6068,838.5605,515.8602
510000,四川省,2018,146,13581,9.7028,481.7354,854.6655,751.6449,461.0469
510000,四川省,2017,135,11736,9.2766,382.8896,763.9583,694.7515,468.7506
510000,四川省,2016,128,14209,10.181,397.5033,821.2765,716.5057,510.2407
510000,四川省,2015,125,12094,9.3981,358.3892,721.2235,654.9875,495.4845
510000,四川省,2014,106,9869,7.8117,336.389,589.8136,486.4135,397.38063
510000,四川省,2013,110,9759,7.922,281.8624,557.9581,550.4447,474.46329
510000,四川省,2012,104,9355,11.1481,247.7034,490.68893,432.9763,363.50964
510000,四川省,2011,112,9770,6.9101,207.0092,430.59317,387.97208,358.29978
510000,四川省,2010,,6401,6.01,191.7,346.1,313.1,278.0
510000,四川省,2009,,4770,5.1988,178.1392,303.3732,273.9094,218.8931
510000,四川省,2008,,5738,4.95,161.1296,279.63298,234.07465,214.09777
510000,四川省,2007,,2911,3.0888,135.5633,140.8021,144.8452,143.0474
510000,四川省,2006,,3002,2.8592,90.4177,104.9119,109.0098,102.2878
510000,四川省,2005,,,,,,,
510000,四川省,2004,,,,,,,
510000,四川省,2003,,,,,,,
510000,四川省,2002,,,,,,,
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,29,1771,1.4139,64.3622,84.9282,84.9178,76.2064
520000,贵州省,2018,29,1558,1.1611,64.3005,76.9262,75.1276,69.3453
520000,贵州省,2017,29,1409,1.0699,46.1351,66.7634,63.9024,60.4716
520000,贵州省,2016,29,1366,1.0801,34.1636,71.5803,68.0562,66.5715
520000,贵州省,2015,27,1267,1.0052,34.2695,63.467,62.1389,57.9438
520000,贵州省,2014,29,1257,0.9365,33.3578,56.9776,58.0963,52.02779
520000,贵州省,2013,29,1139,1.0951,29.6198,48.2745,43.3497,25.10301
520000,贵州省,2012,24,951,0.6653,11.3147,17.23368,14.3728,14.17446
520000,贵州省,2011,23,723,0.4695,9.3394,11.97596,11.25202,11.20574
520000,贵州省,2010,,672,0.45,8.5,19.9,15.9,10.5
520000,贵州省,2009,,583,0.4298,10.8436,13.8008,15.1523,4.8857
520000,贵州省,2008,,514,0.4668,13.0118,19.39101,16.74104,13.45359
520000,贵州省,2007,,1183,1.063,130.6349,153.7058,137.1028,125.7365
520000,贵州省,2006,,1502,1.0335,91.4518,149.3735,134.4783,118.309
520000,贵州省,2005,,,,,,,
520000,贵州省,2004,,,,,,,
520000,贵州省,2003,,,,,,,
520000,贵州省,2002,,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,27,6340,3.4484,142.9959,490.5549,232.2745,201.0758
530000,云南省,2018,32,6136,3.7719,144.6832,473.7888,250.5763,214.9469
530000,云南省,2017,36,5705,3.4607,205.7943,462.7419,244.0398,207.1458
530000,云南省,2016,40,5388,4.4922,205.0205,507.4189,282.0264,242.2188
530000,云南省,2015,41,5120,4.5524,196.2769,513.9124,297.3387,252.4362
530000,云南省,2014,41,4689,4.1241,196.8938,522.5238,300.8098,256.1184
530000,云南省,2013,42,4418,3.8575,198.0775,518.7058,318.277,306.98907
530000,云南省,2012,43,3652,3.6022,187.4834,472.03234,289.7031,287.1885
530000,云南省,2011,43,3632,3.5187,195.6442,442.72933,291.98195,281.28868
530000,云南省,2010,,3265,3.26,179.1,346.4,218.9,211.4
530000,云南省,2009,,10392,3.0676,174.9462,285.9559,172.6121,166.1745
530000,云南省,2008,,10423,3.8056,206.2115,221.64615,131.88347,114.30152
530000,云南省,2007,,3014,2.9704,92.3437,171.7762,131.5975,123.0972
530000,云南省,2006,,2654,2.5234,78.0514,169.3244,129.8104,129.0149
530000,云南省,2005,,,,,,,
530000,云南省,2004,,,,,,,
530000,云南省,2003,,,,,,,
530000,云南省,2002,,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,3,111,0.0877,3.3284,4.6788,3.7695,2.5912
540000,西藏自治区,2018,3,110,0.0883,3.3075,5.0541,5.0815,2.4571
540000,西藏自治区,2017,1,74,0.0795,3.0157,2.7273,2.9544,2.9544
540000,西藏自治区,2016,1,3,0.082,2.9955,3.576,3.0552,3.0552
540000,西藏自治区,2015,1,3,0.079,2.17,3.5667,3.0522,3.0522
540000,西藏自治区,2014,1,3,0.075,2.17,2.2152,2.0152,2.0152
540000,西藏自治区,2013,1,3,0.0722,2.17,1.8564,1.9855,1.9855
540000,西藏自治区,2012,2,15,0.07,2.4354,1.97859,2.16533,2.16533
540000,西藏自治区,2011,2,15,0.0623,2.473,1.8505,2.17405,2.17405
540000,西藏自治区,2010,,13,0.01,0.4,0.6,0.7,0.7
540000,西藏自治区,2009,,12,0.0073,0.3346,0.4492,0.4666,0.4666
540000,西藏自治区,2008,,10,0.037,1.262,0.21821,0.32689,0.20689
540000,西藏自治区,2007,,,,,,,
540000,西藏自治区,2006,,22,,,,,
540000,西藏自治区,2005,,,,,,,
540000,西藏自治区,2004,,,,,,,
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,77,4989,4.2054,271.6891,1087.8535,881.5732,743.4131
610000,陕西省,2018,71,3958,4.1531,258.8961,1044.0464,884.7304,713.1864
610000,陕西省,2017,69,3014,3.5424,252.9746,985.3833,761.5004,588.3054
610000,陕西省,2016,61,2531,3.4564,258.3636,918.0532,735.4286,550.0513
610000,陕西省,2015,61,2407,3.6147,290.6368,909.4684,796.8955,622.5167
610000,陕西省,2014,59,2206,3.6124,252.1254,1036.6963,878.0683,627.78952
610000,陕西省,2013,53,1934,3.5481,219.3014,1026.7663,857.3012,613.0727
610000,陕西省,2012,26,659,1.9293,68.9339,279.56663,217.08406,129.96424
610000,陕西省,2011,26,652,1.9,71.1919,244.98111,190.37712,128.06288
610000,陕西省,2010,,586,1.69,49.6,194.4,155.5,90.8
610000,陕西省,2009,,571,2.0488,76.4159,159.9942,134.318,92.1726
610000,陕西省,2008,,444,2.2192,74.1411,124.25249,107.61176,35.29553
610000,陕西省,2007,,850,4.8579,59.7476,78.012,74.5486,32.9634
610000,陕西省,2006,,1023,2.0628,27.2966,162.0997,156.5179,10.75
610000,陕西省,2005,,,,,,,
610000,陕西省,2004,,,,,,,
610000,陕西省,2003,,,,,,,
610000,陕西省,2002,,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,23,2122,1.5368,125.3231,236.2092,202.6445,155.7822
620000,甘肃省,2018,18,1362,0.9901,82.6522,194.7598,166.0749,133.081
620000,甘肃省,2017,16,1156,0.9407,76.3024,173.7566,149.6509,124.0844
620000,甘肃省,2016,16,938,0.8035,70.1537,161.8744,147.4082,123.8826
620000,甘肃省,2015,16,782,0.7731,67.7648,183.4369,142.1888,116.3641
620000,甘肃省,2014,16,741,0.7377,78.4478,223.3074,138.6878,114.52099
620000,甘肃省,2013,17,700,0.7378,76.4477,227.8416,182.0004,144.07174
620000,甘肃省,2012,18,671,0.7268,65.6468,203.03633,174.59987,137.33853
620000,甘肃省,2011,13,407,0.5709,22.4095,87.70711,87.78055,87.78055
620000,甘肃省,2010,,867,0.99,90.5,234.5,228.0,158.9
620000,甘肃省,2009,,858,0.8625,81.726,179.4013,148.0807,92.8823
620000,甘肃省,2008,,466,0.4314,26.6655,67.84654,64.87662,47.4042
620000,甘肃省,2007,,1054,0.5555,210.2853,121.6485,113.9281,113.0909
620000,甘肃省,2006,,1322,0.6349,267.638,113.2372,123.032,122.5008
620000,甘肃省,2005,,,,,,,
620000,甘肃省,2004,,,,,,,
620000,甘肃省,2003,,,,,,,
620000,甘肃省,2002,,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,9,167,0.3707,13.0474,17.8016,10.9287,7.5041
630000,青海省,2018,10,187,0.4841,16.9494,23.9923,14.0587,10.024
630000,青海省,2017,10,190,0.5413,19.6539,31.9568,19.1861,8.7388
630000,青海省,2016,10,194,0.6069,20.9298,29.0858,19.0215,7.1628
630000,青海省,2015,10,214,0.6165,22.073,27.2377,20.0045,7.8002
630000,青海省,2014,10,141,0.6294,21.2359,25.2854,20.278,12.90651
630000,青海省,2013,11,135,0.6826,24.6722,26.4114,20.1154,6.73383
630000,青海省,2012,11,98,0.6566,23.9674,24.72112,19.92488,6.63272
630000,青海省,2011,8,76,0.5305,14.2736,14.48892,9.53527,5.39041
630000,青海省,2010,,94,0.43,11.3,14.2,11.0,8.5
630000,青海省,2009,,99,0.4144,14.56,11.9303,8.4455,6.4493
630000,青海省,2008,,566,0.3078,13.3513,9.13841,5.95463,3.74374
630000,青海省,2007,,315,0.3907,14.2002,9.1204,7.7075,6.4218
630000,青海省,2006,,638,0.4231,27.3825,9.5958,7.2073,7.2061
630000,青海省,2005,,,,,,,
630000,青海省,2004,,,,,,,
630000,青海省,2003,,,,,,,
630000,青海省,2002,,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,49,1434,1.5627,221.1571,308.7673,322.3396,167.6906
640000,宁夏回族自治区,2018,53,1394,1.5701,220.3674,356.2608,377.7945,210.878
640000,宁夏回族自治区,2017,48,1345,1.5312,218.4025,286.7664,323.6833,173.3244
640000,宁夏回族自治区,2016,25,939,1.129,104.9159,134.9814,182.3187,87.1371
640000,宁夏回族自治区,2015,22,854,1.0503,49.8985,126.159,105.351,45.1336
640000,宁夏回族自治区,2014,23,1639,1.2809,66.3116,138.6423,140.5078,111.25844
640000,宁夏回族自治区,2013,22,1736,1.3009,62.6194,139.2974,136.1824,135.22492
640000,宁夏回族自治区,2012,21,1608,1.2241,61.931,123.32808,153.1867,152.94252
640000,宁夏回族自治区,2011,20,1897,1.0257,64.2227,150.91825,172.51242,167.80785
640000,宁夏回族自治区,2010,,1491,0.89,55.6,127.0,118.3,82.1
640000,宁夏回族自治区,2009,,1305,0.5593,23.9625,36.555,36.4564,29.037
640000,宁夏回族自治区,2008,,1262,0.8221,40.1724,57.07527,46.72517,36.19377
640000,宁夏回族自治区,2007,,1692,0.8168,138.695,64.0669,58.8847,58.4952
640000,宁夏回族自治区,2006,,1724,0.8123,17.7595,52.9062,38.3901,38.2188
640000,宁夏回族自治区,2005,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,98,4082,3.3915,511.2638,782.2423,704.8641,690.807
650000,新疆维吾尔自治区,2018,95,3874,3.6016,396.7178,785.9565,713.4569,635.2544
650000,新疆维吾尔自治区,2017,92,3696,3.4402,356.5999,730.9239,627.2232,548.6387
650000,新疆维吾尔自治区,2016,95,4298,3.6562,350.0506,711.9603,598.2611,516.117
650000,新疆维吾尔自治区,2015,95,4446,3.3365,339.0738,709.5141,618.0948,545.5351
650000,新疆维吾尔自治区,2014,94,4486,3.0848,331.6068,800.1035,720.473,632.51513
650000,新疆维吾尔自治区,2013,94,4020,3.129,341.1975,790.8697,710.0987,617.1893
650000,新疆维吾尔自治区,2012,95,3711,3.0983,291.9672,713.88607,659.34475,577.7005
650000,新疆维吾尔自治区,2011,95,3606,2.921,350.0086,603.16038,537.86401,434.23261
650000,新疆维吾尔自治区,2010,,2471,2.35,297.7,370.3,384.1,378.8
650000,新疆维吾尔自治区,2009,,2361,2.078,287.1395,313.7916,295.4748,279.4965
650000,新疆维吾尔自治区,2008,,2369,2.0995,189.9897,301.97089,284.18847,229.70028
650000,新疆维吾尔自治区,2007,,2386,1.8406,236.07,239.9651,221.8921,221.3558
650000,新疆维吾尔自治区,2006,,2245,1.3765,114.9221,140.2818,131.07,126.8724
650000,新疆维吾尔自治区,2005,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
