省份编码,省份,年份,限额以上批发和零售业企业资产(亿元),限额以上批发和零售业企业流动资产(亿元),限额以上批发和零售业企业固定资产(亿元),限额以上批发和零售业企业负债(亿元),限额以上批发和零售业企业所有者权益(亿元)
640000,宁夏回族自治区,2018,,,,,
640000,宁夏回族自治区,2017,,,,,
640000,宁夏回族自治区,2016,,,,,
640000,宁夏回族自治区,2015,,,,,
640000,宁夏回族自治区,2014,,,,,
640000,宁夏回族自治区,2013,,,,,
640000,宁夏回族自治区,2012,,,,,
640000,宁夏回族自治区,2011,,,,,
640000,宁夏回族自治区,2010,,,,,
640000,宁夏回族自治区,2009,,,,,
640000,宁夏回族自治区,2008,179.4,130.3,32.2,124.0,55.4
640000,宁夏回族自治区,2007,123.4,84.9,25.2,82.4,41.0
640000,宁夏回族自治区,2006,105.4,74.7,23.2,71.8,33.6
640000,宁夏回族自治区,2005,94.5,65.0,15.3,63.8,30.7
640000,宁夏回族自治区,2004,98.61421,63.96053,18.46125,69.29791,29.3163
640000,宁夏回族自治区,2003,51.2,33.8,14.8,34.4,16.7
640000,宁夏回族自治区,2002,44.6949,23.856,13.0733,31.215,13.4799
640000,宁夏回族自治区,2001,43.7462,26.9152,11.9592,33.7889,
640000,宁夏回族自治区,2000,40.8511,26.9289,11.1969,33.4185,
650000,新疆维吾尔自治区,2019,,,,,
650000,新疆维吾尔自治区,2018,,,,,
650000,新疆维吾尔自治区,2017,,,,,
650000,新疆维吾尔自治区,2016,,,,,
650000,新疆维吾尔自治区,2015,,,,,
650000,新疆维吾尔自治区,2014,,,,,
650000,新疆维吾尔自治区,2013,,,,,
650000,新疆维吾尔自治区,2012,,,,,
650000,新疆维吾尔自治区,2011,,,,,
650000,新疆维吾尔自治区,2010,,,,,
650000,新疆维吾尔自治区,2009,,,,,
650000,新疆维吾尔自治区,2008,968.9,740.5,184.8,729.9,239.0
650000,新疆维吾尔自治区,2007,800.1,602.7,158.4,647.6,152.5
650000,新疆维吾尔自治区,2006,854.2,642.6,183,682.9,171.3
650000,新疆维吾尔自治区,2005,816.8,615.5,114.2,668.9,147.9
650000,新疆维吾尔自治区,2004,757.7365,546.4731,99.02917,600.30047,157.43603
650000,新疆维吾尔自治区,2003,658.4,482.2,104.5,524.9,133.5
650000,新疆维吾尔自治区,2002,492.7433,348.6413,87.1034,396.6715,96.0719
650000,新疆维吾尔自治区,2001,425.3741,314.8571,67.2074,359.5034,
650000,新疆维吾尔自治区,2000,454.7935,347.9028,80.5772,411.8133,
