省份编码,省份,年份,地面观测业务站点个数(个),高空探测业务站点个数(个),自动气象站站点个数(个),天气雷达观测业务站点个数(个),大气成分观测业务站点个数(个),农业气象观测业务站点个数(个),生态与农业气象试验业务站点个数(个),大气本底站站点个数(个),海洋气象台站站点个数(个),闪电定位监测业务站点个数(个),太阳辐射观测业务站点个数(个),沙尘暴监测业务站点个数(个),紫外线观测业务站点个数(个),酸雨观测业务站点个数(个),臭氧观测业务站点个数(个),卫星云图接收业务站点个数(个)
450000,广西壮族自治区,2013,92,6,2386,9,,29,12,,,11,,,,,,12
450000,广西壮族自治区,2012,92,6,2365,9,,29,12,,,11,,,,,,12
450000,广西壮族自治区,2011,92,6,1261,9,2,24,5,,9,11,3,,,10,,12
450000,广西壮族自治区,2010,92,6,1263,10,2,24,5,,1,13,3,,1,10,,12
450000,广西壮族自治区,2009,92,6,1355,10,2,24,5,,3,18,3,1,,10,,10
450000,广西壮族自治区,2008,92,6,1320,7,2,24,5,,,9,3,2,,10,,10
450000,广西壮族自治区,2007,92,6,1022,8,2,24,5,,,9,3,,,10,,10
450000,广西壮族自治区,2006,92,6,409,6,2,24,5,,,10,3,,1,10,,10
450000,广西壮族自治区,2005,92,6,108,5,2,24,5,,,10,3,,1,10,2,10
450000,广西壮族自治区,2004,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,,,,,
460000,海南省,2019,127,3,442,6,,7,39,,,6,,,,,,5
460000,海南省,2018,129,3,466,6,,7,14,,,6,,,,,,6
460000,海南省,2017,21,3,472,3,,7,10,,,6,,,,,,5
460000,海南省,2016,21,3,472,3,,7,12,,,6,,,,,,5
460000,海南省,2015,21,3,472,3,,7,12,,,6,,,,,,5
460000,海南省,2014,21,3,512,3,,6,10,,,6,,,,,,5
460000,海南省,2013,21,3,452,3,,7,4,,,6,,,,,,5
460000,海南省,2012,21,3,457,3,,7,4,,,6,,,,,,5
460000,海南省,2011,21,3,311,3,,6,1,,,6,3,,,4,,5
460000,海南省,2010,21,3,316,3,,6,1,,5,10,3,,,4,,4
460000,海南省,2009,21,3,352,3,,6,1,,3,11,3,,,4,,3
460000,海南省,2008,21,3,291,2,,6,,,,7,3,,2,4,,4
460000,海南省,2007,21,3,201,3,,6,,,,7,3,,2,4,,4
460000,海南省,2006,21,3,138,3,,6,,,,6,3,,2,4,,2
460000,海南省,2005,21,3,40,3,,6,,,,,3,,2,2,,2
460000,海南省,2004,,,,,,,,,,,,,,,,
460000,海南省,2003,,,,,,,,,,,,,,,,
460000,海南省,2002,,,,,,,,,,,,,,,,
460000,海南省,2001,,,,,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,,,,,
500000,重庆市,2019,159,1,1805,6,,14,52,,,5,,,,,,5
500000,重庆市,2018,159,1,1805,5,,14,49,,,5,,,,,,6
500000,重庆市,2017,35,1,1997,4,,14,42,,,5,,,,,,4
500000,重庆市,2016,35,1,1997,4,,14,42,,,5,,,,,,4
500000,重庆市,2015,35,1,1997,4,,14,42,,,5,,,,,,4
500000,重庆市,2014,35,1,1924,4,,13,42,,,5,,,,,,4
500000,重庆市,2013,35,1,1916,4,,13,35,,,5,,,,,,4
500000,重庆市,2012,35,1,890,4,,13,36,,,5,,,,,,4
500000,重庆市,2011,35,1,890,4,,13,,,,5,7,,1,35,,4
500000,重庆市,2010,35,1,893,8,,13,,,,5,7,,1,35,,4
500000,重庆市,2009,35,1,893,8,,13,,,,6,1,,1,35,,5
500000,重庆市,2008,35,1,551,3,,13,,,,6,1,,1,35,,10
500000,重庆市,2007,36,1,516,3,,13,,,,6,1,,1,10,,10
500000,重庆市,2006,35,1,232,3,,13,,,,3,1,,1,35,,4
500000,重庆市,2005,35,1,157,3,,13,,,,3,1,,1,35,,4
500000,重庆市,2004,,,,,,,,,,,,,,,,
500000,重庆市,2003,,,,,,,,,,,,,,,,
500000,重庆市,2002,,,,,,,,,,,,,,,,
500000,重庆市,2001,,,,,,,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,,,,,,,
510000,四川省,2019,505,7,5079,12,,47,34,,,24,,,,,,15
510000,四川省,2018,504,7,4648,11,,47,15,,,24,,,,,,16
510000,四川省,2017,156,7,4753,10,,47,13,,,24,,,,,,15
510000,四川省,2016,156,7,4753,10,,47,11,,,24,,,,,,15
510000,四川省,2015,156,7,4747,10,,47,12,,,24,,,,,,14
510000,四川省,2014,156,7,4725,10,,45,12,,,25,,,,,,14
510000,四川省,2013,156,7,4779,9,,47,11,,,24,,,,,,14
510000,四川省,2012,156,7,2877,10,,47,12,,,24,,,,,,14
510000,四川省,2011,156,7,2357,11,1,45,2,,,24,1,,1,10,,14
510000,四川省,2010,156,7,1712,13,1,45,2,,,20,1,,,10,,14
510000,四川省,2009,156,7,1396,12,1,45,2,,,25,10,1,2,10,,12
510000,四川省,2008,156,7,1100,12,1,45,1,,,21,8,3,2,10,,39
510000,四川省,2007,157,7,917,13,1,45,3,,,21,7,,2,35,,22
510000,四川省,2006,160,7,570,12,,45,2,,,18,7,1,2,10,,12
510000,四川省,2005,156,7,124,14,,45,2,,,18,7,1,2,6,,6
510000,四川省,2004,,,,,,,,,,,,,,,,
510000,四川省,2003,,,,,,,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,,,,,
520000,贵州省,2019,364,2,3026,11,,19,13,,,12,,,,,,14
520000,贵州省,2018,373,2,3122,8,,19,11,,,12,,,,,,10
520000,贵州省,2017,84,2,2948,9,,19,11,,,12,,,,,,14
520000,贵州省,2016,84,2,2948,9,,19,11,,,12,,,,,,14
520000,贵州省,2015,84,2,2948,9,,19,11,,,12,,,,,,13
520000,贵州省,2014,84,2,2932,9,,18,10,,,12,,,,,,13
520000,贵州省,2013,85,2,2906,7,,19,10,,,12,,,,,,13
520000,贵州省,2012,85,2,2723,9,,19,10,,,12,,,,,,13
520000,贵州省,2011,85,2,1868,8,,18,1,,,12,1,,,10,,13
520000,贵州省,2010,85,2,1454,38,,18,1,,,12,1,,,10,,13
520000,贵州省,2009,85,2,932,37,,18,1,,,13,1,,,10,,9
520000,贵州省,2008,85,2,955,32,,18,1,,,8,1,,,10,,20
520000,贵州省,2007,85,2,774,30,,18,1,,,8,1,,,10,1,20
520000,贵州省,2006,85,2,774,6,,18,1,,,7,1,,1,4,1,9
520000,贵州省,2005,85,2,614,6,,18,1,,,9,1,,2,2,1,8
520000,贵州省,2004,,,,,,,,,,,,,,,,
520000,贵州省,2003,,,,,,,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,,,,,
530000,云南省,2019,570,5,2583,9,,26,11,,,22,,,,,,10
530000,云南省,2018,570,5,2598,9,,26,7,,,22,,,,,,11
530000,云南省,2017,125,5,3414,8,,26,8,,,24,,,,,,27
530000,云南省,2016,125,5,3414,8,,26,7,,,24,,,,,,27
530000,云南省,2015,125,5,3414,8,,26,7,,,24,,,,,,26
530000,云南省,2014,125,5,3258,8,,22,7,,,22,,,,,,26
530000,云南省,2013,125,5,3193,8,,26,7,,,22,,,,,,26
530000,云南省,2012,125,5,2127,8,,26,7,,,22,,,,,,26
530000,云南省,2011,125,5,1627,8,,22,4,1,,22,5,,1,6,,26
530000,云南省,2010,125,5,1495,8,,22,4,1,,22,5,,1,6,,26
530000,云南省,2009,125,5,1459,8,1,22,4,1,,24,7,2,,6,,11
530000,云南省,2008,126,5,1243,18,,21,4,1,,23,6,2,,6,,27
530000,云南省,2007,126,5,1020,18,,21,4,1,,23,5,,,6,,27
530000,云南省,2006,125,5,276,15,1,21,4,1,,23,5,,1,6,,9
530000,云南省,2005,125,5,51,15,,21,4,1,,5,5,,1,5,,9
530000,云南省,2004,,,,,,,,,,,,,,,,
530000,云南省,2003,,,,,,,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,,,,,,,
540000,西藏自治区,2019,192,8,564,4,,5,18,,,27,,,,,,11
540000,西藏自治区,2018,187,5,127,4,,5,8,,,24,,,,,,10
540000,西藏自治区,2017,39,5,127,6,,5,8,,,24,,,,,,9
540000,西藏自治区,2016,39,5,127,6,,5,10,,,24,,,,,,9
540000,西藏自治区,2015,39,5,129,6,,5,12,,,24,,,,,,9
540000,西藏自治区,2014,39,5,73,6,,4,10,,,18,,,,,,9
540000,西藏自治区,2013,39,5,75,6,,5,5,,,18,,,,,,9
540000,西藏自治区,2012,39,5,70,6,,5,10,,,18,,,,,,9
540000,西藏自治区,2011,39,5,15,6,1,4,1,,,18,4,,4,4,1,9
540000,西藏自治区,2010,39,5,56,6,1,4,1,,,22,4,,2,4,1,9
540000,西藏自治区,2009,39,5,93,6,1,4,1,,,,4,1,5,4,1,10
540000,西藏自治区,2008,39,5,56,6,1,4,1,,,5,5,1,5,4,,10
540000,西藏自治区,2007,39,5,,6,1,4,1,,,5,5,,5,4,1,9
540000,西藏自治区,2006,39,7,13,6,1,4,1,1,,4,5,,5,4,,8
540000,西藏自治区,2005,39,5,2,5,1,4,1,1,,,4,,5,4,,8
540000,西藏自治区,2004,,,,,,,,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,,,,,,
610000,陕西省,2019,393,4,1575,8,,22,31,,,11,,,,,,21
610000,陕西省,2018,390,4,1231,8,,22,25,,,11,,,,,,13
610000,陕西省,2017,99,4,1537,8,,22,21,,,11,,,,,,21
610000,陕西省,2016,99,4,1537,8,,22,21,,,11,,,,,,21
610000,陕西省,2015,99,4,1538,8,,22,20,,,11,,,,,,20
610000,陕西省,2014,99,4,1675,8,,21,19,,,11,,,,,,20
610000,陕西省,2013,99,4,1973,7,,22,19,,,9,,,,,,20
610000,陕西省,2012,100,4,1433,8,,22,19,,,9,,,,,,20
610000,陕西省,2011,100,4,1321,8,2,21,1,,,9,3,2,1,15,,20
610000,陕西省,2010,100,4,1257,12,2,21,1,,,9,3,4,1,15,,20
610000,陕西省,2009,100,4,1351,11,2,21,1,,,10,4,11,,15,,14
610000,陕西省,2008,100,4,1243,16,2,18,1,,,10,3,13,1,15,1,24
610000,陕西省,2007,100,4,705,16,2,18,1,,,10,3,3,1,6,,23
610000,陕西省,2006,102,4,243,14,2,18,1,,,9,3,2,1,12,,14
610000,陕西省,2005,99,4,40,11,2,18,1,,,9,3,2,1,7,,13
610000,陕西省,2004,,,,,,,,,,,,,,,,
610000,陕西省,2003,,,,,,,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,,,,,
620000,甘肃省,2019,345,9,1480,9,,27,21,,,19,,,,,,11
620000,甘肃省,2018,343,9,1488,8,,27,15,,,19,,,,,,11
620000,甘肃省,2017,81,9,2159,7,,27,16,,,5,,,,,,17
620000,甘肃省,2016,81,9,2159,7,,27,16,,,5,,,,,,17
620000,甘肃省,2015,81,9,2136,7,,27,20,,,5,,,,,,17
620000,甘肃省,2014,81,9,2136,7,,23,24,,,6,,,,,,17
620000,甘肃省,2013,81,9,1766,6,,27,12,,,5,,,,,,17
620000,甘肃省,2012,81,9,1642,6,,27,24,,,5,,,,,,17
620000,甘肃省,2011,81,9,1020,6,2,23,4,,,6,4,4,13,6,,17
620000,甘肃省,2010,81,9,683,6,2,23,4,,,10,4,2,13,6,,17
620000,甘肃省,2009,80,9,763,6,2,23,4,,,7,5,27,13,6,,12
620000,甘肃省,2008,81,9,488,6,3,22,4,,,5,7,31,13,6,,19
620000,甘肃省,2007,80,9,404,5,2,25,4,,,5,4,4,13,15,,19
620000,甘肃省,2006,80,9,201,5,2,22,4,,,5,7,4,13,7,,18
620000,甘肃省,2005,80,9,20,5,2,22,4,,,5,6,4,12,4,,18
620000,甘肃省,2004,,,,,,,,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,,,,,
630000,青海省,2019,232,7,527,3,,19,14,,,33,,,,,,17
630000,青海省,2018,232,7,492,3,,19,8,,,33,,,,,,18
630000,青海省,2017,52,7,437,2,,19,12,,,33,,,,,,16
630000,青海省,2016,52,7,437,2,,19,12,,,33,,,,,,16
630000,青海省,2015,52,7,437,2,,19,16,,,33,,,,,,16
630000,青海省,2014,52,7,442,2,,17,14,,,10,,,,,,16
630000,青海省,2013,52,7,405,2,,19,8,,,10,,,,,,16
630000,青海省,2012,52,7,303,2,,19,13,,,10,,,,,,16
630000,青海省,2011,52,7,106,4,,17,2,1,,10,5,,3,7,2,16
630000,青海省,2010,52,7,131,6,,17,2,1,,10,5,,2,7,2,16
630000,青海省,2009,52,7,176,7,1,17,2,1,,10,5,2,,7,1,11
630000,青海省,2008,54,7,58,5,,17,2,1,,11,5,,20,7,1,25
630000,青海省,2007,54,7,4,3,,17,2,1,,5,5,,,7,1,25
630000,青海省,2006,52,7,42,3,1,17,2,1,,6,5,23,2,5,1,10
630000,青海省,2005,52,7,42,3,,17,2,1,,4,5,24,2,5,1,10
630000,青海省,2004,,,,,,,,,,,,,,,,
630000,青海省,2003,,,,,,,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,114,1,866,3,,10,12,,,5,,,,,,7
640000,宁夏回族自治区,2018,114,1,858,3,,10,10,,,5,,,,,,7
640000,宁夏回族自治区,2017,25,1,893,4,,10,9,,,5,,,,,,6
640000,宁夏回族自治区,2016,25,1,893,4,,10,9,,,5,,,,,,6
640000,宁夏回族自治区,2015,25,1,893,3,,10,9,,,5,,,,,,5
640000,宁夏回族自治区,2014,25,1,856,3,,7,10,,,5,,,,,,5
640000,宁夏回族自治区,2013,25,1,724,3,,10,7,,,5,,,,,,5
640000,宁夏回族自治区,2012,25,1,328,3,,10,10,,,5,,,,,,5
640000,宁夏回族自治区,2011,25,1,236,3,,7,3,,,5,2,1,5,6,,5
640000,宁夏回族自治区,2010,25,1,182,3,,7,3,,,5,2,1,5,6,,5
640000,宁夏回族自治区,2009,25,1,201,3,,7,3,,,,2,,,6,,8
640000,宁夏回族自治区,2008,26,1,192,3,,7,3,,,6,2,1,5,6,,8
640000,宁夏回族自治区,2007,25,1,37,3,,19,3,,,6,2,1,4,6,,8
640000,宁夏回族自治区,2006,24,1,20,3,,16,3,,,3,2,1,3,3,,6
640000,宁夏回族自治区,2005,24,1,12,3,,16,3,,,,2,1,1,2,,3
640000,宁夏回族自治区,2004,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,712,14,1259,9,,44,32,,,43,,,,,,15
650000,新疆维吾尔自治区,2018,709,14,1149,9,,44,16,,,46,,,,,,16
650000,新疆维吾尔自治区,2017,105,14,1721,13,,44,31,,,46,,,,,,15
650000,新疆维吾尔自治区,2016,105,14,1721,13,,44,30,,,46,,,,,,15
650000,新疆维吾尔自治区,2015,105,14,1732,11,,44,29,,,46,,,,,,15
650000,新疆维吾尔自治区,2014,105,14,1706,11,,40,29,,,46,,,,,,15
650000,新疆维吾尔自治区,2013,105,14,1731,10,,44,14,,,33,,,,,,15
650000,新疆维吾尔自治区,2012,105,14,1708,13,,44,27,,,33,,,,,,15
650000,新疆维吾尔自治区,2011,105,14,285,14,2,40,4,1,,15,11,4,13,7,1,15
650000,新疆维吾尔自治区,2010,105,14,314,10,2,40,4,1,,8,11,4,12,7,1,15
650000,新疆维吾尔自治区,2009,105,14,584,10,3,40,4,1,,,14,24,14,7,1,13
650000,新疆维吾尔自治区,2008,106,14,224,9,2,36,4,1,,9,11,30,14,7,1,14
650000,新疆维吾尔自治区,2007,106,14,66,8,2,36,4,1,,9,11,4,14,7,,14
650000,新疆维吾尔自治区,2006,105,14,14,10,3,36,4,,,8,12,4,13,7,,13
650000,新疆维吾尔自治区,2005,105,14,14,10,3,36,4,,,,12,4,13,4,,13
650000,新疆维吾尔自治区,2004,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,,,,,,,
