省份编码,省份,年份,规模以上工业企业新产品项目数(项),规模以上工业企业开发新产品经费(万元),规模以上工业企业新产品产值(万元),规模以上工业企业新产品销售收入(万元),规模以上工业企业新产品出口销售收入(万元)
610000,陕西省,2011,5035,1065457.4,10916566.0,9657070.9,408446.5
610000,陕西省,2010,,,,,
610000,陕西省,2009,5972,701121.0,6859434.0,6566624.0,335369
610000,陕西省,2008,5141,459448.0,5278713.0,4877838.0,
610000,陕西省,2007,,,,,
610000,陕西省,2006,,,,,
610000,陕西省,2005,,,,,
610000,陕西省,2004,1558,175951.0,2360473.0,2181959.0,
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,1458,457278.3,,5527138.2,647734.2
620000,甘肃省,2018,1279,456614.8,,2751331.1,713180.8
620000,甘肃省,2017,1209,369543.8,,3461052.2,584327.1
620000,甘肃省,2016,1222,397701.1,,3031098.4,277461.8
620000,甘肃省,2015,1291,392974.3,,5740962.0,507159.3
620000,甘肃省,2014,1817,480268.0,,7193529.4,431376.7
620000,甘肃省,2013,1629,403460.2,,6185275.3,437917.1
620000,甘肃省,2012,1759,350313.6,,5954232.7,414222.9
620000,甘肃省,2011,1192,273986.1,5100637.5,5026883.9,300885.3
620000,甘肃省,2010,,,,,
620000,甘肃省,2009,1139,163449.0,16931136.0,2348957.0,189931
620000,甘肃省,2008,1171,179485.0,2446938.0,2337574.0,
620000,甘肃省,2007,,,,,
620000,甘肃省,2006,,,,,
620000,甘肃省,2005,,,,,
620000,甘肃省,2004,577,18367.0,503843.0,446930.0,
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,259,91755.2,,1233887.1,15972
630000,青海省,2018,195,86574.7,,1232661.8,760.2
630000,青海省,2017,369,87569.5,,1027045.4,3301.9
630000,青海省,2016,126,62145.6,,379403.6,7719.8
630000,青海省,2015,121,98824.5,,228190.8,890
630000,青海省,2014,130,99766.0,,85658.7,236.7
630000,青海省,2013,111,87948.5,,125429.9,
630000,青海省,2012,103,74373.7,,103772.8,32.5
630000,青海省,2011,94,34745.2,85003.9,86513.0,295.7
630000,青海省,2010,,,,,
630000,青海省,2009,94,31629.0,544145.0,542937.0,112
630000,青海省,2008,108,28470.0,494442.0,486195.0,
630000,青海省,2007,,,,,
630000,青海省,2006,,,,,
630000,青海省,2005,,,,,
630000,青海省,2004,76,8848.0,58139.0,38551.0,
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,1448,310908.3,,4476886.4,205480.2
640000,宁夏回族自治区,2018,1350,234313.6,,4826467.1,225479.2
640000,宁夏回族自治区,2017,1194,182202.9,,3352269.4,424093.7
640000,宁夏回族自治区,2016,1102,202032.4,,2026821.3,321325.6
640000,宁夏回族自治区,2015,981,182331.6,,2826884.1,259930.7
640000,宁夏回族自治区,2014,1049,176514.8,,1912824.2,193473.8
640000,宁夏回族自治区,2013,966,149923.7,,2796415.9,362083.3
640000,宁夏回族自治区,2012,1131,142472.8,,1856287.2,406268.9
640000,宁夏回族自治区,2011,887,120351.4,1531042.5,1385911.8,196997.5
640000,宁夏回族自治区,2010,,,,,
640000,宁夏回族自治区,2009,819,98097.0,1126328.0,963234.0,112434
640000,宁夏回族自治区,2008,737,81192.0,847684.0,734679.0,
640000,宁夏回族自治区,2007,,,,,
640000,宁夏回族自治区,2006,,,,,
640000,宁夏回族自治区,2005,,,,,
640000,宁夏回族自治区,2004,416,20384.0,255623.0,261582.0,
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,1018,386887.7,,5571410.1,594923.3
650000,新疆维吾尔自治区,2018,936,412821.1,,4328588.7,247616.7
650000,新疆维吾尔自治区,2017,976,425657.0,,3938875.3,165505.2
650000,新疆维吾尔自治区,2016,1153,444783.9,,4745505.5,77274.3
650000,新疆维吾尔自治区,2015,924,331350.6,,4943910.7,43522.6
650000,新疆维吾尔自治区,2014,1025,321291.1,,4837892.0,148945.4
650000,新疆维吾尔自治区,2013,1103,394450.0,,3533318.1,196747.6
650000,新疆维吾尔自治区,2012,826,335323.0,,2760241.4,77283.8
650000,新疆维吾尔自治区,2011,731,318626.9,2686043.1,2561510.0,83384.6
650000,新疆维吾尔自治区,2010,,,,,
650000,新疆维吾尔自治区,2009,558,118664.0,1645022.0,1034710.0,183017
650000,新疆维吾尔自治区,2008,358,136881.0,1670297.0,1600767.0,
650000,新疆维吾尔自治区,2007,,,,,
650000,新疆维吾尔自治区,2006,,,,,
650000,新疆维吾尔自治区,2005,,,,,
650000,新疆维吾尔自治区,2004,388,9704.0,309613.0,425117.0,
650000,新疆维吾尔自治区,2003,,,,,
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
