省份编码,省份,年份,收入法生产总值(亿元),劳动者报酬(亿元),生产税净额(亿元),固定资产折旧(亿元),营业盈余(亿元)
500000,重庆市,2014,14623.8,7049.3,1686.2,2030.9,3857.3
500000,重庆市,2013,13027.6,6239.5,1490.2,1799.5,3498.4
500000,重庆市,2012,11595.4,5407.5,1429.4,1501.4,3257.1
500000,重庆市,2011,10161.2,4711.7,1269.0,1262.9,2917.6
500000,重庆市,2010,8065.3,3810.3,1029.9,978.9,2246.2
500000,重庆市,2009,6651.2,3162.4,799.1,796.6,1893.1
500000,重庆市,2008,5899.5,2866,686.6,712.9,1633.9
500000,重庆市,2007,4770.7,2370.3,617.9,622.3,1160.1
500000,重庆市,2006,3900.3,1923.7,569.4,524.2,883.0
500000,重庆市,2005,3448.4,1684.4,473.0,462.2,828.7
500000,重庆市,2004,3059.5,1415.2,415.8,382.6,845.9
500000,重庆市,2003,2615.6,1219.4,395.4,326.9,673.8
500000,重庆市,2002,2279.8,1104.7,331.0,269.8,574.3
500000,重庆市,2001,2014.6,1005.1,297.3,277.8,434.4
500000,重庆市,2000,1822.1,911.9,264.5,275.3,370.3
510000,四川省,2019,,,,,
510000,四川省,2018,,,,,
510000,四川省,2017,37905.1,18513.4,4094.3,4903.4,10394.1
510000,四川省,2016,33138.5,16066.6,3644.9,4175.7,9251.3
510000,四川省,2015,30342,14574.8,3492.8,3721.0,8553.3
510000,四川省,2014,28891.3,13593.9,3303.3,3595.2,8398.9
510000,四川省,2013,26518,12464,3070.9,3180.5,7802.6
510000,四川省,2012,23922.4,11113.1,2823.0,2820.9,7165.4
510000,四川省,2011,21050.9,9924.3,2573.1,2594.2,5959.3
510000,四川省,2010,17224.8,8253.3,2201.1,2261.5,4508.9
510000,四川省,2009,14190.6,6899.8,1797.3,2039.2,3454.4
510000,四川省,2008,12756.2,6037.4,1512.4,1863.6,3342.8
510000,四川省,2007,10562.1,5104.8,1248.5,1568.6,2640.3
510000,四川省,2006,8494.7,4111.5,1052.2,1266.4,2064.5
510000,四川省,2005,7195.9,3496.9,947.6,1021.4,1730.0
510000,四川省,2004,6304,3146.8,807.7,940.0,1409.4
510000,四川省,2003,5346.2,2609.9,669.3,823.7,1243.4
510000,四川省,2002,4725,2356.1,578.3,721.4,1069.2
510000,四川省,2001,4293.5,2132.3,529.5,658.5,973.2
510000,四川省,2000,3928.2,1972.2,485.5,597.1,873.5
520000,贵州省,2019,,,,,
520000,贵州省,2018,,,,,
520000,贵州省,2017,13605.4,7759.6,2038.0,1572.3,2235.4
520000,贵州省,2016,11792.4,6772.2,1903.6,1314.4,1802.1
520000,贵州省,2015,10541,6079.7,1714.7,1173.8,1572.9
520000,贵州省,2014,9173.1,5195.6,1535.8,1047.6,1394.2
520000,贵州省,2013,7973.1,4399.9,1358.1,928.5,1286.6
520000,贵州省,2012,6742.2,3636.6,1190.1,814.9,1100.6
520000,贵州省,2011,5615.6,2992.9,913.4,699.8,1009.4
520000,贵州省,2010,4519,2453.9,652.9,588.0,824.1
520000,贵州省,2009,3856.7,2091.5,565.1,567.4,632.6
520000,贵州省,2008,3504.5,1961.5,556.7,513.5,472.8
520000,贵州省,2007,2847.5,1576.2,409.2,406.1,455.9
520000,贵州省,2006,2264.1,1253,302.6,346.1,362.4
520000,贵州省,2005,1939.9,1002.4,275.0,274.6,387.9
520000,贵州省,2004,1649.4,847.4,241.5,238.8,321.7
520000,贵州省,2003,1429,860.6,216.1,188.9,163.4
520000,贵州省,2002,1243.4,753.4,205.9,190.4,93.8
520000,贵州省,2001,1133.3,693,199.7,173.3,67.3
520000,贵州省,2000,1029.9,649.7,187.7,138.8,53.7
530000,云南省,2019,,,,,
530000,云南省,2018,,,,,
530000,云南省,2017,18486,10051.9,2276.4,2433.8,3724.0
530000,云南省,2016,16369,8775.9,2105.5,2122.2,3365.5
530000,云南省,2015,14960,7864.2,2052.5,1939.7,3103.6
530000,云南省,2014,14041.7,7208.4,2084.9,1812.3,2936.0
530000,云南省,2013,12825.5,6568,1947.2,1602.9,2707.4
530000,云南省,2012,11097.4,5472,1785.9,1478.5,2361.0
530000,云南省,2011,9523.1,4623.9,1551.4,1265.8,2082.0
530000,云南省,2010,7735.3,3642,1296.2,1062.6,1734.6
530000,云南省,2009,6574.4,3228,1040.9,905.4,1400.1
530000,云南省,2008,6016.6,2935.7,970.3,835.6,1275.0
530000,云南省,2007,5077.4,2499.6,787.7,747.4,1042.7
530000,云南省,2006,4090.7,2008.8,641.4,598.1,842.3
530000,云南省,2005,3497.7,1719.2,573.0,504.6,701.0
530000,云南省,2004,3136.4,1535.6,530.1,447.5,623.2
530000,云南省,2003,2633.4,1277.7,460.3,401.2,494.2
530000,云南省,2002,2358.7,1131.3,424.7,365.0,437.8
530000,云南省,2001,2159,1065.4,374.3,312.1,407.2
530000,云南省,2000,2030.1,956.2,406.4,282.0,385.5
540000,西藏自治区,2019,,,,,
540000,西藏自治区,2018,,,,,
540000,西藏自治区,2017,1349,841.5,110.3,134.2,263.0
540000,西藏自治区,2016,1173,729.6,97.6,120.0,225.8
540000,西藏自治区,2015,1043,650.4,87.3,108.1,197.2
540000,西藏自治区,2014,939.7,580.4,84.1,97.8,177.4
540000,西藏自治区,2013,828.2,520.4,71.4,83.3,153.1
540000,西藏自治区,2012,710.2,431.4,61.1,81.2,136.5
540000,西藏自治区,2011,611.5,370,51.5,69.3,120.6
540000,西藏自治区,2010,512.9,311.9,43.0,58.1,99.9
540000,西藏自治区,2009,445.7,275.4,35.9,51.1,83.2
540000,西藏自治区,2008,398.2,243,32.0,48.6,74.5
540000,西藏自治区,2007,344.1,215.9,27.8,42.0,58.5
540000,西藏自治区,2006,285.9,179.9,22.6,36.2,47.2
540000,西藏自治区,2005,243.1,154.3,18.9,30.6,39.2
540000,西藏自治区,2004,217.9,140,17.2,26.5,34.3
540000,西藏自治区,2003,186,118.7,14.8,20.8,31.7
540000,西藏自治区,2002,162,105.5,11.0,18.4,27.1
540000,西藏自治区,2001,139.2,91.9,9.6,15.0,22.6
540000,西藏自治区,2000,117.8,79.5,7.7,12.0,18.6
610000,陕西省,2019,,,,,
610000,陕西省,2018,,,,,
610000,陕西省,2017,21473.5,9454.3,3200.2,3457.9,5361.1
610000,陕西省,2016,19045.8,8711,2952.1,3114.7,4268.0
610000,陕西省,2015,17898.8,7921.7,3159.5,2938.5,3879.1
610000,陕西省,2014,17402.5,7440.9,3135.0,2464.4,4362.2
610000,陕西省,2013,15905.4,6844.5,2621.4,2025.9,4413.6
610000,陕西省,2012,14142.4,5647.8,2325.4,1741.6,4427.6
610000,陕西省,2011,12175.1,4947.8,2047.9,1448.5,3730.9
610000,陕西省,2010,9845.2,4038.3,1528.2,1116.3,3162.4
610000,陕西省,2009,7997.8,3690.8,1268.6,907.0,2131.4
610000,陕西省,2008,7177.8,3316.6,994.6,810.6,2056.0
610000,陕西省,2007,5681.8,2193.2,802.1,935.8,1750.7
610000,陕西省,2006,4595.6,1874.2,647.8,740.0,1333.6
610000,陕西省,2005,3817.2,1607.2,576.7,633.4,999.9
610000,陕西省,2004,3141.6,1310.6,428.5,500.4,902.1
610000,陕西省,2003,2587.7,1202.7,396.2,418.8,570.0
610000,陕西省,2002,2253.4,1132,342.2,376.1,403.1
610000,陕西省,2001,2010.6,1081.5,281.8,355.3,292.0
610000,陕西省,2000,1804,994.9,254.9,284.5,269.7
620000,甘肃省,2019,,,,,
620000,甘肃省,2018,,,,,
620000,甘肃省,2017,7336.7,3759.8,916.9,1186.6,1473.5
620000,甘肃省,2016,6907.9,3548,845.0,1197.8,1317.1
620000,甘肃省,2015,6556.6,3311.5,798.3,1078.7,1368.0
620000,甘肃省,2014,6518.4,3188.6,891.4,1131.7,1306.6
620000,甘肃省,2013,6014.5,2969.3,837.4,1035.5,1172.4
620000,甘肃省,2012,5393.1,2638.4,809.5,897.4,1047.8
620000,甘肃省,2011,4816.9,2316.5,783.5,840.5,876.5
620000,甘肃省,2010,3943.7,2012.6,605.0,600.9,725.2
620000,甘肃省,2009,3268.3,1739.8,411.1,529.2,588.1
620000,甘肃省,2008,3071.7,1651.8,435.8,480.6,503.4
620000,甘肃省,2007,2675.1,1357.1,377.7,423.1,517.3
620000,甘肃省,2006,2203,1176.5,302.9,361.3,362.3
620000,甘肃省,2005,1864.6,984.3,241.2,286.9,352.2
620000,甘肃省,2004,1653.6,889.8,216.9,250.7,296.3
620000,甘肃省,2003,1399.9,711.3,210.5,239.5,238.6
620000,甘肃省,2002,1232,633.1,198.4,202.2,198.4
620000,甘肃省,2001,1125.4,598.3,178.3,165.1,183.6
620000,甘肃省,2000,1052.9,571.4,155.5,146.9,179.0
630000,青海省,2019,,,,,
630000,青海省,2018,,,,,
630000,青海省,2017,2465.1,1251.9,299.8,573.7,339.7
630000,青海省,2016,2258.2,1159.7,215.2,581.5,301.8
630000,青海省,2015,2011,1017,207.2,469.1,317.8
630000,青海省,2014,1847.7,995.5,191.7,420.3,240.2
630000,青海省,2013,1713.3,904.3,180.1,331.4,297.5
630000,青海省,2012,1528.5,783.7,182.6,281.2,280.9
630000,青海省,2011,1370.4,733.5,189.2,236.1,211.7
630000,青海省,2010,1144.2,619.5,139.5,187.5,197.7
630000,青海省,2009,939.7,550.6,113.0,168.8,107.4
630000,青海省,2008,896.9,528.8,93.6,136.3,138.1
630000,青海省,2007,720.1,406.3,75.6,111.8,126.4
630000,青海省,2006,585.2,311.5,61.3,95.3,117.0
630000,青海省,2005,499.4,262.5,51.0,92.9,93.1
630000,青海省,2004,443.7,236,44.5,73.9,89.3
630000,青海省,2003,385,210.7,39.0,63.2,72.1
630000,青海省,2002,340.7,172.3,40.6,59.6,68.2
630000,青海省,2001,300.1,156.8,34.2,54.7,54.4
630000,青海省,2000,263.7,139.4,30.7,58.5,35.1
640000,宁夏回族自治区,2019,,,,,
640000,宁夏回族自治区,2018,,,,,
640000,宁夏回族自治区,2017,3200.3,1728.3,287.7,448.3,736.0
640000,宁夏回族自治区,2016,2781.4,1516.7,252.4,384.1,628.2
640000,宁夏回族自治区,2015,2579.4,1407.2,246.1,352.2,573.9
640000,宁夏回族自治区,2014,2473.9,1309,264.0,346.8,554.1
640000,宁夏回族自治区,2013,2327.7,1223.3,256.4,312.3,535.8
640000,宁夏回族自治区,2012,2131,1096.9,238.7,301.2,494.2
640000,宁夏回族自治区,2011,1931.8,984.9,216.8,269.3,460.9
640000,宁夏回族自治区,2010,1571.7,810.7,173.9,214.4,372.7
640000,宁夏回族自治区,2009,1266.7,655.4,141.7,177.1,292.5
640000,宁夏回族自治区,2008,1139.2,572,138.2,160.4,268.6
640000,宁夏回族自治区,2007,877.6,437.3,109.9,126.3,204.0
640000,宁夏回族自治区,2006,683.3,342.4,84.8,100.1,156.0
640000,宁夏回族自治区,2005,579.9,293.4,71.7,86.6,128.3
640000,宁夏回族自治区,2004,519.9,264.4,65.9,77.6,112.0
640000,宁夏回族自治区,2003,442.6,225.5,56.8,68.4,91.8
640000,宁夏回族自治区,2002,377.2,195.8,47.8,57.3,76.3
640000,宁夏回族自治区,2001,337.4,175.4,43.0,50.7,68.3
640000,宁夏回族自治区,2000,295,154.2,38.0,42.3,60.5
650000,新疆维吾尔自治区,2019,,,,,
650000,新疆维吾尔自治区,2018,,,,,
650000,新疆维吾尔自治区,2017,11159.9,6340.9,1142.8,1758.9,1917.2
650000,新疆维吾尔自治区,2016,9630.8,5605,975.5,1652.9,1397.4
650000,新疆维吾尔自治区,2015,9306.9,5346.3,1111.9,1606.8,1241.9
650000,新疆维吾尔自治区,2014,9264.5,4931.2,1230.6,1462.3,1640.5
650000,新疆维吾尔自治区,2013,8392.6,4357.5,1076.6,1304.2,1654.3
650000,新疆维吾尔自治区,2012,7411.8,3694.3,1044.4,1144.2,1528.8
650000,新疆维吾尔自治区,2011,6532,3097.1,1005.9,915.9,1513.1
650000,新疆维吾尔自治区,2010,5360.2,2642.5,719.2,688.4,1310.1
650000,新疆维吾尔自治区,2009,4237,2172.3,603.3,612.9,848.5
650000,新疆维吾尔自治区,2008,4142.5,1938.2,574.8,513.2,1116.3
650000,新疆维吾尔自治区,2007,3500,1584.3,419.7,488.7,1007.3
650000,新疆维吾尔自治区,2006,2957.3,1331.5,347.3,400.9,877.7
650000,新疆维吾尔自治区,2005,2520.5,1230.8,282.9,351.7,655.1
650000,新疆维吾尔自治区,2004,2170.4,1121.3,245.5,316.1,487.6
650000,新疆维吾尔自治区,2003,1889.2,1037.4,216.0,320.1,315.7
650000,新疆维吾尔自治区,2002,1612.6,848,230.8,315.7,218.1
650000,新疆维吾尔自治区,2001,1491.6,810.3,178.5,289.9,213.0
650000,新疆维吾尔自治区,2000,1363.6,730.8,165.2,233.9,233.7
