省份编码,省份,年份,年末参加生育保险人数(万人),享受生育保险待遇人数(万人),生育保险基金收入(万元),生育保险基金支出(万元),生育保险累计结余(万元)
520000,贵州省,2010,164.3,2.3,13000.0,5000.0,29000.0
520000,贵州省,2009,152.4943,1.9343,10924.0,3824.0,21205.0
520000,贵州省,2008,135.946,1.8141,9512.0,2709.0,14104.0
520000,贵州省,2007,89.085,1.224,5321.0,1705.0,7299.0
520000,贵州省,2006,72.1091,0.7269,3859.0,856.0,3683.0
520000,贵州省,2005,,,,,
520000,贵州省,2004,,,,,
520000,贵州省,2003,,,,,
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,356.0045,18.3046,,,
530000,云南省,2018,339.5159,17.2822,139851.905411,145719.744411,38209.932874
530000,云南省,2017,307.9167,22.2199,125988.0,174762.0,44078.0
530000,云南省,2016,295.9058,16.2055,86090.0,122839.0,92850.0
530000,云南省,2015,289.8317,12.0194,91881.0,87188.0,129600.0
530000,云南省,2014,279.2622,13.1594,86769.0,84869.0,124906.0
530000,云南省,2013,270.8736,11.1785,74415.0,71017.0,123007.0
530000,云南省,2012,239.2214,4.643,61875.0,46004.0,119609.0
530000,云南省,2011,216.4918,3.5429,42089.0,19267.0,103738.0
530000,云南省,2010,210.2,4.0,30000.0,17000.0,81000.0
530000,云南省,2009,181.1353,2.8264,25922.0,14321.0,67806.0
530000,云南省,2008,168.381,2.6172,24639.0,12707.0,56206.0
530000,云南省,2007,165.1424,2.1575,19603.0,8696.0,44274.0
530000,云南省,2006,159.5051,2.6076,18386.0,8345.0,40965.0
530000,云南省,2005,,,,,
530000,云南省,2004,,,,,
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,34.3335,3.6076,,,
540000,西藏自治区,2018,32.4188,2.0309,21721.068393,17691.760224,30489.293779
540000,西藏自治区,2017,29.1213,1.4342,18512.0,12309.0,26460.0
540000,西藏自治区,2016,24.8746,0.9129,17161.0,9886.0,20257.0
540000,西藏自治区,2015,23.7938,0.6538,8326.0,7430.0,12983.0
540000,西藏自治区,2014,22.8213,0.5435,7807.0,5532.0,12087.0
540000,西藏自治区,2013,20.6875,0.4699,5548.0,4383.0,9812.0
540000,西藏自治区,2012,18.1658,0.3565,4318.0,3165.0,8648.0
540000,西藏自治区,2011,16.0604,0.3135,3939.0,2056.0,7495.0
540000,西藏自治区,2010,14.8,0.3,3000.0,2000.0,6000.0
540000,西藏自治区,2009,14.18,0.2481,3050.0,1190.0,3854.0
540000,西藏自治区,2008,12.3747,0.125,1867.0,712.0,1995.0
540000,西藏自治区,2007,9.3937,,862.0,,842.0
540000,西藏自治区,2006,,,,,
540000,西藏自治区,2005,,,,,
540000,西藏自治区,2004,,,,,
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,454.527,16.826,,,
610000,陕西省,2018,401.8606,14.3285,102599.729687,104241.764062,128819.749362
610000,陕西省,2017,328.6503,12.586,60790.0,80539.0,130462.0
610000,陕西省,2016,283.4491,9.1469,43631.0,46024.0,150106.0
610000,陕西省,2015,265.2874,6.4373,51489.0,36992.0,152499.0
610000,陕西省,2014,250.7883,5.2615,62305.0,33363.0,138002.0
610000,陕西省,2013,240.2533,4.2674,53099.0,25513.0,109061.0
610000,陕西省,2012,223.664,3.1418,42074.0,19090.0,81475.0
610000,陕西省,2011,211.5513,2.7728,29942.0,14577.0,58490.0
610000,陕西省,2010,180.1,2.4,24000.0,9000.0,43000.0
610000,陕西省,2009,164.3812,2.1224,17410.0,6644.0,28308.0
610000,陕西省,2008,147.6007,1.6095,12009.0,5169.0,17544.0
610000,陕西省,2007,120.8566,0.9029,8284.0,2266.0,10704.0
610000,陕西省,2006,86.349,0.4994,2890.0,1044.0,4271.0
610000,陕西省,2005,,,,,
610000,陕西省,2004,,,,,
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,221.8104,14.2349,,,
620000,甘肃省,2018,202.9109,13.4663,89012.532699,68663.745305,83995.591249
620000,甘肃省,2017,175.3056,7.66,47715.0,71107.0,63646.0
620000,甘肃省,2016,162.7478,6.7921,40096.0,36139.0,87038.0
620000,甘肃省,2015,154.1,3.535,43040.0,26605.0,83080.0
620000,甘肃省,2014,143.7036,3.9269,40031.0,25101.0,66644.0
620000,甘肃省,2013,135.065,3.2227,34712.0,24352.0,53001.0
620000,甘肃省,2012,129.5177,2.5068,23207.0,11820.0,41108.0
620000,甘肃省,2011,110.1251,1.6541,17942.0,6815.0,29834.0
620000,甘肃省,2010,82.0,1.0,10000.0,5000.0,19000.0
620000,甘肃省,2009,71.2403,0.7487,7238.0,4027.0,13782.0
620000,甘肃省,2008,59.146,0.5522,5431.0,2754.0,10573.0
620000,甘肃省,2007,53.3093,0.6568,3751.0,1945.0,7896.0
620000,甘肃省,2006,46.9557,0.411,3496.0,1510.0,6084.0
620000,甘肃省,2005,,,,,
620000,甘肃省,2004,,,,,
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,61.8238,4.5728,,,
630000,青海省,2018,58.1434,4.0061,24932.300963,27424.856973,30746.234039
630000,青海省,2017,50.0368,3.8428,20311.0,26615.0,33239.0
630000,青海省,2016,49.652,3.6696,16011.0,19948.0,39542.0
630000,青海省,2015,47.9675,4.9759,23213.0,10008.0,43479.0
630000,青海省,2014,45.816,3.4422,19493.0,11182.0,30275.0
630000,青海省,2013,42.822,1.7001,16294.0,7003.0,21965.0
630000,青海省,2012,33.7637,0.3293,9892.0,3289.0,12674.0
630000,青海省,2011,6.6759,0.1541,2228.0,799.0,5970.0
630000,青海省,2010,6.4,0.1,2000.0,1000.0,5000.0
630000,青海省,2009,6.3455,0.1482,1205.0,525.0,3339.0
630000,青海省,2008,6.2778,0.1449,1140.0,452.0,2659.0
630000,青海省,2007,6.1836,0.1619,947.0,,1971.0
630000,青海省,2006,7.1813,0.1568,836.0,422.0,1474.0
630000,青海省,2005,,,,,
630000,青海省,2004,,,680.0,429.0,
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,94.6884,7.0857,,,
640000,宁夏回族自治区,2018,88.073,5.703,52443.332109,48872.446513,22946.460711
640000,宁夏回族自治区,2017,81.7256,6.2478,43793.0,48471.0,19376.0
640000,宁夏回族自治区,2016,76.5418,4.4124,23951.0,28445.0,24053.0
640000,宁夏回族自治区,2015,73.6651,2.5716,22530.0,17129.0,28547.0
640000,宁夏回族自治区,2014,71.3403,4.8944,21332.0,19361.0,23147.0
640000,宁夏回族自治区,2013,68.4352,3.7247,19021.0,14388.0,21175.0
640000,宁夏回族自治区,2012,66.4203,1.8934,15300.0,10640.0,16543.0
640000,宁夏回族自治区,2011,59.3317,1.0275,12238.0,7011.0,11883.0
640000,宁夏回族自治区,2010,39.8,0.6,6000.0,3000.0,7000.0
640000,宁夏回族自治区,2009,30.698,0.455,3512.0,2031.0,3736.0
640000,宁夏回族自治区,2008,25.1403,0.3872,2195.0,1625.0,2255.0
640000,宁夏回族自治区,2007,19.2302,0.3507,1477.0,1209.0,1685.0
640000,宁夏回族自治区,2006,18.0954,0.4004,1285.0,660.0,1417.0
640000,宁夏回族自治区,2005,,,,,
640000,宁夏回族自治区,2004,,,,,
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,383.6163,15.8651,,,
650000,新疆维吾尔自治区,2018,357.5134,14.3855,136650.207801,144536.835029,207417.68703
650000,新疆维吾尔自治区,2017,328.3779,14.5512,110360.0,117742.0,215304.0
650000,新疆维吾尔自治区,2016,315.0,12.9613,96553.0,90330.0,222685.0
650000,新疆维吾尔自治区,2015,307.9448,12.3525,100186.0,81552.0,216460.0
650000,新疆维吾尔自治区,2014,302.9675,12.6772,94448.0,78591.0,189909.0
650000,新疆维吾尔自治区,2013,296.1373,11.0716,81007.0,55186.0,174049.0
650000,新疆维吾尔自治区,2012,281.6219,10.2977,96071.0,70394.0,148231.0
650000,新疆维吾尔自治区,2011,268.14,7.0131,55830.0,32068.0,122553.0
650000,新疆维吾尔自治区,2010,249.4,8.4,46000.0,28000.0,99000.0
650000,新疆维吾尔自治区,2009,236.8005,6.5957,40666.0,22198.0,80750.0
650000,新疆维吾尔自治区,2008,225.4151,6.4283,36153.0,19988.0,62280.0
650000,新疆维吾尔自治区,2007,211.6,5.6,29265.0,15381.0,46112.0
650000,新疆维吾尔自治区,2006,195.6192,7.5006,23871.0,12729.0,31147.0
650000,新疆维吾尔自治区,2005,,,,,
650000,新疆维吾尔自治区,2004,,,,,
650000,新疆维吾尔自治区,2003,,,,,
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
