省份编码,省份,年份,城乡居民社会养老保险参保人数(万人),城乡居民社会养老保险实际领取待遇人数(万人),城乡居民社会养老保险基金收入(亿元),城乡居民社会养老保险基金支出(亿元),城乡居民社会养老保险累计结余(亿元)
630000,青海省,2017,239.1108,45.3044,17.0296,10.7309,33.1154
630000,青海省,2016,235.2114,44.6708,13.6895,8.5191,26.8166
630000,青海省,2015,233.4751,43.2534,12.8232,7.6329,21.6463
630000,青海省,2014,224.6175,40.5619,10.3901,5.919,16.4559
630000,青海省,2013,216.0523,40.3025,7.684,4.5539,11.9849
630000,青海省,2012,206.0946,38.0793,7.7819,4.5492,8.8547
630000,青海省,2011,,,,,
630000,青海省,2010,,,,,
630000,青海省,2009,,,,,
630000,青海省,2008,,,,,
630000,青海省,2007,,,,,
630000,青海省,2006,,,,,
630000,青海省,2005,,,,,
630000,青海省,2004,,,,,
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,194.6599,40.9413,15.3419,10.5997,37.1256
640000,宁夏回族自治区,2018,181.3667,40.8695,15.3239,10.2474,32.3834
640000,宁夏回族自治区,2017,185.4818,39.5908,12.2211,8.3087,27.3069
640000,宁夏回族自治区,2016,186.2203,38.416,11.2881,7.1819,23.3946
640000,宁夏回族自治区,2015,183.0882,37.5444,10.0072,6.8673,19.2885
640000,宁夏回族自治区,2014,182.1346,36.2591,8.4587,4.7841,16.1484
640000,宁夏回族自治区,2013,179.5111,36.2864,8.0177,4.2316,12.4739
640000,宁夏回族自治区,2012,180.275,35.6743,5.7639143,3.174372,8.530635
640000,宁夏回族自治区,2011,,,,,
640000,宁夏回族自治区,2010,,,,,
640000,宁夏回族自治区,2009,,,,,
640000,宁夏回族自治区,2008,,,,,
640000,宁夏回族自治区,2007,,,,,
640000,宁夏回族自治区,2006,,,,,
640000,宁夏回族自治区,2005,,,,,
640000,宁夏回族自治区,2004,,,,,
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,734.1331,112.6544,41.8256,23.2795,106.9421
650000,新疆维吾尔自治区,2018,731.1373,109.3188,35.5033,21.3657,88.396
650000,新疆维吾尔自治区,2017,607.4255,104.6565,29.1902,17.2991,74.2584
650000,新疆维吾尔自治区,2016,554.9425,105.6332,27.2703,17.0723,62.3674
650000,新疆维吾尔自治区,2015,546.1261,103.8924,26.6772,17.1006,52.1695
650000,新疆维吾尔自治区,2014,545.2,102.4,18.2741,9.5376,42.5929
650000,新疆维吾尔自治区,2013,543.5539,99.5414,18.0334,8.9853,33.8566
650000,新疆维吾尔自治区,2012,540.6244,94.4028,19.8047051,11.444955100000001,24.914044
650000,新疆维吾尔自治区,2011,,,,,
650000,新疆维吾尔自治区,2010,,,,,
650000,新疆维吾尔自治区,2009,,,,,
650000,新疆维吾尔自治区,2008,,,,,
650000,新疆维吾尔自治区,2007,,,,,
650000,新疆维吾尔自治区,2006,,,,,
650000,新疆维吾尔自治区,2005,,,,,
650000,新疆维吾尔自治区,2004,,,,,
650000,新疆维吾尔自治区,2003,,,,,
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
