省份编码,省份,年份,500万元以下固定资产投资(不含农户)(亿元),500万元-1亿元固定资产投资(不含农户)(亿元),1-5亿元固定资产投资(不含农户)(亿元),5-10亿元固定资产投资(不含农户)(亿元),10亿元以上固定资产投资(不含农户)(亿元)
510000,四川省,2007,99.2316,1747.8126,776.0303,335.3432,758.1638
510000,四川省,2006,90.6587,1339.8278,679.6189,250.5554,652.214
510000,四川省,2005,93.0335,973.5595,558.1702,212.7982,452.7651
510000,四川省,2004,71.7389,740.9186,459.1035,179.5431,360.1217
510000,四川省,2003,59.2645,,514.0934,145.9895,301.3163
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,,,,,
520000,贵州省,2018,,,,,
520000,贵州省,2017,,3402.1337,4336.7348,1829.3438,3518.8005
520000,贵州省,2016,,1797.0303,3906.54,1886.0207,3190.6176
520000,贵州省,2015,,446.8337,3272.8952,1629.5474,3122.3347
520000,贵州省,2014,,287.1,1776.4964,1424.8835,3102.2532
520000,贵州省,2013,,220.4,1331.8,1102.4586,2505.6167
520000,贵州省,2012,,,1372.6107,840.9335,1823.8072
520000,贵州省,2011,,898.5142,651.7017,384.2254,1218.5499
520000,贵州省,2010,,574.2,367.2,180.2,931.1
520000,贵州省,2009,94.6915,621.7659,234.9024,140.8772,586.3375
520000,贵州省,2008,89.6695,392.5133,232.4495,82.3834,501.0715
520000,贵州省,2007,89.8899,306.5731,189.8464,69.816,383.3374
520000,贵州省,2006,61.7268,263.2966,161.1633,52.4664,327.346
520000,贵州省,2005,62.946,222.4759,118.6879,52.8257,288.2768
520000,贵州省,2004,51.7091,194.9703,107.9584,48.9208,242.2412
520000,贵州省,2003,43.4003,,138.1136,42.4856,185.6736
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,,,,,
530000,云南省,2018,,,,,
530000,云南省,2017,,7810.8529,2504.3642,1277.6644,4095.7575
530000,云南省,2016,,6544.8027,2051.9924,1061.5997,3315.7566
530000,云南省,2015,,4691.6215,1889.9107,1111.2215,2707.6284
530000,云南省,2014,,3214.5977,1908.8441,877.7646,2225.9518
530000,云南省,2013,,2885.7569,1444.0735,747.1484,2056.5257
530000,云南省,2012,,2700.6748,881.3908,444.8159,1744.4959
530000,云南省,2011,,1836.2025,633.3477,363.987,1819.0864
530000,云南省,2010,66.2,1329.7,596.6,408.3,1751.4
530000,云南省,2009,75.2372,1168.7284,564.692,243.0146,1328.3841
530000,云南省,2008,116.7758,891.6471,445.1464,218.7579,876.315
530000,云南省,2007,68.9721,570.9841,402.8364,162.428,815.7112
530000,云南省,2006,56.9201,405.6209,309.0232,108.6014,789.5308
530000,云南省,2005,57.1121,360.6167,255.7972,87.4919,584.3562
530000,云南省,2004,54.7505,301.6569,190.1569,72.1674,319.768
530000,云南省,2003,48.9132,,209.7362,64.8065,211.1343
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,,,,,
540000,西藏自治区,2018,,,,,
540000,西藏自治区,2017,,709.4797,456.8106,222.184,546.7616
540000,西藏自治区,2016,,579.1683,352.7749,145.9318,469.6377
540000,西藏自治区,2015,,413.9602,347.0178,311.103,173.5812
540000,西藏自治区,2014,,365.258,269.5067,266.5722,114.9859
540000,西藏自治区,2013,,335.6408,237.9796,196.7378,95.9664
540000,西藏自治区,2012,,305.0616,124.4133,76.2365,157.9335
540000,西藏自治区,2011,,263.9245,68.1538,53.9667,125.1307
540000,西藏自治区,2010,22.8,164.0,74.4,51.5,83.4
540000,西藏自治区,2009,29.619,160.1243,50.8516,17.3244,53.9677
540000,西藏自治区,2008,24.3679,99.547,66.1629,18.6845,48.7535
540000,西藏自治区,2007,24.0889,101.3142,56.6527,12.1363,24.9583
540000,西藏自治区,2006,23.0034,97.2978,36.014,19.0403,16.3932
540000,西藏自治区,2005,25.4645,83.0778,43.817,14.2911,8.7179
540000,西藏自治区,2004,23.4877,70.1809,27.7165,21.2527,11.5089
540000,西藏自治区,2003,25.1367,,20.8884,11.0402,16.3166
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,,,,,
610000,陕西省,2018,,,,,
610000,陕西省,2017,,7878.4552,5475.6683,2639.8142,4372.2975
610000,陕西省,2016,,6777.6052,4703.1413,2696.3069,3561.0441
610000,陕西省,2015,,7193.3965,2977.7635,2227.1953,3338.3888
610000,陕西省,2014,,5577.1134,3040.0411,2399.1696,3397.4584
610000,陕西省,2013,,4484.9769,2630.6744,1844.9372,3332.7551
610000,陕西省,2012,,3442.1921,2300.8512,1328.1344,2798.7217
610000,陕西省,2011,,2472.2947,1644.6635,863.2819,2717.8403
610000,陕西省,2010,42.1,1904.7,1324.9,625.5,2513.2
610000,陕西省,2009,50.1669,2103.6901,835.3044,455.8351,1501.7429
610000,陕西省,2008,41.5084,1487.6628,721.3431,287.2201,986.4605
610000,陕西省,2007,40.0519,1003.2192,642.6709,258.3252,689.2275
610000,陕西省,2006,39.7497,690.638,471.6798,150.1335,538.6455
610000,陕西省,2005,44.1325,484.934,347.9813,166.4157,398.443
610000,陕西省,2004,42.9197,412.7018,257.9982,122.0064,289.7673
610000,陕西省,2003,42.6079,,268.897,116.6619,249.7249
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,,,,,
620000,甘肃省,2018,,,,,
620000,甘肃省,2017,,2237.1808,1039.9979,469.7131,1004.9407
620000,甘肃省,2016,,5191.9592,1699.5146,589.1006,1203.4935
620000,甘肃省,2015,,4813.1213,1606.4847,379.4101,1059.5181
620000,甘肃省,2014,,3003.3292,2390.9061,438.8807,1205.0439
620000,甘肃省,2013,,2064.1857,2318.7,415.0822,884.5813
620000,甘肃省,2012,,1823.2187,1546.5649,476.6258,632.6068
620000,甘肃省,2011,,1770.2573,673.6897,365.638,693.5278
620000,甘肃省,2010,46.5,1050.5,505.8,269.1,670.2
620000,甘肃省,2009,52.2576,820.4934,342.8122,120.2464,536.4108
620000,甘肃省,2008,47.477,583.6529,298.4788,115.303,280.032
620000,甘肃省,2007,49.9592,464.3086,234.3061,92.6586,202.1608
620000,甘肃省,2006,48.7763,329.8367,175.8808,50.9604,220.7469
620000,甘肃省,2005,50.7158,273.5268,136.4348,34.7475,204.0176
620000,甘肃省,2004,47.755,217.4915,122.8851,37.9927,159.8435
620000,甘肃省,2003,44.2977,,114.094,47.2229,117.9442
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,,,,,
630000,青海省,2018,,,,,
630000,青海省,2017,,946.0933,665.779,349.1176,1450.2853
630000,青海省,2016,,872.8286,696.8436,318.3794,1170.5404
630000,青海省,2015,,856.2641,570.7094,382.893,998.3042
630000,青海省,2014,,666.5671,485.0233,258.6987,1070.3523
630000,青海省,2013,,580.6712,463.3207,169.5773,824.1183
630000,青海省,2012,,469.5824,382.8283,118.2939,648.2819
630000,青海省,2011,,391.1186,281.2112,125.1853,423.7042
630000,青海省,2010,13.4,213.5,102.7,75.2,327.0
630000,青海省,2009,18.6295,170.9477,107.6206,60.5488,258.4928
630000,青海省,2008,18.8912,133.3884,85.4614,36.632,188.4871
630000,青海省,2007,18.2075,118.4313,76.7466,47.2181,148.8815
630000,青海省,2006,22.9984,104.7648,58.5005,33.3719,133.7992
630000,青海省,2005,19.6681,82.3836,54.5746,36.6278,88.4706
630000,青海省,2004,21.816,68.5054,46.3201,43.0305,65.4137
630000,青海省,2003,22.1262,,44.9927,42.5929,44.2523
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,,,,,
640000,宁夏回族自治区,2018,,,,,
640000,宁夏回族自治区,2017,,771.5802,646.1887,386.576,1182.9337
640000,宁夏回族自治区,2016,,697.1948,663.3776,384.6997,1235.608
640000,宁夏回族自治区,2015,,656.7154,700.7727,395.7642,1039.5326
640000,宁夏回族自治区,2014,,580.6911,764.6478,332.7615,761.0192
640000,宁夏回族自治区,2013,,523.5065,612.9169,200.9032,681.4934
640000,宁夏回族自治区,2012,,392.626,495.6102,202.5732,513.0722
640000,宁夏回族自治区,2011,,316.6973,408.8456,169.0116,358.3576
640000,宁夏回族自治区,2010,9.1,220.0,234.7,133.8,440.9
640000,宁夏回族自治区,2009,11.2203,195.8419,184.0599,84.5849,325.7119
640000,宁夏回族自治区,2008,8.225,167.7997,135.9776,50.5013,255.6205
640000,宁夏回族自治区,2007,9.9314,133.37,98.6281,50.7447,141.9076
640000,宁夏回族自治区,2006,14.0761,130.1486,74.7176,24.3811,118.4659
640000,宁夏回族自治区,2005,12.9197,95.7247,68.8434,22.541,107.1843
640000,宁夏回族自治区,2004,10.92,108.4308,53.7076,22.4629,52.9314
640000,宁夏回族自治区,2003,15.9045,,64.0187,14.2911,38.788
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,,,,,
650000,新疆维吾尔自治区,2018,,,,,
650000,新疆维吾尔自治区,2017,,3896.4718,2887.0573,1176.7471,2797.5078
650000,新疆维吾尔自治区,2016,,3559.0834,1912.2671,924.0772,2665.0318
650000,新疆维吾尔自治区,2015,,3021.5763,1836.4937,1840.7009,2827.7746
650000,新疆维吾尔自治区,2014,,2164.7869,1684.5185,1200.1627,3003.5123
650000,新疆维吾尔自治区,2013,,1685.8454,1647.4979,718.1231,2494.0838
650000,新疆维吾尔自治区,2012,,1755.8597,998.0664,494.6029,2003.3528
650000,新疆维吾尔自治区,2011,,1292.9463,702.3963,326.7732,1606.481
650000,新疆维吾尔自治区,2010,55.8,920.4,401.5,222.9,1116.8
650000,新疆维吾尔自治区,2009,61.6992,768.3382,311.145,181.5267,875.557
650000,新疆维吾尔自治区,2008,49.6191,604.747,245.7011,167.4457,729.4997
650000,新疆维吾尔自治区,2007,65.2004,459.2195,216.7401,129.4599,620.2535
650000,新疆维吾尔自治区,2006,64.9717,404.7392,212.4401,71.704,543.2774
650000,新疆维吾尔自治区,2005,65.7674,337.8742,178.0112,61.5958,465.0949
650000,新疆维吾尔自治区,2004,66.4888,328.1486,192.1997,50.9744,294.1439
650000,新疆维吾尔自治区,2003,59.5056,,215.4357,68.7777,223.8708
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
