省份编码,省份,年份,固定资产投资(不含农户)(亿元),固定资产投资(不含农户)新增固定资产(亿元),固定资产投资(不含农户)交付使用率(%)
640000,宁夏回族自治区,2016,3709.0448,2009.4756,54.18
640000,宁夏回族自治区,2015,3426.4227,2579.6909,75.29
640000,宁夏回族自治区,2014,3093.9191,2173.069,70.24
640000,宁夏回族自治区,2013,2577.7882,1489.4504,57.78
640000,宁夏回族自治区,2012,2033.0345,1218.4457,59.93
640000,宁夏回族自治区,2011,1589.141,1358.4215,85.48
640000,宁夏回族自治区,2010,1292.802,570.9,44.2
640000,宁夏回族自治区,2009,964.1606,555.9842,57.67
640000,宁夏回族自治区,2008,735.7094,403.9036,54.9
640000,宁夏回族自治区,2007,527.6947,245.4487,46.51
640000,宁夏回族自治区,2006,438.733,272.902,62.202296157344
640000,宁夏回族自治区,2005,381.9897,229.43,60.06
640000,宁夏回族自治区,2004,316.83,182.68,57.6586813117445
640000,宁夏回族自治区,2003,263.1,180.8348,68.7
640000,宁夏回族自治区,2002,183.5,,
640000,宁夏回族自治区,2001,,,
640000,宁夏回族自治区,2000,,,
650000,新疆维吾尔自治区,2019,,,
650000,新疆维吾尔自治区,2018,,,
650000,新疆维吾尔自治区,2017,11795.6405,6530.8761,55.37
650000,新疆维吾尔自治区,2016,9983.862,6013.5752,60.23
650000,新疆维吾尔自治区,2015,10525.4206,7009.7799,66.6
650000,新疆维吾尔自治区,2014,9067.7912,5759.9118,63.52
650000,新疆维吾尔自治区,2013,7371.2357,4528.0449,61.43
650000,新疆维吾尔自治区,2012,5857.9757,3552.7259,60.65
650000,新疆维吾尔自治区,2011,4444.9863,2457.9876,55.3
650000,新疆维吾尔自治区,2010,3065.1329,1648.3,53.8
650000,新疆维吾尔自治区,2009,2434.1466,1880.6682,77.26
650000,新疆维吾尔自治区,2008,2025.6393,1162.9339,57.41
650000,新疆维吾尔自治区,2007,1659.1894,1130.3169,68.12
650000,新疆维吾尔自治区,2006,1418.011,1162.9049,82.0095824362434
650000,新疆维吾尔自治区,2005,1210.0053,823.804,68.08
650000,新疆维吾尔自治区,2004,1046.43,875.1,83.6271895874545
650000,新疆维吾尔自治区,2003,892.6,685.5765,76.8
650000,新疆维吾尔自治区,2002,734.5,,
650000,新疆维吾尔自治区,2001,,,
650000,新疆维吾尔自治区,2000,,,
