省份编码,省份,年份,全社会固定资产本年资金来源小计(亿元),全社会固定资产投资中国家预算内资金(亿元),全社会固定资产投资中国内贷款(亿元),全社会固定资产投资中利用外资(亿元),全社会固定资产投资中自筹资金(亿元),全社会固定资产投资中其他资金(亿元)
450000,广西壮族自治区,2019,,,,,,
450000,广西壮族自治区,2018,,,,,,
450000,广西壮族自治区,2017,20315.1931,1954.5436,2675.5787,17.5372,12484.2003,3183.3333
450000,广西壮族自治区,2016,18478.0602,1669.2984,2196.1933,20.5466,11967.8415,2624.1804
450000,广西壮族自治区,2015,17125.0025,1207.5156,2274.8285,36.4676,11530.6754,2075.5154
450000,广西壮族自治区,2014,14936.4448,929.4335,1887.399,14.0253,10161.0261,1944.5609
450000,广西壮族自治区,2013,12717.2507,704.6423,1598.6559,15.1993,8716.747,1682.0062
450000,广西壮族自治区,2012,10506.8276,432.0854,1308.1624,35.6618,7252.6133,1478.3047
450000,广西壮族自治区,2011,8233.2873,280.9635,1061.5134,66.9807,5703.8385,1119.9912
450000,广西壮族自治区,2010,7453.2,331.1,1050.3,68.6,4784.0,1219.2
450000,广西壮族自治区,2009,5637.4655,286.8744,852.0933,75.7783,3329.3064,1093.4131
450000,广西壮族自治区,2008,3816.0645,209.394,491.3011,80.5724,2329.3797,705.4173
450000,广西壮族自治区,2007,3069.3088,133.846,471.3623,82.3793,1722.338,659.3832
450000,广西壮族自治区,2006,2273.3696,144.5726,395.3764,49.3321,1213.4293,470.6592
450000,广西壮族自治区,2005,1743.3345,115.4525,307.1216,66.4218,919.2238,335.1148
450000,广西壮族自治区,2004,1310.17,75.37,293.35,36.01,689.44,215.99
450000,广西壮族自治区,2003,973.66,80.12,239.86,26.03,450.56,177.08
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,,,,,,
460000,海南省,2018,,,,,,
460000,海南省,2017,4915.113,359.8413,745.3398,3.4945,1828.9127,1977.5247
460000,海南省,2016,4354.1009,350.9738,694.2927,2.1897,2188.4176,1118.2271
460000,海南省,2015,3783.0677,209.7149,623.364,3.8019,2045.5697,900.6172
460000,海南省,2014,3551.0778,173.5529,744.7472,15.2848,1838.6833,778.8096
460000,海南省,2013,4743.7973,148.0264,829.3702,31.4631,2084.3639,1650.5737
460000,海南省,2012,2755.8086,104.3686,704.2976,29.9134,1353.3481,563.8809
460000,海南省,2011,2023.9812,112.4176,543.8379,34.0074,811.0805,522.6378
460000,海南省,2010,1747.7,114.3,479.9,23.2,571.4,558.9
460000,海南省,2009,1192.4238,111.1107,313.0063,36.1425,471.4239,260.7404
460000,海南省,2008,817.747,70.4122,203.6603,24.5142,355.1541,164.0062
460000,海南省,2007,608.3934,36.7361,117.0841,26.2781,333.3094,94.9857
460000,海南省,2006,445.3039,32.3156,96.5721,67.5965,171.908,76.9117
460000,海南省,2005,388.6601,28.2705,122.1653,25.1055,142.9407,70.1781
460000,海南省,2004,356.37,18.81,88.18,21.02,178.07,50.29
460000,海南省,2003,292.06,23.04,46.18,42.82,113.53,66.5
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,,,,,,
500000,重庆市,2018,,,,,,
500000,重庆市,2017,18326.1246,1011.8104,2563.2941,68.6673,10609.9911,4072.3617
500000,重庆市,2016,17018.4569,942.1024,2310.6642,57.8057,10313.9121,3393.9725
500000,重庆市,2015,16196.2623,1145.6528,2261.7717,139.1665,9492.3329,3157.3384
500000,重庆市,2014,14561.3655,773.6576,2562.1322,282.444,7980.7977,2962.334
500000,重庆市,2013,12667.8786,701.4515,2333.7442,94.1047,6588.4464,2950.1318
500000,重庆市,2012,10312.0126,411.5796,1790.1121,59.8934,5608.8854,2441.5421
500000,重庆市,2011,9079.7492,542.7284,1592.2929,108.6092,4618.4047,2217.714
500000,重庆市,2010,8304.7,606.8,1683.3,149.1,3833.1,2032.4
500000,重庆市,2009,5913.9402,381.2509,1171.4886,71.4087,2942.0676,1347.7244
500000,重庆市,2008,4197.121,188.0296,905.8962,70.908,2137.9015,894.3857
500000,重庆市,2007,3634.3489,196.61,799.2351,94.7489,1524.5013,1019.2536
500000,重庆市,2006,2593.9584,137.9023,679.3791,28.1482,1123.78,624.7488
500000,重庆市,2005,2081.5618,116.0348,492.5162,42.9178,943.1142,486.9788
500000,重庆市,2004,1637.54,92.11,387.04,47.46,723.99,386.93
500000,重庆市,2003,1238.59,105.05,294.06,14.95,528.3,296.23
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,,,,,,
510000,四川省,2018,,,,,,
510000,四川省,2017,32106.8069,2249.9531,2739.214,22.7145,20550.7045,6544.2208
510000,四川省,2016,28770.0162,2110.8,2499.2769,23.9168,18725.4317,5410.5908
510000,四川省,2015,26332.9851,1656.8063,2374.5364,53.3066,17568.9993,4679.3365
510000,四川省,2014,25231.5537,1357.6383,2407.4675,95.0681,16848.0191,4523.3607
510000,四川省,2013,22188.8472,1674.7074,2360.8913,96.652,14416.9451,3639.6514
510000,四川省,2012,18203.9506,1684.5136,2072.9529,41.321,11639.249,2765.9141
510000,四川省,2011,15219.8621,1013.5316,2067.6918,127.3486,9490.2486,2521.0415
510000,四川省,2010,14941.5,1398.4,2411.4,99.9,8470.5,2561.4
510000,四川省,2009,12297.112,1001.8543,1791.084,50.1958,6965.6941,2488.2838
510000,四川省,2008,7318.3171,216.6802,1203.8711,100.2596,4672.7362,1124.77
510000,四川省,2007,6071.8801,148.935,1031.9665,84.5667,3670.0129,1136.399
510000,四川省,2006,4778.4053,151.0351,784.6096,79.9911,2976.0953,786.6742
510000,四川省,2005,3671.1667,136.0994,532.6302,59.5931,2382.8732,559.9708
510000,四川省,2004,2880.11,92.83,529.51,43.36,1741.88,472.53
510000,四川省,2003,2433.51,82.62,484.54,35.84,1426.79,403.71
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,,,,,,
520000,贵州省,2018,,,,,,
520000,贵州省,2017,13455.0763,1085.2327,2324.6489,29.4599,7607.7556,2407.9792
520000,贵州省,2016,11415.8684,682.5647,2132.6798,43.9202,6778.3078,1778.3959
520000,贵州省,2015,10369.088,598.1506,1812.5074,15.7059,6263.38,1679.3441
520000,贵州省,2014,9665.0055,491.8481,1619.9715,34.3753,5963.7424,1555.0682
520000,贵州省,2013,7834.9062,401.0854,1256.257,4.5,4742.8548,1430.209
520000,贵州省,2012,5949.1098,466.4802,1168.5313,9.5761,3394.1371,910.3851
520000,贵州省,2011,4609.6746,379.6437,900.3483,14.9616,2607.3457,707.3753
520000,贵州省,2010,3644.1,292.1,897.3,11.4,1822.6,620.7
520000,贵州省,2009,2824.0225,265.906,701.2461,10.8897,1374.207,471.7737
520000,贵州省,2008,1988.1087,138.0635,479.2494,14.3303,1092.7815,263.684
520000,贵州省,2007,1599.2532,86.3486,391.6252,15.5617,874.9649,230.7528
520000,贵州省,2006,1286.0903,60.5787,336.6569,14.4369,696.0706,178.3472
520000,贵州省,2005,1037.8232,43.9114,304.2675,8.5333,558.7765,122.3345
520000,贵州省,2004,864.75,39.87,242.97,9.06,441.14,131.71
520000,贵州省,2003,766.68,46.93,202.64,8.5,408.43,100.18
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,,,,,,
530000,云南省,2018,,,,,,
530000,云南省,2017,13940.3798,1782.1802,2185.2543,8.6662,7025.7627,2938.5164
530000,云南省,2016,13074.6151,1772.8957,2306.6148,5.4954,6539.1325,2450.4767
530000,云南省,2015,11777.8788,1463.2328,1498.5968,20.1213,7042.3467,1753.5812
530000,云南省,2014,10269.2002,986.7861,1226.2715,25.9304,6538.8289,1491.3833
530000,云南省,2013,9499.5159,717.8851,1389.2904,24.211,5911.9992,1456.1302
530000,云南省,2012,8047.469,675.4247,1248.0167,17.769,4676.12,1430.1386
530000,云南省,2011,6560.5346,422.1914,1103.5165,11.7873,3876.3125,1146.7269
530000,云南省,2010,6375.6,526.8,1399.3,11.3,3327.6,1110.6
530000,云南省,2009,4944.0124,534.5239,1140.9135,15.1717,2401.87,851.5333
530000,云南省,2008,3596.3145,328.1596,749.5769,22.9986,1924.477,571.1024
530000,云南省,2007,2866.7818,203.9347,801.2201,16.0465,1374.2476,471.3329
530000,云南省,2006,2180.3038,163.9843,625.9045,18.3553,1009.425,362.6347
530000,云南省,2005,1774.6575,123.352,483.419,18.0115,851.6302,298.2448
530000,云南省,2004,1336.14,102.7,323.78,10.48,655.26,243.93
530000,云南省,2003,1014.03,81.5,287.53,13.41,469.61,161.98
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,,,,,,
540000,西藏自治区,2018,,,,,,
540000,西藏自治区,2017,1599.0238,1037.3242,80.6103,3.4609,370.9685,106.6599
540000,西藏自治区,2016,1675.1191,1153.7566,78.4792,,366.0198,76.8635
540000,西藏自治区,2015,1662.2924,1137.2965,10.7894,1.1,458.0563,55.0502
540000,西藏自治区,2014,1248.6764,814.0978,5.7611,1.4,367.6342,59.7833
540000,西藏自治区,2013,1016.7737,575.3892,16.1191,1.8519,360.1519,63.2616
540000,西藏自治区,2012,696.6512,388.4135,25.4778,6.5318,199.9125,76.3156
540000,西藏自治区,2011,607.747,377.3517,16.2388,4.7795,166.1227,43.2543
540000,西藏自治区,2010,518.0,321.5,9.9,1.4,158.7,26.4
540000,西藏自治区,2009,444.4396,255.0006,10.309,,135.9033,43.2267
540000,西藏自治区,2008,396.1502,232.5817,5.9463,,97.1192,60.503
540000,西藏自治区,2007,346.3382,203.8993,4.6131,0.2052,83.979,53.6416
540000,西藏自治区,2006,243.6815,108.2577,4.714,0.0,67.1147,63.5951
540000,西藏自治区,2005,188.8786,113.1269,5.4631,0.3241,34.5219,35.4426
540000,西藏自治区,2004,173.88,101.7,5.96,,39.0,27.23
540000,西藏自治区,2003,151.84,83.67,6.59,0.05,35.77,25.77
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,,,,,,
610000,陕西省,2018,,,,,,
610000,陕西省,2017,22293.9947,1614.5057,2201.5063,61.8459,16137.5394,2278.5974
610000,陕西省,2016,19557.0248,1632.4796,1876.5128,137.9254,14183.9257,1726.1813
610000,陕西省,2015,18194.7905,1238.3645,1226.2133,224.2198,13601.176,1904.8169
610000,陕西省,2014,17154.9369,1064.5914,1292.2985,110.26,12969.9349,1717.8521
610000,陕西省,2013,15414.2022,817.912,1037.1747,45.8341,11755.2422,1758.0392
610000,陕西省,2012,13222.288,966.7433,937.9906,34.2893,9830.4361,1452.8287
610000,陕西省,2011,10707.1656,776.1483,1098.263,32.6561,7290.0479,1510.0503
610000,陕西省,2010,9302.4,819.0,1075.8,29.5,6100.7,1277.4
610000,陕西省,2009,6993.0603,722.0993,965.7163,31.7336,4389.6915,883.8196
610000,陕西省,2008,4617.4067,425.0597,599.2082,29.811,3044.5547,518.7731
610000,陕西省,2007,3404.0639,299.6667,490.6478,29.3716,2153.6175,430.7603
610000,陕西省,2006,2541.1563,217.5883,502.3988,24.17,1463.9658,333.0334
610000,陕西省,2005,1841.1707,186.9458,329.1773,17.9773,1029.2494,277.8209
610000,陕西省,2004,1489.29,156.22,308.43,20.49,794.05,210.1
610000,陕西省,2003,1183.76,106.43,271.89,21.45,554.81,229.17
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,,,,,,
620000,甘肃省,2018,,,,,,
620000,甘肃省,2017,5245.5226,791.2501,770.4761,4.8046,2777.8162,901.1756
620000,甘肃省,2016,9057.3963,1226.2723,1047.5116,7.4533,5808.4054,967.7537
620000,甘肃省,2015,8597.568,1101.9148,997.4648,21.3869,5606.7989,870.0026
620000,甘肃省,2014,7599.4204,844.4859,954.4962,34.4823,4971.4971,794.4589
620000,甘肃省,2013,7392.9875,928.5048,901.6818,30.3241,4718.4942,813.9826
620000,甘肃省,2012,5365.7961,670.0504,733.6348,15.589,3412.629,533.8929
620000,甘肃省,2011,3873.7933,624.8893,516.0762,17.5413,2318.5726,396.7139
620000,甘肃省,2010,3240.6,555.7,510.1,18.8,1788.0,368.0
620000,甘肃省,2009,2373.022,378.6588,360.5227,17.0835,1294.8932,321.8638
620000,甘肃省,2008,1672.9457,193.4805,288.5918,13.2652,910.0278,267.5804
620000,甘肃省,2007,1332.8057,120.4066,260.5053,11.4123,751.5307,188.9508
620000,甘肃省,2006,1010.9093,97.8872,185.5764,15.2904,557.8153,154.34
620000,甘肃省,2005,871.1967,82.3671,170.874,14.1275,475.4919,128.3362
620000,甘肃省,2004,723.76,87.82,140.78,11.84,369.84,113.49
620000,甘肃省,2003,609.05,76.11,137.57,5.72,291.39,98.26
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,,,,,,
630000,青海省,2018,,,,,,
630000,青海省,2017,3410.1318,639.6772,903.5349,3.9583,1597.4138,265.5476
630000,青海省,2016,3462.6923,837.7909,738.9099,19.0134,1493.4979,373.4802
630000,青海省,2015,3145.0583,609.031,681.3611,2.6761,1578.1243,273.8658
630000,青海省,2014,2781.0465,530.4605,596.0127,4.2156,1353.8038,296.5539
630000,青海省,2013,2343.5513,377.33,537.346,9.1248,1231.0722,188.6783
630000,青海省,2012,1982.654,368.9527,426.1819,2.5368,972.0618,212.9208
630000,青海省,2011,1488.1236,298.651,226.9239,7.6062,780.8469,174.0956
630000,青海省,2010,1040.3,141.5,178.6,5.2,540.3,174.7
630000,青海省,2009,800.0521,130.1649,148.8703,8.4415,387.1015,125.4739
630000,青海省,2008,563.5856,81.9767,93.2917,8.7048,299.1518,80.4606
630000,青海省,2007,474.0088,61.9295,63.4232,7.4871,260.3603,80.8087
630000,青海省,2006,390.0839,59.1049,66.3437,2.0283,179.3632,83.2438
630000,青海省,2005,323.678,52.4311,49.0626,2.0286,164.4848,55.6709
630000,青海省,2004,283.66,28.49,32.3,2.98,163.72,56.18
630000,青海省,2003,231.35,41.41,28.25,3.08,110.72,47.89
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,,,,,,
640000,宁夏回族自治区,2018,,,,,,
640000,宁夏回族自治区,2017,2914.8024,254.7481,601.1722,4.5932,1514.4862,539.8027
640000,宁夏回族自治区,2016,2960.7112,244.3103,754.3151,4.123,1567.9454,390.0174
640000,宁夏回族自治区,2015,3077.8823,307.0342,712.81,0.2915,1700.7376,357.009
640000,宁夏回族自治区,2014,2961.7042,237.3388,733.9742,2.8522,1608.7126,378.8264
640000,宁夏回族自治区,2013,2639.6865,240.5411,555.7414,2.932,1476.3163,364.1557
640000,宁夏回族自治区,2012,1998.2811,176.9669,459.8865,5.0553,1074.3936,281.9788
640000,宁夏回族自治区,2011,1655.646,132.7129,353.4082,8.8561,885.8888,274.78
640000,宁夏回族自治区,2010,1446.0,89.0,410.9,4.1,702.0,240.0
640000,宁夏回族自治区,2009,1027.6466,74.9166,294.512,4.1303,486.5146,167.5731
640000,宁夏回族自治区,2008,793.3989,56.5702,220.3574,2.9892,415.997,97.4851
640000,宁夏回族自治区,2007,554.5023,44.4311,152.0101,10.2281,288.4828,59.3502
640000,宁夏回族自治区,2006,454.6359,45.6587,91.0473,8.9378,238.4096,70.5825
640000,宁夏回族自治区,2005,417.3118,42.117,83.8557,6.6007,223.2794,61.459
640000,宁夏回族自治区,2004,354.6,24.84,89.38,2.35,180.54,57.48
640000,宁夏回族自治区,2003,304.06,31.44,88.45,1.68,139.72,42.77
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,
650000,新疆维吾尔自治区,2017,10606.5938,1831.8568,1769.7048,21.6822,5455.7329,1527.6171
650000,新疆维吾尔自治区,2016,9692.555,1818.6116,825.0834,4.0369,5828.5063,1216.3168
650000,新疆维吾尔自治区,2015,10734.9386,1561.5189,1607.4459,4.1409,6517.2313,1044.6016
650000,新疆维吾尔自治区,2014,9482.0835,1360.9713,1314.4654,3.1328,5819.4449,984.0691
650000,新疆维吾尔自治区,2013,8218.8762,924.102,1033.113,3.71,5248.4548,1009.4964
650000,新疆维吾尔自治区,2012,6572.9027,816.4639,888.6716,9.0685,3974.4816,884.2171
650000,新疆维吾尔自治区,2011,5045.4671,585.2117,667.2029,13.6916,3021.276,758.0849
650000,新疆维吾尔自治区,2010,3667.4,578.8,532.7,12.0,1959.4,584.6
650000,新疆维吾尔自治区,2009,2939.3757,526.2258,484.6186,9.4,1479.0155,440.1158
650000,新疆维吾尔自治区,2008,2272.5814,338.8141,302.0001,9.0233,1319.7235,303.0204
650000,新疆维吾尔自治区,2007,1907.0184,225.8779,248.0411,11.0034,1129.3072,292.7888
650000,新疆维吾尔自治区,2006,1577.3966,211.9253,185.4513,8.8675,925.0658,246.0867
650000,新疆维吾尔自治区,2005,1340.8714,209.3022,167.4504,10.9968,754.0343,199.0877
650000,新疆维吾尔自治区,2004,1135.39,178.01,154.54,8.74,655.04,139.05
650000,新疆维吾尔自治区,2003,950.45,150.74,187.39,9.13,465.43,137.76
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
