省份编码,省份,年份,500万元以下房地产开发投资额(亿元),500-1000万元房地产开发投资额(亿元),1000-3000万元房地产开发投资额(亿元),3000-5000万元房地产开发投资额(亿元),5000万-1亿元房地产开发投资额(亿元),1-5亿元房地产开发投资额(亿元),5-10亿元房地产开发投资额(亿元),10亿元以上房地产开发投资额(亿元)
410000,河南省,2006,4.2474,10.5261,66.4669,89.8207,166.0314,239.7312,5.128,
410000,河南省,2005,2.5682,4.4602,20.6682,31.923,60.2592,179.5263,40.2585,48.8536
410000,河南省,2004,,,,,,,,
410000,河南省,2003,1.7773,4.9291,21.2691,20.913,41.0414,75.8366,13.7506,6.0384
410000,河南省,2002,,,,,,,,
410000,河南省,2001,,,,,,,,
410000,河南省,2000,,,,,,,,
420000,湖北省,2019,,0.1579,3.6171,11.2603,46.2142,797.4808,870.5755,3382.4196
420000,湖北省,2018,,0.1616,5.147,14.3416,53.4643,734.4619,881.3709,3004.1699
420000,湖北省,2017,0.001,0.1317,6.0807,11.5312,56.5457,826.6067,832.182,2841.8118
420000,湖北省,2016,0.0484,0.3601,7.6687,20.7172,74.8236,837.9335,754.7563,2600.0746
420000,湖北省,2015,0.0278,0.86,9.9318,24.6676,86.5946,837.3901,730.7166,2559.0413
420000,湖北省,2014,0.146,1.0674,15.3455,34.7888,119.2115,972.6062,667.8396,2172.785
420000,湖北省,2013,0.3021,1.248,24.2295,38.8456,138.0104,863.4606,534.687,1685.2402
420000,湖北省,2012,0.4214,1.8623,24.1979,40.7432,124.9124,716.4984,409.7928,1221.0365
420000,湖北省,2011,0.8868,3.7323,27.6077,41.5553,136.4808,645.0696,271.9909,939.1574
420000,湖北省,2010,1.698,5.9326,37.0969,40.0938,131.3336,510.9107,257.1338,634.0363
420000,湖北省,2009,9.1216,18.7663,110.1439,102.7436,187.4717,536.9287,157.6934,77.5751
420000,湖北省,2008,6.9428,14.8849,83.8644,77.5976,137.268,334.9671,116.7309,120.4127
420000,湖北省,2007,5.5842,17.7898,70.965,66.6604,114.1484,278.9372,44.8764,15.6287
420000,湖北省,2006,6.9489,17.1152,68.154,50.3082,107.2985,218.7173,53.2147,42.9995
420000,湖北省,2005,3.1482,7.2591,27.7315,24.0134,56.5382,156.0949,74.1481,99.0167
420000,湖北省,2004,,,,,,,,
420000,湖北省,2003,2.9843,7.1672,26.8306,17.3294,28.4353,88.7798,22.615,44.8996
420000,湖北省,2002,,,,,,,,
420000,湖北省,2001,,,,,,,,
420000,湖北省,2000,,,,,,,,
430000,湖南省,2019,0.02,0.4152,6.8948,21.2714,112.7584,1109.486,1158.9232,2035.6969
430000,湖南省,2018,0.087,1.1235,10.6723,24.2941,139.9588,1131.138,956.4918,1682.184
430000,湖南省,2017,0.0612,0.3241,10.5496,26.6178,155.4613,978.4793,665.0136,1589.622
430000,湖南省,2016,0.1662,0.4083,13.0204,31.9299,157.8151,860.5007,587.912,1305.2915
430000,湖南省,2015,0.2674,0.9995,14.9558,28.1595,144.5858,853.2452,590.7095,980.8233
430000,湖南省,2014,0.2747,1.4979,19.6702,33.3149,143.5274,950.3244,598.3229,1136.6338
430000,湖南省,2013,0.4033,2.1095,26.5091,45.9556,162.7232,955.2883,506.6205,928.715
430000,湖南省,2012,0.5427,3.5311,28.1791,46.6526,172.0166,794.988,392.1809,772.4319
430000,湖南省,2011,0.7712,3.6134,28.3215,46.4739,168.3049,778.6364,331.7449,585.9569
430000,湖南省,2010,0.9263,5.3056,30.0768,49.9989,179.5793,653.4543,224.0915,325.6407
430000,湖南省,2009,8.1342,21.4754,129.1238,152.349,309.6122,408.8127,26.8853,28.1849
430000,湖南省,2008,7.7906,22.5032,128.0754,129.5528,242.745,390.2357,13.8522,21.1604
430000,湖南省,2007,5.0956,15.9505,97.0438,116.3985,194.672,303.1893,6.6029,367.1569
430000,湖南省,2006,6.4925,17.5382,91.2173,99.6239,135.0064,201.0863,5.1,
430000,湖南省,2005,3.7332,5.2919,28.1395,32.9542,73.5784,231.4257,50.2684,31.5828
430000,湖南省,2004,,,,,,,,
430000,湖南省,2003,1.8173,5.4542,26.3043,21.7332,47.1022,110.0545,9.1433,8.4234
430000,湖南省,2002,,,,,,,,
430000,湖南省,2001,,,,,,,,
430000,湖南省,2000,,,,,,,,
440000,广东省,2019,0.0059,0.8368,12.4123,23.0455,126.5229,1556.5742,2277.2225,11855.5419
440000,广东省,2018,0.0414,0.5651,11.2514,21.369,105.0799,1628.9746,2160.8147,10484.0972
440000,广东省,2017,0.0276,0.7188,13.955,28.4543,125.6509,1736.3724,2070.9835,8099.531
440000,广东省,2016,0.1416,1.1797,12.6782,24.9226,115.6918,1564.4252,1787.6301,6801.126
440000,广东省,2015,0.1005,1.3908,19.0206,27.484,104.7943,1434.7012,1518.0487,5432.9265
440000,广东省,2014,0.2664,1.7052,19.3046,30.6943,121.0327,1396.9012,1401.9098,4666.6388
440000,广东省,2013,0.4974,2.1472,21.8504,33.658,127.9343,1354.0337,1245.5919,3703.8791
440000,广东省,2012,0.7835,3.3625,25.8461,42.4922,147.028,1137.5388,1054.5537,2941.1805
440000,广东省,2011,1.2092,3.8525,33.2968,49.3111,157.9726,1156.8736,991.3307,2416.0631
440000,广东省,2010,0.9623,3.7172,31.0523,47.1113,157.2625,986.3224,778.282,1654.9846
440000,广东省,2009,12.4984,25.4904,154.9225,192.4355,435.5813,1551.2173,355.928,233.2455
440000,广东省,2008,11.9259,25.2697,143.1834,168.405,367.7484,1362.7822,456.8023,413.1367
440000,广东省,2007,12.4597,24.0765,134.0857,146.031,332.3844,1155.257,345.777,
440000,广东省,2006,13.0622,27.9208,132.6569,140.969,274.1286,779.2058,239.1187,236.4514
440000,广东省,2005,3.9844,10.0338,50.5584,53.296,133.9255,523.556,294.2954,522.2488
440000,广东省,2004,,,,,,,,
440000,广东省,2003,3.5991,10.9955,46.302,40.9391,97.3396,434.2514,199.4018,400.6946
440000,广东省,2002,,,,,,,,
440000,广东省,2001,,,,,,,,
440000,广东省,2000,,,,,,,,
450000,广西壮族自治区,2019,0.0572,0.171,4.4416,11.4129,70.107,847.4511,802.3509,2078.4208
450000,广西壮族自治区,2018,,0.3305,4.8056,14.2371,67.217,671.123,596.0642,1650.3483
450000,广西壮族自治区,2017,,0.2604,4.5112,16.8217,60.7102,641.7409,484.859,1474.5796
450000,广西壮族自治区,2016,0.0021,0.3295,5.9111,15.0697,74.5302,655.7401,450.0013,1196.4022
450000,广西壮族自治区,2015,0.0068,0.6075,5.9152,15.8114,56.7469,532.5251,400.4943,896.9861
450000,广西壮族自治区,2014,0.1642,0.8068,7.8513,18.8335,74.5767,569.3738,378.3785,788.5094
450000,广西壮族自治区,2013,0.213,1.1508,11.1493,23.6646,81.1349,565.386,384.8106,547.123
450000,广西壮族自治区,2012,0.3426,1.7202,14.3933,28.7243,92.7957,604.4499,364.7436,447.7692
450000,广西壮族自治区,2011,0.5475,1.1469,15.4771,33.4139,109.5605,653.0898,349.4491,354.7808
450000,广西壮族自治区,2010,0.4855,2.3663,22.2744,43.6082,133.8982,530.8202,269.6599,203.1084
450000,广西壮族自治区,2009,5.3498,17.8475,101.9828,107.5179,214.1691,325.7636,29.4475,11.6029
450000,广西壮族自治区,2008,6.5138,16.3433,87.3242,83.9459,169.2793,234.7708,29.165,
450000,广西壮族自治区,2007,5.3537,14.9306,82.0672,76.638,125.3701,203.5191,28.4048,
450000,广西壮族自治区,2006,5.3983,12.1796,74.2836,69.4013,94.0004,94.8426,19.8745,
450000,广西壮族自治区,2005,0.7396,2.5501,19.1675,27.7344,56.6989,134.7785,29.7633,15.3592
450000,广西壮族自治区,2004,,,,,,,,
450000,广西壮族自治区,2003,1.0311,2.74,13.7789,12.3531,28.7616,53.2918,6.8214,1.5333
450000,广西壮族自治区,2002,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,
460000,海南省,2019,,,0.6874,0.8071,12.1192,193.3851,257.0864,872.0916
460000,海南省,2018,,0.0326,1.3273,1.9109,14.7984,273.2023,354.5982,1069.1721
460000,海南省,2017,0.016,0.04,0.3306,2.4356,21.4332,289.997,404.2728,1334.5809
460000,海南省,2016,,0.04,0.6331,2.6067,15.8844,272.2426,323.5782,1172.6118
460000,海南省,2015,,,0.4566,2.3084,21.0976,264.3886,299.0304,1116.7147
460000,海南省,2014,0.039,0.005,0.565,4.6299,22.0327,263.4185,287.8661,853.0953
460000,海南省,2013,,0.045,1.2276,3.9843,25.7896,255.174,227.9595,682.5781
460000,海南省,2012,,0.0063,2.4945,4.4951,23.9618,223.1062,178.26,454.3201
460000,海南省,2011,,0.126,2.429,5.0099,18.4177,181.2195,145.3701,298.2078
460000,海南省,2010,0.0435,0.15,3.7162,5.9707,22.8192,185.3066,95.76,154.0997
460000,海南省,2009,0.6644,2.1018,22.0902,28.3842,57.4843,114.2096,15.6708,47.352
460000,海南省,2008,1.2685,4.0838,19.6841,20.8131,46.1011,69.5594,14.1551,23.7823
460000,海南省,2007,0.9064,3.291,20.5952,20.5673,27.9321,48.7401,5.542,87.3294
460000,海南省,2006,1.4201,3.0439,15.8413,10.748,17.7063,25.9012,,14.5946
460000,海南省,2005,0.1166,0.7448,5.3752,8.1169,15.3758,30.8923,6.6844,3.5434
460000,海南省,2004,,,,,,,,
460000,海南省,2003,0.034,0.423,3.4867,5.0689,9.2745,16.3663,1.1607,0.799
460000,海南省,2002,,,,,,,,
460000,海南省,2001,,,,,,,,
460000,海南省,2000,,,,,,,,
500000,重庆市,2019,0.03,0.0264,1.4766,4.8036,19.1842,340.757,525.5515,3547.4741
500000,重庆市,2018,0.015,0.0547,2.798,4.0591,24.6195,411.2099,577.7238,3228.2812
500000,重庆市,2017,0.01,0.2083,4.2518,6.2453,26.9763,537.4055,608.6919,2796.2946
500000,重庆市,2016,0.0457,0.1658,2.8867,9.3181,50.2688,554.1693,607.5294,2501.5614
500000,重庆市,2015,0.0186,0.2572,4.8403,12.9107,57.0143,530.9922,624.4963,2520.7516
500000,重庆市,2014,0.0645,0.5095,6.7068,21.8478,75.0801,628.4293,635.5729,2262.0222
500000,重庆市,2013,0.1885,0.7716,10.728,17.0109,82.3143,629.7789,541.7438,1730.2478
500000,重庆市,2012,0.2781,2.2855,12.0699,26.0133,89.1302,549.7972,434.6983,1394.0775
500000,重庆市,2011,0.3928,1.9221,13.4113,26.5099,75.075,549.151,343.6975,1004.9287
500000,重庆市,2010,0.5676,1.7832,17.2651,27.0209,87.3581,528.2256,284.7964,673.2402
500000,重庆市,2009,7.409,12.8984,79.2628,84.895,196.0165,513.6979,201.4742,143.2587
500000,重庆市,2008,3.5895,9.9727,63.8903,70.8292,142.2234,401.6684,164.8939,133.9296
500000,重庆市,2007,3.4802,9.577,70.932,66.6552,130.3862,375.8062,105.7304,128.9203
500000,重庆市,2006,4.2883,11.898,64.2122,62.1507,115.9976,258.2909,74.9617,37.8696
500000,重庆市,2005,0.7662,2.6846,18.1836,23.2448,61.7916,188.5144,71.7789,150.765
500000,重庆市,2004,,,,,,,,
500000,重庆市,2003,1.0221,4.0126,24.5147,32.5745,57.7218,128.8453,35.1679,44.0292
500000,重庆市,2002,,,,,,,,
500000,重庆市,2001,,,,,,,,
500000,重庆市,2000,,,,,,,,
510000,四川省,2019,0.0159,0.0857,1.9974,9.1991,46.8235,1177.0601,1902.4394,3435.618
510000,四川省,2018,0.012,0.1754,2.4003,8.3408,59.6498,1279.5888,1693.4015,2654.2966
510000,四川省,2017,0.0249,0.305,3.7858,11.4954,70.9208,1104.4311,1460.529,2498.4019
510000,四川省,2016,0.0875,0.5831,4.7285,13.0959,85.6435,1358.9393,1700.7667,2118.8004
510000,四川省,2015,0.0493,0.8425,12.2084,14.1593,96.0202,1315.7954,1617.0973,1756.8528
510000,四川省,2014,0.1057,0.8326,15.1196,24.4256,139.619,1397.5762,1510.6821,1291.7311
510000,四川省,2013,0.005,1.4704,17.2584,37.2635,209.4389,1274.9023,1283.9236,1028.733
510000,四川省,2012,0.2244,2.7349,22.1748,49.5789,206.077,1113.067,884.1386,988.4014
510000,四川省,2011,0.6891,4.4574,35.4877,58.5883,192.4711,1084.367,564.4593,878.6455
510000,四川省,2010,1.3314,5.5069,38.9647,58.2435,177.0433,819.2643,410.0196,684.2557
510000,四川省,2009,11.2259,27.4679,138.4088,158.087,308.4024,759.9207,161.0288,23.8294
510000,四川省,2008,5.5305,15.8585,110.5908,129.1441,261.8416,631.4423,182.7953,114.4961
510000,四川省,2007,5.9674,17.4294,105.8106,113.7553,239.5022,533.8716,181.5776,
510000,四川省,2006,7.9187,19.1144,112.6415,102.113,173.6269,368.8862,88.4807,41.7147
510000,四川省,2005,2.3294,8.3539,61.8272,60.7996,112.2319,292.4099,74.7749,88.7211
510000,四川省,2004,,,,,,,,
510000,四川省,2003,2.7444,9.4982,60.2486,55.958,95.0336,161.7886,18.205,47.3906
510000,四川省,2002,,,,,,,,
510000,四川省,2001,,,,,,,,
510000,四川省,2000,,,,,,,,
520000,贵州省,2019,,,1.0173,5.6335,41.3855,866.8379,597.693,1478.2467
520000,贵州省,2018,,0.085,2.3221,4.2698,33.0823,659.4874,398.7536,1251.2271
520000,贵州省,2017,,0.0549,1.6331,4.8656,24.4851,591.9426,386.5296,1191.4869
520000,贵州省,2016,,0.2698,2.2719,6.7635,34.035,641.0787,383.399,1081.1429
520000,贵州省,2015,0.0367,0.0664,4.1945,13.2553,44.2899,608.1631,429.0562,1106.0299
520000,贵州省,2014,0.0806,0.184,7.9054,15.0204,61.1541,610.5345,376.5986,1116.1922
520000,贵州省,2013,0.1956,1.0008,9.2402,21.3765,70.9128,574.0666,298.9828,966.7682
520000,贵州省,2012,0.322,1.5096,11.1397,22.1367,71.4272,375.0925,214.2886,771.6797
520000,贵州省,2011,0.4709,1.8882,12.7274,23.0918,74.3015,297.6707,124.9918,338.3345
520000,贵州省,2010,0.7142,2.0706,13.8185,25.6589,64.3227,189.9375,77.866,182.2988
520000,贵州省,2009,7.112,14.0845,69.5888,50.2946,69.4614,103.0224,32.0253,25.6617
520000,贵州省,2008,6.4853,13.9306,65.3961,44.3266,71.0743,84.2355,25.8072,
520000,贵州省,2007,6.1287,13.6542,59.5304,44.6085,60.1339,65.6117,,30.0805
520000,贵州省,2006,6.5771,14.0726,58.8563,31.3765,36.4114,39.4994,,
520000,贵州省,2005,1.7221,5.8459,20.1681,17.0952,37.4009,55.7693,11.0239,5.0955
520000,贵州省,2004,,,,,,,,
520000,贵州省,2003,2.4617,6.1104,22.2954,13.2198,27.0208,27.6674,5.5435,0.632
520000,贵州省,2002,,,,,,,,
520000,贵州省,2001,,,,,,,,
520000,贵州省,2000,,,,,,,,
530000,云南省,2019,,0.5286,5.5693,10.3826,61.9007,744.0736,726.2087,2602.745
530000,云南省,2018,,0.3487,4.5754,11.0629,62.2593,565.4165,460.973,2142.5971
530000,云南省,2017,,0.4522,4.6821,12.505,50.0279,487.3604,407.7758,1823.4479
530000,云南省,2016,,0.4192,4.2628,14.1469,62.7205,554.7124,447.4157,1604.6605
530000,云南省,2015,,0.4845,7.2612,25.3114,69.6811,645.2472,441.4303,1479.5934
530000,云南省,2014,0.006,1.0494,10.8695,22.1975,88.9072,753.4461,475.5686,1494.6098
530000,云南省,2013,0.1318,1.2938,16.957,32.5297,126.9035,732.3562,367.8729,1210.2835
530000,云南省,2012,0.2827,1.6285,13.9767,27.8007,112.2808,541.8637,279.4927,804.8093
530000,云南省,2011,0.3316,2.2352,17.6277,25.531,102.5345,455.9183,220.3689,455.5791
530000,云南省,2010,0.4942,2.3426,18.4803,29.3283,106.4472,309.3218,141.2841,292.7423
530000,云南省,2009,5.0197,14.3457,64.3004,78.1901,161.5558,290.142,92.4313,31.4716
530000,云南省,2008,3.2711,9.2475,55.4322,57.6479,107.9468,224.7993,77.4521,21.8937
530000,云南省,2007,3.5415,6.3616,51.6974,38.2384,80.0768,182.0633,30.7998,
530000,云南省,2006,3.1212,7.9714,39.4398,31.0397,68.4039,126.178,30.2217,25.7756
530000,云南省,2005,1.0321,2.0066,14.7117,14.2187,31.5753,103.3434,30.5528,49.4708
530000,云南省,2004,,,,,,,,
530000,云南省,2003,0.8368,1.5844,6.8496,9.5742,22.0763,50.1377,16.6309,7.2789
530000,云南省,2002,,,,,,,,
530000,云南省,2001,,,,,,,,
530000,云南省,2000,,,,,,,,
540000,西藏自治区,2019,,,0.172,2.0749,6.4613,57.2535,27.7103,35.8839
540000,西藏自治区,2018,,0.098,0.5986,1.3598,3.1361,41.1109,36.0928,10.2074
540000,西藏自治区,2017,,,0.2332,0.3335,1.1145,23.4554,15.2281,
540000,西藏自治区,2016,,,0.02,,2.1379,21.0055,20.4527,4.92
540000,西藏自治区,2015,,0.1161,0.2263,0.3,,18.8645,19.8292,10.68
540000,西藏自治区,2014,0.0019,,0.4712,,0.56,24.0321,18.4826,9.3609
540000,西藏自治区,2013,0.0361,,0.064,,1.0127,8.4249,,0.14
540000,西藏自治区,2012,0.02,,0.163,,1.7375,3.4729,1.3985,0.08
540000,西藏自治区,2011,0.0111,0.0334,0.053,,0.5068,3.4272,1.1027,
540000,西藏自治区,2010,0.0074,0.183,0.1,0.4341,1.611,5.3779,1.2,0.05
540000,西藏自治区,2009,0.04,0.3013,0.9514,2.397,5.6833,6.375,,
540000,西藏自治区,2008,0.136,0.118,1.7122,0.9325,5.734,5.1061,,
540000,西藏自治区,2007,0.015,0.075,0.8329,2.4768,6.1437,2.1333,,
540000,西藏自治区,2006,0.05,0.3416,1.599,2.4585,3.3962,1.0569,,
540000,西藏自治区,2005,0.0234,0.1736,0.522,1.4572,2.5252,1.3193,,
540000,西藏自治区,2004,,,,,,,,
540000,西藏自治区,2003,0.0,0.0,0.0,0.12,0.4343,1.4462,0.0,0.0
540000,西藏自治区,2002,,,,,,,,
540000,西藏自治区,2001,,,,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,,0.1408,2.2626,6.283,36.7547,616.5114,661.8908,2579.8054
610000,陕西省,2018,,0.0861,2.3354,8.6944,41.6207,576.0114,551.6286,2354.2898
610000,陕西省,2017,,0.02,3.213,9.321,43.2568,532.4728,567.5912,1946.0976
610000,陕西省,2016,0.0418,0.1789,3.1233,8.433,37.1403,508.9728,482.7651,1696.0994
610000,陕西省,2015,0.1027,0.3597,3.7395,7.7651,43.0634,487.8375,436.3345,1515.0826
610000,陕西省,2014,0.0877,0.5406,5.3022,10.5786,60.2299,464.2878,409.4709,1475.9937
610000,陕西省,2013,0.0383,0.6104,9.0262,17.6682,51.5222,469.5851,440.6613,1251.0575
610000,陕西省,2012,0.0415,1.5235,8.4865,18.6908,57.3185,476.5032,372.6696,900.6985
610000,陕西省,2011,0.2206,1.8725,10.5588,18.9959,59.3573,425.6637,326.2866,567.9483
610000,陕西省,2010,0.2859,2.2647,16.2544,23.0669,58.6958,350.3442,293.912,414.6444
610000,陕西省,2009,3.5736,9.8201,49.3418,60.0569,131.1722,559.6227,83.8912,44.1536
610000,陕西省,2008,2.8247,7.055,47.1213,45.841,114.6094,468.0298,76.7469,
610000,陕西省,2007,2.7563,6.7719,40.5426,46.942,102.0038,275.4113,60.897,
610000,陕西省,2006,2.7887,7.9559,36.5865,41.2807,98.7827,196.8651,10.6006,
610000,陕西省,2005,2.4998,2.5584,20.323,16.4671,46.5816,149.6658,23.4588,37.4001
610000,陕西省,2004,,,,,,,,
610000,陕西省,2003,0.8691,3.1783,13.1899,11.18,33.313,70.1746,25.1773,31.226
610000,陕西省,2002,,,,,,,,
610000,陕西省,2001,,,,,,,,
610000,陕西省,2000,,,,,,,,
620000,甘肃省,2019,,0.1486,3.1902,8.7323,45.2641,401.4567,288.7435,510.313
620000,甘肃省,2018,0.1382,0.2163,3.2075,3.7819,36.9579,332.4113,275.5704,464.1098
620000,甘肃省,2017,0.0159,0.1217,3.8049,8.3993,44.1813,315.5207,223.9821,348.4907
620000,甘肃省,2016,0.006,0.3971,7.8505,14.3249,65.1803,327.7546,176.9626,257.5584
620000,甘肃省,2015,0.1461,0.6218,10.7382,22.1133,66.4095,317.8432,149.2987,200.8919
620000,甘肃省,2014,0.0763,0.7308,12.4,19.1233,65.0156,293.6466,180.8655,149.6136
620000,甘肃省,2013,0.4707,1.7679,16.3024,23.8796,77.5737,329.1448,135.7451,139.7648
620000,甘肃省,2012,0.2229,2.2626,14.3618,25.479,83.7849,243.5024,94.3523,97.0526
620000,甘肃省,2011,0.2299,2.1336,12.9618,19.5911,63.4567,163.0735,47.8131,57.7075
620000,甘肃省,2010,0.9234,2.2962,13.1018,17.0928,50.216,128.1165,23.7761,30.8877
620000,甘肃省,2009,3.2187,7.7287,39.9795,29.252,46.1105,68.9392,8.9092,
620000,甘肃省,2008,2.8209,7.3103,33.5036,27.5216,40.7289,65.3052,8.6184,
620000,甘肃省,2007,2.8858,6.2603,27.1483,19.931,28.014,49.8305,,
620000,甘肃省,2006,2.8928,7.6736,24.7013,17.8549,22.0436,17.3444,5.21,
620000,甘肃省,2005,1.0626,2.2963,11.5787,8.704,17.1757,33.1414,8.496,4.1497
620000,甘肃省,2004,,,,,,,,
620000,甘肃省,2003,1.0222,2.1238,10.0516,7.6932,11.2285,15.082,2.4,1.2016
620000,甘肃省,2002,,,,,,,,
620000,甘肃省,2001,,,,,,,,
620000,甘肃省,2000,,,,,,,,
630000,青海省,2019,,0.0243,1.249,2.0455,8.3565,85.5568,104.0875,204.9728
630000,青海省,2018,,0.0095,0.6108,1.1334,4.8327,88.2187,75.5907,181.423
630000,青海省,2017,,,0.0647,0.492,8.1539,101.1684,96.4454,202.2621
630000,青海省,2016,,0.073,1.1078,3.6774,10.4055,111.6213,74.9087,195.1267
630000,青海省,2015,,0.002,0.5836,2.7675,9.1765,104.5628,73.8799,145.0275
630000,青海省,2014,,0.1371,0.4426,1.0813,11.0507,94.566,56.8573,144.1352
630000,青海省,2013,0.0499,0.2146,1.7704,1.1819,12.0052,90.0957,54.1216,88.1745
630000,青海省,2012,,0.2194,1.279,1.6857,8.9099,58.3445,40.5082,78.7328
630000,青海省,2011,0.1204,0.512,1.8916,3.4272,8.5862,58.6984,16.0739,55.3839
630000,青海省,2010,0.2879,0.5425,1.3335,2.5314,9.1508,46.2912,11.5518,36.4996
630000,青海省,2009,0.7785,1.9757,12.2567,7.9356,16.5369,26.4815,6.885,
630000,青海省,2008,0.3924,1.4905,7.3257,7.3554,17.0664,17.5577,,
630000,青海省,2007,0.4749,0.6666,8.1432,3.4868,16.3088,5.1254,,
630000,青海省,2006,0.6055,0.479,5.4223,6.016,8.2443,10.4123,,
630000,青海省,2005,0.1317,0.5499,2.8228,2.7485,7.2517,8.54,5.5684,1.5
630000,青海省,2004,,,,,,,,
630000,青海省,2003,0.0457,0.3788,4.8104,2.825,4.2285,9.2533,0.7704,0.0
630000,青海省,2002,,,,,,,,
630000,青海省,2001,,,,,,,,
630000,青海省,2000,,,,,,,,
640000,宁夏回族自治区,2019,,0.002,1.1814,2.6638,13.187,127.821,103.6913,154.5446
640000,宁夏回族自治区,2018,,0.0532,1.2404,2.6375,15.065,128.1004,122.2351,180.2369
640000,宁夏回族自治区,2017,,,1.8458,5.6098,15.3235,225.7326,194.3477,209.9835
640000,宁夏回族自治区,2016,,0.0597,1.8388,4.5922,18.3711,280.4649,172.5412,250.2968
640000,宁夏回族自治区,2015,0.044,0.1222,2.2335,4.9196,17.8404,262.5513,159.6952,186.2316
640000,宁夏回族自治区,2014,,0.118,1.4622,5.5429,21.8631,300.9874,173.2678,151.5581
640000,宁夏回族自治区,2013,,0.0838,3.8252,9.8667,25.2468,265.6465,138.8298,115.4694
640000,宁夏回族自治区,2012,0.0531,0.5216,4.344,6.6207,26.7339,226.9989,96.3737,67.507
640000,宁夏回族自治区,2011,0.1562,0.5833,5.082,8.5107,34.1607,184.1166,54.0533,49.5661
640000,宁夏回族自治区,2010,0.2086,0.8827,7.1113,9.6936,30.0907,147.7654,28.8944,29.7248
640000,宁夏回族自治区,2009,0.7403,4.3671,25.7724,25.1756,35.4301,71.2562,,
640000,宁夏回族自治区,2008,0.5873,2.1343,11.6214,17.6441,28.9815,51.144,5.4727,
640000,宁夏回族自治区,2007,0.7969,3.2016,14.8801,15.2645,27.0486,31.9212,,
640000,宁夏回族自治区,2006,1.0428,2.9573,14.335,13.0505,15.39,30.1681,,
640000,宁夏回族自治区,2005,0.4361,1.8126,6.4179,11.7659,19.4789,27.0272,7.838,
640000,宁夏回族自治区,2004,,,,,,,,
640000,宁夏回族自治区,2003,0.5043,1.5365,8.886,9.4487,10.3335,16.5659,3.6316,0.0
640000,宁夏回族自治区,2002,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,
650000,新疆维吾尔自治区,2019,0.1,0.58,9.8597,21.6678,70.6995,439.7351,217.6557,313.7458
650000,新疆维吾尔自治区,2018,0.0253,0.7137,7.6785,16.1544,56.4596,337.1504,214.7829,400.4759
650000,新疆维吾尔自治区,2017,0.1484,1.0597,12.7548,22.9969,94.6335,456.9633,245.7644,203.5355
650000,新疆维吾尔自治区,2016,0.2012,1.416,14.5234,23.4775,74.1351,392.9792,199.6052,217.0649
650000,新疆维吾尔自治区,2015,0.1121,1.2611,17.6887,25.0834,91.4181,434.4905,205.2762,223.545
650000,新疆维吾尔自治区,2014,0.4195,1.6493,19.1212,32.9652,99.6855,464.2538,181.0963,215.62
650000,新疆维吾尔自治区,2013,0.4809,3.3047,28.9174,39.0591,101.9116,366.0484,117.1843,168.7791
650000,新疆维吾尔自治区,2012,1.0818,3.2674,25.763,31.2362,86.3551,274.0513,73.9726,110.3665
650000,新疆维吾尔自治区,2011,1.1228,4.9112,34.0031,34.8195,89.6616,235.9961,57.3522,58.523
650000,新疆维吾尔自治区,2010,1.8384,4.8968,29.7206,35.9571,68.4094,165.6695,20.872,20.3547
650000,新疆维吾尔自治区,2009,5.5416,13.719,54.7853,40.522,54.1888,67.1238,,
650000,新疆维吾尔自治区,2008,2.3048,6.4487,39.83,37.831,52.1291,72.6095,6.2528,11.2208
650000,新疆维吾尔自治区,2007,2.5387,7.5452,33.4027,20.7178,45.7022,37.1294,21.28,
650000,新疆维吾尔自治区,2006,3.0066,7.978,28.2143,18.3417,25.7229,37.6151,,
650000,新疆维吾尔自治区,2005,1.564,3.7508,17.7963,12.1685,18.603,38.4542,6.821,2.504
650000,新疆维吾尔自治区,2004,,,,,,,,
650000,新疆维吾尔自治区,2003,0.8967,2.7882,13.674,14.2263,18.9097,40.2245,2.9695,8.8019
650000,新疆维吾尔自治区,2002,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,
