省份编码,省份,年份,固定资产投资(不含农户)(亿元),固定资产投资(不含农户)建筑安装工程(亿元),固定资产投资(不含农户)设备、工器具购置(亿元),固定资产投资(不含农户)其他费用(亿元),新建固定资产投资(不含农户)(亿元),扩建固定资产投资(不含农户)(亿元),改建固定资产投资(不含农户)(亿元)
420000,湖北省,2011,12195.3892,7525.5443,2659.8524,2009.9925,5942.2165,1756.576,1987.1373
420000,湖北省,2010,9405.6302,5708.3,2079.5,1617.8,4179.5,1518.6,1592.4
420000,湖北省,2009,7183.6717,4334.0281,1572.6277,1277.0159,3056.8182,1259.2567,1293.0291
420000,湖北省,2008,5148.7584,3103.5784,1168.3595,876.8205,2178.4937,949.848,905.6763
420000,湖北省,2007,3927.3552,2360.72,845.0798,721.5554,1491.4976,760.6064,791.0683
420000,湖北省,2006,3038.492,1822.8467,671.177,544.4683,1302.815,592.7465,464.1228
420000,湖北省,2005,2387.4069,1389.3687,538.9821,459.0561,1066.1636,390.2661,404.9829
420000,湖北省,2004,2005.15,1171.05,444.42,389.67,814.72,382.71,360.05
420000,湖北省,2003,1573.7,863.7651,373.0342,336.933,644.3713,354.7808,245.96
420000,湖北省,2002,1376.2,,,,,,
420000,湖北省,2001,,,,,,,
420000,湖北省,2000,,,,,,,
430000,湖南省,2019,,,,,,,
430000,湖南省,2018,,,,,,,
430000,湖南省,2017,31328.0788,24057.8503,4229.5679,3040.6606,22183.2722,2959.3134,5812.7554
430000,湖南省,2016,27688.4452,20718.637,3676.179,3293.6292,18158.4454,2547.9313,6726.2183
430000,湖南省,2015,24324.1707,17664.1169,3944.7631,2715.2907,13269.8481,2345.4437,8517.3965
430000,湖南省,2014,20548.5509,14354.0087,3273.4011,2921.1411,11462.1883,1761.7533,7196.0452
430000,湖南省,2013,17225.1861,11880.3121,2857.485,2487.389,9129.7953,1407.0981,6566.2968
430000,湖南省,2012,13966.2585,9242.6136,2402.0231,2321.6218,7299.1103,1153.8639,5419.1963
430000,湖南省,2011,11407.7428,7675.7113,1852.8315,1879.2,4239.2631,987.9491,4141.6396
430000,湖南省,2010,8617.9844,5381.7,1651.2,1585.1,3206.1,809.1,3034.6
430000,湖南省,2009,6880.0027,4459.8319,1261.5215,1158.6493,2648.1996,699.3512,2313.6232
430000,湖南省,2008,4879.9577,3154.9315,965.6595,759.3667,1598.1057,572.2758,1595.386
430000,湖南省,2007,3609.5398,2275.8603,673.3566,660.3229,1219.2491,448.3734,1108.5588
430000,湖南省,2006,2718.4442,1758.2713,492.8447,467.3282,1086.9747,326.6151,704.657
430000,湖南省,2005,2203.9515,1423.7651,417.8441,362.3423,859.6943,296.415,544.2934
430000,湖南省,2004,1679.39,1091.04,311.03,277.32,701.93,325.09,233.28
430000,湖南省,2003,1235.3,812.9672,211.6415,210.6579,502.5861,247.6056,184.1578
430000,湖南省,2002,988.3,,,,,,
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,,,,,,,
440000,广东省,2018,,,,,,,
440000,广东省,2017,37403.9119,23939.785,6425.0581,7039.0688,29009.6812,3306.2424,3747.1249
440000,广东省,2016,32947.3005,21396.8456,5806.1595,5744.2954,24798.7761,3299.0948,3305.2524
440000,广东省,2015,29950.4834,19969.0492,5326.5249,4654.9093,21995.9096,3322.6004,3209.6638
440000,广东省,2014,25843.057,17387.0766,4256.8681,4199.1123,19685.7112,2701.5127,2396.1467
440000,广东省,2013,21795.5152,14540.6988,3615.8548,3638.9616,16887.8101,2039.3709,1921.7521
440000,广东省,2012,18250.1281,12081.9055,3068.297,3099.9256,13959.9011,1639.8789,1806.9811
440000,广东省,2011,16599.1635,10871.8604,2927.3467,2799.9564,7626.1542,1607.8409,1651.4788
440000,广东省,2010,12599.2607,8173.2,2079.0,2347.1,5797.4,1151.4,1415.8
440000,广东省,2009,10230.0526,6803.6723,1657.1903,1769.19,4725.6242,1155.3185,985.2543
440000,广东省,2008,8640.8744,5469.1675,1629.091,1542.6159,3578.3373,1062.1881,657.5802
440000,广东省,2007,7368.6867,4602.9348,1460.7653,1304.9866,3056.9645,865.7495,562.6767
440000,广东省,2006,6553.6703,4127.2404,1460.2506,966.1793,2954.342,827.4878,548.2547
440000,广东省,2005,5890.1057,3621.487,1345.2136,923.4051,2565.2041,1004.8548,474.3617
440000,广东省,2004,5029.44,3111.89,1028.32,889.24,2206.19,885.75,265.9
440000,广东省,2003,4145.1,2563.7403,812.5327,768.8446,1698.5101,729.9241,223.3009
440000,广东省,2002,3287.3,,,,,,
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,,,,,,,
450000,广西壮族自治区,2018,,,,,,,
450000,广西壮族自治区,2017,19908.2715,14304.0889,3566.6859,2037.4967,14121.7442,1750.3604,3571.9146
450000,广西壮族自治区,2016,17652.9486,11978.0771,3883.1025,1791.769,10539.8573,2251.3061,4271.9533
450000,广西壮族自治区,2015,15654.947,10553.9969,3712.3138,1388.6363,9230.671,1745.9111,4089.0612
450000,广西壮族自治区,2014,13287.609,8866.7144,3115.9731,1304.9215,7716.63,1442.1923,3654.4815
450000,广西壮族自治区,2013,11383.9294,7324.7327,2795.9552,1263.2415,6578.3395,1303.279,3057.7516
450000,广西壮族自治区,2012,9345.1791,5782.5361,2216.4958,1346.1472,5520.0129,1151.0685,2316.1025
450000,广西壮族自治区,2011,7580.8991,4702.7409,1582.4457,1295.7125,3283.3852,949.5301,1521.4948
450000,广西壮族自治区,2010,6383.2561,3842.4,1355.0,1185.8,2825.6,836.5,1247.7
450000,广西壮族自治区,2009,4689.8801,2721.7997,1016.1097,951.9707,1956.8608,723.8561,975.8566
450000,广西壮族自治区,2008,3325.9456,1985.6032,702.6995,637.6429,1605.6208,478.0991,447.7821
450000,广西壮族自治区,2007,2596.7374,1550.1664,534.418,512.153,1238.4507,360.3074,333.6821
450000,广西壮族自治区,2006,1947.8097,1157.3991,432.9015,357.5091,968.6734,300.1087,215.8902
450000,广西壮族自治区,2005,1480.9178,966.2898,272.0368,242.5912,741.4034,268.1785,137.9464
450000,广西壮族自治区,2004,1094.62,685.52,215.89,193.21,507.51,216.23,96.25
450000,广西壮族自治区,2003,791.3,484.1012,165.7466,141.4139,343.5126,178.0194,85.013
450000,广西壮族自治区,2002,627.7,,,,,,
450000,广西壮族自治区,2001,,,,,,,
450000,广西壮族自治区,2000,,,,,,,
460000,海南省,2019,,,,,,,
460000,海南省,2018,,,,,,,
460000,海南省,2017,4125.3963,3035.8571,317.4434,772.0958,3821.7911,175.6289,89.4188
460000,海南省,2016,3747.0251,2628.3792,264.4726,854.1733,3406.4592,194.0156,74.5653
460000,海南省,2015,3355.4048,2355.0508,209.4426,790.9114,3102.9399,85.3678,47.011
460000,海南省,2014,3039.4555,2225.4314,275.8398,538.1843,2798.4257,74.7655,43.3942
460000,海南省,2013,2625.5925,1771.5841,274.1053,579.9031,2393.3251,78.7938,45.0672
460000,海南省,2012,2064.4442,1515.6289,254.3431,294.4722,1834.9512,89.1878,60.482
460000,海南省,2011,1599.1401,1219.299,178.7225,201.1186,727.7404,64.2474,67.2835
460000,海南省,2010,1257.4997,882.1,190.7,184.7,573.1,64.3,48.4
460000,海南省,2009,942.6794,683.9566,138.5068,120.216,475.2128,58.2327,39.7492
460000,海南省,2008,668.0173,466.2015,109.9267,91.8891,345.3206,39.8648,38.4376
460000,海南省,2007,472.767,308.9069,100.7485,63.1116,219.1358,46.8827,26.9522
460000,海南省,2006,397.0009,231.6831,104.2033,61.1145,180.7496,44.9902,34.793
460000,海南省,2005,339.2444,194.3577,105.3937,39.493,177.2466,47.0565,20.6189
460000,海南省,2004,291.02,172.4,77.29,41.33,138.94,39.87,20.44
460000,海南省,2003,246.2,138.5822,74.9649,32.6962,112.1926,49.0617,11.6137
460000,海南省,2002,202.7,,,,,,
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
500000,重庆市,2019,,,,,,,
500000,重庆市,2018,,,,,,,
500000,重庆市,2017,17440.5655,13399.8516,1862.9568,2177.7571,14770.0469,946.3842,1540.9423
500000,重庆市,2016,15931.7829,12184.8266,1463.6579,2283.2984,13460.6402,1022.0968,1226.1291
500000,重庆市,2015,14208.1475,10509.3189,1489.8686,2208.96,12156.5556,650.014,1155.347
500000,重庆市,2014,12140.8336,8748.6083,1261.9425,2130.2828,10213.032,804.516,937.6044
500000,重庆市,2013,10290.9525,7389.5033,1021.3938,1880.0554,8505.657,660.9176,876.119
500000,重庆市,2012,8610.3706,6041.4649,945.2408,1623.6649,7068.3278,521.6708,824.6522
500000,重庆市,2011,7366.9542,5310.9255,740.5969,1315.4318,3817.7151,494.5904,858.1691
500000,重庆市,2010,6170.6095,4137.3,674.2,1359.1,3038.1,570.8,727.8
500000,重庆市,2009,4855.1053,3181.586,616.5979,1056.9214,2428.9931,511.2205,476.13
500000,重庆市,2008,3715.8987,2410.6641,538.8911,766.3435,1919.1821,340.2938,279.145
500000,重庆市,2007,2937.0695,1846.1891,417.0924,673.788,1443.2465,265.0224,221.6652
500000,重庆市,2006,2251.984,1364.0623,331.2791,556.6426,967.2964,315.6839,199.6936
500000,重庆市,2005,1777.069,1075.8882,267.8232,433.3576,773.5126,214.8731,162.5535
500000,重庆市,2004,1400.58,851.51,219.68,329.38,617.2,186.42,120.47
500000,重庆市,2003,1040.6,678.9398,137.9857,223.72,376.3623,166.43,90.0918
500000,重庆市,2002,795.1,,,,,,
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,,,,,,,
510000,四川省,2018,,,,,,,
510000,四川省,2017,31235.8916,24378.5598,3569.913,3287.4188,22899.3706,1438.1822,5950.1933
510000,四川省,2016,28229.7872,21779.5639,3391.3295,3058.8938,20406.1561,1622.6165,5578.113
510000,四川省,2015,24965.5648,19465.808,2899.6703,2600.0865,18268.8603,1758.9934,4343.9841
510000,四川省,2014,22662.1264,17378.0862,2548.3376,2735.7026,16319.0763,1448.7735,4330.8243
510000,四川省,2013,19755.2867,14854.1953,2570.114,2330.9774,13707.4734,1487.7895,4002.2309
510000,四川省,2012,16530.3144,12340.9085,2133.9046,2055.5013,11151.1737,1444.5904,3462.8854
510000,四川省,2011,13687.7466,9853.3603,1929.0813,1905.305,7201.0637,1127.5325,2006.4066
510000,四川省,2010,11061.3813,7467.5,1790.4,1803.4,5947.3,864.7,1546.9
510000,四川省,2009,9090.0851,5848.0165,1623.3234,1618.7452,4803.7915,871.0085,1266.271
510000,四川省,2008,6362.0844,3869.4376,1157.2897,1335.3571,3213.132,637.2276,811.8108
510000,四川省,2007,5043.4159,2966.0612,923.0081,1154.3466,2404.8726,562.2911,581.1848
510000,四川省,2006,3927.3709,2342.3572,704.4297,880.584,1791.8299,584.1915,467.6468
510000,四川省,2005,2991.7744,1746.9525,582.5552,662.2667,1291.8379,507.1931,376.9593
510000,四川省,2004,2322.91,1392.4,459.66,470.84,943.06,492.62,299.04
510000,四川省,2003,1835.1,1122.7127,318.0175,394.3435,664.3452,367.6886,282.1412
510000,四川省,2002,1481.2,,,,,,
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,,,,,,,
520000,贵州省,2018,,,,,,,
520000,贵州省,2017,15288.0106,12858.5983,786.4526,1642.9597,13715.9881,668.4157,698.3327
520000,贵州省,2016,12929.1694,10679.4718,733.678,1516.0196,11589.1193,652.6099,531.7027
520000,贵州省,2015,10676.703,9021.3004,514.3286,1141.074,9722.8592,353.2406,545.7444
520000,贵州省,2014,8778.4029,7144.1542,436.1706,1198.0781,7950.3297,450.6488,340.1138
520000,贵州省,2013,7102.7771,5517.4313,461.1123,1124.2335,6213.8509,442.037,378.2727
520000,贵州省,2012,5504.9474,3936.7476,424.7543,1143.4455,4684.9687,367.1436,370.3148
520000,贵州省,2011,4026.468,2788.4607,493.4084,744.5989,2250.3747,365.9216,462.0439
520000,贵州省,2010,2609.3592,1579.6,359.9,669.9,1362.2,265.8,343.6
520000,贵州省,2009,2049.8252,1340.5471,338.3762,370.9019,967.175,294.1638,316.2312
520000,贵州省,2008,1609.3428,959.762,308.2224,341.3584,654.6136,236.1523,291.8879
520000,贵州省,2007,1289.1302,751.1081,268.3655,269.6566,547.3317,162.868,263.3999
520000,贵州省,2006,1052.7924,606.0308,228.8703,217.8913,473.8793,141.5913,198.1332
520000,贵州省,2005,899.3332,540.7154,198.8058,159.812,419.4944,117.4671,165.0848
520000,贵州省,2004,780.24,479.17,161.12,139.95,377.94,148.8,98.06
520000,贵州省,2003,667.9,415.6276,139.9327,112.358,282.9248,159.0332,89.3131
520000,贵州省,2002,555.8,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,,,,,,,
530000,云南省,2018,,,,,,,
530000,云南省,2017,18474.8903,15782.6618,660.2772,2031.9513,12979.1753,3601.8323,1547.111
530000,云南省,2016,15662.4894,12917.2688,926.1789,1819.0417,10061.9434,3356.7018,1780.7547
530000,云南省,2015,13069.3912,10573.4099,971.1219,1524.8594,8889.5049,2395.3812,1363.088
530000,云南省,2014,11073.8123,8517.9631,959.7401,1596.1091,8012.3808,1627.3503,1027.2175
530000,云南省,2013,9621.8329,7180.0541,873.3571,1568.4217,7493.6486,965.8668,867.6331
530000,云南省,2012,7553.5125,5461.6221,826.5745,1265.3159,5989.4553,616.6594,750.2049
530000,云南省,2011,5932.7499,4321.6142,655.0505,956.0852,3445.3069,546.8658,557.8595
530000,云南省,2010,5052.6134,3557.5,579.0,916.2,3084.9,521.9,449.3
530000,云南省,2009,4117.5129,2735.2686,575.6794,806.5649,2381.6166,491.2619,398.1526
530000,云南省,2008,3106.3328,2022.6155,474.96,608.7573,1611.8575,434.7944,368.1903
530000,云南省,2007,2443.7911,1598.6826,358.8819,486.2266,1344.9808,335.7592,236.9322
530000,云南省,2006,2001.8477,1337.503,320.4902,343.8545,1083.6829,301.0493,209.82
530000,云南省,2005,1592.2855,1055.0896,252.3902,284.8057,874.8333,242.2309,191.5735
530000,云南省,2004,1112.97,736.58,197.29,179.1,532.52,199.13,169.06
530000,云南省,2003,839.2,542.6353,155.6741,140.9116,368.5676,190.9108,117.3106
530000,云南省,2002,664.8,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,,,,,,,
540000,西藏自治区,2018,,,,,,,
540000,西藏自治区,2017,1975.6006,1706.3409,173.0931,96.1666,1676.2363,99.2838,159.4381
540000,西藏自治区,2016,1596.0488,1377.3421,143.6607,75.046,1269.4137,109.9515,151.1142
540000,西藏自治区,2015,1295.6783,1164.0327,89.566,42.0796,1036.4652,52.4367,127.8227
540000,西藏自治区,2014,1069.2315,959.9742,69.76,39.4973,881.5607,39.6641,80.1192
540000,西藏自治区,2013,876.0023,764.9843,79.1539,31.8641,733.1767,39.5224,34.6309
540000,西藏自治区,2012,670.5168,580.6676,61.6391,28.2101,518.7075,57.5008,49.1444
540000,西藏自治区,2011,516.3099,474.3278,29.5486,12.4335,377.8039,45.035,28.9996
540000,西藏自治区,2010,404.9806,345.4,48.5,11.0,276.2,48.5,21.4
540000,西藏自治区,2009,327.635,295.1342,19.1845,13.3163,208.2456,43.0588,26.6168
540000,西藏自治区,2008,271.2546,259.0539,9.3881,2.8126,155.3379,37.8669,35.4725
540000,西藏自治区,2007,230.8271,212.0848,16.4128,2.3295,132.6492,28.0192,31.8605
540000,西藏自治区,2006,200.6509,179.624,16.7759,4.251,104.4882,36.6234,31.3957
540000,西藏自治区,2005,181.389,158.2715,15.3058,7.8117,98.6076,39.8336,20.0079
540000,西藏自治区,2004,162.36,146.04,11.73,4.6,93.44,21.89,26.8
540000,西藏自治区,2003,134.0,117.6512,13.3507,2.9537,70.2124,19.2193,35.0915
540000,西藏自治区,2002,106.6,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,,,,,,,
610000,陕西省,2018,,,,,,,
610000,陕西省,2017,23468.2076,18098.0268,2850.9307,2519.2501,20426.3245,1432.6564,1207.5905
610000,陕西省,2016,20474.8521,15489.2029,2953.9553,2031.6939,17464.4429,1440.1111,855.789
610000,陕西省,2015,18231.0291,14344.5135,2495.5082,1391.0074,15561.9042,1092.66,763.1568
610000,陕西省,2014,16840.2739,13043.0228,2459.6596,1337.5915,13918.1797,925.8325,997.9882
610000,陕西省,2013,14533.5128,11392.1761,1935.1231,1206.2136,11674.6432,1111.593,1113.9672
610000,陕西省,2012,11705.8315,9009.6691,1590.0707,1106.0917,9079.2837,1123.112,1072.8983
610000,陕西省,2011,9108.9841,6799.7171,1246.1998,1063.0672,5431.342,1052.3988,915.9052
610000,陕西省,2010,7569.9009,5286.1,1125.2,1158.6,4313.7,951.3,755.5
610000,陕西省,2009,5888.3715,4006.5446,1023.0288,858.7981,2861.7136,928.989,760.8368
610000,陕西省,2008,4286.423,2978.8482,686.1152,621.4596,2064.2042,626.8989,533.4779
610000,陕西省,2007,3168.8196,2159.1553,562.888,446.7763,1552.2838,438.5947,388.8638
610000,陕西省,2006,2285.7067,1541.7915,392.9649,350.9503,1122.0342,327.3106,282.766
610000,陕西省,2005,1740.8611,1172.5532,289.7608,278.5471,832.0753,302.5502,217.2472
610000,陕西省,2004,1378.46,938.49,233.96,206.01,581.27,302.63,165.44
610000,陕西省,2003,1071.0,745.7025,163.4391,161.9007,427.4636,249.5909,127.8567
610000,陕西省,2002,795.4,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,,,,,,,
620000,甘肃省,2018,,,,,,,
620000,甘肃省,2017,5696.3491,4728.0561,463.0347,505.2583,5085.2905,237.0315,280.5515
620000,甘肃省,2016,9534.1023,7976.7837,944.465,612.8536,8448.6524,366.9986,492.7199
620000,甘肃省,2015,8626.5969,7164.731,962.2396,499.6263,7664.9874,439.916,362.614
620000,甘肃省,2014,7759.6316,6266.4528,1027.5004,465.6784,6964.2536,402.5651,282.2987
620000,甘肃省,2013,6407.1982,4935.8041,935.2585,536.1356,5510.5123,482.5246,291.5114
620000,甘肃省,2012,5040.0347,3650.985,942.5454,446.5043,4138.8158,456.9129,319.7307
620000,甘肃省,2011,3870.08,2794.5025,707.7146,367.8629,2595.6915,459.7488,303.5708
620000,甘肃省,2010,2808.5506,1940.3,584.1,284.1,1895.6,315.9,223.7
620000,甘肃省,2009,2076.3582,1370.7028,462.3191,243.3363,1351.5872,245.4093,215.4861
620000,甘肃省,2008,1510.7526,1019.1787,295.0189,196.555,913.2544,184.563,179.3971
620000,甘肃省,2007,1177.4632,801.7178,212.3885,163.3569,758.7005,143.8116,118.7072
620000,甘肃省,2006,923.9217,648.4326,169.8789,105.6102,532.6098,166.43,104.7622
620000,甘肃省,2005,786.0469,542.9686,164.5105,78.5678,386.4231,193.9352,99.6009
620000,甘肃省,2004,660.76,472.42,123.51,64.84,300.82,191.56,74.46
620000,甘肃省,2003,553.7,379.6949,113.7473,60.2759,249.8836,141.0678,80.9572
620000,甘肃省,2002,465.5,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,,,,,,,
630000,青海省,2018,,,,,,,
630000,青海省,2017,3819.8617,2980.2956,558.845,280.7211,3212.0067,240.4857,277.9011
630000,青海省,2016,3455.5124,2718.1494,515.7972,221.5658,2989.7869,172.2222,219.6224
630000,青海省,2015,3144.1705,2436.8769,474.66,232.6336,2596.8826,171.9294,258.6351
630000,青海省,2014,2788.9116,2187.3032,442.389,159.2194,2215.8115,191.6971,212.4131
630000,青海省,2013,2285.3013,1693.4299,420.247,171.6244,1642.4578,184.2737,225.9604
630000,青海省,2012,1808.666,1399.7977,260.3094,148.5589,1138.4556,170.5955,206.8898
630000,青海省,2011,1365.9129,1046.6567,218.0021,101.2541,706.4919,147.8891,204.3757
630000,青海省,2010,840.0123,652.6,117.9,69.5,452.3,116.5,127.6
630000,青海省,2009,689.0893,500.4743,109.7269,78.8881,367.7429,125.7682,108.9153
630000,青海省,2008,514.0482,386.3591,77.9446,49.7445,276.6886,99.9715,76.0947
630000,青海省,2007,443.6907,334.668,67.5079,41.5148,255.1005,74.6634,71.7137
630000,青海省,2006,384.6142,299.4111,53.7695,31.4336,218.6784,70.2411,59.8462
630000,青海省,2005,310.8377,228.6889,55.6612,26.4876,172.9326,61.6312,43.0634
630000,青海省,2004,272.74,197.28,47.47,27.99,156.59,58.56,24.73
630000,青海省,2003,236.9,185.8023,32.2317,18.9052,136.6606,50.7219,20.6114
630000,青海省,2002,215.4,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,
640000,宁夏回族自治区,2017,3640.1215,2504.3073,757.076,378.7382,3045.4986,289.1084,273.7317
640000,宁夏回族自治区,2016,3709.0448,2512.0496,901.289,295.7062,3087.469,408.2485,183.1514
640000,宁夏回族自治区,2015,3426.4227,2479.2757,742.8309,204.3161,2991.7158,184.3213,218.9229
640000,宁夏回族自治区,2014,3093.9191,2234.1716,674.7423,185.0052,2642.7761,194.5966,242.5123
640000,宁夏回族自治区,2013,2577.7882,1798.3112,577.2039,202.2731,2135.8905,203.2801,213.762
640000,宁夏回族自治区,2012,2033.0345,1421.259,438.1516,173.6239,1604.6955,263.6774,149.8223
640000,宁夏回族自治区,2011,1589.141,1118.5172,338.0322,132.5916,914.3397,152.437,169.0373
640000,宁夏回族自治区,2010,1292.802,855.5,308.1,129.3,824.4,112.7,85.5
640000,宁夏回族自治区,2009,964.1606,607.7422,248.6526,107.7658,622.1053,77.5178,82.8943
640000,宁夏回族自治区,2008,735.7094,436.3283,224.6084,74.7727,422.2825,101.5026,85.6268
640000,宁夏回族自治区,2007,527.6947,320.8738,139.8931,66.9278,277.4299,71.7923,77.5688
640000,宁夏回族自治区,2006,438.733,279.5586,101.1556,58.0188,249.5534,50.0723,50.1588
640000,宁夏回族自治区,2005,381.9897,244.5214,92.4726,44.9957,182.1009,41.7124,73.7786
640000,宁夏回族自治区,2004,316.83,207.64,67.86,41.32,117.14,76.94,44.01
640000,宁夏回族自治区,2003,263.1,191.7238,40.2866,31.1267,107.5707,60.4131,30.8286
640000,宁夏回族自治区,2002,183.5,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,
650000,新疆维吾尔自治区,2017,11795.6405,9457.3556,1290.1653,1048.1196,9961.6304,1089.5872,617.1771
650000,新疆维吾尔自治区,2016,9983.862,7728.3985,1600.3084,655.1551,8436.2564,936.7822,430.3968
650000,新疆维吾尔自治区,2015,10525.4206,7511.6969,2256.2789,757.4448,8160.6103,1206.6278,850.0101
650000,新疆维吾尔自治区,2014,9067.7912,6662.5663,1862.7664,542.4585,6344.9751,1604.8105,749.3847
650000,新疆维吾尔自治区,2013,7371.2357,5280.251,1610.1152,480.8695,5200.2336,1296.7665,529.985
650000,新疆维吾尔自治区,2012,5857.9757,4142.7377,1290.073,425.165,3760.0177,1256.8158,470.1994
650000,新疆维吾尔自治区,2011,4444.9863,3135.6152,972.6445,336.7266,2111.0004,1028.8293,465.6663
650000,新疆维吾尔自治区,2010,3065.1329,2118.3,664.0,282.8,1280.8,840.8,416.8
650000,新疆维吾尔自治区,2009,2434.1466,1680.4642,500.7925,252.8899,884.8834,763.3978,371.3531
650000,新疆维吾尔自治区,2008,2025.6393,1339.6806,478.8278,207.1309,535.0574,807.8708,275.9536
650000,新疆维吾尔自治区,2007,1659.1894,1096.7401,376.7687,185.6806,375.9028,743.9715,238.6806
650000,新疆维吾尔自治区,2006,1418.011,990.9859,269.9114,157.1137,363.3284,543.6397,243.0373
650000,新疆维吾尔自治区,2005,1210.0053,865.4265,224.43,120.1488,339.7472,365.7464,306.3457
650000,新疆维吾尔自治区,2004,1046.43,727.92,205.97,112.54,234.5,358.6,276.06
650000,新疆维吾尔自治区,2003,892.6,629.5456,163.7836,99.2643,200.7032,311.2226,219.3246
650000,新疆维吾尔自治区,2002,734.5,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
