省份编码,省份,年份,新增固定资产投资(不含农户)(亿元),农、林、牧、渔业新增固定资产投资(不含农户)(亿元),采掘业新增固定资产投资(不含农户)(亿元),制造业新增固定资产投资(不含农户)(亿元),电力、煤气及水的生产和供应业新增固定资产投资(不含农户)(亿元),建筑业新增固定资产投资(不含农户)(亿元),交通运输仓储和邮政业新增固定资产投资(不含农户)(亿元),信息传输、计算机服务和软件业新增固定资产投资(不含农户)(亿元),批发和零售业新增固定资产投资(不含农户)(亿元),住宿和餐饮业新增固定资产投资(不含农户)(亿元),金融业新增固定资产投资(不含农户)(亿元),房地产业新增固定资产投资(不含农户)(亿元),租赁和商务服务业新增固定资产投资(不含农户)(亿元),科学研究、技术服务和地质勘查业新增固定资产投资(不含农户)(亿元),水利、环境和公共设施管理业新增固定资产投资(不含农户)(亿元),居民服务和其他服务业新增固定资产投资(不含农户)(亿元),教育新增固定资产投资(不含农户)(亿元),卫生、社会保障和社会福利业新增固定资产投资(不含农户)(亿元),文化、体育和娱乐业新增固定资产投资(不含农户)(亿元),公共管理和社会组织新增固定资产投资(不含农户)(亿元),国际组织新增固定资产投资(不含农户)(亿元)
230000,黑龙江省,2017,8953.0058,1161.1629,353.8776,2687.9393,314.9085,142.2287,714.1181,179.3183,773.5118,219.2383,36.1572,621.085,244.9583,231.2445,653.5813,111.7451,141.8956,138.1628,124.6042,103.2683,
230000,黑龙江省,2016,8281.8144,886.0253,316.2335,2567.9063,235.7697,180.7687,582.5485,154.6395,581.8867,199.7131,59.2986,853.2343,218.7286,184.7366,663.7579,95.8351,153.5064,126.9943,99.4682,120.7631,
230000,黑龙江省,2015,9067.9972,894.9509,435.94,2700.6719,326.3537,233.5513,579.6133,114.7863,591.3027,169.8485,27.0431,1358.7996,174.3615,120.5778,655.4734,86.3614,184.7189,114.057,123.1437,176.4422,
230000,黑龙江省,2014,7162.0936,563.2218,440.9298,1985.1455,299.0039,228.5651,374.919,83.1189,408.7159,184.2694,29.883,1154.0268,119.1339,82.8241,663.9669,52.1499,109.6388,133.7486,64.6542,184.1781,
230000,黑龙江省,2013,7841.5251,685.9216,540.3594,2583.5274,308.2199,282.795,338.0904,66.0889,415.3019,96.809,12.5656,1094.1484,103.4335,89.7106,693.51,52.6858,120.2172,108.7756,79.7781,169.5868,
230000,黑龙江省,2012,6455.1112,460.2406,537.151,2322.6307,318.9932,114.612,371.3156,31.288,238.918,65.2469,16.5443,1084.4111,54.8033,58.6864,400.7479,32.5125,79.8067,54.2121,69.7467,143.2442,
230000,黑龙江省,2011,4736.8713,402.2652,494.7818,1303.5665,268.147,205.3515,287.355,20.1619,157.5552,40.0098,3.8592,933.8265,59.8526,22.5417,281.8076,22.2659,59.5053,42.4263,31.6187,99.9736,
230000,黑龙江省,2010,4335.7,168.1,522.9,1340.2,290.5,72.6,264.1,45.6,146.9,47.2,9.5,754.4,31.1,28.4,336.6,13.6,61.1,37.9,20.7,144.5,
230000,黑龙江省,2009,3478.0249,190.3134,461.546,865.2781,224.6827,40.1573,348.0537,55.7269,116.8212,37.0367,4.5476,499.0304,48.5862,69.1896,174.3338,12.9424,84.1369,65.9901,14.5848,165.0671,
230000,黑龙江省,2008,2405.4071,103.0836,413.6992,562.669,207.6578,44.8018,258.0269,41.9655,66.9277,26.453,1.2761,279.7611,9.3505,28.6047,137.3266,12.1058,61.2244,41.3454,28.5877,80.5403,
230000,黑龙江省,2007,1916.9726,64.0695,334.7932,415.7853,123.8461,25.9743,219.5762,60.5207,47.1337,16.4098,2.0123,282.5707,2.8302,14.106,83.2924,16.1575,57.8896,27.059,28.3294,94.6167,
230000,黑龙江省,2006,1434.2548,53.2104,211.6043,307.989,61.703,29.4456,195.9795,68.3286,30.7616,8.4196,0.4074,222.5536,11.2457,4.1452,52.1372,10.3428,43.4169,19.045,16.631,86.8884,
230000,黑龙江省,2005,1098.0542,35.9289,198.3585,244.2032,46.0745,12.6378,102.7313,44.717,21.306,3.2127,0.2207,166.0856,3.5302,2.4511,76.9391,5.2459,41.359,14.7196,18.6244,59.7087,
230000,黑龙江省,2004,903.57,47.0,105.69,136.7,38.42,15.08,118.7,68.48,9.16,4.29,2.74,183.8,3.24,2.25,43.43,16.0,36.93,7.28,4.64,59.74,
230000,黑龙江省,2003,803.747,24.5361,125.5764,142.6462,55.2758,18.122,68.9337,67.3097,15.7241,2.3454,2.8813,125.0956,12.95,5.5071,36.1332,0.6537,35.289,4.6488,5.1492,54.9697,
230000,黑龙江省,2002,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2019,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2018,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2017,3953.2391,1.5426,,423.1072,171.001,3.3417,400.8217,68.0281,39.7081,7.0109,5.6054,2133.5135,38.7556,41.7715,518.1043,0.3,52.3595,25.7902,12.5142,9.9636,
310000,上海市,2016,2955.2252,3.0582,,383.7568,113.971,1.4806,487.6295,59.0118,21.2048,0.8394,0.1155,1558.7224,44.2785,11.3487,200.5395,0.5355,49.0327,9.3232,3.4616,6.9155,
310000,上海市,2015,3278.7746,2.3838,,480.2575,104.3179,1.335,348.5228,65.0476,16.1287,2.5064,8.7178,1900.4908,36.7068,18.1283,239.659,0.373,23.277,23.8689,4.6101,2.4432,
310000,上海市,2014,2757.564,7.0745,47.3743,446.1452,90.6215,0.801,247.194,57.8065,27.0275,1.1304,9.5697,1584.5703,18.1039,26.3588,132.8868,1.586,35.6837,13.9023,8.1261,1.6015,
310000,上海市,2013,2662.0799,9.3599,,443.3857,79.5899,4.9,311.9986,51.5051,32.8633,19.0343,0.1529,1382.4013,41.248,17.0548,171.3205,4.8804,35.2243,28.7312,16.0476,12.3821,
310000,上海市,2012,2706.3986,6.9807,,610.3468,153.1492,1.453,226.3919,47.9467,21.8498,9.9654,0.1455,1397.1294,35.601,30.1536,116.455,1.6773,23.6292,13.7358,6.1594,3.6289,
310000,上海市,2011,2866.2397,11.734,,677.0042,84.4469,12.8428,281.4976,34.1323,22.506,26.4195,19.337,1418.4802,22.9114,19.7509,156.1833,0.8563,31.4211,18.1099,9.9841,18.6222,
310000,上海市,2010,2653.8,5.1,,496.7,173.4,6.7,443.2,6.7,18.0,31.5,2.7,1013.9,33.8,14.7,340.7,1.8,31.3,10.0,17.7,5.7,
310000,上海市,2009,2331.677,2.0673,0.0822,415.2113,122.1939,4.8428,381.5681,2.0188,16.519,21.0965,0.4437,951.6306,3.8761,5.0248,346.4272,2.6809,16.2492,22.0726,6.5924,11.0796,
310000,上海市,2008,2523.1923,1.3415,0.9368,820.6393,131.2701,2.0053,298.6781,25.9402,7.8211,10.0081,18.0036,1044.8106,6.67,17.1713,83.2987,0.917,29.0577,3.536,12.7511,8.3358,
310000,上海市,2007,2162.2312,2.639,1.1815,408.3163,57.0507,2.398,193.8458,69.9007,18.9954,5.095,11.7145,1091.8978,4.3353,15.3066,165.7423,0.2349,81.7907,8.5746,4.2704,18.9417,
310000,上海市,2006,2177.5501,3.1712,0.4969,514.3049,123.9112,3.7271,180.3887,34.0044,6.5256,5.6265,1.933,1098.4253,4.715,15.1424,117.5178,0.8454,40.6995,9.8779,2.9493,13.288,
310000,上海市,2005,2195.0626,0.9331,0.2197,591.4803,64.7126,2.5718,132.4881,3.9501,18.7509,24.7782,0.62,1091.9994,8.5214,6.9877,143.2322,0.7719,52.2681,7.1579,26.7209,16.8983,
310000,上海市,2004,1943.37,1.2,0.25,448.83,168.89,3.23,227.29,47.88,5.14,2.47,1.6,841.37,1.84,4.54,113.51,0.13,32.65,23.4,10.68,8.48,
310000,上海市,2003,1487.9275,0.856,,307.0165,60.7557,4.3722,75.5216,2.1915,4.4929,9.452,,830.6788,0.7369,5.4293,148.8816,0.0183,20.607,7.7407,2.889,6.2875,
310000,上海市,2002,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2001,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2019,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2018,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2017,38199.4172,395.1309,86.5874,19982.6239,1115.4214,201.4935,2069.8772,411.8491,1380.0917,355.7655,66.7211,5304.02,1303.083,561.4243,3333.9342,221.1148,442.9041,308.1226,310.1608,349.0917,
320000,江苏省,2016,33750.9427,316.506,57.6226,17279.8089,926.2818,91.7809,1486.5429,476.5178,1325.587,332.8727,57.3459,5379.1963,1056.4816,466.0798,2820.5294,202.3945,404.7846,250.0698,396.0561,424.4841,
320000,江苏省,2015,36518.8619,250.0327,90.0022,18202.8792,1017.0227,108.6882,1952.4457,550.06,1268.6458,515.7084,108.2525,5908.9113,853.7643,544.6054,3389.5656,223.7659,478.6633,346.4522,348.9759,360.4206,
320000,江苏省,2014,31952.6631,228.4468,84.8551,16316.3966,924.2599,47.381,1771.4882,475.9686,840.1628,362.0856,125.8803,5546.0669,576.2346,454.0307,2780.2118,136.1587,421.5468,166.7335,377.5728,317.1824,
320000,江苏省,2013,26369.2977,186.6773,71.4887,14073.9546,753.4983,41.7863,1096.7644,263.9129,540.9409,377.5638,40.0437,5404.0506,444.9832,253.6645,1797.076,122.4373,269.9969,151.498,244.9902,233.9701,
320000,江苏省,2012,22090.7912,151.3628,70.594,11896.8753,569.7635,57.6803,778.0821,215.87,510.3011,331.1898,49.2099,4648.4139,397.3149,186.2099,1321.7655,81.4434,243.2526,128.6213,208.0003,244.8406,
320000,江苏省,2011,18796.889,117.3315,69.2247,10535.5854,393.6164,87.2787,840.7795,147.8667,427.0089,249.1834,22.9459,3489.6775,167.7943,127.1458,1354.2642,83.8572,232.9303,109.0637,121.8249,219.51,
320000,江苏省,2010,12097.1,43.2,25.6,5490.8,431.7,41.4,577.8,94.3,294.7,154.5,11.6,3075.3,176.0,84.4,1112.2,33.4,149.8,71.3,92.3,136.9,
320000,江苏省,2009,10303.6183,31.1092,17.6784,4818.89,382.1048,47.1898,479.8721,75.74,275.9259,145.9549,8.1593,2600.1177,137.1153,69.4059,823.5215,28.4974,125.9024,53.1035,82.3561,100.9741,
320000,江苏省,2008,7645.8869,20.6335,15.8891,3387.4487,268.6539,37.1003,349.8241,41.0301,175.0632,115.079,2.0513,2185.8294,112.1996,34.0897,566.9826,26.5033,110.2792,47.2932,65.8652,84.0715,
320000,江苏省,2007,6321.8104,14.1819,4.4719,2698.2854,545.1516,43.9854,508.9023,30.6099,135.0191,62.215,1.1261,1490.0447,44.1506,23.4725,478.7844,11.0988,104.2019,28.8596,45.5803,51.669,
320000,江苏省,2006,6306.4628,13.9104,17.8349,2165.4635,471.6644,17.9324,436.3073,66.3244,136.581,50.4249,0.906,2146.0488,33.2407,8.0987,479.5075,7.2851,120.8905,36.9098,36.6644,60.4681,
320000,江苏省,2005,4956.684,10.2607,29.1918,1865.4028,486.7918,21.3758,614.0044,64.2419,79.9191,34.0013,0.56,1075.4919,47.8394,5.7352,350.4104,6.3801,142.4167,19.7316,39.2101,63.719,
320000,江苏省,2004,3094.69,5.06,12.92,1123.21,268.41,17.71,338.02,57.85,53.85,21.16,3.35,655.44,19.13,10.31,317.11,2.85,102.4,13.35,20.01,52.55,
320000,江苏省,2003,2290.2783,9.3034,15.2599,765.8853,166.7375,7.3049,156.8791,81.549,35.1087,13.0465,1.1694,449.2475,8.7987,13.9029,370.3637,2.9254,95.1226,19.7664,20.6403,57.2671,
320000,江苏省,2002,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2001,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2019,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2018,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2017,18278.2051,301.867,35.1334,5560.8989,828.4339,11.076,1215.3778,182.5487,215.8041,183.3877,63.5935,5494.7041,403.5195,93.7646,2779.216,56.8659,302.453,195.7824,221.655,132.1236,
330000,浙江省,2016,18832.4986,285.2748,39.9184,5980.5692,766.7397,7.312,1232.0608,179.8105,235.3086,155.1839,55.6274,5526.9059,417.8447,97.2913,2929.754,63.2215,274.3414,120.2281,246.0871,219.0193,
330000,浙江省,2015,17009.3914,269.3323,45.1073,6129.285,916.0251,28.9234,1198.4019,154.4358,238.7706,191.1035,52.4824,4329.1054,364.9871,77.0876,2085.9033,49.1321,287.8642,171.3189,175.9493,244.1762,
330000,浙江省,2014,14088.0871,213.2657,40.128,5301.5766,718.3971,28.95,898.7485,86.427,278.0573,178.2299,31.5246,4061.8059,234.4918,66.7535,1270.8479,30.826,195.1808,117.0813,155.4932,180.302,
330000,浙江省,2013,10783.505,161.2244,30.7689,4325.6688,428.8406,16.1523,972.8657,45.2001,166.2458,123.9161,24.4832,2825.5042,134.02,60.0416,952.4152,13.996,151.0284,75.6178,139.5281,135.9878,
330000,浙江省,2012,8232.8033,103.3518,28.333,3431.0732,277.1704,13.4987,725.6954,45.916,127.256,114.1261,24.9317,2103.9211,67.0991,12.3341,717.2351,16.4215,112.7521,75.3869,91.4408,144.8603,
330000,浙江省,2011,7432.6005,70.9157,16.2248,3110.2868,285.692,12.5166,580.847,30.7105,128.5829,101.5918,8.1882,1787.3741,105.0708,44.8844,832.072,8.2944,86.4962,58.4723,61.1856,103.1944,
330000,浙江省,2010,4721.3,13.8,0.5,1209.5,444.0,12.8,493.9,35.9,131.1,75.5,9.3,1480.1,36.4,6.9,558.7,4.0,78.1,46.2,35.2,49.4,
330000,浙江省,2009,4135.6038,11.9551,0.4103,1044.9999,317.6021,8.7636,697.7064,122.973,77.0164,58.4846,11.3047,1087.9211,38.299,15.1959,433.3046,2.7481,90.6735,28.0551,39.1379,49.0525,
330000,浙江省,2008,3434.8447,6.9271,0.3488,977.8557,205.7192,10.2872,500.1748,21.9815,37.851,24.5924,11.0808,1185.1595,33.2035,9.6046,249.6591,1.7939,70.6606,39.4433,13.395,35.1067,
330000,浙江省,2007,3250.7024,9.2266,1.2463,946.3212,330.8926,6.3735,391.2283,39.4836,29.8527,43.7202,8.3628,1023.4101,12.7123,1.5686,247.8177,2.3869,70.1263,34.1375,18.1685,33.6667,
330000,浙江省,2006,3006.935,9.0281,2.0198,822.6375,374.3665,10.7423,437.7954,35.6497,24.4494,17.0312,6.5016,776.4296,16.993,2.3438,274.9009,1.5352,63.1914,38.2647,21.0923,71.9626,
330000,浙江省,2005,2715.55,6.5068,1.7337,743.5819,281.4989,4.9131,289.9229,41.3662,24.0235,18.8858,4.5526,797.6801,16.9513,8.1049,294.3839,4.1555,86.943,20.0985,27.4976,42.7498,
330000,浙江省,2004,2091.27,4.83,1.39,474.43,234.06,6.53,198.72,55.34,18.54,8.61,6.61,587.55,8.47,1.37,281.66,11.5,101.78,26.44,16.38,47.05,
330000,浙江省,2003,1778.3296,3.756,1.0746,338.6954,74.1506,12.2857,217.8324,49.1304,18.3866,9.5464,1.517,596.648,16.8065,4.0639,225.8936,8.7869,108.77,23.6405,15.5317,51.8134,
330000,浙江省,2002,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2001,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2019,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2018,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2017,17555.5508,599.8042,223.7213,8044.1719,862.072,57.1937,1042.5019,205.5578,500.5547,143.1779,31.1403,2210.0715,384.6888,194.5942,2082.0455,85.8552,280.7854,169.5602,140.1927,297.8616,
340000,安徽省,2016,15981.4809,588.3525,157.8918,6613.0239,598.9337,125.7742,889.1318,212.2071,742.5387,195.3745,50.7202,2571.8476,431.4143,208.6066,1689.0695,85.4756,228.8703,135.0088,145.277,311.9628,
340000,安徽省,2015,16693.46,654.6537,238.4741,7118.9766,536.4617,106.9285,793.6606,188.7796,803.3772,208.9369,59.8769,2964.2281,337.4373,207.3995,1540.4734,83.1774,250.7449,150.4058,152.8826,296.5852,
340000,安徽省,2014,13963.951,428.4091,226.9025,6021.6332,367.9604,96.36,578.9594,109.6378,646.6022,184.2631,74.1912,2685.1303,247.3781,145.407,1368.8578,76.0178,175.767,118.17,147.5229,264.7812,
340000,安徽省,2013,11103.528,293.3132,203.8592,4713.4266,282.8042,61.4113,463.0588,86.3193,323.9715,181.0481,70.3687,2665.4056,142.7484,76.67,975.1935,47.7429,148.4673,79.5316,110.2472,177.9406,
340000,安徽省,2012,8452.6929,231.3188,203.5295,3797.3016,301.7406,37.2082,291.664,46.5165,223.7051,133.9054,54.2667,1739.9878,72.5684,68.801,775.542,34.6935,124.1241,61.9226,84.2063,169.6908,
340000,安徽省,2011,6823.6331,127.2259,266.1696,3060.0562,198.7356,203.5605,225.4028,39.9313,150.405,116.7751,51.9515,1430.7952,70.9844,34.6932,481.8157,22.5059,117.2571,60.7908,55.0351,109.5422,
340000,安徽省,2010,5503.5,74.3,201.2,2230.5,205.0,205.3,223.2,51.5,137.0,99.3,11.5,1174.9,31.1,41.9,489.9,19.3,86.0,51.0,57.2,113.3,
340000,安徽省,2009,4542.8032,71.6894,193.2506,1725.8106,214.7408,184.7307,187.448,66.7123,127.0705,86.225,9.26,899.8318,26.7224,17.276,434.2458,19.2326,96.0226,39.2309,57.8674,85.4358,
340000,安徽省,2008,2849.4753,41.4429,185.2919,956.8461,198.0058,97.6373,245.7052,29.4536,77.2809,48.2714,9.8905,592.4984,26.3584,8.7441,176.9956,9.3926,46.2281,24.8254,22.7438,51.8633,
340000,安徽省,2007,2327.986,23.0065,97.5124,898.9226,209.5046,52.1632,156.4538,31.6988,57.1091,40.8215,5.2952,447.4726,17.1156,10.4051,149.9739,10.3921,47.378,16.8864,18.3556,37.519,
340000,安徽省,2006,1500.7057,19.5938,38.1698,480.3977,117.0237,34.2318,133.3202,27.7839,38.5021,18.104,2.5439,353.7171,4.4432,4.3068,112.1317,4.3209,41.8117,12.5026,14.686,43.1148,
340000,安徽省,2005,1081.2991,11.8044,23.2124,307.8613,101.1291,21.4015,116.1036,23.005,19.1813,8.8496,1.3225,259.5679,5.1097,4.2493,93.4477,1.6232,31.8948,8.8605,7.2619,35.4134,
340000,安徽省,2004,939.87,7.05,44.45,297.04,23.9,36.93,121.43,20.1,15.6,8.44,3.32,203.4,5.95,3.81,43.97,1.3,39.8,7.16,4.18,52.05,
340000,安徽省,2003,595.2109,6.9092,18.2836,169.6247,27.9519,22.621,41.4175,27.3325,12.1032,4.1895,0.8556,144.9323,1.9437,1.5079,27.3469,0.7519,29.5837,4.6569,2.1446,51.0543,
340000,安徽省,2002,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2001,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2019,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2018,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2017,18009.5885,952.3028,162.6921,6037.2467,867.0762,51.1342,1773.4429,290.6365,556.9894,186.1577,10.7277,2324.6794,248.556,96.1076,3147.2706,80.138,305.6625,172.5409,409.9275,336.2998,
350000,福建省,2016,13194.3537,679.0348,183.3786,4521.4089,748.7298,48.6824,1209.1411,216.6673,325.1296,106.1225,39.562,1795.1503,212.3675,66.6833,2217.6196,43.9461,209.911,116.812,180.9482,273.0587,
350000,福建省,2015,15407.7411,601.1834,274.1393,5672.3298,639.467,156.0499,1370.2971,227.7693,510.732,196.5342,59.8028,2124.7181,260.9342,63.9449,2179.5402,75.7329,243.4609,143.9435,223.8683,383.2933,
350000,福建省,2014,10977.1749,381.205,213.2823,4277.331,573.6787,141.7764,879.0231,95.1015,283.0984,188.8756,22.5213,1811.8556,113.4758,38.8712,1242.304,47.7582,136.9079,79.4918,184.1055,266.5116,
350000,福建省,2013,8300.6608,241.5152,206.5335,3400.0508,571.3195,52.7734,638.2686,103.4152,180.4021,127.2996,34.6937,1392.7048,59.0626,21.5672,805.2245,25.0134,99.0844,52.1771,134.3664,155.1888,
350000,福建省,2012,6311.1786,179.7175,132.9814,2698.3911,357.3473,30.2783,560.4913,103.1918,121.3794,99.0763,20.1935,939.4926,65.6957,7.22,597.7705,16.4618,127.3576,39.4964,83.4975,131.1386,
350000,福建省,2011,4649.4822,116.3027,95.791,2075.6675,273.5895,10.2035,445.3896,83.1024,92.5507,79.4137,13.5638,771.6083,27.2443,14.5582,306.3344,9.516,76.5813,27.4601,62.273,68.3322,
350000,福建省,2010,2625.9,33.6,39.7,995.0,180.2,5.1,312.1,97.9,68.4,29.7,18.6,543.0,25.8,5.1,149.7,2.8,30.0,21.6,22.9,44.4,
350000,福建省,2009,2378.6125,28.5723,49.4119,792.2488,257.0512,7.1366,203.3142,73.93,44.17,39.6736,13.6524,481.457,11.371,8.1207,177.6485,3.5573,50.5839,22.5938,14.8009,99.3184,
350000,福建省,2008,1768.3429,21.3955,28.9495,582.8585,100.06,3.02,207.4459,82.5886,25.2705,27.8439,10.6747,400.5956,14.3491,6.4883,118.4201,0.9963,28.7687,14.2993,16.182,78.1364,
350000,福建省,2007,1239.1344,9.5477,10.628,435.0386,110.1335,2.2607,92.5329,56.6681,10.7797,14.0317,6.9177,323.5186,12.9686,3.2657,67.0341,0.6297,31.9731,10.1503,6.2974,34.7583,
350000,福建省,2006,951.0962,6.4448,6.18,257.0442,192.9758,5.7616,48.9347,51.9299,6.3167,7.1204,6.857,259.8555,3.7393,0.7979,32.5949,0.6362,25.2387,6.2399,7.8431,24.5856,
350000,福建省,2005,867.5262,7.0219,4.0205,255.0195,83.8996,5.9565,52.0434,54.8367,5.1838,10.5202,5.8516,250.7513,3.0759,1.2053,33.8936,0.8658,30.9562,6.6292,4.8305,50.9647,
350000,福建省,2004,939.37,5.15,2.45,233.79,61.64,2.88,214.84,58.45,4.54,5.26,2.29,246.14,9.29,1.37,33.12,1.67,28.81,5.54,4.54,17.58,
350000,福建省,2003,691.4113,4.3138,0.4416,192.9354,39.0829,3.1726,47.2703,57.4254,6.2887,2.431,1.5751,232.2716,3.6166,2.1985,30.9045,0.7619,21.9316,9.2121,3.0731,32.5046,
350000,福建省,2002,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2001,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2019,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2018,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2017,12080.1818,320.8685,135.1832,6261.4477,513.2633,38.0408,310.5589,141.9315,676.3914,129.4034,42.0783,910.7345,479.203,118.552,1253.2207,66.8179,148.6644,98.742,107.6542,327.4261,
360000,江西省,2016,10606.5837,291.0336,185.9112,5599.9958,429.4644,41.9646,415.7151,109.9727,639.125,189.7109,28.174,856.1572,214.5387,103.7643,926.2724,92.4267,135.2216,75.1809,107.9173,164.0373,
360000,江西省,2015,11961.253,367.3022,211.7036,5991.1072,342.7495,91.2096,494.7323,103.3652,755.6874,196.3705,26.7261,1137.3673,223.5968,85.615,1134.7991,104.3836,208.2437,121.3652,198.8019,166.1268,
360000,江西省,2014,9694.1726,294.3527,238.8058,5015.9564,297.8787,39.0759,376.0768,46.8739,468.811,188.6014,23.0829,1120.3732,120.8961,39.1359,922.119,42.4057,122.0227,63.1881,101.2044,173.312,
360000,江西省,2013,7913.6944,213.1388,162.1774,4363.1426,232.7841,35.067,194.2262,36.8589,374.8184,178.5457,17.5495,927.4497,100.0434,37.0047,640.9822,43.7534,129.728,57.5187,75.9587,92.947,
360000,江西省,2012,7296.8292,207.681,207.6044,4027.7485,190.9235,70.5744,171.2688,40.3647,323.4564,183.6121,19.6828,814.7478,66.9581,32.3409,574.4243,42.97,103.4072,61.9754,58.7576,98.3313,
360000,江西省,2011,6182.6527,126.1801,152.0937,3411.1014,254.1974,37.0056,275.5522,31.4482,221.9856,152.9186,19.641,568.8814,69.3838,20.9228,528.5517,24.0125,88.4473,44.9298,82.5962,72.8034,
360000,江西省,2010,5457.4,82.8,139.0,3271.7,171.9,22.2,200.5,41.2,164.6,163.5,13.5,486.4,47.3,41.2,381.7,20.6,77.1,42.8,40.6,48.8,
360000,江西省,2009,3975.5858,74.3989,113.6,2315.4137,174.7618,11.8917,95.2376,41.0235,139.7764,114.5548,19.4945,343.506,30.459,11.1297,302.6047,12.5073,61.999,25.1836,32.625,55.4186,
360000,江西省,2008,2962.5006,36.4201,71.4824,1548.4618,92.0419,13.1416,108.0833,36.8736,71.6727,74.5409,4.497,323.287,17.0633,6.2557,291.5532,9.6926,120.4669,18.4879,26.8127,91.666,
360000,江西省,2007,1630.5215,15.4692,32.0245,753.2459,62.0685,9.4237,140.016,33.5021,41.9777,54.9743,3.3363,214.0564,18.0607,3.4945,102.5869,2.9217,52.3353,15.7758,13.7779,61.4741,
360000,江西省,2006,1296.0379,15.0021,23.6438,492.7722,54.8943,4.1042,113.7567,23.3692,32.7663,35.3916,2.8572,185.1143,7.7682,2.3458,140.7814,5.2548,41.0119,23.2549,20.9368,71.0122,
360000,江西省,2005,977.8309,11.7776,17.782,368.1743,47.1523,3.4188,92.5195,19.9478,22.9488,19.3909,2.6206,159.6618,7.0957,1.4699,77.1829,2.2178,57.5828,18.8727,9.0387,38.976,
360000,江西省,2004,717.01,4.39,7.11,230.59,47.67,1.72,87.25,11.47,20.97,7.38,0.94,129.98,3.9,1.34,57.29,1.1,31.7,14.9,12.88,44.42,
360000,江西省,2003,676.0689,6.1343,17.5975,154.3871,59.7096,0.4272,131.4655,8.4184,14.7777,7.9915,2.5406,124.0724,1.2134,0.9832,59.1192,1.1387,26.3299,22.2151,6.0335,31.5141,
360000,江西省,2002,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2019,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2018,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2017,32084.4198,907.399,417.9145,15092.2165,1403.3549,558.5658,1885.7665,185.2494,1336.4735,236.1519,69.7362,4200.104,833.5747,604.7775,2160.2188,159.2204,642.1993,301.3066,607.0699,483.1204,
370000,山东省,2016,31182.1338,897.2311,320.9031,15425.3862,1244.6142,668.8286,1459.7399,152.5801,1634.6041,239.9817,50.6098,3738.8962,714.8351,671.6822,1860.0634,207.3631,467.2455,295.1608,367.0785,765.3302,
370000,山东省,2015,32845.981,921.4822,519.3574,15302.3083,1002.9699,698.7691,2050.2411,136.6747,2112.8468,213.5583,49.1536,4419.5665,511.7968,693.8091,1894.8468,264.8337,443.4749,295.213,394.7593,920.3195,
370000,山东省,2014,28261.538,725.6701,543.5138,13293.6956,776.8149,611.8741,1446.1615,106.8734,1486.939,269.2768,61.4907,4300.2401,406.8502,528.3913,1589.1916,288.5667,395.0532,228.8877,492.4612,709.5861,
370000,山东省,2013,22996.6905,639.8392,484.1773,10225.0376,642.302,333.7975,1236.3414,51.5342,1087.2757,296.7655,40.4537,4017.3321,314.106,549.3971,1274.6661,280.0478,294.8797,147.6195,418.3934,662.7247,
370000,山东省,2012,19340.7793,532.8813,491.7501,8592.4519,471.1659,382.5082,967.5865,53.0939,865.3467,258.6056,35.03,3449.5928,180.0311,313.7608,967.6822,254.847,243.891,116.8448,466.0154,697.6941,
370000,山东省,2011,17068.7869,422.8139,486.5574,7601.8494,377.8408,350.9784,870.5541,29.0601,702.2938,274.7374,18.235,2976.2254,124.395,176.4241,1011.9964,249.2294,209.9537,144.6707,345.0312,695.9407,
