省份编码,省份,年份,全社会住宅投资(亿元),城镇住宅投资(亿元),房地产住宅投资(亿元)
630000,青海省,2003,27.95,24.2878,15.4551
630000,青海省,2002,,,
630000,青海省,2001,,,
630000,青海省,2000,,,
640000,宁夏回族自治区,2019,,,281.7355
640000,宁夏回族自治区,2018,,,300.4052
640000,宁夏回族自治区,2017,469.5816,408.0707,387.7532
640000,宁夏回族自治区,2016,524.8589,468.4717,435.4115
640000,宁夏回族自治区,2015,501.5121,444.1651,396.6814
640000,宁夏回族自治区,2014,526.7259,476.5256,411.5773
640000,宁夏回族自治区,2013,461.4424,416.4569,340.265
640000,宁夏回族自治区,2012,360.759,322.5709,279.4871
640000,宁夏回族自治区,2011,305.2217,272.9484,239.5186
640000,宁夏回族自治区,2010,238.8,209.3,187.3
640000,宁夏回族自治区,2009,162.2594,141.261,126.0821
640000,宁夏回族自治区,2008,127.3016,106.3528,87.8549
640000,宁夏回族自治区,2007,90.7829,75.8328,67.3283
640000,宁夏回族自治区,2006,78.1469,64.5808,55.784
640000,宁夏回族自治区,2005,63.6306,54.2207,47.5437
640000,宁夏回族自治区,2004,56.95,48.09,41.81
640000,宁夏回族自治区,2003,62.92,51.91,34.763
640000,宁夏回族自治区,2002,,,
640000,宁夏回族自治区,2001,,,
640000,宁夏回族自治区,2000,,,
650000,新疆维吾尔自治区,2019,,,724.1256
650000,新疆维吾尔自治区,2018,,,642.4805
650000,新疆维吾尔自治区,2017,968.3916,771.3571,588.2476
650000,新疆维吾尔自治区,2016,1036.8839,790.7532,518.8334
650000,新疆维吾尔自治区,2015,1268.956,1032.5134,603.6606
650000,新疆维吾尔自治区,2014,1368.8748,1082.5601,616.3046
650000,新疆维吾尔自治区,2013,1354.5412,1108.9006,555.6183
650000,新疆维吾尔自治区,2012,1130.9164,985.9379,444.2667
650000,新疆维吾尔自治区,2011,886.9194,808.8259,416.3926
650000,新疆维吾尔自治区,2010,561.3,481.9,281.6
650000,新疆维吾尔自治区,2009,376.8043,313.125,188.253
650000,新疆维吾尔自治区,2008,349.5687,293.6672,193.746
650000,新疆维吾尔自治区,2007,285.1187,225.8008,139.036
650000,新疆维吾尔自治区,2006,234.4037,192.5162,89.9482
650000,新疆维吾尔自治区,2005,166.2802,135.7814,67.9521
650000,新疆维吾尔自治区,2004,138.14,116.68,57.48
650000,新疆维吾尔自治区,2003,118.68,104.9969,54.777
650000,新疆维吾尔自治区,2002,,,
650000,新疆维吾尔自治区,2001,,,
650000,新疆维吾尔自治区,2000,,,
