省份编码,省份,年份,房屋施工面积(万平方米),住宅房屋施工面积(万平方米),商品住宅房屋施工面积(万平方米),房屋竣工面积(万平方米),住宅房屋竣工面积(万平方米),商品住宅房屋竣工面积(万平方米),房屋竣工价值(亿元),住宅房屋竣工价值(亿元),商品住宅房屋竣工价值(亿元)
370000,山东省,2016,96821.0631,56134.183,44158.1122,29205.4027,16756.1702,6358.1612,,,
370000,山东省,2015,106744.7915,55527.9586,42276.5066,28715.3575,17184.556,6185.5645,,,
370000,山东省,2014,110268.1952,53755.3372,40648.815,28297.1858,16815.7769,6090.7374,4034.5891,2124.2767,1373.9569
370000,山东省,2013,107221.8145,53246.1609,38571.8397,28385.6618,17601.8142,6063.3524,4075.7544,2206.3579,1371.7108
370000,山东省,2012,94312.5787,50107.7857,33715.2452,30102.8163,18927.7946,6086.7092,3952.5877,2190.7453,1266.5391
370000,山东省,2011,83540.0113,44377.1289,29047.3193,28705.4741,17237.3894,5311.774,3673.8758,1959.7128,1078.6152
370000,山东省,2010,71397.4,37278.3,22728.1,22560.9,13439.8,4270.8,2822.0,1533.8,875.9
370000,山东省,2009,57318.8209,30550.0276,18133.1099,21364.1398,12718.4331,4319.569,2602.404,1441.1512,835.6492
370000,山东省,2008,48796.037,26796.7025,16524.0158,19373.6538,11004.3659,3908.397,2205.33,1170.827,650.4435
370000,山东省,2007,42797.0717,22276.8936,12671.4248,18688.1384,10307.4307,3317.1944,1852.6667,927.8557,469.3441
370000,山东省,2006,38932.7516,19060.5788,10252.3165,18680.5572,9935.4524,3153.0626,1708.0811,809.4229,385.1687
370000,山东省,2005,42020.8481,17303.6155,8671.3499,25926.2833,9879.3409,3063.5151,1999.9471,759.0596,385.0298
370000,山东省,2004,33913.89,16494.07,6668.19,21330.17,10417.67,1944.79,1494.6,624.96,210.82
370000,山东省,2003,17763.8,8289.52,,7538.6,3378.7,,279.9368,,
370000,山东省,2002,12068.4,5953.18,,5590.4,2716.3,,,,
370000,山东省,2001,9062.2,4996.01,,4217.9,2310.9,,161.3481,,
370000,山东省,2000,8921.1,4479.9,,3807.5,2214.1,,,,
410000,河南省,2019,,,,,,,,,
410000,河南省,2018,,,,,,,,,
410000,河南省,2017,,,,,,,,,
410000,河南省,2016,75452.064,45175.491,35579.015,18614.0801,11952.0132,5015.2314,,,
410000,河南省,2015,80816.895,42087.1559,31210.5627,20640.6249,12560.122,4237.9199,,,
410000,河南省,2014,89258.194,44616.3523,29831.2616,24051.0712,15667.2185,5767.1751,4413.851,1857.7065,1096.1813
410000,河南省,2013,96791.4542,45799.5175,28113.5915,24856.3571,16175.3616,4916.311,3027.4339,1751.9896,884.1498
410000,河南省,2012,81027.557,42959.6618,23466.987,27641.0053,18074.4101,4888.171,2782.8604,1773.596,846.1462
410000,河南省,2011,72549.1546,41369.7192,20620.7038,28113.9236,19803.9319,4806.7924,2683.7313,1654.8356,778.023
410000,河南省,2010,68129.6,38514.9,16902.0,30198.4,20077.4,3852.6,2537.1,1422.9,523.8
410000,河南省,2009,59865.1247,35069.1868,13460.2373,30757.3992,19409.3513,2991.7889,2285.9618,1238.5355,365.384
410000,河南省,2008,48286.6576,29899.672,11666.2052,26425.7887,17022.4034,2597.0308,1926.9074,1050.4804,330.75
410000,河南省,2007,40350.2953,25778.0693,8628.9316,24367.4022,16241.8837,2338.2265,1641.1499,890.0592,254.5156
410000,河南省,2006,30396.0811,19453.4957,5610.1961,18733.0541,13103.1475,1406.9778,1101.4282,601.7686,145.0194
410000,河南省,2005,26647.0545,17342.5162,3895.4371,17956.7167,12915.5879,1151.3882,887.6519,527.9346,115.9405
410000,河南省,2004,23780.77,15732.19,3304.5,17294.44,12301.01,967.6,740.67,474.46,80.66
410000,河南省,2003,24260.1,14114.07,,15761.5,11116.2,,85.9132,,
410000,河南省,2002,18252.1,12782.77,,13295.4,10256.0,,,,
410000,河南省,2001,16481.1,11559.12,,12610.2,9576.7,,45.7421,,
410000,河南省,2000,15894.3,11292.39,,12331.3,9424.0,,,,
420000,湖北省,2019,,,,,,,,,
420000,湖北省,2018,,,,,,,,,
420000,湖北省,2017,,,,,,,,,
420000,湖北省,2016,48504.2338,28187.2998,21803.0093,12677.9513,7138.3746,2348.3782,,,
420000,湖北省,2015,53370.2844,26463.7666,20906.6497,17994.3367,6454.6478,2193.4408,,,
420000,湖北省,2014,55383.8445,25994.9647,19610.0893,17826.9582,7161.2128,2812.3513,2903.559,1263.4549,777.6066
420000,湖北省,2013,50275.3506,23940.9142,16640.2685,16794.0014,7753.756,2547.3941,2712.9058,1082.976,566.709
420000,湖北省,2012,39262.7124,19515.8374,13013.0082,15383.5124,7832.5772,2795.2078,2605.8212,1193.4391,725.9367
420000,湖北省,2011,31614.1739,17146.8417,11013.2961,14654.6435,7972.1314,2728.3899,2109.1427,1090.3603,657.8975
420000,湖北省,2010,25074.4,14964.1,9172.4,11434.4,6996.4,2129.3,1552.7,769.1,440.9
420000,湖北省,2009,21095.5551,13062.1905,7737.4558,10609.4143,6743.92,2007.343,1325.2687,751.495,441.3289
420000,湖北省,2008,17597.0898,11173.7918,6659.5337,8533.975,5859.6298,1795.7572,900.0931,577.4646,349.1973
420000,湖北省,2007,13982.4633,9448.0807,5513.1096,7725.5779,5557.5666,1814.6914,802.0353,500.0594,311.205
420000,湖北省,2006,12157.4494,8207.2485,4610.9448,6871.2167,4919.4415,1604.8251,594.3258,392.8037,253.0964
420000,湖北省,2005,12522.3866,8125.3811,4012.1265,7811.9356,5268.5983,1411.665,568.6933,356.7644,200.0066
420000,湖北省,2004,11130.33,7447.39,3354.19,7250.05,5111.58,1329.8,467.58,286.44,136.31
420000,湖北省,2003,10667.78,7276.62,,7469.17,5457.42,,143.4262,,
420000,湖北省,2002,10301.0,7019.76,,7796.76,5583.27,,,,
420000,湖北省,2001,10040.11,7273.21,,7716.37,5850.25,,102.5616,,
420000,湖北省,2000,9920.42,6831.02,,7508.96,5417.38,,,,
430000,湖南省,2019,,,,,,,,,
430000,湖南省,2018,,,,,,,,,
430000,湖南省,2017,,,,,,,,,
430000,湖南省,2016,100295.6182,28186.6999,21617.1732,12092.338,8300.7516,3358.5382,,,
430000,湖南省,2015,43616.5986,28967.0193,20807.9023,12024.1629,9394.2397,3087.4198,,,
430000,湖南省,2014,43123.8246,27904.945,20567.9616,10709.5548,8598.5267,3176.8662,1820.6332,1351.7159,772.2854
430000,湖南省,2013,41881.3617,29224.1104,19594.2736,11171.8922,8966.4648,3764.7106,1926.9871,1395.1793,889.5546
430000,湖南省,2012,36304.3588,25740.2847,16773.6828,12912.4311,10765.7424,3688.5478,1741.5662,1320.8434,834.4653
430000,湖南省,2011,33938.7638,24275.8224,16409.9187,12218.0743,9973.8842,3436.4221,1455.2555,1096.5877,702.4444
430000,湖南省,2010,32554.5,21563.1,13772.6,11522.3,9286.5,2828.8,1153.0,853.4,526.9
430000,湖南省,2009,26439.5383,19006.5991,11301.36,11030.12,8907.4723,2500.5001,959.3002,700.4356,444.4437
430000,湖南省,2008,22182.9013,16244.4671,8740.1235,10087.2251,8274.2826,2040.2295,641.8756,460.6541,262.1093
430000,湖南省,2007,18578.9786,13000.6639,6434.55,9343.1179,7301.6571,1677.0554,588.2193,372.4808,204.1658
430000,湖南省,2006,15709.103,10805.7688,4909.7064,8423.3094,6449.1422,1401.0606,538.1089,337.8144,157.0555
430000,湖南省,2005,14914.3475,9541.5819,3799.3526,8520.5795,6173.2783,1386.5346,479.3849,298.6782,134.5623
430000,湖南省,2004,14490.1,9291.68,2999.48,8979.03,6596.27,1173.04,450.43,276.55,94.14
430000,湖南省,2003,12818.9,9084.53,,8570.0,6099.0,,111.4571,,
430000,湖南省,2002,14608.5,,,10752.8,8366.0,,,,
430000,湖南省,2001,12870.6,,,10216.7,8344.9,,56.0467,,
430000,湖南省,2000,13170.3,,,10892.5,9117.5,,,,
440000,广东省,2019,,,,,,,,,
440000,广东省,2018,,,,,,,,,
440000,广东省,2017,,,,,,,,,
440000,广东省,2016,87713.0899,48071.7288,44170.9981,16436.4008,7496.7747,4773.0391,,,
440000,广东省,2015,87521.5351,45959.0497,40388.819,18065.4697,7714.5211,4435.403,,,
440000,广东省,2014,85344.2495,44102.3898,38290.0626,20355.6093,9261.7753,5442.4875,4714.9785,2415.9005,1936.148
440000,广东省,2013,76528.6013,40213.493,33690.6742,18185.6061,8623.4462,4748.2471,4297.1064,2038.8482,1536.5265
440000,广东省,2012,64678.5088,35222.3138,29253.2363,16553.3004,8822.5633,4918.1619,3660.0493,2005.7581,1580.0759
440000,广东省,2011,62791.6272,33711.3926,27377.8817,18239.481,9471.6186,4884.1797,3444.0057,1817.1232,1396.5078
440000,广东省,2010,55201.2,30156.5,22253.8,18359.6,10377.1,4589.2,3161.3,1787.0,1276.1
440000,广东省,2009,47645.1368,25848.3697,18994.1474,16948.3714,9209.464,4111.5959,2600.1883,1478.9296,1054.2801
440000,广东省,2008,45275.1152,25159.7279,18354.637,17514.0797,9446.8644,4032.6419,2516.1765,1415.2414,1012.5986
440000,广东省,2007,42070.1327,23213.9311,15961.3073,15696.004,8554.211,3502.1308,1884.4446,1051.3665,716.4559
440000,广东省,2006,36622.0026,19485.6012,13055.4278,14886.1366,8705.819,3417.122,1687.7941,972.7011,690.2687
440000,广东省,2005,37046.7279,17321.2335,11399.9887,16242.5002,8196.0459,3476.7303,1742.2089,880.4846,632.5273
440000,广东省,2004,33702.26,16890.2,10518.8,15130.86,7812.7,2776.29,1456.89,752.78,496.15
440000,广东省,2003,33965.39,16117.23,,16907.2,9444.03,,730.1472,,
440000,广东省,2002,27309.17,,,14832.04,9041.03,,,,
440000,广东省,2001,14055.22,,,10152.85,5799.97,,501.4199,,
440000,广东省,2000,23520.9,,,13502.93,8770.04,,,,
450000,广西壮族自治区,2019,,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,,
450000,广西壮族自治区,2016,35031.8909,22349.3899,15339.2886,9829.8027,7427.9648,1373.2735,,,
450000,广西壮族自治区,2015,33477.5403,20657.5965,13750.523,9307.1265,7045.7788,1310.5193,,,
450000,广西壮族自治区,2014,31527.498,19893.7531,13065.6462,9257.7092,7214.7352,1441.8352,1114.8164,721.7486,338.8647
450000,广西壮族自治区,2013,35070.3714,18963.2254,12419.6768,9159.0736,6697.7595,1385.367,1086.2634,677.0866,310.1989
450000,广西壮族自治区,2012,28166.6232,18400.8802,11846.856,8974.494,7210.5504,1956.5731,1055.7234,749.9032,407.7306
450000,广西壮族自治区,2011,26980.9211,17861.1031,11407.8602,8998.8758,7173.0009,1936.94,919.5434,641.9113,326.2656
450000,广西壮族自治区,2010,24365.0,16273.6,9767.6,8437.6,6750.3,1342.9,712.3,487.1,192.2
450000,广西壮族自治区,2009,19728.7949,13256.2821,6719.0765,8262.925,6545.1082,1220.4349,636.6432,454.6171,168.2306
450000,广西壮族自治区,2008,15729.5549,10765.4332,5571.2207,6443.813,5151.0014,1049.9331,458.5196,329.1789,122.4009
450000,广西壮族自治区,2007,13433.0543,9588.0539,4819.2358,6134.2021,4817.9668,1081.1443,389.5185,269.8851,105.3711
450000,广西壮族自治区,2006,11026.7088,7726.2005,3666.6411,5373.7413,4225.193,950.3898,314.2028,208.186,82.7633
450000,广西壮族自治区,2005,12118.4096,9077.4701,3164.9625,7523.5185,6292.6463,1090.2987,394.0885,289.0263,91.3452
450000,广西壮族自治区,2004,9491.66,7118.07,2322.06,5862.4,5006.91,741.2,285.52,209.57,65.13
450000,广西壮族自治区,2003,9814.4,6276.23,,7173.6,6239.8,,42.6733,,
450000,广西壮族自治区,2002,8518.7,,,6191.7,5494.7,,,,
450000,广西壮族自治区,2001,7543.0,,,5682.1,4983.7,,25.4977,,
450000,广西壮族自治区,2000,7205.4,,,5776.0,4871.5,,,,
460000,海南省,2019,,,,,,,,,
460000,海南省,2018,,,,,,,,,
460000,海南省,2017,,,,,,,,,
460000,海南省,2016,11312.8856,8111.7117,6685.9627,2681.3291,2280.4861,1444.534,,,
460000,海南省,2015,10269.2699,7591.4587,6463.0714,1851.8111,1587.1485,918.8665,,,
460000,海南省,2014,9518.9966,7030.6273,6008.9088,1849.7738,1651.9075,1051.9037,766.4094,666.8358,590.3613
460000,海南省,2013,7823.3745,6111.8532,5173.4863,1174.4109,1003.4351,517.6237,338.3407,259.949,198.8583
460000,海南省,2012,7807.1871,5574.4677,4411.3778,1592.779,1349.1316,734.992,515.4134,401.352,315.4873
460000,海南省,2011,6257.3945,4528.1332,3140.9664,1126.6169,926.1007,404.0909,242.6491,197.1802,128.1161
460000,海南省,2010,4488.6,3204.3,2323.4,1037.6,873.9,515.1,234.5,190.7,148.4
460000,海南省,2009,3515.442,2601.0529,1759.0473,1020.9463,901.1999,401.3578,170.1302,148.5905,104.1477
460000,海南省,2008,2579.302,1810.8417,1293.5538,674.5099,520.486,268.3135,108.1168,84.0051,63.9242
460000,海南省,2007,2098.4504,1430.9083,1020.8169,649.0438,476.4668,211.2992,75.548,56.0357,37.4717
460000,海南省,2006,1960.3026,1235.9533,826.7993,633.8528,385.422,93.8395,59.6072,30.4156,13.1288
460000,海南省,2005,1899.646,1296.3738,765.9227,790.1823,611.1563,172.1416,80.024,60.4266,31.9534
460000,海南省,2004,1708.89,1041.12,594.48,610.3,451.2,100.05,58.09,39.06,18.78
460000,海南省,2003,459.1,392.7,,115.0,102.7,,19.2314,,
460000,海南省,2002,272.8,210.4,,54.4,47.3,,,,
460000,海南省,2001,264.9,,,62.5,57.7,,9.7709,,
460000,海南省,2000,138.7,118.9,,36.0,33.4,,,,
500000,重庆市,2019,,,,,,,,,
500000,重庆市,2018,,,,,,,,,
500000,重庆市,2017,,,,,,,,,
500000,重庆市,2016,34143.1904,19954.8056,17932.6859,7643.3178,4569.981,3083.9998,,,
500000,重庆市,2015,35090.9744,21803.3746,19390.315,6776.3497,4682.9649,3185.8974,,,
500000,重庆市,2014,35549.4475,23082.0242,20294.4938,6029.0651,4470.3281,2771.5505,1521.5974,1074.3228,896.215
500000,重庆市,2013,36233.4661,22864.2906,19248.9455,6429.2837,4746.0003,2867.4528,1534.5324,1082.3482,867.7998
500000,重庆市,2012,29475.8079,20454.9894,16997.8502,6379.2217,5011.1719,3386.3514,1420.1963,1095.965,937.2166
500000,重庆市,2011,41593.0776,28343.2241,15923.8406,13755.8737,11482.4312,2826.7842,1270.0551,918.2826,752.5073
500000,重庆市,2010,24821.8,17596.3,13744.8,6409.3,4905.9,2179.8,940.3,683.6,510.0
500000,重庆市,2009,20127.9235,13815.9926,10338.1204,6390.2682,4508.8325,2384.513,897.9665,614.4156,484.0637
500000,重庆市,2008,17624.7189,12090.6772,9166.2054,5456.145,3990.2912,1951.3454,613.064,425.9611,319.1531
500000,重庆市,2007,16276.8427,10911.8757,8179.2888,5521.492,3809.599,1769.1885,533.9063,337.4698,233.3872
500000,重庆市,2006,14802.6162,9556.2222,6655.0008,5622.5377,3837.2169,1700.0451,513.2856,318.6515,224.3045
500000,重庆市,2005,12975.463,8349.0814,5514.7499,5842.2725,3855.3351,1713.5511,474.4989,280.0179,184.0526
500000,重庆市,2004,11403.67,7309.59,4485.83,4963.35,3348.04,1187.23,314.68,195.2,110.49
500000,重庆市,2003,10961.8,7397.58,,5958.8,4292.8,,157.2467,,
500000,重庆市,2002,10643.2,7305.16,,6402.7,4664.9,,,,
500000,重庆市,2001,8812.2,6055.41,,4938.6,3664.5,,87.1519,,
500000,重庆市,2000,8494.0,5931.11,,5337.3,4087.4,,,,
510000,四川省,2019,,,,,,,,,
510000,四川省,2018,,,,,,,,,
510000,四川省,2017,,,,,,,,,
510000,四川省,2016,65603.1717,35977.2361,26425.4536,17524.4015,10509.1583,4677.3697,,,
510000,四川省,2015,70789.8501,37929.6899,25300.4543,16496.5539,9743.6695,3149.2481,,,
510000,四川省,2014,70053.404,38419.1636,24732.3501,17080.2455,11242.8703,3871.2831,2938.258,1879.9905,998.8903
510000,四川省,2013,67141.6881,35956.9679,23208.9086,17117.948,10541.9459,4028.8772,3004.0261,1758.7124,970.0986
510000,四川省,2012,58913.814,34114.1217,22590.1636,18314.285,10114.6231,4713.6101,3230.4589,1627.3472,1032.9386
510000,四川省,2011,55625.5028,32880.148,21437.7333,19846.2829,10808.7169,3455.6726,2916.9682,1457.5304,715.5731
510000,四川省,2010,50696.3,31364.1,17289.7,20904.1,13260.1,3390.0,2334.2,1354.4,617.9
510000,四川省,2009,58449.1786,38229.5287,14763.1201,30664.7751,20477.1246,3680.6101,2273.8836,1480.5515,570.7978
510000,四川省,2008,35217.6701,22524.5185,12998.0085,11829.1201,7530.5511,2904.8238,1006.446,647.2323,373.5393
510000,四川省,2007,29328.6083,19449.8012,11324.7894,11017.3824,7179.2408,2593.1792,791.613,486.7995,256.7714
510000,四川省,2006,24512.5218,15881.6167,8623.845,10933.5543,7171.5024,2622.0275,751.2887,454.4281,234.4088
510000,四川省,2005,19238.1036,12079.9846,6560.9094,9484.1654,6102.9239,2225.5086,545.8418,313.523,167.4071
510000,四川省,2004,18390.8,11757.39,5631.48,10299.65,6800.0,1911.58,531.81,297.36,143.5
510000,四川省,2003,19088.0,12860.0,,12304.0,8763.0,,232.1414,,
510000,四川省,2002,17370.0,11764.0,,11767.0,8341.0,,,,
510000,四川省,2001,15338.0,10629.0,,10447.0,7551.0,,144.2069,,
510000,四川省,2000,16819.0,11730.0,,12147.0,8958.0,,,,
520000,贵州省,2019,,,,,,,,,
520000,贵州省,2018,,,,,,,,,
520000,贵州省,2017,,,,,,,,,
520000,贵州省,2016,35015.8862,16694.405,12847.1402,9223.3744,3683.437,1283.2472,,,
520000,贵州省,2015,32052.4119,17948.9397,13592.6486,8022.9342,4829.4693,1927.3713,,,
520000,贵州省,2014,30576.8607,17420.6629,13792.9369,6893.8093,4505.1715,2046.4343,1146.8781,652.8745,435.153
520000,贵州省,2013,26932.3453,16375.7364,12316.3643,6101.0279,4574.092,1352.2943,836.8202,508.9584,256.9981
520000,贵州省,2012,21535.056,12930.814,9654.0267,4815.5013,3601.2521,1120.1719,612.5612,403.2853,217.2453
520000,贵州省,2011,16007.2998,11091.2234,7689.2558,4862.392,3871.9431,1102.1408,548.5816,377.4804,186.2403
520000,贵州省,2010,14335.9,10184.3,5970.8,5205.6,4130.7,826.1,414.8,297.6,123.7
520000,贵州省,2009,12175.7101,8534.8269,4715.2213,4644.2237,3730.2252,1041.1642,385.3026,287.315,149.7561
520000,贵州省,2008,9374.9813,6779.2578,4209.9835,3199.339,2488.9381,588.6149,223.2538,155.773,66.9173
520000,贵州省,2007,8112.2338,5814.515,3369.782,3259.8298,2527.6814,559.8269,191.743,125.0029,49.6942
520000,贵州省,2006,7018.5925,4841.0196,2506.2381,2831.4635,2236.8476,521.7594,157.432,105.945,45.9728
520000,贵州省,2005,6433.0097,4626.8768,2113.1743,3415.392,2657.8912,567.9009,168.4577,107.8074,45.9215
520000,贵州省,2004,5839.8,3970.46,1829.34,3172.18,2350.24,529.28,155.83,96.9,42.91
520000,贵州省,2003,5731.0,3991.35,,3358.0,2528.0,,54.5722,,
520000,贵州省,2002,5345.0,,,3262.0,2585.0,,,,
520000,贵州省,2001,4680.0,,,2670.0,2047.0,,34.2819,,
520000,贵州省,2000,3969.0,,,2419.0,1848.0,,,,
530000,云南省,2019,,,,,,,,,
530000,云南省,2018,,,,,,,,,
530000,云南省,2017,,,,,,,,,
530000,云南省,2016,43473.0574,27343.5443,13324.6378,15568.1131,10776.4235,1433.8565,,,
530000,云南省,2015,38755.279,23626.4638,13867.0146,12795.6178,8956.0307,1896.558,,,
530000,云南省,2014,39447.1594,24806.7302,13607.7771,11547.8298,8551.2268,1255.2036,1413.662,841.5412,352.389
530000,云南省,2013,36250.6313,22533.2996,12969.3854,10519.7553,7901.3481,1576.1336,1251.8287,804.0662,362.3974
530000,云南省,2012,29249.9375,18093.0188,10432.1134,8600.4124,6432.1227,1492.2756,944.1867,593.6746,326.5906
530000,云南省,2011,22008.9699,14142.2115,8354.9401,7293.6299,5591.791,1262.749,743.8895,455.7295,243.3865
530000,云南省,2010,20903.3,13302.6,7046.4,7791.1,5938.0,1258.4,744.7,481.1,260.4
530000,云南省,2009,17285.2356,11372.7657,5535.5203,7307.0054,5295.1424,1408.028,686.9709,455.6048,259.2195
530000,云南省,2008,15325.2045,10635.1362,4469.9058,7557.7722,6104.9065,883.6056,464.7634,307.2088,137.8622
530000,云南省,2007,13386.2548,9429.4191,3597.9203,6957.3053,5271.854,835.4675,442.3615,278.2662,114.5622
530000,云南省,2006,9944.1077,6764.4138,2739.4152,6218.2219,4317.508,945.6755,402.6649,268.5834,131.5032
530000,云南省,2005,10517.2725,7118.1525,2366.4664,6811.6112,5005.4292,729.117,358.8223,235.7494,91.5288
530000,云南省,2004,9160.55,7138.05,1505.82,5976.51,4952.16,404.23,255.88,165.96,42.2
530000,云南省,2003,6627.38,4550.6,,4410.66,3153.83,,60.2198,,
530000,云南省,2002,5317.62,3508.89,,3664.37,2574.58,,,,
530000,云南省,2001,5181.05,3301.5,,3622.53,2495.22,,40.9684,,
530000,云南省,2000,5071.51,3219.4,,3552.02,2464.3,,,,
540000,西藏自治区,2019,,,,,,,,,
540000,西藏自治区,2018,,,,,,,,,
540000,西藏自治区,2017,,,,,,,,,
540000,西藏自治区,2016,3050.7358,380.5953,232.5927,106.2906,73.0307,25.2024,,,
540000,西藏自治区,2015,854.8152,504.9753,259.9382,235.4972,163.4121,70.5406,,,
540000,西藏自治区,2014,972.3239,581.2382,177.7852,343.7763,293.818,29.4456,50.8235,36.7744,7.8632
540000,西藏自治区,2013,678.5979,367.8326,39.1533,246.2897,195.3982,10.6497,28.5811,12.7955,3.3411
540000,西藏自治区,2012,1374.6774,561.7301,31.0053,411.947,339.154,6.4561,45.8349,22.6847,2.1458
540000,西藏自治区,2011,787.9823,544.005,36.2772,420.8633,334.214,19.2838,55.0255,31.5627,5.183
540000,西藏自治区,2010,1296.7,701.5,68.4,517.5,408.0,11.5,48.7,28.6,2.6
540000,西藏自治区,2009,1374.7019,1052.042,122.0489,791.9644,701.9518,42.3757,53.1292,37.3409,7.7863
540000,西藏自治区,2008,837.008,589.5784,129.0823,435.7678,328.7602,47.4223,51.2218,34.3584,11.1382
540000,西藏自治区,2007,1450.4461,956.4616,103.6303,1140.2457,780.6625,38.7602,90.7716,49.8564,8.9624
540000,西藏自治区,2006,1213.9073,815.8916,98.4828,891.7138,613.8979,30.3759,69.4632,37.5916,4.9316
540000,西藏自治区,2005,733.3747,275.1207,37.1032,428.174,172.2428,22.0897,52.8072,17.4821,3.3585
540000,西藏自治区,2004,443.94,206.03,37.41,306.42,139.92,8.18,38.9,13.4,1.22
540000,西藏自治区,2003,472.82,117.89,,365.78,168.3,,1.6115,,
540000,西藏自治区,2002,397.76,,,337.03,229.24,,,,
540000,西藏自治区,2001,336.55,,,266.37,133.37,,0.9759,,
540000,西藏自治区,2000,285.97,,,231.96,133.71,,,,
610000,陕西省,2019,,,,,,,,,
610000,陕西省,2018,,,,,,,,,
610000,陕西省,2017,,,,,,,,,
610000,陕西省,2016,37180.8552,21943.8701,16164.2757,6782.3214,5043.6238,1922.84,,,
610000,陕西省,2015,34247.2948,22202.1705,15558.0622,7224.6673,5193.1809,1351.5686,,,
610000,陕西省,2014,35076.0362,22765.3969,15475.1028,7376.4207,5647.8636,1863.0064,1474.7018,1047.0041,491.4016
610000,陕西省,2013,35501.2514,22491.0547,14225.8587,7824.9624,5804.4002,1272.7673,1337.0408,926.0552,348.5812
610000,陕西省,2012,35490.8209,21200.8937,13030.1606,7868.2178,5883.8301,1413.7517,1322.3883,882.8359,360.6319
610000,陕西省,2011,27747.5305,18725.1215,10530.0827,6375.6606,4860.8903,1002.5242,900.5793,630.3039,255.4729
610000,陕西省,2010,23643.4,15394.1,8580.5,4625.9,3451.2,799.1,599.3,405.6,191.2
610000,陕西省,2009,22916.1153,15658.3575,7088.0677,5662.6872,3760.4469,790.9396,777.8354,451.7822,186.0709
610000,陕西省,2008,15246.5806,10234.6636,4980.2405,5447.7561,3999.6215,808.6909,619.2293,410.8445,140.7337
610000,陕西省,2007,12285.471,7874.842,3749.8584,5255.9597,3469.9483,801.9326,573.1495,323.0948,119.9506
610000,陕西省,2006,9669.4578,6035.9066,2941.7259,4373.7661,2786.1215,695.5298,429.2316,224.7915,103.324
610000,陕西省,2005,9174.7043,5813.0144,2651.665,4505.8901,3052.3257,677.1075,400.7474,232.3963,102.3498
610000,陕西省,2004,8020.86,5265.93,1892.81,4142.49,3042.56,431.31,272.32,163.95,50.87
610000,陕西省,2003,9056.2,6253.97,,5732.8,4269.4,,86.1591,,
610000,陕西省,2002,8447.4,6169.85,,5514.0,4317.2,,,,
610000,陕西省,2001,8748.7,6503.47,,6001.9,4990.2,,56.5983,,
610000,陕西省,2000,8124.5,,,5977.7,4947.4,,,,
620000,甘肃省,2019,,,,,,,,,
620000,甘肃省,2018,,,,,,,,,
620000,甘肃省,2017,,,,,,,,,
620000,甘肃省,2016,16249.9298,8435.6019,6191.6538,4137.8432,2170.1917,730.252,,,
620000,甘肃省,2015,16984.3093,8677.5202,6087.7018,4110.4567,2343.423,765.1232,,,
620000,甘肃省,2014,16254.3481,8997.9935,5644.3536,3755.501,2441.4835,652.0353,504.2556,313.1291,139.4535
620000,甘肃省,2013,15408.9647,8561.901,5324.487,3602.4286,2337.1687,769.0707,620.8209,370.5825,174.923
620000,甘肃省,2012,12623.5139,7986.564,4431.2076,3453.6096,2457.8202,710.0332,587.9029,366.0449,144.769
620000,甘肃省,2011,10618.9629,7357.3745,3370.4341,2999.1583,2107.9321,628.9577,436.029,277.619,128.2233
620000,甘肃省,2010,10463.1,6353.6,2557.7,3625.2,2368.0,501.0,413.9,250.4,88.3
620000,甘肃省,2009,12392.3268,9491.3273,2108.2662,6108.1008,5415.5678,461.776,328.4033,230.3215,72.3373
620000,甘肃省,2008,8740.0623,6396.9684,1902.1115,6050.2652,5576.6159,480.4703,286.904,199.7708,61.3482
620000,甘肃省,2007,5506.3475,3415.4528,1468.1865,2544.1721,1524.4716,375.1669,188.1314,101.5593,38.6225
620000,甘肃省,2006,4882.7001,2922.5029,1275.5226,1500.7176,1153.5346,372.1988,105.0462,76.3915,35.9404
620000,甘肃省,2005,5281.3045,3265.3611,1134.1884,2592.2265,1783.9037,365.5102,166.2706,95.4388,38.5443
620000,甘肃省,2004,4979.86,3045.8,1161.53,2246.87,1463.16,255.83,145.68,78.7,27.41
620000,甘肃省,2003,4059.9,5307.36,,2010.0,1293.8,,25.7506,,
620000,甘肃省,2002,3166.6,,,1743.5,1239.6,,,,
620000,甘肃省,2001,3139.5,,,1849.8,1513.6,,21.1078,,
620000,甘肃省,2000,3012.2,,,1837.4,1344.8,,,,
630000,青海省,2019,,,,,,,,,
630000,青海省,2018,,,,,,,,,
630000,青海省,2017,,,,,,,,,
630000,青海省,2016,5685.0938,3058.072,1753.436,1590.6729,1204.2379,231.2127,,,
630000,青海省,2015,4950.2175,2910.109,1650.3114,1454.0468,1067.2778,320.8422,,,
630000,青海省,2014,5498.876,3337.8791,1711.9879,1723.7471,1356.2669,447.5045,271.8672,207.4033,124.814
630000,青海省,2013,5562.862,3416.0822,1748.2615,1817.8665,1403.3629,474.3898,316.2064,220.4473,125.7678
630000,青海省,2012,5772.8354,3613.8144,1513.506,1555.2814,1205.1403,371.0646,259.8815,172.2742,94.7483
630000,青海省,2011,5853.1551,4302.9628,1365.58,1990.5714,1776.1856,448.2953,290.4611,250.9388,106.7803
630000,青海省,2010,4198.2,2985.1,1179.4,1368.7,1192.3,242.1,137.9,111.1,44.3
