省份编码,省份,年份,农村农户固定资产投资额(亿元),农村农户竣工房屋投资额(亿元),农村农户竣工住宅投资额(亿元),农村农户施工房屋建筑面积(万平方米),农村农户竣工房屋建筑面积(万平方米),农村农户竣工住宅建筑面积(万平方米),农村农户竣工房屋造价(元/平方米),农村农户竣工住宅造价(元/平方米)
370000,山东省,2015,930.9811,525.8441,441.3815,10498.0,10191.0001,8932.0003,515.988710470133,494.157506913653
370000,山东省,2014,896.4155,510.0331,421.608,10095.0,9900.0,8520.0,515.184949494949,494.845070422535
370000,山东省,2013,913.21522,529.06547,482.45773,10689.7,10125.2,9361.9,522.523476079485,515.341682778069
370000,山东省,2012,936.2132,560.4473,529.2549,11642.5,11153.9,10331.89,502.467567397951,512.253711566809
370000,山东省,2011,842.2929,516.56,475.2352,10368.9662,10153.5198,9227.6852,508.75,515.01
370000,山东省,2010,697.8,421.1,386.0,8362.1,8278.1,7228.9,508.7,534.0
370000,山东省,2009,642.5183,397.575,365.1684,7650.7619,7500.216,6588.3561,530.08,554.26
370000,山东省,2008,523.7139,312.9955,294.1639,6156.0011,6056.6256,5409.8323,516.78,543.76
370000,山东省,2007,435.4724,281.0659,251.7843,5958.5481,5832.2655,5284.5876,481.915475212848,476.450234262367
370000,山东省,2006,380.5912,226.4847,201.086,5509.5016,5392.3991,4787.5809,420.007302501033,420.015879000603
370000,山东省,2005,347.7635,188.03,177.1666,4989.68,4896.85,4561.04,383.9815,388.4347
370000,山东省,2004,316.990782,210.900559,200.474642,6123.58,6022.9,5652.07,350.164470603862,354.692425960754
370000,山东省,2003,296.03,193.71,182.68,6521.0,6409.0,5932.0,302.0,308.0
370000,山东省,2002,285.64,170.82,154.89,6972.0,6867.0,6094.0,249.0,254.0
370000,山东省,2001,263.353226,173.065176,158.7755,7443.31,6969.41,6442.46,248.321129048226,246.451665978524
370000,山东省,2000,254.1123,172.169833,157.498218,7730.91,6959.98,6351.21,247.371160549312,247.981436608142
410000,河南省,2019,,,,,,,,
410000,河南省,2018,,,,,,,,
410000,河南省,2017,606.5769,493.0972,437.1881,,,,991.548763321938,944.046858129994
410000,河南省,2016,661.161476124,526.185356614,493.950734516,6686.41457,6017.88298,5570.06873,874.369538860657,886.794685055888
410000,河南省,2015,709.0634,493.9384,462.5583,7123.4492,6437.0597,6135.3333,767.335434220068,753.925300195182
410000,河南省,2014,769.8843,603.3045,576.3524,9279.3,8013.7,7663.2,752.841384129678,752.104081845704
410000,河南省,2013,899.39797,758.91996,646.11508,12405.4,10155.3,9572.6,747.314170925527,674.962998558385
410000,河南省,2012,891.3847,730.9355,716.3168,15142.54,12938.41,11262.5,564.934563056821,636.01935627081
410000,河南省,2011,834.6299,688.1436,676.2545,16080.0,13829.0,12693.0,497.61,532.78
410000,河南省,2010,786.6,648.0,632.6,16653.0,15077.0,14002.0,429.8,451.8
410000,河南省,2009,780.1167,626.4936,600.3386,16584.285,14749.2439,13818.7628,424.76,434.44
410000,河南省,2008,669.6283,510.2218,484.043,13867.981,12785.4491,11806.0377,399.06,410.0
410000,河南省,2007,591.5444,474.1838,440.0391,13451.0,12534.754,11574.5468,378.295258127922,380.178254581855
410000,河南省,2006,508.1998,339.4993,317.9189,10922.6977,10139.2262,9870.7787,334.837484935488,322.080870884077
410000,河南省,2005,450.2,295.2168,274.068,10502.5939,9749.256,9312.0554,302.8096,294.3153
410000,河南省,2004,348.774049,278.9299,266.86133,9659.04,9348.55,9051.03,298.367019484305,294.840841318612
410000,河南省,2003,325.3,212.56,193.55,9156.0,8989.0,8023.0,236.0,241.0
410000,河南省,2002,303.07,209.35,201.33,8465.0,7813.0,7477.0,268.0,269.0
410000,河南省,2001,291.245196,196.588476,186.515481,7821.78,7427.49,6978.35,264.676863920382,267.277337766091
410000,河南省,2000,254.9527,162.514809,154.748248,7596.26,7332.66,6949.94,221.631452978864,222.661271895872
420000,湖北省,2019,,,,,,,,
420000,湖北省,2018,,,,,,,,
420000,湖北省,2017,409.7902,287.26,272.7233,,,,927.243382827631,903.955253563142
420000,湖北省,2016,507.7786987,372.04988935662,349.93003059705,4305.5014093,3799.3152377,3556.1580472,979.255118566704,984.011469548079
420000,湖北省,2015,477.4806,343.9398,319.4193,4289.18,3666.76,3404.77,937.993760158832,938.15235684055
420000,湖北省,2014,473.6285,351.7856,329.6406,4543.9,3671.4,3388.3,958.178351582503,972.879024879733
420000,湖北省,2013,510.47845,386.31706,346.86177,5598.8,4584.5,4219.4,842.659090413349,822.064203441248
420000,湖北省,2012,429.5835,337.5507,319.7522,5152.52,4543.95,4138.24,742.857425807942,772.676790133003
420000,湖北省,2011,361.9509,330.2054,304.585,5498.63,5218.38,4215.56,632.77,722.53
420000,湖北省,2010,302.8,234.9,193.0,4086.9,3755.7,3604.9,625.4,535.4
420000,湖北省,2009,280.9986,212.3474,203.9579,4036.65,3915.18,3744.11,542.37,544.74
420000,湖北省,2008,222.5476,177.3204,169.146,3688.21,3599.1,3410.37,492.68,495.98
420000,湖北省,2007,186.7756,142.5074,138.053,3379.52,3249.95,3173.1,438.491053708519,435.072957045161
420000,湖北省,2006,142.1307,104.6657,102.1784,2996.88,2929.43,2797.76,357.290326104396,365.21502916619
420000,湖北省,2005,120.9504,87.1783,84.4241,2849.69,2758.47,2637.83,316.0386,320.0513
420000,湖北省,2004,106.225206,74.98993,73.029561,2641.84,2500.98,2422.53,299.842181864709,301.459882849748
420000,湖北省,2003,103.57,81.94,79.32,3038.0,2911.0,2790.0,281.0,284.0
420000,湖北省,2002,88.16,63.39,61.92,2806.0,2660.0,2568.0,238.0,241.0
420000,湖北省,2001,84.319,57.0121,54.5414,2759.0,2695.0,2546.0,211.547680890538,214.223880597015
420000,湖北省,2000,84.8762,57.111617,53.949102,3855.32,3654.12,3319.02,156.293764298928,162.545275412622
430000,湖南省,2019,,,,,,,,
430000,湖南省,2018,,,,,,,,
430000,湖南省,2017,631.1485,474.2094,442.5324,,,,1192.37968317828,1181.97756410256
430000,湖南省,2016,664.880412710088,534.780985370194,503.591597154092,5406.92741948,4749.59311192,4434.71177927,1125.95115574861,1135.56781639818
430000,湖南省,2015,720.9071,537.7081,511.9057,7130.96,6064.22,5833.28,886.689631972455,877.560651983104
430000,湖南省,2014,694.3691,542.6726,517.6329,5988.7,5309.1,5045.9,1022.1555442542,1025.84851067203
430000,湖南省,2013,616.21125,458.51063,437.5652,5889.4,4951.1,4686.4,926.078305831027,933.691532946398
430000,湖南省,2012,556.9819,435.8871,424.1081,7188.0,6681.0,6502.0,652.427929950606,652.273300522916
430000,湖南省,2011,473.1726,377.8213,357.0867,6901.0,6393.0,6201.0,590.99,575.85
430000,湖南省,2010,362.5,293.5,284.3,6810.0,6299.0,6041.0,465.9,470.6
430000,湖南省,2009,298.1496,210.9687,205.6945,6666.0,6157.0,5917.0,342.65,347.63
430000,湖南省,2008,232.023,150.8946,143.6614,6503.0,6013.0,5675.0,250.95,253.15
430000,湖南省,2007,216.3336,137.2483,130.3658,5812.0,5469.0,5161.0,250.956847686963,252.59794613447
430000,湖南省,2006,203.2821,148.4705,146.0876,5180.0,4916.0,4605.0,302.014849471115,317.236916395223
430000,湖南省,2005,194.6779,134.01,126.6744,5100.0,4693.0,4352.0,285.553,291.0717
430000,湖南省,2004,188.5089,126.7328,121.568,4857.0,4468.0,4231.0,283.645478961504,287.32687307965
430000,湖南省,2003,180.23,123.09,117.88,5345.0,5091.0,4825.0,242.0,244.0
430000,湖南省,2002,207.79,145.29,139.25,6886.0,6503.0,6190.0,223.0,225.0
430000,湖南省,2001,205.127,139.4885,131.0783,6352.0,6014.0,5582.0,231.939640838045,234.823181655321
430000,湖南省,2000,202.3975,145.7956,137.1241,6826.0,6701.0,6241.0,217.572899567229,219.714949527319
440000,广东省,2019,,,,,,,,
440000,广东省,2018,,,,,,,,
440000,广东省,2017,357.8335,273.0945,263.8655,,,,1050.36346153846,1143.76029475509
440000,广东省,2016,356.340096,303.6959198784,297.1192859712,3073.166208,2453.226048,2405.160576,1237.94511364327,1235.34074579476
440000,广东省,2015,392.5503,332.671,324.9988,3388.2362,2761.5123,2716.4032,1204.66962975323,1196.4306329782
440000,广东省,2014,450.8766,327.4332,313.9965,3664.1,3060.9,2957.5,1069.72851122219,1061.69568892646
440000,广东省,2013,512.87061,369.05961,356.74183,4210.8,3187.6,3072.4,1157.79774752165,1161.11779065226
440000,广东省,2012,501.3398,337.6019,332.6673,4208.85,3410.78,3335.69,989.808489553709,997.296811154514
440000,广东省,2011,470.0413,311.0116,301.4847,4744.0,3951.0,3876.0,787.17,777.82
440000,广东省,2010,353.3,251.7,247.8,4484.0,3437.0,3378.0,732.2,733.6
440000,广东省,2009,274.2819,209.7245,205.0943,3909.0,2976.0,2919.0,704.72,702.62
440000,广东省,2008,290.8608,216.2108,211.4374,4197.0,3501.0,3394.0,617.57,622.97
440000,广东省,2007,259.7026,182.5916,179.51,4615.0,3328.0,3256.0,548.652644230769,551.320638820639
440000,广东省,2006,217.5267,162.72,161.1625,4108.0,3616.0,3563.0,450.0,452.322481055291
440000,广东省,2005,195.9688,130.1923,128.3833,3765.0,3118.0,3034.0,417.5507,423.1486
440000,广东省,2004,194.0221,124.8356,124.6429,3715.0,3022.0,2993.0,413.089344804765,416.448045439359
440000,广东省,2003,217.68,125.8,124.74,4141.0,3051.0,3014.0,412.0,414.0
440000,广东省,2002,251.87,160.2,159.2,4851.0,4430.0,4376.0,362.0,364.0
440000,广东省,2001,251.3547,159.7087,150.3722,4618.0,4402.0,4192.0,362.809404815993,358.712309160305
440000,广东省,2000,250.58,170.0768,163.9811,5552.0,4992.0,4788.0,340.698717948718,342.483500417711
450000,广西壮族自治区,2019,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,
450000,广西壮族自治区,2017,590.8391,365.6737,357.7378,,,,604.219596827495,612.669635211509
450000,广西壮族自治区,2016,583.833076185268,359.87965966206,353.251546600646,6552.50554030219,5977.49485473717,5769.34530330073,602.057665305818,612.290525232639
450000,广西壮族自治区,2015,572.8347,339.0294,332.1594,6164.1633,5631.1774,5424.8663,602.057750835554,612.290481702747
450000,广西壮族自治区,2014,555.6107,329.9877,323.5844,5995.1,5460.8,5256.7,604.284537064166,615.565659063671
450000,广西壮族自治区,2013,523.73749,317.78173,311.98568,5668.6,5160.1,4941.8,615.844130927695,631.319923914363
450000,广西壮族自治区,2012,463.4344,298.284,295.7854,5569.23,5081.0,4925.75,587.057665813816,600.488047505456
450000,广西壮族自治区,2011,409.7563,278.1109,272.4678,5253.67,4952.7,4844.29,561.53,562.45
450000,广西壮族自治区,2010,338.3,239.8,238.0,4959.9,4850.5,4801.0,494.3,495.7
450000,广西壮族自治区,2009,303.5076,219.7776,218.4132,4781.57,4653.22,4591.98,472.31,475.64
450000,广西壮族自治区,2008,236.5331,162.5422,162.2501,3679.23,3605.29,3581.24,450.84,453.06
450000,广西壮族自治区,2007,184.4368,122.5414,121.5167,3362.73,3273.88,3219.78,374.300218700747,377.406841461218
450000,广西壮族自治区,2006,137.4097,94.2339,92.9484,2986.07,2873.81,2823.65,327.905811448913,329.178191348078
450000,广西壮族自治区,2005,146.9692,106.3951,104.4681,3573.33,3412.8,3364.61,311.7531,310.491
450000,广西壮族自治区,2004,114.316963,83.732377,79.151048,3104.79,2930.17,2882.14,285.759450816847,274.625965428466
450000,广西壮族自治区,2003,101.24,74.98,74.03,3349.0,3211.0,3167.0,233.0,234.0
450000,广西壮族自治区,2002,99.3,67.68,66.98,3296.0,2994.0,2945.0,226.0,227.0
450000,广西壮族自治区,2001,94.315389,59.183446,58.233128,3033.35,2685.42,2613.84,220.388043583499,222.787653414134
450000,广西壮族自治区,2000,85.59,59.868918,58.808387,2864.09,2624.95,2552.61,228.076412884055,230.385319339813
460000,海南省,2019,,,,,,,,
460000,海南省,2018,,,,,,,,
460000,海南省,2017,119.0049,106.4366,91.4663,,,,1424.85408299866,1224.4484605087
460000,海南省,2016,143.42018192453,110.443359,104.414585,1272.29,861.424524914012,783.738024813793,1282.10140071209,1332.26386489041
460000,海南省,2015,95.8167,71.8973,64.7845,833.4721,611.4927,589.3937,1175.76710237097,1099.17191174592
460000,海南省,2014,72.7765,60.5694,58.7917,693.4,552.2,529.0,1096.87432089823,1111.37429111531
460000,海南省,2013,72.33611,58.22115,55.55818,644.0,471.3,460.5,1235.33099936346,1206.47513572204
460000,海南省,2012,80.9352,64.5586,55.5032,730.8,529.19,494.11,1219.95124624426,1123.29643196859
460000,海南省,2011,58.0936,39.9774,37.1234,663.75,416.65,349.07,959.5,1063.49
460000,海南省,2010,38.4,24.7,24.1,341.8,279.5,271.8,883.2,888.5
460000,海南省,2009,26.6589,12.8079,12.0068,271.49,179.01,170.92,715.49,702.48
460000,海南省,2008,25.5414,13.4481,13.0693,239.36,190.89,185.08,704.49,706.14
460000,海南省,2007,19.2624,9.193,8.7645,216.63,160.23,152.76,573.737751981527,573.743126472899
460000,海南省,2006,18.7878,7.8559,7.5239,221.33,185.43,174.34,423.658523432023,431.564758517839
460000,海南省,2005,17.6938,10.9074,10.1291,291.5,268.07,258.33,406.8863,392.0993
460000,海南省,2004,15.130929,10.086494,9.94609,219.87,205.18,200.01,491.59245540501,497.279636018199
460000,海南省,2003,19.2,8.26,8.05,248.0,212.0,204.0,390.0,395.0
460000,海南省,2002,15.71,3.52,3.26,134.0,115.0,101.0,307.0,321.0
460000,海南省,2001,19.059141,6.881467,6.824203,187.3,178.01,175.51,386.577551822931,388.821320722466
460000,海南省,2000,19.18,6.5625,6.2472,181.0,171.0,168.0,383.771929824561,371.857142857143
500000,重庆市,2019,,,,,,,,
500000,重庆市,2018,,,,,,,,
500000,重庆市,2017,96.4821,67.5938,64.0393,,,,789.647196261682,809.599241466498
500000,重庆市,2016,116.312184965097,87.1316408082753,83.6463751759443,1139.14,957.29,871.97,910.190650777458,959.280424509379
500000,重庆市,2015,145.0972,100.1063,93.1337,1397.2859,1197.4235,1134.7915,836.014158733314,820.711998635873
500000,重庆市,2014,144.5818,98.2249,90.463,1382.0,1175.8,1101.5,835.387821058003,821.270994098956
500000,重庆市,2013,144.28407,99.42453,92.03613,1405.0,1211.5,1141.4,820.67296739579,806.344226388645
500000,重庆市,2012,125.796,66.4162,57.055,992.0,851.28,731.83,780.192181185979,779.62095022068
500000,重庆市,2011,106.4245,54.0784,54.0784,1060.30053,809.48462,732.88574,668.1,737.9
500000,重庆市,2010,94.6,63.1,55.1,1353.7,1389.2,1373.2,454.0,401.5
500000,重庆市,2009,90.2424,59.7236,54.1018,1729.7681,1430.8759,1300.37,417.39,416.05
500000,重庆市,2008,82.416,46.5605,42.5397,1560.0,1439.0,1321.0,323.56,322.03
500000,重庆市,2007,74.5173,49.0753,46.0039,1597.6169,1471.4544,1368.434,333.515601978559,336.179165381743
500000,重庆市,2006,72.1791,49.0411,44.4457,1745.4349,1579.7822,1442.8337,310.429500978046,308.044509911295
500000,重庆市,2005,58.2869,40.3877,37.4014,1497.79,1345.04,1229.82,300.2714,304.1209
500000,重庆市,2004,48.5794,39.67472,36.555204,1516.57,1383.59,1230.05,286.752000231282,297.184699808951
500000,重庆市,2003,49.01,43.0,39.72,2484.0,2267.0,2118.0,190.0,188.0
500000,重庆市,2002,47.89,40.12,36.99,2345.0,2115.0,1973.0,190.0,188.0
500000,重庆市,2001,47.6715,42.5865,39.3226,2247.0,2132.0,1969.0,199.749061913696,199.708481462671
500000,重庆市,2000,43.0995,33.6837,32.3031,2163.0,2049.0,1726.0,164.390922401171,187.155851680185
510000,四川省,2019,,,,,,,,
510000,四川省,2018,,,,,,,,
510000,四川省,2017,666.1934,423.7283,399.7348,,,,902.509691160809,927.458932714617
510000,四川省,2016,582.167204,461.456836,397.005782,5255.55,4569.26,4133.66,1009.91590760867,960.421955361593
510000,四川省,2015,560.3352,417.5545,386.7009,5404.35,4685.4,4292.15,891.182182951296,900.949174656058
510000,四川省,2014,656.4402,537.6323,490.3899,5911.8,5794.7,5139.9,927.800058674306,954.084515262943
510000,四川省,2013,570.82135,409.91261,362.82603,5634.2,4915.1,4148.7,833.986307501373,874.553546894208
510000,四川省,2012,509.6619,346.8087,275.359,4372.58,3772.5,3235.58,919.307355864811,851.034435866213
510000,四川省,2011,534.4757,413.8079,342.8325,6161.1598,5533.3142,4709.7255,747.85,727.92
510000,四川省,2010,566.9,374.9,331.8,8020.9,6862.1,5697.4,546.4,582.5
510000,四川省,2009,894.8856,739.6442,675.5178,19441.1872,19441.1872,14370.0405,380.45,470.09
510000,四川省,2008,325.1737,199.455,170.042,5552.0,4010.0,3223.0,497.39,527.59
510000,四川省,2007,294.0819,153.47,135.2767,4855.0,3947.0,3219.0,388.82695718267,420.244485865176
510000,四川省,2006,246.622,129.3377,121.7108,4016.0,3713.0,3131.0,348.337462967951,388.728201852443
510000,四川省,2005,216.124,100.2169,88.931,3413.0,3189.0,2816.0,314.2581,315.8061
510000,四川省,2004,159.257,85.6798,76.8964,4165.0,4020.0,3532.0,213.133830845771,217.713476783692
510000,四川省,2003,176.71,91.53,81.79,5961.0,5736.0,4868.0,160.0,168.0
510000,四川省,2002,151.55,85.19,75.04,6121.0,5804.0,4943.0,147.0,152.0
510000,四川省,2001,141.1767,88.6839,76.513,5992.0,5498.0,4645.0,161.30210985813,164.721205597417
510000,四川省,2000,147.37,99.8734,86.1672,6750.0,6224.0,5128.0,160.464974293059,168.032761310452
520000,贵州省,2019,,,,,,,,
520000,贵州省,2018,,,,,,,,
520000,贵州省,2017,215.845,134.6173,132.6215,,,,821.839438339438,829.402751719825
520000,贵州省,2016,274.8266,181.96104860785,177.307369106781,2414.93952065348,2235.78016315698,2164.86974314059,813.859303371385,819.020958044154
520000,贵州省,2015,268.8404,198.8826,191.9414,2779.0,2533.0,2427.0,785.166206079747,790.858673259168
520000,贵州省,2014,247.3485,184.0404,177.3794,2427.0,2251.0,2145.0,817.593958240782,826.94358974359
520000,贵州省,2013,270.8242,193.2542,189.7836,2767.0,2452.0,2381.0,788.149265905383,797.07517849643
520000,贵州省,2012,212.8575,152.2483,151.1303,2407.0,2194.0,2168.0,693.930264357338,697.095479704797
520000,贵州省,2011,209.4541,152.513,146.3362,2754.9733,2410.6016,2376.1645,632.68,615.85
520000,贵州省,2010,159.1,112.2,111.1,2397.0,2193.0,2159.0,511.4,514.8
520000,贵州省,2009,129.9115,86.876,86.0043,2077.0,1917.0,1865.0,453.19,461.15
520000,贵州省,2008,99.9736,65.8109,65.0372,1822.0,1591.0,1566.0,413.64,415.31
520000,贵州省,2007,82.3242,53.7845,53.3194,1800.0,1654.0,1627.0,325.178355501814,327.716041794714
520000,贵州省,2006,73.4104,40.0126,39.5752,1623.0,1392.0,1360.0,287.44683908046,290.994117647059
520000,贵州省,2005,68.2349,37.7549,36.8738,1775.75,1554.25,1496.68,242.9139,246.3706
520000,贵州省,2004,56.5792,32.0624,30.8922,1585.43,1385.01,1315.69,231.495801474358,234.79847076439
520000,贵州省,2003,52.88,31.83,29.11,1804.0,1612.0,1487.0,197.0,196.0
520000,贵州省,2002,64.6,34.28,33.24,2067.0,1834.0,1749.0,187.0,190.0
520000,贵州省,2001,58.2129,23.7669,22.1019,1619.0,1301.0,1217.0,182.681783243659,181.609695973706
520000,贵州省,2000,49.8974,17.9543,16.9482,1306.0,1079.0,1013.0,166.397590361446,167.307008884501
530000,云南省,2019,,,,,,,,
530000,云南省,2018,,,,,,,,
530000,云南省,2017,461.0959,488.4672,430.6049,,,,1022.96795811518,1019.18319526627
530000,云南省,2016,456.9109941063,492.7425160232,450.6763008,7322.638234,5777.335796,5195.443992,852.888828730287,867.445210638314
530000,云南省,2015,431.2253,466.0186,425.3157,5702.054,4721.4683,4253.7378,987.020499534011,999.863461259883
530000,云南省,2014,424.7223,334.6743,290.0878,7960.6,6380.0,6080.2,524.567868338558,477.102397947436
530000,云南省,2013,346.46794,228.20845,206.93217,6545.2,5327.3,4840.3,428.375443470426,427.519306654546
530000,云南省,2012,277.6175,176.5367,155.481,4637.0,4531.0,4077.0,389.619730743765,381.361295069904
530000,云南省,2011,258.2489,164.46,144.8447,4294.0,4157.0,3824.0,395.62,378.78
530000,云南省,2010,219.8,139.7,123.6,3883.0,3716.0,3458.0,376.0,357.4
530000,云南省,2009,190.3729,121.4578,98.6724,3610.0,3079.0,2624.0,394.47,376.04
530000,云南省,2008,171.5072,109.5753,96.7853,4277.0,4017.0,3715.0,272.78,260.53
530000,云南省,2007,162.5072,101.1089,87.6837,4176.0,3957.0,3515.0,255.519080111195,249.455761024182
530000,云南省,2006,144.5072,93.1505,90.7,3624.0,3431.0,2714.0,271.49664820752,334.193072955048
530000,云南省,2005,138.5045,83.502,83.502,4413.0,3834.0,3278.0,217.7934,254.7346
530000,云南省,2004,131.5147,71.5776,71.5776,4172.0,3593.0,3593.0,199.214027275257,199.214027275257
530000,云南省,2003,108.13,71.58,63.11,3889.0,3792.0,3033.0,189.0,208.0
530000,云南省,2002,91.33,57.0,52.26,3032.0,2858.0,2376.0,199.0,220.0
530000,云南省,2001,82.8249,51.0696,46.935,3033.0,2892.0,2518.0,176.589211618257,186.397934868944
530000,云南省,2000,72.61,37.9437,33.405,2469.0,2122.0,1723.0,178.811027332705,193.876958792803
540000,西藏自治区,2019,,,,,,,,
540000,西藏自治区,2018,,,,,,,,
540000,西藏自治区,2017,,,,,,,,
540000,西藏自治区,2016,,,,,,,,
540000,西藏自治区,2015,,,,,,,,
540000,西藏自治区,2014,,,,,,,,
540000,西藏自治区,2013,,,,,,,,
540000,西藏自治区,2012,,,,,,,,
540000,西藏自治区,2011,,,,,,,,
540000,西藏自治区,2010,,,,,,,,
540000,西藏自治区,2009,,,,,,,,
540000,西藏自治区,2008,,,,,,,,
540000,西藏自治区,2007,0.0,,,,,,,
540000,西藏自治区,2006,0.0,,,,,,,
540000,西藏自治区,2005,,,,,,,,
540000,西藏自治区,2004,,,,,,,,
540000,西藏自治区,2003,,,,,,,,
540000,西藏自治区,2002,,,,,,,,
540000,西藏自治区,2001,,,,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,,,,,,,,
610000,陕西省,2018,,,,,,,,
610000,陕西省,2017,351.1703,260.0726,255.3534,,,,1084.53961634696,1130.38247011952
610000,陕西省,2016,350.401148820333,261.176376930875,244.477572847905,3039.10918207288,2588.05967976595,2448.5115656018,1009.15901968109,998.474241586098
610000,陕西省,2015,351.2137,242.184,234.5826,3006.52,2444.61,2415.98,990.685630836821,970.962507967781
610000,陕西省,2014,351.651,235.0981,207.7107,2774.3,2295.6,2228.7,1024.12484753441,931.981424148607
610000,陕西省,2013,350.63224,261.34376,250.21791,3470.8,3140.6,3075.0,832.145959370821,813.716780487805
610000,陕西省,2012,338.7177,233.4061,228.4459,3159.19,3037.52,2972.08,768.410084542653,768.639807811364
610000,陕西省,2011,322.0976,222.7098,223.3214,3757.7858,3079.2543,3029.7672,723.26,737.09
610000,陕西省,2010,220.3,137.9,136.5,2306.7,2201.6,2155.2,626.4,633.3
610000,陕西省,2009,199.8804,105.1475,104.8211,1987.0424,1894.1024,1880.7274,555.13,557.34
610000,陕西省,2008,183.2907,123.7242,123.1711,2263.5211,2242.4395,2168.1148,551.74,568.1
610000,陕西省,2007,135.0144,79.052,76.7597,1749.4264,1718.5227,1668.6886,459.99974280235,460.000146222609
610000,陕西省,2006,119.4817,50.2763,49.4,1390.63,1389.32,1366.27,361.877033368842,361.568357645268
610000,陕西省,2005,109.9767,48.3546,47.5972,1517.2322,1493.3243,1451.6414,323.8051,327.8854
610000,陕西省,2004,101.909992,48.429063,46.204956,1703.96,1664.07,1625.09,291.027799311327,284.322443680042
610000,陕西省,2003,98.73,60.63,55.55,2604.0,2495.0,2380.0,243.0,233.0
610000,陕西省,2002,86.43,69.92,66.74,2890.0,2767.0,2650.0,253.0,252.0
610000,陕西省,2001,76.541197,63.345037,56.505952,4011.01,3438.13,3311.05,184.242704609773,170.658709472826
610000,陕西省,2000,70.3183,58.582855,56.086355,3449.75,3417.79,3246.86,171.405659797706,172.740293699143
620000,甘肃省,2019,,,,,,,,
620000,甘肃省,2018,,,,,,,,
620000,甘肃省,2017,131.4016,76.9365,68.4044,,,,597.333074534161,602.681938325991
620000,甘肃省,2016,129.8901,76.0154,67.8535,1349.0,1270.0,1123.0,598.546456692913,604.216384683882
620000,甘肃省,2015,127.63,74.0488,66.759,1320.0,1252.0,1110.0,591.444089456869,601.432432432432
620000,甘肃省,2014,124.4994,71.5592,64.4572,1268.0,1220.0,1105.0,586.550819672131,583.323076923077
620000,甘肃省,2013,120.7402,77.2103,70.0529,1220.0,1159.0,1077.0,666.180327868852,650.444753946147
620000,甘肃省,2012,104.993,93.1214,89.3004,1185.0,1139.0,1058.0,817.571553994732,844.049149338374
620000,甘肃省,2011,95.7103,59.148,56.6548,1290.0,953.0,796.0,620.65,711.74
620000,甘肃省,2010,103.6,77.1,74.5,1480.0,1326.0,1057.0,581.3,704.5
620000,甘肃省,2009,110.7279,88.6098,85.7549,4513.0,4513.0,4500.0,196.34,190.57
620000,甘肃省,2008,79.4222,60.0268,56.6231,1530.0,3488.0,3386.0,172.1,167.23
620000,甘肃省,2007,56.333,28.3766,26.674,1031.0,1028.0,770.0,276.036964980545,346.415584415584
620000,甘肃省,2006,55.2951,25.1505,23.6872,742.0,737.0,633.0,341.255088195387,374.205371248025
620000,甘肃省,2005,51.4714,26.1888,23.2833,1031.0,1025.0,958.0,255.5005,243.0407
620000,甘肃省,2004,43.5431,19.4134,18.3496,860.0,846.0,779.0,229.472813238771,235.553273427471
620000,甘肃省,2003,37.64,113.69,105.01,4098.0,3660.0,3348.0,311.0,314.0
620000,甘肃省,2002,34.05,16.97,15.61,723.0,708.0,641.0,240.0,243.0
620000,甘肃省,2001,34.349187,17.510334,16.201912,827.02,755.77,688.13,231.688661894492,235.448418176798
620000,甘肃省,2000,32.7649,15.9505,15.349,781.0,769.0,725.0,207.418725617685,211.710344827586
630000,青海省,2019,,,,,,,,
630000,青海省,2018,,,,,,,,
630000,青海省,2017,63.6922,48.0249,45.4092,,,,803.091973244147,796.652631578947
630000,青海省,2016,72.5424,60.2855,58.4949,717.1,663.9,635.9,908.05091128182,919.875766629973
630000,青海省,2015,66.4618,52.8774,49.6844,741.7104,670.0857,614.7105,789.113989449409,808.25689491232
630000,青海省,2014,72.3164,57.4652,53.9811,750.6,723.5,654.7,794.266758811334,824.516572475943
630000,青海省,2013,75.79033,57.78275,55.63103,802.2,733.0,665.4,788.304911323329,836.053952509769
630000,青海省,2012,74.756,55.0012,53.5057,824.17,744.0,665.0,739.263440860215,804.596992481203
630000,青海省,2011,69.664,54.7259,53.4448,808.8375,771.5942,719.337,709.26,742.97
630000,青海省,2010,49.4,39.6,38.3,710.4,707.5,661.7,560.0,578.3
630000,青海省,2009,22.9781,13.785,12.5844,378.71,370.15,302.98,372.42,415.35
630000,青海省,2008,17.3472,8.4183,7.8353,225.5609,224.6762,180.6746,374.69,433.67
630000,青海省,2007,14.0144,8.3116,7.9309,257.34,252.8,219.7,328.78164556962,360.987710514338
630000,青海省,2006,11.4113,6.9799,5.9753,281.56,276.15,184.81,252.757559297483,323.32124885017
630000,青海省,2005,10.1134,5.4956,5.0404,252.74,252.74,201.03,217.4408,250.7287
630000,青海省,2004,9.723109,3.458403,3.220296,171.02,168.86,151.45,204.808894942556,212.630967315946
630000,青海省,2003,9.36,3.82,3.45,234.0,218.0,197.0,176.0,175.0
630000,青海省,2002,9.86,2.56,2.24,141.0,141.0,127.0,181.0,176.0
630000,青海省,2001,8.159515,2.952006,2.72,181.89,180.7,160.56,163.365024903154,169.407075236672
630000,青海省,2000,7.7197,3.128662,2.883738,197.07,197.07,175.42,158.758918150911,164.390491392088
