省份编码,省份,年份,固定资产投资(不含农户)(亿元),农、林、牧、渔业固定资产投资(不含农户)(亿元),采矿业固定资产投资(不含农户)(亿元),制造业固定资产投资(不含农户)(亿元),电力、燃气及水的生产和供应业固定资产投资(不含农户)(亿元),建筑业固定资产投资(不含农户)(亿元),交通运输仓储和邮政业固定资产投资(不含农户)(亿元),信息传输、计算机服务和软件业固定资产投资(不含农户)(亿元),批发和零售业固定资产投资(不含农户)(亿元),住宿和餐饮业固定资产投资(不含农户)(亿元),金融业固定资产投资(不含农户)(亿元),房地产业固定资产投资(不含农户)(亿元),租赁和商务服务业固定资产投资(不含农户)(亿元),科学研究、技术服务和地质勘查业固定资产投资(不含农户)(亿元),水利、环境和公共设施管理业固定资产投资(不含农户)(亿元),居民服务和其他服务业固定资产投资(不含农户)(亿元),教育固定资产投资(不含农户)(亿元),卫生、社会保障和社会福利业固定资产投资(不含农户)(亿元),文化、体育和娱乐业固定资产投资(不含农户)(亿元),公共管理和社会组织固定资产投资(不含农户)(亿元),国际组织固定资产投资(不含农户)(亿元)
230000,黑龙江省,2017,11079.6526,1262.8924,389.2689,3133.3496,437.2863,153.3504,1198.3403,252.5528,837.6801,248.3808,40.3012,1025.1666,290.3073,241.7157,845.4352,133.3152,159.314,175.6029,141.9956,113.3973,
230000,黑龙江省,2016,10432.5545,1008.6491,366.0081,3024.0315,374.1272,205.8774,1127.9159,229.2296,637.873,232.4841,64.7593,1150.866,258.6705,194.3336,864.5251,102.3577,164.2425,156.9297,146.7258,122.9484,
230000,黑龙江省,2015,9884.2828,904.1673,459.1705,2817.9329,344.1347,257.025,985.5886,164.6812,586.416,179.6699,31.985,1240.5282,180.0724,125.2612,922.4711,89.0594,161.9059,130.3249,155.104,148.7846,
230000,黑龙江省,2014,9537.8774,682.9137,508.4197,2610.9244,444.088,265.917,707.2927,169.4433,482.7648,201.8695,28.969,1600.3558,153.211,92.2912,926.1166,59.9455,135.8115,141.8014,107.7813,217.961,
230000,黑龙江省,2013,11121.2842,764.1963,634.1039,3518.3236,451.2782,340.6346,542.5235,136.0414,615.8217,137.5614,26.2195,2045.753,162.3121,122.6352,949.8964,76.48,156.6984,130.8792,114.6063,195.3195,
230000,黑龙江省,2012,9375.4447,545.7975,595.9715,3026.9238,519.6362,175.954,498.6195,124.5876,329.5527,91.5207,31.6281,1926.8699,84.193,83.4711,787.7951,45.6053,103.3727,78.5696,135.7254,189.651,
230000,黑龙江省,2011,7157.9198,447.9806,567.7615,2012.7339,364.8943,246.0502,552.0699,82.4143,211.0596,62.0347,9.2526,1650.5391,77.2579,30.5717,497.6726,23.6163,68.9902,59.1867,63.8254,130.0083,
230000,黑龙江省,2010,6292.674,229.1,583.5,1724.6,436.4,91.7,747.4,64.5,172.6,52.3,9.3,1132.7,57.3,35.4,575.9,14.6,71.3,64.5,38.1,191.6,
230000,黑龙江省,2009,4695.7424,219.4836,503.1697,1094.3612,362.5778,53.2171,625.4168,146.3011,136.6207,45.7152,6.4985,738.4133,27.2254,73.0503,305.7968,13.2906,90.1169,56.0573,21.9248,176.5053,
230000,黑龙江省,2008,3354.8229,121.7918,471.7254,717.6009,265.9671,50.8062,389.9914,157.8266,91.8481,30.0142,1.0704,521.1122,10.1572,31.9461,225.5861,10.8773,58.446,56.2743,28.2566,113.525,
230000,黑龙江省,2007,2591.6921,73.2534,357.2035,540.3726,203.1085,28.725,293.1064,134.3205,61.7406,19.2066,2.5134,427.8591,7.3437,17.7632,179.1696,17.7003,76.4051,29.2736,32.0508,90.5762,
230000,黑龙江省,2006,2040.4122,57.7954,268.3583,413.0776,165.3449,32.3375,251.6048,103.9815,42.2326,9.3648,0.84,361.3495,10.9853,6.1467,120.9755,10.7477,55.595,22.518,19.4227,87.7344,
230000,黑龙江省,2005,1581.2177,41.4163,216.8362,335.8449,127.5613,19.5808,175.2582,86.4187,35.8466,3.7451,0.2255,281.621,9.4372,5.458,89.3838,5.5109,47.4417,16.2588,16.5667,66.806,
230000,黑龙江省,2004,1316.97,51.44,150.86,229.51,97.25,22.77,139.17,80.67,30.08,5.0,2.3,266.8,5.15,2.64,64.8372,18.9116,46.9954,10.5954,17.0359,74.9576,
230000,黑龙江省,2003,1069.5,36.2101,135.0564,179.6891,73.7006,21.2994,122.6534,76.3191,22.8917,2.5374,3.1978,182.4533,11.3538,5.6457,59.867,0.9037,47.552,7.8395,16.0332,64.2806,
230000,黑龙江省,2002,958.7,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2019,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2018,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2017,7240.9479,1.0979,0.9357,793.3043,237.4468,1.8954,960.2829,123.4559,19.754,13.8334,16.7636,3858.3249,145.6829,58.6441,785.3725,1.3591,96.3713,51.122,56.9074,18.3938,
310000,上海市,2016,6751.6768,3.9708,0.2745,761.3259,217.9631,3.1243,944.8631,136.862,37.1548,20.6305,18.4864,3716.5852,119.9416,40.3526,474.366,2.5847,79.1422,52.7609,107.1436,14.1446,
310000,上海市,2015,6349.3886,3.4075,0.2362,757.7662,199.1675,1.67,794.5557,127.2679,34.7994,28.2959,24.4913,3483.9468,116.1643,46.1188,474.3835,2.7415,89.2171,45.5565,108.0442,11.5583,
310000,上海市,2014,6012.966,11.7674,0.0825,978.3957,177.9589,0.832,459.2441,110.0348,31.8629,33.3452,20.5406,3220.7316,186.582,54.6682,471.41,5.2734,107.2344,31.8348,104.6969,6.4706,
310000,上海市,2013,5644.1312,18.0065,0.1577,1072.1864,164.0018,5.671,499.0095,112.4324,51.9346,34.0605,15.1629,2831.9445,161.0628,41.4557,421.4645,4.9187,71.8581,39.9284,86.8351,12.0401,
310000,上海市,2012,5114.6352,10.5972,0.4426,1080.5639,162.9648,1.528,460.8364,121.3419,62.0983,33.2737,49.1534,2399.7311,136.0889,39.4686,338.2693,4.9431,50.9097,56.9019,90.6046,14.9178,
310000,上海市,2011,4959.9267,18.5298,0.5657,1097.4945,158.9735,12.9235,519.7933,82.1929,52.278,36.0574,23.3355,2307.6425,50.8312,50.4606,363.1421,3.3443,46.8597,66.3057,39.4368,29.7597,
310000,上海市,2010,4630.4723,5.5,0.3,862.7,234.4,10.7,640.4,115.6,28.1,32.3,29.0,2050.8,39.0,25.4,422.2,1.9,45.1,36.1,35.3,15.7,
310000,上海市,2009,4618.9096,3.3271,8.238,687.1265,386.4359,6.805,873.2869,125.7674,16.7012,37.6168,15.6296,1566.4801,110.2674,18.7941,630.2926,1.7591,37.3901,22.6929,54.6866,15.6123,
310000,上海市,2008,4404.9457,2.1403,31.4675,850.7874,242.3097,2.3142,771.7046,113.6727,10.5066,27.3028,18.0427,1577.7596,66.4613,16.8864,569.5697,2.4023,44.8521,13.4683,28.6677,14.6298,
310000,上海市,2007,4045.0984,3.6455,17.2036,884.3153,221.1774,2.1674,822.9186,111.2009,20.9572,23.9502,5.2057,1448.4925,13.562,23.1877,310.6985,2.3447,65.7109,20.5849,27.6956,20.0798,
310000,上海市,2006,3497.4751,5.774,2.8559,745.817,169.2604,6.886,577.9682,126.9016,29.0801,27.7286,6.2782,1388.6411,5.6581,24.6104,260.6224,1.6619,61.957,21.5348,9.7883,24.4511,
310000,上海市,2005,3198.5733,2.724,2.1939,651.5695,159.738,6.1482,402.2925,64.783,25.3589,31.9773,2.8835,1369.8969,12.2874,15.0873,295.9674,1.4473,63.0385,17.3335,61.0985,12.7477,
310000,上海市,2004,2862.95,2.21,2.12,739.77,116.52,4.67,297.52,54.25,15.57,11.75,1.07,1249.14,4.75,9.32,216.2963,1.4915,57.4333,24.1986,44.112,10.7523,
310000,上海市,2003,2245.5,2.5451,2.4882,551.6153,103.0696,5.9005,261.7765,76.41,10.1364,8.0093,0.6205,916.6494,1.7486,8.8289,182.5641,1.5894,41.0718,12.1714,36.9232,21.4256,
310000,上海市,2002,2012.3,,,,,,,,,,,,,,,,,,,,
310000,上海市,2001,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2019,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2018,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2017,53000.2139,471.7978,108.825,24418.1145,1674.4041,231.5962,2883.2052,611.1643,1649.4761,418.7912,121.6565,10810.8466,1595.9128,768.4833,4692.7644,307.1307,677.3968,534.3895,546.7687,477.4902,
320000,江苏省,2016,49370.8521,410.4618,72.9405,22869.6911,1619.6533,129.4106,2542.2905,635.4835,1640.5276,455.9098,141.6482,10277.0946,1545.7055,639.209,3965.3846,260.8572,590.0918,446.432,642.2384,485.8221,
320000,江苏省,2015,45905.1694,296.0974,103.1832,21228.034,1444.6769,133.5068,2428.9473,662.8589,1447.4524,541.4808,150.8341,9687.5371,1131.529,592.3066,3868.8209,263.4855,543.2938,450.5483,560.1054,370.471,
320000,江苏省,2014,41552.7517,253.4375,106.4683,19134.3021,1018.2752,58.1108,2168.9824,504.8889,985.5191,424.4103,173.2515,9853.119,879.3413,606.6305,3541.3399,152.6077,479.775,271.4422,578.8648,361.9852,
320000,江苏省,2013,35982.5173,195.7111,91.0157,17318.2432,960.2777,42.9456,1685.8572,381.6235,816.2394,502.0912,116.5957,8864.6315,691.8492,369.2159,2571.4092,138.6142,330.1224,207.3441,424.3528,274.3777,
320000,江苏省,2012,30473.7435,179.5431,85.5668,14762.0764,839.9185,79.2456,1360.9373,266.0099,690.8705,466.5503,93.2562,7588.1775,678.1935,324.758,1897.5328,103.3391,301.7156,156.6335,329.1358,270.2831,
320000,江苏省,2011,26313.4617,155.2043,68.0152,13073.8054,629.2989,156.083,1190.322,180.4334,588.04,335.5003,55.4069,6587.0942,394.1889,226.1165,1736.191,105.3371,218.8151,145.6648,209.7593,258.1854,
320000,江苏省,2010,17416.4655,55.2,63.8,7648.5,485.2,59.7,991.8,152.6,442.5,223.3,38.8,4751.6,269.0,114.3,1442.8,58.5,185.9,96.2,158.9,177.8,
320000,江苏省,2009,14266.8014,45.4258,55.4123,6081.357,556.6457,85.7405,886.6612,137.9397,365.4075,197.635,14.3917,3735.0343,203.1558,98.6511,1210.7575,40.7222,201.5395,77.7713,124.2507,148.3026,
320000,江苏省,2008,11609.7148,25.6015,51.0915,4915.3466,441.3163,64.3943,642.7844,61.361,267.1646,151.828,3.1061,3558.3823,146.7486,59.0589,788.557,31.9903,162.3551,67.1844,80.3131,91.1308,
320000,江苏省,2007,9161.373,19.6058,22.2039,3884.1094,348.0999,50.4836,587.6597,52.7419,214.1304,109.174,1.5761,2688.4278,99.5378,36.4808,684.7564,19.0254,135.0302,53.3849,69.7209,85.2241,
320000,江苏省,2006,7479.6043,14.6961,32.0624,2913.9287,455.1809,30.2057,575.9286,83.7363,190.5674,78.9586,1.389,2031.2421,56.0702,20.6463,654.9891,11.155,139.2086,58.1597,49.9771,81.5025,
320000,江苏省,2005,6218.8917,12.6644,30.8698,2172.449,572.3386,36.2718,535.3009,80.6508,111.8395,49.46,1.4496,1627.7142,54.1596,16.011,575.2297,9.6599,133.533,40.3937,60.029,98.8672,
320000,江苏省,2004,5008.21,7.86,25.57,1477.09,603.8,23.0,520.96,65.39,81.77,29.11,1.08,1318.76,39.38,16.33,508.6703,10.5014,151.0965,18.8152,39.5834,69.4274,
320000,江苏省,2003,4011.6,12.5464,27.3844,1250.0722,390.1962,13.8608,405.6379,89.3361,53.0818,18.0122,1.8554,855.3722,15.2783,27.0284,560.4049,6.8866,138.0539,18.9605,32.8633,94.761,
320000,江苏省,2002,2515.3,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2001,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2019,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2018,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2017,31125.9901,353.8962,32.4619,7988.7966,1280.6812,18.6965,2965.9974,336.9058,276.0804,331.3528,57.6596,10468.6025,668.276,131.8461,4702.5376,85.5044,517.4656,275.8132,484.5899,148.8264,
330000,浙江省,2016,29571.0019,386.2458,58.6209,7822.1007,1216.3749,12.0385,2577.426,318.7894,370.2704,295.1066,88.9436,9683.8093,645.9377,141.2901,4361.4496,119.7979,506.7888,273.083,390.0183,302.8904,
330000,浙江省,2015,26664.7156,339.1839,59.3121,7579.1409,1108.8749,55.288,2311.4031,275.1833,410.7059,232.2731,102.1571,9107.5372,571.7029,99.9034,3092.0267,67.607,400.9119,219.4505,311.4457,320.608,
330000,浙江省,2014,23554.7626,263.5101,45.1014,6821.4796,1012.2662,50.1974,1729.2358,210.3496,427.533,253.9818,92.5106,8802.7084,446.8509,91.4915,2229.3467,49.5432,340.6271,175.3865,284.623,228.0198,
330000,浙江省,2013,20194.0713,200.9775,45.1108,6133.8871,845.8933,36.6467,1450.3386,136.0047,405.1651,228.1626,94.8433,7518.3455,340.1463,86.7114,1759.1547,29.7284,253.3326,148.18,268.9554,212.4873,
330000,浙江省,2012,17095.9606,158.4121,33.0337,5305.3845,727.9187,27.1957,1330.2973,111.0178,320.6481,212.8707,92.8641,6330.4488,222.0459,58.8944,1383.571,31.2686,199.8335,125.2279,207.7372,217.2906,
330000,浙江省,2011,13651.6501,93.4392,24.98,4473.8048,618.8876,38.7028,1101.3156,138.3712,224.559,163.8081,25.0634,4845.4851,119.7207,49.663,1187.2452,22.3648,148.708,94.2916,114.5879,166.6521,
330000,浙江省,2010,8438.0751,22.1,2.1,1821.0,486.5,31.3,908.6,155.8,155.5,111.4,34.7,3389.4,112.8,31.1,846.7,5.6,103.5,74.9,60.6,84.4,
330000,浙江省,2009,7454.3262,25.2177,0.6925,1812.7195,503.6282,17.8967,899.9799,157.5067,125.7148,92.5197,21.6244,2526.6381,100.3881,26.7241,808.7773,5.8551,109.8828,69.7843,71.1061,77.6702,
330000,浙江省,2008,6551.1014,16.7809,1.2731,1754.8048,437.9315,16.9093,705.2857,134.7945,125.4735,67.0156,18.7245,2171.8767,86.8662,21.7335,728.4997,2.0739,97.4972,53.9104,38.18,71.4704,
330000,浙江省,2007,5996.9318,17.4603,1.747,1571.7847,534.0822,11.5131,695.1999,125.5081,120.7663,83.5167,9.5036,1926.8946,71.8796,11.2198,590.9902,2.6153,92.8914,48.673,29.3615,51.3245,
330000,浙江省,2006,5429.2766,14.0527,2.875,1348.2496,502.7545,15.2875,777.9443,102.0379,71.5441,48.067,9.0227,1658.7637,45.031,11.9502,556.4605,2.5681,96.4025,54.2588,33.5146,78.4919,
330000,浙江省,2005,4784.6787,11.0285,2.3214,1106.0852,510.2661,14.2004,655.7568,96.2433,37.9243,33.53,4.7855,1515.9613,49.3418,9.5025,475.8774,28.8074,101.3258,35.1227,24.4825,72.1158,
330000,浙江省,2004,3998.77,8.91,1.5,795.19,383.26,8.86,478.59,105.13,36.5,27.12,7.02,1361.99,31.28,6.88,472.5041,14.4382,126.7398,32.5084,34.6591,65.7042,
330000,浙江省,2003,3198.5,7.4743,1.0522,616.9207,226.2425,27.1264,300.5915,88.6567,24.1802,16.1317,4.7067,1037.7348,42.0454,10.4405,522.8598,12.374,118.6133,29.8198,34.0474,77.4895,
330000,浙江省,2002,2429.3,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2001,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2019,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2018,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2017,28816.3736,776.9735,231.7635,11433.1676,1277.4236,72.9083,1664.648,274.0345,602.8401,193.4819,62.1135,6551.6295,612.7822,280.6342,3299.1327,108.2794,443.379,255.5108,254.2886,421.3827,
340000,安徽省,2016,26577.3716,817.9224,232.9471,10380.8437,993.7243,155.627,1614.1637,301.7308,930.9301,275.7307,92.3859,5764.1277,655.4909,345.2904,2597.1265,105.6531,375.3744,231.3561,242.7007,464.2461,
340000,安徽省,2015,23803.9289,758.8124,323.8726,9455.1398,774.8189,131.7984,1341.1567,255.3882,946.741,254.7602,72.7273,5636.8159,428.4671,261.4262,2021.0139,94.998,276.4473,224.6909,203.6358,341.2183,
340000,安徽省,2014,21256.2939,541.9864,319.198,8372.919,573.0423,152.2173,1098.6882,150.4824,793.5598,233.7008,102.386,5405.696,333.3329,219.4817,1908.4686,93.118,235.8152,171.2228,195.0601,355.9184,
340000,安徽省,2013,18091.2064,376.0833,338.5578,7269.0249,523.3327,81.9277,804.0082,114.9082,468.1178,273.0684,90.0855,5007.8215,201.0864,149.8378,1539.7182,62.7905,229.9129,130.838,185.6792,244.4074,
340000,安徽省,2012,14943.8115,301.9377,389.8128,6069.4533,436.5981,53.9763,542.4336,72.8392,357.6526,215.3619,62.6071,4106.3015,151.7707,141.265,1273.5822,44.0946,204.0464,107.6522,158.0131,254.4132,
340000,安徽省,2011,12007.865,184.2419,305.4931,5067.4996,335.7852,261.0688,434.94,58.3546,248.3483,170.5119,58.2112,3257.0914,139.589,57.4266,822.5243,26.6941,177.539,96.6769,109.7321,196.137,
340000,安徽省,2010,10281.286,100.3,336.4,3883.6,367.8,284.2,414.0,83.5,231.2,150.1,22.1,2785.5,64.6,63.2,911.2,24.2,175.2,97.1,101.2,186.0,
340000,安徽省,2009,7945.4978,92.3694,316.1617,2742.7056,290.052,226.4932,404.2716,91.1219,192.9813,117.7281,16.1162,2072.8804,48.6672,28.3188,825.4581,22.456,148.9779,85.7062,86.1272,136.905,
340000,安徽省,2008,5948.6101,63.0372,275.2017,1938.0872,357.8062,147.5267,294.3776,57.4416,124.5674,80.284,10.7917,1646.7012,46.4217,19.2607,589.8884,13.6725,96.455,44.6794,49.0616,93.3483,
340000,安徽省,2007,4444.5832,37.2815,241.6271,1364.8687,343.1622,105.4719,309.6535,45.9652,100.65,61.035,5.6475,1081.3671,33.208,18.4474,449.9728,11.7113,77.4924,30.6385,54.0229,72.3602,
340000,安徽省,2006,3050.1522,28.5145,182.4094,861.0627,218.3749,60.045,273.7784,39.3518,64.3338,36.228,3.1371,756.9033,19.4192,14.1773,292.1303,6.3161,61.7968,20.2138,39.324,72.6358,
340000,安徽省,2005,2126.6909,20.9901,130.2763,532.3298,190.8212,38.9292,217.6925,33.572,38.3969,23.9124,1.8864,498.244,14.6731,11.9674,222.8789,2.6771,54.3119,13.8012,20.1988,59.1317,
340000,安徽省,2004,1613.01,11.18,87.35,395.92,101.54,54.03,166.2,28.23,28.27,17.34,2.69,373.29,13.97,6.42,128.8261,1.8536,57.33,10.5481,13.0831,114.9464,
340000,安徽省,2003,1184.5,11.0758,52.3225,329.6233,51.6334,42.546,137.526,34.59,15.7075,10.6518,1.6411,261.8414,7.4385,2.965,63.8716,1.3611,41.7564,7.386,5.8857,104.6922,
340000,安徽省,2002,864.5,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2001,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2019,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2018,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2017,26110.3418,1079.6224,172.5127,7565.6887,1062.4881,64.063,2805.5162,364.5054,706.3246,213.1064,17.5973,5577.9392,333.6053,115.5808,4486.6517,97.7018,369.6439,265.3197,432.3953,380.0793,
350000,福建省,2016,22927.9901,818.2838,219.458,6454.5737,1143.9261,80.5704,2498.5548,311.1418,413.8013,191.475,50.5678,5462.433,335.9676,115.9565,3588.5274,50.3883,328.1679,198.6721,323.9807,341.5439,
350000,福建省,2015,20973.981,617.1061,277.9014,6102.8779,902.3182,223.9064,2230.6601,260.8416,511.6284,263.3925,57.0995,5366.1704,268.9572,82.9746,2669.1357,69.554,273.3799,171.9397,265.7052,358.4322,
350000,福建省,2014,17869.755,442.2105,246.9224,5105.8245,909.0389,205.8363,1783.701,140.9797,382.2055,226.4514,46.5885,5358.4054,232.2436,52.6942,1787.8436,53.0668,214.4515,118.6291,257.4474,305.2147,
350000,福建省,2013,15045.8082,294.4067,235.9446,4645.7503,747.2478,79.987,1559.6684,136.477,289.2818,218.9223,55.076,4433.2184,178.6727,36.9863,1355.5155,38.0549,185.9074,109.247,206.6391,238.805,
350000,福建省,2012,12182.5161,216.7951,162.9871,3763.1214,621.9019,47.4142,1429.6332,143.2642,200.7125,203.3187,30.1365,3439.2665,147.3818,22.4937,1072.0681,30.6904,194.8802,72.9576,186.0365,197.4565,
350000,福建省,2011,9677.088,152.6626,111.0509,3059.7041,538.0754,26.7745,1201.2847,106.6774,166.7544,142.0066,23.2456,2690.1238,85.8775,35.7503,809.0899,16.1016,147.8072,59.9884,128.8431,175.27,
350000,福建省,2010,7385.7807,64.7,63.2,2078.2,486.0,19.1,1123.8,140.3,145.6,96.0,26.7,2065.8,95.5,17.4,626.0,10.3,100.8,54.1,71.2,101.0,
350000,福建省,2009,5548.6078,49.779,63.9062,1515.387,469.9166,25.4341,834.42,147.3783,92.5442,86.3617,16.9125,1268.9732,65.5016,14.6694,565.2754,7.1296,89.7134,43.5223,45.7857,145.9976,
350000,福建省,2008,4601.4982,29.9243,42.0925,1329.175,390.8791,14.6578,562.7131,127.1765,53.5125,64.8896,15.2669,1203.404,57.6587,10.415,401.1948,2.696,71.4433,31.882,48.3117,144.2054,
350000,福建省,2007,3829.0172,17.0753,18.8813,1054.1767,271.4631,13.2479,489.8606,72.6772,33.3526,39.4029,11.3616,1192.4639,28.2522,12.9713,349.6472,1.5963,73.7317,24.4782,38.0318,86.3454,
350000,福建省,2006,2692.3568,12.2945,15.2616,645.8787,279.2575,16.01,353.0127,71.1839,14.8273,25.5097,7.4466,820.1898,22.3769,5.9444,229.0487,1.8239,65.5481,17.328,18.9032,70.5113,
350000,福建省,2005,1958.2994,12.6807,8.9046,490.5734,240.7519,22.6965,228.6776,66.7589,16.5035,14.5365,6.4103,547.7148,11.3979,3.9252,129.7129,1.5629,54.1982,15.6605,13.5184,72.1147,
350000,福建省,2004,1594.54,8.46,6.17,407.65,159.33,7.24,189.96,75.25,14.7,11.82,1.84,505.02,13.45,3.39,77.4671,1.9857,50.8892,10.4235,11.1027,38.3827,
350000,福建省,2003,1229.3,9.0957,2.469,296.0775,82.9368,6.402,153.1132,58.997,10.4879,6.5451,1.8737,397.7427,12.4142,3.5439,68.5825,1.5123,41.274,10.9322,8.0936,57.184,
350000,福建省,2002,1030.6,,,,,,,,,,,,,,,,,,,,
350000,福建省,2001,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2019,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2018,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2017,21770.4331,607.1547,226.2238,10791.2615,765.3879,41.9368,723.7855,204.8206,876.0337,215.1536,62.5256,2688.3484,579.2577,135.8502,2544.7045,84.0413,234.8614,202.3614,198.5405,588.184,
360000,江西省,2016,19378.6876,491.2402,302.0411,9190.7481,792.1598,46.3174,958.298,171.1597,940.139,275.3752,48.8751,2522.201,494.6524,153.2745,2004.4047,120.2168,218.3479,145.6388,176.0106,327.5873,
360000,江西省,2015,16993.8969,469.058,245.5044,8099.5747,573.2341,130.7245,817.9541,125.432,971.5767,293.107,41.0675,2096.5192,330.0198,95.9924,1691.0715,121.6388,243.5646,159.7145,261.326,226.8171,
360000,江西省,2014,14646.3081,351.2762,289.3892,7230.05,387.4717,81.3674,703.404,73.694,679.0014,256.5722,33.6654,1937.7351,270.7006,54.3953,1477.9901,68.7046,182.4439,105.2597,251.6902,211.4971,
360000,江西省,2013,12434.9494,297.1711,252.1719,6558.9193,325.8062,76.1167,484.1091,48.3827,500.5519,271.665,31.4255,1724.3188,160.1407,51.2654,1028.9026,68.584,176.4151,86.928,143.2669,148.8085,
360000,江西省,2012,10378.3697,288.4569,265.3513,5361.4601,294.2124,99.7358,462.1466,50.5798,411.2529,253.2647,24.7074,1373.065,121.9029,38.5101,827.2376,57.0594,137.8214,74.5876,97.7394,139.2784,
360000,江西省,2011,8753.9281,182.1226,228.678,4643.3586,276.9078,57.567,445.4936,44.5428,283.5115,205.3814,23.6083,1094.1762,87.3643,23.6662,744.0841,39.8532,106.2972,74.2648,106.499,86.5515,
360000,江西省,2010,7856.9409,116.9,192.3,4265.7,281.2,34.8,420.7,62.8,194.3,201.5,25.8,866.4,76.3,43.9,724.2,28.6,107.7,51.3,77.8,84.7,
360000,江西省,2009,6008.1185,111.1177,142.8517,3049.8532,296.8507,14.0735,334.8729,49.215,161.0314,153.5614,21.6838,741.8459,54.9606,27.2363,525.462,15.0786,107.7833,49.1779,72.0219,79.4407,
360000,江西省,2008,4325.3781,54.0133,89.9358,2217.3935,157.1787,15.5299,219.8383,32.3722,86.532,107.9018,7.6411,622.7038,37.5219,14.6245,361.7182,9.5154,108.6913,23.9352,46.0127,112.3185,
360000,江西省,2007,2954.8723,25.1613,54.5626,1214.6158,138.8604,7.9706,254.1515,62.4026,56.2782,62.135,5.078,500.1697,32.0326,9.4165,292.6171,5.502,80.9412,22.4835,27.1257,103.368,
360000,江西省,2006,2375.3863,23.8618,42.9365,790.5391,150.3655,6.8276,275.1495,54.5884,44.4407,41.3874,4.3628,392.7851,15.6058,5.957,286.3223,6.4458,86.9662,29.4405,25.8162,91.5881,
360000,江西省,2005,1902.6581,19.264,32.3527,572.105,120.915,3.7029,254.9804,66.4204,35.7008,32.218,3.1232,322.456,9.7772,3.9715,232.4675,2.2189,78.0849,24.4788,20.2425,68.1784,
360000,江西省,2004,1477.89,8.39,15.05,400.56,97.23,1.94,220.04,64.85,24.99,14.06,3.45,279.65,6.6,2.43,152.3507,1.8999,67.0344,23.1967,16.8475,77.3284,
360000,江西省,2003,1099.1,6.7445,12.3882,272.853,53.5795,0.8641,191.1364,53.8967,19.7634,12.0017,2.3792,205.3687,4.1249,2.6834,125.2506,1.3899,45.1203,25.643,9.8186,54.0974,
360000,江西省,2002,714.6,,,,,,,,,,,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2019,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2018,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2017,54236.0344,1294.2354,517.7019,22658.6702,2886.2678,855.8764,3954.9958,317.6705,1804.635,419.5045,136.8866,9592.005,1380.1675,953.0,3753.8708,238.9878,1167.1677,651.43,974.6337,678.3278,
370000,山东省,2016,52364.4936,1268.6726,499.3719,23399.9218,2498.9973,1070.3435,2982.1591,290.6824,2276.0034,369.901,101.8014,8909.9796,1183.1095,1055.7193,2959.7247,305.6687,744.2016,545.9428,827.4147,1074.8783,
370000,山东省,2015,47381.4559,1155.7982,649.0335,20876.6005,1728.5759,887.9314,2787.4969,283.779,2720.2973,343.2177,99.385,8292.5395,898.0545,1026.5684,2338.9563,370.8658,605.6529,429.6666,753.0692,1133.9673,
370000,山东省,2014,41599.1323,893.5434,646.6788,18669.92,1279.4546,737.3986,2196.1412,167.9856,1972.0348,336.1698,83.7649,8165.5618,670.1979,691.1275,2138.9892,327.87,516.6253,339.9963,857.8664,907.8062,
370000,山东省,2013,35875.8558,830.9105,592.4512,15258.2174,978.2321,448.0179,1983.217,107.5316,1620.8343,380.7257,61.7464,7885.1101,531.5818,663.836,1837.1185,410.139,449.6035,244.5911,697.0375,894.9542,
