省份编码,省份,年份,固定资产投资(不含农户)房屋施工面积(万平方米),固定资产投资(不含农户)住宅施工面积(万平方米),固定资产投资(不含农户)房屋竣工面积(万平方米),固定资产投资(不含农户)住宅竣工面积(万平方米),固定资产投资(不含农户)竣工房屋价值(万元),固定资产投资(不含农户)竣工住宅价值(万元)
450000,广西壮族自治区,2010,18972.6,11243.9,3360.5,1861.3,4514000.0,2421000
450000,广西壮族自治区,2009,14581.8043,8345.2121,3387.7803,1833.5467,4016922.0,2293710
450000,广西壮族自治区,2008,11765.2283,7015.6242,2675.5966,1514.1194,2854103.0,1635702
450000,广西壮族自治区,2007,9810.5849,6205.0656,2710.2229,1563.4715,2566493.0,1463141
450000,广西壮族自治区,2006,7823.5806,4752.1691,2386.0128,1373.8652,2125350.0,1135600
450000,广西壮族自治区,2005,8275.2496,5485.5901,3867.3885,2867.4363,2776303.0,1819891
450000,广西壮族自治区,2004,6184.32,4016.34,2739.23,2074.08,1939880.0,1282795
450000,广西壮族自治区,2003,4486.87,2905.52,2109.59,1544.28,1376027.0,840434
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,,,,,,
460000,海南省,2018,,,,,,
460000,海南省,2017,,,,,,
460000,海南省,2016,10040.5956,6993.1603,1819.9046,1496.7481,,
460000,海南省,2015,9435.7978,6810.3912,1240.3184,997.7548,,
460000,海南省,2014,8825.5966,6403.0273,1297.5738,1122.9075,7058400.0,6080441
460000,海南省,2013,7179.3745,5515.8532,703.1109,542.9351,2801195.0,2043908
460000,海南省,2012,7076.3871,4930.2677,1063.589,855.0216,4508548.0,3458488
460000,海南省,2011,5593.6445,3964.2932,709.9669,577.0307,2026717.0,1600568
460000,海南省,2010,4121.6,2875.7,746.1,601.2,2085000.0,1662000
460000,海南省,2009,3213.0831,2320.5446,828.344,721.6421,1558484.0,1356917
460000,海南省,2008,2313.8055,1561.0307,478.8517,333.3585,940313.0,706007
460000,海南省,2007,1863.5072,1219.9758,475.6061,318.2043,649918.0,468090
460000,海南省,2006,1718.8259,1023.4168,436.8574,204.1218,509317.0,224648
460000,海南省,2005,1562.406,1008.7338,476.6423,336.5963,666976.0,493807
460000,海南省,2004,1456.25,821.31,370.84,245.5,461236.0,288447
460000,海南省,2003,1172.2,651.3,433.7,288.93,563011.0,313510
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,,,,,,
500000,重庆市,2018,,,,,,
500000,重庆市,2017,,,,,,
500000,重庆市,2016,33004.0504,18932.8856,6686.0278,3698.011,,
500000,重庆市,2015,33693.6885,20496.0041,5578.9262,3548.1734,,
500000,重庆市,2014,34167.4475,21812.7242,4853.2651,3368.8281,14233725.0,9838598
500000,重庆市,2013,34828.4661,21552.2906,5217.7837,3604.6003,14351079.0,9903121
500000,重庆市,2012,28483.8079,19593.7694,5527.9417,4279.3419,13537801.0,10389100.0
500000,重庆市,2011,30990.0723,18872.8653,5661.0275,4153.5738,12159767.0,8642042
500000,重庆市,2010,22359.1,15628.6,4301.5,3120.4,8448000.0,6058000
500000,重庆市,2009,17566.5304,11942.4991,4464.2348,3008.6059,8010711.0,5449938
500000,重庆市,2008,15465.1576,10391.1776,3703.3854,2503.1033,5403635.0,3713281
500000,重庆市,2007,14232.1717,9282.6688,3783.3468,2324.6997,4652482.0,2829619
500000,重庆市,2006,12678.8318,7883.9805,3787.7771,2307.6437,4468756.0,2676685
500000,重庆市,2005,10799.673,6805.3014,4020.2325,2442.5151,4137184.0,2348499
500000,重庆市,2004,9210.1,5744.57,3073.76,1904.99,2551983.0,1500429
500000,重庆市,2003,8221.46,5198.94,3274.74,2105.24,2597589.0,1487930
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,,,,,,
510000,四川省,2018,,,,,,
510000,四川省,2017,,,,,,
510000,四川省,2016,60347.6217,31310.3861,12955.1415,6375.4983,,
510000,四川省,2015,65385.5001,33074.1199,11811.1539,5451.5195,,
510000,四川省,2014,64141.604,32938.6636,11285.5455,6102.9703,24006257.0,13896006.0
510000,四川省,2013,61507.4881,30919.7679,12202.848,6393.2459,25941135.0,13958864.0
510000,四川省,2012,54541.234,30389.2817,14541.785,6879.0431,28836502.0,13519882.0
510000,四川省,2011,49464.343,27711.5402,14312.9687,6098.9914,25031603.0,11146979.0
510000,四川省,2010,38585.2,22558.6,11449.6,6269.7,17097000.0,9046000
510000,四川省,2009,34983.5992,20725.5887,9510.5019,5194.2133,13769670.0,7289433
510000,四川省,2008,27646.6771,16591.8833,6919.3469,3829.7843,7462047.0,4455130
510000,四川省,2007,23338.0433,14693.7927,6443.2207,3628.8797,6022108.0,3325819
510000,四川省,2006,19337.9462,11760.5955,6558.7861,3637.726,5835927.0,3109194
510000,四川省,2005,14225.1036,8608.9846,4861.1654,2787.9239,3824089.0,2025988
510000,四川省,2004,12047.8,7125.39,4534.65,2640.0,3649527.0,1894711
510000,四川省,2003,11526.92,7244.37,5101.31,3390.14,3828540.0,2317738
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,,,,,,
520000,贵州省,2018,,,,,,
520000,贵州省,2017,,,,,,
520000,贵州省,2016,32600.9467,14355.8476,6987.5942,1518.5673,,
520000,贵州省,2015,29273.4119,15310.9397,5489.9342,2402.4693,,
520000,贵州省,2014,28149.8607,15099.6629,4642.8093,2360.1715,9628377.0,4754951
520000,贵州省,2013,24165.3453,13678.7364,3649.0279,2193.092,6435660.0,3191748
520000,贵州省,2012,19128.056,10550.814,2621.5013,1433.2521,4603129.0,2521550
520000,贵州省,2011,13252.3265,8508.4359,2451.7904,1495.7786,3960686.0,2311442
520000,贵州省,2010,11183.3,7304.2,2398.2,1506.0,2719000.0,1677000
520000,贵州省,2009,9630.9491,6219.7464,2484.9474,1720.3514,2832554.0,1935505
520000,贵州省,2008,7324.4071,4920.3799,1478.3293,881.025,1488272.0,882758
520000,贵州省,2007,6136.0762,3985.5388,1468.6419,855.5418,1304751.0,694058
520000,贵州省,2006,5134.0947,3107.1632,1276.5465,781.4233,1091498.0,621816
520000,贵州省,2005,4475.4797,2889.3868,1683.582,1141.3612,1182517.0,703550
520000,贵州省,2004,3944.48,2443.65,1523.4,1013.52,1147334.0,653546
520000,贵州省,2003,3757.84,2300.0,1595.07,1023.06,1053637.0,575042
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,,,,,,
530000,云南省,2018,,,,,,
530000,云南省,2017,,,,,,
530000,云南省,2016,36150.4192,20977.0507,9790.7773,5580.9795,,
530000,云南省,2015,33053.225,18710.2739,8074.1495,4702.2929,,
530000,云南省,2014,31486.5594,17286.0302,5167.8298,2471.0268,10789877.0,5514534
530000,云南省,2013,29705.4313,16711.8996,5192.4553,3061.0481,10236202.0,5971340
530000,云南省,2012,24612.9375,13641.0188,4069.4124,2355.1227,7676500.0,4381936
530000,云南省,2011,17714.9699,10000.2115,3136.6299,1767.791,5794295.0,3108848
530000,云南省,2010,15875.8,8949.8,3433.7,2024.3,5698000.0,3422000
530000,云南省,2009,12505.2007,7529.9434,3486.9508,2157.5981,5276511.0,3375354
530000,云南省,2008,10407.5648,6407.6755,3144.7463,2155.9965,3339179.0,2001326
530000,云南省,2007,8227.0288,4902.2087,2745.6029,1610.7877,3254414.0,1828516
530000,云南省,2006,6092.5425,3791.8583,2631.3559,1539.3689,2988445.0,1737270
530000,云南省,2005,5777.2725,3626.1525,2663.6112,1633.4292,2632491.0,1482847
530000,云南省,2004,4661.55,2870.05,2069.51,1265.16,1722339.0,904211
530000,云南省,2003,4216.09,2701.42,2053.81,1328.88,1603550.0,903633
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,,,,,,
540000,西藏自治区,2018,,,,,,
540000,西藏自治区,2017,,,,,,
540000,西藏自治区,2016,3050.7358,380.5953,106.2906,73.0307,,
540000,西藏自治区,2015,854.8152,504.9753,235.4972,163.4121,,
540000,西藏自治区,2014,972.3239,581.2382,343.7763,293.818,508235.0,367744
540000,西藏自治区,2013,678.5979,367.8326,246.2897,195.3982,285811.0,127955
540000,西藏自治区,2012,1374.6774,561.7301,411.947,339.154,458349.0,226847
540000,西藏自治区,2011,787.9823,544.005,420.8633,334.214,550255.0,315627
540000,西藏自治区,2010,936.4,354.3,219.1,119.3,312000.0,119000
540000,西藏自治区,2009,669.7909,406.2699,277.8988,188.7612,344855.0,188674
540000,西藏自治区,2008,539.471,301.904,205.795,107.5988,376054.0,214288
540000,西藏自治区,2007,713.3011,328.9337,432.042,181.2699,599941.0,257260
540000,西藏自治区,2006,614.4998,291.5872,389.8347,166.7315,490537.0,192056
540000,西藏自治区,2005,733.3747,275.1207,428.174,172.2428,528072.0,174821
540000,西藏自治区,2004,443.94,206.03,306.42,139.92,389583.0,133948
540000,西藏自治区,2003,321.43,117.89,215.47,70.9,272487.0,70826
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,,,,,,
610000,陕西省,2018,,,,,,
610000,陕西省,2017,,,,,,
610000,陕西省,2016,34141.746,18942.0467,4194.2617,2595.1122,,
610000,陕西省,2015,31240.7748,19222.2105,4780.0573,2777.2009,,
610000,陕西省,2014,32301.7362,20082.0969,5080.8207,3419.1636,12396037.0,8392934
610000,陕西省,2013,32030.4514,19152.4547,4684.3624,2729.4002,10756970.0,6758373
610000,陕西省,2012,32331.6309,18186.8937,4830.6978,2911.7501,10889822.0,6543900
610000,陕西省,2011,23989.7447,15306.7016,3296.4063,1831.1231,6778695.0,4069825
610000,陕西省,2010,21067.0,13085.6,2353.2,1276.1,4538000.0,2663000
610000,陕西省,2009,20451.1101,13598.2628,3454.7545,1842.8667,6450713.0,3438354
610000,陕西省,2008,12753.2115,7930.072,3112.6368,1798.7461,4862819.0,2844187
610000,陕西省,2007,10165.6205,6040.5335,3287.148,1751.3314,4646474.0,2405265
610000,陕西省,2006,7914.0478,4526.7357,2710.4934,1343.9756,3614822.0,1702577
610000,陕西省,2005,7504.9821,4313.224,2871.6258,1594.3943,3447153.0,1845228
610000,陕西省,2004,6107.61,3570.36,2259.93,1389.12,2155980.0,1165602
610000,陕西省,2003,5629.63,3329.67,2497.17,1534.98,2676177.0,1479170
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,,,,,,
620000,甘肃省,2018,,,,,,
620000,甘肃省,2017,,,,,,
620000,甘肃省,2016,14900.9298,7202.6019,2867.8432,1047.1917,,
620000,甘肃省,2015,15664.3093,7459.5202,2858.4567,1233.423,,
620000,甘肃省,2014,14986.3481,7824.9935,2535.501,1336.4835,4326964.0,2486719
620000,甘肃省,2013,14188.9647,7436.901,2443.4286,1260.1687,5436106.0,3005296
620000,甘肃省,2012,11438.5139,6884.564,2314.6096,1399.8202,4947815.0,2767445
620000,甘肃省,2011,9328.9629,6306.3745,2046.1583,1311.9321,3768810.0,2209642
620000,甘肃省,2010,8066.4,4880.7,2023.0,1173.7,3094000.0,1658000
620000,甘肃省,2009,7009.0621,4334.4094,1406.0356,801.5963,2060041.0,1215633
620000,甘肃省,2008,6759.7118,4638.3222,2378.8855,2065.7042,2136414.0,1360797
620000,甘肃省,2007,4266.7475,2389.2241,1433.4296,721.1151,1532663.0,729070
620000,甘肃省,2006,3995.332,2241.4378,736.6545,512.8496,779998.0,521439
620000,甘肃省,2005,3988.3045,2298.3611,1309.2265,779.9037,1282145.0,712236
620000,甘肃省,2004,3889.86,2226.8,1181.87,651.16,1169440.0,587772
620000,甘肃省,2003,2821.15,1717.91,955.79,617.41,794330.0,472241
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,,,,,,
630000,青海省,2018,,,,,,
630000,青海省,2017,,,,,,
630000,青海省,2016,4967.9938,2387.172,926.7729,568.3379,,
630000,青海省,2015,4208.5071,2274.0906,783.9611,452.5673,,
630000,青海省,2014,4748.276,2655.5791,1000.2471,701.5669,2144020.0,1534222
630000,青海省,2013,4760.662,2691.5822,1084.8665,737.9629,2584236.0,1648163
630000,青海省,2012,4948.6654,2845.5944,811.2814,540.1403,2048803.0,1187685
630000,青海省,2011,5044.3176,3547.1765,1218.9772,1056.8486,2357352.0,1974940
630000,青海省,2010,2929.7,1828.4,548.0,423.0,867000.0,624000
630000,青海省,2009,1842.6491,1046.9076,457.6415,259.7973,557428.0,349337
630000,青海省,2008,1368.7009,817.4562,384.0805,259.7106,552432.0,378715
630000,青海省,2007,1121.7236,685.9633,352.2094,234.5941,435770.0,292902
630000,青海省,2006,896.6805,534.0466,360.5332,196.4704,413200.0,210138
630000,青海省,2005,833.144,449.617,286.5081,137.5029,332050.0,139875
630000,青海省,2004,796.69,462.7,326.33,196.03,342750.0,183460
630000,青海省,2003,795.22,448.99,312.67,203.4,294712.0,174687
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,,,,,,
640000,宁夏回族自治区,2018,,,,,,
640000,宁夏回族自治区,2017,,,,,,
640000,宁夏回族自治区,2016,8930.011,4762.305,1657.2438,1022.2111,,
640000,宁夏回族自治区,2015,8766.3234,4914.3195,1528.0917,852.6429,,
640000,宁夏回族自治区,2014,9142.1152,5145.9499,1549.6988,929.5244,3635936.0,2122155
640000,宁夏回族自治区,2013,9789.2272,4803.8862,1473.4664,989.375,3830539.0,2358925
640000,宁夏回族自治区,2012,7234.9611,4153.7256,1470.5646,1031.2246,3155077.0,2202477
640000,宁夏回族自治区,2011,6029.3533,3479.1957,1364.3267,874.0664,3376915.0,2237718
640000,宁夏回族自治区,2010,4386.3,2570.6,1164.8,838.1,2089000.0,1438000
640000,宁夏回族自治区,2009,2977.8351,1766.4072,1015.0345,703.5982,1414027.0,909493
640000,宁夏回族自治区,2008,2326.4108,1456.2207,918.3489,588.2839,1254177.0,704151
640000,宁夏回族自治区,2007,1934.6075,1029.454,768.5172,471.0583,933519.0,507153
640000,宁夏回族自治区,2006,1765.1524,968.4717,806.5512,469.8703,833608.0,435395
640000,宁夏回族自治区,2005,1552.0538,827.7437,815.3656,487.0269,869581.0,453740
640000,宁夏回族自治区,2004,1502.23,746.37,684.4,385.13,663923.0,327882
640000,宁夏回族自治区,2003,1491.01,869.1,805.89,511.05,678438.0,378959
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,
650000,新疆维吾尔自治区,2016,19334.9334,10208.7716,4487.7883,2631.2689,,
650000,新疆维吾尔自治区,2015,22688.6499,11917.864,5935.8176,3392.3135,,
650000,新疆维吾尔自治区,2014,24450.0164,12971.3487,6567.5061,3853.5748,10370108.0,6924162
650000,新疆维吾尔自治区,2013,24423.1144,13182.6239,5467.0423,4061.4913,8730230.0,6177725
650000,新疆维吾尔自治区,2012,19119.684,11972.9632,5553.2861,4098.7311,8542644.0,6188481
650000,新疆维吾尔自治区,2011,14593.607,9528.3244,3979.6151,2869.8688,5304449.0,3526952
650000,新疆维吾尔自治区,2010,9381.0,6035.0,3160.7,2028.3,3723000.0,2303000
650000,新疆维吾尔自治区,2009,7494.1413,4672.7133,3001.0209,1994.28,3527009.0,2096589
650000,新疆维吾尔自治区,2008,6447.0942,4265.1188,3481.3837,2584.2314,3347034.0,2009630
650000,新疆维吾尔自治区,2007,5695.756,3765.4528,3327.0602,2491.602,2626054.0,1655101
650000,新疆维吾尔自治区,2006,5865.5642,3974.3437,3059.7119,2212.083,2307390.0,1341373
650000,新疆维吾尔自治区,2005,4858.947,3028.2491,2981.7013,2167.997,2179142.0,1199004
650000,新疆维吾尔自治区,2004,4168.63,2189.41,2334.53,1440.55,1908000.0,943762
650000,新疆维吾尔自治区,2003,3827.43,2000.13,2448.72,1500.61,2322371.0,1096171
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
