省份编码,省份,年份,能源工业固定资产投资(不含农户)(亿元),煤炭开采及洗选业固定资产投资(不含农户)(亿元),石油及天然气开采业固定资产投资(不含农户)(亿元),石油及炼焦加工业固定资产投资(不含农户)(亿元),电力、热力及燃气的生产和供应业固定资产投资(不含农户)(亿元)
500000,重庆市,2013,574.9765,99.2678,33.0049,70.3684,372.3354
500000,重庆市,2012,482.9783,92.0337,12.189,65.533,313.2226
500000,重庆市,2011,343.3561,89.8348,23.4557,7.4307,222.6349
500000,重庆市,2010,316.4,69.9,8.9,8.7,228.9
500000,重庆市,2009,275.9731,62.1241,10.2738,3.3387,200.2365
500000,重庆市,2008,225.1956,49.3953,7.611,2.3176,165.8717
500000,重庆市,2007,223.571,34.7847,3.4377,1.6431,173.7902
500000,重庆市,2006,243.6591,33.6785,0.6532,1.1928,201.9515
500000,重庆市,2005,163.5491,23.6992,0.6831,3.0933,130.1692
500000,重庆市,2004,100.3519,1.6342,0.6051,0.245,37.7484
500000,重庆市,2003,67.3475,3.1822,1.5691,0.8958,59.4546
500000,重庆市,2002,47.7691,1.4366,0.6664,0.126,43.4464
500000,重庆市,2001,42.1764,1.2417,0.2174,0.172,39.038
500000,重庆市,2000,49.8323,1.1115,0.3377,0.147,46.7102
510000,四川省,2019,,,,,
510000,四川省,2018,,,,,
510000,四川省,2017,1563.4767,92.6859,145.3715,78.7573,1246.662
510000,四川省,2016,1659.9012,111.0253,92.0283,61.836,1395.0116
510000,四川省,2015,1603.0374,161.351,129.7615,48.8378,1263.0871
510000,四川省,2014,1574.3066,174.5484,14.347,46.8752,1338.536
510000,四川省,2013,1429.2927,186.7,13.464,42.5969,1186.5318
510000,四川省,2012,1427.256,261.0509,6.1912,43.3921,1116.6218
510000,四川省,2011,1314.6849,252.4603,,101.7639,960.4607
510000,四川省,2010,1050.4,139.4,10.5,37.8,862.7
510000,四川省,2009,823.8253,94.4793,17.5516,28.9427,682.8517
510000,四川省,2008,677.3294,64.401,26.2151,21.0954,565.6179
510000,四川省,2007,654.5247,58.1956,22.8437,10.5046,549.0774
510000,四川省,2006,573.0569,46.9279,17.532,7.9644,482.0785
510000,四川省,2005,430.7259,28.7369,15.8967,7.1518,369.8944
510000,四川省,2004,302.6056,3.6609,12.7389,0.7365,103.2245
510000,四川省,2003,162.8038,6.9094,6.5484,7.3807,134.2195
510000,四川省,2002,139.796,3.5214,7.9145,2.2858,122.3569
510000,四川省,2001,116.4002,2.4616,8.9863,0.585,98.4822
510000,四川省,2000,136.5482,2.8415,11.6256,0.139,118.0216
520000,贵州省,2019,,,,,
520000,贵州省,2018,,,,,
520000,贵州省,2017,536.9241,195.6856,34.502,5.3062,301.4303
520000,贵州省,2016,648.0254,329.7518,15.9886,5.0685,297.2165
520000,贵州省,2015,621.762,257.0845,1.4382,7.4702,355.7691
520000,贵州省,2014,583.7807,174.5307,,13.7537,395.4963
520000,贵州省,2013,585.5789,248.8905,,30.1659,306.5225
520000,贵州省,2012,512.9139,229.087,,39.3471,244.4798
520000,贵州省,2011,704.2519,359.9662,1.0835,38.0916,305.1106
520000,贵州省,2010,467.3,171.8,,21.8,273.7
520000,贵州省,2009,396.7424,121.1993,0.4172,19.2991,255.8268
520000,贵州省,2008,379.7923,95.8667,0.037,20.2803,263.6083
520000,贵州省,2007,318.6555,51.3458,,13.056,251.555
520000,贵州省,2006,292.6505,44.5046,0.5421,3.1267,243.3136
520000,贵州省,2005,269.2206,32.6942,0.5216,3.1813,231.627
520000,贵州省,2004,216.7279,15.1916,0.4688,0.0679,153.6068
520000,贵州省,2003,162.4957,12.7172,0.3927,0.9303,147.1718
520000,贵州省,2002,115.8315,5.0024,0.6865,0.062,109.3806
520000,贵州省,2001,95.7381,4.4177,0.5234,0.2426,90.3986
520000,贵州省,2000,71.7444,5.3089,0.1,0.4779,64.8738
530000,云南省,2019,,,,,
530000,云南省,2018,,,,,
530000,云南省,2017,688.5878,158.7551,,9.7963,520.0364
530000,云南省,2016,1004.8778,155.3906,,76.4711,773.0161
530000,云南省,2015,1364.1374,204.9047,,83.923,1075.3097
530000,云南省,2014,1073.1244,167.2042,,97.8232,808.097
530000,云南省,2013,1183.67,227.3103,,73.3343,883.0254
530000,云南省,2012,1086.1933,175.8391,,29.54,880.8142
530000,云南省,2011,891.3822,106.37,0.17,29.1117,755.7305
530000,云南省,2010,831.9,74.9,0.8,37.4,718.9
530000,云南省,2009,791.959,60.5321,0.7205,29.5557,701.1507
530000,云南省,2008,673.8311,51.3099,0.369,21.9904,600.1618
530000,云南省,2007,574.0883,36.2349,,22.3882,508.847
530000,云南省,2006,490.6579,25.0093,0.0,12.5104,451.2718
530000,云南省,2005,371.2921,37.0657,0.023,9.6213,321.2543
530000,云南省,2004,212.8603,6.5954,,0.5391,78.2405
530000,云南省,2003,102.2318,3.7873,,4.7762,92.7028
530000,云南省,2002,91.1724,2.7088,,1.2662,86.743
530000,云南省,2001,58.5909,2.0544,0.0002,0.5373,55.8803
530000,云南省,2000,57.2173,2.0673,0.03,0.2186,54.6983
540000,西藏自治区,2019,,,,,
540000,西藏自治区,2018,,,,,
540000,西藏自治区,2017,285.0742,0.085,,0.56,284.4292
540000,西藏自治区,2016,189.0203,0.031,0.2446,2.259,186.4857
540000,西藏自治区,2015,153.7034,,0.2844,0.15,153.269
540000,西藏自治区,2014,229.091,0.029,,1.15,227.912
540000,西藏自治区,2013,166.7328,0.7075,,,166.0253
540000,西藏自治区,2012,89.7458,0.2,,0.2,89.3458
540000,西藏自治区,2011,63.9676,,,,63.9676
540000,西藏自治区,2010,52.7,,,,52.7
540000,西藏自治区,2009,39.4404,,,0.0266,39.4138
540000,西藏自治区,2008,30.2811,,,,30.2811
540000,西藏自治区,2007,17.8545,,,,17.7405
540000,西藏自治区,2006,12.7416,0.0,0.029,,12.7126
540000,西藏自治区,2005,15.1232,0.0,0.023,,15.0922
540000,西藏自治区,2004,15.4347,0.0,,,15.2636
540000,西藏自治区,2003,20.6532,,,,20.6532
540000,西藏自治区,2002,14.6541,,,,14.6541
540000,西藏自治区,2001,6.576,,,,6.576
540000,西藏自治区,2000,9.734,0.0,,,9.734
610000,陕西省,2019,,,,,
610000,陕西省,2018,,,,,
610000,陕西省,2017,1799.4665,335.447,238.4724,221.588,1003.9591
610000,陕西省,2016,1802.6452,281.1932,274.479,203.2592,1043.7138
610000,陕西省,2015,1696.6401,381.0044,473.7408,135.5249,706.37
610000,陕西省,2014,1676.0925,462.1052,394.27,184.5765,635.1408
610000,陕西省,2013,1786.4607,582.3817,502.786,211.1135,490.1795
610000,陕西省,2012,1343.1863,593.2043,299.4936,129.8998,320.5886
610000,陕西省,2011,1234.7728,507.1101,301.2484,158.8446,267.5697
610000,陕西省,2010,1043.2,316.0,256.0,136.1,335.0
610000,陕西省,2009,923.7495,205.4626,213.6197,153.8987,350.7685
610000,陕西省,2008,705.1901,107.1022,177.5837,119.2063,301.2979
610000,陕西省,2007,576.8513,68.3235,190.7271,42.8099,264.516
610000,陕西省,2006,383.6261,48.1683,133.9168,22.3091,172.9655
610000,陕西省,2005,300.7465,36.6563,95.7068,26.3344,138.1443
610000,陕西省,2004,234.2372,12.6132,80.4999,11.9753,76.5983
610000,陕西省,2003,152.7677,12.9168,55.0427,14.784,66.2604
610000,陕西省,2002,106.5301,7.4737,32.038,4.2821,59.2966
610000,陕西省,2001,94.4772,4.2329,29.1439,2.3205,55.0197
610000,陕西省,2000,105.841,3.7459,23.9757,2.0899,73.2021
620000,甘肃省,2019,,,,,
620000,甘肃省,2018,,,,,
620000,甘肃省,2017,357.1453,28.8387,12.139,14.4358,301.7318
620000,甘肃省,2016,682.6838,43.6446,25.8335,32.2609,580.9448
620000,甘肃省,2015,825.5973,87.627,67.1204,18.757,652.0929
620000,甘肃省,2014,1137.7469,117.0788,121.1956,61.2762,838.1963
620000,甘肃省,2013,1093.7374,168.3031,115.6977,79.379,730.3576
620000,甘肃省,2012,851.2252,138.4942,75.2449,31.037,606.4491
620000,甘肃省,2011,638.1891,111.8858,20.9815,48.5737,456.7481
620000,甘肃省,2010,667.2,77.0,11.7,66.9,511.6
620000,甘肃省,2009,530.1314,54.5084,17.5559,60.0168,398.0503
620000,甘肃省,2008,328.0142,30.6222,22.4032,22.5938,252.395
620000,甘肃省,2007,242.5374,22.8959,15.1875,23.504,172.7997
620000,甘肃省,2006,173.1651,15.4053,8.855,37.14,109.5484
620000,甘肃省,2005,142.0066,13.0076,6.1123,36.6489,84.782
620000,甘肃省,2004,112.7938,9.8645,5.0881,14.4717,49.7467
620000,甘肃省,2003,94.8549,6.8836,11.5455,11.2628,63.1574
620000,甘肃省,2002,61.6677,4.1583,10.2524,0.9698,45.7412
620000,甘肃省,2001,62.0051,5.3481,7.9739,0.167,48.1954
620000,甘肃省,2000,64.8601,4.9806,6.5748,2.7787,50.171
630000,青海省,2019,,,,,
630000,青海省,2018,,,,,
630000,青海省,2017,409.8413,11.2621,47.3335,2.4756,348.7701
630000,青海省,2016,496.5982,16.5271,48.5588,5.2378,426.2745
630000,青海省,2015,511.1895,33.7309,49.3499,0.9136,427.1951
630000,青海省,2014,429.1253,41.1736,59.8461,4.785,323.3206
630000,青海省,2013,397.1506,34.2955,62.3435,3.2291,297.2825
630000,青海省,2012,295.068,23.7989,39.9208,1.3497,229.9986
630000,青海省,2011,232.0983,14.385,34.5139,6.9726,176.2268
630000,青海省,2010,141.5,9.4,39.4,5.6,87.0
630000,青海省,2009,157.3429,7.6086,33.3587,1.7904,114.5852
630000,青海省,2008,125.094,11.8306,37.6821,0.4445,75.1368
630000,青海省,2007,111.8625,6.512,29.3771,4.1589,71.2712
630000,青海省,2006,117.5561,4.9349,31.7371,7.2,73.3405
630000,青海省,2005,85.9577,2.5637,30.7284,,51.8046
630000,青海省,2004,82.3525,0.5315,28.2154,0.05,6.3673
630000,青海省,2003,51.0611,1.3611,19.0245,0.0098,30.4657
630000,青海省,2002,52.8514,0.2168,17.78,0.0098,34.5816
630000,青海省,2001,44.1717,0.203,17.1812,0.011,26.4631
630000,青海省,2000,30.3079,0.013,16.918,0.19,13.3689
640000,宁夏回族自治区,2019,,,,,
640000,宁夏回族自治区,2018,,,,,
640000,宁夏回族自治区,2017,548.6068,131.1606,1.5,47.6529,368.2933
640000,宁夏回族自治区,2016,672.5863,25.1233,2.13,28.1376,617.1954
640000,宁夏回族自治区,2015,785.8206,72.5315,14.307,21.4056,677.5765
640000,宁夏回族自治区,2014,606.4219,155.3729,4.5207,24.8248,421.7035
640000,宁夏回族自治区,2013,438.5198,159.2869,8.0279,38.5297,232.6753
640000,宁夏回族自治区,2012,421.5517,143.8342,0.86,56.9581,219.8994
640000,宁夏回族自治区,2011,414.0817,119.7909,0.95,60.9949,232.3459
640000,宁夏回族自治区,2010,350.7,110.7,1.6,21.6,216.8
640000,宁夏回族自治区,2009,296.8945,101.995,4.1018,17.2326,173.5651
640000,宁夏回族自治区,2008,195.3862,79.7298,4.0006,27.6642,83.9916
640000,宁夏回族自治区,2007,159.2757,69.3153,1.64,15.46,71.882
640000,宁夏回族自治区,2006,118.9639,38.6884,1.465,2.2148,75.977
640000,宁夏回族自治区,2005,104.453,33.0303,,2.3654,68.6629
640000,宁夏回族自治区,2004,59.3805,11.6024,,0.4676,14.7841
640000,宁夏回族自治区,2003,40.3772,5.8373,0.095,4.249,29.4489
640000,宁夏回族自治区,2002,35.4187,3.8204,,0.03,31.179
640000,宁夏回族自治区,2001,24.275,2.34,0.095,1.2344,20.1536
640000,宁夏回族自治区,2000,19.1842,2.8204,,0.8375,14.5166
650000,新疆维吾尔自治区,2019,,,,,
650000,新疆维吾尔自治区,2018,,,,,
650000,新疆维吾尔自治区,2017,1344.3738,86.5189,402.8221,87.9558,767.077
650000,新疆维吾尔自治区,2016,1886.437,133.0547,357.5397,212.787,1183.0556
650000,新疆维吾尔自治区,2015,2998.2668,243.388,543.0955,201.2479,2010.5354
650000,新疆维吾尔自治区,2014,2603.2409,253.8721,605.6438,344.0429,1399.6821
650000,新疆维吾尔自治区,2013,2101.0793,203.539,525.3001,211.461,1160.7792
650000,新疆维吾尔自治区,2012,1491.2847,171.8914,440.4995,146.1305,732.7633
650000,新疆维吾尔自治区,2011,1233.4467,135.3298,431.3607,128.1024,538.6538
650000,新疆维吾尔自治区,2010,988.3,135.3,387.9,106.6,358.4
650000,新疆维吾尔自治区,2009,795.018,103.4603,323.3715,106.8873,261.2989
650000,新疆维吾尔自治区,2008,703.9701,49.1761,366.393,110.5557,177.8453
650000,新疆维吾尔自治区,2007,649.1131,41.0485,360.5552,139.7414,100.3543
650000,新疆维吾尔自治区,2006,490.0404,31.6024,308.4465,80.5265,62.6808
650000,新疆维吾尔自治区,2005,375.0842,16.0203,262.0624,37.731,54.6626
650000,新疆维吾尔自治区,2004,308.614,5.5013,18.0289,9.0238,29.5302
650000,新疆维吾尔自治区,2003,233.0512,7.8834,158.4775,16.6016,44.439
650000,新疆维吾尔自治区,2002,210.3791,4.489,122.9048,18.3107,60.5028
650000,新疆维吾尔自治区,2001,200.403,1.8529,135.334,15.7233,45.9593
650000,新疆维吾尔自治区,2000,179.7885,2.3451,129.3814,5.2535,41.6024
