省份编码,省份,年份,城镇单位就业人员工资总额(亿元),农、林、牧、渔业城镇单位就业人员工资总额(亿元),采矿业城镇单位就业人员工资总额(亿元),制造业城镇单位就业人员工资总额(亿元),电力、燃气及水的生产和供应业城镇单位就业人员工资总额(亿元),建筑业城镇单位就业人员工资总额(亿元),交通运输、仓储和邮政业城镇单位就业人员工资总额(亿元),信息传输、计算机服务和软件业城镇单位就业人员工资总额(亿元),批发和零售业城镇单位就业人员工资总额(亿元),住宿和餐饮业城镇单位就业人员工资总额(亿元),金融业城镇单位就业人员工资总额(亿元),房地产业城镇单位就业人员工资总额(亿元),租赁和商务服务业城镇单位就业人员工资总额(亿元),科学研究、技术服务和地质勘查业城镇单位就业人员工资总额(亿元),水利、环境和公共设施管理业城镇单位就业人员工资总额(亿元),居民服务和其他服务业城镇单位就业人员工资总额(亿元),教育城镇单位就业人员工资总额(亿元),卫生、社会保障和社会福利业城镇单位就业人员工资总额(亿元),文化、体育和娱乐业城镇单位就业人员工资总额(亿元),公共管理和社会组织城镇单位就业人员工资总额(亿元)
230000,黑龙江省,2013,1947.9473,188.79026,213.62444,261.15023,99.76629,181.92706,140.06225,39.33162,74.11875,18.13954,89.36694,22.83638,23.90428,67.75398,27.07576,23.1609,195.90521,95.44766,17.87269,167.71306
230000,黑龙江省,2012,1732.59409,186.78531,204.34637,235.34446,73.14074,144.21077,113.71577,30.68707,52.65239,13.86915,87.81642,18.40356,18.08194,66.22154,24.27795,19.03142,185.87889,82.63313,15.33949,160.15772
230000,黑龙江省,2011,1485.98585,138.42499,194.14815,207.22717,59.16449,110.26054,94.36836,27.89274,48.35997,8.84881,71.61018,15.20822,17.13012,54.2391,20.3183,18.28694,169.17909,73.08821,13.25592,144.97455
230000,黑龙江省,2010,1277.6,117.7,169.0,177.4,52.5,71.7,78.0,22.5,45.0,7.4,59.2,10.5,15.8,47.9,18.2,19.5,160.1,62.7,11.8,130.6
230000,黑龙江省,2009,1162.16845,100.79758,143.41895,188.4814,48.00702,67.05068,72.8568,19.89935,39.69231,6.50237,49.2537,8.66042,8.912,48.31789,15.16528,14.91164,140.28958,54.11287,10.89606,124.94255
230000,黑龙江省,2008,1031.92086,91.7436,123.07525,178.28202,41.37008,62.67938,64.67131,19.24082,36.6676,5.67677,40.95965,8.03989,7.57486,38.28646,12.18748,12.3351,120.40643,46.53394,9.78122,112.409
230000,黑龙江省,2007,928.55944,78.81404,117.06886,171.62891,37.16813,64.72541,57.87928,17.00521,33.61915,5.4081,32.3053,8.31043,6.8615,26.462,10.87296,10.09365,108.37195,39.62523,8.34135,93.99798
230000,黑龙江省,2006,787.30171,61.80066,100.5519,149.84237,32.12678,60.84471,52.54295,14.11881,32.27369,5.29187,28.2119,7.10833,6.01957,21.29811,8.81252,7.48593,83.72424,31.97724,6.59954,76.67059
230000,黑龙江省,2005,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2004,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2003,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2002,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,,,,,,,,,,,
310000,上海市,2019,10711.3645,46.30991,3.35731,1837.87037,71.35539,364.00984,677.23292,968.67534,1566.67741,179.94658,968.43271,332.20771,1233.7187,662.96886,102.15603,79.69875,545.13005,501.93864,122.60646,447.07152
310000,上海市,2018,9021.79598,23.36132,0.85505,1894.31218,73.48352,331.09666,644.12377,807.69978,1290.9975,176.70946,860.22167,286.65975,940.63532,507.06032,86.04837,53.94694,363.98029,292.35817,99.41343,288.83248
310000,上海市,2017,8258.85836,20.24517,0.78005,1855.22365,73.20661,303.4596,600.42259,639.68314,1113.90906,154.30875,852.53411,264.13021,869.45458,429.72281,75.07802,50.62595,340.54919,264.84719,94.84849,255.82919
310000,上海市,2016,7601.4115,17.46927,0.72785,1781.81557,72.58669,290.1459,561.01223,535.02049,1008.19942,137.22825,810.47771,239.35836,800.04306,378.58187,67.64156,41.76851,316.40475,237.88827,81.04561,223.99613
310000,上海市,2015,7064.38685,16.32404,0.72959,1742.81482,67.06061,285.37493,516.30593,460.36094,916.75599,127.81822,709.30617,215.50671,755.84723,358.27748,61.95165,40.91534,292.93532,221.988,65.98297,208.13091
310000,上海市,2014,6551.3177,14.2376,0.66285,1679.63236,67.73094,272.78107,463.7318,418.23293,832.62043,119.42631,651.15389,187.92391,654.36256,339.36591,55.15835,39.21881,283.68729,215.85419,56.17947,199.35703
310000,上海市,2013,5676.59573,7.69739,0.58029,1538.54126,66.67587,241.77497,394.06454,327.2781,669.34117,95.47582,550.2207,162.08802,544.9356,287.16654,48.18481,27.5481,266.39858,203.76672,53.30146,191.55579
310000,上海市,2012,4404.53108,6.51451,0.56459,1435.12392,66.17666,254.52256,275.19844,109.17174,543.34787,82.99016,517.85436,108.50774,142.0635,158.43961,32.65242,14.42291,242.85637,181.38835,43.66493,189.07044
310000,上海市,2011,3735.52206,6.39118,0.52489,1162.79186,61.87748,207.60156,266.53642,96.39636,384.9078,62.96899,454.89294,97.54975,141.48111,146.43793,29.87112,10.44566,227.76561,162.35091,41.69291,173.03758
310000,上海市,2010,2611.2,5.2,0.5,743.1,51.6,78.7,215.0,77.1,163.9,38.3,362.1,54.5,114.9,187.4,26.2,11.8,185.6,124.1,32.5,138.8
310000,上海市,2009,2287.84381,4.7113,0.666,667.20578,48.34234,70.15895,180.79406,67.31563,136.54451,31.62839,295.76149,54.23246,99.71479,156.10275,26.06084,12.0622,170.26117,112.83671,29.38629,124.05815
310000,上海市,2008,1992.70446,3.6497,0.51437,627.64435,40.11647,60.16666,159.86735,50.04767,120.93734,28.01599,229.4559,49.02685,81.22899,129.37151,22.65546,10.71664,152.19002,99.14345,24.90487,103.05087
310000,上海市,2007,1632.44564,3.36325,0.42342,535.73161,33.93474,55.56836,144.28062,42.32238,86.85639,22.67422,167.94168,35.72377,69.06606,95.88206,18.09212,9.05835,119.89675,82.02526,22.87386,86.73074
310000,上海市,2006,1248.80448,2.99254,0.31678,404.87521,26.57699,47.45816,112.36545,32.58809,67.72885,18.69724,110.03551,26.20504,54.70319,66.9179,15.45253,7.78959,97.64953,65.83972,19.52067,71.09149
310000,上海市,2005,,,,,,,,,,,,,,,,,,,,
310000,上海市,2004,,,,,,,,,,,,,,,,,,,,
310000,上海市,2003,,,,,,,,,,,,,,,,,,,,
310000,上海市,2002,,,,,,,,,,,,,,,,,,,,
310000,上海市,2001,,,,,,,,,,,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2019,12679.22391,13.92958,39.59973,3959.89655,204.34664,1741.24996,476.37308,475.90994,535.69716,99.2477,624.64326,244.49718,322.93205,352.39136,103.52176,32.09637,1360.57,753.99777,100.17719,1238.14663
320000,江苏省,2018,12328.60384,16.97278,59.16368,3979.74586,194.23776,2686.75729,392.47742,453.65036,447.43679,88.52724,523.70756,205.60302,205.77619,269.49925,85.9798,24.04907,1039.78795,576.01272,85.76399,993.45511
320000,江苏省,2017,11433.41423,20.25675,55.49045,3903.32384,183.79685,2438.71658,373.21511,398.53786,391.70295,78.11235,489.81442,171.681,191.14863,246.31879,99.07836,21.62797,949.39625,526.46527,73.94099,820.78981
320000,江苏省,2016,10583.15709,22.07968,57.71561,3790.49852,168.95108,2222.2742,356.86186,357.41555,379.14781,75.47821,442.34483,160.87083,176.94374,217.44345,93.67371,19.15215,836.23121,448.48803,66.29498,691.29164
320000,江苏省,2015,10194.24028,20.50371,67.10284,3777.67802,199.46252,2226.49226,330.15598,336.23681,369.38014,73.31551,399.82617,151.05551,171.7602,198.75321,83.01554,18.63471,744.17948,384.60309,60.43529,581.64929
320000,江苏省,2014,9551.5931,20.70691,74.22348,3570.13822,190.4781,2189.82836,301.10209,298.32126,332.31779,69.09181,359.589,135.64571,162.66594,173.74088,73.40477,17.72077,662.69604,337.78968,55.80846,526.32383
320000,江苏省,2013,8396.39082,19.78525,81.67082,3036.10573,176.47693,1905.80697,273.03591,286.21113,318.6151,60.65619,319.01914,117.85844,151.76571,147.0558,62.37931,16.25646,585.27527,295.00418,48.52782,494.88466
320000,江苏省,2012,4205.9064,22.91422,66.35776,1555.27092,103.9239,252.063,149.73799,84.8607,135.40115,36.69704,261.79116,43.34223,48.00072,96.80303,53.17019,5.81019,529.82159,249.62552,35.49646,474.81863
320000,江苏省,2011,3673.28496,22.5892,61.7002,1347.93943,98.47274,204.92207,138.07009,69.81365,118.6596,31.06929,245.45522,37.97026,37.83081,82.91024,46.47904,4.48854,472.64136,206.78246,31.38764,414.10312
320000,江苏省,2010,2998.8,20.6,51.9,1063.2,85.0,153.6,119.8,49.6,90.5,25.3,186.4,31.2,34.9,64.1,37.7,3.6,420.8,165.0,27.3,368.1
320000,江苏省,2009,2520.01606,18.88803,55.13053,847.64346,76.82575,119.40936,104.72081,34.62599,80.12587,22.6183,154.70393,24.58253,30.89362,52.39006,32.3466,3.31706,357.75976,140.29975,24.99715,338.7375
320000,江苏省,2008,2233.2023,17.84665,45.10777,812.02185,68.6645,87.28918,97.11682,31.89738,69.3805,20.11287,127.92425,20.68122,27.34075,45.36217,29.8651,2.7909,295.899,121.35083,21.51397,291.03659
320000,江苏省,2007,1890.97992,16.79283,40.70858,686.04298,61.65297,74.10583,90.06392,30.97809,58.89219,16.81003,102.52682,18.78575,21.07094,38.74521,24.96229,2.73302,256.40119,103.03936,18.71528,227.95264
320000,江苏省,2006,1590.91288,15.00449,38.89754,561.15428,51.23981,67.23565,81.36757,26.74945,53.19893,14.43401,84.00669,16.27776,18.97027,33.10768,20.55118,2.41072,210.7037,86.86537,15.80535,192.93243
320000,江苏省,2005,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2004,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2003,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2002,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2001,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2019,9719.40697,4.08931,3.86836,2321.643,143.40266,1272.88291,302.71068,535.47561,376.41567,79.46642,696.61489,224.41268,271.3377,276.96525,91.79154,24.48173,1100.33582,777.02921,89.76602,1126.71751
330000,浙江省,2018,8938.51946,3.03446,3.05062,2130.82371,166.41846,1543.80684,284.84906,408.47586,321.24606,71.01395,634.78307,172.01455,206.32183,234.12008,74.44502,15.66136,923.20508,668.27082,81.4761,995.50253
330000,浙江省,2017,8319.08346,3.09596,2.77813,2028.19788,157.76319,1416.74046,272.6807,366.80963,297.08495,66.40747,631.13052,160.28983,206.94352,225.36155,67.96354,15.25939,843.88172,594.86207,73.79312,888.03983
330000,浙江省,2016,7673.11476,2.62907,2.98073,1900.02385,146.16217,1519.3696,261.82409,263.13889,273.36935,60.94259,583.64472,145.63606,185.48936,182.71818,64.55612,13.08056,729.84116,508.27824,66.56378,762.86624
330000,浙江省,2015,7110.24681,2.59775,3.52794,1841.78578,127.08471,1487.22894,239.79454,214.30397,275.07002,58.0283,520.13125,131.11472,174.56465,157.64662,63.14981,11.99035,642.02815,447.37432,64.82919,647.9958
330000,浙江省,2014,6666.84437,2.85454,4.25695,1797.85831,142.72144,1446.72875,226.04969,183.62015,252.5758,56.60467,483.91642,119.08908,161.22696,143.78396,58.52862,11.99396,557.46185,386.50376,56.32665,574.74281
330000,浙江省,2013,5985.13272,3.5645,4.56748,1649.95207,127.90339,1259.75428,198.5203,162.81616,219.86855,53.89159,444.91092,101.54136,150.02305,129.65999,53.71504,9.7975,508.99925,332.33583,52.60092,520.71054
330000,浙江省,2012,5313.11584,3.43885,6.28988,1521.26787,113.87901,1049.60136,168.11846,134.79334,196.50217,53.73069,411.62526,89.96703,135.33149,115.77389,52.71755,8.47523,459.84115,285.72765,44.88094,461.15402
330000,浙江省,2011,4440.14866,5.58068,5.63683,1345.97404,114.31855,721.67355,145.99,101.88866,167.91355,49.07799,348.09622,72.01779,105.20676,97.5524,43.77822,6.54163,417.13221,241.83052,40.45022,409.48884
330000,浙江省,2010,3517.5,4.9,4.9,1030.0,96.6,493.5,121.1,82.3,121.2,37.2,282.5,56.0,83.2,77.5,35.1,5.4,385.2,198.6,34.4,368.0
330000,浙江省,2009,2917.79237,4.86782,4.33589,833.71532,84.84026,399.99799,102.45973,69.43274,97.60718,33.01423,229.93684,40.6514,68.65612,55.18162,25.27228,4.68882,338.44779,164.3415,29.40728,330.93756
330000,浙江省,2008,2494.41314,4.78668,4.15491,775.45623,77.9517,303.64457,86.85961,55.82446,81.49368,30.00845,189.21557,34.44791,56.25253,47.52104,21.06718,3.76568,270.53978,139.11342,24.52446,287.78528
330000,浙江省,2007,2005.13439,4.51103,3.54709,585.0681,64.95352,228.05635,73.32784,42.37135,61.78445,22.30414,141.99159,26.34758,44.92007,39.16853,18.24154,3.05456,242.36543,121.71899,22.3626,259.03963
330000,浙江省,2006,1643.04191,4.21531,3.70946,443.25067,67.963,197.45601,62.16015,31.36252,53.77957,18.40726,106.80775,20.10104,40.21692,32.71881,15.05036,2.47979,204.07201,102.30488,19.03938,217.94702
330000,浙江省,2005,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2004,1041.42,,,,,,,,,,,,,,,,,,,
330000,浙江省,2003,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2002,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2001,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2019,4521.12147,14.86144,147.41507,894.55675,117.82565,671.74311,191.44,84.59761,164.10234,26.00287,203.83875,119.55042,112.00317,101.06224,41.7271,10.82251,669.88091,369.3864,26.87148,553.43365
340000,安徽省,2018,4354.89004,13.09678,176.73195,925.35157,108.72997,817.52253,175.0814,77.90555,136.62001,23.74422,196.43572,99.93077,49.29587,86.12119,38.51866,5.54986,629.60507,308.7382,23.10462,462.8061
340000,安徽省,2017,3323.70879,13.94605,157.25513,702.1336,100.14626,473.8069,159.24264,62.31482,119.6669,20.04587,179.10994,67.3915,37.504,74.15559,37.79491,4.75692,459.61441,257.21583,19.87738,377.73014
340000,安徽省,2016,3012.83068,14.21405,140.46686,659.46923,93.4863,452.32861,138.90035,57.42927,114.70364,20.63171,163.17501,62.16383,32.10637,66.40355,35.85089,4.15012,412.86203,212.60788,18.94544,312.93554
340000,安徽省,2015,2823.84319,13.33945,176.3869,618.14235,84.9286,445.07147,126.38919,53.03175,107.89096,20.0979,140.93479,56.44019,29.86407,62.94197,32.88023,3.67001,378.42539,182.2066,17.03499,274.16638
340000,安徽省,2014,2631.6007,12.46637,224.17227,587.42186,83.36642,448.61458,109.91651,45.49981,97.39645,17.41673,123.91347,51.776,24.53306,60.39693,29.61391,3.57975,312.29938,150.77714,14.80855,233.63151
340000,安徽省,2013,2464.54958,12.15515,231.81567,531.26508,86.65777,436.48114,103.49337,32.70667,87.80298,16.47057,111.38189,42.57675,28.85745,50.50184,25.40456,3.30848,292.9238,135.4409,14.42096,220.88455
340000,安徽省,2012,1925.98385,12.34149,244.53979,384.2335,55.01618,268.70547,70.10107,22.03029,54.98339,10.62623,98.6009,27.23595,12.88561,42.12419,23.80755,2.05746,265.91116,109.02773,13.90776,207.84813
340000,安徽省,2011,1590.13813,11.65481,220.29752,310.85002,45.83961,193.58445,59.97197,17.56943,46.00368,8.71721,82.91777,19.0653,16.44698,32.11627,17.9209,1.27358,231.34474,87.11572,11.26666,176.18151
340000,安徽省,2010,1225.1,10.5,182.8,216.9,38.4,115.0,44.4,13.8,37.3,6.7,67.1,13.0,12.0,23.4,13.2,1.2,194.9,68.8,9.6,156.1
340000,安徽省,2009,1021.1702,8.42284,145.29979,173.70892,33.46576,94.14482,36.86674,11.47104,31.37319,6.30386,52.51522,9.96431,10.82436,19.02066,11.98271,1.08619,167.58001,58.62111,8.06618,140.45249
340000,安徽省,2008,877.45115,9.44421,127.16385,151.12844,30.47995,68.28539,33.13894,9.93033,23.28285,4.38318,41.76051,7.32468,10.32378,16.14352,10.6236,0.93907,148.75296,48.55097,8.02907,127.76585
340000,安徽省,2007,734.92122,8.72462,104.00778,130.61262,25.1692,55.31921,27.03714,9.40246,21.02574,4.00198,32.1387,5.69701,8.27518,12.70225,9.18963,0.77063,131.62893,39.64119,7.39183,102.18512
340000,安徽省,2006,590.03968,7.11799,87.61283,107.43494,20.66574,42.98288,22.76758,7.85739,17.3086,3.01739,26.14487,5.02366,6.1368,10.79291,7.50739,0.63645,100.6798,31.17577,6.21156,78.96513
340000,安徽省,2005,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2004,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2003,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2002,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2001,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,,,,,,,,,
350000,福建省,2019,5152.83454,7.48825,8.39266,1234.55475,136.4694,1007.49757,205.34882,133.9853,204.81664,42.53587,287.91098,139.08305,121.94877,92.63071,42.47395,21.74057,577.08356,304.16228,35.80743,548.90398
350000,福建省,2018,5129.02796,15.68051,7.37597,1390.70924,126.99038,1132.69347,197.66309,132.55485,205.6073,48.46536,229.08015,126.36534,111.27819,79.95855,33.7697,16.73471,510.12627,256.96958,35.97191,471.03339
350000,福建省,2017,4424.95637,17.16438,9.61593,1254.52048,81.88874,927.94455,182.24523,105.49452,175.17969,40.88688,222.08247,107.32563,99.52863,70.8033,34.0174,18.39592,444.37581,226.4845,31.91513,375.08718
350000,福建省,2016,4085.93236,15.36636,9.36096,1241.60476,80.22973,871.62361,164.82732,85.37835,160.25138,38.35047,205.99506,100.50185,79.48768,68.47221,28.71149,12.03109,389.35448,196.60406,28.21193,309.56957
350000,福建省,2015,3764.25012,14.55441,11.21948,1193.43897,73.04536,790.9405,161.03052,75.2971,155.09578,38.75034,186.6396,93.39979,63.81095,65.35853,25.28992,8.04977,345.25384,169.54209,26.1161,267.41707
350000,福建省,2014,3458.97664,12.80807,11.17514,1153.40016,70.51949,746.80067,145.44422,55.30642,138.78828,35.78052,173.89038,81.85667,56.97035,53.91736,24.70722,6.60928,297.40747,147.68168,23.37958,222.53368
350000,福建省,2013,3135.34902,11.898,10.74364,1091.68176,63.27709,654.42315,134.26391,51.31315,121.71488,33.09762,150.46744,64.77229,55.94193,47.85365,20.34011,5.23765,269.84867,123.94456,21.13757,203.39195
350000,福建省,2012,2792.56727,11.73678,19.32343,1129.23963,63.50618,490.20712,94.43766,35.69374,105.57523,28.79312,136.60712,50.45672,22.55848,35.91018,17.65295,4.61637,243.92079,101.17583,17.08678,184.06916
350000,福建省,2011,2270.28682,13.50786,23.04951,952.52228,55.06073,335.97514,80.92824,31.48574,76.33123,22.72953,112.60901,39.47801,21.29313,27.96158,14.83772,4.63359,214.67612,84.72002,15.8245,142.66288
350000,福建省,2010,1602.3,12.1,14.0,639.7,47.0,164.4,65.1,26.5,45.2,16.7,89.2,32.3,28.0,22.4,11.8,4.7,180.2,62.9,13.1,126.8
350000,福建省,2009,1318.02474,10.80203,13.09096,509.2164,40.54479,120.8779,56.74626,21.14095,36.92951,11.22444,71.90998,26.70461,22.86333,17.68167,10.58509,3.78429,160.59923,53.79046,11.54809,117.98475
350000,福建省,2008,1185.19845,9.60501,11.57046,481.13992,36.37784,105.05154,52.24584,17.52892,30.60003,9.6017,60.49748,21.67684,24.55714,17.04456,9.49915,3.09303,138.27595,45.79515,11.067,99.97089
350000,福建省,2007,987.84948,8.74953,9.43698,414.71095,28.79303,86.7632,43.2398,17.16694,25.99338,8.95472,45.57471,16.64099,12.82071,14.64933,9.01893,2.57597,114.03184,37.93301,9.37261,81.42285
350000,福建省,2006,816.08551,7.5064,8.09071,349.95425,23.97703,64.35305,37.88622,15.82084,21.44274,7.04114,37.30107,12.52919,10.9921,11.21168,6.85897,2.19215,92.30263,29.52256,8.06054,69.04224
350000,福建省,2005,,,,,,,,,,,,,,,,,,,,
350000,福建省,2004,579.3364,,,,,,,,,,,,,,,,,,,
350000,福建省,2003,,,,,,,,,,,,,,,,,,,,
350000,福建省,2002,,,,,,,,,,,,,,,,,,,,
350000,福建省,2001,,,,,,,,,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,,,,,,,,,
360000,江西省,2019,3284.85533,10.08464,19.74929,678.73881,80.35762,482.73476,160.85834,48.86972,98.85149,15.53568,191.568,61.20766,44.25287,62.45498,21.24518,4.15141,477.47004,266.95686,24.13878,535.6292
360000,江西省,2018,2959.54197,15.75228,18.67369,645.53802,70.47924,484.28984,150.14008,45.85877,87.05405,13.60842,130.19,47.20488,31.30969,54.97033,26.78005,3.41832,421.55677,227.26052,21.76731,463.68971
360000,江西省,2017,2799.48058,15.90716,22.90614,689.14218,65.37982,443.8224,144.23311,46.0474,90.04614,15.64335,112.19754,40.15274,31.48295,49.58242,35.0539,5.59903,373.12092,199.99203,22.00935,397.162
360000,江西省,2016,2611.15277,15.65762,26.14435,692.67294,57.71451,441.59346,133.29626,39.84667,82.47563,15.06347,106.43307,34.54781,24.01152,45.9165,29.89493,5.09549,328.44877,172.33718,25.58222,334.42037
360000,江西省,2015,2425.16896,15.6494,30.34507,632.60959,88.3779,418.00915,131.77133,40.41386,82.95722,14.53788,94.06233,31.30244,21.46819,37.9441,28.57111,4.40234,307.95831,147.82396,20.08731,276.87747
360000,江西省,2014,2118.25764,13.83579,34.05068,570.91256,81.43149,373.83829,120.95036,40.55064,75.68996,12.49093,85.05422,25.55762,18.74672,30.9117,29.29939,3.47227,245.50178,113.46896,13.52799,228.96629
360000,江西省,2013,1877.97203,15.2945,34.90012,493.08498,68.50557,339.24572,114.87367,37.17846,60.81786,12.42181,80.58841,20.0221,21.03463,27.63775,30.44747,1.79514,209.41027,98.52662,14.56601,197.62094
360000,江西省,2012,1334.99198,23.69898,39.95054,273.52108,49.06898,208.1745,66.41338,19.07164,53.72026,9.55308,56.48723,16.91405,10.96158,21.34254,16.38736,1.61716,182.94575,80.86475,16.72801,187.57111
360000,江西省,2011,1080.58619,20.14128,31.04741,266.51733,43.35813,135.86672,60.03211,11.43367,35.94523,6.7286,49.44999,11.42499,10.41038,18.96353,10.86032,1.35498,154.26537,59.60505,8.50674,144.67436
360000,江西省,2010,836.7,19.6,25.0,180.5,35.4,73.8,58.6,10.7,19.4,3.0,40.5,5.4,6.3,15.3,11.0,1.1,142.1,52.0,9.7,127.2
360000,江西省,2009,695.01298,19.25945,20.94263,145.13918,29.84699,54.5487,50.01547,9.46423,17.3344,2.87266,32.69213,4.36377,4.56471,14.27033,8.58318,0.97139,121.82097,39.60647,8.69422,110.0221
360000,江西省,2008,591.19528,17.17405,20.76436,121.96916,23.87071,40.97906,44.96531,7.32543,15.85732,2.64748,25.9826,3.82368,6.96755,12.63074,7.93742,0.84933,100.85028,37.50055,7.73552,91.36473
360000,江西省,2007,513.90222,14.26342,15.07853,106.49657,23.23403,37.47399,38.69016,8.29217,12.61903,2.41256,22.67937,4.21557,3.34699,10.79999,6.95401,0.75648,91.00824,33.75634,7.87561,73.94916
360000,江西省,2006,428.57467,12.11173,15.08359,90.42548,18.7706,27.37743,32.76581,6.14372,12.61566,2.68756,19.98832,3.67144,2.9002,11.06687,5.96064,0.68856,73.6798,25.82085,6.61127,60.20514
360000,江西省,2005,,,,,,,,,,,,,,,,,,,,
360000,江西省,2004,,,,,,,,,,,,,,,,,,,,
360000,江西省,2003,,,,,,,,,,,,,,,,,,,,
360000,江西省,2002,,,,,,,,,,,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,,,,,,,,,
370000,山东省,2019,8688.88588,7.93785,291.61283,1892.9025,299.65004,981.38044,405.9322,174.06742,299.9881,55.88975,533.66408,178.2875,162.62779,185.34069,81.89318,17.09355,1184.17878,697.85739,60.16581,1178.41598
370000,山东省,2018,8260.52655,4.70515,337.38216,2167.7973,252.00055,929.10294,377.08765,176.98125,281.79001,56.72884,443.39811,165.11968,112.15741,160.60816,86.87073,13.69611,1059.26392,581.07409,60.02775,994.73474
370000,山东省,2017,8059.31896,8.21125,380.44113,2193.63467,230.3627,889.09617,363.25504,165.40771,270.28722,62.04023,424.32717,153.61726,135.67658,154.84447,85.7184,14.19244,1009.29668,534.46334,57.99149,926.45501
370000,山东省,2016,7531.70934,8.12799,380.15148,2098.47096,169.55915,832.20656,344.55266,153.92182,268.49215,60.09584,405.83127,150.76771,122.13624,137.64668,80.25881,14.07067,940.6631,480.51783,54.19737,830.04105
370000,山东省,2015,7054.63189,8.85208,408.67484,2028.03132,164.40915,784.07874,317.44347,140.59144,266.16534,55.70958,365.39112,135.74441,120.39263,125.91248,72.61066,12.91135,851.28532,420.56995,49.18167,726.67634
370000,山东省,2014,6545.38995,6.74203,456.91737,1934.17378,150.77291,805.68072,297.4556,131.94581,260.235,56.96473,337.34029,126.2994,110.79197,115.37369,63.94766,12.41676,697.29546,348.24457,44.83775,587.95445
370000,山东省,2013,6098.83894,7.17829,478.69887,1807.54829,138.33483,769.01334,274.94353,130.4456,262.03286,71.83919,276.99274,106.34818,104.05448,96.68004,56.33427,12.03412,623.224,305.84028,40.84752,536.44851
370000,山东省,2012,4628.17036,8.69699,454.80932,1448.12258,110.03337,466.21827,184.58441,54.75345,159.11209,44.49873,233.84059,60.99073,44.90668,65.39736,39.10027,17.87263,503.01889,232.46672,33.22014,466.52714
370000,山东省,2011,3956.14967,13.51002,396.49997,1198.79031,94.15064,390.13442,162.89511,43.60111,136.88513,35.20229,210.127,45.25461,36.29449,55.26208,34.37119,16.12995,450.84454,196.12901,28.40087,411.66693
370000,山东省,2010,3166.7,12.2,310.4,953.7,84.7,210.7,136.3,33.0,90.5,23.9,172.6,33.8,34.3,49.4,29.4,11.5,418.7,162.6,27.4,371.7
370000,山东省,2009,2698.97864,11.26164,254.8552,802.43698,77.15044,166.40712,113.85755,27.34164,85.49247,22.62034,149.40776,25.56045,30.41247,40.83024,25.38605,10.07236,364.00849,135.1416,24.24865,332.48719
370000,山东省,2008,2353.76687,10.0892,222.64295,718.20245,66.0853,139.15191,95.53383,23.27646,66.56358,20.28443,114.81806,20.74844,26.91305,32.43215,23.69847,10.86185,328.30349,116.80132,21.6973,295.66263
370000,山东省,2007,2040.6405,9.45267,187.10849,628.81966,58.48559,130.82117,85.94857,21.10025,56.62997,16.82826,91.30176,18.74351,21.02842,27.68907,20.32443,8.28172,291.447,97.86528,17.50702,251.25766
370000,山东省,2006,1702.0695,8.29059,165.665,529.21793,50.19593,108.68389,72.88971,19.65934,49.45304,15.60817,69.92246,15.71165,18.02184,21.35824,16.5078,8.03397,227.80951,80.74365,14.35282,209.94396
370000,山东省,2005,,,,,,,,,,,,,,,,,,,,
370000,山东省,2004,,,,,,,,,,,,,,,,,,,,
370000,山东省,2003,,,,,,,,,,,,,,,,,,,,
370000,山东省,2002,,,,,,,,,,,,,,,,,,,,
370000,山东省,2001,,,,,,,,,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,,,,,,,,,
410000,河南省,2019,6389.13626,9.67886,215.0475,1242.69363,210.32482,809.99218,310.38494,124.17714,203.03794,33.09517,359.16973,167.71996,126.53706,154.45179,65.95238,12.56502,879.17471,527.55512,48.65363,888.92468
410000,河南省,2018,5972.86694,5.96417,232.72455,1195.86778,196.08567,858.91006,275.94379,99.68492,193.38531,32.91072,301.22634,134.46948,81.85331,116.27034,61.20104,10.02484,839.55804,475.70828,47.8475,813.2308
