省份编码,省份,年份,私营企业和个体就业人员(万人),制造业私营企业和个体就业人员(万人),建筑业私营企业和个体就业人员(万人),交通运输、仓储和邮政业私营企业和个体就业人员(万人),批发和零售业私营企业和个体就业人员(万人),住宿和餐饮业私营企业和个体就业人员(万人),租赁和商务服务业私营企业和个体就业人员(万人),居民服务和其他服务业私营企业和个体就业人员(万人)
410000,河南省,2012,865.5094,176.383,23.6315,15.7085,419.9135,65.1678,29.1621,60.4974
410000,河南省,2011,802.8364,166.828,20.6841,15.6396,387.2117,57.8234,27.9945,54.3129
410000,河南省,2010,700.3794,153.0374,18.863,14.8959,328.0865,49.7292,23.5473,47.3391
410000,河南省,2009,615.8732,136.7107,15.8549,16.0576,277.7364,45.6548,19.0335,44.9764
410000,河南省,2008,510.6034,121.9492,12.3859,17.4422,221.543,42.8802,11.5388,37.8236
410000,河南省,2007,476.5805,117.5812,10.8439,21.3969,204.4353,42.3243,8.4586,35.2979
410000,河南省,2006,456.0589,109.9691,9.7264,21.2517,193.2886,42.08,7.4168,36.245
410000,河南省,2005,412.7988,90.6608,8.5065,22.2016,179.7186,41.7925,5.0885,33.3085
410000,河南省,2004,377.4809,84.6694,7.2809,24.4536,157.6693,38.4763,2.964,31.7323
410000,河南省,2003,,,,,,,,
410000,河南省,2002,,,,,,,,
410000,河南省,2001,,,,,,,,
410000,河南省,2000,,,,,,,,
420000,湖北省,2019,1910.9223,177.453,89.2226,64.632,813.9805,185.7585,116.9161,128.7734
420000,湖北省,2018,1837.7373,187.2917,75.2973,60.2263,778.6346,179.8744,108.3007,124.8223
420000,湖北省,2017,1693.2188,182.3912,65.7828,46.7175,703.2297,184.4133,99.9641,123.9283
420000,湖北省,2016,1565.1988,184.6565,59.4049,42.8958,663.7485,159.5266,84.7726,111.7565
420000,湖北省,2015,1529.6567,191.5351,50.1632,44.411,671.5378,148.1843,74.4871,114.7336
420000,湖北省,2014,1444.2173,211.9083,43.1607,43.3559,626.2027,145.3067,63.2986,110.3191
420000,湖北省,2013,1156.0711,180.3247,32.041,42.4803,481.2451,123.6713,44.6586,91.6737
420000,湖北省,2012,911.5351,153.9489,31.0173,30.768,417.0103,74.5795,35.9032,62.8619
420000,湖北省,2011,779.0648,130.5822,25.4717,26.8823,359.0517,62.9782,28.1111,59.9144
420000,湖北省,2010,632.1478,115.2748,22.8299,22.7802,276.0297,51.6499,23.1189,48.7586
420000,湖北省,2009,577.4754,112.7478,21.5168,19.8013,244.8478,46.1383,22.3446,42.2221
420000,湖北省,2008,483.6602,104.2935,17.4911,17.1545,201.6304,35.9685,15.5015,35.6256
420000,湖北省,2007,413.5512,90.0902,14.037,17.1528,175.0719,33.1896,13.5779,31.1101
420000,湖北省,2006,373.8561,84.2864,11.7626,18.238,158.7362,28.9774,10.5962,27.0958
420000,湖北省,2005,351.4386,78.112,10.2751,18.1717,150.933,29.7633,9.3527,26.5015
420000,湖北省,2004,324.7601,74.1875,8.763,19.385,139.46,25.8476,7.9768,24.2057
420000,湖北省,2003,,,,,,,,
420000,湖北省,2002,,,,,,,,
420000,湖北省,2001,,,,,,,,
420000,湖北省,2000,,,,,,,,
430000,湖南省,2019,1049.472,86.556,22.1325,27.6112,380.3135,118.0011,82.7855,66.5709
430000,湖南省,2018,958.7546,76.8157,16.6351,23.7396,342.6315,102.3137,67.516,96.5324
430000,湖南省,2017,799.8648,69.2528,21.3415,17.4935,304.057,82.5676,56.4408,68.8744
430000,湖南省,2016,734.981,72.6358,14.7898,13.0318,320.7097,71.3941,43.5,47.8535
430000,湖南省,2015,1063.3468,116.6722,41.8531,16.7912,410.9097,59.2561,171.3706,48.3113
430000,湖南省,2014,967.7723,113.5789,32.0107,16.887,401.0542,51.3452,133.1715,48.9292
430000,湖南省,2013,796.9973,100.1966,22.9177,14.3991,343.9448,39.9817,95.1545,40.6636
430000,湖南省,2012,721.9362,91.6931,19.1654,14.963,316.8928,34.7716,106.3791,36.8167
430000,湖南省,2011,685.7595,86.6942,16.662,13.8741,322.9749,31.8987,90.023,35.1116
430000,湖南省,2010,562.3368,80.7345,14.7785,16.2901,250.1103,27.2751,68.3803,32.0026
430000,湖南省,2009,469.7616,68.9746,12.2994,11.6353,212.7209,18.9712,60.5379,21.7767
430000,湖南省,2008,438.9929,66.6783,11.0501,11.0645,198.1477,19.7011,57.1848,19.6394
430000,湖南省,2007,420.6949,76.4612,11.2185,12.5104,181.1229,17.0558,53.4717,18.2979
430000,湖南省,2006,413.1307,88.1003,13.1331,13.7481,163.1646,20.08,50.5224,20.7007
430000,湖南省,2005,397.0666,78.2716,8.5217,12.9914,158.2276,21.4808,66.5251,19.0551
430000,湖南省,2004,370.3111,64.7323,6.1592,13.2436,153.148,23.7334,64.6241,18.3071
430000,湖南省,2003,,,,,,,,
430000,湖南省,2002,,,,,,,,
430000,湖南省,2001,,,,,,,,
430000,湖南省,2000,,,,,,,,
440000,广东省,2019,5068.476,724.4931,154.3868,83.941,2258.4379,320.4239,525.028,261.2648
440000,广东省,2018,4585.1922,730.1422,136.8326,76.874,2011.4749,294.8786,441.0614,248.6955
440000,广东省,2017,4179.5925,701.9791,115.3113,67.5378,1903.114,253.2948,367.8048,229.3051
440000,广东省,2016,3637.8014,643.9106,93.1039,57.8265,1686.4735,208.2248,268.8426,184.4102
440000,广东省,2015,3020.4455,587.6754,73.1136,48.3754,1403.0361,174.1728,182.9598,147.6024
440000,广东省,2014,2526.7737,541.4246,59.0166,39.6786,1182.9744,136.6009,151.4413,123.7249
440000,广东省,2013,2040.615,483.4596,48.4416,33.6773,910.3836,113.4884,121.1749,98.5037
440000,广东省,2012,1808.9436,454.8611,44.9353,31.5217,764.6441,92.0234,124.4906,88.0382
440000,广东省,2011,1670.8458,437.2499,39.9337,30.1102,698.3726,88.263,106.5811,85.0883
440000,广东省,2010,1540.7533,419.9135,34.9557,27.5665,638.3096,86.195,89.2528,82.6623
440000,广东省,2009,1553.3283,435.5931,32.2268,28.5294,647.152,88.5422,85.5577,79.4239
440000,广东省,2008,1460.3126,400.2784,29.1722,28.8562,622.8487,78.2558,80.7294,75.993
440000,广东省,2007,1355.7906,384.3639,24.441,25.4059,600.0289,69.5939,72.2454,69.5902
440000,广东省,2006,1188.9694,335.366,21.3954,23.8804,519.3212,58.3777,61.7244,63.8873
440000,广东省,2005,1015.7318,262.3015,15.2855,14.1773,427.1295,57.703,25.5945,58.2354
440000,广东省,2004,858.1561,229.3738,12.5678,13.7146,338.2993,68.8467,18.8136,50.9452
440000,广东省,2003,,,,,,,,
440000,广东省,2002,,,,,,,,
440000,广东省,2001,,,,,,,,
440000,广东省,2000,,,,,,,,
450000,广西壮族自治区,2019,1029.957,92.7411,36.2112,35.5675,442.2875,98.3455,89.6988,64.7341
450000,广西壮族自治区,2018,921.9188,81.6404,31.1131,32.2111,409.5158,80.4002,80.9025,54.2201
450000,广西壮族自治区,2017,787.3578,68.8205,23.9105,24.3309,365.4538,67.1579,66.0659,50.3153
450000,广西壮族自治区,2016,703.3937,64.4372,19.1036,18.4809,338.6999,55.7452,54.9411,43.5161
450000,广西壮族自治区,2015,646.4226,66.1808,15.9289,20.1849,318.5822,48.7187,42.8254,37.5153
450000,广西壮族自治区,2014,571.0161,64.7713,12.1525,22.5771,286.8361,39.3604,32.9029,32.0063
450000,广西壮族自治区,2013,508.8454,64.2173,9.6551,21.5295,252.762,35.0232,25.8137,28.0558
450000,广西壮族自治区,2012,477.6105,64.4377,9.0126,52.0285,216.419,26.461,22.3623,21.7677
450000,广西壮族自治区,2011,433.8646,66.7249,8.1211,19.1128,224.3947,25.5695,18.488,20.6192
450000,广西壮族自治区,2010,412.546,67.2048,7.093,19.5734,213.2693,25.9322,15.7114,19.6419
450000,广西壮族自治区,2009,383.9933,63.6561,7.5255,23.141,164.7858,34.0774,14.4759,22.7668
450000,广西壮族自治区,2008,341.0794,59.6375,5.8736,19.8863,150.8767,29.54,9.7982,19.4773
450000,广西壮族自治区,2007,313.7003,53.5622,6.1028,18.9313,135.6802,23.5234,12.277,20.8892
450000,广西壮族自治区,2006,268.0655,45.3909,4.3592,17.5156,120.4553,21.9142,7.9046,17.9062
450000,广西壮族自治区,2005,247.133,43.1568,3.4594,15.6448,114.0605,19.8657,6.6761,15.8183
450000,广西壮族自治区,2004,219.308,35.5671,2.8736,14.6853,102.6749,18.721,5.3799,15.0103
450000,广西壮族自治区,2003,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,
460000,海南省,2019,241.976,8.4111,17.16,5.3637,88.2401,28.9588,24.5352,17.1062
460000,海南省,2018,219.8611,7.9131,17.4353,4.9133,78.2875,26.084,23.6909,15.7545
460000,海南省,2017,191.564,7.1123,14.6678,8.3337,67.4625,21.0961,20.1901,14.1794
460000,海南省,2016,177.8508,7.3181,14.1134,4.5622,66.4633,19.1954,19.3744,13.1295
460000,海南省,2015,175.6324,7.8373,15.2045,5.5339,65.3169,15.3593,19.499,12.4279
460000,海南省,2014,155.3274,7.4492,13.4442,5.6364,57.5637,13.3184,16.3465,11.2922
460000,海南省,2013,152.47,12.7895,11.4333,5.1118,51.0037,14.7277,13.2225,9.8516
460000,海南省,2012,116.7743,6.2652,9.6261,9.9103,39.0998,7.7697,10.7718,8.8404
460000,海南省,2011,103.9234,6.2854,8.2495,4.5332,38.409,8.2426,8.609,8.0869
460000,海南省,2010,91.4354,5.9174,6.6394,4.769,33.3215,7.7319,7.0087,7.3037
460000,海南省,2009,80.4658,5.3628,5.2622,4.3847,30.7684,6.9571,5.7343,6.5388
460000,海南省,2008,69.1256,4.9604,4.4889,3.8795,25.7569,5.851,5.0095,5.5712
460000,海南省,2007,81.6039,4.2339,4.1171,3.1246,31.8422,4.9714,4.236,5.4331
460000,海南省,2006,63.8305,4.9984,3.4334,3.3311,24.9546,4.8975,3.366,4.3887
460000,海南省,2005,58.1697,4.5832,3.0139,3.3765,23.1466,4.2208,2.762,3.8025
460000,海南省,2004,53.8254,3.492,2.4051,3.3098,22.8881,4.3799,2.1117,3.5518
460000,海南省,2003,,,,,,,,
460000,海南省,2002,,,,,,,,
460000,海南省,2001,,,,,,,,
460000,海南省,2000,,,,,,,,
500000,重庆市,2019,1375.776,105.9202,68.8185,29.2589,484.093,108.6461,151.6129,74.9901
500000,重庆市,2018,1281.8961,104.6819,58.6525,26.9149,454.6705,103.4455,139.8539,71.586
500000,重庆市,2017,1168.6174,100.9572,48.8816,23.5322,428.8236,95.4978,117.0787,62.4544
500000,重庆市,2016,1059.4597,97.4418,40.8637,20.0112,403.2653,82.1687,99.4844,55.9745
500000,重庆市,2015,931.0417,94.9449,35.6674,16.6725,358.4376,68.0384,87.2089,49.1611
500000,重庆市,2014,780.9591,88.0771,29.635,14.3149,311.7951,53.9623,69.3325,41.9188
500000,重庆市,2013,646.5671,78.7994,23.1382,12.347,265.9791,43.202,48.7036,34.4963
500000,重庆市,2012,548.4876,70.398,19.7943,11.327,230.4722,36.179,50.6222,30.5443
500000,重庆市,2011,443.7955,63.0073,17.0572,10.2724,185.0787,28.6165,39.5755,24.1818
500000,重庆市,2010,327.8416,49.8238,13.9783,8.7775,135.1883,21.1649,29.2718,17.8994
500000,重庆市,2009,313.3903,48.2266,12.2398,8.9889,131.8462,19.629,26.3081,17.7823
500000,重庆市,2008,271.9302,43.7574,10.3612,8.3558,115.4592,16.4035,20.9778,15.2273
500000,重庆市,2007,234.0583,40.4837,8.5828,8.1848,96.5263,14.5642,17.0446,13.8983
500000,重庆市,2006,192.7433,33.1125,6.8723,7.3111,81.66,11.5879,12.3784,12.4631
500000,重庆市,2005,196.2991,39.9883,10.2476,5.9952,80.5433,12.8395,8.0348,13.1834
500000,重庆市,2004,190.9528,39.1761,11.3023,6.5152,75.3452,16.9164,5.0891,14.5598
500000,重庆市,2003,,,,,,,,
500000,重庆市,2002,,,,,,,,
500000,重庆市,2001,,,,,,,,
500000,重庆市,2000,,,,,,,,
510000,四川省,2019,1329.2435,83.2754,58.1159,25.8829,556.2222,183.4713,102.8095,102.6509
510000,四川省,2018,1129.1326,77.9952,40.1969,21.6109,498.6182,160.5823,79.9243,91.5462
510000,四川省,2017,965.8044,72.145,28.6145,17.1542,436.5212,135.137,65.2446,79.394
510000,四川省,2016,1405.8854,126.3409,100.4116,21.4403,649.5997,115.1014,119.8447,77.1192
510000,四川省,2015,1344.9931,132.4556,98.5048,21.1561,614.956,98.5175,141.9144,69.4723
510000,四川省,2014,983.6529,160.0902,26.7059,17.1401,453.284,75.5901,66.455,59.5239
510000,四川省,2013,955.0253,125.6575,29.2665,24.6528,434.9332,84.4059,60.1778,65.8357
510000,四川省,2012,884.1042,132.7529,24.2734,23.4906,425.1318,76.9761,36.6616,59.2065
510000,四川省,2011,795.034,127.0095,22.3934,21.6179,377.573,68.6734,29.6362,54.6822
510000,四川省,2010,765.0142,136.2486,23.5174,24.9553,305.8559,69.6829,41.5719,55.0041
510000,四川省,2009,728.2922,135.291,23.025,23.3537,286.733,69.0553,35.6296,53.5328
510000,四川省,2008,667.3562,141.0842,20.7821,20.7182,253.7607,63.8931,29.3712,49.2753
510000,四川省,2007,607.1596,115.4784,19.0147,20.5389,246.0215,58.594,25.2161,43.8263
510000,四川省,2006,575.9607,105.4572,17.6304,19.0125,252.5864,51.7105,20.549,39.6222
510000,四川省,2005,488.5418,95.5929,15.0998,18.6638,196.9697,47.9937,16.4926,36.9098
510000,四川省,2004,419.0921,86.3655,12.7825,17.2289,168.5598,42.6826,11.1744,32.1938
510000,四川省,2003,,,,,,,,
510000,四川省,2002,,,,,,,,
510000,四川省,2001,,,,,,,,
510000,四川省,2000,,,,,,,,
520000,贵州省,2019,825.4052,64.1485,32.9603,17.3093,309.9349,101.0083,52.7584,59.9437
520000,贵州省,2018,727.4705,54.1956,27.5193,18.9232,274.4147,80.9835,47.264,51.0007
520000,贵州省,2017,669.4146,53.258,22.4615,10.0688,260.7843,71.8892,41.067,46.4696
520000,贵州省,2016,584.2603,47.8646,16.0607,9.5517,232.9137,60.0241,33.5327,40.4952
520000,贵州省,2015,514.7418,42.5667,12.4233,8.7262,208.2975,47.8102,27.9607,34.5183
520000,贵州省,2014,428.6338,47.1771,14.0065,8.7664,188.3004,41.2975,25.1513,28.1437
520000,贵州省,2013,346.8114,37.7112,9.2776,8.5439,158.1943,33.746,17.4147,22.6546
520000,贵州省,2012,276.3963,30.279,7.9514,6.491,132.6438,24.0663,11.9444,17.6661
520000,贵州省,2011,215.8619,27.6796,6.2291,5.7777,101.265,17.7762,7.0307,14.1827
520000,贵州省,2010,168.5353,23.6392,4.1441,6.1188,75.4535,14.0362,5.3333,12.6264
520000,贵州省,2009,156.7721,23.336,3.6883,5.6677,69.681,13.0513,4.4925,11.752
520000,贵州省,2008,145.1036,22.7052,3.3869,5.2697,62.5592,12.8054,3.9392,10.5398
520000,贵州省,2007,133.8088,22.3432,2.8306,4.8917,58.3653,11.5728,2.835,10.1934
520000,贵州省,2006,121.9114,21.4871,2.6268,4.4646,51.0454,10.3851,2.3906,9.1011
520000,贵州省,2005,110.3116,18.5687,2.2524,4.5552,44.5206,8.5307,1.8667,7.215
520000,贵州省,2004,99.8516,17.6855,2.0102,4.3804,45.574,8.1681,1.5398,7.8001
520000,贵州省,2003,,,,,,,,
520000,贵州省,2002,,,,,,,,
520000,贵州省,2001,,,,,,,,
520000,贵州省,2000,,,,,,,,
530000,云南省,2019,919.4097,86.7184,51.4582,16.6677,324.6613,108.4408,48.3391,63.4466
530000,云南省,2018,847.4261,81.784,45.3886,14.1026,301.3318,93.6169,44.2068,55.7921
530000,云南省,2017,796.2707,80.5587,41.8107,13.0451,303.3071,86.4853,41.1813,50.0936
530000,云南省,2016,748.6659,77.0113,38.2109,12.9343,298.0343,75.0271,38.1344,45.1664
530000,云南省,2015,672.0629,72.7098,35.2985,11.9727,279.3822,55.5883,33.2325,41.5101
530000,云南省,2014,700.4953,74.9271,42.3757,13.7886,287.3783,58.23,37.515,41.9881
530000,云南省,2013,620.2253,70.9844,39.8716,12.6231,254.2447,50.3526,29.4657,37.0688
530000,云南省,2012,563.0116,70.6935,36.803,11.0441,238.4609,45.4473,23.1,32.9346
530000,云南省,2011,514.1223,68.9394,35.8913,10.6299,215.5995,43.2364,20.4521,29.6624
530000,云南省,2010,441.5855,66.0441,27.9365,9.5578,183.6904,37.9709,15.4939,26.2024
530000,云南省,2009,400.2419,60.2842,24.6626,8.6743,159.6518,33.5726,12.6334,22.9174
530000,云南省,2008,356.5725,55.8001,20.2176,8.2981,156.1329,30.3004,11.1663,20.0101
530000,云南省,2007,315.0319,48.0599,17.2674,8.0255,141.5477,29.1975,9.3994,18.3613
530000,云南省,2006,274.8254,45.1588,16.1602,7.9943,103.4527,22.9629,5.4625,15.245
530000,云南省,2005,255.0638,40.934,26.906,10.0041,99.897,27.8309,4.5943,13.8893
530000,云南省,2004,202.6726,35.3593,12.7337,7.7289,87.1283,18.6165,3.8992,12.8301
530000,云南省,2003,,,,,,,,
530000,云南省,2002,,,,,,,,
530000,云南省,2001,,,,,,,,
530000,云南省,2000,,,,,,,,
540000,西藏自治区,2019,94.6816,5.4772,15.7018,5.5252,27.4165,15.9853,7.3515,6.346
540000,西藏自治区,2018,106.9082,6.4234,20.2761,2.3151,32.6333,15.2381,8.8729,6.8187
540000,西藏自治区,2017,100.1622,6.1159,18.7154,1.2094,31.2796,14.6636,8.4529,6.5301
540000,西藏自治区,2016,91.2591,5.3572,15.1126,0.9998,30.3312,13.1441,7.9513,6.0956
540000,西藏自治区,2015,71.8616,3.8734,4.9577,0.7492,30.2816,9.6191,8.5149,4.9255
540000,西藏自治区,2014,60.1254,3.034,11.6436,0.8968,22.5565,8.6525,3.4223,4.2145
540000,西藏自治区,2013,54.5377,2.6202,9.1788,0.9169,21.6546,8.3497,2.6839,4.003
540000,西藏自治区,2012,51.3321,2.8421,6.4491,0.9766,21.6056,7.2285,2.1387,4.2209
540000,西藏自治区,2011,46.013,2.6519,5.3714,0.9405,19.3808,6.5223,1.8743,3.9259
540000,西藏自治区,2010,36.767,2.1163,3.801,0.7661,15.5745,5.4715,1.3705,3.249
540000,西藏自治区,2009,33.6232,1.9071,3.3735,0.6973,14.3978,4.9581,1.1738,2.9109
540000,西藏自治区,2008,29.4878,1.6955,2.8677,0.7051,12.4217,4.5833,0.9361,2.7072
540000,西藏自治区,2007,26.0689,1.3629,2.6206,0.7709,11.0951,4.0872,0.4976,2.5001
540000,西藏自治区,2006,19.363,1.0678,1.9254,0.6395,7.5882,3.1078,0.2751,2.2125
540000,西藏自治区,2005,16.5667,0.9003,1.7299,0.6572,6.1039,2.6976,0.2086,2.0822
540000,西藏自治区,2004,14.1517,0.7751,1.6848,0.6107,5.1457,2.1929,0.0989,1.91
540000,西藏自治区,2003,,,,,,,,
540000,西藏自治区,2002,,,,,,,,
540000,西藏自治区,2001,,,,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,1032.9894,62.4943,80.5585,24.4153,423.0715,133.6591,55.5247,86.7082
610000,陕西省,2018,773.7622,53.0841,48.7798,24.4683,302.1374,115.3412,41.3954,72.5413
610000,陕西省,2017,567.0817,42.7954,24.7731,14.1252,238.2745,90.2281,24.0413,55.9451
610000,陕西省,2016,518.345,41.1398,19.029,7.675,233.9205,77.1397,21.593,50.9037
610000,陕西省,2015,483.5351,41.3463,16.9053,6.8116,226.2652,63.8829,19.4444,46.7128
610000,陕西省,2014,517.4605,52.0807,22.9207,6.4453,242.6547,54.261,23.0236,53.0713
610000,陕西省,2013,466.7626,47.9272,20.2033,9.7543,217.2909,47.3318,21.8711,46.8619
610000,陕西省,2012,420.4933,46.5266,14.5529,7.4318,200.0292,45.4033,20.1004,41.9602
610000,陕西省,2011,388.2699,45.0922,13.8884,6.8503,186.8617,40.534,19.4398,38.6982
610000,陕西省,2010,338.2307,66.5879,30.0338,8.1299,134.5571,34.912,12.117,20.9608
610000,陕西省,2009,318.5164,52.2443,7.9252,26.368,174.7006,9.781,12.2426,7.5765
610000,陕西省,2008,316.3113,45.2194,5.4889,5.5711,150.5794,52.7181,8.14,22.736
610000,陕西省,2007,314.2322,54.372,5.9266,7.0514,139.6681,28.6237,8.7554,21.4703
610000,陕西省,2006,310.3128,53.7442,4.9331,6.2175,149.9702,52.1824,6.3177,18.1621
610000,陕西省,2005,304.0904,53.6909,4.7788,7.318,165.628,25.3003,5.8642,19.6626
610000,陕西省,2004,308.4277,42.5848,4.8878,11.4884,163.4538,24.1923,4.5594,25.3924
610000,陕西省,2003,,,,,,,,
610000,陕西省,2002,,,,,,,,
610000,陕西省,2001,,,,,,,,
610000,陕西省,2000,,,,,,,,
620000,甘肃省,2019,515.7874,37.0881,43.5771,8.9407,210.2973,59.7354,26.114,36.569
620000,甘肃省,2018,475.5341,35.7275,38.3248,8.2031,196.9085,54.414,23.2232,33.8842
620000,甘肃省,2017,530.7727,35.6689,31.2849,7.3194,190.5809,130.2685,20.1646,32.2756
620000,甘肃省,2016,415.4363,34.0449,25.6613,6.526,180.9344,47.4065,17.4525,29.2852
620000,甘肃省,2015,370.3497,33.1069,20.6563,5.6784,167.0556,40.8709,14.6112,25.8149
620000,甘肃省,2014,318.4444,30.1416,16.0523,5.0244,154.4634,33.7465,10.971,21.8617
620000,甘肃省,2013,263.7799,27.3603,13.1567,4.2698,132.4233,28.6544,7.7036,18.7534
620000,甘肃省,2012,225.954,24.7189,11.2519,3.7605,113.3472,25.8365,6.1866,16.1361
620000,甘肃省,2011,205.8546,23.4608,10.004,3.137,103.6289,22.9295,5.6071,15.0571
620000,甘肃省,2010,177.4927,21.6296,8.7714,2.772,86.999,20.639,4.6917,12.9663
620000,甘肃省,2009,157.5009,20.2038,7.1538,2.7764,76.1339,19.1113,4.473,11.6843
620000,甘肃省,2008,136.2534,18.4398,6.471,2.2775,66.2713,15.7353,3.7459,10.3632
620000,甘肃省,2007,121.9053,18.6699,6.4131,2.3422,55.2019,14.8805,3.3633,8.9521
620000,甘肃省,2006,111.0087,17.6147,6.0208,2.1605,49.4822,13.6444,2.7605,8.2838
620000,甘肃省,2005,104.1285,16.8861,4.8988,1.897,47.9102,13.1094,2.2836,7.7175
620000,甘肃省,2004,105.8377,16.6647,4.8684,1.9187,49.848,13.8137,2.0914,7.9554
620000,甘肃省,2003,,,,,,,,
620000,甘肃省,2002,,,,,,,,
620000,甘肃省,2001,,,,,,,,
620000,甘肃省,2000,,,,,,,,
630000,青海省,2019,123.0963,9.1007,6.2426,4.9615,43.2632,21.2065,7.1744,10.8076
630000,青海省,2018,113.8854,8.5461,5.2637,4.9284,41.9688,18.4366,6.0218,10.0713
630000,青海省,2017,98.4344,7.9041,4.3124,4.3422,37.2185,15.5017,4.7586,8.4666
630000,青海省,2016,81.7486,7.1989,3.4838,1.2379,32.9044,13.2243,3.4568,7.0888
630000,青海省,2015,70.8035,6.9201,2.9276,0.8477,29.5341,10.7704,2.4823,6.0542
630000,青海省,2014,72.0761,8.7763,2.9097,0.7923,27.509,14.6877,2.0689,5.1595
630000,青海省,2013,66.5372,10.3365,2.5022,0.7392,25.3145,14.1285,1.5832,4.2063
630000,青海省,2012,69.8702,11.5393,6.3557,1.2092,27.8243,7.6764,1.7365,4.3178
630000,青海省,2011,64.4664,11.1667,5.475,1.3785,24.4587,7.4475,0.9482,4.1478
630000,青海省,2010,60.3777,11.0464,5.3857,1.6452,21.8609,6.8746,0.7961,3.7616
630000,青海省,2009,57.0905,10.7025,4.988,1.9195,20.1015,6.7506,0.706,3.5354
630000,青海省,2008,54.6496,10.3581,4.9486,1.8426,17.7446,5.8068,0.7448,3.2383
630000,青海省,2007,58.8507,12.9371,3.913,2.1246,18.135,7.3716,0.5661,2.9623
630000,青海省,2006,60.707,13.1292,3.6658,2.2952,20.4189,6.622,0.4547,3.1729
630000,青海省,2005,58.1564,9.4387,2.7188,1.48,22.0614,7.13,0.3322,2.8977
630000,青海省,2004,51.577,8.4493,2.3378,2.2127,19.165,6.327,0.2729,2.7438
630000,青海省,2003,,,,,,,,
630000,青海省,2002,,,,,,,,
630000,青海省,2001,,,,,,,,
630000,青海省,2000,,,,,,,,
640000,宁夏回族自治区,2019,146.1794,10.5166,4.6172,3.3918,62.8836,19.9043,14.4274,14.304
640000,宁夏回族自治区,2018,125.1015,10.4183,4.5469,2.5494,53.5329,18.7614,6.4915,13.7173
640000,宁夏回族自治区,2017,172.0752,12.2167,7.8317,3.0014,83.2491,16.9005,13.6822,13.5996
640000,宁夏回族自治区,2016,152.7179,11.4982,6.2533,2.559,75.7958,14.6166,11.3853,11.8475
640000,宁夏回族自治区,2015,135.9966,11.9417,5.6417,2.4657,63.3082,13.2025,9.2918,11.7313
640000,宁夏回族自治区,2014,114.6853,11.1079,4.7584,2.1262,53.6842,10.6937,7.2867,10.3122
640000,宁夏回族自治区,2013,95.8212,10.089,4.1547,1.7965,44.2878,8.4535,5.9965,8.7955
640000,宁夏回族自治区,2012,98.9233,10.9504,3.3948,1.9373,48.3593,8.4414,4.7575,9.8103
640000,宁夏回族自治区,2011,95.1355,9.7936,3.9192,1.8031,50.3055,7.6637,4.2761,8.829
640000,宁夏回族自治区,2010,81.016,11.218,3.0826,1.7038,37.8815,7.153,3.4023,8.6618
640000,宁夏回族自治区,2009,69.2322,9.493,2.7953,1.3298,32.0738,5.9421,2.7729,7.4531
640000,宁夏回族自治区,2008,57.5147,8.8889,2.5258,1.2923,25.3507,5.0606,2.1314,5.8188
640000,宁夏回族自治区,2007,64.6873,19.416,2.8232,0.9824,23.1725,5.0024,2.2688,5.6684
640000,宁夏回族自治区,2006,50.8997,8.6371,3.3488,0.9814,20.769,4.4644,1.7868,5.6375
640000,宁夏回族自治区,2005,41.9882,7.3443,2.2433,1.0088,18.204,3.7672,1.2637,4.0949
640000,宁夏回族自治区,2004,38.0645,7.0259,1.889,1.1938,16.6857,3.5446,0.7359,3.6066
640000,宁夏回族自治区,2003,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,
650000,新疆维吾尔自治区,2019,479.4536,55.6706,26.2741,12.0396,183.534,64.9713,29.9446,43.1521
650000,新疆维吾尔自治区,2018,408.6775,42.5733,14.6705,10.5593,164.8588,53.3913,30.0082,35.7918
650000,新疆维吾尔自治区,2017,626.0162,39.4209,14.0876,8.7934,403.9504,45.7346,30.819,30.5232
650000,新疆维吾尔自治区,2016,334.658,37.5395,12.3693,7.9348,138.5965,39.7357,26.844,25.9693
650000,新疆维吾尔自治区,2015,294.275,34.3911,10.8768,7.4347,123.5326,33.6476,23.5321,21.7841
650000,新疆维吾尔自治区,2014,249.3697,31.7593,7.8748,6.9885,104.7592,25.4606,20.6499,17.7172
650000,新疆维吾尔自治区,2013,227.1401,32.9074,7.4886,7.1734,93.6905,22.4329,16.8086,16.3051
650000,新疆维吾尔自治区,2012,211.681,28.3212,4.9949,6.2698,76.1162,18.9527,9.8795,14.3667
650000,新疆维吾尔自治区,2011,171.5281,26.4948,4.4401,5.7421,72.7078,18.6542,8.2608,15.2058
650000,新疆维吾尔自治区,2010,174.6089,26.5268,5.8506,6.3019,71.5864,19.3009,9.1397,15.0466
650000,新疆维吾尔自治区,2009,166.9025,24.988,5.3823,6.034,69.3585,18.6746,8.2568,14.8399
650000,新疆维吾尔自治区,2008,160.8502,22.7983,4.8701,7.672,69.7326,18.5179,6.8521,12.793
650000,新疆维吾尔自治区,2007,157.3349,21.7059,4.2338,7.707,65.7323,19.2786,5.7261,11.5781
650000,新疆维吾尔自治区,2006,152.9944,21.3078,3.803,8.0248,62.3807,21.1413,5.1157,11.3228
