省份编码,省份,年份,城镇私营单位就业人员平均工资(元),农、林、牧、渔业城镇私营单位就业人员平均工资(元),采矿业城镇私营单位就业人员平均工资(元),制造业城镇私营单位就业人员平均工资(元),电力、燃气及水的生产和供应业城镇私营单位就业人员平均工资(元),建筑业城镇私营单位就业人员平均工资(元),交通运输、仓储和邮政业城镇私营单位就业人员平均工资(元),信息传输、计算机服务和软件业城镇私营单位就业人员平均工资(元),批发和零售业城镇私营单位就业人员平均工资(元),住宿和餐饮业城镇私营单位就业人员平均工资(元),金融业城镇私营单位就业人员平均工资(元),房地产业城镇私营单位就业人员平均工资(元),租赁和商务服务业城镇私营单位就业人员平均工资(元),科学研究、技术服务和地质勘查业城镇私营单位就业人员平均工资(元),水利、环境和公共设施管理业城镇私营单位就业人员平均工资(元),居民服务和其他服务业城镇私营单位就业人员平均工资(元),教育城镇私营单位就业人员平均工资(元),卫生、社会保障和社会福利业城镇私营单位就业人员平均工资(元),文化、体育和娱乐业城镇私营单位就业人员平均工资(元),公共管理和社会组织城镇私营单位就业人员平均工资(元)
350000,福建省,2014,40813,35335,39407,39370,35080,44163,42365,55090,35354,29407,42526,47722,42965,44517,34965,29575,37229,37695,34014,26669
350000,福建省,2013,36657,30234,36500,35460,29918,39207,40793,46072,33192,28951,36432,40708,36366,43081,31463,29248,36318,33909,36042,24534
350000,福建省,2012,31104,27207,32418,30476,24573,32952,33544,37595,29467,25701,31149,32337,31025,37321,25445,27669,29732,33243,30545,19073
350000,福建省,2011,25559,24127,27243,24428,23309,27769,28375,29480,24404,20864,31083,30429,27155,29222,20633,22969,24968,28761,21956,
350000,福建省,2010,21039,18669,20428,20082,21435,23914,21681,27749,21512,16881,32156,24411,20618,23329,18073,19168,24307,23529,19582,17099
350000,福建省,2009,18187,16305,17641,17372,18399,20759,19069,22933,17590,13894,27937,20635,18311,19888,15621,16341,21567,21139,16910,15348
350000,福建省,2008,,,,,,,,,,,,,,,,,,,,
350000,福建省,2007,,,,,,,,,,,,,,,,,,,,
350000,福建省,2006,,,,,,,,,,,,,,,,,,,,
350000,福建省,2005,,,,,,,,,,,,,,,,,,,,
350000,福建省,2004,,,,,,,,,,,,,,,,,,,,
350000,福建省,2003,,,,,,,,,,,,,,,,,,,,
350000,福建省,2002,,,,,,,,,,,,,,,,,,,,
350000,福建省,2001,,,,,,,,,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,,,,,,,,,
360000,江西省,2019,46341,31905,47519,47429,45417,49223,47134,53049,39761,37875,54617,53462,44688,51284,40713,41444,47713,49152,44446,
360000,江西省,2018,43733,29800,45383,45036,41283,47000,43649,48164,37251,35470,47932,50484,41120,45420,38367,37426,42875,45181,41298,
360000,江西省,2017,40310,28801,41842,41837,40616,43586,38571,37192,33517,34332,39779,47441,36768,40111,37366,33662,37088,43233,36511,
360000,江西省,2016,36868,26620,38618,37471,36214,40839,36445,33223,30483,29593,37578,43236,33760,37703,35576,31010,33331,42094,32818,
360000,江西省,2015,33329,24648,37184,33646,31757,35466,36495,29601,29100,26427,35344,39270,32755,33972,36658,27975,29544,39099,28038,
360000,江西省,2014,30149,24906,34298,30500,30013,32447,32748,28769,25342,25066,35701,34886,29215,30305,30954,25931,27473,33996,25431,18260
360000,江西省,2013,27819,25854,30184,26924,31275,32085,29388,30168,25652,22678,32712,34705,28202,30383,25767,23432,27144,31086,26600,
360000,江西省,2012,23506,19218,25232,23488,27635,26219,23624,22032,19428,19226,27422,28539,23014,26142,23439,19253,22516,26729,21529,
360000,江西省,2011,21030,18962,25332,20916,21270,23481,20665,20003,16814,17656,23028,24029,23155,20663,20469,15868,25882,21441,19797,7466
360000,江西省,2010,18002,15961,22180,17594,16453,19194,24619,18444,15516,15911,21775,20250,18881,19527,20668,14473,22376,21441,17274,17116
360000,江西省,2009,15508,12931,19111,14976,15030,17224,18194,16234,13716,13333,18039,18907,16982,17982,17610,14255,20612,17077,15176,13300
360000,江西省,2008,,,,,,,,,,,,,,,,,,,,
360000,江西省,2007,,,,,,,,,,,,,,,,,,,,
360000,江西省,2006,,,,,,,,,,,,,,,,,,,,
360000,江西省,2005,,,,,,,,,,,,,,,,,,,,
360000,江西省,2004,,,,,,,,,,,,,,,,,,,,
360000,江西省,2003,,,,,,,,,,,,,,,,,,,,
360000,江西省,2002,,,,,,,,,,,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,,,,,,,,,
370000,山东省,2019,55479,49440,53066,55535,66355,61107,61386,65165,51089,46915,60223,55635,52518,62404,48514,53018,54655,55916,52679,
370000,山东省,2018,55350,50724,54314,55736,61642,58444,61024,64185,52342,47908,59989,52889,54252,60702,49716,55084,53243,54498,52010,
370000,山东省,2017,51992,47445,51599,52004,57024,52827,55426,59763,50836,46203,56013,49881,52929,56507,48984,53713,51961,51953,48460,
370000,山东省,2016,48156,42927,47485,48488,52674,50069,53171,54779,45823,43503,53183,47456,47766,50819,46189,48725,48162,47657,45784,
370000,山东省,2015,43608,39982,44082,43587,48763,45462,48254,50778,41325,39812,48159,43925,44896,47437,43439,45263,44516,42563,42204,
370000,山东省,2014,38911,35513,40932,39112,43869,40157,42078,44498,36760,35256,40925,39765,39477,41797,37341,39085,37943,37130,36948,34704
370000,山东省,2013,34317,30394,35905,34705,39881,35392,35833,37675,31817,30311,35532,36515,35223,37934,33750,33792,32741,32485,32012,31393
370000,山东省,2012,29206,27206,30959,29390,33262,29567,29986,32124,27740,26700,31242,31404,30525,32427,28470,28352,27557,28121,27681,26270
370000,山东省,2011,24772,23421,24607,24514,22003,25452,27050,26919,24252,23814,26837,26902,28151,28155,25957,24976,25531,26205,23885,19000
370000,山东省,2010,20747,20152,20568,20458,18696,21439,22740,23016,20510,19964,22675,22942,23827,23758,21723,21320,21383,22013,20732,16213
370000,山东省,2009,18152,18334,17333,17704,17348,19072,20321,20773,18261,18228,16647,20330,21825,20347,17451,18820,19044,20770,18892,14342
370000,山东省,2008,,,,,,,,,,,,,,,,,,,,
370000,山东省,2007,,,,,,,,,,,,,,,,,,,,
370000,山东省,2006,,,,,,,,,,,,,,,,,,,,
370000,山东省,2005,,,,,,,,,,,,,,,,,,,,
370000,山东省,2004,,,,,,,,,,,,,,,,,,,,
370000,山东省,2003,,,,,,,,,,,,,,,,,,,,
370000,山东省,2002,,,,,,,,,,,,,,,,,,,,
370000,山东省,2001,,,,,,,,,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,,,,,,,,,
410000,河南省,2019,43194,35305,39199,42325,42889,47650,43009,46679,41171,37370,37287,47397,45119,48029,39829,39395,41339,44777,39115,
410000,河南省,2018,40209,29889,36853,39704,38131,43665,40226,42472,40076,34371,39414,43995,42797,46650,37145,35164,39035,40083,34377,
410000,河南省,2017,36730,28690,34662,36479,34239,40547,38041,37911,34855,33425,33822,40484,37514,39085,34878,32040,36190,39014,30962,
410000,河南省,2016,33312,27450,33175,33157,30413,36021,35533,31976,30965,33817,30091,38208,32661,33106,33090,30215,32784,34318,30192,
410000,河南省,2015,30546,25526,29201,30554,25060,34154,29940,30674,27570,28682,28828,32428,28815,31556,29130,26621,29957,30145,26439,
410000,河南省,2014,27414,23179,27319,26867,25437,31471,26689,25343,26384,25552,24345,29808,26967,32733,27333,24484,27354,29323,25405,20448
410000,河南省,2013,23936,19869,24314,23142,23711,27104,24919,22215,23086,21798,20682,26746,24655,28898,24410,21372,24772,25966,22177,18940
410000,河南省,2012,21255,17071,22361,20844,21024,24054,19581,19111,19339,19352,21652,22621,21498,26399,20480,18705,21028,24293,19982,15342
410000,河南省,2011,18749,14364,21144,18188,16119,21607,19600,18550,17087,16807,16894,20679,19364,24949,17755,16217,18859,20492,16542,15545
410000,河南省,2010,15915,11718,17335,15495,12895,18998,17144,12387,14049,14077,14404,17026,16163,16057,15532,14306,15596,16707,14560,10743
410000,河南省,2009,14041,10574,14866,13850,13780,16080,14177,11504,12632,12418,12615,14558,12502,13887,12628,12460,14404,14617,12573,9570
410000,河南省,2008,,,,,,,,,,,,,,,,,,,,
410000,河南省,2007,,,,,,,,,,,,,,,,,,,,
410000,河南省,2006,,,,,,,,,,,,,,,,,,,,
410000,河南省,2005,,,,,,,,,,,,,,,,,,,,
410000,河南省,2004,,,,,,,,,,,,,,,,,,,,
410000,河南省,2003,,,,,,,,,,,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2019,43536,34844,43497,43386,39653,47636,42168,51050,40850,39140,52651,49364,39740,48791,34034,37422,42172,41741,38545,
420000,湖北省,2018,40126,29164,41112,40146,38205,43816,39587,46376,37241,36283,47732,46880,36180,42110,32806,34908,38048,37989,34307,
420000,湖北省,2017,37142,29036,39150,37348,34903,40276,36617,43821,34081,33287,43882,42181,35085,39315,30904,32426,35100,35029,31556,
420000,湖北省,2016,34167,26956,37935,34037,32936,37157,33129,40709,31260,29900,39226,38739,33088,36296,28918,29222,32628,33174,29014,
420000,湖北省,2015,31051,24343,34162,31394,30066,33548,27931,36712,26751,28032,41546,37788,27936,34501,26291,27612,30269,28770,27778,
420000,湖北省,2014,28534,21156,32087,28670,27271,31038,25780,34907,24519,25514,39530,35980,24758,30885,23698,25190,28686,27215,24795,
420000,湖北省,2013,25898,17742,29872,25696,26030,27611,23379,33526,23028,23694,37203,33276,24110,29828,21578,23151,25519,26457,23887,19994
420000,湖北省,2012,23037,16140,24971,22640,23430,23870,19763,44776,20739,21107,33975,30361,21929,27240,19402,20319,22516,24418,22016,18011
420000,湖北省,2011,20788,15813,21906,20144,19052,22021,18429,50207,18672,18200,32873,29202,19985,27259,17344,17626,22486,21254,19628,14457
420000,湖北省,2010,18626,14056,20081,17479,17726,19952,16515,49982,17156,16477,30883,27515,19356,26090,16322,16627,20486,17264,16711,15570
420000,湖北省,2009,15615,11939,16764,14503,15020,16781,14984,46736,14462,13781,28031,23642,15917,21234,13888,13375,16986,15024,13771,9244
420000,湖北省,2008,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2007,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2006,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2005,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2004,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2003,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2019,42012,34778,42669,39875,39659,51025,39615,64528,33362,32572,60523,50408,43035,52755,41978,39552,46932,52375,40503,
430000,湖南省,2018,40175,34049,43930,39694,38164,45382,38701,53897,31689,30993,55415,46389,39266,45846,35419,36613,43399,46374,33523,
430000,湖南省,2017,36978,32427,40962,36170,35856,41454,34838,47937,29784,29043,47718,43709,37470,43786,31921,35745,42720,43041,31066,
430000,湖南省,2016,34582,30757,39966,33191,35295,39598,32623,43351,28974,28487,43586,39837,34876,39698,29158,35387,42233,42153,30715,
430000,湖南省,2015,33033,27278,37897,32687,34189,35633,30720,41647,25995,25817,39573,37569,32098,37878,26815,32933,38603,40327,27725,
430000,湖南省,2014,30568,25463,35789,30505,32650,32961,27765,36796,23699,24238,36013,33508,28527,34953,24543,30917,34485,34758,24903,17450
430000,湖南省,2013,27637,23363,33314,27287,32001,29932,25321,35898,23271,23264,26735,29032,24571,34857,24813,26474,31969,32314,24419,16421
430000,湖南省,2012,24396,19898,31685,23981,24818,28694,22577,29163,20023,20042,22832,24057,23141,23251,23092,20722,27836,29732,20565,14179
430000,湖南省,2011,21483,16662,25020,21823,21852,22773,21436,24650,17406,17369,20494,22964,21351,21039,21874,19547,24215,24980,19564,10275
430000,湖南省,2010,17229,15389,19887,16391,18986,18394,18320,22428,15015,15992,17598,19345,20370,19347,20868,16616,22900,23698,17243,9632
430000,湖南省,2009,16012,13894,19030,14764,18205,16075,18114,21605,14717,14694,16717,18685,19842,18073,19852,16197,21909,22359,15879,9378
430000,湖南省,2008,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2007,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2006,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2005,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2004,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2003,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2001,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,,,,,,,,,
440000,广东省,2019,62521,43240,48602,58873,48007,61674,62485,114183,61467,46344,57493,64323,68589,79494,59587,48733,58804,74859,65462,
440000,广东省,2018,58258,40548,42556,55393,41696,58738,60253,106799,57922,43084,45267,62525,62969,74859,53118,44862,52559,74167,61534,
440000,广东省,2017,53347,38992,40701,50192,40527,55752,51098,100614,54153,39627,40073,60181,61502,71753,54617,42293,50419,59667,54540,
440000,广东省,2016,48236,35019,40103,45859,36753,52664,47936,88008,48404,37131,38970,54663,57346,70709,48811,38286,43864,54802,47878,
440000,广东省,2015,44838,32705,35823,43158,33997,45574,47719,77985,45095,35141,33391,49744,53950,61761,44577,37720,41673,52402,49836,
440000,广东省,2014,41295,30202,34365,39618,30323,41357,58671,68948,40080,32632,47666,44175,46864,70425,40456,34844,36296,45162,40322,
440000,广东省,2013,36943,25709,29852,35646,21670,37488,41074,61935,40866,29401,37383,39566,41573,54150,35293,30653,37452,47443,33023,31824
440000,广东省,2012,31920,22948,27276,31670,19181,30928,33049,58905,33511,25233,35722,33140,36607,48696,26524,28900,29118,39262,28311,
440000,广东省,2011,26621,19876,23860,25938,17114,25821,34816,43688,28314,22737,33237,30773,29702,43915,26408,25767,23588,35159,24826,23625
440000,广东省,2010,22633,17368,19147,21644,13606,23297,26612,41108,25203,17813,26532,26202,31818,43388,19963,21295,26519,26228,23741,16358
440000,广东省,2009,19340,14128,17868,17535,15305,21158,23389,34841,25602,17148,28425,23196,26831,30959,19082,16755,29412,20211,17938,11575
440000,广东省,2008,,,,,,,,,,,,,,,,,,,,
440000,广东省,2007,,,,,,,,,,,,,,,,,,,,
440000,广东省,2006,,,,,,,,,,,,,,,,,,,,
440000,广东省,2005,,,,,,,,,,,,,,,,,,,,
440000,广东省,2004,,,,,,,,,,,,,,,,,,,,
440000,广东省,2003,,,,,,,,,,,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2019,42949,36244,45326,44638,44467,43060,46049,51501,40765,35900,53144,43464,44522,49129,39311,38980,34159,52859,35667,
450000,广西壮族自治区,2018,39948,33700,43167,41201,40541,39776,40128,46841,38881,33157,47627,45846,40350,46948,33753,34950,33871,41713,32223,
450000,广西壮族自治区,2017,38227,30417,37331,39910,40027,38653,39545,41230,36784,30347,46606,43210,38374,46859,33241,33624,33612,39066,31994,
450000,广西壮族自治区,2016,36089,29441,34653,37741,37989,36814,38442,38073,34201,29042,42692,39501,37749,45501,32664,30917,32704,37021,29305,
450000,广西壮族自治区,2015,33519,27073,31934,34861,36774,35082,36253,35262,31983,27522,42322,34950,34728,42826,30252,28553,31058,35242,27013,
450000,广西壮族自治区,2014,31638,26487,30199,32199,32477,34697,30262,31039,31317,27194,35410,34415,33774,36935,26020,27315,28078,32629,23086,
450000,广西壮族自治区,2013,28508,22762,28908,29315,27879,30752,28395,26484,25026,24300,27609,30312,29916,29536,24374,24336,24595,30584,20050,18869
450000,广西壮族自治区,2012,25086,19501,25997,25332,26489,26524,24762,20541,26279,22250,22470,27385,25998,26386,20987,22174,21415,27247,20601,
450000,广西壮族自治区,2011,20471,16264,18826,20154,17146,22118,23585,17078,19489,17146,20715,27177,20470,24076,16255,18426,18789,22017,16158,16959
450000,广西壮族自治区,2010,17931,14143,16859,17026,15187,19533,20605,14958,17816,16130,18618,24814,18884,23219,15236,17164,16962,19297,14538,
450000,广西壮族自治区,2009,15494,14477,15402,14479,13700,16089,19001,14485,16621,12895,17622,26131,19193,25089,14511,13919,13975,16504,13286,
450000,广西壮族自治区,2008,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2007,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2006,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2005,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2004,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,,,,,,,,,
460000,海南省,2019,53442,41743,44698,47200,35371,47864,54289,59605,54539,43498,48330,70763,58427,62592,41918,41269,45673,53421,57187,
460000,海南省,2018,49541,39147,44111,42279,31674,43018,58568,60901,42587,41192,44074,76908,56250,53283,39471,32220,33845,44269,47000,
460000,海南省,2017,45640,37383,42132,44316,35525,38543,44105,49456,38949,40038,39648,62252,52211,42997,32202,37596,35002,43610,35683,
460000,海南省,2016,40675,37431,41618,38497,32463,38100,46490,44222,38730,33474,43336,59618,39040,41790,37678,31480,32525,35277,34852,
460000,海南省,2015,37093,30679,32762,38819,24109,39026,41543,44444,33444,32626,39066,51042,34484,41311,35676,29055,33458,31252,28559,
460000,海南省,2014,32707,29411,33130,30710,24880,34486,38184,38929,30814,29758,30148,43491,29330,39110,34150,27237,26976,31012,26738,38936
460000,海南省,2013,30002,16593,26315,27836,20408,33335,37389,29651,29126,27086,36019,40721,26308,33200,42116,19653,24754,31256,23804,24143
460000,海南省,2012,24446,16988,28525,24367,18648,28931,21325,21353,23730,18868,22685,29734,26203,31582,30118,18295,19529,31616,19775,15600
460000,海南省,2011,21278,15076,24596,20263,16882,24377,19019,20373,21795,16727,27145,25394,21632,28067,28392,16084,17130,24839,20044,6571
460000,海南省,2010,18058,14249,18254,16408,13124,24066,18146,18884,18249,13632,16926,21677,20336,21699,18767,14496,14843,23084,16162,7667
460000,海南省,2009,15949,12678,15499,15034,11872,21722,14806,14490,16339,11975,15917,17865,18010,21019,12806,12929,13478,19079,13581,3200
460000,海南省,2008,,,,,,,,,,,,,,,,,,,,
460000,海南省,2007,,,,,,,,,,,,,,,,,,,,
460000,海南省,2006,,,,,,,,,,,,,,,,,,,,
460000,海南省,2005,,,,,,,,,,,,,,,,,,,,
460000,海南省,2004,,,,,,,,,,,,,,,,,,,,
460000,海南省,2003,,,,,,,,,,,,,,,,,,,,
460000,海南省,2002,,,,,,,,,,,,,,,,,,,,
460000,海南省,2001,,,,,,,,,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2019,54845,41858,60331,56641,54859,57389,57748,69691,48695,42236,89114,57374,52864,64440,46812,46995,51716,63943,50542,
500000,重庆市,2018,52558,40825,55605,54735,52970,54612,55867,64667,46490,40152,78604,56222,49836,59487,45321,45587,50118,58938,49472,
500000,重庆市,2017,50450,39632,52943,52673,49879,51988,54093,59897,44477,37879,68140,52881,46989,54721,44126,44338,47579,55364,47814,
500000,重庆市,2016,47345,36437,50871,49116,44843,48973,49303,52016,40601,36607,62977,50396,44764,50067,41759,42635,43518,52121,44979,
500000,重庆市,2015,44213,34262,48783,45147,40282,45987,46256,46513,38088,33364,57728,47567,41559,45493,37295,40176,41212,47805,42064,
500000,重庆市,2014,40139,29643,43690,40739,37204,41472,40556,41666,35411,29770,49952,45531,36198,42474,34866,37721,38140,42748,39946,32136
500000,重庆市,2013,35666,27961,39138,35398,34641,36539,34703,38615,32919,27616,46209,42573,33767,40366,32299,32185,34736,38268,36085,28549
500000,重庆市,2012,31035,25085,34615,30214,32177,31310,29152,34392,30120,24310,43965,39720,31591,37319,26410,25508,30287,33498,31373,24777
500000,重庆市,2011,26251,18791,29677,25955,25185,27628,24192,29325,23069,20694,37415,27521,25914,25626,22350,20861,24024,29376,22117,20057
500000,重庆市,2010,20790,12959,23090,19955,20606,22613,20857,24724,17477,16038,33591,21167,21727,23286,19114,17569,20550,25230,18900,13714
500000,重庆市,2009,17414,10180,19485,16840,16658,18719,17294,22725,14504,13354,28634,17610,17780,19149,15628,14520,17168,21618,16294,11668
500000,重庆市,2008,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2007,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2006,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2005,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2004,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2003,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2002,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2001,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,,,,,,,,,,,
510000,四川省,2019,46974,38513,47182,46393,46725,47771,48074,54471,42470,40019,65656,50784,47300,52460,43003,41720,46644,55753,48821,
510000,四川省,2018,43352,35287,42975,43694,44846,44627,43301,47669,39157,36778,46921,46827,44119,48432,41779,37253,43570,47895,40273,
510000,四川省,2017,40087,32507,40542,40128,41695,40809,39419,43880,37358,34460,41641,44377,41891,46013,40163,34634,40741,45129,38730,
510000,四川省,2016,37763,30382,37511,37777,39061,38417,36434,41281,36008,32686,37419,41973,40025,43611,37591,33487,38380,42275,36289,
510000,四川省,2015,35127,29489,35758,35132,36018,35242,33689,37993,33415,31545,34136,39276,37780,42229,35082,30880,35889,39396,34103,
510000,四川省,2014,32671,29178,33470,31895,34958,33524,31481,33564,32510,29833,35417,35830,34897,38188,32970,30133,33658,36812,33485,
510000,四川省,2013,29830,25127,31623,29652,30099,30850,29386,28671,29149,26066,33847,33876,29351,34180,30931,26736,30772,31738,31131,
510000,四川省,2012,25912,22843,31302,25324,27148,26390,26508,29774,24242,23652,29824,27573,23638,27495,28175,22779,25687,27579,25821,
510000,四川省,2011,22175,19331,26594,21878,23291,22122,22429,24324,20329,19458,24439,24187,21598,26357,24150,20238,21864,25230,23169,
510000,四川省,2010,18316,16770,20506,17835,18468,18334,19342,22302,16632,16670,23809,20712,19966,20997,17346,15840,19439,19687,16293,
510000,四川省,2009,16085,11462,18876,15384,16921,16431,16721,17759,14975,15129,20188,17760,15898,19634,15737,13832,16837,18790,15966,11204
510000,四川省,2008,,,,,,,,,,,,,,,,,,,,
510000,四川省,2007,,,,,,,,,,,,,,,,,,,,
510000,四川省,2006,,,,,,,,,,,,,,,,,,,,
510000,四川省,2005,,,,,,,,,,,,,,,,,,,,
510000,四川省,2004,,,,,,,,,,,,,,,,,,,,
510000,四川省,2003,,,,,,,,,,,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2019,45526,31582,52550,45510,55306,48143,42701,68123,39499,37748,62105,54993,41738,46767,34053,35690,45320,47143,36514,
520000,贵州省,2018,43582,30113,50341,43706,53702,45111,40521,66716,38010,36795,60731,52743,39264,44205,32134,34158,43135,45584,35720,
520000,贵州省,2017,41796,29481,47980,42629,51229,42194,37936,61228,35709,35195,59475,51164,37672,42650,30831,32800,40913,43984,34121,
520000,贵州省,2016,39058,25039,45948,39977,49572,39700,35753,59324,31511,31766,58088,46916,33803,39602,27252,29133,38560,41506,31491,
520000,贵州省,2015,36044,23280,44762,34907,48027,33674,30593,48944,28382,28309,57600,43108,29281,35945,24663,26491,34334,37494,27813,
520000,贵州省,2014,32785,20457,43560,30265,46221,29289,27433,38472,24701,24232,55289,38685,24500,31892,19822,21816,28939,31880,23728,22157
520000,贵州省,2013,29370,18034,38758,27183,43575,26704,23913,35040,22260,21155,52258,34022,20719,29439,17241,18781,25664,28746,20643,19525
520000,贵州省,2012,25962,15413,34425,22300,38523,23071,21203,32767,19673,18740,48843,28345,17931,26225,14028,17123,22876,24984,17100,17330
520000,贵州省,2011,23006,13590,29623,19578,36477,21086,19122,29847,16596,15908,46412,23922,14750,24132,12047,14688,19841,22450,14255,14939
520000,贵州省,2010,20307,12367,24221,17456,35031,19701,17641,27527,14119,13676,44581,20099,12169,22639,10666,12853,17406,20516,12010,13147
520000,贵州省,2009,19779,10996,21360,17702,32349,14345,153735,24995,13945,12865,42280,17829,14648,210268,8673,12162,15564,15614,11697,11283
520000,贵州省,2008,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2007,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2006,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2005,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2004,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2003,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,,,,,,,,,
530000,云南省,2019,46830,33657,50871,46365,55382,46786,46294,61470,45356,37154,77266,51402,41277,70337,35024,43863,44363,56410,46555,
530000,云南省,2018,43588,41797,36565,45509,39138,40204,42952,57133,41323,38449,36435,45790,46303,55946,37452,42673,46142,42415,34313,
530000,云南省,2017,40656,38568,32368,41906,37115,39448,41482,53723,39558,33936,34131,44015,45253,51179,34580,40447,41780,39999,31747,
530000,云南省,2016,38183,27754,31090,36343,34553,39011,34842,32614,40630,38207,31146,41376,44347,38693,33690,39115,35432,36602,33236,
530000,云南省,2015,35015,29246,29020,32764,33300,35743,39647,34790,35408,31553,35053,37736,33148,51525,39114,34765,38814,36343,33397,
530000,云南省,2014,32055,24959,30471,30123,28140,33567,32432,30492,34901,30343,31549,30282,30345,46230,33317,29506,35746,36566,29348,30263
530000,云南省,2013,26738,21580,25750,24646,26405,27603,28718,25011,28732,25552,26141,26616,24983,36762,28165,23712,28625,30343,24519,25320
530000,云南省,2012,20950,17124,21086,17849,10058,25442,21553,16276,21358,18120,25443,19163,20281,23568,20773,20332,18704,16435,11786,20226
530000,云南省,2011,19882,15733,21121,17939,20032,23437,20005,19439,17810,18207,26177,17134,14788,25059,22293,14966,16528,18807,17307,15310
530000,云南省,2010,18562,13702,21438,17007,18398,21610,16280,17181,17049,13708,20367,16248,16197,25594,19201,15029,16240,17489,15186,17832
530000,云南省,2009,15637,15028,18669,15626,16854,15513,14803,19247,13380,12456,25618,15121,13794,21411,11745,13450,16140,16365,14823,12929
530000,云南省,2008,,,,,,,,,,,,,,,,,,,,
530000,云南省,2007,,,,,,,,,,,,,,,,,,,,
530000,云南省,2006,,,,,,,,,,,,,,,,,,,,
530000,云南省,2005,,,,,,,,,,,,,,,,,,,,
530000,云南省,2004,,,,,,,,,,,,,,,,,,,,
530000,云南省,2003,,,,,,,,,,,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2019,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2018,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2017,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2016,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2015,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2014,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2013,,,,,,,,,,,,,,,,,,,,
