省份编码,省份,年份,城镇单位就业人员平均工资(元),国有单位就业人员平均工资(元),城镇集体单位就业人员平均工资(元),股份合作单位就业人员平均工资(元),联营单位就业人员平均工资(元),有限责任公司就业人员平均工资(元),股份有限公司就业人员平均工资(元),其他单位就业人员平均工资(元),港、澳、台商投资单位就业人员平均工资(元),外商投资单位就业人员平均工资(元)
450000,广西壮族自治区,2011,33032,34886,22123,36377,25720,30747,33420,26019,27209,40097
450000,广西壮族自治区,2010,30673,32587,21533,28627,21839,27668,32784,21767,20620,37428
450000,广西壮族自治区,2009,27322,29275,18575,21961,18219,24037,27480,21041,18320,32758
450000,广西壮族自治区,2008,24798,26547,16372,16234,17101,22050,24958,17896,17262,28030
450000,广西壮族自治区,2007,21251,22614,13774,14563,14508,18891,21091,15327,15275,25943
450000,广西壮族自治区,2006,17571,18384,12025,11071,13637,16549,17854,13231,12910,22427
450000,广西壮族自治区,2005,,,,,,,,,,
450000,广西壮族自治区,2004,,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,
460000,海南省,2019,82227,92294,56738,156376,78457,68964,90397,67115,91488,91946
460000,海南省,2018,75885,83951,54580,67482,72062,64791,82727,67011,85427,87932
460000,海南省,2017,67727,73759,55960,62744,66648,57353,81006,48564,72362,69123
460000,海南省,2016,61663,67847,49896,55927,46395,53679,64300,47306,64240,68633
460000,海南省,2015,57600,63185,46651,52883,50612,50642,58986,43123,61334,64110
460000,海南省,2014,49882,53622,38393,43197,44937,45035,52803,38771,54650,54102
460000,海南省,2013,44971,47159,36418,33818,34937,42414,45168,34942,49727,47824
460000,海南省,2012,39485,40225,31715,29894,25849,35646,58076,28324,34795,41149
460000,海南省,2011,36244,37562,24862,29863,27653,30810,57107,24589,29000,34899
460000,海南省,2010,30775,31582,20434,22976,26108,27197,47524,22361,24728,29495
460000,海南省,2009,24790,24188,17499,19105,21493,23737,44174,19710,20698,26955
460000,海南省,2008,21767,21160,15203,32617,20184,23163,31175,17234,18670,23444
460000,海南省,2007,19220,18720,11830,28628,20523,20677,29475,13694,15184,23186
460000,海南省,2006,15843,15254,9604,20597,15343,17359,27005,12744,13823,22625
460000,海南省,2005,,,,,,,,,,
460000,海南省,2004,,,,,,,,,,
460000,海南省,2003,,,,,,,,,,
460000,海南省,2002,,,,,,,,,,
460000,海南省,2001,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,
500000,重庆市,2019,86559,111113,61887,54899,60794,71615,98312,72951,82540,79014
500000,重庆市,2018,78928,103225,58150,116535,57414,64814,89623,61196,72313,71006
500000,重庆市,2017,70889,90342,53701,136292,64112,58536,79043,55437,69379,68246
500000,重庆市,2016,65545,79565,49748,143893,55928,55495,76291,52624,65858,66660
500000,重庆市,2015,60543,72587,43084,72767,46018,51901,73009,48286,63436,61439
500000,重庆市,2014,55588,64046,40166,65602,56046,48850,67800,49313,55308,57256
500000,重庆市,2013,50006,55870,34492,55987,50618,45338,60858,36697,47681,50604
500000,重庆市,2012,44498,50523,30087,49039,32586,38129,54533,36390,43737,44741
500000,重庆市,2011,39430,43617,28078,36931,28242,35692,43105,29738,39655,41512
500000,重庆市,2010,34727,37195,23817,30148,27853,31649,39913,28237,34059,35738
500000,重庆市,2009,30499,33286,20057,25957,29308,26929,35066,23150,27855,31690
500000,重庆市,2008,26640,29235,17253,22617,27660,23238,30733,17659,23976,28226
500000,重庆市,2007,22965,25060,15044,18666,25251,19953,25756,18043,21274,27277
500000,重庆市,2006,19172,21168,13471,14460,16283,15637,21497,13368,17098,25037
500000,重庆市,2005,,,,,,,,,,
500000,重庆市,2004,,,,,,,,,,
500000,重庆市,2003,,,,,,,,,,
500000,重庆市,2002,,,,,,,,,,
500000,重庆市,2001,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,
510000,四川省,2019,83367,97330,56479,74920,66424,72553,86626,79841,75884,80001
510000,四川省,2018,77686,90390,59146,76953,82613,65748,77662,64603,73785,80076
510000,四川省,2017,69419,80321,55115,68756,72234,58184,68999,49141,70503,70846
510000,四川省,2016,63926,72980,52180,63616,61186,54385,63771,44627,69180,66053
510000,四川省,2015,58915,66551,48924,58016,55333,50475,60799,42298,64007,56731
510000,四川省,2014,52555,57018,43707,54140,46002,46288,57622,38979,58415,54982
510000,四川省,2013,47965,53896,39112,48911,40490,42025,50120,35559,44190,47031
510000,四川省,2012,42339,47721,33409,39673,35204,34063,42556,34334,27183,37646
510000,四川省,2011,37330,42048,28342,35828,34202,29328,36825,29530,28624,34763
510000,四川省,2010,32567,36729,23441,28125,28948,25352,30821,24489,26580,29872
510000,四川省,2009,28149,32210,21043,22562,20879,21327,25455,18211,23846,26882
510000,四川省,2008,24725,28131,18386,19552,20412,18707,23198,15428,22433,24989
510000,四川省,2007,21081,24045,15089,15076,17608,15682,19856,13210,18859,22327
510000,四川省,2006,17612,19884,12624,13522,14962,13251,16606,10693,16909,20749
510000,四川省,2005,,,,,,,,,,
510000,四川省,2004,,,,,,,,,,
510000,四川省,2003,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,
520000,贵州省,2019,83298,87129,57020,161516,52088,75225,100917,63142,75349,81722
520000,贵州省,2018,78316,84155,86876,149761,53947,66348,93086,56096,68824,71739
520000,贵州省,2017,71795,79177,79044,152231,43502,57561,83406,51216,65813,91676
520000,贵州省,2016,66279,72237,69802,135294,40822,54973,70463,44645,58211,76976
520000,贵州省,2015,59701,64552,64057,133099,38686,50502,61923,39091,50308,69871
520000,贵州省,2014,52772,54083,55520,116134,36791,48135,60907,39860,44727,54207
520000,贵州省,2013,47364,49734,47941,91658,31332,41461,52944,31233,43239,48239
520000,贵州省,2012,41156,43702,38882,58738,29217,33332,45662,26507,36150,35073
520000,贵州省,2011,36102,37359,30894,50583,26415,28890,43441,22280,30125,31893
520000,贵州省,2010,30433,31469,24065,38211,20020,26261,36708,17961,22139,27944
520000,贵州省,2009,27437,28951,21707,30465,17138,22323,31999,17478,19610,24694
520000,贵州省,2008,23979,25123,20482,22215,16282,19865,26571,16664,18793,22860
520000,贵州省,2007,20254,21608,16549,16973,12555,16244,22345,14762,15798,19323
520000,贵州省,2006,16481,17248,12590,14796,12306,14227,19361,12482,13436,15359
520000,贵州省,2005,,,,,,,,,,
520000,贵州省,2004,,,,,,,,,,
520000,贵州省,2003,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,
530000,云南省,2019,86585,99456,76185,85624,56912,72260,90682,64894,66197,66995
530000,云南省,2018,75701,97049,80379,63083,50210,66157,79329,41146,60732,61088
530000,云南省,2017,69106,89448,70108,60682,46848,56382,70011,38396,57605,58868
530000,云南省,2016,60450,74562,61947,47988,55121,51168,64608,35861,51140,55983
530000,云南省,2015,52564,61151,54432,46357,45434,47694,61259,33625,48240,51516
530000,云南省,2014,46101,52224,48389,42998,40631,41921,57185,31723,43051,48207
530000,云南省,2013,42447,46849,43702,40622,34541,41170,52336,29790,39158,44758
530000,云南省,2012,37629,43415,37211,32692,30025,31617,44867,26951,33206,38269
530000,云南省,2011,34004,38684,32102,26199,28187,28372,42128,22750,29721,31519
530000,云南省,2010,29195,33140,24213,22017,22941,23369,34749,18802,25264,28562
530000,云南省,2009,26163,29414,20664,19754,23391,22055,30084,16592,22311,27409
530000,云南省,2008,23305,25987,17709,17765,23710,19467,29424,14650,20470,24686
530000,云南省,2007,19912,22275,13766,13994,18618,17298,23008,12833,17757,22324
530000,云南省,2006,18262,19520,11859,12806,14890,16308,19720,10833,15054,20944
530000,云南省,2005,,,,,,,,,,
530000,云南省,2004,,,,,,,,,,
530000,云南省,2003,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,
540000,西藏自治区,2019,118118,133835,65474,63167,99107,78351,138668,115487,96498,107015
540000,西藏自治区,2018,116015,122030,49144,82938,27143,89572,88408,48500,72737,126180
540000,西藏自治区,2017,108817,116581,51658,29832,54007,71856,81431,49971,75036,85505
540000,西藏自治区,2016,103232,109839,48179,116370,70311,68371,73383,31324,66217,99694
540000,西藏自治区,2015,97849,104897,35989,79436,106162,64565,65590,27310,72815,84917
540000,西藏自治区,2014,61235,61886,29574,60602,47675,60372,58812,45387,72649,60819
540000,西藏自治区,2013,57773,59904,24865,26572,45983,49303,44916,39870,86954,54764
540000,西藏自治区,2012,51705,52219,25966,,23989,58256,44573,5568,,49635
540000,西藏自治区,2011,49464,50770,15163,,23478,49219,40640,5568,,43424
540000,西藏自治区,2010,49898,51420,16206,,15588,44520,54799,4784,,
540000,西藏自治区,2009,45347,47116,11949,,19091,36882,29969,6444,,
540000,西藏自治区,2008,44055,46035,12979,,14403,26410,22852,5211,,
540000,西藏自治区,2007,42820,44813,11354,,19106,26089,26501,3691,,
540000,西藏自治区,2006,29119,30131,10767,14750,17494,27741,18685,3246,,
540000,西藏自治区,2005,,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,
610000,陕西省,2019,78361,79443,60041,64337,75608,78071,86421,50815,67707,98405
610000,陕西省,2018,71983,72680,56482,70692,70818,71146,76203,52146,62036,97743
610000,陕西省,2017,65181,67001,53547,57049,71323,61731,73085,45481,59113,86337
610000,陕西省,2016,59637,60749,48246,50854,55130,56650,68711,40377,56824,78733
610000,陕西省,2015,54994,55815,45665,50973,52564,51995,66351,39065,53325,60509
610000,陕西省,2014,50535,50355,42932,53273,50585,48941,61214,34470,48223,53116
610000,陕西省,2013,47446,48381,38455,46089,51756,44557,57861,29804,42354,51482
610000,陕西省,2012,43073,45526,32399,36807,49138,36845,42141,29028,36946,50040
610000,陕西省,2011,38143,40349,26670,30846,36627,32503,40028,45941,33896,35895
610000,陕西省,2010,33384,34528,20400,26031,43414,29819,36999,44883,35257,38728
610000,陕西省,2009,29566,30853,16346,20668,32742,26608,33637,38471,26979,34046
610000,陕西省,2008,25478,26050,13335,13924,23963,28432,24074,23285,19307,29889
610000,陕西省,2007,20977,21345,11059,13731,19515,23721,20073,18214,19004,24675
610000,陕西省,2006,16646,16894,8879,19713,14943,18215,18856,13613,14634,18077
610000,陕西省,2005,,,,,,,,,,
610000,陕西省,2004,,,,,,,,,,
610000,陕西省,2003,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,
620000,甘肃省,2019,73607,78904,51496,81936,54024,63711,78827,69179,71931,101072
620000,甘肃省,2018,70695,75730,48721,63731,43239,62171,72890,44768,64566,91650
620000,甘肃省,2017,63374,70549,43138,48742,40971,51768,57035,38160,59932,87590
620000,甘肃省,2016,57575,63930,38772,44460,30763,47451,53907,35682,54652,77786
620000,甘肃省,2015,52942,57888,37465,40047,30251,44490,54293,30684,47930,72984
620000,甘肃省,2014,46960,49614,34257,31309,38464,42171,51532,26982,45870,61330
620000,甘肃省,2013,42833,45636,32822,29516,34934,37354,48992,26550,40333,41875
620000,甘肃省,2012,37679,38401,32580,27362,29099,35071,42014,23481,28177,45857
620000,甘肃省,2011,32092,32366,27826,23396,30367,31151,37418,19175,24360,36740
620000,甘肃省,2010,29096,29889,22084,20227,33140,27087,31698,15820,17425,32877
620000,甘肃省,2009,26743,28082,18914,17441,17984,22963,26716,14053,15359,27518
620000,甘肃省,2008,23632,24858,15761,14994,16457,18679,16062,30655,12945,18426
620000,甘肃省,2007,20657,21968,12858,12607,14886,15819,25062,10403,17226,22401
620000,甘肃省,2006,16991,17836,11411,9832,6439,13998,22076,8407,16877,20139
620000,甘肃省,2005,,,,,,,,,,
620000,甘肃省,2004,,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,
630000,青海省,2019,90929,98234,70954,47169,34256,76751,108215,62963,80375,53715
630000,青海省,2018,85379,92663,66625,79998,33167,70101,89073,42138,69491,57095
630000,青海省,2017,75701,84938,62994,72616,31781,58585,78136,30263,68015,35066
630000,青海省,2016,66589,73971,54780,65874,38656,50983,72813,29208,63671,44708
630000,青海省,2015,61090,66382,46033,58425,40923,48557,69066,30119,55546,45164
630000,青海省,2014,57084,60815,40883,46092,43139,44675,70693,26513,59830,45109
630000,青海省,2013,51393,55410,34255,41315,30353,39773,62088,24233,57156,39891
630000,青海省,2012,46483,50729,29341,30519,27719,35989,44240,26302,45006,38559
630000,青海省,2011,41370,46936,23745,28708,16946,29124,41221,19149,29840,32539
630000,青海省,2010,36121,41417,20289,24847,12630,22457,27481,15442,25941,24019
630000,青海省,2009,32481,37405,17807,20157,10788,19416,22558,13486,21035,19738
630000,青海省,2008,30101,34314,14936,19623,9566,17260,24651,23598,18926,21808
630000,青海省,2007,25318,28681,12931,20082,9068,14310,21777,23234,15373,11059
630000,青海省,2006,21981,24195,10780,15035,6786,13952,21280,15557,17089,11430
630000,青海省,2005,,,,,,,,,,
630000,青海省,2004,,,,,,,,,,
630000,青海省,2003,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,
640000,宁夏回族自治区,2019,83947,85660,65241,85216,65759,85389,76688,54910,88188,80973
640000,宁夏回族自治区,2018,78384,82818,66295,92842,66926,75537,68415,58247,80142,68649
640000,宁夏回族自治区,2017,70298,76043,64359,85789,45024,64529,65467,55411,73211,55635
640000,宁夏回族自治区,2016,65570,69627,52678,76455,43848,61160,65309,47381,68496,54933
640000,宁夏回族自治区,2015,60380,63679,49354,76858,38935,56187,61383,46509,69388,54039
640000,宁夏回族自治区,2014,54858,53923,44674,78587,54732,55471,59074,41572,59812,52237
640000,宁夏回族自治区,2013,50476,49914,48650,44109,30376,52368,50172,34531,48112,47264
640000,宁夏回族自治区,2012,47436,46880,44330,43782,33361,50718,42888,29152,34851,42590
640000,宁夏回族自治区,2011,42703,41217,37143,41664,27892,48660,37443,25689,32591,40033
640000,宁夏回族自治区,2010,37166,35330,38127,32641,26298,43644,30318,22431,25821,34545
640000,宁夏回族自治区,2009,32916,32543,33600,25631,17293,36495,26894,17979,23868,25614
640000,宁夏回族自治区,2008,30050,30321,30244,19856,19187,32322,24143,15674,18769,29335
640000,宁夏回族自治区,2007,25723,26157,23877,16316,17854,26961,21314,15319,17429,26788
640000,宁夏回族自治区,2006,20900,20998,18504,13674,16536,22711,16946,12375,18478,21971
640000,宁夏回族自治区,2005,,,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,
650000,新疆维吾尔自治区,2019,79421,75517,71899,115004,57323,77473,114665,63031,79697,84865
650000,新疆维吾尔自治区,2018,75457,74448,73265,141552,49995,72433,104375,40951,74149,80887
650000,新疆维吾尔自治区,2017,67932,66561,73143,129892,47066,64424,91977,45054,60863,69913
650000,新疆维吾尔自治区,2016,63739,63308,65498,119151,48607,60437,79937,42065,62299,62861
650000,新疆维吾尔自治区,2015,60117,58829,63148,123829,46480,58403,76252,39732,58335,58349
650000,新疆维吾尔自治区,2014,53471,49846,59378,93801,43197,55073,73849,35764,53994,52101
650000,新疆维吾尔自治区,2013,49064,45834,56809,99171,43212,49548,69246,31867,49755,49232
650000,新疆维吾尔自治区,2012,44576,42479,46452,97235,43893,42724,65822,29406,47576,40271
650000,新疆维吾尔自治区,2011,38238,36309,38944,53509,37621,36723,56679,30854,35957,35344
650000,新疆维吾尔自治区,2010,32003,31006,31249,42582,33115,29660,46677,19986,25443,31311
650000,新疆维吾尔自治区,2009,27617,26626,22721,23834,24604,25909,41943,17952,23834,27212
650000,新疆维吾尔自治区,2008,24686,24008,21894,31568,23599,22846,38966,16742,21247,22543
650000,新疆维吾尔自治区,2007,21249,21213,17528,25366,18732,19476,29411,14445,17593,21563
650000,新疆维吾尔自治区,2006,17704,17640,14058,21439,15999,16450,24995,11879,17146,18122
650000,新疆维吾尔自治区,2005,,,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,
