省份编码,省份,年份,自然保护区个数(个),国家级自然保护区个数(个),自然保护区面积(万公顷),国家级自然保护区面积(万公顷),自然保护区占辖区面积比重(%)
630000,青海省,2015,11,7,2166.5121,2073.3751,
630000,青海省,2014,11,7,2166.5121,2073.3751,
630000,青海省,2013,11,7,2176.5351,2073.3751,30.13
630000,青海省,2012,11,5,2182.2201,2025.249,30.21
630000,青海省,2011,11,5,2182.2201,2025.249,30.21
630000,青海省,2010,11,5,2182.2,2025.2,30.2
630000,青海省,2009,11,5,2182.2201,2025.249,30.21
630000,青海省,2008,11,5,2182.2201,2025.249,30.28
630000,青海省,2007,11,5,2182.2201,2025.249,30.28
630000,青海省,2006,11,5,2175.931,2025.2,30.2
630000,青海省,2005,10,5,2092.461,2025.2,29.0
630000,青海省,2004,8,5,2060.8,2025.2,28.6
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,,9,,46.02,
640000,宁夏回族自治区,2018,,9,,45.954891,
640000,宁夏回族自治区,2017,14,,53.305,,8.03
640000,宁夏回族自治区,2016,14,,53.305,,8.03
640000,宁夏回族自治区,2015,14,9,53.305,45.955,
640000,宁夏回族自治区,2014,14,9,53.305,45.955,
640000,宁夏回族自治区,2013,14,8,53.3049,43.9449,10.29
640000,宁夏回族自治区,2012,14,6,53.557,42.6916,10.34
640000,宁夏回族自治区,2011,14,6,53.557,42.6916,10.34
640000,宁夏回族自治区,2010,13,6,50.7,44.0,9.8
640000,宁夏回族自治区,2009,13,6,50.7104,43.9529,9.79
640000,宁夏回族自治区,2008,13,6,50.6783,43.9208,9.78
640000,宁夏回族自治区,2007,13,6,50.6783,43.9208,9.78
640000,宁夏回族自治区,2006,13,6,50.6783,35.5,9.78
640000,宁夏回族自治区,2005,13,5,50.6783,35.5,9.8
640000,宁夏回族自治区,2004,13,5,51.4,36.2,9.91
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,,15,,1230.21,
650000,新疆维吾尔自治区,2018,,15,,1230.142694,
650000,新疆维吾尔自治区,2017,31,,1958.4321,,11.8
650000,新疆维吾尔自治区,2016,31,,1958.4621,,11.8
650000,新疆维吾尔自治区,2015,31,11,1957.5475,1218.9068,
650000,新疆维吾尔自治区,2014,31,11,1971.1889,1218.9068,
650000,新疆维吾尔自治区,2013,31,10,1948.2672,1193.1151,11.74
650000,新疆维吾尔自治区,2012,27,9,2149.4365,1360.6151,12.95
650000,新疆维吾尔自治区,2011,27,9,2149.4365,1360.6151,12.95
650000,新疆维吾尔自治区,2010,27,9,2149.4,1360.6,13.0
650000,新疆维吾尔自治区,2009,27,9,2149.4365,1360.6151,12.95
650000,新疆维吾尔自治区,2008,27,9,2149.4365,1360.6151,13.43
650000,新疆维吾尔自治区,2007,27,9,2143.6965,1360.6151,13.39
650000,新疆维吾尔自治区,2006,27,8,2168.8165,1294.4,13.55
650000,新疆维吾尔自治区,2005,27,7,2168.8165,1294.4,13.6
650000,新疆维吾尔自治区,2004,26,7,2152.9,1294.4,13.45
650000,新疆维吾尔自治区,2003,,,,,
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
