省份编码,省份,年份,石油储量(万吨),天然气储量(亿立方米),煤炭储量(亿吨),铁矿储量(亿吨),锰矿储量(万吨),铬矿储量(万吨),钒矿储量(万吨),原生钛铁矿储量(万吨)
520000,贵州省,2002,,,,,,,,
520000,贵州省,2001,,,,,,,,
520000,贵州省,2000,,,,,,,,
530000,云南省,2019,,,,,,,,
530000,云南省,2018,,,,,,,,
530000,云南省,2017,,,,,,,,
530000,云南省,2016,12.2,0.47,59.58,4.24,1196.81,,0.07,3.12
530000,云南省,2015,12.2,0.5,59.6,4.1,1196.8,,0.1,3.1
530000,云南省,2014,12.2,0.8,59.47,4.18,1152.27,,0.07,3.12
530000,云南省,2013,12.21,0.8,60.1,4.13,1074.79,,0.07,
530000,云南省,2012,12.21,2.24,59.09,4.29,1029.47,,0.07,
530000,云南省,2011,12.21,2.32,59.67,3.76,935.21,,0.07,
530000,云南省,2010,12.21,2.41,62.47,3.82,905.86,,0.07,
530000,云南省,2009,12.2,2.5,77.5,4.2,582.4,0.1,0.1,
530000,云南省,2008,12,2.63,78.65,4.39,886.83,0.1,0.07,
530000,云南省,2007,12.21,2.79,79.68,4.44,897.74,0.1,0.07,
530000,云南省,2006,12.4,2.86,73.57,4.48,1159.84,0.1,0.07,
530000,云南省,2005,10.5,14.5,74.03,4.5,1204.44,0.1,0.07,
530000,云南省,2004,10.5,14.72,157.17,4.55,1257.235,0.1,0.0769,
530000,云南省,2003,10.5,14.96,157.0,4.65,1268.5,,,
530000,云南省,2002,,,,,,,,
530000,云南省,2001,,,,,,,,
530000,云南省,2000,,,,,,,,
540000,西藏自治区,2019,,,,,,,,
540000,西藏自治区,2018,,,,,,,,
540000,西藏自治区,2017,,,,,,,,
540000,西藏自治区,2016,,,0.12,0.17,,158.47,,
540000,西藏自治区,2015,,,0.1,0.2,,169.2,,
540000,西藏自治区,2014,,,0.12,0.17,,169.22,,
540000,西藏自治区,2013,,,0.12,0.17,,169.22,,
540000,西藏自治区,2012,,,0.12,0.17,,173.69,,
540000,西藏自治区,2011,,,0.12,0.17,,178.27,,
540000,西藏自治区,2010,,,0.12,0.27,,199.49,,
540000,西藏自治区,2009,,,0.1,0.3,,209.1,,
540000,西藏自治区,2008,,,0.12,0.27,,217.9,,
540000,西藏自治区,2007,,,0.12,0.27,,227.52,,
540000,西藏自治区,2006,,,0.12,0.27,,191.8,,
540000,西藏自治区,2005,,,0.12,0.27,,194.5,,
540000,西藏自治区,2004,,,0.12,0.27,,199.5,,
540000,西藏自治区,2003,,,0.12,0.27,,,,
540000,西藏自治区,2002,,,,,,,,
540000,西藏自治区,2001,,,,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,,,,,,,,
610000,陕西省,2018,,,,,,,,
610000,陕西省,2017,,,,,,,,
610000,陕西省,2016,38375.6,7802.5,162.93,3.97,288.11,,7.18,
610000,陕西省,2015,38445.3,7587.1,126.6,4.0,288.4,,7.2,
610000,陕西省,2014,36300.8,8047.88,95.48,3.98,289.02,,7.47,
610000,陕西省,2013,33712.64,6231.14,104.38,3.99,277.27,,7.87,
610000,陕西省,2012,31397.94,6376.26,108.99,3.85,281.82,,8.4,
610000,陕西省,2011,29844.34,5478.0,107.59,3.87,283.37,,0.89,
610000,陕西省,2010,24947.67,5628.11,119.89,4.04,279.74,1.1,0.89,
610000,陕西省,2009,22490.2,5658.7,268.7,4.1,287.5,1.1,0.9,
610000,陕西省,2008,23047,5709.24,278.46,4.05,302.56,1.1,1.25,
610000,陕西省,2007,19917.19,7435.39,276.24,4.08,313.42,1.1,1.25,
610000,陕西省,2006,19884.83,8587.65,277.57,4.11,328.92,1.1,87.1,
610000,陕西省,2005,16972.88,5450.02,284.05,4.13,346.55,1.1,1.49,
610000,陕西省,2004,16245.1,4692.05,284.86,4.2,350.1,1.1,1.5188,
610000,陕西省,2003,15104.4,3611.66,285.64,4.16,360.8,,,
610000,陕西省,2002,,,,,,,,
610000,陕西省,2001,,,,,,,,
610000,陕西省,2000,,,,,,,,
620000,甘肃省,2019,,,,,,,,
620000,甘肃省,2018,,,,,,,,
620000,甘肃省,2017,,,,,,,,
620000,甘肃省,2016,28261.7,318.03,27.32,3.24,357.52,141.24,112.32,
620000,甘肃省,2015,24109.8,272.0,32.5,3.3,259.0,141.2,89.9,
620000,甘肃省,2014,21878.4,256.09,32.86,3.39,259.0,141.24,89.87,
620000,甘肃省,2013,21150.01,241.28,32.69,3.71,259.0,123.63,89.87,
620000,甘肃省,2012,19184.32,224.58,34.08,3.84,259.04,124.83,89.87,
620000,甘肃省,2011,15529.15,191.63,23.51,5.47,259.04,124.82,89.87,
620000,甘肃省,2010,16085.39,191.8,58.05,3.91,263.14,124.83,89.87,
620000,甘肃省,2009,13798.8,163.6,58.4,3.9,132.4,125.1,89.9,
620000,甘肃省,2008,9114,106.13,60.48,7.46,119.42,126.3,90.01,
620000,甘肃省,2007,9395.18,106.51,58.42,7.37,74.51,126.91,90.07,
620000,甘肃省,2006,8727.59,98.91,61.7,3.97,24.97,127.54,80.94,
620000,甘肃省,2005,9465.24,97.48,49.37,4.03,17.31,131.28,80.94,
620000,甘肃省,2004,8328.6,83.81,48.77,4.11,18.28,127.272,80.94,
620000,甘肃省,2003,6716.1,67.25,48.93,4.14,18.4,,,
620000,甘肃省,2002,,,,,,,,
620000,甘肃省,2001,,,,,,,,
620000,甘肃省,2000,,,,,,,,
630000,青海省,2019,,,,,,,,
630000,青海省,2018,,,,,,,,
630000,青海省,2017,,,,,,,,
630000,青海省,2016,8252.3,1354.44,12.39,0.03,,3.68,,
630000,青海省,2015,7955.8,1396.9,12.5,,,3.7,,
630000,青海省,2014,7524.5,1457.94,11.82,0.03,,3.68,,
630000,青海省,2013,6284.94,1511.79,12.17,0.03,,3.68,,
630000,青海省,2012,6499.44,1281.6,15.97,0.06,,1.38,,
630000,青海省,2011,5529.44,1329.11,16.12,0.06,,0.37,,
630000,青海省,2010,5635.18,1321.89,16.22,0.07,,0.48,,
630000,青海省,2009,4361.7,1377.3,20.0,0.1,,0.8,,
630000,青海省,2008,3959,1418.49,20.2,0.06,,0.84,,
630000,青海省,2007,4157.23,1462.08,20.53,0.06,,1.03,,
630000,青海省,2006,4377.23,1496.1,20.66,0.07,,1.3,,
630000,青海省,2005,3824.87,1525.31,19.93,0.07,,1.6,,
630000,青海省,2004,3833,1544.36,17.47,0.07325,,2.1,,
630000,青海省,2003,3579.2,1260.15,17.44,0.09,,,,
630000,青海省,2002,,,,,,,,
630000,青海省,2001,,,,,,,,
630000,青海省,2000,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,
640000,宁夏回族自治区,2016,2432.4,274.44,37.45,,,,,
640000,宁夏回族自治区,2015,2370.6,272.9,37.4,,,,,
640000,宁夏回族自治区,2014,2180.6,272.76,38.04,,,,,
640000,宁夏回族自治区,2013,2313.96,294.4,38.47,,,,,
640000,宁夏回族自治区,2012,2299.47,294.96,32.34,,,,,
640000,宁夏回族自治区,2011,709.96,2.54,31.28,,,,,
640000,宁夏回族自治区,2010,202.77,2.75,54.03,,,,,
640000,宁夏回族自治区,2009,190.9,2.2,55.5,,,,,
640000,宁夏回族自治区,2008,211,2.18,58.15,0.01,,,,
640000,宁夏回族自治区,2007,46.06,1.68,59.17,0.01,,,,
640000,宁夏回族自治区,2006,139.91,1.67,70.06,0.01,,,,
640000,宁夏回族自治区,2005,95.47,0.47,68.52,,,,,
640000,宁夏回族自治区,2004,103.6,0.83,68.11,,,,,
640000,宁夏回族自治区,2003,91.6,0.74,68.39,,,,,
640000,宁夏回族自治区,2002,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,,,
650000,新疆维吾尔自治区,2016,59576.3,10251.78,162.31,8.26,562.43,42.86,0.16,44.67
650000,新疆维吾尔自治区,2015,60112.7,10202.0,158.7,8.3,562.4,44.7,0.2,45.3
650000,新疆维吾尔自治区,2014,58878.6,9746.2,158.01,5.21,560.17,44.68,0.16,45.73
650000,新疆维吾尔自治区,2013,58393.63,9053.88,156.53,4.56,567.17,44.01,0.16,45.73
650000,新疆维吾尔自治区,2012,56464.74,9324.37,152.47,4.27,569.93,44.18,0.16,46.05
650000,新疆维吾尔自治区,2011,56299.1,8809.93,148.36,4.02,559.77,45.19,0.16,46.6
650000,新疆维吾尔自治区,2010,51163.47,8616.43,148.31,3.57,410.43,48.95,0.16,47.14
650000,新疆维吾尔自治区,2009,46664,8354.1,148.0,3.6,422.4,52.7,0.2,47.6
650000,新疆维吾尔自治区,2008,43643,7543.69,147.41,3.54,433.0,54.5,0.16,47.7
650000,新疆维吾尔自治区,2007,41385.88,6676.33,123.24,2.88,467.8,59.18,0.16,47.99
650000,新疆维吾尔自治区,2006,41883.22,6598.24,127.28,3.04,469.7,65.34,0.15,48.4
650000,新疆维吾尔自治区,2005,41378,6023.6,122.39,3.08,472.5,54.63,0.1595,48.7
650000,新疆维吾尔自治区,2004,39782.7,5675.35,120.67,2.86,473.1,59.2582,0.1595,48.7772
650000,新疆维吾尔自治区,2003,36362.5,5554.76,100.04,2.89,473.1,,,
650000,新疆维吾尔自治区,2002,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,
