省份编码,省份,年份,工业污染治理完成投资(万元),治理废水项目完成投资(万元),治理废气项目完成投资(万元),治理固体废物项目完成投资(万元),治理噪声项目完成投资(万元),治理其他项目完成投资(万元),工业污染治理本年竣工项目数(个)
450000,广西壮族自治区,2006,86604.2,43700.3,37012.3,1690.3,238.2,3963.1,353
450000,广西壮族自治区,2005,103730.4,33678.3,56863.4,1849,505.3,10834.4,307
450000,广西壮族自治区,2004,35668.3,20193.7,8264.7,665.2,243.5,6301.2,285
450000,广西壮族自治区,2003,,,,,,,
450000,广西壮族自治区,2002,,,,,,,
450000,广西壮族自治区,2001,,,,,,,
450000,广西壮族自治区,2000,,,,,,,
460000,海南省,2019,6257.94,363.94,5885.0,5,,4.0,
460000,海南省,2018,,,,,,,
460000,海南省,2017,34253.08,896.0,31305.08,377,1500.0,175.0,
460000,海南省,2016,16137.66,2700.91,12270.75,1155.1,,10.9,
460000,海南省,2015,13160.5,893.0,10681.0,,1300.0,286.5,
460000,海南省,2014,56151.88,90.0,55648.88,,83.0,330.0,
460000,海南省,2013,35094.17,572.0,28497.17,,,6025.0,
460000,海南省,2012,48279.36,25042.86,21206.5,180,,1850.0,
460000,海南省,2011,27533.56,18403.75,7038.5,1218,120.0,753.310000000001,44
460000,海南省,2010,4353.5,3923.3,140.0,52,,238.2,14
460000,海南省,2009,3562.5,3215.6,142.3,,,204.6,14
460000,海南省,2008,3774.4,2466.9,957.5,,,350.0,28
460000,海南省,2007,3889.0,2678.6,534.5,,9.9,666.0,28
460000,海南省,2006,21389.2,16931.9,3398.1,187.2,,872.0,39
460000,海南省,2005,3788.6,1251.1,2133.5,207,,197.0,18
460000,海南省,2004,1921.2,1032.1,627.1,262,,,27
460000,海南省,2003,,,,,,,
460000,海南省,2002,,,,,,,
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
500000,重庆市,2019,37461.245,4071.1,18644.735,,1250.0,13495.41,
500000,重庆市,2018,,,,,,,
500000,重庆市,2017,60701.682,1508.2,49956.922,65.5,242.3,8928.76,
500000,重庆市,2016,37141.25,3489.21,26665.65,4504.04,,2482.35,
500000,重庆市,2015,59885.2,11891.4,44431.9,2813.4,120.0,628.5,
500000,重庆市,2014,50284.28,4954.31,34277.57,4296,132.33,6624.07,
500000,重庆市,2013,78880.23,6399.1,71855.77,,44.0,581.359999999988,
500000,重庆市,2012,38226.49,17510.47,16530.88,1471.23,309.0,2404.91,
500000,重庆市,2011,49384.48,24915.08,8241.36,14281.3,353.8,1592.94,169
500000,重庆市,2010,77501.9,37760.6,27368.6,3189,500.0,8683.7,89
500000,重庆市,2009,70746.6,28813.2,37521.7,590.4,675.6,3145.70000000001,118
500000,重庆市,2008,97396.2,34831.5,48838.3,4476,3057.4,6193.0,170
500000,重庆市,2007,100069.8,30203.1,58653.1,4233.2,571.2,6409.2,260
500000,重庆市,2006,36742.1,18346.8,15463.3,833,638.0,1461.0,287
500000,重庆市,2005,39121.3,21950.2,5751.9,9826.3,321.0,1271.9,110
500000,重庆市,2004,28626.1,13408.1,14128.7,1001.3,52.8,35.2,165
500000,重庆市,2003,,,,,,,
500000,重庆市,2002,,,,,,,
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,123260.32,23123.25,86608.23,113,69.6,13346.24,
510000,四川省,2018,,,,,,,
510000,四川省,2017,126933.991,21085.048,87975.292,4840.3,554.7,12478.651,
510000,四川省,2016,116048.93,30508.58,62672.46,6862.3,92.0,15913.59,
510000,四川省,2015,118259.0,55111.6,46883.6,200,10079.1,5984.7,
510000,四川省,2014,232451.83,54167.9,164883.27,1688.73,3928.8,7783.12999999997,
510000,四川省,2013,188391.59,29791.39,148926.38,1406.62,2215.54,6051.66,
510000,四川省,2012,110607.62,53646.35,48615.43,2892.23,473.67,4979.94,
510000,四川省,2011,166536.72,66136.19,84726.04,3655.6,6150.24,5868.65000000001,274
510000,四川省,2010,71626.5,37748.9,30889.4,1405,487.5,1095.7,154
510000,四川省,2009,96190.6,52685.7,31900.0,6839.7,201.5,4563.70000000001,307
510000,四川省,2008,193808.2,75227.0,86502.7,10196.2,680.2,21202.1,540
510000,四川省,2007,201032.7,99756.9,83307.4,8368.1,1580.1,8020.2,616
510000,四川省,2006,203008.4,50915.6,136481.0,3215.2,829.0,11567.6,720
510000,四川省,2005,200385.6,55430.2,120498.9,7098.5,930.2,16427.8,929
510000,四川省,2004,221560.2,97257.5,108993.7,11538.4,1059.3,2711.3,1131
510000,四川省,2003,,,,,,,
510000,四川省,2002,,,,,,,
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,89572.21,7158.09,54588.6,220,833.8,26771.72,
520000,贵州省,2018,,,,,,,
520000,贵州省,2017,53360.432,13694.32,31705.837,1244.17,65.49,6650.615,
520000,贵州省,2016,56903.81,11637.24,40980.17,3570,79.0,637.4,
520000,贵州省,2015,107032.8,7940.1,92753.3,1203.8,625.0,4510.7,
520000,贵州省,2014,184765.28,13117.26,169145.84,665,,1837.17999999999,
520000,贵州省,2013,195561.87,22866.96,170471.85,197.57,542.7,1482.79,
520000,贵州省,2012,124662.68,21040.74,67346.3,2362.9,1034.0,32878.74,
520000,贵州省,2011,131969.63,7872.87,64249.43,56022.88,89.26,3735.19000000001,129
520000,贵州省,2010,68079.5,19383.2,39460.6,6297.7,2497.0,441.0,97
520000,贵州省,2009,89474.6,6925.8,38746.9,35266.7,212.7,8322.5,197
520000,贵州省,2008,102029.3,28040.7,62115.1,9767.2,34.0,2072.3,256
520000,贵州省,2007,45645.5,14502.5,19881.2,9140.8,160.5,1960.5,190
520000,贵州省,2006,100771.0,23778.5,53678.5,10364.7,238.6,12710.7,700
520000,贵州省,2005,59258.3,22078.7,28693.7,7816,382.5,287.4,360
520000,贵州省,2004,40520.7,7890.2,20880.6,11093.5,222.3,434.1,257
520000,贵州省,2003,,,,,,,
520000,贵州省,2002,,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,119330.966,10568.16,83583.696,1631.6,70.0,23477.51,
530000,云南省,2018,,,,,,,
530000,云南省,2017,59617.204,5583.882,33681.832,1775.29,548.08,18028.12,
530000,云南省,2016,127174.31,16567.18,93983.36,15147.38,755.0,721.39,
530000,云南省,2015,215877.8,39474.3,133477.5,8464,587.0,33875.0,
530000,云南省,2014,244002.83,31217.83,134078.62,33520.76,214.6,44971.02,
530000,云南省,2013,238930.39,35224.08,163633.06,8768.29,3115.43,28189.53,
530000,云南省,2012,197259.31,101066.01,56597.73,5733.26,575.31,33287.0,
530000,云南省,2011,137331.09,40869.6,67798.89,12015.94,1214.9,15431.76,388
530000,云南省,2010,106271.5,24183.6,72910.3,6301.7,239.6,2636.3,334
530000,云南省,2009,94880.1,14807.5,63768.6,13398.9,424.3,2480.80000000001,381
530000,云南省,2008,102677.2,26847.1,46429.2,21630.1,289.3,7481.5,416
530000,云南省,2007,86423.3,21511.4,51766.2,7501.3,283.8,5360.6,425
530000,云南省,2006,94089.2,17961.7,52394.3,9944.2,442.2,13346.8,512
530000,云南省,2005,67508.1,12572.7,38957.7,8260.4,973.0,6744.3,350
530000,云南省,2004,46016.0,9553.6,18631.5,16166.2,404.5,1260.2,402
530000,云南省,2003,,,,,,,
530000,云南省,2002,,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,,,,,,,
540000,西藏自治区,2018,,,,,,,
540000,西藏自治区,2017,694.0,280.0,40.0,,,374.0,
540000,西藏自治区,2016,1116.3,15.0,47.0,,,1054.3,
540000,西藏自治区,2015,2950.0,1231.0,273.0,45,,1401.0,
540000,西藏自治区,2014,10283.0,7723.0,1452.7,260,,847.3,
540000,西藏自治区,2013,9889.0,8450.0,466.0,845,15.0,113.0,
540000,西藏自治区,2012,1775.02,922.0,174.0,615,,64.02,
540000,西藏自治区,2011,1628.12,660.0,580.0,380,,8.11999999999989,4
540000,西藏自治区,2010,,,,,,,
540000,西藏自治区,2009,,,,,,,
540000,西藏自治区,2008,,,,,,,
540000,西藏自治区,2007,222.6,142.6,,,,80.0,3
540000,西藏自治区,2006,128.9,128.9,,,,,1
540000,西藏自治区,2005,,,,,,,
540000,西藏自治区,2004,,,,,,,
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,294609.848,10699.63,114532.845,975.328,252.0,168150.045,
610000,陕西省,2018,,,,,,,
610000,陕西省,2017,172273.828,21936.22,110400.448,1321.5,262.91,38352.75,
610000,陕西省,2016,194913.24,18883.85,157196.23,2302,1036.2,15494.96,
610000,陕西省,2015,279915.0,26874.5,172681.5,1690,750.3,77918.7,
610000,陕西省,2014,334478.43,23731.95,255980.28,2306,498.0,51962.2,
610000,陕西省,2013,417561.77,60626.14,321029.28,2300,850.9,32755.45,
610000,陕西省,2012,271265.9,112221.14,112463.6,11406.38,480.1,34694.68,
610000,陕西省,2011,237247.84,157711.97,60408.93,5582.54,1417.9,12126.5,165
610000,陕西省,2010,336535.0,71478.5,178851.0,1950,1258.5,82997.0,124
610000,陕西省,2009,205999.0,75180.8,106440.0,6675.5,1003.8,16698.9,186
610000,陕西省,2008,106582.2,61363.6,28092.7,2899.2,715.0,13511.7,192
610000,陕西省,2007,97045.3,50087.9,16137.6,8778.9,702.6,21338.3,237
610000,陕西省,2006,73746.5,31470.3,18176.9,3147.5,790.5,20161.3,275
610000,陕西省,2005,126946.3,82866.0,21870.4,1317.3,94.2,20798.4,293
610000,陕西省,2004,54013.6,15606.4,32417.0,1094.5,437.7,4458.0,330
610000,陕西省,2003,,,,,,,
610000,陕西省,2002,,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,48765.35,11934.39,29375.23,280,,7175.73,
620000,甘肃省,2018,,,,,,,
620000,甘肃省,2017,74957.012,4749.325,32296.029,49.91,,37861.748,
620000,甘肃省,2016,109742.14,34162.09,56999.42,10731.53,10.0,7839.1,
620000,甘肃省,2015,40525.6,5703.4,23861.6,40,200.0,10720.6,
620000,甘肃省,2014,176243.77,19548.02,137980.56,230,,18485.19,
620000,甘肃省,2013,182143.83,21782.73,138314.5,400,,21646.6,
620000,甘肃省,2012,210984.45,29509.55,62219.69,53498.6,51.0,65705.61,
620000,甘肃省,2011,105337.51,29084.96,69925.52,388.71,98.32,5840.0,88
620000,甘肃省,2010,146483.2,26166.1,104551.6,5592.9,19.0,10153.6,120
620000,甘肃省,2009,123301.9,56648.5,51172.8,13313.5,511.0,1656.09999999999,154
620000,甘肃省,2008,118435.8,46778.4,61521.8,8044.2,17.0,2074.4,246
620000,甘肃省,2007,149086.7,64990.4,45919.2,8250.3,83.0,29843.8,302
620000,甘肃省,2006,136467.9,20605.1,105493.1,7183.4,123.2,3063.1,302
620000,甘肃省,2005,66609.6,13883.8,49289.6,1404.4,84.0,1947.8,165
620000,甘肃省,2004,59880.9,19309.1,25213.8,2158.8,175.3,13023.9,171
620000,甘肃省,2003,,,,,,,
620000,甘肃省,2002,,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,38902.501,3813.0,15544.291,842,48.0,18655.21,
630000,青海省,2018,,,,,,,
630000,青海省,2017,15284.79,3793.4,5836.6,31.5,,5623.29,
630000,青海省,2016,96248.7,5830.06,85163.89,337.7,,4917.05,
630000,青海省,2015,49342.6,13114.8,24761.8,5050,,6416.0,
630000,青海省,2014,74507.86,11752.33,48768.37,3328.31,,10658.85,
630000,青海省,2013,30456.0,2985.0,27174.0,,,296.999999999998,
630000,青海省,2012,21880.12,3262.62,14129.6,1513.5,,2974.4,
630000,青海省,2011,27858.0,8510.0,10091.0,5705,,3552.0,35
630000,青海省,2010,9747.2,1018.6,8728.6,,,,11
630000,青海省,2009,29438.8,3885.2,25543.6,,10.0,,28
630000,青海省,2008,11165.3,2193.5,7493.4,478.4,1000.0,,33
630000,青海省,2007,7912.6,1056.4,6856.2,,,,21
630000,青海省,2006,7773.2,292.2,7481.0,,,,21
630000,青海省,2005,4670.0,206.0,4073.1,12,,378.9,18
630000,青海省,2004,2611.6,513.0,2092.6,6,,,18
630000,青海省,2003,,,,,,,
630000,青海省,2002,,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,62334.88,5798.0,31774.88,230,,24532.0,
640000,宁夏回族自治区,2018,,,,,,,
640000,宁夏回族自治区,2017,85551.028,12801.05,71114.56,,,1635.418,
640000,宁夏回族自治区,2016,242100.98,36037.18,178048.12,4205.8,69.18,23740.7,
640000,宁夏回族自治区,2015,104318.1,15719.4,83044.9,3433,,2120.8,
640000,宁夏回族自治区,2014,272967.43,30828.73,219776.68,14840,,7522.01999999999,
640000,宁夏回族自治区,2013,165486.38,18947.0,138888.94,5175.74,5.5,2469.20000000001,
640000,宁夏回族自治区,2012,69159.69,14298.26,43542.97,3601,,7717.46,
640000,宁夏回族自治区,2011,38735.36,17416.89,20529.17,166,17.6,605.699999999999,65
640000,宁夏回族自治区,2010,40896.0,23478.0,5618.0,,,11800.0,14
640000,宁夏回族自治区,2009,43471.8,12890.5,30197.8,15,,368.500000000004,84
640000,宁夏回族自治区,2008,90631.0,30530.0,51555.2,483,39.0,8023.8,100
640000,宁夏回族自治区,2007,46272.3,22599.3,19594.8,3610,,468.2,138
640000,宁夏回族自治区,2006,39885.5,19485.4,16292.4,3715,,392.7,101
640000,宁夏回族自治区,2005,17709.8,5327.0,9993.3,889.5,800.0,700.0,69
640000,宁夏回族自治区,2004,53180.9,17794.3,31782.2,2877.4,145.0,582.0,117
640000,宁夏回族自治区,2003,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,149567.398,4374.56,140869.382,85.63,10.326,4227.5,
650000,新疆维吾尔自治区,2018,,,,,,,
650000,新疆维吾尔自治区,2017,134775.062,32744.74,81080.822,123.35,,20826.15,
650000,新疆维吾尔自治区,2016,146370.0,17983.69,78910.46,1305.45,,48170.4,
650000,新疆维吾尔自治区,2015,158262.5,22024.8,133638.7,328,,2271.0,
650000,新疆维吾尔自治区,2014,316542.41,37006.9,278911.33,42.48,38.2,543.499999999993,
650000,新疆维吾尔自治区,2013,220054.18,37086.48,165142.8,8187,38.2,9599.70000000002,
650000,新疆维吾尔自治区,2012,79106.232,37904.8,40483.432,,,718.0,
650000,新疆维吾尔自治区,2011,106276.2,43093.28,62104.92,,75.0,1003.0,64
650000,新疆维吾尔自治区,2010,66812.8,19687.1,46275.7,800,,50.0,48
650000,新疆维吾尔自治区,2009,143497.2,30742.1,109356.0,600,170.0,2629.10000000001,127
650000,新疆维吾尔自治区,2008,88878.3,49240.4,36756.2,1964,270.0,647.7,164
650000,新疆维吾尔自治区,2007,66748.4,33472.7,25342.8,1675.6,219.0,6038.3,123
650000,新疆维吾尔自治区,2006,45228.5,26876.1,12036.3,2582.1,32.0,3702.0,133
650000,新疆维吾尔自治区,2005,44008.2,23549.3,9656.2,371,321.0,10110.7,153
650000,新疆维吾尔自治区,2004,38062.2,12334.1,21553.9,2755.7,91.5,1327.0,110
650000,新疆维吾尔自治区,2003,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
