省份编码,省份,年份,林业用地面积(万公顷),森林面积(万公顷),人工林面积(万公顷),森林覆盖率(%),活立木总蓄积量(亿立方米),森林蓄积量(亿立方米)
460000,海南省,2007,208.73,176.26,125.29,51.98,0.794093,0.727423
460000,海南省,2006,208.73,176.26,125.29,51.98,0.794093,0.727423
460000,海南省,2005,208.73,176.26,125.29,51.98,0.794093,0.727423
460000,海南省,2004,208.73,176.26,125.29,51.98,0.794093,0.727423
460000,海南省,2003,,,,,,
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,421.71,354.97,95.93,43.11,2.441217,2.067818
500000,重庆市,2018,421.71,354.97,95.93,43.11,2.441217,2.067818
500000,重庆市,2017,421.71,354.97,95.93,43.11,2.441217,2.067818
500000,重庆市,2016,421.71,354.97,95.93,43.11,2.441217,2.067818
500000,重庆市,2015,421.71,354.97,95.93,43.11,2.441217,2.067818
500000,重庆市,2014,421.71,354.97,95.93,43.11,2.441217,2.067818
500000,重庆市,2013,406.28,316.44,92.55,38.43,1.743731,1.465176
500000,重庆市,2012,406.28,316.44,92.55,38.43,1.743731,1.465176
500000,重庆市,2011,406.28,316.44,92.55,38.43,1.743731,1.465176
500000,重庆市,2010,406.28,316.44,92.55,38.43,1.743731,1.465176
500000,重庆市,2009,406.28,316.44,92.55,38.43,1.743731,1.465176
500000,重庆市,2008,400.18,286.92,76.2,34.85,1.380363,1.133185
500000,重庆市,2007,400.18,286.92,76.2,34.85,1.380363,1.133185
500000,重庆市,2006,400.18,286.92,76.2,34.85,1.380363,1.133185
500000,重庆市,2005,400.18,286.92,76.2,34.85,1.380363,1.133185
500000,重庆市,2004,400.18,286.92,76.2,34.85,1.380363,1.133185
500000,重庆市,2003,,,,,,
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,2454.52,1839.77,502.22,38.03,19.720177,18.6099
510000,四川省,2018,2454.52,1839.77,502.22,38.03,19.720177,18.6099
510000,四川省,2017,2454.52,1839.77,502.22,38.03,19.720177,18.6099
510000,四川省,2016,2454.52,1839.77,502.22,38.03,19.720177,18.6099
510000,四川省,2015,2454.52,1839.77,502.22,38.03,19.720177,18.6099
510000,四川省,2014,2454.52,1839.77,502.22,38.03,19.720177,18.6099
510000,四川省,2013,2328.26,1703.74,449.26,35.22,17.757604,16.800004
510000,四川省,2012,2328.26,1703.74,449.26,35.22,17.757604,16.800004
510000,四川省,2011,2328.26,1703.74,449.26,35.22,17.757604,16.800004
510000,四川省,2010,2328.26,1703.74,449.26,35.22,17.757604,16.800004
510000,四川省,2009,2328.26,1703.74,449.26,35.22,17.757604,16.800004
510000,四川省,2008,2311.66,1659.52,415.65,34.31,16.875349,15.957237
510000,四川省,2007,2311.66,1659.52,415.65,34.31,16.875349,15.957237
510000,四川省,2006,2311.66,1659.52,415.65,34.31,16.875349,15.957237
510000,四川省,2005,2311.66,1659.52,415.65,34.31,16.875349,15.957237
510000,四川省,2004,2311.66,1659.52,415.65,34.31,16.875349,15.957237
510000,四川省,2003,,,,,,
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,927.96,771.03,315.45,43.77,4.446457,3.91829
520000,贵州省,2018,927.96,771.03,315.45,43.77,4.446457,3.91829
520000,贵州省,2017,927.96,771.03,315.45,43.77,4.446457,3.91829
520000,贵州省,2016,927.96,771.03,315.45,43.77,4.446457,3.91829
520000,贵州省,2015,927.96,771.03,315.45,43.77,4.446457,3.91829
520000,贵州省,2014,927.96,771.03,315.45,43.77,4.446457,3.91829
520000,贵州省,2013,861.22,653.35,237.3,37.09,3.43844,3.007643
520000,贵州省,2012,861.22,653.35,237.3,37.09,3.43844,3.007643
520000,贵州省,2011,861.22,653.35,237.3,37.09,3.43844,3.007643
520000,贵州省,2010,861.22,653.35,237.3,37.09,3.43844,3.007643
520000,贵州省,2009,861.22,653.35,237.3,37.09,3.43844,3.007643
520000,贵州省,2008,841.23,556.92,199.86,31.61,2.791153,2.400796
520000,贵州省,2007,841.23,556.92,199.86,31.61,2.791153,2.400796
520000,贵州省,2006,841.23,556.92,199.86,31.61,2.791153,2.400796
520000,贵州省,2005,841.23,556.92,199.86,31.61,2.791153,2.400796
520000,贵州省,2004,841.23,556.92,199.86,31.61,2.791153,2.400796
520000,贵州省,2003,,,,,,
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,2599.44,2106.16,507.68,55.04,21.324499,19.726584
530000,云南省,2018,2599.44,2106.16,507.68,55.04,21.324499,19.726584
530000,云南省,2017,2599.44,2106.16,507.68,55.04,21.324499,19.726584
530000,云南省,2016,2599.44,2106.16,507.68,55.04,21.324499,19.726584
530000,云南省,2015,2599.44,2106.16,507.68,55.04,21.324499,19.726584
530000,云南省,2014,2599.44,2106.16,507.68,55.04,21.324499,19.726584
530000,云南省,2013,2501.04,1914.19,414.11,50.03,18.751427,16.930919
530000,云南省,2012,2501.04,1914.19,414.11,50.03,18.751427,16.930919
530000,云南省,2011,2501.04,1914.19,414.11,50.03,18.751427,16.930919
530000,云南省,2010,2501.04,1914.19,414.11,50.03,18.751427,16.930919
530000,云南省,2009,2501.04,1914.19,414.11,50.03,18.751427,16.930919
530000,云南省,2008,2476.11,1817.73,326.77,47.5,17.121668,15.538009
530000,云南省,2007,2476.11,1817.73,326.77,47.5,17.121668,15.538009
530000,云南省,2006,2476.11,1817.73,326.77,47.5,17.121668,15.538009
530000,云南省,2005,2476.11,1817.73,326.77,47.5,17.121668,15.538009
530000,云南省,2004,2476.11,1817.73,326.77,47.5,17.121668,15.538009
530000,云南省,2003,,,,,,
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,1798.19,1490.99,7.84,12.14,23.051915,22.825442
540000,西藏自治区,2018,1798.19,1490.99,7.84,12.14,23.051915,22.825442
540000,西藏自治区,2017,1798.19,1490.99,7.84,12.14,23.051915,22.825442
540000,西藏自治区,2016,1798.19,1490.99,7.84,12.14,23.051915,22.825442
540000,西藏自治区,2015,1798.19,1490.99,7.84,12.14,23.051915,22.825442
540000,西藏自治区,2014,1798.19,1490.99,7.84,12.14,23.051915,22.825442
540000,西藏自治区,2013,1783.64,1471.56,4.88,11.98,22.881216,22.620705
540000,西藏自治区,2012,1783.64,1471.56,4.88,11.98,22.881216,22.620705
540000,西藏自治区,2011,1783.64,1471.56,4.88,11.98,22.881216,22.620705
540000,西藏自治区,2010,1783.64,1471.56,4.88,11.98,22.881216,22.620705
540000,西藏自治区,2009,1783.64,1471.56,4.88,11.98,22.881216,22.620705
540000,西藏自治区,2008,1746.63,1462.65,3.36,11.91,22.727136,22.455091
540000,西藏自治区,2007,1746.63,1462.65,3.36,11.91,22.727136,22.455091
540000,西藏自治区,2006,1746.63,1462.65,3.36,11.91,22.727136,22.455091
540000,西藏自治区,2005,1746.63,1462.65,3.36,11.91,22.727136,22.455091
540000,西藏自治区,2004,1746.63,1462.65,3.36,11.91,22.727136,22.455091
540000,西藏自治区,2003,,,,,,
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,1236.79,886.84,310.53,43.06,5.102342,4.78667
610000,陕西省,2018,1236.79,886.84,310.53,43.06,5.102342,4.78667
610000,陕西省,2017,1236.79,886.84,310.53,43.06,5.102342,4.78667
610000,陕西省,2016,1236.79,886.84,310.53,43.06,5.102342,4.78667
610000,陕西省,2015,1236.79,886.84,310.53,43.06,5.102342,4.78667
610000,陕西省,2014,1236.79,886.84,310.53,43.06,5.102342,4.78667
610000,陕西省,2013,1228.47,853.24,236.97,41.42,4.241605,3.959252
610000,陕西省,2012,1228.47,853.24,236.97,41.42,4.241605,3.959252
610000,陕西省,2011,1228.47,853.24,236.97,41.42,4.241605,3.959252
610000,陕西省,2010,1228.47,853.24,236.97,41.42,4.241605,3.959252
610000,陕西省,2009,1228.47,853.24,236.97,41.42,4.241605,3.959252
610000,陕西省,2008,1205.8,767.56,183.27,37.26,3.614416,3.382054
610000,陕西省,2007,1205.8,767.56,183.27,37.26,3.614416,3.382054
610000,陕西省,2006,1205.8,767.56,183.27,37.26,3.614416,3.382054
610000,陕西省,2005,1205.8,767.56,183.27,37.26,3.614416,3.382054
610000,陕西省,2004,1205.8,767.56,183.27,37.26,3.614416,3.382054
610000,陕西省,2003,,,,,,
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,1046.35,509.73,126.56,11.33,2.838688,2.518889
620000,甘肃省,2018,1046.35,509.73,126.56,11.33,2.838688,2.518889
620000,甘肃省,2017,1046.35,509.73,126.56,11.33,2.838688,2.518889
620000,甘肃省,2016,1046.35,509.73,126.56,11.33,2.838688,2.518889
620000,甘肃省,2015,1046.35,509.73,126.56,11.33,2.838688,2.518889
620000,甘肃省,2014,1046.35,509.73,126.56,11.33,2.838688,2.518889
620000,甘肃省,2013,1042.65,507.45,102.97,11.28,2.405488,2.145397
620000,甘肃省,2012,1042.65,507.45,102.97,11.28,2.405488,2.145397
620000,甘肃省,2011,1042.65,507.45,102.97,11.28,2.405488,2.145397
620000,甘肃省,2010,1042.65,507.45,102.97,11.28,2.405488,2.145397
620000,甘肃省,2009,1042.65,507.45,102.97,11.28,2.405488,2.145397
620000,甘肃省,2008,955.44,468.78,80.77,10.42,2.170826,1.936383
620000,甘肃省,2007,955.44,468.78,80.77,10.42,2.170826,1.936383
620000,甘肃省,2006,955.44,468.78,80.77,10.42,2.170826,1.936383
620000,甘肃省,2005,955.44,468.78,80.77,10.42,2.170826,1.936383
620000,甘肃省,2004,955.44,468.78,80.77,10.42,2.170826,1.936383
620000,甘肃省,2003,,,,,,
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,819.16,419.75,19.1,5.82,0.555686,0.486415
630000,青海省,2018,819.16,419.75,19.1,5.82,0.555686,0.486415
630000,青海省,2017,819.16,419.75,19.1,5.82,0.555686,0.486415
630000,青海省,2016,819.16,419.75,19.1,5.82,0.555686,0.486415
630000,青海省,2015,819.16,419.75,19.1,5.82,0.555686,0.486415
630000,青海省,2014,819.16,419.75,19.1,5.82,0.555686,0.486415
630000,青海省,2013,808.04,406.39,7.44,5.63,0.488443,0.433121
630000,青海省,2012,808.04,406.39,7.44,5.63,0.488443,0.433121
630000,青海省,2011,808.04,406.39,7.44,5.63,0.488443,0.433121
630000,青海省,2010,808.04,406.39,7.44,5.63,0.488443,0.433121
630000,青海省,2009,808.04,406.39,7.44,5.63,0.488443,0.433121
630000,青海省,2008,634.0,329.56,4.44,4.57,0.44138,0.391564
630000,青海省,2007,634.0,329.56,4.44,4.57,0.44138,0.391564
630000,青海省,2006,634.0,329.56,4.44,4.57,0.44138,0.391564
630000,青海省,2005,634.0,329.56,4.44,4.57,0.44138,0.391564
630000,青海省,2004,634.0,329.56,4.44,4.57,0.44138,0.391564
630000,青海省,2003,,,,,,
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,179.52,65.6,43.55,12.63,0.111114,0.083518
640000,宁夏回族自治区,2018,179.52,65.6,43.55,12.63,0.111114,0.083518
640000,宁夏回族自治区,2017,179.52,65.6,43.55,12.63,0.111114,0.083518
640000,宁夏回族自治区,2016,179.52,65.6,43.55,12.63,0.111114,0.083518
640000,宁夏回族自治区,2015,179.52,65.6,43.55,12.63,0.111114,0.083518
640000,宁夏回族自治区,2014,179.52,65.6,43.55,12.63,0.111114,0.083518
640000,宁夏回族自治区,2013,180.1,61.8,14.43,11.89,0.087256,0.066033
640000,宁夏回族自治区,2012,180.1,61.8,14.43,11.89,0.087256,0.066033
640000,宁夏回族自治区,2011,180.1,61.8,14.43,11.89,0.087256,0.066033
640000,宁夏回族自治区,2010,180.1,61.8,14.43,11.89,0.087256,0.066033
640000,宁夏回族自治区,2009,180.1,61.8,14.43,11.89,0.087256,0.066033
640000,宁夏回族自治区,2008,179.03,51.1,10.38,9.84,0.062593,0.049214
640000,宁夏回族自治区,2007,179.03,51.1,10.38,9.84,0.062593,0.049214
640000,宁夏回族自治区,2006,179.03,51.1,10.38,9.84,0.062593,0.049214
640000,宁夏回族自治区,2005,179.03,51.1,10.38,9.84,0.062593,0.049214
640000,宁夏回族自治区,2004,179.03,51.1,10.38,9.84,0.062593,0.049214
640000,宁夏回族自治区,2003,,,,,,
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,1371.26,802.23,121.42,4.87,4.649095,3.92215
650000,新疆维吾尔自治区,2018,1371.26,802.23,121.42,4.87,4.649095,3.92215
650000,新疆维吾尔自治区,2017,1371.26,802.23,121.42,4.87,4.649095,3.92215
650000,新疆维吾尔自治区,2016,1371.26,802.23,121.42,4.87,4.649095,3.92215
650000,新疆维吾尔自治区,2015,1371.26,802.23,121.42,4.87,4.649095,3.92215
650000,新疆维吾尔自治区,2014,1371.26,802.23,121.42,4.87,4.649095,3.92215
650000,新疆维吾尔自治区,2013,1099.71,698.25,94.0,4.24,3.867957,3.365409
650000,新疆维吾尔自治区,2012,1099.71,698.25,94.0,4.24,3.867957,3.365409
650000,新疆维吾尔自治区,2011,1099.71,698.25,94.0,4.24,3.867957,3.365409
650000,新疆维吾尔自治区,2010,1099.71,698.25,94.0,4.24,3.867957,3.365409
650000,新疆维吾尔自治区,2009,1099.71,698.25,94.0,4.24,3.867957,3.365409
650000,新疆维吾尔自治区,2008,1066.57,661.65,61.75,4.02,3.39145,3.010054
650000,新疆维吾尔自治区,2007,1066.57,661.65,61.75,4.02,3.39145,3.010054
650000,新疆维吾尔自治区,2006,1066.57,661.65,61.75,4.02,3.39145,3.010054
650000,新疆维吾尔自治区,2005,1066.57,661.65,61.75,4.02,3.39145,3.010054
650000,新疆维吾尔自治区,2004,1066.57,661.65,61.75,4.02,3.39145,3.010054
650000,新疆维吾尔自治区,2003,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
