省份编码,省份,年份,铜矿储量(万吨),铅矿储量(万吨),锌矿储量(万吨),铝土矿储量(万吨),菱镁矿储量(万吨),硫铁矿储量(万吨),磷矿储量(亿吨),高岭土储量(万吨)
510000,四川省,2010,75.61,82.95,222.4,14.4,186.49,42807.04,3.45,71.87
510000,四川省,2009,83.7,78.1,220.0,14.4,186.5,40605.6,3.5,56.1
510000,四川省,2008,83.17,71.97,220.4,,178.69,40485.94,3.25,56.1
510000,四川省,2007,83.13,71.94,220.15,,179.8,40298.57,3.25,56.1
510000,四川省,2006,83.42,56.0,210.04,,179.8,40342.76,3.27,56.1
510000,四川省,2005,85.46,75.63,174.84,,180.3,40136.08,3.24,56.1
510000,四川省,2004,87.0653,78.2196,216.8436,,123.5,39751.665,2.836878,56.1
510000,四川省,2003,85.7,,,,26667.8,39058.6,,
510000,四川省,2002,,,,,,,,
510000,四川省,2001,,,,,,,,
510000,四川省,2000,,,,,,,,
520000,贵州省,2019,,,,,,,,
520000,贵州省,2018,,,,,,,,
520000,贵州省,2017,,,,,,,,
520000,贵州省,2016,0.17,13.45,114.96,14382.18,,6043.09,6.44,15.0
520000,贵州省,2015,0.2,12.4,108.0,13189.9,,5893.6,6.7,15.0
520000,贵州省,2014,0.28,9.53,85.24,13322.27,,5721.9,6.64,15.0
520000,贵州省,2013,0.28,5.73,71.21,13204.97,,5594.47,6.05,16.05
520000,贵州省,2012,0.3,4.43,68.96,12628.85,,5532.66,6.87,16.05
520000,贵州省,2011,0.19,1.23,11.06,20045.31,,5497.32,5.28,16.05
520000,贵州省,2010,0.34,6.32,15.62,20157.04,,5623.9,3.62,11.45
520000,贵州省,2009,0.3,6.0,14.7,20430.6,,5716.2,4.1,10.4
520000,贵州省,2008,0.33,5.98,14.74,20485.8,,5706.4,7.17,10.4
520000,贵州省,2007,0.34,5.98,14.74,21177.32,,5782.42,7.2,10.4
520000,贵州省,2006,0.34,5.93,12.68,20853.0,,5716.4,7.29,10.4
520000,贵州省,2005,0.35,5.93,12.53,21531.4,,5451.7,6.98,10.4
520000,贵州省,2004,0.3629,5.9331,12.5435,21604.6,,5457.6,7.06484,10.4
520000,贵州省,2003,0.4,,,,,5460.3,,
520000,贵州省,2002,,,,,,,,
520000,贵州省,2001,,,,,,,,
520000,贵州省,2000,,,,,,,,
530000,云南省,2019,,,,,,,,
530000,云南省,2018,,,,,,,,
530000,云南省,2017,,,,,,,,
530000,云南省,2016,298.99,240.98,982.69,1397.14,,4878.86,6.27,136.1
530000,云南省,2015,297.0,221.8,928.2,1397.1,,4878.9,6.3,311.1
530000,云南省,2014,295.59,213.43,905.84,1476.94,,4878.86,6.48,311.1
530000,云南省,2013,296.9,210.66,905.28,1485.24,,4878.86,6.49,402.3
530000,云南省,2012,300.76,213.14,889.46,1485.24,,4944.86,6.5,402.3
530000,云南省,2011,277.2,199.25,713.16,1551.84,,4898.29,6.42,402.3
530000,云南省,2010,274.25,191.01,682.05,1551.84,,3099.18,6.66,390.7
530000,云南省,2009,289.4,179.5,820.0,1971.3,,6111.7,8.1,391.7
530000,云南省,2008,244.09,276.33,1406.69,1971.3,,7581.7,7.93,392.9
530000,云南省,2007,252.98,295.75,1439.64,1971.3,,8122.6,7.81,395.2
530000,云南省,2006,262.27,326.84,1476.62,1971.3,,8160.72,8.06,399.1
530000,云南省,2005,258.97,338.61,1495.56,1971.3,,8194.22,8.49,399.1
530000,云南省,2004,262.266,338.25526,1514.36248,649.6,,8212.4,8.971424,400.1
530000,云南省,2003,262.5,,,,,8212.4,,
530000,云南省,2002,,,,,,,,
530000,云南省,2001,,,,,,,,
530000,云南省,2000,,,,,,,,
540000,西藏自治区,2019,,,,,,,,
540000,西藏自治区,2018,,,,,,,,
540000,西藏自治区,2017,,,,,,,,
540000,西藏自治区,2016,272.32,89.51,40.27,,,,,
540000,西藏自治区,2015,274.3,92.5,43.1,,,,,
540000,西藏自治区,2014,274.4,92.93,43.34,,,,,
540000,西藏自治区,2013,274.36,46.91,13.99,,,,,
540000,西藏自治区,2012,274.36,46.92,13.99,,,,,
540000,西藏自治区,2011,233.54,8.58,5.81,,,,,
540000,西藏自治区,2010,199.38,,,,,,,
540000,西藏自治区,2009,199.4,0.0,0.0,,,,,
540000,西藏自治区,2008,220.49,18.47,1.25,,,,,
540000,西藏自治区,2007,220.49,18.47,1.25,,,,,
540000,西藏自治区,2006,220.49,18.47,1.25,,,,,
540000,西藏自治区,2005,220.49,18.47,1.25,,,,0.2,
540000,西藏自治区,2004,220.4896,18.4651,1.2505,,,,0.20531,
540000,西藏自治区,2003,220.5,,,,123.5,,,
540000,西藏自治区,2002,,,,,,,,
540000,西藏自治区,2001,,,,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,,,,,,,,
610000,陕西省,2018,,,,,,,,
610000,陕西省,2017,,,,,,,,
610000,陕西省,2016,19.93,36.94,100.53,0.89,,108.3,0.06,81.1
610000,陕西省,2015,20.0,36.6,97.4,0.9,,108.3,0.1,81.1
610000,陕西省,2014,19.95,29.92,72.19,0.89,,108.3,0.06,81.1
610000,陕西省,2013,19.45,30.65,73.2,0.89,,108.3,0.06,81.1
610000,陕西省,2012,20.02,31.1,75.9,0.89,,108.3,0.05,81.1
610000,陕西省,2011,19.83,27.9,65.29,1.31,,108.3,0.05,81.1
610000,陕西省,2010,16.03,14.82,84.92,725.58,,577.62,0.21,81.1
610000,陕西省,2009,16.0,13.5,64.2,725.9,,577.6,0.2,81.1
610000,陕西省,2008,15.97,13.51,63.35,726.3,,577.62,0.21,81.1
610000,陕西省,2007,16.13,15.14,69.1,726.72,,636.33,0.2,81.1
610000,陕西省,2006,16.22,12.59,57.28,726.72,,640.83,0.2,81.1
610000,陕西省,2005,16.28,12.69,58.07,721.8,,646.08,,81.1
610000,陕西省,2004,16.6493,13.1963,60.7044,721.8,,655.7,,81.1
610000,陕西省,2003,16.6,,,,,663.8,,
610000,陕西省,2002,,,,,,,,
610000,陕西省,2001,,,,,,,,
610000,陕西省,2000,,,,,,,,
620000,甘肃省,2019,,,,,,,,
620000,甘肃省,2018,,,,,,,,
620000,甘肃省,2017,,,,,,,,
620000,甘肃省,2016,132.45,79.63,304.81,,,1.0,,
620000,甘肃省,2015,138.6,82.5,316.7,,,1.0,,
620000,甘肃省,2014,144.62,76.6,312.75,,,1.0,,
620000,甘肃省,2013,152.65,77.55,313.66,,,1.0,,
620000,甘肃省,2012,159.46,79.82,323.95,,,1.0,,
620000,甘肃省,2011,164.64,82.43,332.92,,,1.0,,
620000,甘肃省,2010,171.98,84.15,379.51,,,1.0,,
620000,甘肃省,2009,178.2,103.0,436.1,,,1.0,0.0,0.0
620000,甘肃省,2008,176.93,101.87,452.17,,,1.0,0.0,
620000,甘肃省,2007,194.88,106.17,463.34,,,1.0,,
620000,甘肃省,2006,183.46,108.06,451.45,,,1.0,,
620000,甘肃省,2005,191.22,112.96,455.04,,,4.0,,
620000,甘肃省,2004,198.0116,118.91457,469.8551,,,4.0,,
620000,甘肃省,2003,203.0,,,,,4.0,,
620000,甘肃省,2002,,,,,,,,
620000,甘肃省,2001,,,,,,,,
620000,甘肃省,2000,,,,,,,,
630000,青海省,2019,,,,,,,,
630000,青海省,2018,,,,,,,,
630000,青海省,2017,,,,,,,,
630000,青海省,2016,18.04,43.68,97.79,,49.9,50.08,0.6,
630000,青海省,2015,20.6,48.0,104.5,,49.9,50.1,0.6,
630000,青海省,2014,25.08,51.58,109.74,,49.9,50.08,0.6,
630000,青海省,2013,25.63,55.96,115.51,,49.9,50.08,0.6,
630000,青海省,2012,35.7,73.41,140.94,,49.9,50.07,0.6,
630000,青海省,2011,36.4,79.98,149.97,,49.9,50.2,0.6,
630000,青海省,2010,41.19,79.38,137.76,,49.9,50.2,0.6,
630000,青海省,2009,45.9,86.4,145.7,,49.9,96.8,0.6,0.0
630000,青海省,2008,50.54,92.56,133.12,,49.9,96.8,0.6,
630000,青海省,2007,53.46,96.26,142.63,,49.9,96.8,0.6,
630000,青海省,2006,49.26,107.99,148.2,,49.9,96.8,0.6,
630000,青海省,2005,49.81,93.5,99.7,,49.9,96.8,0.6,
630000,青海省,2004,50.372,102.5329,109.3987,,49.9,96.8,0.60451,
630000,青海省,2003,50.8,,,,,96.8,,
630000,青海省,2002,,,,,,,,
630000,青海省,2001,,,,,,,,
630000,青海省,2000,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,0.01,
640000,宁夏回族自治区,2015,,,,,,,,
640000,宁夏回族自治区,2014,,,,,,,0.01,
640000,宁夏回族自治区,2013,,,,,,,0.01,
640000,宁夏回族自治区,2012,,,,,,,0.01,
640000,宁夏回族自治区,2011,,,,,,,0.01,
640000,宁夏回族自治区,2010,,,,,,,0.01,
640000,宁夏回族自治区,2009,0.0,,,,,0.0,0.0,
640000,宁夏回族自治区,2008,,,,,,,0.01,
640000,宁夏回族自治区,2007,,,,,,,0.01,
640000,宁夏回族自治区,2006,,,,,,,0.01,
640000,宁夏回族自治区,2005,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,0.01483,
640000,宁夏回族自治区,2003,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,,,
650000,新疆维吾尔自治区,2016,224.76,102.62,196.35,,,3774.87,,7.84
650000,新疆维吾尔自治区,2015,226.7,102.6,188.3,,,3774.9,,7.8
650000,新疆维吾尔自治区,2014,210.87,87.37,177.88,,,59.36,,7.84
650000,新疆维吾尔自治区,2013,168.2,81.01,167.98,,,59.36,,9.93
650000,新疆维吾尔自治区,2012,82.06,78.86,118.12,,,17.44,,12.16
650000,新疆维吾尔自治区,2011,80.46,48.85,90.81,,,17.36,,
650000,新疆维吾尔自治区,2010,71.67,35.01,90.53,,,17.36,,
650000,新疆维吾尔自治区,2009,71.6,32.1,86.8,,,17.4,0.0,
650000,新疆维吾尔自治区,2008,74.1,32.13,88.49,,,17.36,0.0,
650000,新疆维吾尔自治区,2007,73.77,4.37,37.76,,,7.9,,
650000,新疆维吾尔自治区,2006,73.48,5.91,42.45,,,7.9,,
650000,新疆维吾尔自治区,2005,80.3,19.0,54.44,,,7.9,,
650000,新疆维吾尔自治区,2004,82.79315,19.250532,55.547,,,7.9,0.004469,
650000,新疆维吾尔自治区,2003,82.8,,,,49.9,7.9,,
650000,新疆维吾尔自治区,2002,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,
