省份编码,省份,年份,草原总面积(千公顷),可利用草原面积(千公顷),累计种草保留面积(千公顷),当年新增种草面积(千公顷),草原鼠害危害面积(千公顷),草原鼠害治理面积(千公顷),草原虫害危害面积(千公顷),草原虫害治理面积(千公顷),草原火灾受害面积(千公顷)
530000,云南省,2010,15308.433,11925.587,657.9,212.846666666667,,,,,
530000,云南省,2009,,,,,,,,,
530000,云南省,2008,,,,,,,,,
530000,云南省,2007,,,,,,,,,
530000,云南省,2006,,,,,,,,,
530000,云南省,2005,,,,,,,,,
530000,云南省,2004,,,,,,,,,
530000,云南省,2003,,,,,,,,,
530000,云南省,2002,,,,,,,,,
530000,云南省,2001,,,,,,,,,
530000,云南省,2000,,,,,,,,,
540000,西藏自治区,2019,,,,,,,,,
540000,西藏自治区,2018,,,,,,,,,
540000,西藏自治区,2017,82051.942,,216.239333333333,28.0173333333333,3000.0,2006.0,187.333333333333,66.6666666666667,
540000,西藏自治区,2016,,,,,,,,,
540000,西藏自治区,2015,82052.0,,329.932666666667,46.1193333333334,3000.0,1210.66666666667,258.176,48.994,
540000,西藏自治区,2014,82051.942,,1025.0,268.0,2840.0,153.333333333333,81.3333333333333,60.2,
540000,西藏自治区,2013,82051.942,70846.781,2828.53333333333,537.27,7410.0,157.333333333333,9.33333333333333,5.33333333333333,0.15
540000,西藏自治区,2012,82051.942,70846.781,175.094666666667,79.9506,5933.33333333333,228.0,31.4,14.0,
540000,西藏自治区,2011,82051.942,70846.781,113.242666666667,49.2710666666667,6877.33333333333,960.0,36.4,13.3333333333333,
540000,西藏自治区,2010,82051.942,70846.781,1176.10266666667,220.037733333333,5933.33333333333,360.666666666667,196.827333333333,52.0,
540000,西藏自治区,2009,,,,,,,,,
540000,西藏自治区,2008,,,,,,,,,
540000,西藏自治区,2007,,,,,,,,,
540000,西藏自治区,2006,,,,,,,,,
540000,西藏自治区,2005,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,
610000,陕西省,2019,,,,,,,,,
610000,陕西省,2018,,,,,,,,,
610000,陕西省,2017,5206.183,,891.55,135.156666666667,473.333333333333,138.0,147.333333333333,38.6666666666667,
610000,陕西省,2016,,,,,,,,,
610000,陕西省,2015,5206.0,,905.473333333333,128.853333333333,553.466666666667,235.466666666667,150.006666666667,23.9466666666667,
610000,陕西省,2014,5206.183,,997.886666666667,154.766666666667,700.0,265.4,246.684666666667,63.1513333333333,
610000,陕西省,2013,5206.183,4349.218,1560.86,826.393333333333,648.0,208.466666666667,352.666666666667,63.3333333333333,0.184
610000,陕西省,2012,5206.183,4349.218,822.666666666667,145.8,630.666666666667,191.333333333333,374.0,68.0,
610000,陕西省,2011,5206.183,4349.218,853.333333333333,93.5333333333333,732.666666666667,204.666666666667,351.333333333333,58.3333333333333,
610000,陕西省,2010,5206.183,4349.218,856.0,91.8,1200.0,186.666666666667,400.666666666667,63.3333333333333,
610000,陕西省,2009,,,,,,,,,
610000,陕西省,2008,,,,,,,,,
610000,陕西省,2007,,,,,,,,,
610000,陕西省,2006,,,,,,,,,
610000,陕西省,2005,,,,,,,,,
610000,陕西省,2004,,,,,,,,,
610000,陕西省,2003,,,,,,,,,
610000,陕西省,2002,,,,,,,,,
610000,陕西省,2001,,,,,,,,,
610000,陕西省,2000,,,,,,,,,
620000,甘肃省,2019,,,,,,,,,
620000,甘肃省,2018,,,,,,,,,
620000,甘肃省,2017,17904.206,,2559.64066666667,705.903333333333,3440.66666666667,551.333333333333,1226.0,300.0,0.0587
620000,甘肃省,2016,,,,,,,,,
620000,甘肃省,2015,17904.0,,3099.86666666667,736.4,3496.66666666667,226.666666666667,1205.33333333333,316.666666666667,
620000,甘肃省,2014,17904.206,,3092.26666666667,716.033333333333,4053.33333333333,406.666666666667,1277.33333333333,306.666666666667,0.0882
620000,甘肃省,2013,17904.206,16071.608,732.933333333333,281.873333333333,4596.66666666667,884.666666666667,1390.66666666667,302.666666666667,1.6904
620000,甘肃省,2012,17904.206,16071.608,2707.2,530.326666666667,4873.33333333333,494.0,1335.86666666667,322.666666666667,
620000,甘肃省,2011,17904.206,16071.608,2644.16066666667,624.273333333333,4985.33333333333,458.0,1466.13333333333,316.933333333333,0.2404
620000,甘肃省,2010,17904.206,16071.608,3409.42,583.24,5272.66666666667,492.2,1342.86666666667,305.2,0.33279
620000,甘肃省,2009,,,,,,,,,
620000,甘肃省,2008,,,,,,,,,
620000,甘肃省,2007,,,,,,,,,
620000,甘肃省,2006,,,,,,,,,
620000,甘肃省,2005,,,,,,,,,
620000,甘肃省,2004,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,
630000,青海省,2019,,,,,,,,,
630000,青海省,2018,,,,,,,,,
630000,青海省,2017,36369.746,,1425.64,303.946666666667,8226.0,856.666666666667,1092.0,203.333333333333,0.4236
630000,青海省,2016,,,,,,,,,
630000,青海省,2015,36370.0,,1481.00666666667,450.066666666667,7760.41333333333,643.333333333333,1481.0,753.985333333333,0.5911
630000,青海省,2014,36369.746,,1564.46666666667,326.666666666667,7547.33333333333,436.666666666667,1189.16666666667,551.887333333333,0.4814
630000,青海省,2013,36369.746,31530.67,1712.87613333333,731.0208,8718.66666666667,1129.33333333333,1654.66666666667,443.333333333333,
630000,青海省,2012,36369.746,31530.67,1011.86333333333,359.926666666667,8628.24666666667,1162.0,1996.13333333333,316.666666666667,0.4831
630000,青海省,2011,36369.746,31530.67,845.314,498.726666666667,8333.33333333333,828.0,1664.46666666667,371.333333333333,1.1677
630000,青海省,2010,36369.746,31530.67,799.28,580.213333333333,8072.0,802.126666666667,1802.3,312.0,1.01771
630000,青海省,2009,,,,,,,,,
630000,青海省,2008,,,,,,,,,
630000,青海省,2007,,,,,,,,,
630000,青海省,2006,,,,,,,,,
630000,青海省,2005,,,,,,,,,
630000,青海省,2004,,,,,,,,,
630000,青海省,2003,,,,,,,,,
630000,青海省,2002,,,,,,,,,
630000,青海省,2001,,,,,,,,,
630000,青海省,2000,,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,,
640000,宁夏回族自治区,2017,3014.067,,718.198,146.351333333333,276.666666666667,173.333333333333,340.0,146.666666666667,
640000,宁夏回族自治区,2016,,,,,,,,,
640000,宁夏回族自治区,2015,3014.0,,819.086666666667,176.293333333333,202.0,609.133333333333,308.666666666667,164.76,
640000,宁夏回族自治区,2014,3014.067,,778.418,172.731333333333,215.066666666667,593.866666666667,351.3,102.906666666667,0.09
640000,宁夏回族自治区,2013,3014.067,2625.556,233.558666666667,49.6926666666667,335.333333333333,589.066666666667,446.0,118.0,0.8321
640000,宁夏回族自治区,2012,3014.067,2625.556,696.326666666667,237.413333333333,364.0,550.0,651.066666666667,100.0,
640000,宁夏回族自治区,2011,3014.067,2625.556,663.673333333333,249.563333333333,578.666666666667,92.0,712.333333333333,105.2,
640000,宁夏回族自治区,2010,3014.067,2625.556,831.64,236.586666666667,621.333333333333,44.6666666666667,616.62,101.066666666667,
640000,宁夏回族自治区,2009,,,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,,
650000,新疆维吾尔自治区,2017,57258.8,,1845.52466666667,595.83,5052.66666666667,1455.33333333333,3017.33333333333,1114.0,0.002
650000,新疆维吾尔自治区,2016,,,,,,,,,
650000,新疆维吾尔自治区,2015,57258.6666666667,,1966.66333333333,741.864666666667,5041.4,1396.26666666667,2454.48,1129.48,
650000,新疆维吾尔自治区,2014,57258.8,,2170.322,874.15,5103.3,1586.06666666667,2531.01333333333,1121.564,0.05
650000,新疆维吾尔自治区,2013,57258.8,48006.8,1767.55066666667,586.912666666667,5122.0,1429.93333333333,2548.0,1077.33333333333,0.526
650000,新疆维吾尔自治区,2012,54504.2,45902.2,1550.078,550.305333333333,5167.33333333333,1235.33333333333,2064.53333333333,966.0,0.7117
650000,新疆维吾尔自治区,2011,54504.2,45902.2,1394.448,397.543333333333,5491.33333333333,1585.33333333333,2669.33333333333,1026.66666666667,0.1632
650000,新疆维吾尔自治区,2010,54504.2,45902.2,1527.588,391.043333333333,5483.33333333333,1252.32,2363.46666666667,1018.0,0.054
650000,新疆维吾尔自治区,2009,,,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,
