省份编码,省份,年份,造林总面积(千公顷),当年人工造林面积(千公顷),当年飞机播种面积(千公顷),封山育林(千公顷),用材林当年造林面积(千公顷),经济林当年造林面积(千公顷),防护林当年造林面积(千公顷),薪炭林当年造林面积(千公顷),特种用林当年造林面积(千公顷)
460000,海南省,2012,17.734,17.734,,,2.52,11.052,3.113,,1.049
460000,海南省,2011,10.914,10.914,,,0.458,1.133,8.715,,0.608
460000,海南省,2010,14.166,14.166,,,0.6,2.085,11.256,0.04,0.185
460000,海南省,2009,19.4,19.4,,,1.2,1.7,16.4,,
460000,海南省,2008,17.3,17.3,,,6.4,5.2,5.6,,0.1
460000,海南省,2007,13.3,13.3,,,7,2.7,3.6,0.033,0.002
460000,海南省,2006,23.617,23.6,,,15.6,1.3,6.531,,0.2
460000,海南省,2005,32.4,32.4,,,23.1,3.2,5.8,0.2,0.045
460000,海南省,2004,35.393,35.393,,,6.497,5.977,22.53,0.296,0.093
460000,海南省,2003,,,,,,,,,
460000,海南省,2002,,,,,,,,,
460000,海南省,2001,,,,,,,,,
460000,海南省,2000,,,,,,,,,
500000,重庆市,2019,275.195,146.539,,53.256,,,,,
500000,重庆市,2018,270.003,110.058,,62.225,,,,,
500000,重庆市,2017,228.052,100.792,,63.263,,,,,
500000,重庆市,2016,226.333,100.6,,62.4,,,,,
500000,重庆市,2015,246.695,150.853,,88.921,,,,,
500000,重庆市,2014,191.001,138.82,,52.181,45.535,52.923,82.823,9.7,0.02
500000,重庆市,2013,227.883,152.832,,75.051,60.683,28.605,133.465,3.447,1.683
500000,重庆市,2012,206.215,135.414,10,60.801,43.561,32.934,124.768,3.338,1.614
500000,重庆市,2011,244.644,139.288,,105.356,53.047,22.834,164.516,3.655,0.592
500000,重庆市,2010,255.235,173.188,,82.047,71.723,27.09,153.755,1.973,0.694
500000,重庆市,2009,95.7,32.4,,63.376,16.1,8.2,69.6,1.8,
500000,重庆市,2008,106.6,5.3,,101.242,12.3,1.8,92.5,,
500000,重庆市,2007,96.7,60.0,,36.65,30.7,4.2,61.8,,
500000,重庆市,2006,21.869,21.9,,,3.9,2.7,15.236,0.071779312,
500000,重庆市,2005,109.3,109.3,,,21.5,11.9,74.7,1.1,
500000,重庆市,2004,107.168,107.168,,,11.486,6.579,88.59,0.513,
500000,重庆市,2003,,,,,,,,,
500000,重庆市,2002,,,,,,,,,
500000,重庆市,2001,,,,,,,,,
500000,重庆市,2000,,,,,,,,,
510000,四川省,2019,400.37,136.609,0.079,126.563,,,,,
510000,四川省,2018,436.816,257.961,,70.746,,,,,
510000,四川省,2017,658.37,483.9,,61.548,,,,,
510000,四川省,2016,568.532,425.55,1.6,31.519,,,,,
510000,四川省,2015,408.942,264.567,,59.496,,,,,
510000,四川省,2014,98.226,67.812,,30.414,20.366,30.324,47.128,,0.408
510000,四川省,2013,126.191,67.992,,58.199,31.306,23.961,70.791,,0.133
510000,四川省,2012,112.159,58.828,,53.331,26.829,18.94,66.39,0.0,0.0
510000,四川省,2011,251.926,131.636,,120.29,84.882,50.926,109.431,0.667,6.02
510000,四川省,2010,382.225,206.421,,175.804,66.328,29.189,286.636,,0.072
510000,四川省,2009,487.8,204.8,,283.029,62.7,28.9,395.7,0.3,0.2
510000,四川省,2008,574.6,247.6,,327.001,68.4,40.3,465.0,0.2,0.8
510000,四川省,2007,332.3,147.7,,184.62,29,29.5,272.3,0.4,1.1
510000,四川省,2006,104.909,104.9,,,17.1,11.2,76.565,0.611752856,0.033
510000,四川省,2005,241.9,179.1,62.7,,31.9,18.8,188.8,0.8,1.6
510000,四川省,2004,370.13,226.615,143.515,,21.972,19.068,327.294,1.0,0.796
510000,四川省,2003,,,,,,,,,
510000,四川省,2002,,,,,,,,,
510000,四川省,2001,,,,,,,,,
510000,四川省,2000,,,,,,,,,
520000,贵州省,2019,346.974,142.472,,101.592,,,,,
520000,贵州省,2018,346.676,205.917,,84.347,,,,,
520000,贵州省,2017,678.3,584.549,,82.151,,,,,
520000,贵州省,2016,478.701,228.138,,250.563,,,,,
520000,贵州省,2015,483.246,329.509,,153.737,,,,,
520000,贵州省,2014,320.0,233.361,,86.639,96,140.8,73.967,6.833,2.4
520000,贵州省,2013,340.0,256.253,,83.747,100,144.727,90.0,4.333,0.94
520000,贵州省,2012,147.704,70.4,,77.304,22.529,48.989,70.352,4.911,0.923
520000,贵州省,2011,202.409,98.724,,103.685,30.013,67.872,101.038,2.365,1.121
520000,贵州省,2010,206.603,72.714,,133.889,9.541,35.676,159.885,1.034,0.467
520000,贵州省,2009,236.1,90.5,,145.626,9.6,19.4,205.2,0.7,1.1
520000,贵州省,2008,177.9,60.6,,117.255,9.8,10.2,156.1,0.2,1.6
520000,贵州省,2007,167.4,81.7,,85.712,21,9.0,135.8,0.4,1.3
520000,贵州省,2006,78.052,78.1,,,6.2,3.8,67.901,0.327120968,0.1
520000,贵州省,2005,135.6,132.2,3.4,,8,4.2,123.4,,0.031
520000,贵州省,2004,177.109,170.153,6.956,,11.289,4.829,160.969,,0.022
520000,贵州省,2003,,,,,,,,,
520000,贵州省,2002,,,,,,,,,
520000,贵州省,2001,,,,,,,,,
520000,贵州省,2000,,,,,,,,,
530000,云南省,2019,353.812,261.244,,53.859,,,,,
530000,云南省,2018,374.796,261.079,,67.692,,,,,
530000,云南省,2017,387.158,277.716,,72.461,,,,,
530000,云南省,2016,496.451,308.415,,97.272,,,,,
530000,云南省,2015,582.529,350.51,,151.574,,,,,
530000,云南省,2014,400.355,334.593,,65.762,72.512,216.588,108.257,0.365,2.633
530000,云南省,2013,524.334,467.658,,56.676,61.336,352.109,110.01,0.879,
530000,云南省,2012,544.466,495.424,,49.042,53.697,404.887,84.407,1.195,0.28
530000,云南省,2011,619.961,551.252,,68.709,67.076,433.746,109.746,9.293,0.1
530000,云南省,2010,661.5,596.879,,64.621,71.629,482.862,104.722,1.125,1.162
530000,云南省,2009,713.5,606.0,,107.485,88,481.5,142.1,0.6,1.3
530000,云南省,2008,566.1,507.7,,58.402,41.6,408.1,115.5,0.1,0.9
530000,云南省,2007,319.2,264.2,,55.031,38,181.0,98.0,,2.2
530000,云南省,2006,157.994,136.2,21.8,,30.2,91.8,35.711,0.027,0.3
530000,云南省,2005,207.9,163.6,44.3,,34.8,39.3,132.5,1.3,
530000,云南省,2004,228.184,174.265,53.919,,31.016,31.003,149.571,16.172,0.422
530000,云南省,2003,,,,,,,,,
530000,云南省,2002,,,,,,,,,
530000,云南省,2001,,,,,,,,,
530000,云南省,2000,,,,,,,,,
540000,西藏自治区,2019,87.124,36.026,,51.098,,,,,
540000,西藏自治区,2018,75.039,39.883,,35.156,,,,,
540000,西藏自治区,2017,82.667,37.48,,45.187,,,,,
540000,西藏自治区,2016,55.277,42.864,,12.413,,,,,
540000,西藏自治区,2015,82.786,29.436,,53.35,,,,,
540000,西藏自治区,2014,82.668,32.14,,50.528,,17.012,65.656,,
540000,西藏自治区,2013,69.629,30.54,,39.089,,1.426,68.203,,
540000,西藏自治区,2012,72.432,38.395,,34.037,3.042,2.823,65.092,1.475,
540000,西藏自治区,2011,46.705,34.306,,12.399,27.847,2.115,8.789,7.954,
540000,西藏自治区,2010,62.299,42.01,,20.289,1.667,0.585,60.047,,
540000,西藏自治区,2009,70.3,51.8,,18.504,,4.8,65.5,,
540000,西藏自治区,2008,31.3,30.3,,1.047,4.4,1.1,25.9,,
540000,西藏自治区,2007,31.0,20.3,,10.652,4.4,0.7,25.9,,
540000,西藏自治区,2006,21.916,21.9,,,0.3,0.3,21.271,0.12,
540000,西藏自治区,2005,13.5,13.5,,,0.3,1.7,10.4,1.1,
540000,西藏自治区,2004,24.803,24.803,,,,,24.803,,
540000,西藏自治区,2003,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,
610000,陕西省,2019,333.451,151.419,45,79.427,,,,,
610000,陕西省,2018,348.094,160.912,27.004,75.22,,,,,
610000,陕西省,2017,334.786,163.099,34.002,58.403,,,,,
610000,陕西省,2016,297.642,184.108,33.602,63.865,,,,,
610000,陕西省,2015,379.086,222.564,34.67,69.799,,,,,
610000,陕西省,2014,335.362,251.125,32,52.237,10.739,70.697,253.793,0.133,
610000,陕西省,2013,343.981,215.732,54.001,74.248,8.371,73.744,261.866,,
610000,陕西省,2012,320.287,215.684,39.003,65.6,4.856,80.827,234.604,,
610000,陕西省,2011,325.752,200.151,40,85.601,4.051,84.57,237.131,,
610000,陕西省,2010,364.312,199.534,40,124.778,3.886,59.41,300.883,0.133,
610000,陕西省,2009,449.5,206.0,86.7,156.771,7.1,44.0,395.4,2.9,
610000,陕西省,2008,275.2,146.3,40,88.952,6.9,13.5,254.8,,
610000,陕西省,2007,245.8,148.6,40,57.123,7.9,11.1,223.0,3.8,
610000,陕西省,2006,196.19,129.5,66.7,,3.5,6.7,182.912,3.061,
610000,陕西省,2005,198.9,89.4,109.5,,8.9,1.8,187.0,1.1,
610000,陕西省,2004,564.862,460.998,103.864,,32.991,18.024,505.436,8.411,
610000,陕西省,2003,,,,,,,,,
610000,陕西省,2002,,,,,,,,,
610000,陕西省,2001,,,,,,,,,
610000,陕西省,2000,,,,,,,,,
620000,甘肃省,2019,369.085,259.997,,85.209,,,,,
620000,甘肃省,2018,392.765,296.021,0.667,85.41,,,,,
620000,甘肃省,2017,325.431,280.346,,35.419,,,,,
620000,甘肃省,2016,325.58,260.144,,57.438,,,,,
620000,甘肃省,2015,319.364,254.308,,62.283,,,,,
620000,甘肃省,2014,214.025,152.502,,61.523,0.133,20.451,184.76,0.381,8.3
620000,甘肃省,2013,174.47,108.377,,66.093,,12.514,156.923,,5.033
620000,甘肃省,2012,177.33,110.789,,66.541,,28.233,141.076,1.2,6.821
620000,甘肃省,2011,189.807,106.043,,83.764,,15.718,167.756,,6.333
620000,甘肃省,2010,232.761,148.567,,84.194,,32.223,194.671,,5.867
620000,甘肃省,2009,212.4,111.9,,100.522,,1.7,197.4,,13.3
620000,甘肃省,2008,168.0,83.8,,84.166,0.5,2.8,156.5,,8.2
620000,甘肃省,2007,153.6,112.9,,40.706,3.8,2.6,144.9,,2.3
620000,甘肃省,2006,145.914,145.9,,,1,61.9,82.97,0.102743196,
620000,甘肃省,2005,247.6,234.3,13.3,,1.4,6.6,239.6,,
620000,甘肃省,2004,367.916,350.764,17.152,,0.867,7.746,358.955,0.348,
620000,甘肃省,2003,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,
630000,青海省,2019,220.576,128.735,,67.679,,,,,
630000,青海省,2018,205.904,70.031,,135.873,,,,,
630000,青海省,2017,198.809,56.631,,138.844,,,,,
630000,青海省,2016,178.414,16.051,,159.734,,,,,
630000,青海省,2015,112.668,53.042,,59.626,,,,,
630000,青海省,2014,132.044,28.444,,103.6,,0.979,131.065,,
630000,青海省,2013,152.755,44.397,,108.358,,6.868,145.887,,
630000,青海省,2012,135.644,33.387,,102.257,,1.567,125.477,8.6,
630000,青海省,2011,177.492,49.731,,127.761,,,177.492,,
630000,青海省,2010,117.804,33.72,,84.084,,,117.804,,
630000,青海省,2009,140.7,32.5,,108.209,,,140.7,,
630000,青海省,2008,53.6,32.0,,21.638,,,53.6,,
630000,青海省,2007,45.2,30.0,,15.141,,,45.2,,
630000,青海省,2006,5.385,5.4,,,,,5.385,0.0430972,
630000,青海省,2005,46.7,46.7,,,,,46.4,0.3,
630000,青海省,2004,52.456,52.456,,,,,51.818,0.638,
630000,青海省,2003,,,,,,,,,
630000,青海省,2002,,,,,,,,,
630000,青海省,2001,,,,,,,,,
630000,青海省,2000,,,,,,,,,
640000,宁夏回族自治区,2019,92.254,63.057,,12.401,,,,,
640000,宁夏回族自治区,2018,100.055,44.828,,14.939,,,,,
640000,宁夏回族自治区,2017,78.238,45.531,,19.062,,,,,
640000,宁夏回族自治区,2016,91.531,58.96,,22.938,,,,,
640000,宁夏回族自治区,2015,81.313,37.895,,36.743,,,,,
640000,宁夏回族自治区,2014,84.191,49.723,,34.468,,4.232,79.959,,
640000,宁夏回族自治区,2013,101.145,60.695,,40.45,,10.118,91.027,,
640000,宁夏回族自治区,2012,94.814,53.43,,41.384,0,9.006,85.808,,
640000,宁夏回族自治区,2011,90.478,59.81,,30.668,1.63,21.472,67.376,,
640000,宁夏回族自治区,2010,94.932,71.001,,23.931,1.608,25.153,68.121,,0.05
640000,宁夏回族自治区,2009,89.5,66.0,,23.522,1.1,25.5,62.9,,
640000,宁夏回族自治区,2008,103.4,89.7,,13.674,,31.3,72.1,,
640000,宁夏回族自治区,2007,73.6,54.9,,18.707,,19.1,54.5,,
640000,宁夏回族自治区,2006,55.4402,54.8,0.6,,,5.1,50.3628,0.05781550192,
640000,宁夏回族自治区,2005,112.9,108.6,4.3,,,8.4,103.1,1.4,
640000,宁夏回族自治区,2004,162.594,156.872,5.722,,,3.136,158.791,0.667,
640000,宁夏回族自治区,2003,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,
650000,新疆维吾尔自治区,2019,229.331,131.704,0.267,79.394,,,,,
650000,新疆维吾尔自治区,2018,243.788,134.881,5.009,89.678,,,,,
650000,新疆维吾尔自治区,2017,282.384,165.737,4.933,92.195,,,,,
650000,新疆维吾尔自治区,2016,263.903,118.105,6.264,126.647,,,,,
650000,新疆维吾尔自治区,2015,279.615,149.553,0.999,87.233,,,,,
650000,新疆维吾尔自治区,2014,151.336,112.763,1.954,36.619,3.633,40.344,106.803,0.511,0.045
650000,新疆维吾尔自治区,2013,164.45,115.752,,48.698,4.275,47.011,110.193,2.948,0.023
650000,新疆维吾尔自治区,2012,210.244,133.877,,76.367,4.369,56.225,146.158,3.309,0.183
650000,新疆维吾尔自治区,2011,216.907,160.571,,56.336,0.824,100.933,112.327,2.356,0.467
650000,新疆维吾尔自治区,2010,251.601,203.603,,47.998,1.996,138.248,108.797,2.298,0.262
650000,新疆维吾尔自治区,2009,343.6,303.3,,40.27,9.4,176.7,156.5,1.0,
650000,新疆维吾尔自治区,2008,270.7,239.5,,31.188,12.1,145.1,113.2,0.3,
650000,新疆维吾尔自治区,2007,171.3,141.1,,30.186,3,79.6,88.0,0.6,0.1
650000,新疆维吾尔自治区,2006,113.808,113.8,,,2,44.8,66.409,0.588,0.013
650000,新疆维吾尔自治区,2005,163.1,156.4,6.7,,3.2,51.7,107.4,0.7,0.1
650000,新疆维吾尔自治区,2004,206.0014,206.0014,,,3.897,81.8333,117.6211,2.638,0.012
650000,新疆维吾尔自治区,2003,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,
