省份编码,省份,年份,供水总量(亿立方米),地表水供水总量(亿立方米),地下水供水总量(亿立方米),其他供水总量(亿立方米),用水总量(亿立方米),农业用水总量(亿立方米),工业用水总量(亿立方米),生活用水总量(亿立方米),生态用水总量(亿立方米),人均用水量(立方米/人)
360000,江西省,2006,205.6755,197.188,8.4875,0.0,205.67545,132.92085,50.57,20.8546,1.33,475.550173410405
360000,江西省,2005,208.05,200.09,7.96,,208.05,134.6,51.21,20.95,1.29,484.0
360000,江西省,2004,203.52,195.65,7.87,,203.52,128.54,52.16,21.68,1.14,475.07
360000,江西省,2003,,,,,,,,,,
360000,江西省,2002,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,
370000,山东省,2019,225.3,137.0,78.7,9.5,225.3,138.2,31.9,37.3,17.9,223.989660486156
370000,山东省,2018,212.7,125.7,78.3,8.7,212.7,133.5,32.5,36.0,10.6,212.13963315901
370000,山东省,2017,209.5,121.1,79.7,8.7,209.5,134.0,28.8,34.6,12,209.999062772679
370000,山东省,2016,213.991763034198,123.258257,82.341906034198,8.3916,214.0,141.5,30.6,34.2,7.6,216.227139537234
370000,山东省,2015,212.8,122.0,83.1,7.7,212.8,143.3,29.6,33.0,6.9,216.738242230448
370000,山东省,2014,214.520016601859,121.25766144815,85.9871051537094,7.27525,214.520013,146.720995,28.639017,33.383041,5.77696,219.772577604754
370000,山东省,2013,217.938,124.941,86.856,6.141,217.9459,149.7201,28.8592,33.307,6.0596,224.478562898181
370000,山东省,2012,221.79112,126.1211,89.25263,6.41449,221.792955,154.226247,28.101837,32.809239,6.655632,229.575923158974
370000,山东省,2011,224.05,127.35,89.34,7.37,224.04,148.92,29.75,38.22,7.15,233.1
370000,山东省,2010,222.4683137407,127.1496192625,91.3134944782,4.0052,222.468267073439,154.761393268189,26.8394919757,36.22783182955,4.63955,233.462432064418
370000,山东省,2009,219.99294,119.618417,97.043493,3.33103,219.992989,156.402061,24.697425,34.949609,3.934561,232.9570487637
370000,山东省,2008,219.89,115.66,101.23,3.0,219.89,157.61,24.69,33.86,3.73,234.124787052811
370000,山东省,2007,219.546747,115.586379,101.984501,1.97587,219.546947,159.71225,24.121782,32.511678,3.200531,235.11131612765
370000,山东省,2006,225.8226,119.75,104.2026,1.87,225.8222,169.4025,22.5418,31.2669,2.611,243.382227730775
370000,山东省,2005,211.03,106.7,102.67,1.66,211.03,156.32,21.76,30.58,2.37,228.882863340564
370000,山东省,2004,214.88,106.28,107.4,1.2,214.88,154.29,28.39,30.52,1.68,234.07
370000,山东省,2003,,,,,,,,,,
370000,山东省,2002,,,,,,,,,,
370000,山东省,2001,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,
410000,河南省,2019,237.8,117.4,112.5,7.9,237.8,121.8,45.2,41.6,29.2,247.129124447909
410000,河南省,2018,234.6,112.4,116.0,6.2,234.6,119.9,50.4,40.7,23.6,244.832403036298
410000,河南省,2017,233.8,113.1,115.5,5.1,233.8,122.8,51.0,40.2,19.8,244.932166989681
410000,河南省,2016,227.643036092423,105.007706216551,119.816812407049,2.81851746882408,227.6,125.6,50.3,38.7,13,239.427729854829
410000,河南省,2015,222.8,100.6,120.7,1.6,222.8,125.9,52.5,35.4,9.1,235.567773313597
410000,河南省,2014,209.291,88.617,119.384,1.29,209.283,117.612,52.598,33.415,5.658,222.062708897024
410000,河南省,2013,240.568102500763,101.047676091771,138.780526408992,0.7399,240.568047311611,141.652915094282,59.4483748411806,33.4039881548757,6.062769221273,255.665069675978
410000,河南省,2012,238.605269466059,100.468656055273,137.220107319416,0.916506091370559,238.605359931643,135.453014979771,60.5124540974468,32.0163308544252,10.62356,253.916526478284
410000,河南省,2011,229.05,96.87,131.31,0.88,229.05,124.6,56.82,37.41,10.25,243.8
410000,河南省,2010,224.606683899133,88.6043331899241,135.136350709209,0.866,224.606560229309,125.588690367526,55.5690278400813,36.109603021702,7.339239,237.773635523479
410000,河南省,2009,233.713143053503,94.3249349615254,138.991708091978,0.3965,233.712780802493,138.098627040159,53.5064507497832,35.7857060494299,6.32199696312073,247.105921761993
410000,河南省,2008,227.53,92.67,134.4,0.46,227.53,133.49,51.4,34.84,7.8,242.194901272021
410000,河南省,2007,209.282540128847,83.4359341194758,125.460350809372,0.3863,209.282532663574,120.068607671154,51.2956042305759,32.7441865725344,5.17413418931038,223.210892345962
410000,河南省,2006,226.977796465114,90.1376646930462,136.448931772068,0.3912,226.978348186355,140.151728132073,48.3220269987812,34.5681017379648,3.93649131753617,241.826494978005
410000,河南省,2005,197.78,72.22,125.49,0.07,197.78,114.49,45.86,33.61,3.81,211.484174508127
410000,河南省,2004,200.7,81.35,119.3,,200.7,124.54,40.16,32.37,3.62,206.54
410000,河南省,2003,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,
420000,湖北省,2019,303.2,297.3,5.6,0.3,303.2,155.6,91.3,54.6,1.7,511.989192840257
420000,湖北省,2018,296.9,289.0,7.8,,296.9,153.8,87.4,54.4,1.3,502.411371520433
420000,湖北省,2017,290.3,281.4,8.8,0.1,290.3,148.1,87.8,53.2,1.18,492.576567404768
420000,湖北省,2016,281.966,273.1437,8.8258,,282.0,137.0,91.4,52.4,1.1,480.531652040556
420000,湖北省,2015,301.3,292.2,9.1,,301.3,158.1,93.3,49.2,0.8,516.477394471823
420000,湖北省,2014,288.3401,279.097,9.2431,,288.3401,156.8931,90.1617,40.6525,0.6328,496.496082651743
420000,湖北省,2013,291.8,282.6278,9.1722,,291.8,159.6075,92.4284,39.351,0.4131,504.059423043704
420000,湖北省,2012,299.2926,288.2002,10.1369,0.9555,299.2926,146.4374,121.635,30.9088,0.3114,518.862046547913
420000,湖北省,2011,296.7,286.19,9.66,0.84,296.7,142.26,120.39,33.79,0.26,516.7
420000,湖北省,2010,287.9931,278.1474,9.0291,0.816600000000001,287.9931,138.2902,117.1,32.3971,0.2058,503.136366071503
420000,湖北省,2009,281.4059,271.5118,8.8337,1.0604,281.4059,149.4342,100.8179,30.9299,0.2239,492.355699413875
420000,湖北省,2008,270.71,261.57,8.43,0.72,270.71,142.8,96.98,30.84,0.09,474.513584574934
420000,湖北省,2007,258.731,249.4066,8.4309,0.8935,258.731,132.6455,96.6221,29.3777,0.0857,454.23279494382
420000,湖北省,2006,258.7923,248.9424,9.1324,0.7175,258.7923,142.9559,86.9302,28.8214,0.0848,453.902131018153
420000,湖北省,2005,253.38,244.31,8.24,0.83,253.38,142.12,82.55,28.63,0.08,445.07289653961
420000,湖北省,2004,242.67,233.81,7.84,1.01,242.67,131.71,82.43,28.45,0.07,403.38
420000,湖北省,2003,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,
430000,湖南省,2019,333.0,319.0,13.3,0.6,333.0,191.7,90.8,46.7,3.8,482.014909169863
430000,湖南省,2018,337.0,322.6,14.3,0.1,337.0,194.5,93.2,45.7,3.6,489.855841385551
430000,湖南省,2017,326.9,311.7,15.2,0.1,326.9,193.7,86.0,44.5,2.8,477.848177591712
430000,湖南省,2016,330.363332964834,315.078537546387,15.2305954184478,0.0542,330.4,195.1,89.0,43.5,2.8,485.703785373025
430000,湖南省,2015,330.4,314.2,16.2,,330.4,195.2,90.2,42.2,2.7,488.747635956974
430000,湖南省,2014,332.4125,314.5535,17.8344,0.0246,332.4133,200.1895,87.7473,41.7979,2.6786,495.104706583259
430000,湖南省,2013,332.4887,314.8068,17.6609,,332.4884,195.2506,94.3621,40.0057,2.87,498.859933998153
430000,湖南省,2012,328.8,310.29,18.46,,328.8,187.95,98.12,40.26,2.46,496.882019988621
430000,湖南省,2011,326.47,308.94,17.43,0.07,326.47,183.12,95.57,45.21,2.55,495.9
430000,湖南省,2010,325.1727,304.0343,21.1141,,325.1727,185.7885,89.7507,46.4297,3.2038,501.187105524773
430000,湖南省,2009,322.3343,301.778,20.5563,,322.3343,189.2509,83.52,46.1034,3.46,504.19881119975
430000,湖南省,2008,323.62,303.64,19.96,,323.62,193.19,82.04,45.05,3.35,508.237141735375
430000,湖南省,2007,324.2615,303.9824,19.5651,0.714,324.2615,193.8937,82.544,44.6153,3.2085,510.768685516264
430000,湖南省,2006,327.7271,308.2964,18.7267,0.704,327.727087,198.39772,81.975513,44.168598,3.185256,517.409357436059
430000,湖南省,2005,328.44,308.8,18.96,0.68,328.44,201.33,80.49,43.49,3.13,520.7
430000,湖南省,2004,323.62,303.12,19.72,0.76,323.62,202.3,76.35,42.05,2.9,483.16
430000,湖南省,2003,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,
430000,湖南省,2001,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,
440000,广东省,2019,412.3,397.6,11.8,3.0,412.3,208.5,94.6,103.6,5.7,360.606988236323
440000,广东省,2018,420.9,406.1,12.6,2.2,420.9,214.2,99.4,102.1,5.3,373.884077281812
440000,广东省,2017,433.5,417.3,13.8,2.3,433.5,220.3,107.0,100.9,5.3,391.104294478528
440000,广东省,2016,434.9647,418.8297,14.2905,1.8446,435.0,220.5,109.2,99.9,5.4,398.205785426584
440000,广东省,2015,443.1,426.0,15.3,1.8,443.1,227.0,112.5,98.3,5.3,410.791266861354
440000,广东省,2014,442.538052369124,425.516197232063,15.3498836370611,1.6719715,442.538052369124,224.325860410908,117.018296426184,96.0535366091948,5.14035892283719,414.206338795511
440000,广东省,2013,443.162037924953,425.580420777953,15.898307647,1.6833095,443.162037924953,223.683112210533,119.553875972146,94.7567798340735,5.16826990820016,417.329351092337
440000,广东省,2012,451.018464442333,432.354863922332,17.01869102,1.6449095,451.018464442333,227.575687332332,121.5768849,95.37768121,6.488211,427.528979156751
440000,广东省,2011,464.22,443.36,19.39,1.46,464.22,224.16,133.6,97.33,9.12,443.3
440000,广东省,2010,469.012606296205,446.399029266704,21.2755510295013,1.338026,469.012606296206,227.470246879937,138.762005261315,94.2267757378186,8.55357841713436,455.994774008872
440000,广东省,2009,463.406882190613,440.839465320613,20.95232687,1.61509,463.406882190613,228.71492958,136.150238705559,90.4420113032541,8.0997026018,483.168472725069
440000,广东省,2008,461.53,439.48,21.1,0.95,461.53,227.74,137.19,89.84,6.76,486.000105301953
440000,广东省,2007,462.51,440.56,21.22,0.73,462.51,224.84,141.07,90.54,6.06,493.265077587586
440000,广东省,2006,459.4,437.71,21.23,0.46,459.4,226.92,135.61,92.35,4.52,496.702346199589
440000,广东省,2005,458.95,437.31,21.05,0.59,458.95,230.65,133.89,89.52,4.89,500.654521653758
440000,广东省,2004,464.8,442.9,21.52,0.4,464.8,240.3,136.6,83.3,4.6,560.0
440000,广东省,2003,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,
450000,广西壮族自治区,2019,283.4,272.1,9.3,2.1,283.4,189.9,49.0,41.2,3.3,573.336030750556
450000,广西壮族自治区,2018,287.8,276.1,10.0,1.8,287.8,196.4,47.6,40.8,3,586.688410967282
450000,广西壮族自治区,2017,284.9,273.1,10.5,1.4,284.9,195.8,46.0,40.2,3,586.033117350612
450000,广西壮族自治区,2016,290.565128665461,277.983528665461,11.4522,1.1294,290.6,198.3,49.8,39.7,2.7,603.280049823542
450000,广西壮族自治区,2015,299.3,286.4,11.7,1.2,299.3,201.7,55.5,39.7,2.4,626.806282722513
450000,广西壮族自治区,2014,307.601288846203,295.228888846203,11.576,0.7964,307.601288846203,209.211432306179,56.7922,39.2434453450242,2.354211195,649.427401765445
450000,广西壮族自治区,2013,308.164910698714,295.906305974526,11.6025047241883,0.6561,308.164910698714,209.396680773515,57.3972356713989,38.321000137,3.04999411680001,655.60027805279
450000,广西壮族自治区,2012,303.014835939461,291.359146552487,11.0066893869741,0.649,303.014835939461,211.87107857666,51.4939192722541,36.6417855791007,3.00805251144579,649.758413079148
450000,广西壮族自治区,2011,301.81,286.92,10.82,4.07,301.81,193.21,57.32,45.69,5.58,652.2
450000,广西壮族自治区,2010,301.578802208459,289.318585543014,11.145016665445,1.1152,301.578802208459,194.5724075,55.2282285742276,46.45397527898,5.32419085525141,637.183186580307
450000,广西壮族自治区,2009,303.359015294814,289.043004579719,11.613310715095,2.7027,303.359015294814,195.260525749693,53.9692738002744,48.4400790876963,5.67243665715042,627.293249162146
450000,广西壮族自治区,2008,310.1,296.1,11.45,2.56,310.1,202.91,51.7,49.97,5.53,647.12020033389
450000,广西壮族自治区,2007,310.405645860753,293.886647465101,13.532921395652,2.986077,310.405645860753,208.39474755216,47.80033865863,48.5836796499632,5.62688,654.381039023407
450000,广西壮族自治区,2006,314.421508600777,298.324358418836,13.1060701819409,2.99108,314.421516898777,222.281998980066,46.544366875591,41.9022190852933,3.69293195782624,670.479831322693
450000,广西壮族自治区,2005,312.86,298.4,12.04,2.43,312.86,225.38,45.04,38.85,3.6,673.396470081791
450000,广西壮族自治区,2004,290.81,277.39,11.54,1.88,290.81,210.1,41.62,36.01,3.08,594.82
450000,广西壮族自治区,2003,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,
460000,海南省,2019,46.4,42.9,3.0,0.4,46.4,34.2,2.8,8.5,0.9,493.879723257052
460000,海南省,2018,45.1,41.7,3.0,0.3,45.1,32.6,2.9,8.6,0.9,484.94623655914
460000,海南省,2017,45.6,42.3,3.1,0.2,45.6,33.3,3.0,8.4,0.8,494.810458296485
460000,海南省,2016,44.9615,41.877,2.924,0.1595,45.0,33.1,3.1,8.3,0.5,492.341356673961
460000,海南省,2015,45.8,42.9,2.7,0.1,45.8,34.4,3.2,8.0,0.3,504.877914347131
460000,海南省,2014,45.022,41.903,3.019,0.1,45.0154,33.398,3.8524,7.525,0.24,500.727474972191
460000,海南省,2013,43.16,39.97,3.12,0.07,43.1589276514019,32.3073876514019,3.81,6.852,0.18954,484.509866704857
460000,海南省,2012,45.33,41.98,3.29,0.06,45.33,34.686,3.826,6.612,0.19952,513.97762899047
460000,海南省,2011,44.48,41.13,3.3,0.05,44.48,33.84,3.86,6.68,0.1,509.5
460000,海南省,2010,44.35,41.04,3.31,,44.35,33.8794683310217,3.829,6.53,0.09475,511.941098261986
460000,海南省,2009,44.46,41.01,3.45,,44.46,34.0327184466019,3.908,6.424,0.09436,517.578579743888
460000,海南省,2008,46.89,43.29,3.6,,46.89,35.63,4.9,6.27,0.09,551.97174808711
460000,海南省,2007,46.69,42.87,3.82,,46.6895633106796,35.8414563106796,4.668,6.089347,0.09076,555.497481388217
460000,海南省,2006,46.46,42.4,4.06,0.0,46.4580914285714,36.7385714285714,3.779,5.8513,0.08922,558.390521978022
460000,海南省,2005,44.05,40.08,3.97,,44.05,35.14,3.17,5.65,0.09,533.6
460000,海南省,2004,46.3,41.15,5.15,,46.3,37.85,3.04,5.32,0.09,566.01
460000,海南省,2003,,,,,,,,,,
460000,海南省,2002,,,,,,,,,,
460000,海南省,2001,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,
500000,重庆市,2019,76.5,75.1,1.0,0.4,76.5,25.2,28.1,21.9,1.3,245.743655637649
500000,重庆市,2018,77.2,75.9,1.1,0.2,77.2,25.4,29.1,21.5,1.2,249.953052859243
500000,重庆市,2017,77.4,76.1,1.1,0.2,77.4,25.4,30.4,20.5,1.1,252.799493094556
500000,重庆市,2016,77.483,75.9653,1.3541,0.1636,77.5,25.5,30.7,20.2,1.1,255.564715581204
500000,重庆市,2015,79.0,77.4,1.4,0.1,79.0,25.8,32.5,19.6,1,262.984878369494
500000,重庆市,2014,80.468701,78.870701,1.4966,0.1014,80.46870191,23.73990191,36.7333,19.0667,0.9288,269.983901727898
500000,重庆市,2013,83.902,82.247,1.555,0.1,83.903,24.556,40.435,18.071,0.841,283.695688926458
500000,重庆市,2012,82.936,81.191,1.639,0.106,82.936,25.1838,39.4418,17.547,0.7634,282.864938608458
500000,重庆市,2011,86.79,84.91,1.78,0.1,86.82,23.62,43.3,19.09,0.73,299.2
500000,重庆市,2010,86.3866422488681,84.5646422488681,1.766,0.056,86.3866422488681,19.835281922675,47.3964804448387,18.6280158369094,0.526864044444913,300.809044640377
500000,重庆市,2009,85.3032394726596,83.4937394726596,1.7564,0.0531,85.3032394726596,19.0185959640654,47.5503996555172,18.2295922040813,0.504651648995659,299.414669963705
500000,重庆市,2008,82.77,80.87,1.87,,82.77,18.93,45.98,17.4,0.46,292.732095490716
500000,重庆市,2007,77.4281417442201,75.5544550152303,1.84588672898986,,77.4281417442201,18.749401179941,40.9146067846466,17.3295488153058,0.434584964326814,275.3490104702
500000,重庆市,2006,73.2013,71.0141,2.0974,0.0898,73.2013,18.1216,38.4292,16.2398236122619,0.410676387738132,261.15340706386
500000,重庆市,2005,71.16,69.52,1.6,,71.16,21.39,32.99,16.39,0.39,255.05376344086
500000,重庆市,2004,67.45,65.48,1.71,0.24,67.45,20.32,31.16,15.63,0.32,216.05
500000,重庆市,2003,,,,,,,,,,
500000,重庆市,2002,,,,,,,,,,
500000,重庆市,2001,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,
510000,四川省,2019,252.4,241.8,9.8,0.8,252.4,154.5,37.9,54.1,5.9,301.986121081598
510000,四川省,2018,259.1,248.1,10.3,0.7,259.1,156.6,42.5,54.4,5.6,311.362134230607
510000,四川省,2017,268.4,254.3,12.1,1.9,268.4,160.5,51.4,50.7,5.8,324.076310070031
510000,四川省,2016,267.256295375236,253.850712544368,12.0027006010991,1.40286998630113,267.3,155.9,55.8,49.8,5.8,324.669014939876
510000,四川省,2015,265.5,250.4,13.3,1.8,265.5,156.7,55.4,48.3,5.1,324.88589224312
510000,四川省,2014,236.87,217.91,17.29,1.67,236.866,145.382,44.725,42.548,4.211,291.581214993537
510000,四川省,2013,242.4737,219.6937,16.38,6.4,242.4744,139.4133,58.2794,40.1136,4.6674,299.661871570517
510000,四川省,2012,245.921253,222.7544,18.60907,4.5611,245.917674,145.794324,54.74565,42.876,2.5017,304.991472262529
510000,四川省,2011,233.47,212.11,18.12,3.24,233.47,128.44,64.56,38.25,2.22,290.1
510000,四川省,2010,230.27,210.74,16.88,2.65,230.27,127.26,62.92,37.98,2.11,283.759870658635
510000,四川省,2009,223.46,204.62,16.4,2.44,223.46,123.64,61.6,36.26,1.96,273.797708754518
510000,四川省,2008,207.64,191.12,14.38,2.14,207.63,113.64,57.74,34.47,1.78,255.308945588687
510000,四川省,2007,213.98,196.7,15.91,1.37,213.97681773,118.71,58.98,34.42681773,1.86,262.612687444772
510000,四川省,2006,215.131543,195.7941,16.787443,2.55,215.1309,121.2,57.51,34.1909,2.23,262.659056223674
510000,四川省,2005,212.3,191.11,17.05,4.14,212.3,121.83,56.79,31.71,1.97,259.313545865396
510000,四川省,2004,210.35,195.17,12.76,2.42,210.35,121.17,56.5,30.99,1.69,241.08
510000,四川省,2003,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,
520000,贵州省,2019,108.1,103.4,3.5,1.2,108.1,61.7,25.4,20.0,1,299.32161151876
520000,贵州省,2018,106.8,104.3,1.8,0.6,106.8,61.2,25.2,19.5,0.9,297.493036211699
520000,贵州省,2017,103.5,101.1,1.8,0.6,103.5,58.9,24.8,18.8,0.9,290.119131044149
520000,贵州省,2016,100.312771407595,96.4590764075949,3.079045,0.77465,100.3,56.4,25.7,17.4,0.9,283.133380381087
520000,贵州省,2015,97.5,94.5,3.0,,97.5,54.3,25.5,17.0,0.7,277.08545883931
520000,贵州省,2014,95.3074174758095,90.8622226316026,2.7909982,1.65419664420689,95.3074174758094,50.3908214354768,27.65730307415,16.559802552921,0.699490413261645,271.91845214211
520000,贵州省,2013,91.996055468916,90.0084144689161,1.917641,0.07,91.9960554689161,48.2413412911376,27.0218533714158,16.0440923564843,0.688768449878358,263.369979026595
520000,贵州省,2012,100.81812546537,98.0534652053705,1.0951525,1.66950776,100.81812546537,47.7403171688696,39.6685669282122,13.1383578701643,0.270883498124308,290.007681708697
520000,贵州省,2011,95.93,93.16,1.1,1.67,95.93,49.7,30.72,14.87,0.64,276.1
520000,贵州省,2010,101.447283225488,93.7528737754879,7.20440945,0.49,101.447283225488,50.0484005578491,34.3170601297458,16.4656815198142,0.616141018078757,289.190818786521
520000,贵州省,2009,100.378561634949,93.1776056849493,6.98075595,0.2202,100.378561634949,50.8036259375481,34.14494396,14.8753591233744,0.554632614026835,264.467294519692
520000,贵州省,2008,101.89,93.51,7.9,0.48,101.89,51.58,33.75,16.07,0.49,269.728656518862
520000,贵州省,2007,98.0252196662945,91.3300180937357,6.2129435725588,0.482258,98.0252196662945,48.7247570882864,31.7924575821331,16.946416167425,0.56158882845,260.740044331147
520000,贵州省,2006,99.9748331792639,92.1497301363501,7.34272342319548,0.48237961971831,99.9759249941961,54.3304819196999,27.299620484027,17.6928446107698,0.6529779796995,267.065379976482
520000,贵州省,2005,97.22,91.24,5.58,0.4,97.22,50.45,28.14,17.93,0.7,261.414358698575
520000,贵州省,2004,94.31,85.85,8.08,0.37,94.31,51.92,26.93,15.07,0.38,241.59
520000,贵州省,2003,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,
530000,云南省,2019,154.9,148.4,3.5,3.0,154.9,106.4,20.8,23.3,4.4,319.777043765483
530000,云南省,2018,155.7,150.0,3.4,2.3,155.7,107.2,21.0,23.6,3.9,323.347697419656
530000,云南省,2017,156.6,149.9,3.7,3.1,156.6,108.5,23.4,21.7,3.1,327.22143864598
530000,云南省,2016,150.243672571429,145.294968571429,3.731504,1.2172,150.2,105.2,21.1,21.1,2.8,315.77840849364
530000,云南省,2015,150.1,144.7,4.3,1.2,150.1,104.6,23.0,20.2,2.3,317.480461520564
530000,云南省,2014,149.414696851838,142.530849394649,5.78201445718906,1.101833,149.414588165224,103.2998599226,24.5859336916967,19.5098035509274,2.018991,317.86956316397
530000,云南省,2013,149.7125,143.7069,4.7953,1.2103,149.709623289514,102.670316334857,25.2582507397995,20.4875604895583,1.293495725299,320.371545665556
530000,云南省,2012,151.826740349543,145.324361706184,5.36167223027169,1.14070641308758,151.826772321483,103.752400170162,27.8096727634443,19.2233176254729,1.04138176240298,326.867687832854
530000,云南省,2011,146.79,141.07,4.83,0.89,146.79,96.08,25.25,24.44,1.02,318.0
530000,云南省,2010,147.4748829,139.00800639866,4.78571050134,3.681166,147.474784341632,95.3177409312656,25.4803700488177,22.7919655615489,3.8847078,321.555032033736
530000,云南省,2009,152.638696435222,145.742981583882,4.32304585134,2.572669,152.638738374909,103.461370234233,22.4399775584058,23.5821773478919,3.15521323437828,334.954440146826
530000,云南省,2008,153.14,145.13,5.06,2.95,153.14,105.06,22.11,22.32,3.65,338.169371756652
530000,云南省,2007,150.025300875266,142.64855666539,5.426935,1.94980920987654,150.025421708559,105.945201398912,22.3274204444531,19.9481327531942,1.804667112,333.500993016693
530000,云南省,2006,144.76587521973,138.007525901168,6.14900982744198,0.609339491120559,144.76587521973,105.574638214721,18.763568671832,19.5061092021163,0.921559131061629,324.114799551618
530000,云南省,2005,146.82,140.17,6.06,0.58,146.82,108.41,18.38,19.13,0.9,330.899256254226
530000,云南省,2004,146.92,140.35,5.91,0.65,146.92,109.65,17.87,18.53,0.85,332.77
530000,云南省,2003,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,
540000,西藏自治区,2019,32.0,28.2,3.7,0.1,32.0,27.2,1.5,3.0,0.3,920.863309352518
540000,西藏自治区,2018,31.7,27.9,3.7,,31.7,27.0,1.5,2.9,0.3,930.983847283407
540000,西藏自治区,2017,31.4,27.8,3.6,,31.4,26.9,1.5,2.7,0.2,940.772386113361
540000,西藏自治区,2016,31.115,28.565,2.5113,0.0383,31.1,26.9,1.5,2.5,0.3,949.618320610687
540000,西藏自治区,2015,30.8,27.7,3.1,,30.8,27.2,1.4,2.0,0.1,960.219478737997
540000,西藏自治区,2014,30.472,26.706,3.766,,30.471,27.6502,1.673,1.0968,0.049,967.333333333333
540000,西藏自治区,2013,30.307,26.8244,3.4826,,30.307,27.5698,1.662,1.0282,,978.244730641361
540000,西藏自治区,2012,29.811,26.324,3.485,,29.811,27.075,1.6536,1.03643,,975.937929679827
540000,西藏自治区,2011,30.97,28.13,2.82,,30.96,27.37,1.66,1.89,,1025.1
540000,西藏自治区,2010,35.195,32.43,2.766,,35.196,31.7245,1.467,2.005,,1177.67161913787
540000,西藏自治区,2009,30.85153063,28.273827446434,2.577703183566,,30.85153063,27.4454475,1.3775,2.02858313,,1069.37714488735
540000,西藏自治区,2008,37.53,34.98,2.55,,37.53,33.94,1.32,2.27,,1314.53590192644
540000,西藏自治区,2007,36.7002,34.3873,2.3129,,36.7002,33.428,1.1262,2.146,,1299.12212389381
540000,西藏自治区,2006,35.025,32.502,2.523,0.0,35.0255,31.774,0.7705,2.481,0,1255.39426523298
540000,西藏自治区,2005,33.19,31.25,1.93,,33.19,30.27,0.47,2.45,,1201.8
540000,西藏自治区,2004,27.99,26.47,1.52,,27.99,25.65,0.34,2.0,,1021.53
540000,西藏自治区,2003,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,
610000,陕西省,2019,92.6,58.5,31.1,3.0,92.6,55.1,14.8,18.1,4.5,239.276485788114
610000,陕西省,2018,93.7,59.4,31.7,2.6,93.7,57.1,14.5,17.4,4.8,243.408234835693
610000,陕西省,2017,93.0,58.2,32.6,2.3,93.0,58.2,14.3,17.0,3.5,243.212921144095
610000,陕西省,2016,90.828664,55.524481,33.281161,2.023022,90.8,57.6,13.7,16.4,3.1,238.758874572706
610000,陕西省,2015,91.2,56.0,33.4,1.8,91.2,57.9,14.2,16.1,2.9,241.010977627205
610000,陕西省,2014,89.81033,55.16043,33.3009,1.349,89.8103056,57.85752,14.0228,15.4074156,2.52257,238.255221116859
610000,陕西省,2013,89.20741924,54.63821924,33.4984,1.0708,89.2074,58.0618,13.7642,15.122,2.2594,237.345568564431
610000,陕西省,2012,88.0397,54.0139,33.4153,0.6105,88.039748,58.193848,13.3499,14.7536,1.7424,234.907654932368
610000,陕西省,2011,87.76,54.51,32.71,0.54,87.76,56.22,13.24,16.2,2.1,234.7
610000,陕西省,2010,83.39769,49.5132,33.34177,0.54272,83.397727,55.471139,12.0602,14.831788,1.0346,223.52963175231
610000,陕西省,2009,84.3403086256097,50.8922450583333,33.0928409235264,0.35522264375,84.340339625,57.21134,11.402443,14.804866625,0.92169,223.892592580303
610000,陕西省,2008,85.46,50.24,34.35,0.88,85.46,57.7,12.87,14.0,0.9,227.589880159787
610000,陕西省,2007,81.545273,47.288903,33.43147,0.8249,81.545256,55.506585,11.67071,13.554111,0.81385,217.948031538153
610000,陕西省,2006,84.08,48.56,34.82,0.7,84.08,56.8,13.21,13.27,0.8,225.566733735748
610000,陕西省,2005,78.76,44.35,33.49,0.92,78.76,52.22,12.83,12.97,0.74,212.4
610000,陕西省,2004,75.53,41.93,32.86,0.74,75.53,49.72,12.47,12.6,0.74,203.85
610000,陕西省,2003,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,
620000,甘肃省,2019,110.0,81.2,24.6,4.2,110.0,86.5,8.7,9.6,5.2,416.351249053747
