省份编码,省份,年份,废水排放总量(万吨),化学需氧量排放量(万吨),氨氮排放量(万吨),总氮排放量(万吨),总磷排放量(万吨),石油类排放量(吨),挥发酚排放量(吨),铅排放量(千克),汞排放量(千克),镉排放量(千克),总铬排放量(千克),砷排放量(千克),六价铬排放量(千克)
370000,山东省,2010,436372.0,62.1,6.64833,,,,,,,,,,
370000,山东省,2009,386731.0769,64.7,6.73047816,,,,,,,,,,
370000,山东省,2008,358911.0,67.9,7.03744,,,,,,,,,,
370000,山东省,2007,334254.7345,72.0,7.66972654,,,,,,,,,,
370000,山东省,2006,299812.0,75.8,8.32354,,,,,,,,,,
370000,山东省,2005,280377.0,77.0,8.4259,,,,,,,,,,
370000,山东省,2004,264014.0,77.89148,8.08838,,,,,,,,,,
370000,山东省,2003,,,,,,,,,,,,,
370000,山东省,2002,,,,,,,,,,,,,
370000,山东省,2001,,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,,
410000,河南省,2019,,,,,,,,,,,,,
410000,河南省,2018,,,,,,,,,,,,,
410000,河南省,2017,,143.548519,4.55,17.395241,1.798264,154.01,2.7283,518,85,23,2178,1435,219.74
410000,河南省,2016,402055.101681,46.4253591,6.48086018,10.16895883,0.54142429,425.0788,2.5763134,1389.2024,14.5569,176.8992,2807.9906,330.689,641.1466
410000,河南省,2015,433486.675669,128.72093355,13.4294805,42.661,5.0543,912.6421,108.1204934,1753.2871,17.1127,364.0679,26207.95,958.7221,446.4416
410000,河南省,2014,422832.290051,131.86916638,13.90242551,42.71530458,5.08318102,1069.7307,116.1704473,3137.9627,20.3345,784.2134,27844.0047,1083.9438,965.972
410000,河南省,2013,412581.818521,135.42317138,14.42288622,41.64617618,4.748168,1231.8562,140.6439591,4054.8528,19.3475,964.8737,30091.204,1207.0297,890.5701
410000,河南省,2012,403667.6217,139.35520261,14.97706782,41.86489512,4.814768,1147.1579,136.4423018,4670.3533,20.2068,1318.2642,32604.4996,1373.9541,1007.4592
410000,河南省,2011,378784.8451,143.66827733,15.38003615,41.4560544,4.8816492,1266.51,160.108616,7140.805,27.271,2781.346,37379.533,1810.749,1606.901
410000,河南省,2010,358679.0,62.0,7.24803,,,,,,,,,,
410000,河南省,2009,333980.1581,62.6,7.52405905,,,,,,,,,,
410000,河南省,2008,309193.0,65.1,7.62886,,,,,,,,,,
410000,河南省,2007,296467.2937,69.4,8.5469832,,,,,,,,,,
410000,河南省,2006,268888.0,72.1,9.36267,,,,,,,,,,
410000,河南省,2005,262564.0,72.1,10.36116,,,,,,,,,,
410000,河南省,2004,250652.0,69.615,9.1124,,,,,,,,,,
410000,河南省,2003,,,,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,,
420000,湖北省,2019,,,,,,,,,,,,,
420000,湖北省,2018,,,,,,,,,,,,,
420000,湖北省,2017,,128.65738,5.82,18.109499,2.139873,235.45,8.59871,4884,24,143,968,3433,340.68
420000,湖北省,2016,274787.282945,51.98839104,6.83876224,9.76465611,0.6248032,498.417,11.8860111,1751.6036,7.9208,301.3615,1810.0696,1777.9291,1034.0519
420000,湖北省,2015,313784.756069,98.60963237,11.433593,18.5487,2.2854,940.7982,12.4760844,3989.3955,13.7369,858.9817,3379.736,11621.0501,2371.9544
420000,湖北省,2014,301703.646125,103.31263931,12.0375378,19.28050468,2.38445696,939.6118,12.9027838,5881.7646,35.5594,1039.0244,13538.6523,12448.0451,10223.9162
420000,湖北省,2013,294053.956692,105.82154229,12.48559134,19.38627041,2.32121276,1009.3759,19.0426872,2624.339,31.9533,540.761,9924.0373,6110.032,9053.0465
420000,湖北省,2012,290200.4236,108.65858587,12.89435211,19.45828464,2.33598272,972.3706,16.9735062,3292.275,219.0736,656.393,12484.8139,9595.06,11567.1893
420000,湖北省,2011,293063.5284,110.46514935,13.1232252,19.7703391,2.500331,1144.24,22.783886,4166.785,223.298,846.619,17456.758,11961.683,16645.427
420000,湖北省,2010,270755.0,57.2,6.14188,,,,,,,,,,
420000,湖北省,2009,265756.74785,57.6,6.46064875,,,,,,,,,,
420000,湖北省,2008,258874.0,58.6,6.97686,,,,,,,,,,
420000,湖北省,2007,246582.5638,60.1,7.13162662,,,,,,,,,,
420000,湖北省,2006,231454.0,62.6,7.40179,,,,,,,,,,
420000,湖北省,2005,237368.0,61.6,7.76157,,,,,,,,,,
420000,湖北省,2004,232629.0,61.43986,7.48258,,,,,,,,,,
420000,湖北省,2003,,,,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,,
430000,湖南省,2019,,,,,,,,,,,,,
430000,湖南省,2018,,,,,,,,,,,,,
430000,湖南省,2017,,127.821518,7.235803,19.225712,2.23,270.29,33.45982,5160,125,820,1237,1884,678.69
430000,湖南省,2016,298756.944706,60.25981854,8.10580711,12.56500229,0.83021391,313.1288,18.7701879,14564.7943,90.3458,4494.1254,2299.7418,4311.2847,719.7167
430000,湖南省,2015,314107.410426,120.77025533,15.11314265,22.2471,2.7083,580.5712,18.4894879,18172.8061,142.3091,4593.2148,8161.2304,30887.149,1276.5615
430000,湖南省,2014,309960.478983,122.89885202,15.44369549,22.29049109,2.71485691,542.7049,18.3855445,21609.3375,151.6734,6536.5135,5918.9238,35794.2462,1252.514
430000,湖南省,2013,307226.998933,124.90117538,15.77040623,22.06979657,2.37705964,584.9809,19.5082952,24318.5627,234.6709,6746.9126,11366.8743,42572.3128,1024.9936
430000,湖南省,2012,304214.4314,126.3422974,16.13330705,22.05455257,2.37264124,784.5115,19.919445,38607.2814,236.9233,13516.7839,18168.8735,53524.8752,2098.8575
430000,湖南省,2011,278811.4404,130.51528252,16.49715729,23.07475,2.8227236,880.3758,104.475513,42466.482,279.592,14518.198,34606.421,55704.888,3335.96
430000,湖南省,2010,268110.0,79.8,7.52807,,,,,,,,,,
430000,湖南省,2009,260278.4053,84.8,8.3984351,,,,,,,,,,
430000,湖南省,2008,250331.0,88.5,8.47491,,,,,,,,,,
430000,湖南省,2007,252072.9824,90.4,9.14552569,,,,,,,,,,
430000,湖南省,2006,235728.0,92.3,10.04538,,,,,,,,,,
430000,湖南省,2005,255638.0,89.5,10.07644,,,,,,,,,,
430000,湖南省,2004,250007.0,84.9887,9.39243,,,,,,,,,,
430000,湖南省,2003,,,,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,,,,
430000,湖南省,2001,,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,,
440000,广东省,2019,,,,,,,,,,,,,
440000,广东省,2018,,,,,,,,,,,,,
440000,广东省,2017,,166.027448,9.9,30.15,3.16,890.08,1.31117,2747,17,271,5953,3912,1998.0
440000,广东省,2016,938261.0348902,96.42127042,14.38575111,20.75869208,1.3654963,367.1835,3.1993767,4200.3167,43.2294,589.9004,4669.4719,522.0866,1488.3671
440000,广东省,2015,911522.6297428,160.68595542,19.97010558,18.7297,2.7939,433.4146,7.7733755,2724.2922,34.7593,443.9448,8177.3103,936.1282,2387.6336
440000,广东省,2014,905082.0561584,167.06259744,20.81904191,18.8245539,2.8260372,450.4519,10.0174484,2277.91,20.2547,396.2665,13355.1315,855.8432,3278.8399
440000,广东省,2013,862471.0790108,173.38700873,21.63863048,19.36594741,2.48850019,648.9427,12.5953995,2564.6342,29.749,366.9151,22181.2104,1048.6317,5178.8172
440000,广东省,2012,838550.5315,180.29430652,22.41167974,19.45858796,2.49703263,691.0122,11.3023196,4855.065,33.686,794.8751,28454.0118,758.3482,8972.933
440000,广东省,2011,785586.5018,188.44987029,23.08914863,12.5366481,2.13679377,837.0912,13.235894,11512.197,66.08,1147.709,75254.346,2287.708,27986.5987
440000,广东省,2010,722978.0,85.8,10.69564,,,,,,,,,,
440000,广东省,2009,687429.1859,91.1,11.5144072,,,,,,,,,,
440000,广东省,2008,677352.0,96.4,12.2357,,,,,,,,,,
440000,广东省,2007,690887.0417,101.7,12.00067327,,,,,,,,,,
440000,广东省,2006,618921.0,104.9,9.29575,,,,,,,,,,
440000,广东省,2005,638403.0,105.8,9.97015,,,,,,,,,,
440000,广东省,2004,541717.0,92.69992,8.67164,,,,,,,,,,
440000,广东省,2003,,,,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,,,,,
450000,广西壮族自治区,2017,,87.4,5.94,19.45,2.2,114.95,0.63099,3482,299,1778,341,1764,114.46
450000,广西壮族自治区,2016,193186.246018,41.5955005,4.61508971,6.43153361,0.4649415,146.847,2.6605327,1300.8936,9.3629,131.053,653.7804,450.3027,255.4757
450000,广西壮族自治区,2015,220066.332074,71.11672571,7.66844337,11.416,1.3975,269.5601,4.7734173,4634.5766,152.4521,631.3112,878.7228,3636.3846,178.6181
450000,广西壮族自治区,2014,219304.061215,74.39851864,7.92814684,11.43192914,1.41182621,269.873,9.9723292,5009.3323,90.5544,953.7575,1353.3717,5012.2242,132.1961
450000,广西壮族自治区,2013,225302.665328,75.93833675,8.09955453,11.69103616,1.35576942,265.1668,12.9250293,6301.8788,108.1257,1075.8852,1780.3965,8290.9563,154.5818
450000,广西壮族自治区,2012,245577.8028,78.03017076,8.25635176,11.5852389,1.3397733,285.8521,14.9559444,5418.3705,46.7357,1405.5157,1769.7214,6639.1942,727.3156
450000,广西壮族自治区,2011,222438.9246,79.32698827,8.39091488,11.5628583,1.4267265,563.793,64.456722,15639.601,81.132,2498.078,4666.502,9070.451,4300.398
450000,广西壮族自治区,2010,312630.0,93.7,4.74105,,,,,,,,,,
450000,广西壮族自治区,2009,305507.0923,97.6,4.80427247,,,,,,,,,,
450000,广西壮族自治区,2008,345355.0,101.3,5.5757,,,,,,,,,,
450000,广西壮族自治区,2007,319808.2742,106.3,6.10036562,,,,,,,,,,
450000,广西壮族自治区,2006,250584.0,111.9,7.10462,,,,,,,,,,
450000,广西壮族自治区,2005,270857.0,107.0,8.9379,,,,,,,,,,
450000,广西壮族自治区,2004,218776.0,99.39664,7.3904,,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,,
460000,海南省,2019,,,,,,,,,,,,,
460000,海南省,2018,,,,,,,,,,,,,
460000,海南省,2017,,16.437831,1.205162,4.174044,0.46,11.33,1.76041,33,3.593,2,26,2,4.64
460000,海南省,2016,44097.166134,7.58937885,1.10376409,1.53007568,0.08513368,9.7608,2e-07,21.144,0.499,11.958,63.5312,11.1781,31.302
460000,海南省,2015,39123.488781,18.7938455,2.10275927,3.987,0.4883,48.1431,0.012172,3.607,0.2579,1.298,42.376,6.3113,3.619
460000,海南省,2014,39351.070934,19.6000881,2.2927079,4.08539557,0.51703217,47.2525,0.100046,2.5063,3.6777,0.4896,101.0393,13.2125,0.2945
460000,海南省,2013,36156.045464,19.4379576,2.26270916,3.07446719,0.38705707,8.6583,,5.9099,0.355,1.8195,123.487,2.1154,
460000,海南省,2012,37103.4152,19.73553358,2.24825407,4.11702896,0.5039618,4.1518,0.315349,15.8099,0.9623,4.5615,136.055,18.6374,0.2634
460000,海南省,2011,35725.1533,19.99182585,2.27441476,3.8607141,0.5808851,4.567,0.091791,32.509,0.387,6.168,137.602,28.838,0.144
460000,海南省,2010,36689.0,9.2,0.77156,,,,,,,,,,
460000,海南省,2009,37517.7392,10.0,0.81312142,,,,,,,,,,
460000,海南省,2008,36188.0,10.1,0.8592,,,,,,,,,,
460000,海南省,2007,35158.6319,10.1,0.83590718,,,,,,,,,,
460000,海南省,2006,34962.0,9.9,0.7564,,,,,,,,,,
460000,海南省,2005,35274.0,9.5,0.70193,,,,,,,,,,
460000,海南省,2004,33055.0,9.26989,0.6425,,,,,,,,,,
460000,海南省,2003,,,,,,,,,,,,,
460000,海南省,2002,,,,,,,,,,,,,
460000,海南省,2001,,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,,
500000,重庆市,2019,,,,,,,,,,,,,
500000,重庆市,2018,,,,,,,,,,,,,
500000,重庆市,2017,,32.910166,1.43,5.238328,0.506255,256.18,1.06858,250,1,15,340,248,149.37
500000,重庆市,2016,202061.2743721,25.57476839,3.61198994,5.15567307,0.31585645,199.542,2.0282492,113.1495,0.5136,4.7764,494.1819,4.5431,264.6696
500000,重庆市,2015,149798.5444114,37.97907643,5.00765629,5.381,0.6711,350.9075,5.3646159,82.6159,0.5257,4.2021,706.1928,33.8708,334.8634
500000,重庆市,2014,145822.157911,38.63944772,5.127518,5.43555323,0.68143881,328.7908,8.4672016,112.7326,0.4636,4.8301,705.9736,63.4118,352.2016
500000,重庆市,2013,142535.469218,39.18133706,5.21602988,5.38311937,0.63170431,337.2012,9.5158023,95.2,0.6357,5.138,428.3555,36.9033,218.7966
500000,重庆市,2012,132430.1972,40.28013025,5.34100451,5.41387322,0.6401202,354.4828,9.5128184,88.4307,0.6557,2.649,513.1141,1362.3895,204.8367
500000,重庆市,2011,131449.834516,41.67710169,5.50490847,5.5088097,0.69183005,522.7601,35.013744,187.996,3.591,12.218,740.566,1418.273,304.168
500000,重庆市,2010,128113.0,23.5,2.51631,,,,,,,,,,
500000,重庆市,2009,147068.7537,24.0,2.67786245,,,,,,,,,,
500000,重庆市,2008,145113.0,24.2,2.33782,,,,,,,,,,
500000,重庆市,2007,134240.3913,25.1,2.48933344,,,,,,,,,,
500000,重庆市,2006,145263.0,26.4,2.82572,,,,,,,,,,
500000,重庆市,2005,145221.0,26.9,2.77749,,,,,,,,,,
500000,重庆市,2004,135518.0,27.04944,2.77341,,,,,,,,,,
500000,重庆市,2003,,,,,,,,,,,,,
500000,重庆市,2002,,,,,,,,,,,,,
500000,重庆市,2001,,,,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,,,,
510000,四川省,2019,,,,,,,,,,,,,
510000,四川省,2018,,,,,,,,,,,,,
510000,四川省,2017,,116.360403,5.917194,16.519089,1.580042,336.07,2.14655,3143,33,158,11878,1614,1941.21
510000,四川省,2016,352826.4366502,67.67565654,8.01494005,11.32093485,0.8490927,323.9234,0.926581,1137.3783,19.073,94.016,1143.2187,525.3284,263.8865
510000,四川省,2015,341607.412392,118.64255003,13.1420574,22.4597,2.6469,563.7926,2.5028915,3787.5485,71.4244,206.9018,2685.4069,3394.9793,1480.0863
510000,四川省,2014,331276.527503,121.62746649,13.47425558,22.48594999,2.64325189,545.5204,2.7986336,1208.8256,15.2908,86.2165,1790.3695,1678.6599,751.1795
510000,四川省,2013,307647.8310909,123.19651975,13.703575,28.73990201,3.17359348,641.4158,3.527447,1137.2801,12.6967,84.4747,1835.1674,2084.2224,734.7782
510000,四川省,2012,283657.0634,126.86844319,14.07268422,22.13685286,2.51781926,423.8546,1.6962865,1645.7384,72.8447,147.1703,3604.5861,2642.1705,843.9087
510000,四川省,2011,279851.9591,130.22564886,14.37210815,23.0227672,2.6933747,552.7421,55.553729,1760.566,71.21,183.346,1809.096,3596.193,542.17
510000,四川省,2010,256095.0,74.1,6.06299,,,,,,,,,,
510000,四川省,2009,262708.6507,74.8,5.95065012,,,,,,,,,,
510000,四川省,2008,262343.0,74.9,6.18798,,,,,,,,,,
510000,四川省,2007,252961.7848,77.1,5.96769241,,,,,,,,,,
510000,四川省,2006,234483.0,80.6,6.60398,,,,,,,,,,
510000,四川省,2005,261651.0,78.3,6.65027,,,,,,,,,,
510000,四川省,2004,241720.0,88.21179,6.73482,,,,,,,,,,
510000,四川省,2003,,,,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,,
520000,贵州省,2019,,,,,,,,,,,,,
520000,贵州省,2018,,,,,,,,,,,,,
520000,贵州省,2017,,43.815554,2.312583,6.756239,0.847516,28.61,1.13616,178,7,16,145,970,10.11
520000,贵州省,2016,100720.105438,25.58944118,3.08370975,4.24732911,0.38933432,136.6124,1.6736991,41.6538,3.0013,12.2904,785.9626,133.3741,654.7826
520000,贵州省,2015,112803.119408,31.8323355,3.64160818,4.7568,0.4769,412.7634,0.4722394,72.7828,22.4827,19.643,335.4223,110.2811,36.3341
520000,贵州省,2014,110912.116912,32.6668079,3.80036597,4.69603675,0.49148804,330.7899,0.5729587,396.6211,9.9062,197.3684,9351.4478,276.3039,70.3226
520000,贵州省,2013,93084.532089,32.81547289,3.82585535,4.37987549,0.4372806,437.3891,0.2731368,265.7106,20.2826,26.8515,63.9249,486.8526,30.5634
520000,贵州省,2012,91455.1209,33.2990954,3.87495388,4.67846759,0.44630713,461.8122,1.0738149,289.027,26.1811,123.6367,172.2641,560.5731,80.6267
520000,贵州省,2011,77927.1977,34.21875661,3.9806912,4.4447974,0.45290661,483.831,1.032783,536.742,40.072,123.637,268.824,619.792,202.091
520000,贵州省,2010,60823.0,20.8,1.64787,,,,,,,,,,
520000,贵州省,2009,59159.1731,21.6,1.70955659,,,,,,,,,,
520000,贵州省,2008,55866.0,22.2,1.77091,,,,,,,,,,
520000,贵州省,2007,55112.4239,22.7,1.77351617,,,,,,,,,,
520000,贵州省,2006,51460.0,22.9,1.78276,,,,,,,,,,
520000,贵州省,2005,55668.0,22.6,1.75474,,,,,,,,,,
520000,贵州省,2004,55687.0,22.33067,1.78704,,,,,,,,,,
520000,贵州省,2003,,,,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,,
530000,云南省,2019,,,,,,,,,,,,,
530000,云南省,2018,,,,,,,,,,,,,
530000,云南省,2017,,59.58761,2.56,10.92,1.082206,54.26,0.31775,2822,67,447,90,1958,25.31
530000,云南省,2016,181089.327546,37.38307656,4.35084677,6.26300283,0.4763869,161.1093,0.5869939,4158.8737,37.5669,645.6333,156.2464,7399.0809,100.5649
530000,云南省,2015,173333.438132,51.02636109,5.49055212,7.548,0.7567,327.6821,1.6807112,5065.881,23.6575,857.142,167.0944,8431.0723,99.2214
530000,云南省,2014,157544.14523,53.38244034,5.6486245,7.67179225,0.77454057,319.3377,2.1194727,4846.3916,16.367,845.6954,189.666,7354.0709,105.5188
530000,云南省,2013,156583.281563,54.72265768,5.80490591,7.65966881,0.73719441,373.6183,2.7309285,6248.3942,10.5702,1210.0764,117.5816,8161.5045,19.3259
530000,云南省,2012,154009.736,54.85819957,5.86387393,7.60556342,0.74116717,409.9628,3.8848231,8916.1789,12.6425,1655.1928,94.3093,10495.2999,27.1698
530000,云南省,2011,147523.0982,55.47078124,5.93176013,8.0971963,0.8838646,494.363,3.9125,27946.586,56.71,3343.57,134.703,15580.754,46.797
530000,云南省,2010,91992.0,26.8,2.0741,,,,,,,,,,
530000,云南省,2009,87590.63555,27.3,1.90233777,,,,,,,,,,
530000,云南省,2008,83865.0,28.1,2.03311,,,,,,,,,,
530000,云南省,2007,83758.9445,29.0,1.98375912,,,,,,,,,,
530000,云南省,2006,76760.0,29.4,1.95906,,,,,,,,,,
530000,云南省,2005,75202.0,28.5,1.93744,,,,,,,,,,
530000,云南省,2004,78303.0,29.01656,1.80837,,,,,,,,,,
530000,云南省,2003,,,,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,,,,
540000,西藏自治区,2019,,,,,,,,,,,,,
540000,西藏自治区,2018,,,,,,,,,,,,,
540000,西藏自治区,2017,,8.157583,0.26,0.57,0.079968,0.2,1e-05,4,0.462,2,4,1,2.09
540000,西藏自治区,2016,6142.753763,2.73843729,0.34008863,0.42598461,0.03053724,0.0311,,10.353,0.294,2.948,4.339,28.5849,0.903
540000,西藏自治区,2015,5883.303785,2.88355461,0.34488274,0.7262,0.0668,0.9701,5.410604,5.994,0.204,1.298,2.808,5205.42,0.663
540000,西藏自治区,2014,5449.684625,2.79169414,0.34409757,0.61978345,0.04643721,0.8275,5.407547,5.032,0.125,0.972,2.046,5203.475,0.622
540000,西藏自治区,2013,5004.676641,2.57730208,0.31932017,0.57755799,0.04028997,0.5542,0.0019278,2.57,0.064,0.514,1.028,8943.043,
540000,西藏自治区,2012,4683.1358,2.57624008,0.31927017,0.57099462,0.0396757,0.5899,,3.222,0.08,0.644,1.348,8943.205,
540000,西藏自治区,2011,4634.5806,2.6831285,0.3296319,0.5329803,0.0795071,0.424,,0.226,,0.072,1.009,2721.081,
540000,西藏自治区,2010,3825.0,2.9,0.177,,,,,,,,,,
540000,西藏自治区,2009,3455.2323,1.5,0.146631,,,,,,,,,,
540000,西藏自治区,2008,3420.0,1.5,0.1456,,,,,,,,,,
540000,西藏自治区,2007,3335.5573,1.5,0.144613,,,,,,,,,,
540000,西藏自治区,2006,2685.0,1.5,0.1436,,,,,,,,,,
540000,西藏自治区,2005,4555.0,1.4,0.1386,,,,,,,,,,
540000,西藏自治区,2004,4501.0,1.38353,0.1364,,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,,,
610000,陕西省,2019,,,,,,,,,,,,,
610000,陕西省,2018,,,,,,,,,,,,,
610000,陕西省,2017,,39.545134,1.64,4.96075,0.441415,145.34,1.89369,2133,227,270,822,5970,93.27
610000,陕西省,2016,166565.044515,18.73481355,2.5062454,3.78243168,0.35509833,694.2895,10.3774128,1002.2891,17.7163,316.9376,709.4093,1391.4865,162.4784
610000,陕西省,2015,168121.982019,48.9112378,5.56462497,10.0165,0.9986,633.0774,6.0659618,1456.7707,35.4252,510.5455,700.9665,1195.9017,138.8423
610000,陕西省,2014,145785.378631,50.49155256,5.82369027,10.00200544,0.99696529,621.6283,5.3240729,1426.1104,28.9246,512.0978,696.03,1017.5141,165.5067
610000,陕西省,2013,132169.331197,51.92607549,5.955953,9.55971253,0.83429124,662.6812,2.6574625,1449.2605,27.1797,566.4166,1665.2481,708.008,224.1676
610000,陕西省,2012,128749.0472,53.62490356,6.19185701,8.57773214,0.75451955,741.2927,2.6865744,1692.932,31.1557,631.2065,1727.2257,655.7189,306.8008
610000,陕西省,2011,121814.6668,55.76782209,6.33777618,10.2091955,1.0240635,851.525,199.171067,4241.881,32.695,965.108,1655.081,965.637,262.829
610000,陕西省,2010,115673.0,30.8,3.22843,,,,,,,,,,
610000,陕西省,2009,111218.7427,31.8,3.19019409,,,,,,,,,,
610000,陕西省,2008,104883.0,33.2,3.17063,,,,,,,,,,
610000,陕西省,2007,99348.1557,34.5,2.58372809,,,,,,,,,,
610000,陕西省,2006,82204.0,35.5,2.64563,,,,,,,,,,
610000,陕西省,2005,83368.0,35.0,2.61474,,,,,,,,,,
610000,陕西省,2004,75810.0,33.82034,2.51578,,,,,,,,,,
610000,陕西省,2003,,,,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,,
620000,甘肃省,2019,,,,,,,,,,,,,
620000,甘肃省,2018,,,,,,,,,,,,,
620000,甘肃省,2017,,45.075798,0.91878,3.091548,0.38,56.22,1.61285,3356,133,912,291,3206,221.54
620000,甘肃省,2016,66324.697089,16.14566334,2.26097626,3.121394,0.19403243,194.6285,1.705342,7228.7829,15.3671,1569.5538,1068.3221,1701.2359,133.2376
620000,甘肃省,2015,67071.514338,36.56707186,3.71785726,5.1262,0.4656,728.4346,21.0860744,5840.0581,106.972,1161.0702,1635.7394,4695.9288,721.7669
620000,甘肃省,2014,65973.234411,37.32299783,3.81378928,5.11506443,0.46365169,281.0285,4.4244491,4382.1641,88.0718,824.4497,3406.135,3265.5166,498.6583
620000,甘肃省,2013,64969.464074,37.91264956,3.91705503,4.73629566,0.38461967,295.1634,2.7507566,8068.4015,94.7048,1289.4821,6144.6327,4286.2384,415.0532
620000,甘肃省,2012,62813.0163,38.93284267,4.10088084,4.74582012,0.38485833,264.3643,2.51984,6792.7242,89.8002,1303.6744,5026.29,3751.0963,381.0864
620000,甘肃省,2011,59231.6946,39.66059973,4.25798378,5.1853271,0.4750242,333.651,11.129508,6884.831,72.469,1424.892,4672.327,5735.646,240.21
620000,甘肃省,2010,51241.0,16.8,2.35309,,,,,,,,,,
620000,甘肃省,2009,49270.1634,16.8,2.66819287,,,,,,,,,,
620000,甘肃省,2008,47470.0,17.1,2.21267,,,,,,,,,,
620000,甘肃省,2007,44335.2651,17.4,2.24933168,,,,,,,,,,
620000,甘肃省,2006,42254.0,17.8,3.34072,,,,,,,,,,
620000,甘肃省,2005,43728.0,18.2,3.44009,,,,,,,,,,
620000,甘肃省,2004,45171.0,15.84748,2.60203,,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,,
630000,青海省,2019,,,,,,,,,,,,,
630000,青海省,2018,,,,,,,,,,,,,
630000,青海省,2017,,7.214827,0.35,0.91,0.07,8.52,0.85837,3,96,1,235,10,0.63
630000,青海省,2016,27275.138902,7.0331358,0.94386287,1.36609132,0.13494078,129.3536,1.1442669,559.3789,4.6588,33.1568,5.9556,936.5442,3.3383
630000,青海省,2015,23662.825017,10.429893,0.99504,0.7939,0.0864,147.0908,0.8957625,1304.514,6.2372,93.4212,6.9574,1357.9266,1.2366
630000,青海省,2014,23001.185644,10.50109141,0.98057874,0.78569896,0.08354554,339.3423,0.9725415,692.6865,8.2645,244.0982,12.6167,1478.9689,5.5378
630000,青海省,2013,21953.025882,10.33900359,0.9674672,0.7164648,0.06187264,342.3698,1.283222,631.2859,8.7052,299.5479,13.2012,1480.1374,6.7587
630000,青海省,2012,21994.4609,10.37559386,0.97774607,0.6688107,0.05463807,315.9936,1.412606,724.7843,9.9376,120.0964,14.6864,1452.6606,7.3997
630000,青海省,2011,21291.5169,10.3201573,0.9604617,0.7913401,0.081394,321.166,1.653663,1120.039,10.953,148.007,1033.322,2067.783,1018.344
630000,青海省,2010,22609.0,8.3,0.8257,,,,,,,,,,
630000,青海省,2009,22170.9337,7.6,0.71074339,,,,,,,,,,
630000,青海省,2008,19997.0,7.5,0.69415,,,,,,,,,,
630000,青海省,2007,19948.4915,7.6,0.70287933,,,,,,,,,,
630000,青海省,2006,15726.0,7.5,0.69437,,,,,,,,,,
630000,青海省,2005,19360.0,7.2,0.68548,,,,,,,,,,
630000,青海省,2004,14287.0,3.93481,0.5302,,,,,,,,,,
630000,青海省,2003,,,,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,,,,,,
640000,宁夏回族自治区,2017,,16.938565,0.54,1.62,0.160725,46.9,1.25334,3,68,1,450,864,1.44
640000,宁夏回族自治区,2016,33948.668524,11.96788068,0.93376462,1.44735951,0.12520847,65.448,2.1841413,5.069,1.2947,0.969,636.8441,52.83,237.4471
640000,宁夏回族自治区,2015,32024.561217,21.09971686,1.62461566,3.6023,0.4168,161.4871,68.6514487,6.855,2.564,0.843,106.063,49.212,0.767
640000,宁夏回族自治区,2014,37277.253944,21.98066338,1.66408088,3.07908918,0.32726711,165.5001,156.884365,30.5152,1.765,2.488,105.275,69.973,20.09
