省份编码,省份,年份,农作物受灾面积(千公顷),农作物绝收面积(千公顷),旱灾受灾面积(千公顷),旱灾绝收面积(千公顷),洪涝、地质灾害和台风受灾面积(千公顷),洪涝、地质灾害和台风绝收面积(千公顷),风雹灾害受灾面积(千公顷),风雹灾害绝收面积(千公顷),低温冷冻和雪灾受灾面积(千公顷),低温冷冻和雪灾绝收面积(千公顷),自然灾害受灾人口(万人次),自然灾害受灾死亡人口(人),自然灾害直接经济损失(亿元)
420000,湖北省,2000,,,,,,,,,,,,,
430000,湖南省,2019,997.8,179.5,356.6,47.8,607.3,121.6,10.6,1.5,23.3,8.6,1173.9,31,243.1
430000,湖南省,2018,625.6,60.9,342.9,30.9,90.0,9.7,37.3,4.4,155.4,15.9,698.5,26,64.5
430000,湖南省,2017,1217.7,138.2,222.0,17.4,990.2,119.6,5.5,1.2,,,1716.3,99,587.95
430000,湖南省,2016,1375.5,96.0,11.6,0.4,1145.3,85.3,45.3,5.4,173.3,4.9,1660.1,52,265.5
430000,湖南省,2015,765.1,88.5,,,752.6,88.0,11.8,0.3,0.7,0.2,1221.4,32,126.7
430000,湖南省,2014,1136.1,192.0,,,1041.5,182.9,21.4,4.2,73.2,4.9,1704.9,71,206.5
430000,湖南省,2013,3047.2,496.5,2075.9,424.7,623.2,46.4,180.8,17.1,167.3,8.3,3344.0,50,282.7
430000,湖南省,2012,1233.9,65.6,,,757.7,55.0,335.9,9.3,140.3,1.3,1622.8,62,149.1
430000,湖南省,2011,2374.8,290.8,1190.7,177.5,502.7,56.0,21.1,1.7,660.3,55.6,4308.7,74,266.9
430000,湖南省,2010,2841.3,272.3,352.1,48.1,2279.0,215.6,77.5,8.0,132.7,0.6,2283.9,86,273.8
430000,湖南省,2009,,,,,,,,,,,,,
430000,湖南省,2008,,,,,,,,,,,,,
430000,湖南省,2007,,,,,,,,,,,,,
430000,湖南省,2006,,,,,,,,,,,,,
430000,湖南省,2005,,,,,,,,,,,,,
430000,湖南省,2004,,,,,,,,,,,,,
430000,湖南省,2003,,,,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,,,,
430000,湖南省,2001,,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,,
440000,广东省,2019,144.7,4.5,,,142.4,4.3,1.6,0.2,0.7,,103.8,54,55.8
440000,广东省,2018,547.8,27.1,,,537.4,26.5,,,10.4,0.6,675.2,26,258.6
440000,广东省,2017,282.6,10.7,,,282.5,10.7,0.1,,,,326.4,25,316.23
440000,广东省,2016,630.7,38.9,,,479.9,24.6,2.3,0.3,148.5,14.0,618.5,52,146.87
440000,广东省,2015,846.3,92.9,147.7,19.0,694.2,73.9,4.4,,,,848.7,36,315.3
440000,广东省,2014,842.4,159.5,,,821.8,158.8,15.3,0.6,5.3,0.1,742.8,71,337.1
440000,广东省,2013,1134.5,119.2,8.4,0.4,1120.0,117.3,6.1,1.5,,,2464.0,189,489.8
440000,广东省,2012,417.2,22.1,,,387.7,21.8,29.3,0.3,0.2,,499.5,52,75.7
440000,广东省,2011,501.7,33.6,112.7,2.6,329.7,22.2,5.7,0.1,53.6,8.7,479.2,31,57.3
440000,广东省,2010,724.3,28.5,119.7,,592.7,27.4,0.6,0.2,11.3,0.9,1087.6,177,178.2
440000,广东省,2009,,,,,,,,,,,,,
440000,广东省,2008,,,,,,,,,,,,,
440000,广东省,2007,,,,,,,,,,,,,
440000,广东省,2006,,,,,,,,,,,,,
440000,广东省,2005,,,,,,,,,,,,,
440000,广东省,2004,,,,,,,,,,,,,
440000,广东省,2003,,,,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,,
450000,广西壮族自治区,2019,247.8,24.9,26.3,1.7,217.1,23.0,1.4,0.2,3.0,,356.0,104,100.5
450000,广西壮族自治区,2018,150.0,10.2,6.9,0.6,138.7,8.7,4.4,0.9,,,224.6,36,14.5
450000,广西壮族自治区,2017,196.0,16.7,,,193.6,16.1,2.4,0.6,,,357.4,92,99.04
450000,广西壮族自治区,2016,301.0,11.6,34.6,1.2,121.0,8.5,51.2,1.7,94.1,0.2,301.6,64,28.5
450000,广西壮族自治区,2015,545.7,32.3,160.0,3.1,382.5,28.9,3.2,0.3,,,768.3,60,48.5
450000,广西壮族自治区,2014,1212.7,61.1,15.6,0.2,1167.2,58.9,14.8,1.1,15.1,0.9,1100.5,60,191.7
450000,广西壮族自治区,2013,694.4,20.1,52.1,5.6,526.9,7.3,48.7,6.5,66.7,0.7,764.8,96,63.1
450000,广西壮族自治区,2012,575.0,22.6,77.1,2.5,489.5,19.4,7.4,0.7,1.0,,844.1,44,45.6
450000,广西壮族自治区,2011,1437.9,61.3,406.6,20.9,595.6,24.8,5.3,0.2,430.4,15.4,1473.4,55,76.5
450000,广西壮族自治区,2010,1664.5,61.9,1079.3,41.9,554.0,16.7,17.5,,13.7,3.3,2560.7,130,108.7
450000,广西壮族自治区,2009,,,,,,,,,,,,,
450000,广西壮族自治区,2008,,,,,,,,,,,,,
450000,广西壮族自治区,2007,,,,,,,,,,,,,
450000,广西壮族自治区,2006,,,,,,,,,,,,,
450000,广西壮族自治区,2005,,,,,,,,,,,,,
450000,广西壮族自治区,2004,,,,,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,,
460000,海南省,2019,3.6,0.5,,,3.5,0.5,0.1,,,,12.9,8,1.7
460000,海南省,2018,32.4,2.5,,,32.4,2.5,,,,,60.2,1,6.0
460000,海南省,2017,10.8,0.7,,,10.8,0.7,,,,,88.4,1,4.0
460000,海南省,2016,509.3,30.9,15.5,1.3,459.4,26.6,0.5,0.1,33.9,2.9,457.3,22,79.25
460000,海南省,2015,41.2,3.7,4.2,,37.0,3.7,,,,,144.9,6,14.2
460000,海南省,2014,309.4,110.8,,,309.4,110.8,,,,,621.4,34,177.4
460000,海南省,2013,164.7,57.4,,,159.4,57.0,5.3,0.4,,,366.3,90,37.5
460000,海南省,2012,60.5,12.0,,,47.6,12.0,12.9,,,,197.5,7,15.5
460000,海南省,2011,516.6,50.8,33.3,0.7,454.2,50.1,,,29.1,,516.7,4,85.8
460000,海南省,2010,306.2,48.8,41.8,5.4,264.4,43.4,,,,,437.7,9,131.9
460000,海南省,2009,,,,,,,,,,,,,
460000,海南省,2008,,,,,,,,,,,,,
460000,海南省,2007,,,,,,,,,,,,,
460000,海南省,2006,,,,,,,,,,,,,
460000,海南省,2005,,,,,,,,,,,,,
460000,海南省,2004,,,,,,,,,,,,,
460000,海南省,2003,,,,,,,,,,,,,
460000,海南省,2002,,,,,,,,,,,,,
460000,海南省,2001,,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,,
500000,重庆市,2019,78.3,12.7,42.9,7.2,31.0,4.8,4.4,0.7,,,145.9,27,19.6
500000,重庆市,2018,70.9,12.2,1.7,0.2,30.5,7.2,33.9,4.7,4.8,0.1,148.2,26,18.6
500000,重庆市,2017,125.9,6.8,79.6,2.6,38.4,3.2,7.9,1.0,,,252.1,52,24.53
500000,重庆市,2016,190.4,24.2,47.2,5.5,127.7,17.3,1.8,0.2,13.7,1.2,371.8,61,47.9
500000,重庆市,2015,70.8,9.1,,,60.6,7.6,10.2,1.5,,,189.2,32,22.0
500000,重庆市,2014,280.9,34.4,7.6,1.1,250.9,31.0,20.7,2.0,1.7,0.3,649.7,129,98.5
500000,重庆市,2013,455.3,38.1,309.1,26.5,98.6,8.9,19.3,1.5,28.3,1.2,1085.2,30,51.1
500000,重庆市,2012,405.4,45.4,61.9,1.0,329.0,43.0,14.5,1.4,,,795.4,36,56.0
500000,重庆市,2011,816.0,54.0,387.6,23.1,204.3,19.0,17.2,2.1,206.9,9.8,1466.8,38,71.9
500000,重庆市,2010,574.5,48.9,176.3,8.6,320.5,28.1,74.6,12.2,3.1,,1182.7,114,68.3
500000,重庆市,2009,,,,,,,,,,,,,
500000,重庆市,2008,,,,,,,,,,,,,
500000,重庆市,2007,,,,,,,,,,,,,
500000,重庆市,2006,,,,,,,,,,,,,
500000,重庆市,2005,,,,,,,,,,,,,
500000,重庆市,2004,,,,,,,,,,,,,
500000,重庆市,2003,,,,,,,,,,,,,
500000,重庆市,2002,,,,,,,,,,,,,
500000,重庆市,2001,,,,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,,,,
510000,四川省,2019,323.8,33.2,79.0,1.3,237.7,30.5,6.9,1.4,0.2,,487.6,159,340.9
510000,四川省,2018,484.0,65.4,98.7,7.8,357.7,56.0,27.3,1.5,0.3,0.1,836.8,34,340.5
510000,四川省,2017,215.7,32.0,34.8,5.8,142.7,23.5,12.2,2.0,24.1,0.7,421.8,186,153.91
510000,四川省,2016,410.6,60.9,113.0,15.0,138.7,23.9,71.7,12.9,87.2,9.1,741.7,82,77.5
510000,四川省,2015,562.7,57.0,222.9,10.7,258.1,33.3,71.7,12.8,9.7,0.2,997.5,88,132.0
510000,四川省,2014,919.3,80.9,576.8,21.3,292.5,52.1,29.8,5.0,17.5,2.5,1611.9,63,205.4
510000,四川省,2013,1602.9,102.6,800.4,31.9,605.1,57.2,62.4,5.2,25.5,2.4,4555.5,575,1202.6
510000,四川省,2012,943.9,47.5,222.0,16.7,644.4,24.5,47.1,6.1,30.4,0.2,3655.1,222,402.4
510000,四川省,2011,1528.2,183.8,552.8,58.0,519.0,102.1,95.2,2.9,361.2,20.8,4652.4,115,360.4
510000,四川省,2010,2324.0,177.8,627.8,47.5,1507.8,119.7,50.1,8.0,138.3,2.6,4326.4,245,489.9
510000,四川省,2009,,,,,,,,,,,,,
510000,四川省,2008,,,,,,,,,,,,,
510000,四川省,2007,,,,,,,,,,,,,
510000,四川省,2006,,,,,,,,,,,,,
510000,四川省,2005,,,,,,,,,,,,,
510000,四川省,2004,,,,,,,,,,,,,
510000,四川省,2003,,,,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,,
520000,贵州省,2019,141.0,23.9,,,125.8,20.9,15.2,3.0,,,277.2,76,47.0
520000,贵州省,2018,291.7,56.3,132.2,24.3,39.8,6.4,98.3,24.7,21.4,0.9,508.2,9,39.1
520000,贵州省,2017,267.3,41.2,56.5,9.1,164.7,24.8,35.8,6.8,10.3,0.5,531.4,68,57.57
520000,贵州省,2016,330.7,51.7,6.6,0.8,201.1,32.2,111.1,18.5,11.9,0.2,661.7,115,173.3
520000,贵州省,2015,224.4,29.5,18.9,2.2,160.6,20.7,40.8,6.5,4.0,0.1,588.0,68,72.6
520000,贵州省,2014,626.7,97.4,9.5,,411.7,65.1,160.9,30.4,43.9,1.9,1493.8,146,198.0
520000,贵州省,2013,1522.4,309.7,1175.0,271.4,123.3,13.3,169.2,23.9,54.9,1.1,2278.1,66,129.0
520000,贵州省,2012,542.1,42.6,132.5,1.7,301.0,31.2,88.2,9.7,20.4,,1194.8,51,65.8
520000,贵州省,2011,2570.2,552.2,1822.5,487.2,111.1,15.5,84.4,21.5,552.2,28.0,3479.2,83,249.2
520000,贵州省,2010,1681.0,647.9,1271.3,615.3,363.0,29.6,42.8,3.0,3.9,,3082.1,157,178.6
520000,贵州省,2009,,,,,,,,,,,,,
520000,贵州省,2008,,,,,,,,,,,,,
520000,贵州省,2007,,,,,,,,,,,,,
520000,贵州省,2006,,,,,,,,,,,,,
520000,贵州省,2005,,,,,,,,,,,,,
520000,贵州省,2004,,,,,,,,,,,,,
520000,贵州省,2003,,,,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,,
530000,云南省,2019,1568.9,122.7,1432.9,102.3,80.3,12.2,38.1,5.0,17.6,3.2,949.4,70,102.1
530000,云南省,2018,274.8,46.1,,,171.1,34.1,33.5,5.7,70.2,6.3,480.2,64,162.9
530000,云南省,2017,406.6,50.0,102.0,4.9,226.5,30.9,65.4,13.0,12.7,1.2,629.0,110,76.59
530000,云南省,2016,868.5,107.0,47.7,1.9,244.9,44.9,158.1,25.5,417.8,34.7,1168.7,131,141.0
530000,云南省,2015,1028.3,111.6,514.9,47.9,231.6,42.0,112.0,13.8,169.7,7.9,1279.2,104,141.9
530000,云南省,2014,882.0,87.4,332.0,19.1,282.7,41.2,157.1,19.3,74.5,5.0,1414.8,942,444.2
530000,云南省,2013,1231.1,161.7,807.4,97.7,126.1,16.9,185.2,37.0,112.4,10.1,1984.2,179,154.2
530000,云南省,2012,1578.3,142.4,1072.7,106.7,390.5,26.2,72.5,7.8,40.2,1.0,1760.0,242,164.2
530000,云南省,2011,1989.3,259.6,1230.5,207.4,107.6,17.0,141.1,8.7,510.1,26.5,2163.2,114,191.2
530000,云南省,2010,3215.0,908.7,2957.2,881.7,167.6,18.2,62.8,6.3,27.4,2.5,3119.6,234,344.6
530000,云南省,2009,,,,,,,,,,,,,
530000,云南省,2008,,,,,,,,,,,,,
530000,云南省,2007,,,,,,,,,,,,,
530000,云南省,2006,,,,,,,,,,,,,
530000,云南省,2005,,,,,,,,,,,,,
530000,云南省,2004,,,,,,,,,,,,,
530000,云南省,2003,,,,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,,,,
540000,西藏自治区,2019,5.5,0.4,,,3.0,0.3,2.5,0.1,,,11.4,7,1.7
540000,西藏自治区,2018,9.7,3.1,0.3,,9.4,3.1,,,,,23.5,12,7.7
540000,西藏自治区,2017,12.8,2.5,,,10.6,2.2,2.2,0.3,,,29.7,10,17.8
540000,西藏自治区,2016,14.5,6.7,0.8,,12.9,6.4,0.5,0.2,0.3,0.1,45.6,24,33.0
540000,西藏自治区,2015,11.8,1.8,1.3,0.3,7.6,1.2,1.4,0.3,1.5,,55.4,38,107.2
540000,西藏自治区,2014,12.9,4.6,4.1,1.5,3.9,1.1,4.7,2.0,0.2,,17.6,18,1.9
540000,西藏自治区,2013,22.1,4.0,,,12.6,1.2,7.8,2.7,1.7,0.1,151.5,114,42.0
540000,西藏自治区,2012,14.4,2.5,,,6.5,1.1,6.8,1.4,1.1,,49.0,23,2.9
540000,西藏自治区,2011,17.8,0.3,,,5.3,,9.7,,2.8,0.3,57.3,49,16.0
540000,西藏自治区,2010,51.3,6.4,40.3,6.4,4.4,0.0,6.1,,0.5,,63.0,25,5.9
540000,西藏自治区,2009,,,,,,,,,,,,,
540000,西藏自治区,2008,,,,,,,,,,,,,
540000,西藏自治区,2007,,,,,,,,,,,,,
540000,西藏自治区,2006,,,,,,,,,,,,,
540000,西藏自治区,2005,,,,,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,,,
610000,陕西省,2019,645.1,109.0,457.5,71.4,126.9,23.9,15.5,1.7,45.2,12.0,458.8,52,58.8
610000,陕西省,2018,382.4,70.0,4.2,,91.6,18.1,51.2,8.6,235.4,43.3,330.7,13,64.1
610000,陕西省,2017,651.1,92.8,434.2,64.0,82.4,16.7,128.2,11.5,6.3,0.6,687.3,69,162.87
610000,陕西省,2016,632.9,70.1,240.1,22.5,98.3,16.5,286.8,30.0,7.7,1.1,543.9,25,78.4
610000,陕西省,2015,744.3,73.7,561.6,38.1,90.9,19.7,75.5,10.7,16.3,5.2,583.0,104,72.7
610000,陕西省,2014,772.2,102.6,434.7,42.7,143.2,27.0,189.8,31.8,4.5,1.1,1208.5,37,93.4
610000,陕西省,2013,813.4,90.7,400.0,10.0,199.0,49.0,115.5,6.6,98.9,25.1,1471.9,90,231.7
610000,陕西省,2012,508.9,39.9,227.6,6.5,209.3,28.1,62.7,4.5,9.3,0.8,733.2,58,86.4
610000,陕西省,2011,762.5,73.6,260.0,4.9,369.9,65.4,127.1,3.3,5.5,,1372.7,86,156.3
610000,陕西省,2010,1121.5,82.6,421.3,29.6,391.1,51.7,13.3,,295.8,1.3,1572.5,204,297.1
610000,陕西省,2009,,,,,,,,,,,,,
610000,陕西省,2008,,,,,,,,,,,,,
610000,陕西省,2007,,,,,,,,,,,,,
610000,陕西省,2006,,,,,,,,,,,,,
610000,陕西省,2005,,,,,,,,,,,,,
610000,陕西省,2004,,,,,,,,,,,,,
610000,陕西省,2003,,,,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,,
620000,甘肃省,2019,173.6,8.3,2.5,,92.4,2.8,61.5,5.3,17.2,0.2,224.5,22,46.5
620000,甘肃省,2018,764.2,159.4,50.1,4.4,257.5,41.1,90.4,17.5,366.2,96.4,922.8,73,249.8
620000,甘肃省,2017,773.1,66.0,526.7,42.0,82.5,10.6,145.2,13.2,18.7,0.2,668.2,22,105.08
620000,甘肃省,2016,1343.3,131.9,998.2,99.9,104.3,19.0,76.7,6.2,164.1,6.8,997.8,8,91.3
620000,甘肃省,2015,1011.2,76.2,533.1,47.5,80.6,7.0,263.0,20.2,134.5,1.5,658.0,3,61.6
620000,甘肃省,2014,1618.4,66.8,644.2,13.9,155.3,8.0,143.1,22.1,675.8,22.8,1052.7,9,74.6
620000,甘肃省,2013,1282.9,66.3,694.9,19.2,278.6,22.4,200.9,19.3,102.9,5.0,1540.2,165,542.7
620000,甘肃省,2012,1016.5,69.9,498.1,15.6,195.4,33.9,220.3,17.0,102.7,3.4,1185.2,126,134.0
620000,甘肃省,2011,1266.6,155.7,915.6,113.3,102.0,15.6,200.7,22.7,48.3,4.1,1452.3,21,79.0
620000,甘肃省,2010,1304.1,107.8,715.1,63.8,223.4,16.3,73.3,19.3,292.3,8.4,2741.7,1600,222.7
620000,甘肃省,2009,,,,,,,,,,,,,
620000,甘肃省,2008,,,,,,,,,,,,,
620000,甘肃省,2007,,,,,,,,,,,,,
620000,甘肃省,2006,,,,,,,,,,,,,
620000,甘肃省,2005,,,,,,,,,,,,,
620000,甘肃省,2004,,,,,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,,
630000,青海省,2019,70.3,5.9,,,21.0,2.4,38.2,3.4,11.1,0.1,86.9,9,14.3
630000,青海省,2018,51.9,5.4,14.6,,25.3,4.0,10.8,0.8,1.2,0.6,72.9,16,28.2
630000,青海省,2017,272.4,30.8,225.3,17.3,5.0,0.9,42.1,12.6,,,207.6,17,17.42
630000,青海省,2016,134.7,9.8,38.3,,13.5,1.5,66.5,8.3,16.4,,124.4,15,32.1
630000,青海省,2015,220.5,21.6,126.5,5.4,9.8,3.8,49.8,11.9,34.4,0.5,189.5,15,12.0
630000,青海省,2014,169.8,18.1,23.9,0.1,14.1,2.8,67.5,9.7,64.3,5.5,129.8,10,9.3
630000,青海省,2013,171.2,8.3,41.7,,15.5,0.4,30.8,5.3,83.2,2.6,167.5,36,13.6
630000,青海省,2012,154.9,7.8,33.3,1.1,36.0,2.1,49.4,4.6,36.2,,172.7,13,15.1
630000,青海省,2011,285.5,14.0,184.7,8.4,27.7,2.5,65.8,3.1,7.3,,235.6,6,21.5
630000,青海省,2010,111.3,9.0,46.1,,22.3,3.3,42.9,5.7,,,261.3,2729,237.7
630000,青海省,2009,,,,,,,,,,,,,
630000,青海省,2008,,,,,,,,,,,,,
630000,青海省,2007,,,,,,,,,,,,,
630000,青海省,2006,,,,,,,,,,,,,
630000,青海省,2005,,,,,,,,,,,,,
630000,青海省,2004,,,,,,,,,,,,,
630000,青海省,2003,,,,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,29.1,3.6,6.0,,3.6,1.4,16.1,2.0,3.4,0.2,14.6,3,2.9
640000,宁夏回族自治区,2018,148.1,17.5,,,69.9,6.1,21.5,4.7,56.7,6.7,42.6,1,7.3
640000,宁夏回族自治区,2017,174.4,29.5,130.7,23.3,7.0,2.3,33.9,3.5,2.8,0.4,227.2,,12.03
640000,宁夏回族自治区,2016,390.4,62.3,279.2,46.9,11.7,3.7,33.3,3.3,66.2,8.4,186.1,3,17.4
640000,宁夏回族自治区,2015,218.8,27.2,172.1,22.6,4.6,1.8,38.1,2.8,4.0,,131.0,,8.3
640000,宁夏回族自治区,2014,438.3,38.8,227.8,12.9,1.6,,94.2,23.1,114.7,2.8,220.6,4,16.6
640000,宁夏回族自治区,2013,301.3,41.9,194.0,10.6,54.3,5.7,8.3,1.6,44.7,24.0,188.7,9,15.4
640000,宁夏回族自治区,2012,260.3,10.1,104.0,,60.5,4.7,35.5,5.1,60.3,0.3,144.6,12,8.3
640000,宁夏回族自治区,2011,434.7,49.7,366.7,43.3,8.7,0.3,54.6,5.3,4.7,0.8,181.2,1,16.4
640000,宁夏回族自治区,2010,145.4,17.0,15.7,,17.3,6.9,58.0,10.1,54.4,,182.3,5,13.6
640000,宁夏回族自治区,2009,,,,,,,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,572.6,35.2,,,16.3,2.0,549.2,32.5,7.1,0.7,74.4,,41.9
650000,新疆维吾尔自治区,2018,746.0,53.3,10.0,,35.8,5.6,643.7,42.0,56.5,5.7,228.0,42,53.5
650000,新疆维吾尔自治区,2017,287.5,59.9,17.1,3.7,43.9,5.1,204.5,39.6,22.0,11.5,150.1,11,89.11
650000,新疆维吾尔自治区,2016,808.0,95.1,19.5,1.2,418.7,50.4,359.9,42.8,9.9,0.7,196.8,57,121.2
650000,新疆维吾尔自治区,2015,960.0,81.8,224.0,6.8,90.3,21.3,568.5,49.3,77.2,4.4,282.6,19,155.8
650000,新疆维吾尔自治区,2014,1848.6,195.1,576.3,44.0,30.6,3.4,812.2,115.2,429.5,32.5,513.6,28,170.1
650000,新疆维吾尔自治区,2013,564.8,88.9,134.6,8.9,70.4,7.3,321.0,70.4,38.8,2.3,197.1,14,80.4
650000,新疆维吾尔自治区,2012,1125.8,97.1,522.2,28.4,44.7,8.8,431.5,42.3,126.6,17.6,233.4,66,91.3
650000,新疆维吾尔自治区,2011,420.6,56.5,89.0,1.4,45.0,6.0,149.2,48.5,137.4,0.6,171.5,25,36.5
650000,新疆维吾尔自治区,2010,917.4,116.7,235.5,0.9,134.5,7.3,208.3,50.8,339.1,57.7,573.3,76,86.7
650000,新疆维吾尔自治区,2009,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,,,,
