省份编码,省份,年份,水资源总量(亿立方米),地表水资源量(亿立方米),地下水资源量(亿立方米),地表水与地下水资源重复量(亿立方米),人均水资源量(立方米/人)
500000,重庆市,2015,456.2,456.2,103.3,103.3,1518.65444952105
500000,重庆市,2014,642.577984283627,642.577984283627,121.8179,121.8179,2155.94022574611
500000,重庆市,2013,474.346,474.346,96.385,96.385,1603.87489433643
500000,重庆市,2012,476.889693696932,476.889693696932,97.79061,97.79061,1626.49963743838
500000,重庆市,2011,514.577422678189,514.577422678189,98.3122,98.3122,1773.29812316516
500000,重庆市,2010,464.3,464.3,96.3,96.3,1616.8
500000,重庆市,2009,455.91699986648,455.91699986648,81.86101,81.86101,1600.27026980161
500000,重庆市,2008,576.9,576.9,88.4,88.4,2040.31830238727
500000,重庆市,2007,662.96005170116,662.96005170116,77.506567,77.506567,2357.6104256798
500000,重庆市,2006,380.3191,380.3191,57.4508,57.4508,1356.82875490546
500000,重庆市,2005,509.78,509.78,107.68,107.68,1827.4
500000,重庆市,2004,558.76,558.76,104.8,104.8,1789.77
500000,重庆市,2003,,,,,
500000,重庆市,2002,,,,,
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,2748.9,2747.7,616.2,615.1,3288.94472361809
510000,四川省,2018,2952.6,2951.5,635.1,634.0,3548.15838490657
510000,四川省,2017,2467.1,2466.0,607.5,606.4,2978.86983820333
510000,四川省,2016,2340.9,2339.7,593.3,592.1,2843.31349447346
510000,四川省,2015,2220.5,2219.4,584.0,582.9,2717.17184077532
510000,四川省,2014,2557.66,2556.51,606.24,605.09,3148.47048685911
510000,四川省,2013,2470.27,2469.12,607.5,606.35,3052.88200108755
510000,四川省,2012,2892.36,2891.21,614.91,613.76,3587.1563046471
510000,四川省,2011,2239.49,2238.34,578.2,577.05,2782.85322325305
510000,四川省,2010,2575.3,2573.7,595.0,593.4,3173.5
510000,四川省,2009,2332.16,2330.56,579.99,578.39,2857.51393738896
510000,四川省,2008,2489.9,2488.3,598.2,596.6,3061.66615431909
510000,四川省,2007,2299.84,2298.24,584.36,582.76,2822.5822287678
510000,四川省,2006,1865.84,1864.24,534.62,533.02,2278.05384286674
510000,四川省,2005,2922.58,2920.98,590.05,588.45,3569.6
510000,四川省,2004,2434.17,2432.57,582.94,581.34,2789.87
510000,四川省,2003,,,,,
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,1117.0,1117.0,267.0,267.0,3092.8976879413
520000,贵州省,2018,978.7,978.7,252.7,252.7,2726.18384401114
520000,贵州省,2017,1051.5,1051.5,260.8,260.8,2947.44218640505
520000,贵州省,2016,1066.1,1066.1,251.3,251.3,3009.45659844742
520000,贵州省,2015,1153.7,1153.7,282.2,282.2,3278.70250115807
520000,贵州省,2014,1213.12268383596,1213.12268383596,294.431392808654,294.431392808654,3461.1203533123
520000,贵州省,2013,759.438437682587,759.438437682587,235.63349534743,235.63349534743,2174.15066749284
520000,贵州省,2012,974.022935721868,974.022935721868,253.316685592022,253.316685592022,2801.81894094851
520000,贵州省,2011,626.024064683242,626.024064683242,216.60850777878,216.60850777878,1802.11464751774
520000,贵州省,2010,956.5,956.5,251.4,251.4,2726.8
520000,贵州省,2009,910.028837469835,910.028837469835,248.965498107208,248.965498107208,2397.65205498573
520000,贵州省,2008,1140.7,1140.7,265.0,265.0,3019.72203838518
520000,贵州省,2007,1054.62207925501,1054.62207925501,259.89772807629,259.89772807629,2805.2189899056
520000,贵州省,2006,814.633504524585,814.633504524585,235.140196763125,235.140196763125,2176.12796720872
520000,贵州省,2005,834.63,834.63,237.87,237.87,2244.4
520000,贵州省,2004,990.99,990.99,254.68,254.68,2538.42
520000,贵州省,2003,,,,,
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,1533.8,1533.8,554.6,554.6,3166.39141205615
530000,云南省,2018,2206.5,2206.5,772.8,772.8,4582.31659830746
530000,云南省,2017,2202.6,2202.6,762.0,762.0,4602.41341482526
530000,云南省,2016,2088.9,2088.9,699.7,699.7,4391.67455061495
530000,云南省,2015,1871.9,1871.9,607.5,607.5,3959.3049694893
530000,云南省,2014,1726.6252,1726.6252,558.4397,558.4397,3673.27986384427
530000,云南省,2013,1706.693,1706.693,573.293,573.293,3652.24267066124
530000,云南省,2012,1689.77311638252,1689.77311638252,583.216458442881,583.216458442881,3637.91064690848
530000,云南省,2011,1480.2,1480.2,548.06,548.06,3206.53351241281
530000,云南省,2010,1941.4,1941.4,686.0,686.0,4233.1
530000,云南省,2009,1576.59842316402,1576.59842316402,582.641010750012,582.641010750012,3459.72881975867
530000,云南省,2008,2314.5,2314.5,801.6,801.6,5110.96389532958
530000,云南省,2007,2255.5193394163,2255.5193394163,794.615895249318,794.615895249318,5013.93651087319
530000,云南省,2006,1711.67249475347,1711.67249475347,614.94556153999,614.94556153999,3832.24559443293
530000,云南省,2005,1846.43,1846.43,660.37,660.37,4161.7
530000,云南省,2004,2106.3,2106.3,719.81,719.81,4770.78
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,4496.9,4496.9,1037.0,1037.0,129407.194244604
540000,西藏自治区,2018,4658.2,4658.2,1105.7,1105.7,136804.6989721
540000,西藏自治区,2017,4749.9,4749.9,1086.0,1086.0,142311.297987256
540000,西藏自治区,2016,4642.2,4642.2,1028.0,1028.0,141746.564885496
540000,西藏自治区,2015,3853.0,3853.0,803.0,803.0,120120.962713555
540000,西藏自治区,2014,4416.3,4416.3,985.11,985.11,140200.0
540000,西藏自治区,2013,4415.74,4415.74,991.73,991.73,142530.583260708
540000,西藏自治区,2012,4196.35,4196.35,951.89,951.89,137378.052772867
540000,西藏自治区,2011,4402.71,4402.71,990.86,990.86,145779.837747578
540000,西藏自治区,2010,4593.0,4593.0,1033.6,1033.6,153681.9
540000,西藏自治区,2009,4029.16,4029.16,871.45,871.45,139658.925476603
540000,西藏自治区,2008,4560.2,4560.2,1054.3,1054.3,159726.795096322
540000,西藏自治区,2007,4321.38,4321.38,966.05,966.05,152969.203539823
540000,西藏自治区,2006,4157.14,4157.14,933.43,933.43,149001.433691756
540000,西藏自治区,2005,4451.07,4451.07,1013.33,1013.33,161170.6
540000,西藏自治区,2004,4665.16,4665.16,1137.2,1137.2,170261.31
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,495.3,469.7,139.4,113.8,1279.84496124031
610000,陕西省,2018,371.4,347.6,125.0,101.2,964.800623457592
610000,陕西省,2017,449.1,422.6,141.6,115.1,1174.48304178293
610000,陕西省,2016,271.5,249.2,107.4,85.1,713.910070996582
610000,陕西省,2015,333.4,309.2,120.6,96.4,881.064253738048
610000,陕西省,2014,351.635431047754,325.845431047754,124.12,98.3299999999998,932.84369557701
610000,陕西省,2013,353.775904874683,331.473559240284,118.52,96.2176543656014,941.257600679739
610000,陕西省,2012,390.493302255007,367.960835423147,130.19,107.65753316814,1041.91422605526
610000,陕西省,2011,604.41890023183,575.513326804514,164.27,135.356626595824,1616.56300548348
610000,陕西省,2010,507.5,482.5,142.9,117.9,1360.3
610000,陕西省,2009,416.491505088903,393.658706554298,132.394676315275,109.56187778067,1105.63181600452
610000,陕西省,2008,304.0,285.0,107.6,88.6,809.587217043941
610000,陕西省,2007,377.033276410379,349.5936,136.78727886026,109.347602449881,1007.70620449119
610000,陕西省,2006,275.505455637322,246.2554,112.140508021365,82.8904523840424,739.115910495834
610000,陕西省,2005,490.59,468.24,135.29,112.94,1322.70153680237
610000,陕西省,2004,309.41,286.1,111.65,88.34,835.13
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,325.9,312.2,148.7,134.9,1233.5352006056
620000,甘肃省,2018,333.3,325.7,165.6,158.0,1266.57799733992
620000,甘肃省,2017,238.9,231.8,133.4,126.3,912.537361892302
620000,甘肃省,2016,168.4,160.9,108.7,101.2,646.449136276392
620000,甘肃省,2015,164.8,157.3,100.9,93.4,635.027059936459
620000,甘肃省,2014,198.383235714525,190.489,112.6333941175,104.739158402975,766.994918672048
620000,甘肃省,2013,268.897820852373,262.215,138.9061521824,132.223331330027,1042.33051662402
620000,甘肃省,2012,266.95,258.95,139.1,131.13,1038.36444472105
620000,甘肃省,2011,242.210936329227,233.012,129.2891441775,120.090207848273,945.366513324996
620000,甘肃省,2010,215.2,206.7,124.2,115.7,841.7
620000,甘肃省,2009,209.02472752264,201.786,123.593951085752,116.355223563112,794.317794119855
620000,甘肃省,2008,187.5,179.3,114.3,106.2,714.966634890372
620000,甘肃省,2007,228.731369371924,219.076,136.940239192448,127.284869820523,875.862030909149
620000,甘肃省,2006,184.586368428617,176.39,128.747582139571,120.551213710954,709.947570879294
620000,甘肃省,2005,269.6,260.34,150.2,140.94,1042.4
620000,甘肃省,2004,171.93,162.29,105.96,96.32,656.48
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,919.3,898.2,412.7,391.6,15182.4938067713
630000,青海省,2018,961.9,939.5,424.2,401.8,16018.3180682764
630000,青海省,2017,785.7,764.3,355.7,334.3,13188.8607254965
630000,青海省,2016,612.7,591.5,282.5,261.3,10375.9525825572
630000,青海省,2015,589.3,570.1,273.6,254.4,10057.6012288262
630000,青海省,2014,793.86,775.97,349.39,331.5,13675.4521963824
630000,青海省,2013,645.61,629.543143402856,290.77,274.72,11216.5883405579
630000,青海省,2012,895.22,879.21,400.52,384.51,15687.1747244467
630000,青海省,2011,733.12,715.07,331.11,313.06,12956.7707044643
630000,青海省,2010,741.1,715.8,340.1,314.8,13225.0
630000,青海省,2009,895.11,873.94,392.305726935861,371.135726935861,16113.5913591359
630000,青海省,2008,658.1,640.0,298.5,280.4,11900.5424954792
630000,青海省,2007,661.62,643.68,293.7,275.76,12029.4545454545
630000,青海省,2006,569.0,551.1,285.0,267.1,10430.7974335472
630000,青海省,2005,876.1,857.56,374.2,355.66,16176.9
630000,青海省,2004,606.81,588.75,261.98,243.92,11258.07
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,12.6,10.3,18.4,16.1,182.212581344902
640000,宁夏回族自治区,2018,14.7,12.0,18.1,15.4,214.598540145985
640000,宁夏回族自治区,2017,10.8,8.7,19.3,17.2,159.186380720761
640000,宁夏回族自治区,2016,9.6,7.5,18.6,16.5,142.963514519732
640000,宁夏回族自治区,2015,9.2,7.1,20.9,18.8,138.40622226234
640000,宁夏回族自治区,2014,10.066,8.161,21.316,19.411,152.978723404255
640000,宁夏回族自治区,2013,11.402,9.466,22.125,20.189,175.254958922217
640000,宁夏回族自治区,2012,10.81,8.45,21.55,19.19,168.034570664677
640000,宁夏回族自治区,2011,8.76,6.9,21.57,19.72,137.691467372938
640000,宁夏回族自治区,2010,9.3,7.0,22.8,20.4,148.2
640000,宁夏回族自治区,2009,8.422,6.021125,22.07,19.669,135.510860820595
640000,宁夏回族自治区,2008,9.2,6.6,23.2,20.6,149.837133550489
640000,宁夏回族自治区,2007,10.386,7.768,23.323,20.705,171.103789126853
640000,宁夏回族自治区,2006,10.605,8.231,24.86,22.486,176.75
640000,宁夏回族自治区,2005,8.53,6.88,24.17,22.52,143.602693602694
640000,宁夏回族自治区,2004,9.86,7.49,17.1,14.7,167.68
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,870.1,829.7,508.5,468.0,3473.45309381238
650000,新疆维吾尔自治区,2018,858.8,817.8,497.0,456.0,3482.56285482563
650000,新疆维吾尔自治区,2017,1018.6,969.5,587.0,537.9,4206.41410011811
650000,新疆维吾尔自治区,2016,1093.4,1039.3,610.4,556.3,4596.04875998319
650000,新疆维吾尔自治区,2015,930.3,880.1,544.9,494.7,3994.24670473574
650000,新疆维吾尔自治区,2014,726.93497823714,686.553536299355,443.932001605865,403.55055966808,3186.9135389616
650000,新疆维吾尔自治区,2013,955.989567248521,905.629080596961,560.154184414601,509.793697763041,4251.88498102429
650000,新疆维吾尔自治区,2012,900.62535010711,851.601521816651,557.035890225847,508.012061935389,4055.50997573837
650000,新疆维吾尔自治区,2011,885.65,840.97,540.2,495.51,4031.34402410659
650000,新疆维吾尔自治区,2010,1113.1,1051.2,624.3,562.3,5125.2
650000,新疆维吾尔自治区,2009,754.31103730627,713.664074639531,470.470678214052,429.823715547313,3516.6015725234
650000,新疆维吾尔自治区,2008,815.6,772.5,518.5,475.3,3859.914813062
650000,新疆维吾尔自治区,2007,863.774021903825,816.644147501701,513.994134815674,466.86426041355,4167.78780170724
650000,新疆维吾尔自治区,2006,953.101257453067,903.844406186821,554.107328795377,504.850477529131,4695.0800859757
650000,新疆维吾尔自治区,2005,962.81,910.65,562.57,510.41,4808.9
650000,新疆维吾尔自治区,2004,855.39,809.15,502.63,456.4,4357.56
650000,新疆维吾尔自治区,2003,,,,,
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
