省份编码,省份,年份,医疗卫生机构诊疗人次(亿次),医疗卫生机构门急诊诊疗人次数(亿次),医疗卫生机构观察室留观病例数(万人),医疗卫生机构门诊健康检查人数(万人),医疗卫生机构急诊抢救成功率(%),医疗卫生机构急诊病死率(%),医疗卫生机构观察室病死率(%)
460000,海南省,2013,0.42478527,0.41753114,20.0497,163.2657,,0.035185703701685,0.01246901449897
460000,海南省,2012,0.39040679,0.38471153,11.3304,148.3898,,0.047360948018623,0.011473557862035
460000,海南省,2011,0.37025321,0.36589174,8.5884,134.4475,95.7161458333333,0.035177943887361,0.003493083694285
460000,海南省,2010,0.33567311,0.3309744,9.3447,120.6991,88.7988488336868,0.038627430775346,0.035314135285242
460000,海南省,2009,,,,,,,
460000,海南省,2008,,,,,,,
460000,海南省,2007,,,,,,,
460000,海南省,2006,,,,,,,
460000,海南省,2005,,,,,,,
460000,海南省,2004,,,,,,,
460000,海南省,2003,,,,,,,
460000,海南省,2002,,,,,,,
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
500000,重庆市,2019,1.75482812,1.69315892,214.1234,910.8322,,0.07,0.02
500000,重庆市,2018,1.59687654,1.53965142,209.6204,819.9461,,0.07,0.01
500000,重庆市,2017,1.55527341,1.49868924,225.6184,790.0629,,0.08,0.01
500000,重庆市,2016,1.49056718,1.43627905,239.5851,751.83,,0.0848117484,0.0151511926
500000,重庆市,2015,1.45002951,1.39200712,273.6671,736.599,,0.083385723129181,0.021193632701921
500000,重庆市,2014,1.37979802,1.31982387,310.6192,720.2475,,0.0622008287,0.0115253661
500000,重庆市,2013,1.39099534,1.31302308,358.8325,684.7486,,0.070314927165455,0.004737586478371
500000,重庆市,2012,1.33049766,1.25412083,361.0375,758.8179,,0.076239408634017,0.005262611224596
500000,重庆市,2011,1.25215307,1.18905105,367.3585,687.3353,97.9051400457468,0.08106140862935,0.006315356797243
500000,重庆市,2010,1.16239434,1.1055823,374.793,511.5447,97.7165854691803,0.074962797672289,0.005683137091675
500000,重庆市,2009,,,,,,,
500000,重庆市,2008,,,,,,,
500000,重庆市,2007,,,,,,,
500000,重庆市,2006,,,,,,,
500000,重庆市,2005,,,,,,,
500000,重庆市,2004,,,,,,,
500000,重庆市,2003,,,,,,,
500000,重庆市,2002,,,,,,,
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,5.60264451,5.3089753,276.1033,3135.0674,,0.07,0.06
510000,四川省,2018,5.15993846,4.91195593,263.0029,3060.0928,,0.07,0.04
510000,四川省,2017,4.85308922,4.6576478,283.7994,3055.3445,,0.07,0.04
510000,四川省,2016,4.64246426,4.46918151,280.2962,2823.6515,,0.0730313091,0.0433826788
510000,四川省,2015,4.50819345,4.34444621,296.3932,2776.9296,,0.069910029054182,0.037551468792131
510000,四川省,2014,4.45206023,4.27506915,350.2563,2726.4658,,0.0662199445,0.0298923959
510000,四川省,2013,4.35486086,4.18120304,416.944,2738.8515,,0.069438137443643,0.029380444376223
510000,四川省,2012,4.24388851,4.05816917,360.8965,2946.569,,0.070243352177829,0.04117523999263
510000,四川省,2011,3.89125909,3.72983811,468.7266,2816.1965,97.452199523164,0.077956806096982,0.032150938308174
510000,四川省,2010,3.61729527,3.48352434,497.8744,1895.4997,98.2497969943394,0.080587305190434,0.029244323467927
510000,四川省,2009,,,,,,,
510000,四川省,2008,,,,,,,
510000,四川省,2007,,,,,,,
510000,四川省,2006,,,,,,,
510000,四川省,2005,,,,,,,
510000,四川省,2004,,,,,,,
510000,四川省,2003,,,,,,,
510000,四川省,2002,,,,,,,
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,1.75797327,1.71034357,155.3365,826.0876,,0.04,0.03
520000,贵州省,2018,1.6358618,1.5749366,134.3119,856.2283,,0.05,0.03
520000,贵州省,2017,1.52417881,1.46244558,149.8695,845.612,,0.05,0.22
520000,贵州省,2016,1.3844499,1.32360465,140.1887,784.0359,,0.0463718467,0.0284616378
520000,贵州省,2015,1.32011646,1.26234583,156.0801,916.934,,0.041408538849284,0.025115309382811
520000,贵州省,2014,1.30160314,1.2404864,178.554,791.8794,,0.0367108046,0.0179777546
520000,贵州省,2013,1.26624108,1.20155251,249.8942,855.0186,,0.038737850401465,0.024010161100178
520000,贵州省,2012,1.15151333,1.09021754,224.189,933.008,,0.05091769012058,0.021633532421305
520000,贵州省,2011,1.08106958,1.02497844,209.7554,968.3295,98.6805311769904,0.047719426589075,0.031703593804975
520000,贵州省,2010,1.02808822,0.98034583,209.9669,628.0218,98.7164262399336,0.05754001037931,0.024813434879498
520000,贵州省,2009,,,,,,,
520000,贵州省,2008,,,,,,,
520000,贵州省,2007,,,,,,,
520000,贵州省,2006,,,,,,,
520000,贵州省,2005,,,,,,,
520000,贵州省,2004,,,,,,,
520000,贵州省,2003,,,,,,,
520000,贵州省,2002,,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,2.82443267,2.75083494,327.9985,1131.5252,,0.04,0.06
530000,云南省,2018,2.5832825,2.53056577,321.221,1029.8816,,0.04,0.06
530000,云南省,2017,2.5463995,2.49178391,349.0511,1005.273,,0.04,0.06
530000,云南省,2016,2.44601498,2.38511658,365.197,980.811,,0.0349487124,0.05837945
530000,云南省,2015,2.28366499,2.22761584,381.2312,982.2719,,0.03945111817692,0.049235214746327
530000,云南省,2014,2.18902301,2.12355002,429.0907,902.0933,,0.0403150785,0.0407839182
530000,云南省,2013,2.11198345,2.04830678,443.973,891.0046,,0.045952102285703,0.03813294952621
530000,云南省,2012,2.00092496,1.93594354,437.3583,944.474,,0.042332675095156,0.032924949635116
530000,云南省,2011,1.80248724,1.74519168,456.8499,801.6781,98.0818075986877,0.03533790220763,0.023946596026397
530000,云南省,2010,1.7613239,1.69985017,439.9265,684.2197,95.9025276777378,0.043350122190257,0.040915925728502
530000,云南省,2009,,,,,,,
530000,云南省,2008,,,,,,,
530000,云南省,2007,,,,,,,
530000,云南省,2006,,,,,,,
530000,云南省,2005,,,,,,,
530000,云南省,2004,,,,,,,
530000,云南省,2003,,,,,,,
530000,云南省,2002,,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,0.16342879,0.14874799,5.9058,178.9304,,0.06,0.12
540000,西藏自治区,2018,0.16407954,0.14903022,7.9691,177.8644,,0.04,0.14
540000,西藏自治区,2017,0.15995616,0.15001161,9.8207,177.6055,,0.05,0.05
540000,西藏自治区,2016,0.13941952,0.13269918,9.1398,142.2031,,0.0355268664,0.0185999694
540000,西藏自治区,2015,0.13761702,0.127955,9.8872,120.2163,,0.078128334604543,0.011125495590258
540000,西藏自治区,2014,0.13130998,0.12352932,11.2226,115.3667,,0.0309316037,0.0356423645
540000,西藏自治区,2013,0.11784297,0.1113178,13.6699,90.6018,,0.050026477978209,0.035113643845237
540000,西藏自治区,2012,0.10123668,0.09596798,2.2106,72.4601,,0.052674468685028,0.113091468379625
540000,西藏自治区,2011,0.10502419,0.09730933,11.714,27.8781,98.0180454176805,0.053248747392074,0.037561891753457
540000,西藏自治区,2010,0.0959192,0.09227816,11.5634,14.5231,99.4641364731331,0.059862495847039,0.024214331425013
540000,西藏自治区,2009,,,,,,,
540000,西藏自治区,2008,,,,,,,
540000,西藏自治区,2007,,,,,,,
540000,西藏自治区,2006,,,,,,,
540000,西藏自治区,2005,,,,,,,
540000,西藏自治区,2004,,,,,,,
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,2.08989669,2.04851399,10.7363,1137.6934,,0.07,0.28
610000,陕西省,2018,1.96279774,1.91699871,17.4103,1029.3484,,0.08,0.31
610000,陕西省,2017,1.91553873,1.86992245,23.2448,996.3865,,0.08,0.15
610000,陕西省,2016,1.84998227,1.80194257,20.4179,888.8388,,0.0861208936,0.176805646
610000,陕西省,2015,1.75011144,1.69859488,18.2102,828.554,,0.094760417058757,0.356393669481939
610000,陕西省,2014,1.75084631,1.69930418,21.9541,782.89,,0.0921074235,0.1771878601
610000,陕西省,2013,1.71916585,1.65795263,30.1385,827.3391,,0.100541886621318,0.087927401828226
610000,陕西省,2012,1.6052354,1.53344475,41.1407,798.9278,,0.091149953817833,0.106220846995797
610000,陕西省,2011,1.46659544,1.4010471,47.7545,799.3015,97.4363618927875,0.087369772160652,0.106377409458794
610000,陕西省,2010,1.43316703,1.36134362,60.1774,732.6081,96.0665658093797,0.092903953494083,0.083253846128281
610000,陕西省,2009,,,,,,,
610000,陕西省,2008,,,,,,,
610000,陕西省,2007,,,,,,,
610000,陕西省,2006,,,,,,,
610000,陕西省,2005,,,,,,,
610000,陕西省,2004,,,,,,,
610000,陕西省,2003,,,,,,,
610000,陕西省,2002,,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,1.26888408,1.19849163,95.5648,741.2466,,0.07,0.02
620000,甘肃省,2018,1.32459276,1.23337377,99.2725,775.3336,,0.08,0.06
620000,甘肃省,2017,1.34580051,1.25897675,113.2569,793.3051,,0.11,0.53
620000,甘肃省,2016,1.30420565,1.22073254,128.0303,935.2515,,0.1025416753,0.564631966
620000,甘肃省,2015,1.25307849,1.16956652,154.9823,833.2551,,0.107763062220347,0.03516530597365
620000,甘肃省,2014,1.23287048,1.14923824,174.4173,855.3767,,0.0979801969,0.0229908386
620000,甘肃省,2013,1.23929555,1.15081074,174.107,887.3803,,0.141110605749737,0.017001039590597
620000,甘肃省,2012,1.19205625,1.09710396,197.8755,929.4995,,0.109487010343785,0.029210286265859
620000,甘肃省,2011,1.07000739,0.97949211,204.4559,822.1823,89.8144918098871,0.120871984920228,0.024014958727041
620000,甘肃省,2010,1.00447867,0.93189575,193.4411,547.9771,98.405348050416,0.11685868867998,0.031430755925189
620000,甘肃省,2009,,,,,,,
620000,甘肃省,2008,,,,,,,
620000,甘肃省,2007,,,,,,,
620000,甘肃省,2006,,,,,,,
620000,甘肃省,2005,,,,,,,
620000,甘肃省,2004,,,,,,,
620000,甘肃省,2003,,,,,,,
620000,甘肃省,2002,,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,0.26593571,0.24711874,30.243,164.3128,,0.18,0.01
630000,青海省,2018,0.25335884,0.23578092,31.1633,163.668,,0.19,0.01
630000,青海省,2017,0.25454783,0.23385174,37.1039,184.0368,,0.18,0.01
630000,青海省,2016,0.23566318,0.21976031,41.6389,147.61,,0.2445949625,0.0086457615
630000,青海省,2015,0.22817098,0.21345844,36.5422,161.6087,,0.26223796420163,0.012861841925226
630000,青海省,2014,0.2253419,0.21219812,50.774,169.1543,,0.2837415953,0.0135896325
630000,青海省,2013,0.2203526,0.20668811,65.4372,177.6668,,0.231006222974841,0.019102284327569
630000,青海省,2012,0.21340691,0.19969119,55.4329,154.0806,,0.173338389036347,0.02705974249949
630000,青海省,2011,0.20826836,0.19591603,51.307,169.1919,92.8211399087357,0.178822880130506,0.037421794297074
630000,青海省,2010,0.18760929,0.17688941,45.6814,129.9713,96.5632129793938,0.19865822558823,0.045751662602284
630000,青海省,2009,,,,,,,
630000,青海省,2008,,,,,,,
630000,青海省,2007,,,,,,,
630000,青海省,2006,,,,,,,
630000,青海省,2005,,,,,,,
630000,青海省,2004,,,,,,,
630000,青海省,2003,,,,,,,
630000,青海省,2002,,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,0.4358323,0.4180222,51.7752,249.5612,,0.1,0.01
640000,宁夏回族自治区,2018,0.41456678,0.39880866,47.1649,233.5994,,0.11,0.01
640000,宁夏回族自治区,2017,0.4008581,0.38677963,50.1631,197.7217,,0.13,0.02
640000,宁夏回族自治区,2016,0.38321962,0.36888941,48.2745,188.983,,0.1066864682,0.0244435468
640000,宁夏回族自治区,2015,0.35769882,0.34443947,51.7976,211.2137,,0.124898067528415,0.022008741717763
640000,宁夏回族自治区,2014,0.35620816,0.34291903,64.4927,224.0767,,0.1293384051,0.0203123764
640000,宁夏回族自治区,2013,0.33385282,0.31933834,72.679,266.3837,,0.140894272875804,0.011970445383123
640000,宁夏回族自治区,2012,0.31151686,0.3000068,65.0137,244.34,,0.140160543101803,0.021533922850107
640000,宁夏回族自治区,2011,0.28123628,0.27141988,60.7717,211.3231,96.2790395284327,0.133767265458832,0.005923809931267
640000,宁夏回族自治区,2010,0.25910262,0.24848144,61.4852,172.2295,95.3956926758397,0.166601401867748,0.010246368231705
640000,宁夏回族自治区,2009,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,1.20319753,1.13490143,57.8516,1658.5796,,0.19,0.36
650000,新疆维吾尔自治区,2018,1.07192107,1.01608598,62.1365,1181.9909,,0.18,0.25
650000,新疆维吾尔自治区,2017,1.12419725,1.06624465,63.5951,1184.1524,,0.14,0.24
650000,新疆维吾尔自治区,2016,1.09230285,1.04134362,66.128,1075.0955,,0.1402770391,0.1785930317
650000,新疆维吾尔自治区,2015,1.0333272,0.98889684,69.1412,690.0713,,0.151355046410288,0.212897664489479
650000,新疆维吾尔自治区,2014,0.99789713,0.95772591,67.1075,593.4047,,0.1398611242,0.2439369668
650000,新疆维吾尔自治区,2013,0.93819545,0.90451699,73.5227,590.5101,,0.13157164710265,0.114250428779139
650000,新疆维吾尔自治区,2012,0.83865584,0.8054502,91.1749,572.9917,,0.16520795944832,0.100466246741154
650000,新疆维吾尔自治区,2011,0.7680386,0.74011511,90.2736,495.0244,93.4004199732744,0.167242748801677,0.108891192995516
650000,新疆维吾尔自治区,2010,0.74372651,0.71353422,96.4508,416.252,94.2946726173662,0.191166237863296,0.078796650727625
650000,新疆维吾尔自治区,2009,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
