省份编码,省份,年份,乡镇卫生院诊疗人次(亿次),乡镇卫生院入院人数(万人),乡镇卫生院病床使用率(%),乡镇卫生院出院者平均住院日(日)
620000,甘肃省,2016,0.20064789,67.758,59.9699625921,6.4491179617
620000,甘肃省,2015,0.19578,59.5,57.1,6.8
620000,甘肃省,2014,0.19925363,57.2514,56.0122218123,6.8558956314
620000,甘肃省,2013,0.21634828,60.5802,57.3116550768373,6.23050340047509
620000,甘肃省,2012,0.214831,62.3781,59.4116551482592,6.25847036151811
620000,甘肃省,2011,0.1907882,54.1845,53.9492072677749,6.49845135066912
620000,甘肃省,2010,0.16622349,55.7397,54.3773357248188,5.98344152908627
620000,甘肃省,2009,0.16,,58.6991932437908,5.96991789191026
620000,甘肃省,2008,0.16,,51.8811141264773,5.15159848745273
620000,甘肃省,2007,,,,
620000,甘肃省,2006,,,,
620000,甘肃省,2005,,,,
620000,甘肃省,2004,,,,
620000,甘肃省,2003,,,,
620000,甘肃省,2002,,,,
620000,甘肃省,2001,,,,
620000,甘肃省,2000,,,,
630000,青海省,2019,0.02724771,9.7514,45.57,6.0
630000,青海省,2018,0.02644298,9.8211,47.8,5.8
630000,青海省,2017,0.02807952,12.0777,52.83,5.2
630000,青海省,2016,0.0258758,11.4898,55.0512779931,5.5291539183
630000,青海省,2015,0.02523,10.1,52.9,6.0
630000,青海省,2014,0.026672,13.3355,58.7405421412,5.2332443934
630000,青海省,2013,0.02811925,16.5595,59.7486826388884,4.28049671734102
630000,青海省,2012,0.02909371,17.5814,60.5519667380031,4.19637341035825
630000,青海省,2011,0.02901257,15.247,57.988604601161,3.70347303906395
630000,青海省,2010,0.02786588,11.6463,53.1568029021082,4.00640660713224
630000,青海省,2009,0.03,,55.8945737633498,3.96982838472809
630000,青海省,2008,0.02,,52.3115925948341,3.31915692373699
630000,青海省,2007,,,,
630000,青海省,2006,,,,
630000,青海省,2005,,,,
630000,青海省,2004,,,,
630000,青海省,2003,,,,
630000,青海省,2002,,,,
630000,青海省,2001,,,,
630000,青海省,2000,,,,
640000,宁夏回族自治区,2019,0.06752611,5.1226,37.6,6.9
640000,宁夏回族自治区,2018,0.06473232,5.7744,41.1,6.8
640000,宁夏回族自治区,2017,0.07204334,5.8595,48.23,6.7
640000,宁夏回族自治区,2016,0.06705863,4.8759,49.1313545671,6.6384650851
640000,宁夏回族自治区,2015,0.06132,5.8,48.3,5.6
640000,宁夏回族自治区,2014,0.06150473,5.0566,48.0735911405,6.6888048992
640000,宁夏回族自治区,2013,0.05592712,5.4016,53.4392578484434,7.21987805115618
640000,宁夏回族自治区,2012,0.05481286,5.6964,53.1427806412745,6.55003062921152
640000,宁夏回族自治区,2011,0.05041264,6.2955,53.0364872059147,6.10156571899464
640000,宁夏回族自治区,2010,0.04510503,6.4771,51.4396856786012,5.6081411707138
640000,宁夏回族自治区,2009,0.04,,50.8901922570128,5.16624794126678
640000,宁夏回族自治区,2008,0.04,,48.3871331701098,4.46864520727697
640000,宁夏回族自治区,2007,,,,
640000,宁夏回族自治区,2006,,,,
640000,宁夏回族自治区,2005,,,,
640000,宁夏回族自治区,2004,,,,
640000,宁夏回族自治区,2003,,,,
640000,宁夏回族自治区,2002,,,,
640000,宁夏回族自治区,2001,,,,
640000,宁夏回族自治区,2000,,,,
650000,新疆维吾尔自治区,2019,0.25113871,84.8483,65.32,6.3
650000,新疆维吾尔自治区,2018,0.20937511,84.91,65.6,6.2
650000,新疆维吾尔自治区,2017,0.22725425,96.4361,71.73,6.2
650000,新疆维吾尔自治区,2016,0.21709646,101.6741,73.9735833253,6.1086295017
650000,新疆维吾尔自治区,2015,0.20104,100.0,74.0,6.0
650000,新疆维吾尔自治区,2014,0.17792307,93.2252,71.3878036498,5.7483264296
650000,新疆维吾尔自治区,2013,0.15416947,87.563,70.1640806494691,5.73053238702102
650000,新疆维吾尔自治区,2012,0.1190975,81.652,68.0329912550936,5.96664279797942
650000,新疆维吾尔自治区,2011,0.10580465,74.1501,67.2924820130998,5.77001668921786
650000,新疆维吾尔自治区,2010,0.10885645,72.3772,67.8707720060195,5.32285890239726
650000,新疆维吾尔自治区,2009,0.12,,66.3309594030205,5.32705082420655
650000,新疆维吾尔自治区,2008,0.11,,64.542366811856,4.96837990207539
650000,新疆维吾尔自治区,2007,,,,
650000,新疆维吾尔自治区,2006,,,,
650000,新疆维吾尔自治区,2005,,,,
650000,新疆维吾尔自治区,2004,,,,
650000,新疆维吾尔自治区,2003,,,,
650000,新疆维吾尔自治区,2002,,,,
650000,新疆维吾尔自治区,2001,,,,
650000,新疆维吾尔自治区,2000,,,,
