省份编码,省份,年份,医院病床周转次数(次),医院病床工作日(日),医院病床使用率(%),医院平均住院日(日),政府办医院病床周转次数(次),政府办医院病床工作日(日),政府办医院病床使用率(%),政府办医院平均住院日(日)
460000,海南省,2008,,,,,,,,
460000,海南省,2007,,,,,,,,
460000,海南省,2006,,,,,,,,
460000,海南省,2005,,,,,,,,
460000,海南省,2004,,,,,,,,
460000,海南省,2003,,,,,,,,
460000,海南省,2002,,,,,,,,
460000,海南省,2001,,,,,,,,
460000,海南省,2000,,,,,,,,
500000,重庆市,2019,,300.2,82.2,9.4,,,,
500000,重庆市,2018,,300.0,82.2,9.4,,,,
500000,重庆市,2017,,307.1,84.13,9.31,,,,
500000,重庆市,2016,,308.0079925443,84.385751382,9.1651253243,,,,
500000,重庆市,2015,,317.0,86.8,9.3,,336.5,92.2,9.8
500000,重庆市,2014,,322.8758778687,88.4591446216,9.5074397315,,343.6555375891,94.1522020792,9.9614707615
500000,重庆市,2013,,326.970998970994,89.5810956084916,9.89013947425708,,345.771029476662,94.7317888977155,10.4399483157463
500000,重庆市,2012,,336.242393498865,91.8695064204548,10.517146756036,,352.87994210347,96.4152847277241,10.9876053250519
500000,重庆市,2011,29.5675083856038,332.940554349217,91.2165902326623,10.7143042665394,31.0879313002173,356.739708369062,97.7369064024828,11.0379161185113
500000,重庆市,2010,28.8065578039627,328.743202915234,90.0666309356807,10.9722189344016,30.6265318761852,356.997767294909,97.8076074780572,11.121146315538
500000,重庆市,2009,,,,,,,,
500000,重庆市,2008,,,,,,,,
500000,重庆市,2007,,,,,,,,
500000,重庆市,2006,,,,,,,,
500000,重庆市,2005,,,,,,,,
500000,重庆市,2004,,,,,,,,
500000,重庆市,2003,,,,,,,,
500000,重庆市,2002,,,,,,,,
500000,重庆市,2001,,,,,,,,
500000,重庆市,2000,,,,,,,,
510000,四川省,2019,,326.2,89.4,10.3,,,,
510000,四川省,2018,,323.8,88.7,10.5,,,,
510000,四川省,2017,,333.4,91.34,10.45,,,,
510000,四川省,2016,,329.1184672686,90.1694430873,10.0657252538,,,,
510000,四川省,2015,,327.1,89.6,10.1,,357.3,97.9,10.6
510000,四川省,2014,,335.8158573964,92.0043444922,10.0215410663,,364.9434943556,99.9845190015,10.4411095797
510000,四川省,2013,,348.186588124632,95.3935857875705,10.2710534020224,,373.764645295887,102.401272683805,10.7219297133846
510000,四川省,2012,,356.589824259983,97.4289137322357,10.3492964943489,,381.45722584744,104.223285750667,10.8538424755358
510000,四川省,2011,31.5759389804153,352.78568477271,96.653612266496,10.611946675729,33.3709559221606,378.567169207801,103.717032659672,10.815668661234
510000,四川省,2010,30.7983063427624,347.022351530805,95.0746168577547,10.7463495489426,32.7119681264157,371.954095434238,101.905231625819,10.8953774255047
510000,四川省,2009,,,,,,,,
510000,四川省,2008,,,,,,,,
510000,四川省,2007,,,,,,,,
510000,四川省,2006,,,,,,,,
510000,四川省,2005,,,,,,,,
510000,四川省,2004,,,,,,,,
510000,四川省,2003,,,,,,,,
510000,四川省,2002,,,,,,,,
510000,四川省,2001,,,,,,,,
510000,四川省,2000,,,,,,,,
520000,贵州省,2019,,297.4,81.5,8.2,,,,
520000,贵州省,2018,,298.4,81.8,8.1,,,,
520000,贵州省,2017,,291.8,79.93,8.15,,,,
520000,贵州省,2016,,285.4464341595,78.2045025095,8.5395135564,,,,
520000,贵州省,2015,,295.2,80.9,8.3,,336.1,92.1,8.8
520000,贵州省,2014,,301.9147327118,82.7163651265,8.4537103158,,340.8405177067,93.3809637553,8.98706685
520000,贵州省,2013,,311.126608380259,85.240166679523,8.52815496857951,,347.247379999895,95.1362684931219,9.44327174900929
520000,贵州省,2012,,326.209344500842,89.1282362024157,8.87210937163604,,352.448315500129,96.2973539617839,9.75134616520172
520000,贵州省,2011,32.4286278495148,318.011719518856,87.1264984983166,9.24219596550651,34.2855489789905,350.783770989008,96.1051427367146,9.644217993382
520000,贵州省,2010,30.8596272581122,315.42714142301,86.4183949104136,9.67921501206621,33.1100010818412,346.648229964016,94.9721177983606,9.75432980054853
520000,贵州省,2009,,,,,,,,
520000,贵州省,2008,,,,,,,,
520000,贵州省,2007,,,,,,,,
520000,贵州省,2006,,,,,,,,
520000,贵州省,2005,,,,,,,,
520000,贵州省,2004,,,,,,,,
520000,贵州省,2003,,,,,,,,
520000,贵州省,2002,,,,,,,,
520000,贵州省,2001,,,,,,,,
520000,贵州省,2000,,,,,,,,
530000,云南省,2019,,305.8,83.8,8.5,,,,
530000,云南省,2018,,313.0,85.8,8.6,,,,
530000,云南省,2017,,303.6,83.19,8.51,,,,
530000,云南省,2016,,303.0264555729,83.0209467323,8.5524211774,,,,
530000,云南省,2015,,302.6,82.9,8.8,,337.2,92.4,9.1
530000,云南省,2014,,312.2243482575,85.5409173308,9.0146575206,,343.6249334888,94.1438173942,9.3164773067
530000,云南省,2013,,311.70269689819,85.397999150189,9.344736706251,,342.140398818927,93.7370955668292,9.73034820984942
530000,云南省,2012,,326.176825018008,89.1193510978163,9.65737066297739,,354.857413217384,96.955577381799,10.0034372589587
530000,云南省,2011,31.3508476142122,323.671719494954,88.677183423275,9.92138840792941,33.9924589350706,359.355086388904,98.4534483257271,10.2482950612826
530000,云南省,2010,30.7873977058772,321.65382996907,88.1243369778274,10.015449556775,32.8424991282675,355.454227181382,97.3847197757211,10.4803107120577
530000,云南省,2009,,,,,,,,
530000,云南省,2008,,,,,,,,
530000,云南省,2007,,,,,,,,
530000,云南省,2006,,,,,,,,
530000,云南省,2005,,,,,,,,
530000,云南省,2004,,,,,,,,
530000,云南省,2003,,,,,,,,
530000,云南省,2002,,,,,,,,
530000,云南省,2001,,,,,,,,
530000,云南省,2000,,,,,,,,
540000,西藏自治区,2019,,236.5,64.8,9.2,,,,
540000,西藏自治区,2018,,235.8,64.6,8.9,,,,
540000,西藏自治区,2017,,263.1,72.09,8.72,,,,
540000,西藏自治区,2016,,271.8253821172,74.4727074294,9.1770850066,,,,
540000,西藏自治区,2015,,267.3,73.2,8.8,,283.7,77.7,10.2
540000,西藏自治区,2014,,275.1704560043,75.3891660286,9.8414961736,,282.3879948667,77.3665739361,10.2593753123
540000,西藏自治区,2013,,268.854947690122,73.6588897781156,10.496823124639,,271.427970250147,74.3638274657938,10.980453985424
540000,西藏自治区,2012,,263.656872071466,72.0373967408378,11.0649313501144,,263.73910690089,72.0598652734673,11.1928479952714
540000,西藏自治区,2011,22.2251545754538,253.868475655256,69.5530070288371,10.7082776813143,21.6141004905039,255.2467637039,69.9306201928492,11.0265397322363
540000,西藏自治区,2010,19.3321128126935,238.505928509536,65.3440900026126,11.3313032774838,19.3017420627688,243.426182420135,66.6921047726396,11.5431324877706
540000,西藏自治区,2009,,,,,,,,
540000,西藏自治区,2008,,,,,,,,
540000,西藏自治区,2007,,,,,,,,
540000,西藏自治区,2006,,,,,,,,
540000,西藏自治区,2005,,,,,,,,
540000,西藏自治区,2004,,,,,,,,
540000,西藏自治区,2003,,,,,,,,
540000,西藏自治区,2002,,,,,,,,
540000,西藏自治区,2001,,,,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,,298.2,81.7,8.7,,,,
610000,陕西省,2018,,306.4,84.0,8.9,,,,
610000,陕西省,2017,,305.4,83.67,9.05,,,,
610000,陕西省,2016,,300.0923667364,82.2170867771,9.1642003911,,,,
610000,陕西省,2015,,304.4,83.4,9.4,,325.7,89.2,9.5
610000,陕西省,2014,,316.4673848542,86.7033931107,9.5662566337,,335.9138882527,92.031202261,9.6881859405
610000,陕西省,2013,,319.967017477314,87.662196569127,9.79921076112899,,339.697876543767,93.0679113818539,9.90276247801711
610000,陕西省,2012,,328.836221831059,89.8459622489233,10.1479782817319,,345.838671552527,94.4914403148981,10.2818654421999
610000,陕西省,2011,28.4801316300412,306.706777045081,84.0292539849537,10.4789388191001,31.6298480340174,344.804041884961,94.4668607904001,10.6345671682998
610000,陕西省,2010,27.8928987817239,300.148080682418,82.2323508718954,10.5111396453604,31.0886638293301,338.073419785565,92.6228547357712,10.7060164705089
610000,陕西省,2009,,,,,,,,
610000,陕西省,2008,,,,,,,,
610000,陕西省,2007,,,,,,,,
610000,陕西省,2006,,,,,,,,
610000,陕西省,2005,,,,,,,,
610000,陕西省,2004,,,,,,,,
610000,陕西省,2003,,,,,,,,
610000,陕西省,2002,,,,,,,,
610000,陕西省,2001,,,,,,,,
610000,陕西省,2000,,,,,,,,
620000,甘肃省,2019,,300.4,82.3,8.6,,,,
620000,甘肃省,2018,,297.9,81.6,8.4,,,,
620000,甘肃省,2017,,297.6,81.55,8.81,,,,
620000,甘肃省,2016,,301.5880789964,82.6268709579,9.0849399136,,,,
620000,甘肃省,2015,,300.0,82.2,9.7,,306.9,84.1,9.7
620000,甘肃省,2014,,304.4940537691,83.4230284299,9.4681536708,,308.8488187686,84.6161147311,9.5449265395
620000,甘肃省,2013,,308.713729587841,84.5791039966688,9.68241662183137,,312.468294652033,85.6077519594611,9.75117113930029
620000,甘肃省,2012,,313.215099818021,85.5778961251425,10.1037862026666,,316.612624764719,86.5061816297047,10.1825686406329
620000,甘肃省,2011,27.2533946428213,299.755583869416,82.1248174984701,10.4045331903763,29.3292930281985,314.49824830194,86.1639036443671,10.2513655052585
620000,甘肃省,2010,25.2158173260698,286.927834894186,78.6103657244344,10.5019046573335,27.1023488057519,300.152023232699,82.2334310226573,10.3876744577098
620000,甘肃省,2009,,,,,,,,
620000,甘肃省,2008,,,,,,,,
620000,甘肃省,2007,,,,,,,,
620000,甘肃省,2006,,,,,,,,
620000,甘肃省,2005,,,,,,,,
620000,甘肃省,2004,,,,,,,,
620000,甘肃省,2003,,,,,,,,
620000,甘肃省,2002,,,,,,,,
620000,甘肃省,2001,,,,,,,,
620000,甘肃省,2000,,,,,,,,
630000,青海省,2019,,270.4,74.1,9.2,,,,
630000,青海省,2018,,267.0,73.2,9,,,,
630000,青海省,2017,,257.8,70.64,8.98,,,,
630000,青海省,2016,,271.5002547387,74.3836314353,9.267925369,,,,
630000,青海省,2015,,277.6,76.0,9.5,,292.3,80.1,9.8
630000,青海省,2014,,296.8621360709,81.3320920742,9.5672052153,,308.7010770248,84.5756375411,10.2878848905
630000,青海省,2013,,314.625175957624,86.1986783445544,10.4297883017496,,322.307725677469,88.3034864869778,10.6589865908026
630000,青海省,2012,,322.124806881266,88.0122423172859,10.8126767547421,,331.245486723869,90.5042313453195,10.995531406115
630000,青海省,2011,25.8011907173429,282.102618168985,77.2883885394481,10.4755721107681,26.281536934897,291.603950403937,79.8914932613525,10.6642987085588
630000,青海省,2010,25.8176794232956,290.468632382319,79.5804472280327,10.2873225286983,27.2769490650381,304.502611563326,83.4253730310481,10.3931275480489
630000,青海省,2009,,,,,,,,
630000,青海省,2008,,,,,,,,
630000,青海省,2007,,,,,,,,
630000,青海省,2006,,,,,,,,
630000,青海省,2005,,,,,,,,
630000,青海省,2004,,,,,,,,
630000,青海省,2003,,,,,,,,
630000,青海省,2002,,,,,,,,
630000,青海省,2001,,,,,,,,
630000,青海省,2000,,,,,,,,
640000,宁夏回族自治区,2019,,296.1,81.1,8.7,,,,
640000,宁夏回族自治区,2018,,291.5,79.9,8.9,,,,
640000,宁夏回族自治区,2017,,295.0,80.81,8.91,,,,
640000,宁夏回族自治区,2016,,308.0659429886,84.401628216,9.3052618821,,,,
640000,宁夏回族自治区,2015,,303.8,83.2,10.7,,322.7,88.4,11.0
640000,宁夏回族自治区,2014,,320.2811541796,87.7482614191,9.8013445294,,338.2528900888,92.6720246819,10.1004651367
640000,宁夏回族自治区,2013,,327.556200651922,89.7414248361431,10.2212398293115,,344.990323950956,94.5178969728646,10.4351309868298
640000,宁夏回族自治区,2012,,337.298454372912,92.158047642872,10.3718083737366,,352.845784377808,96.4059520157947,10.5322824685739
640000,宁夏回族自治区,2011,29.313592769094,332.493526503741,91.0941168503401,10.5894449765372,30.352436965205,350.767977713954,96.1008158120422,10.890055879105
640000,宁夏回族自治区,2010,28.8086487732509,327.666315921269,89.7715934030873,10.8313721818388,30.702807034019,354.912656258015,97.2363441802782,11.0547510359432
640000,宁夏回族自治区,2009,,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,
650000,新疆维吾尔自治区,2019,,320.8,87.9,8.4,,,,
650000,新疆维吾尔自治区,2018,,312.3,85.6,8.5,,,,
650000,新疆维吾尔自治区,2017,,310.3,85.01,8.47,,,,
650000,新疆维吾尔自治区,2016,,315.816315603,86.5250179734,8.6616226958,,,,
650000,新疆维吾尔自治区,2015,,317.3,86.9,8.8,,336.4,92.2,9.0
650000,新疆维吾尔自治区,2014,,316.8100327759,86.7972692537,8.8422942014,,335.6134766776,91.9488977199,9.1373060107
650000,新疆维吾尔自治区,2013,,322.714567714742,88.4149500588334,9.0710607383545,,341.035657735095,93.4344267767382,9.27997558757035
650000,新疆维吾尔自治区,2012,,337.095697072744,92.1026494734274,9.76480360551916,,357.68199525787,97.7273211087077,10.0938239249432
650000,新疆维吾尔自治区,2011,33.1060426031475,337.615152487016,92.4973020512373,9.95717461479326,35.1240996851801,363.437313878211,99.5718668159482,10.1462723331716
650000,新疆维吾尔自治区,2010,30.1897689869618,325.547641171046,89.19113456741,10.2643631698139,32.1432431238865,351.076274140978,96.1852805865693,10.4310612814156
650000,新疆维吾尔自治区,2009,,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,
