省份编码,省份,年份,每万人拥有卫生技术人员数(人),每万人拥有城市卫生技术人员数(人),每万人拥有农村卫生技术人员数(人),每万人拥有执业(助理)医师数(人),每万人拥有城市执业(助理)医师数(人),每万人拥有农村执业(助理)医师数(人),每万人拥有注册护士数(人),每万人拥有城市注册护士数(人),每万人拥有农村注册护士数(人)
420000,湖北省,2011,43.4976185182835,69.33,31.62,16.5627806185454,25.92,12.26,16.5660252324539,30.09,10.35
420000,湖北省,2010,41.6,64.79,30.83,16.2,24.58,12.29,15.3,27.21,9.71
420000,湖北省,2009,40.2132519406759,,,15.93469544378,,,14.2194228191469,,
420000,湖北省,2008,38.2639510421466,,,15.0613894358812,,,13.1920732747061,,
420000,湖北省,2007,,,,,,,,,
420000,湖北省,2006,,,,,,,,,
420000,湖北省,2005,,,,,,,,,
420000,湖北省,2004,35.6,,,15.0,,,,,
420000,湖北省,2003,,,,14.5,,,,,
420000,湖北省,2002,,,,14.6,,,,,
420000,湖北省,2001,,,,17.2,,,,,
420000,湖北省,2000,,,,,,,,,
430000,湖南省,2019,72.5967639823196,129.725039326611,52.898323021236,27.5346251579127,46.2776166250752,20.782895273275,34.7646414333991,65.565390866997,24.4844168325824
430000,湖南省,2018,63.348891143644,123.4,44.1,26.2185824032468,44.8,19.8,26.672271343673,61.0,16.4
430000,湖南省,2017,60.576372237,121.0046438,41.482584414,25.223500944,44.213487097,18.684695855,25.156884325,59.498230596,15.112550672
430000,湖南省,2016,57.541168158,115.028189629,39.457964358,23.545372192,41.537004879,17.419595956,23.677884263,56.308490069,14.17012642
430000,湖南省,2015,55.0,110.0,38,22.0,39.0,17,22.0,53.0,13
430000,湖南省,2014,50.675968532,104.020561585,34.783373738,19.796942259,36.697615065,14.472905376,20.22369007,50.036617986,11.967029665
430000,湖南省,2013,45.2,94.25,33.68,17.8,33.45,14.13,17.59,44.86,11.18
430000,湖南省,2012,44.71,86.41,31.14,17.54,30.74,12.95,17.01,40.65,10.02
430000,湖南省,2011,39.595725582901,80.79,29.95,15.7858156758574,29.07,12.68,14.2773123097981,37.02,8.95
430000,湖南省,2010,38.1,81.78,28.43,15.6,30.3,12.38,13.1,36.39,7.91
430000,湖南省,2009,36.1830992373517,,,15.0970434212175,,,11.8674263528219,,
430000,湖南省,2008,33.4157438800519,,,13.8661140551197,,,10.4459834983956,,
430000,湖南省,2007,,,,,,,,,
430000,湖南省,2006,,,,,,,,,
430000,湖南省,2005,,,,,,,,,
430000,湖南省,2004,31.5,,,13.5,,,,,
430000,湖南省,2003,,,,13.7,,,,,
430000,湖南省,2002,,,,13.2,,,,,
430000,湖南省,2001,,,,13.54,,,,,
430000,湖南省,2000,,,,,,,,,
440000,广东省,2019,68.7955906605329,113.385595313864,43.6319336477584,25.2631715996875,41.2709966077293,16.4215130608712,30.9287388247548,52.2932353341087,18.1813071271752
440000,广东省,2018,66.5585228274282,114.6,42.1,24.3575709501146,41.4,15.9,29.4862506610259,52.4,17.1
440000,广东省,2017,63.344166891,113.611767201,39.046708773,23.097322947,40.623167421,14.97123511,27.546244068,51.149287563,15.388201567
440000,广东省,2016,60.483407583,115.275480379,36.16025728,22.113283026,40.955726325,14.199437386,25.801709246,51.267721752,13.704641621
440000,广东省,2015,57.0,113.0,34,21.0,40.0,14,23.0,49.0,12
440000,广东省,2014,54.364882507,113.007621161,33.095182516,20.216243939,40.316811921,13.491556297,21.772006714,48.192931132,11.215793723
440000,广东省,2013,63.21,117.82,30.38,24.01,42.68,12.78,24.85,49.48,10.03
440000,广东省,2012,48.93,104.3,31.04,18.78,37.9,13.31,18.83,43.32,9.86
440000,广东省,2011,56.2202281048762,97.53,29.56,21.5534126553165,35.45,12.58,21.1480726662411,39.65,9.21
440000,广东省,2010,53.4,91.87,28.63,20.5,33.61,12.05,19.7,36.66,8.8
440000,广东省,2009,50.3616939626271,,,19.2925360879653,,,18.3350871622176,,
440000,广东省,2008,46.4654515310922,,,17.4749550582409,,,16.441338447024,,
440000,广东省,2007,,,,,,,,,
440000,广东省,2006,,,,,,,,,
440000,广东省,2005,,,,,,,,,
440000,广东省,2004,36.3,,,14.5,,,,,
440000,广东省,2003,,,,14.1,,,,,
440000,广东省,2002,,,,13.5,,,,,
440000,广东省,2001,,,,15.02,,,,,
440000,广东省,2000,,,,,,,,,
450000,广西壮族自治区,2019,68.8348790322581,93.5870600084822,43.4953120811802,23.2038306451613,32.336376615693,14.3014003374256,30.7237903225806,45.2353302182607,17.8301236615372
450000,广西壮族自治区,2018,65.1471782379212,90.5,41.4,21.5142103126269,30.9,13.2,28.5042630937881,42.9,16.6
450000,广西壮族自治区,2017,62.493142272,90.97444491,38.942800275,20.704401228,31.032800874,12.543437784,26.958648925,42.78011495,15.378874488
450000,广西壮族自治区,2016,59.915667631,85.743182712,38.507026646,19.982017363,29.424368184,12.520049599,25.341463415,39.668383864,14.963941078
450000,广西壮族自治区,2015,57.0,86.0,36,19.0,29.0,12,24.0,39.0,14
450000,广西壮族自治区,2014,54.396087505,79.122134705,35.781541901,18.200462768,26.960352869,11.794347879,21.866848969,35.189432818,13.147941167
450000,广西壮族自治区,2013,44.43,75.63,33.45,15.37,26.15,11.57,17.49,33.25,11.94
450000,广西壮族自治区,2012,47.15,69.33,31.18,16.67,24.55,11.01,18.26,30.42,10.84
450000,广西壮族自治区,2011,38.0005324630638,63.88,29.05,13.8122624943438,23.3,10.53,14.2505489244166,27.09,9.81
450000,广西壮族自治区,2010,35.6,60.15,27.07,13.3,22.29,10.17,13.2,25.27,9
450000,广西壮族自治区,2009,33.2286438558525,,,12.8396586775841,,,12.0680838404941,,
450000,广西壮族自治区,2008,30.2752603245359,,,11.8332650638729,,,10.8930238792663,,
450000,广西壮族自治区,2007,,,,,,,,,
450000,广西壮族自治区,2006,,,,,,,,,
450000,广西壮族自治区,2005,,,,,,,,,
450000,广西壮族自治区,2004,25.7,,,10.9,,,,,
450000,广西壮族自治区,2003,,,,10.4,,,,,
450000,广西壮族自治区,2002,,,,10.8,,,,,
450000,广西壮族自治区,2001,,,,10.0,,,,,
450000,广西壮族自治区,2000,,,,,,,,,
460000,海南省,2019,71.6635616902363,146.312839752924,45.3018772052585,25.328139554577,51.0691017889942,16.2568047855241,33.9380980608011,72.9061386516746,20.0708495185342
460000,海南省,2018,68.1734475374732,140.9,42.3,23.8640256959315,49.3,14.8,32.076017130621,69.8,18.6
460000,海南省,2017,65.22462203,136.455295025,41.035079099,22.423326134,46.309701285,14.326656434,30.650107991,67.790607952,17.945895702
460000,海南省,2016,62.719570835,130.480931349,39.654149638,21.669774187,44.664090839,13.848024968,28.88903427,63.664160475,17.006346453
460000,海南省,2015,60.0,124.0,39,21.0,42.0,14,27.0,59.0,16
460000,海南省,2014,56.013289037,97.555578215,41.084272694,19.50055371,33.432625991,14.481924645,24.787375415,46.810015469,16.954555358
460000,海南省,2013,52.93,98.19,38.39,18.4,33.51,13.55,22.99,46.41,15.46
460000,海南省,2012,50.83,91.87,36.53,17.51,30.31,13.02,21.92,42.85,14.72
460000,海南省,2011,47.6910304181643,87.82,34.81,17.1035599792779,30.51,12.8,20.047967516124,39.78,13.72
460000,海南省,2010,44.1,77.8,33.31,16.1,27.63,12.45,18.2,34.71,12.93
460000,海南省,2009,43.0406428639644,,,16.0499974987607,,,17.3097125393945,,
460000,海南省,2008,39.1742949089491,,,14.8602122385239,,,15.2788423420527,,
460000,海南省,2007,,,,,,,,,
460000,海南省,2006,,,,,,,,,
460000,海南省,2005,,,,,,,,,
460000,海南省,2004,37.1,,,15.0,,,,,
460000,海南省,2003,,,,15.0,,,,,
460000,海南省,2002,,,,15.3,,,,,
460000,海南省,2001,,,,16.0,,,,,
460000,海南省,2000,,,,,,,,,
500000,重庆市,2019,71.9023659548318,93.0853982272734,36.4935257823552,26.6595611204998,32.9999015292243,15.1414828818901,33.0142238951196,45.6405263984502,13.6705925258297
500000,重庆市,2018,67.4597034171502,78.7,43.6,24.6225016118633,27.8,16.8,30.6605415860735,38.3,17.2
500000,重庆市,2017,62.299837398,78.801630031,36.893007004,22.292357724,27.289763846,13.975159094,27.594471545,37.484721147,14.139285015
500000,重庆市,2016,58.834875657,70.808980186,36.491656453,21.226992255,24.62663613,14.009508104,25.410785224,32.993203929,13.551023334
500000,重庆市,2015,55.0,66.0,34,20.0,23.0,13,23.0,30.0,12
500000,重庆市,2014,51.580742227,60.563708072,32.326317973,19.41959211,21.706174695,13.163197991,20.975927783,27.151743552,10.859666607
500000,重庆市,2013,42.32,48.35,35.46,16.42,17.78,14.87,16.51,20.99,11.43
500000,重庆市,2012,44.71,44.18,33.92,17.65,16.29,14.71,16.92,18.93,10.33
500000,重庆市,2011,36.0833968503946,42.65,30.17,14.8870177133017,16.48,13.45,12.8430597024338,17.58,8.57
500000,重庆市,2010,33.6,39.23,28.61,14.5,15.68,13.48,11.4,15.53,7.67
500000,重庆市,2009,30.531148194398,,,13.6240455810675,,,9.73285672731784,,
500000,重庆市,2008,27.2467667798469,,,12.1014526348561,,,8.2280053066474,,
500000,重庆市,2007,,,,,,,,,
500000,重庆市,2006,,,,,,,,,
500000,重庆市,2005,,,,,,,,,
500000,重庆市,2004,24.7,,,11.6,,,,,
500000,重庆市,2003,,,,11.6,,,,,
500000,重庆市,2002,,,,12.1,,,,,
500000,重庆市,2001,,,,14.4,,,,,
500000,重庆市,2000,,,,,,,,,
510000,四川省,2019,71.929671641791,95.2075470348115,50.4762689449968,26.470328358209,34.1550092990958,19.0422546486318,32.3038805970149,46.5372597255349,20.6679498129159
510000,四川省,2018,67.435199616353,90.6,47.3,24.572113655437,32.0,17.7,29.6441673660233,43.7,18.9
510000,四川省,2017,63.876897133,85.409825069,44.671794137,23.477354854,30.458665569,16.874201393,27.529270055,40.652696269,17.375857156
510000,四川省,2016,60.003631082,81.799705565,41.830036573,22.441781651,29.149005616,16.30315965,25.131082062,38.441912104,15.613455393
510000,四川省,2015,58.0,85.0,39,22.0,30.0,16,23.0,39.0,14
510000,四川省,2014,55.520638821,79.965432553,37.621662778,22.054422604,29.236812579,15.911325327,21.562653563,35.98118945,12.727400081
510000,四川省,2013,46.75,76.79,35.62,19.04,28.38,15.58,17.35,33.7,11.29
510000,四川省,2012,48.22,69.53,33.05,20.17,26.25,14.86,17.31,29.96,10.04
510000,四川省,2011,38.8875827950406,62.45,30.31,16.9781774091316,24.47,14.25,13.3871430260785,26.44,8.64
510000,四川省,2010,36.2,58.0,28.25,16.1,23.21,13.56,11.7,23.56,7.33
510000,四川省,2009,33.7297210807802,,,15.435706755919,,,10.146596753049,,
510000,四川省,2008,30.0401204016189,,,13.6791547961541,,,8.74425918032707,,
510000,四川省,2007,,,,,,,,,
510000,四川省,2006,,,,,,,,,
510000,四川省,2005,,,,,,,,,
510000,四川省,2004,27.5,,,13.2,,,,,
510000,四川省,2003,,,,13.6,,,,,
510000,四川省,2002,,,,13.7,,,,,
510000,四川省,2001,,,,15.0,,,,,
510000,四川省,2000,,,,,,,,,
520000,贵州省,2019,73.8635642225259,93.754802752404,46.4657265414106,24.7858789108323,33.0771868977475,15.1465806473452,33.5047406119323,46.411774023079,20.0062943739084
520000,贵州省,2018,68.1822222222222,97.3,42.7,22.6319444444444,34.2,13.7,30.3130555555556,47.6,17.9
520000,贵州省,2017,63.104469274,155.909107744,36.348203233,21.098603352,55.553797361,11.721935176,27.365921788,74.391468624,14.910248046
520000,贵州省,2016,57.558649789,131.071152731,33.697241905,19.411251758,47.846571155,10.846966699,24.18931083,60.621263506,13.375378099
520000,贵州省,2015,53.0,121.0,32,18.0,44.0,10,22.0,55.0,12
520000,贵州省,2014,48.450114025,109.859085471,29.88793188,16.48945268,39.322495499,9.903305078,19.157354618,50.154722895,10.8842565
520000,贵州省,2013,36.37,74.17,28.66,13.06,27.74,10.06,13.69,32.58,9.83
520000,贵州省,2012,37.25,79.44,22.99,14.12,29.92,8.74,13.96,35.53,7.61
520000,贵州省,2011,26.8497447692297,72.87,19.89,10.7150302606705,27.84,8.12,9.81233939251405,32.64,6.36
520000,贵州省,2010,24.8,74.83,17.83,10.4,29.22,7.72,8.6,32.64,5.28
520000,贵州省,2009,23.6514553859869,,,10.1361983357616,,,7.81854980274931,,
520000,贵州省,2008,22.1249630736588,,,9.61911833831774,,,7.09530742843412,,
520000,贵州省,2007,,,,,,,,,
520000,贵州省,2006,,,,,,,,,
520000,贵州省,2005,,,,,,,,,
520000,贵州省,2004,20.0,,,9.6,,,,,
520000,贵州省,2003,,,,9.7,,,,,
520000,贵州省,2002,,,,9.8,,,,,
520000,贵州省,2001,,,,12.3,,,,,
520000,贵州省,2000,,,,,,,,,
530000,云南省,2019,69.9277480444627,138.158290057302,56.0280125457397,23.4728283244133,48.7278382409101,18.3187349442416,32.6185673116509,68.2432341685585,25.3463322361143
530000,云南省,2018,62.4853002070393,130.4,49.7,20.6354037267081,45.4,15.9,28.3407867494824,63.1,21.8
530000,云南省,2017,59.132264112,146.088401605,45.57430774,19.563632577,51.344758434,14.586536466,26.767965007,70.458008459,19.924517359
530000,云南省,2016,52.337700451,132.872978684,39.919990025,18.001467351,47.529788174,13.433297267,22.212765957,61.71549925,16.077581166
530000,云南省,2015,48.0,122.0,38,17.0,45.0,13,20.0,55.0,15
530000,云南省,2014,44.315867628,109.680728808,34.9387077,16.000424268,41.695231441,12.289193595,17.569579975,47.334005973,13.25350571
530000,云南省,2013,41.97,99.57,32.72,16.26,39.68,12.5,15.92,41.38,11.84
530000,云南省,2012,35.79,89.73,28.2,14.7,37.83,11.42,13.04,35.11,9.9
530000,云南省,2011,33.0934865459487,80.56,25.75,14.1779754125535,34.94,10.97,11.4668354416507,29.96,8.61
530000,云南省,2010,31.6,78.24,24.42,14.0,34.11,10.88,10.9,29.49,8.05
530000,云南省,2009,30.2491607578893,,,13.5373646948688,,,10.3649468500318,,
530000,云南省,2008,28.5756997647565,,,12.9653095346546,,,9.50984040192007,,
530000,云南省,2007,,,,,,,,,
530000,云南省,2006,,,,,,,,,
530000,云南省,2005,,,,,,,,,
530000,云南省,2004,26.9,,,12.6,,,,,
530000,云南省,2003,,,,12.7,,,,,
530000,云南省,2002,,,,12.5,,,,,
530000,云南省,2001,,,,14.6,,,,,
530000,云南省,2000,,,,,,,,,
540000,西藏自治区,2019,59.7347404449515,57.8316915299367,44.9074999418556,26.5744438106104,25.6695873333844,20.0261384393932,17.0735881346264,20.8297111262956,9.29516772038014
540000,西藏自治区,2018,55.4563953488372,84.3,37.2,24.1918604651163,37.8,15.7,16.2005813953488,29.6,8.4
540000,西藏自治区,2017,49.038575668,99.734944307,30.363578174,22.560830861,45.916347385,13.957898446,13.234421365,33.578932152,5.850118049
540000,西藏自治区,2016,44.863413008,118.227211501,28.818487636,19.792059336,53.243013179,12.460507189,11.596295236,40.686467958,5.087628507
540000,西藏自治区,2015,44.0,116.0,33,19.0,51.0,14,10.0,37.0,5
540000,西藏自治区,2014,40.509433962,139.632146761,32.911590149,17.63836478,61.451451927,14.284636271,8.537735849,47.763889549,5.659575538
540000,西藏自治区,2013,36.66,142.93,29.45,16.31,61.03,13.27,7.55,49.87,4.68
540000,西藏自治区,2012,30.35,104.0,25.19,13.14,46.29,10.82,5.63,31.65,3.84
540000,西藏自治区,2011,35.6696714499712,130.17,29.41,13.8119901969606,57.79,10.9,7.07967880754389,45.48,4.54
540000,西藏自治区,2010,34.3,136.45,27.56,15.2,60.06,12.24,6.8,47.75,4.06
540000,西藏自治区,2009,34.9004311229727,,,15.7060565963195,,,6.92488040176038,,
540000,西藏自治区,2008,33.5361854908279,,,15.5542498895456,,,6.82453377237834,,
540000,西藏自治区,2007,,,,,,,,,
540000,西藏自治区,2006,,,,,,,,,
540000,西藏自治区,2005,,,,,,,,,
540000,西藏自治区,2004,32.7,,,16.6,,,,,
540000,西藏自治区,2003,,,,16.6,,,,,
540000,西藏自治区,2002,,,,17.1,,,,,
540000,西藏自治区,2001,,,,33.5,,,,,
540000,西藏自治区,2000,,,,,,,,,
610000,陕西省,2019,91.2850438959705,110.357961884527,69.4433525342202,28.0389865358172,35.8560220313977,19.9283864619471,38.8067209980883,52.1786707425327,25.7543427980094
610000,陕西省,2018,84.8762939958592,108.7,62.6,25.6304347826087,35.0,17.4,35.7197204968944,51.0,22.8
610000,陕西省,2017,80.893872229,115.602701077,56.453973235,24.30482399,36.869274944,15.735093311,33.111603651,52.784754443,19.968814627
610000,陕西省,2016,75.697814102,107.213440929,53.497045398,22.472997571,33.776294153,14.799656581,30.635888182,48.523640551,18.79730776
610000,陕西省,2015,70.0,104.0,49,21.0,33.0,13,28.0,46.0,16
610000,陕西省,2014,66.916821192,97.100294442,47.751416173,20.254304636,31.127697222,13.57022503,25.753907285,42.810226475,15.612947137
610000,陕西省,2013,60.37,90.1,45.37,18.79,29.56,13.36,22.61,39.22,14.24
610000,陕西省,2012,57.63,83.91,40.57,18.51,28.23,12.39,21.15,35.73,12.41
610000,陕西省,2011,50.4449524026867,77.22,36.98,16.8189923110802,26.71,11.84,17.9664395352237,32.0,10.91
610000,陕西省,2010,46.8,70.99,34.67,17.0,25.93,12.57,16.0,28.75,9.52
610000,陕西省,2009,44.6011483134568,,,18.1023457234756,,,14.2327081524483,,
610000,陕西省,2008,38.8912531833745,,,15.2766839401605,,,12.3017893914673,,
610000,陕西省,2007,,,,,,,,,
610000,陕西省,2006,,,,,,,,,
610000,陕西省,2005,,,,,,,,,
610000,陕西省,2004,36.6,,,16.2,,,,,
610000,陕西省,2003,,,,16.6,,,,,
610000,陕西省,2002,,,,16.5,,,,,
610000,陕西省,2001,,,,18.0,,,,,
610000,陕西省,2000,,,,,,,,,
620000,甘肃省,2019,67.5534386178294,101.695039278998,47.6413433525525,23.7237622902211,33.78107999503,17.556120414206,30.0170353890377,50.403894767181,18.9420763239354
620000,甘肃省,2018,59.6484641638225,93.1,40.8,22.586272279105,33.6,16.2,24.3746681835419,43.7,14.2
620000,甘肃省,2017,55.932977913,87.304835569,37.952486871,21.381188119,32.122871752,15.039803298,22.255902513,40.293614929,12.738924516
620000,甘肃省,2016,51.587578306,78.395086724,35.866488917,20.226824269,30.495237877,14.165885698,19.360524148,34.111780416,11.466030913
620000,甘肃省,2015,50.0,76.0,35,19.0,29.0,13,18.0,32.0,11
620000,甘肃省,2014,48.782709379,74.172884027,34.354261714,18.402547279,28.262236165,12.839987389,17.549980702,31.361870329,10.372041761
620000,甘肃省,2013,43.29,67.64,32.95,16.46,26.44,12.21,15.01,27.99,9.5
620000,甘肃省,2012,43.3,64.17,31.3,16.67,25.55,11.68,14.43,25.8,8.55
620000,甘肃省,2011,38.8100726481407,60.87,29.67,14.976844706061,24.48,11.04,12.3394982086418,24.12,7.46
620000,甘肃省,2010,36.5,55.77,28.14,14.5,22.87,10.9,11.0,21.4,6.54
620000,甘肃省,2009,33.7695590895678,,,13.9311689385334,,,9.83537714626632,,
620000,甘肃省,2008,32.727976745296,,,13.5105187171252,,,9.31798545975986,,
620000,甘肃省,2007,,,,,,,,,
620000,甘肃省,2006,,,,,,,,,
620000,甘肃省,2005,,,,,,,,,
620000,甘肃省,2004,31.6,,,13.3,,,,,
620000,甘肃省,2003,,,,13.6,,,,,
620000,甘肃省,2002,,,,13.5,,,,,
620000,甘肃省,2001,,,,15.0,,,,,
620000,甘肃省,2000,,,,,,,,,
630000,青海省,2019,77.9161593892929,132.93097234095,54.4829809286288,28.630186568392,45.4892525507102,21.4899670090686,31.111184232174,63.0971192074463,17.3652452429023
630000,青海省,2018,73.9469320066335,143.8,49.5,26.787728026534,48.4,19.3,29.1492537313433,68.0,15.3
630000,青海省,2017,69.780936455,220.410482506,41.337927418,25.933110368,74.996972158,16.761680158,27.550167224,104.220140869,12.841011974
630000,青海省,2016,62.363091026,198.469908335,36.74611803,23.034408385,68.17045816,14.599725065,24.203821656,91.468830166,11.37370009
630000,青海省,2015,60.0,191.0,36,23.0,70.0,15,22.0,86.0,11
630000,青海省,2014,58.209262436,175.030124571,35.841313944,22.217838765,63.452530464,14.330358446,21.869639794,80.93326771,10.525238164
630000,青海省,2013,56.64,164.4,35.82,23.12,61.02,15.8,20.07,73.01,9.84
630000,青海省,2012,51.14,,31.39,20.79,,13.93,17.49,,8.64
630000,青海省,2011,49.3557036146955,137.8,32.12,20.4381394764924,50.81,14.52,17.3247128240537,58.0,9.4
630000,青海省,2010,45.3,127.32,29.18,19.2,47.41,13.67,15.2,52.42,7.84
630000,青海省,2009,44.2786542412409,,,18.8226636582816,,,14.424999944753,,
630000,青海省,2008,40.8931846322115,,,17.7037682284497,,,13.6906132040699,,
630000,青海省,2007,,,,,,,,,
630000,青海省,2006,,,,,,,,,
630000,青海省,2005,,,,,,,,,
630000,青海省,2004,39.4,,,17.3,,,,,
630000,青海省,2003,,,,18.5,,,,,
630000,青海省,2002,,,,19.5,,,,,
630000,青海省,2001,,,,17.7,,,,,
630000,青海省,2000,,,,,,,,,
640000,宁夏回族自治区,2019,79.7685198514381,111.439864525474,52.1380447885628,29.8779258918032,40.9531335921594,20.2526594523791,34.9912187257075,51.5715118388408,20.4005094456265
640000,宁夏回族自治区,2018,77.1308139534884,110.5,48.8,28.2485465116279,40.1,18.2,33.8328488372093,51.5,18.7
640000,宁夏回族自治区,2017,72.895894428,105.653615273,45.553758317,26.667155425,38.354518305,16.919418666,31.624633431,49.174832079,16.891983254
640000,宁夏回族自治区,2016,66.232034375,99.76671285,38.776753993,25.292635946,37.117904649,15.610930561,26.772855238,43.721178569,12.897743286
640000,宁夏回族自治区,2015,62.0,96.0,36,24.0,35.0,15,24.0,40.0,11
640000,宁夏回族自治区,2014,60.120845921,97.039164679,32.136483492,22.693353474,35.286320793,13.092168354,22.803625378,40.095499087,9.832537755
640000,宁夏回族自治区,2013,55.77,90.74,31.08,21.41,33.25,13.06,20.91,37.49,9.2
640000,宁夏回族自治区,2012,52.92,84.42,29.08,20.1,29.92,12.57,19.32,34.02,8.36
640000,宁夏回族自治区,2011,49.0814586783011,75.24,28.78,18.8112597466971,26.25,13.04,17.8398510813635,30.16,8.28
640000,宁夏回族自治区,2010,46.6,77.16,25.45,19.1,29.28,12.02,16.1,29.02,7.12
640000,宁夏回族自治区,2009,44.8345837589606,,,19.0643185759926,,,15.544169745614,,
640000,宁夏回族自治区,2008,42.2966936523255,,,18.3245641551093,,,14.2462117518357,,
640000,宁夏回族自治区,2007,,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,,
640000,宁夏回族自治区,2004,38.8,,,18.1,,,,,
640000,宁夏回族自治区,2003,,,,18.4,,,,,
640000,宁夏回族自治区,2002,,,,17.2,,,,,
640000,宁夏回族自治区,2001,,,,16.0,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,
650000,新疆维吾尔自治区,2019,73.6891749431282,137.519261408087,68.3954874207309,26.9001513938539,53.3565343722008,24.3466453487701,30.6378357812636,61.5132629462351,27.5832807827356
650000,新疆维吾尔自治区,2018,70.9107358262967,144.6,64.3,25.4571773220748,54.7,22.6,29.0900683554483,64.3,25.5
650000,新疆维吾尔自治区,2017,71.224130879,147.094751513,64.316083949,25.481799591,54.450874641,22.695857026,28.861349693,64.822327524,25.163156184
650000,新疆维吾尔自治区,2016,71.301624633,150.995253209,62.716624301,25.145950093,56.26770022,21.621122012,28.199226048,65.490231794,23.85240131
650000,新疆维吾尔自治区,2015,69.0,166.0,61,24.0,62.0,21,27.0,71.0,23
650000,新疆维吾尔自治区,2014,66.761096606,154.973715387,58.150653857,23.84899913,58.776055756,20.35486554,26.019147084,66.497648219,21.916409057
650000,新疆维吾尔自治区,2013,64.35,128.8,55.05,23.39,49.72,19.59,24.96,54.45,20.71
650000,新疆维吾尔自治区,2012,61.22,153.31,48.16,22.64,58.01,17.62,23.49,64.97,17.59
650000,新疆维吾尔自治区,2011,59.2936822382725,105.79,49.65,22.486417577269,41.59,18.52,22.1368407241598,43.01,17.81
650000,新疆维吾尔自治区,2010,57.3,145.21,45.24,22.7,58.28,17.77,20.6,57.4,15.52
650000,新疆维吾尔自治区,2009,54.7021202988391,,,22.0405774810453,,,19.2344701619612,,
650000,新疆维吾尔自治区,2008,51.3228359746601,,,20.8724617943794,,,17.3315977399758,,
650000,新疆维吾尔自治区,2007,,,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,,
650000,新疆维吾尔自治区,2004,51.8,,,22.4,,,,,
650000,新疆维吾尔自治区,2003,,,,21.4,,,,,
650000,新疆维吾尔自治区,2002,,,,20.3,,,,,
650000,新疆维吾尔自治区,2001,,,,24.2,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,
